Orthogroup	DPER.longest_only	HILL.longest_only
OG0003263	LOC6597245|XP_026846460.1|DPER	LOC119657529|XP_037920399.1|HILL
OG0003264	LOC6600106|XP_002025334.1|DPER	LOC119656516|XP_037918787.1|HILL
OG0003265	LOC6598019|XP_002023211.1|DPER	LOC119656614|XP_037918981.1|HILL
OG0003266	LOC6593931|XP_002019260.1|DPER	LOC119657552|XP_037920433.1|HILL
OG0003267	LOC6603071|XP_026847123.1|DPER	LOC119657165|XP_037919877.1|HILL
OG0003268	LOC6587578|XP_026850514.1|DPER	LOC119652975|XP_037913310.1|HILL
OG0003269	LOC6595140|XP_002020306.1|DPER	LOC119652933|XP_037913251.1|HILL
OG0003270	LOC6597085|XP_026845458.1|DPER	LOC119650294|XP_037908854.1|HILL
OG0003271	LOC6601987|XP_026846862.1|DPER	LOC119660806|XP_037925567.1|HILL
OG0003272	LOC6601747|XP_026847033.1|DPER	LOC119657273|XP_037920037.1|HILL
OG0003273	LOC6603452|XP_002028444.1|DPER	LOC119657429|XP_037920258.1|HILL
OG0003274	LOC6597874|XP_026846920.1|DPER	LOC119657262|XP_037920019.1|HILL
OG0003275	LOC6592857|XP_002018284.2|DPER	LOC119657887|XP_037920955.1|HILL
OG0003276	LOC6591835|XP_002017203.1|DPER	LOC119658645|XP_037922111.1|HILL
OG0003277	LOC6602101|XP_002027146.1|DPER	LOC119657421|XP_037920247.1|HILL
OG0003278	LOC113566765|XP_026849613.1|DPER	LOC119659386|XP_037923373.1|HILL
OG0003279	LOC6600008|XP_026849217.1|DPER	LOC119657484|XP_037920334.1|HILL
OG0003280	LOC113567425|XP_026850969.1|DPER	LOC119650729|XP_037909684.1|HILL
OG0003281	LOC6598696|XP_002023950.2|DPER	LOC119652534|XP_037912664.1|HILL
OG0003282	LOC6600011|XP_026849174.1|DPER	LOC119656701|XP_037919136.1|HILL
OG0003283	LOC6593987|XP_002019029.2|DPER	LOC119650824|XP_037909888.1|HILL
OG0003284	LOC6597489|XP_026848879.1|DPER	LOC119658462|XP_037921794.1|HILL
OG0003285	LOC6595044|XP_002020371.1|DPER	LOC119658605|XP_037922008.1|HILL
OG0003286	LOC6598664|XP_002023782.1|DPER	LOC119656560|XP_037918869.1|HILL
OG0003287	LOC6595940|XP_002020990.1|DPER	LOC119657719|XP_037920690.1|HILL
OG0003288	LOC6591638|XP_026840263.1|DPER	LOC119660112|XP_037924430.1|HILL
OG0003289	LOC6600844|XP_002025938.1|DPER	LOC119648274|XP_037905857.1|HILL
OG0003290	LOC6591318|XP_002017547.1|DPER	LOC119652523|XP_037912648.1|HILL
OG0003291	LOC6602329|XP_026848551.1|DPER	LOC119656613|XP_037918979.1|HILL
OG0003292	LOC6600373|XP_002025461.1|DPER	LOC119656595|XP_037918949.1|HILL
OG0003293	LOC6597753|XP_026847053.1|DPER	LOC119657026|XP_037919704.1|HILL
OG0003294	LOC6592815|XP_002017612.1|DPER	LOC119650312|XP_037908898.1|HILL
OG0003295	LOC6600101|XP_026846612.1|DPER	LOC119657187|XP_037919904.1|HILL
OG0003296	LOC113564956|XP_026840515.1|DPER	LOC119646265|XP_037902597.1|HILL
OG0003297	LOC6598741|XP_026846230.1|DPER	LOC119652832|XP_037913089.1|HILL
OG0003298	LOC6598423|XP_026848646.1|DPER	LOC119658138|XP_037921335.1|HILL, LOC119656883|XP_037919477.1|HILL
OG0003299	LOC6588555|XP_002013935.1|DPER	LOC119659050|XP_037922886.1|HILL
OG0003300	LOC6588257|XP_002012908.2|DPER	LOC119650657|XP_037909525.1|HILL
OG0003301	LOC6590060|XP_002016392.1|DPER	LOC119658640|XP_037922101.1|HILL
OG0003302	LOC6599230|XP_026848338.1|DPER	LOC119658024|XP_037921183.1|HILL
OG0003303	LOC6591250|XP_002015793.1|DPER	LOC119657279|XP_037920051.1|HILL
OG0003304	LOC6587737|XP_026840575.1|DPER	LOC119651486|XP_037911027.1|HILL
OG0003305	LOC6597442|XP_002022384.1|DPER	LOC119657320|XP_037920108.1|HILL
OG0003306	LOC6600809|XP_002025980.1|DPER	LOC119657181|XP_037919898.1|HILL
OG0003307	LOC6603397|XP_026847466.1|DPER	LOC119656751|XP_037919237.1|HILL
OG0003308	LOC6589591|XP_026844319.1|DPER	LOC119656738|XP_037919212.1|HILL
OG0003309	LOC6597853|XP_026846944.1|DPER	LOC119657763|XP_037920755.1|HILL
OG0003310	LOC6599137|XP_002024402.1|DPER	LOC119656976|XP_037919638.1|HILL
OG0003311	LOC6594579|XP_002019830.1|DPER	LOC119651467|XP_037911003.1|HILL
OG0003312	LOC6588227|XP_002012902.1|DPER	LOC119651752|XP_037911417.1|HILL
OG0003313	LOC6600098|XP_002025206.2|DPER	LOC119656716|XP_037919166.1|HILL
OG0003314	LOC6591299|XP_002015628.1|DPER	LOC119657883|XP_037920944.1|HILL
OG0003315	LOC6598528|XP_026846308.1|DPER	LOC119657510|XP_037920376.1|HILL
OG0003317	LOC6588366|XP_002012926.2|DPER	LOC119652528|XP_037912657.1|HILL
OG0003318	LOC6598648|XP_026850606.1|DPER	LOC119650882|XP_037909976.1|HILL
OG0003319	LOC6594379|XP_026839965.1|DPER	LOC119659131|XP_037922984.1|HILL
OG0003320	LOC6595101|XP_026840453.1|DPER	LOC119658598|XP_037921994.1|HILL
OG0003321	LOC6595098|XP_026839904.1|DPER	LOC119658597|XP_037921992.1|HILL
OG0003322	LOC6595096|XP_002020374.2|DPER	LOC119658599|XP_037921996.1|HILL
OG0003323	LOC6598345|XP_026846233.1|DPER	LOC119658279|XP_037921499.1|HILL
OG0003324	LOC6596788|XP_026845912.1|DPER	LOC119658349|XP_037921632.1|HILL
OG0003325	LOC6588431|XP_002013147.1|DPER	LOC119650738|XP_037909730.1|HILL
OG0003326	LOC6599390|XP_002024442.2|DPER	LOC119657900|XP_037920983.1|HILL
OG0003327	LOC6601993|XP_002027070.2|DPER	LOC119660994|XP_037926010.1|HILL
OG0003328	LOC6600772|XP_002025840.1|DPER	LOC119657964|XP_037921096.1|HILL
OG0003329	LOC6598692|XP_026851065.1|DPER	LOC119658969|XP_037922776.1|HILL
OG0003330	LOC6599840|XP_002024859.1|DPER	LOC119656124|XP_037918723.1|HILL, LOC119654373|XP_037916052.1|HILL
OG0003331	LOC6600744|XP_002025782.1|DPER, LOC6600680|XP_026848698.1|DPER	LOC119656585|XP_037918910.1|HILL
OG0003332	LOC6599423|XP_026847119.1|DPER	LOC119656522|XP_037918798.1|HILL
OG0003333	LOC6595177|XP_026841579.1|DPER	LOC119651209|XP_037910586.1|HILL
OG0003334	LOC6588303|XP_002013781.1|DPER	LOC119650853|XP_037909931.1|HILL
OG0003335	LOC6588623|XP_002013225.1|DPER	LOC119650665|XP_037909541.1|HILL
OG0003336	LOC6588434|XP_002013220.1|DPER	LOC119652670|XP_037912864.1|HILL
OG0003337	LOC6595147|XP_002020137.2|DPER	LOC119651152|XP_037910486.1|HILL
OG0003338	LOC6588359|XP_002013806.1|DPER	LOC119651610|XP_037911191.1|HILL
OG0003339	LOC6595164|XP_002020291.1|DPER	LOC119652864|XP_037913148.1|HILL
OG0003340	LOC6595163|XP_002020290.1|DPER	LOC119651949|XP_037911731.1|HILL
OG0003341	LOC6598292|XP_002023494.1|DPER	LOC119657366|XP_037920177.1|HILL
OG0003342	LOC6597778|XP_026847055.1|DPER	LOC119657481|XP_037920330.1|HILL
OG0003343	LOC6602744|XP_026846050.1|DPER	LOC119656644|XP_037919020.1|HILL
OG0003344	LOC6598034|XP_026843052.1|DPER	LOC119647687|XP_037904698.1|HILL
OG0003345	LOC6603067|XP_026847225.1|DPER	LOC119658506|XP_037921897.1|HILL
OG0003346	LOC6587302|XP_002013849.1|DPER	LOC119651302|XP_037910756.1|HILL
OG0003347	LOC6587845|XP_002013821.1|DPER	LOC119652773|XP_037913009.1|HILL
OG0003348	LOC6587309|XP_002013855.1|DPER	LOC119652248|XP_037912156.1|HILL
OG0003349	LOC6599171|XP_002024362.2|DPER	LOC119657200|XP_037919934.1|HILL
OG0003350	LOC6587185|XP_026850647.1|DPER	LOC119656548|XP_037918839.1|HILL
OG0003351	LOC6603130|XP_026845802.1|DPER, LOC6596913|XP_002021843.1|DPER	LOC119657669|XP_037920621.1|HILL
OG0003352	LOC6594836|XP_002020531.2|DPER	LOC119657207|XP_037919943.1|HILL
OG0003353	LOC6588037|XP_026840283.1|DPER	LOC119658317|XP_037921570.1|HILL
OG0003354	LOC6595064|XP_026851040.1|DPER	LOC119649100|XP_037907032.1|HILL
OG0003355	LOC6601713|XP_026846905.1|DPER	LOC119657579|XP_037920475.1|HILL
OG0003356	LOC6599959|XP_026849172.1|DPER	LOC119657183|XP_037919901.1|HILL
OG0003357	LOC6598249|XP_026846219.1|DPER	LOC119657184|XP_037919902.1|HILL
OG0003358	LOC6595387|XP_002020790.1|DPER	LOC119647008|XP_037903674.1|HILL
OG0003359	LOC6602688|XP_026846022.1|DPER	LOC119656568|XP_037918879.1|HILL
OG0003360	LOC6600054|XP_026849234.1|DPER	LOC119658384|XP_037921678.1|HILL
OG0003361	LOC6590848|XP_002016361.1|DPER	LOC119652255|XP_037912164.1|HILL
OG0003362	LOC6587563|XP_002013242.2|DPER	LOC119651942|XP_037911723.1|HILL
OG0003363	LOC6587629|XP_002013114.1|DPER	LOC119651358|XP_037910850.1|HILL
OG0003364	LOC6587820|XP_002012893.1|DPER	LOC119660623|XP_037925254.1|HILL
OG0003365	LOC6591764|XP_026843891.1|DPER	LOC119661043|XP_037926162.1|HILL
OG0003366	LOC6599057|XP_002024173.2|DPER	LOC119646543|XP_037902943.1|HILL, LOC119651461|XP_037910995.1|HILL
OG0003367	LOC6602381|XP_026848534.1|DPER	LOC119660346|XP_037924766.1|HILL
OG0003368	LOC6602384|XP_002027388.1|DPER	LOC119657503|XP_037920366.1|HILL
OG0003369	LOC6594397|XP_002019487.1|DPER	LOC119652625|XP_037912798.1|HILL
OG0003370	LOC6588134|XP_002013745.1|DPER	LOC119652638|XP_037912814.1|HILL
OG0003371	LOC6599916|XP_002025044.1|DPER	LOC119658511|XP_037921910.1|HILL
OG0003372	LOC6602097|XP_026842431.1|DPER	LOC119658323|XP_037921589.1|HILL
OG0003373	LOC6594313|XP_002019356.1|DPER	LOC119659873|XP_037924119.1|HILL
OG0003374	LOC6603235|XP_026845730.1|DPER	LOC119656582|XP_037918902.1|HILL
OG0003375	LOC6587405|XP_026847632.1|DPER	LOC119651770|XP_037911439.1|HILL
OG0003376	LOC6588068|XP_002012885.2|DPER	LOC119660122|XP_037924443.1|HILL
OG0003377	LOC6588246|XP_026841425.1|DPER	LOC119658944|XP_037922739.1|HILL
OG0003378	LOC6588004|XP_002013725.1|DPER	LOC119650673|XP_037909553.1|HILL
OG0003379	LOC6587424|XP_002013573.1|DPER	LOC119650672|XP_037909552.1|HILL
OG0003380	LOC6587644|XP_002013561.1|DPER	LOC119657438|XP_037920272.1|HILL, LOC119657336|XP_037920137.1|HILL
OG0003381	LOC6595190|XP_002020046.1|DPER	LOC119657936|XP_037921053.1|HILL
OG0003382	LOC6595118|XP_026851043.1|DPER	LOC119658471|XP_037921821.1|HILL
OG0003383	LOC6595039|XP_002020366.1|DPER	LOC119657626|XP_037920557.1|HILL
OG0003384	LOC6593762|XP_026843819.1|DPER	LOC119655074|XP_037916701.1|HILL
OG0003385	LOC6587413|XP_026841793.1|DPER	LOC119651337|XP_037910818.1|HILL
OG0003386	LOC6595078|XP_002020342.1|DPER	LOC119651489|XP_037911031.1|HILL
OG0003387	LOC6595181|XP_026850679.1|DPER	LOC119651018|XP_037910249.1|HILL, LOC119651017|XP_037910245.1|HILL
OG0003388	LOC6602699|XP_026845827.1|DPER	LOC119652841|XP_037913106.1|HILL
OG0003389	LOC6590393|XP_026842326.1|DPER	LOC119652216|XP_037912086.1|HILL
OG0003390	LOC6587918|XP_002012833.1|DPER	LOC119652241|XP_037912143.1|HILL
OG0003391	LOC6587573|XP_002013104.1|DPER	LOC119653221|XP_037913725.1|HILL
OG0003392	LOC6598630|XP_002023842.1|DPER	LOC119651536|XP_037911096.1|HILL
OG0003393	LOC6594985|XP_002020276.1|DPER	LOC119657035|XP_037919716.1|HILL
OG0003394	LOC6598818|XP_002023930.1|DPER	LOC119657515|XP_037920384.1|HILL
OG0003395	LOC6588562|XP_002013944.1|DPER	LOC119658247|XP_037921450.1|HILL
OG0003396	LOC6594769|XP_026840235.1|DPER	LOC119656733|XP_037919202.1|HILL
OG0003397	LOC6598811|XP_026850701.1|DPER	LOC119651005|XP_037910221.1|HILL
OG0003398	LOC6588241|XP_002013401.1|DPER	LOC119651471|XP_037911007.1|HILL
OG0003399	LOC6592079|XP_002016764.1|DPER	LOC119651472|XP_037911008.1|HILL
OG0003400	LOC6591867|XP_026841667.1|DPER	LOC119651045|XP_037910295.1|HILL
OG0003401	LOC6588320|XP_026850327.1|DPER	LOC119652386|XP_037912414.1|HILL
OG0003402	LOC6588178|XP_026842495.1|DPER	LOC119652290|XP_037912215.1|HILL
OG0003403	LOC6600847|XP_026840898.1|DPER	LOC119651554|XP_037911115.1|HILL
OG0003404	LOC6587222|XP_002014015.1|DPER	LOC119657504|XP_037920367.1|HILL
OG0003405	LOC6592519|XP_002017677.1|DPER	LOC119651967|XP_037911783.1|HILL
OG0003406	LOC6588474|XP_002012974.1|DPER	LOC119651036|XP_037910281.1|HILL
OG0003407	LOC6588491|XP_002012975.1|DPER	LOC119651037|XP_037910282.1|HILL
OG0003408	LOC6588310|XP_002012920.1|DPER	LOC119651966|XP_037911781.1|HILL
OG0003409	LOC6587948|XP_026840336.1|DPER	LOC119650597|XP_037909380.1|HILL
OG0003410	LOC6587382|XP_002013495.1|DPER	LOC119651270|XP_037910698.1|HILL
OG0003411	LOC6594131|XP_002019435.1|DPER	LOC119660553|XP_037925122.1|HILL
OG0003412	LOC6587258|XP_002013648.2|DPER	LOC119659878|XP_037924125.1|HILL
OG0003413	LOC6594599|XP_026850802.1|DPER	LOC119652962|XP_037913286.1|HILL
OG0003414	LOC6597096|XP_002022287.1|DPER	LOC119650764|XP_037909792.1|HILL
OG0003415	LOC6598398|XP_002023521.1|DPER	LOC119652479|XP_037912580.1|HILL
OG0003416	LOC6591417|XP_002016943.1|DPER	LOC119652004|XP_037911862.1|HILL
OG0003417	LOC6587844|XP_002013697.1|DPER	LOC119652831|XP_037913088.1|HILL
OG0003418	LOC6594950|XP_002020318.1|DPER	LOC119650799|XP_037909865.1|HILL
OG0003419	LOC6598791|XP_002023902.1|DPER	LOC119652533|XP_037912663.1|HILL
OG0003420	LOC6598790|XP_026849820.1|DPER	LOC119651963|XP_037911753.1|HILL
OG0003421	LOC6587443|XP_026842913.1|DPER	LOC119650601|XP_037909386.1|HILL
OG0003422	LOC6587442|XP_002013039.1|DPER	LOC119651549|XP_037911110.1|HILL
OG0003423	LOC6592934|XP_002018381.2|DPER	LOC119646828|XP_037903375.1|HILL
OG0003424	LOC6587332|XP_002013484.1|DPER	LOC119657716|XP_037920687.1|HILL
OG0003425	LOC6587853|XP_002012787.1|DPER	LOC119657583|XP_037920490.1|HILL
OG0003426	LOC6588314|XP_002013968.1|DPER	LOC119657285|XP_037920058.1|HILL
OG0003427	LOC6588570|XP_002013960.1|DPER	LOC119658063|XP_037921244.1|HILL
OG0003428	LOC6599018|XP_026847863.1|DPER	LOC119648404|XP_037906074.1|HILL
OG0003429	LOC6593028|XP_002018221.1|DPER	LOC119655193|XP_037916890.1|HILL
OG0003430	LOC6602530|XP_002027563.1|DPER	LOC119660898|XP_037925762.1|HILL
OG0003431	LOC6591964|XP_002017506.2|DPER	LOC119659016|XP_037922831.1|HILL
OG0003432	LOC6587753|XP_002013425.1|DPER	LOC119651868|XP_037911603.1|HILL
OG0003433	LOC6595295|XP_026841947.1|DPER	LOC119651061|XP_037910321.1|HILL
OG0003434	LOC6603199|XP_002028183.2|DPER, LOC6597617|XP_002022755.2|DPER	LOC119658515|XP_037921916.1|HILL
OG0003435	LOC6598654|XP_026846568.1|DPER	LOC119652916|XP_037913226.1|HILL
OG0003436	LOC6587216|XP_002013897.1|DPER	LOC119660214|XP_037924578.1|HILL
OG0003437	LOC6587565|XP_026851279.1|DPER	LOC119659014|XP_037922826.1|HILL
OG0003438	LOC6587598|XP_002013898.1|DPER	LOC119659337|XP_037923307.1|HILL
OG0003439	LOC6588419|XP_026844095.1|DPER	LOC119650889|XP_037909992.1|HILL
OG0003440	LOC6588054|XP_026846800.1|DPER	LOC119651223|XP_037910606.1|HILL
OG0003441	LOC113565457|XP_026843287.1|DPER	LOC119652208|XP_037912076.1|HILL
OG0003442	LOC6595289|XP_002020355.2|DPER	LOC119657660|XP_037920615.1|HILL
OG0003443	LOC6602724|XP_026849466.1|DPER	LOC119652006|XP_037911864.1|HILL
OG0003444	LOC6603364|XP_026848120.1|DPER	LOC119649316|XP_037907346.1|HILL
OG0003445	LOC6597411|XP_002022419.2|DPER	LOC119657969|XP_037921107.1|HILL
OG0003446	LOC6603368|XP_026848361.1|DPER	LOC119657721|XP_037920692.1|HILL
OG0003447	LOC113566251|XP_026846837.1|DPER	LOC119660861|XP_037925684.1|HILL
OG0003448	LOC6594609|XP_002019312.1|DPER	LOC119659842|XP_037924068.1|HILL
OG0003449	LOC6592082|XP_002016726.1|DPER	LOC119660233|XP_037924607.1|HILL
OG0003451	LOC6591461|XP_026846198.1|DPER	LOC119657862|XP_037920915.1|HILL
OG0003452	LOC6594294|XP_002019942.2|DPER	LOC119651808|XP_037911524.1|HILL
OG0003453	LOC6596115|XP_002021268.1|DPER, LOC113565965|XP_026845225.1|DPER	LOC119659361|XP_037923340.1|HILL
OG0003454	LOC6596422|XP_026843336.1|DPER	LOC119650117|XP_037908570.1|HILL
OG0003455	LOC6588157|XP_026851137.1|DPER	LOC119652490|XP_037912600.1|HILL
OG0003456	LOC6593210|XP_002018039.1|DPER	LOC119660738|XP_037925366.1|HILL
OG0003457	LOC6591367|XP_026851051.1|DPER	LOC119660350|XP_037924774.1|HILL
OG0003458	LOC6594529|XP_026851123.1|DPER	LOC119659037|XP_037922860.1|HILL
OG0003459	LOC6594406|XP_002019352.1|DPER	LOC119659655|XP_037923791.1|HILL
OG0003460	LOC6587683|XP_002014095.1|DPER	LOC119647801|XP_037904945.1|HILL
OG0003461	LOC6587587|XP_026850611.1|DPER	LOC119659646|XP_037923776.1|HILL
OG0003462	LOC6600305|XP_002025359.1|DPER	LOC119653233|XP_037913750.1|HILL
OG0003463	LOC6587676|XP_002013676.1|DPER	LOC119657457|XP_037920300.1|HILL
OG0003464	LOC6587626|XP_026840249.1|DPER	LOC119657069|XP_037919751.1|HILL
OG0003465	LOC6592083|XP_002016727.1|DPER	LOC119659382|XP_037923370.1|HILL
OG0003466	LOC113565229|XP_026842689.1|DPER	LOC119652806|XP_037913058.1|HILL
OG0003467	LOC6587426|XP_002013237.1|DPER	LOC119650628|XP_037909462.1|HILL
OG0003468	LOC6587634|XP_002013249.1|DPER	LOC119653241|XP_037913768.1|HILL
OG0003469	LOC6594965|XP_002020484.1|DPER	LOC119650622|XP_037909440.1|HILL
OG0003470	LOC6588380|XP_026850644.1|DPER	LOC119652260|XP_037912169.1|HILL
OG0003471	LOC6589212|XP_002015296.1|DPER	LOC119661386|XP_037926636.1|HILL
OG0003472	LOC6589217|XP_026844708.1|DPER	LOC119654164|XP_037915258.1|HILL
OG0003473	LOC6596575|XP_002021662.1|DPER	LOC119653239|XP_037913766.1|HILL
OG0003474	LOC6588153|XP_026840099.1|DPER	LOC119651139|XP_037910462.1|HILL
OG0003475	LOC6598844|XP_026850825.1|DPER	LOC119651746|XP_037911404.1|HILL
OG0003476	LOC6602563|XP_002027584.2|DPER	LOC119661006|XP_037926063.1|HILL
OG0003477	LOC6588609|XP_002013152.1|DPER	LOC119651004|XP_037910218.1|HILL
OG0003478	LOC6594948|XP_026851122.1|DPER	LOC119651335|XP_037910809.1|HILL
OG0003479	LOC6595141|XP_002020131.2|DPER	LOC119651586|XP_037911154.1|HILL
OG0003480	LOC6587885|XP_002013311.1|DPER	LOC119651680|XP_037911307.1|HILL
OG0003481	LOC6587894|XP_002013310.2|DPER	LOC119651469|XP_037911005.1|HILL
OG0003482	LOC6587729|XP_002013309.1|DPER	LOC119652965|XP_037913291.1|HILL
OG0003484	LOC6587364|XP_002013662.1|DPER	LOC119659443|XP_037923456.1|HILL
OG0003485	LOC6587558|XP_002014034.1|DPER	LOC119652408|XP_037912449.1|HILL
OG0003486	LOC6587507|XP_002014032.1|DPER	LOC119652568|XP_037912709.1|HILL
OG0003487	LOC6587453|XP_002013045.1|DPER	LOC119653066|XP_037913472.1|HILL
OG0003488	LOC6595124|XP_002020055.1|DPER	LOC119653262|XP_037913797.1|HILL
OG0003489	LOC6594913|XP_026845806.1|DPER	LOC119650702|XP_037909618.1|HILL
OG0003490	LOC6588107|XP_002012853.1|DPER	LOC119653039|XP_037913423.1|HILL
OG0003491	LOC6587487|XP_002013059.2|DPER	LOC119652845|XP_037913110.1|HILL
OG0003492	LOC6587616|XP_026850548.1|DPER	LOC119651678|XP_037911303.1|HILL
OG0003493	LOC6587681|XP_002012800.1|DPER	LOC119652709|XP_037912918.1|HILL
OG0003494	LOC6592086|XP_026851167.1|DPER	LOC119652966|XP_037913292.1|HILL
OG0003495	LOC6595386|XP_002020789.1|DPER	LOC119652243|XP_037912145.1|HILL
OG0003496	LOC6588349|XP_002013606.1|DPER	LOC119652477|XP_037912574.1|HILL
OG0003497	LOC6598800|XP_026841717.1|DPER	LOC119647806|XP_037904953.1|HILL
OG0003498	LOC113565799|XP_026844767.1|DPER	LOC119658034|XP_037921194.1|HILL
OG0003499	LOC6595142|XP_026844823.1|DPER	LOC119652370|XP_037912395.1|HILL, LOC119651272|XP_037910704.1|HILL
OG0003500	LOC6598057|XP_002023150.1|DPER	LOC119650922|XP_037910076.1|HILL
OG0003501	LOC6587668|XP_002014052.1|DPER	LOC119657030|XP_037919711.1|HILL
OG0003502	LOC6587815|XP_002012772.2|DPER	LOC119657606|XP_037920531.1|HILL
OG0003503	LOC6594760|XP_026851127.1|DPER	LOC119657362|XP_037920168.1|HILL
OG0003504	LOC113565595|XP_026843873.1|DPER	LOC119652624|XP_037912796.1|HILL
OG0003506	LOC6587202|XP_026850169.1|DPER	LOC119651895|XP_037911645.1|HILL
OG0003507	LOC6587996|XP_026840365.1|DPER	LOC119646429|XP_037902805.1|HILL
OG0003508	LOC6595833|XP_026845482.1|DPER	LOC119650892|XP_037909997.1|HILL
OG0003509	LOC6588084|XP_002013577.1|DPER	LOC119651951|XP_037911733.1|HILL
OG0003510	LOC6587800|XP_002013685.1|DPER	LOC119652949|XP_037913268.1|HILL
OG0003511	LOC6587709|XP_026840003.1|DPER	LOC119652234|XP_037912126.1|HILL
OG0003512	LOC6594989|XP_002020155.1|DPER	LOC119651376|XP_037910879.1|HILL
OG0003513	LOC6587954|XP_026845702.1|DPER	LOC119646670|XP_037903128.1|HILL
OG0003514	LOC6591846|XP_002016733.1|DPER	LOC119651700|XP_037911340.1|HILL
OG0003515	LOC6589899|XP_002016383.1|DPER	LOC119655893|XP_037917967.1|HILL
OG0003516	LOC6587870|XP_002013171.2|DPER	LOC119656754|XP_037919245.1|HILL
OG0003517	LOC6588258|XP_026851213.1|DPER	LOC119651306|XP_037910761.1|HILL
OG0003518	LOC6591829|XP_026851132.1|DPER	LOC119652613|XP_037912778.1|HILL
OG0003519	LOC6602516|XP_026848769.1|DPER	LOC119647418|XP_037904232.1|HILL
OG0003520	LOC6602453|XP_002027489.1|DPER	LOC119648033|XP_037905386.1|HILL
OG0003521	LOC6599830|XP_026847256.1|DPER	LOC119647846|XP_037905031.1|HILL
OG0003522	LOC6590148|XP_002016315.1|DPER	LOC119658674|XP_037922164.1|HILL
OG0003523	LOC6595388|XP_002020791.1|DPER	LOC119658885|XP_037922600.1|HILL
OG0003524	LOC6599280|XP_026848254.1|DPER	LOC119658669|XP_037922150.1|HILL
OG0003525	LOC6590096|XP_026841069.1|DPER	LOC119659028|XP_037922851.1|HILL
OG0003526	LOC6601563|XP_002026683.1|DPER	LOC119650225|XP_037908730.1|HILL
OG0003527	LOC6602088|XP_026841721.1|DPER	LOC119659063|XP_037922901.1|HILL
OG0003529	LOC6589300|XP_002014391.1|DPER	LOC119649979|XP_037908349.1|HILL
OG0003530	LOC6597155|XP_002022360.1|DPER	LOC119650030|XP_037908438.1|HILL
OG0003531	LOC6591608|XP_002017103.1|DPER	LOC119647868|XP_037905066.1|HILL
OG0003532	LOC6599603|XP_026849535.1|DPER	LOC119648107|XP_037905550.1|HILL
OG0003533	LOC6602523|XP_026848751.1|DPER, LOC6602509|XP_026848748.1|DPER	LOC119649893|XP_037908211.1|HILL
OG0003534	LOC6602819|XP_026847921.1|DPER	LOC119648666|XP_037906376.1|HILL
OG0003535	LOC6601254|XP_026849950.1|DPER	LOC119650201|XP_037908695.1|HILL, LOC119648159|XP_037905662.1|HILL
OG0003536	LOC6590402|XP_002015495.2|DPER	LOC119661484|XP_037926776.1|HILL
OG0003537	LOC6601571|XP_002026662.1|DPER	LOC119646897|XP_037903483.1|HILL
OG0003538	LOC6590103|XP_002015659.1|DPER	LOC119652914|XP_037913229.1|HILL
OG0003539	LOC6590341|XP_002016298.1|DPER	LOC119648706|XP_037906445.1|HILL
OG0003540	LOC6601102|XP_002026067.1|DPER	LOC119649320|XP_037907350.1|HILL
OG0003541	LOC6588508|XP_026850967.1|DPER	LOC119647207|XP_037903957.1|HILL
OG0003542	LOC6592748|XP_002017810.1|DPER	LOC119652240|XP_037912146.1|HILL
OG0003543	LOC6596688|XP_026845840.1|DPER	LOC119646542|XP_037902942.1|HILL
OG0003544	LOC6596109|XP_002021262.1|DPER	LOC119648222|XP_037905762.1|HILL
OG0003545	LOC6600499|XP_026847540.1|DPER	LOC119651882|XP_037911633.1|HILL, LOC119650413|XP_037909126.1|HILL
OG0003546	LOC6602400|XP_002027452.1|DPER	LOC119647861|XP_037905058.1|HILL
OG0003548	LOC6592370|XP_026841183.1|DPER	LOC119650945|XP_037910107.1|HILL
OG0003549	LOC6592369|XP_026841401.1|DPER	LOC119651463|XP_037911002.1|HILL
OG0003550	LOC6592570|XP_002018252.1|DPER	LOC119660126|XP_037924449.1|HILL
OG0003551	LOC6593049|XP_002017604.1|DPER	LOC119659303|XP_037923244.1|HILL
OG0003552	LOC6601267|XP_002026396.1|DPER	LOC119660322|XP_037924726.1|HILL
OG0003553	LOC6592568|XP_026841589.1|DPER	LOC119659538|XP_037923607.1|HILL
OG0003554	LOC6599757|XP_002024877.1|DPER	LOC119648300|XP_037905887.1|HILL
OG0003555	LOC6604445|XP_026845224.1|DPER, LOC113566000|XP_026845407.1|DPER	LOC119647756|XP_037904802.1|HILL
OG0003556	LOC6597150|XP_026845467.1|DPER	LOC119649946|XP_037908292.1|HILL
OG0003557	LOC6597154|XP_026845308.1|DPER	LOC119649667|XP_037907855.1|HILL
OG0003558	LOC6599666|XP_026847427.1|DPER	LOC119647574|XP_037904502.1|HILL
OG0003559	LOC6596177|XP_026845197.1|DPER	LOC119647454|XP_037904314.1|HILL
OG0003560	LOC6596112|XP_002021265.2|DPER	LOC119650162|XP_037908637.1|HILL
OG0003561	LOC6592480|XP_026842710.1|DPER	LOC119650440|XP_037909199.1|HILL
OG0003562	LOC6592818|XP_026841874.1|DPER	LOC119654114|XP_037915214.1|HILL
OG0003563	LOC6594943|XP_002020312.1|DPER	LOC119654144|XP_037915237.1|HILL
OG0003564	LOC6597132|XP_026845709.1|DPER	LOC119648194|XP_037905713.1|HILL
OG0003565	LOC6602971|XP_002027956.1|DPER	LOC119650148|XP_037908613.1|HILL
