Orthogroup	DPER.longest_only	DHYD.longest_only
OG0006316	LOC6600196|XP_002025327.1|DPER	LOC111599917|XP_023171514.1|DHYD
OG0006317	LOC6597490|XP_002022726.1|DPER	LOC111593995|XP_023162855.1|DHYD
OG0006318	LOC6597450|XP_026846402.1|DPER	LOC111595940|XP_023165671.2|DHYD
OG0006319	LOC6602077|XP_002027155.1|DPER	LOC111600026|XP_023171707.1|DHYD
OG0006320	LOC6597865|XP_026847012.1|DPER	LOC111596575|XP_023166616.1|DHYD
OG0006321	LOC6599957|XP_002025034.1|DPER	LOC111603154|XP_023176399.1|DHYD
OG0006322	LOC6600669|XP_002025742.2|DPER	LOC111594061|XP_023162954.1|DHYD
OG0006323	LOC6603653|XP_026846062.1|DPER	LOC111596524|XP_030079599.1|DHYD
OG0006324	LOC6600371|XP_026848385.1|DPER	LOC111596712|XP_023166801.2|DHYD
OG0006325	LOC6587965|XP_002013709.1|DPER	LOC111600623|XP_023172593.1|DHYD
OG0006326	LOC6597041|XP_002022201.1|DPER	LOC111595107|XP_023164440.2|DHYD
OG0006327	LOC6587362|XP_002013019.1|DPER	LOC111603240|XP_023176514.1|DHYD
OG0006328	LOC6587791|XP_026839914.1|DPER	LOC111599922|XP_023171537.2|DHYD
OG0006329	LOC6600200|XP_026846642.1|DPER	LOC111602402|XP_023175190.1|DHYD
OG0006330	LOC6588583|XP_026839977.1|DPER	LOC111596175|XP_023166043.2|DHYD
OG0006331	LOC6599401|XP_026847158.1|DPER	LOC111603138|XP_023176380.2|DHYD
OG0006332	LOC6599268|XP_002024263.2|DPER	LOC111596457|XP_023166455.2|DHYD
OG0006333	LOC6598186|XP_002023360.1|DPER	LOC111597420|XP_030079364.1|DHYD
OG0006334	LOC6597752|XP_026847059.1|DPER	LOC111598871|XP_023170088.2|DHYD
OG0006335	LOC6595151|XP_002020141.1|DPER	LOC111599562|XP_023170998.2|DHYD
OG0006336	LOC6599214|XP_026848265.1|DPER	LOC111593502|XP_023162037.1|DHYD
OG0006337	LOC6598211|XP_026846237.1|DPER	LOC111600176|XP_023171939.1|DHYD
OG0006338	LOC6591596|XP_002017542.1|DPER	LOC111601984|XP_023174636.1|DHYD
OG0006339	LOC6603591|XP_026845777.1|DPER	LOC111597906|XP_023168613.2|DHYD
OG0006340	LOC6597236|XP_026846432.1|DPER	LOC111593440|XP_023161960.1|DHYD
OG0006341	LOC6597869|XP_026846939.1|DPER	LOC111596588|XP_023166634.2|DHYD
OG0006342	LOC6597871|XP_026847014.1|DPER	LOC111596538|XP_023166577.2|DHYD
OG0006343	LOC6597872|XP_026846979.1|DPER	LOC111596566|XP_023166607.2|DHYD
OG0006344	LOC6597717|XP_002022868.2|DPER	LOC111598353|XP_023169330.2|DHYD
OG0006345	LOC6594879|XP_026843476.1|DPER	LOC111595893|XP_023165595.2|DHYD
OG0006346	LOC6594848|XP_002020251.1|DPER	LOC111595238|XP_023164643.1|DHYD
OG0006347	LOC6587233|XP_026840257.1|DPER	LOC111596844|XP_023167041.1|DHYD
OG0006348	LOC6598419|XP_002023663.2|DPER	LOC111595365|XP_023164818.2|DHYD
OG0006349	LOC6600697|XP_026845153.1|DPER	LOC111596823|XP_023166960.1|DHYD
OG0006350	LOC6595133|XP_002020299.1|DPER	LOC111592704|XP_023160855.1|DHYD
OG0006351	LOC6597405|XP_002022497.1|DPER	LOC111596883|XP_023167099.1|DHYD
OG0006352	LOC6591258|XP_026841145.1|DPER	LOC111598011|XP_023168775.2|DHYD
OG0006353	LOC6595047|XP_026846743.1|DPER	LOC111594513|XP_023163602.2|DHYD
OG0006354	LOC6587706|XP_026846873.1|DPER	LOC111595215|XP_023164593.1|DHYD
OG0006355	LOC6597378|XP_026846430.1|DPER	LOC111592358|XP_030080155.1|DHYD
OG0006356	LOC6600770|XP_002025838.1|DPER	LOC111594265|XP_023163260.1|DHYD
OG0006357	LOC6602621|XP_026846645.1|DPER	LOC111598144|XP_023168978.2|DHYD
OG0006358	LOC6600639|XP_002025633.1|DPER	LOC111595290|XP_023164713.1|DHYD
OG0006359	LOC6588021|XP_002013727.1|DPER	LOC111602623|XP_023175553.1|DHYD
OG0006360	LOC6603081|XP_026847146.1|DPER	LOC111605146|XP_023179295.1|DHYD
OG0006361	LOC6591747|XP_002016985.1|DPER	LOC111592376|XP_023160316.1|DHYD
OG0006363	LOC6597472|XP_026849286.1|DPER	LOC111596043|XP_023165847.2|DHYD
OG0006364	LOC6595410|XP_002020883.1|DPER	LOC111602447|XP_023175273.2|DHYD
OG0006365	LOC6599435|XP_002024533.2|DPER	LOC111593047|XP_030079313.1|DHYD
OG0006366	LOC6599439|XP_026847161.1|DPER	LOC111593058|XP_023161401.2|DHYD
OG0006367	LOC6597708|XP_002022859.2|DPER	LOC111594248|XP_023163228.2|DHYD
OG0006368	LOC6595302|XP_026850149.1|DPER	LOC111592469|XP_023160449.1|DHYD
OG0006369	LOC6595301|XP_026850995.1|DPER	LOC111592467|XP_023160436.2|DHYD
OG0006370	LOC6601714|XP_002026772.1|DPER	LOC111598379|XP_030079596.1|DHYD
OG0006371	LOC6595168|XP_002020423.2|DPER	LOC111602012|XP_023174674.2|DHYD
OG0006372	LOC6588549|XP_002013011.1|DPER	LOC111603251|XP_023176526.2|DHYD
OG0006373	LOC6597267|XP_026846453.1|DPER	LOC111604738|XP_023178679.1|DHYD
OG0006374	LOC6599980|XP_026845127.1|DPER	LOC111597255|XP_023167626.2|DHYD
OG0006375	LOC6597616|XP_026848900.1|DPER	LOC111598271|XP_023169216.2|DHYD
OG0006376	LOC6597709|XP_026846537.1|DPER	LOC111598441|XP_023169454.2|DHYD
OG0006377	LOC6601733|XP_002026791.1|DPER	LOC111603118|XP_023176358.1|DHYD
OG0006378	LOC6594938|XP_026848969.1|DPER	LOC111600235|XP_023172033.1|DHYD
OG0006379	LOC6600055|XP_002025070.1|DPER	LOC111591908|XP_023159586.1|DHYD
OG0006380	LOC6598277|XP_002023300.1|DPER	LOC111604766|XP_023178735.1|DHYD
OG0006381	LOC6597308|XP_002022380.1|DPER	LOC111603209|XP_023176472.1|DHYD
OG0006382	LOC6597693|XP_002022874.1|DPER	LOC111593410|XP_023161904.1|DHYD
OG0006383	LOC6600129|XP_026846621.1|DPER	LOC111598182|XP_023169048.1|DHYD
OG0006384	LOC6600130|XP_002025297.1|DPER	LOC111602411|XP_023175209.1|DHYD
OG0006385	LOC6587702|XP_002012751.1|DPER	LOC111600154|XP_030080628.1|DHYD
OG0006386	LOC6593424|XP_002019130.2|DPER	LOC111605042|XP_023179146.2|DHYD
OG0006387	LOC6595332|XP_026846390.1|DPER	LOC111592485|XP_023160473.2|DHYD
OG0006388	LOC6597749|XP_026847050.1|DPER	LOC111598845|XP_023170049.2|DHYD
OG0006389	LOC6597750|XP_026847030.1|DPER	LOC111598817|XP_023170013.2|DHYD
OG0006390	LOC6591410|XP_002016936.1|DPER	LOC111595938|XP_023165672.1|DHYD
OG0006391	LOC6587260|XP_002013910.2|DPER	LOC111594507|XP_023163592.2|DHYD
OG0006392	LOC6600791|XP_002025814.1|DPER	LOC111593436|XP_023161951.2|DHYD
OG0006393	LOC6595566|XP_002020914.1|DPER	LOC111602540|XP_023175438.2|DHYD
OG0006394	LOC6594850|XP_002020058.1|DPER	LOC111601535|XP_023173935.2|DHYD
OG0006395	LOC6595040|XP_002020367.1|DPER	LOC111597847|XP_023168524.1|DHYD
OG0006396	LOC6600763|XP_002025771.1|DPER	LOC111593470|XP_023162000.2|DHYD
OG0006397	LOC6597592|XP_002022811.2|DPER	LOC111593427|XP_023162347.1|DHYD
OG0006398	LOC6598280|XP_002023303.2|DPER	LOC111603710|XP_023177219.1|DHYD
OG0006399	LOC6600205|XP_026846633.1|DPER	LOC111596832|XP_023166975.1|DHYD
OG0006400	LOC6600203|XP_026846628.1|DPER	LOC111596831|XP_023166974.2|DHYD
OG0006401	LOC6595819|XP_026845397.1|DPER	LOC111592346|XP_023160247.2|DHYD
OG0006402	LOC6591459|XP_002016945.1|DPER	LOC111598498|XP_023169525.2|DHYD
OG0006403	LOC6594297|XP_026850375.1|DPER	LOC111592037|XP_030081745.1|DHYD
OG0006404	LOC6594722|XP_026850462.1|DPER	LOC111592050|XP_023159815.2|DHYD
OG0006405	LOC6602281|XP_026848505.1|DPER	LOC111604518|XP_023178382.1|DHYD
OG0006406	LOC6587227|XP_002013645.2|DPER	LOC111602807|XP_023175872.1|DHYD
OG0006407	LOC6597258|XP_002022452.1|DPER	LOC111603153|XP_023176398.1|DHYD
OG0006408	LOC6597234|XP_002022529.2|DPER	LOC111593464|XP_023161994.2|DHYD
OG0006409	LOC6598250|XP_026846220.1|DPER	LOC111591893|XP_023159567.1|DHYD
OG0006410	LOC6600663|XP_002025868.1|DPER	LOC111594044|XP_023162968.1|DHYD
OG0006411	LOC6598273|XP_026846187.1|DPER	LOC111596793|XP_023166919.2|DHYD
OG0006412	LOC6588537|XP_002013973.1|DPER	LOC111595913|XP_023165635.1|DHYD
OG0006413	LOC6588490|XP_026840103.1|DPER	LOC111601972|XP_023174615.2|DHYD
OG0006414	LOC6587887|XP_002013203.1|DPER	LOC111595914|XP_023165632.1|DHYD
OG0006415	LOC6597901|XP_026847039.1|DPER	LOC111596167|XP_023166027.2|DHYD
OG0006416	LOC6597647|XP_026849316.1|DPER	LOC111602866|XP_023175952.1|DHYD
OG0006417	LOC6596287|XP_002021809.1|DPER	LOC111603889|XP_023177474.1|DHYD
OG0006418	LOC6602696|XP_026845970.1|DPER	LOC111603358|XP_023176672.2|DHYD
OG0006419	LOC6598669|XP_026850792.1|DPER	LOC111597156|XP_023167477.1|DHYD
OG0006420	LOC6587824|XP_002013687.1|DPER	LOC111602675|XP_030080792.1|DHYD
OG0006421	LOC6596545|XP_002021682.2|DPER	LOC111602279|XP_023175043.1|DHYD
OG0006422	LOC6589578|XP_002014287.1|DPER	LOC111602324|XP_023175093.2|DHYD
OG0006423	LOC6588319|XP_002013567.1|DPER	LOC111603545|XP_023176946.1|DHYD
OG0006424	LOC6587344|XP_002013569.2|DPER	LOC111603547|XP_023176948.1|DHYD
OG0006425	LOC6587253|XP_002013565.1|DPER	LOC111603611|XP_023177044.2|DHYD
OG0006426	LOC6588559|XP_002013564.1|DPER	LOC111603610|XP_023177043.2|DHYD
OG0006427	LOC6595187|XP_002020043.1|DPER	LOC111593228|XP_023161648.2|DHYD
OG0006428	LOC6587961|XP_026843006.1|DPER	LOC111599808|XP_023171363.1|DHYD
OG0006429	LOC6588588|XP_002013465.2|DPER	LOC111602688|XP_023175680.1|DHYD
OG0006430	LOC6601838|XP_002026869.2|DPER	LOC111605697|XP_023180139.1|DHYD
OG0006431	LOC6594904|XP_002020504.2|DPER	LOC111601456|XP_030078731.1|DHYD
OG0006432	LOC6587879|XP_026839984.1|DPER	LOC111603482|XP_030081668.1|DHYD
OG0006433	LOC6587682|XP_026840275.1|DPER	LOC111602879|XP_023175977.1|DHYD
OG0006434	LOC6589303|XP_002014394.1|DPER	LOC111594728|XP_023163927.1|DHYD
OG0006435	LOC6587872|XP_026847110.1|DPER	LOC111592697|XP_023160840.2|DHYD
OG0006436	LOC6600025|XP_002025104.1|DPER	LOC111604416|XP_023178239.2|DHYD
OG0006437	LOC6598185|XP_026846172.1|DPER	LOC111597295|XP_023167684.1|DHYD
OG0006438	LOC6589871|XP_002014584.1|DPER	LOC111599090|XP_023170398.1|DHYD
OG0006439	LOC6598633|XP_002023845.1|DPER	LOC111598838|XP_023170045.1|DHYD
OG0006440	LOC6598634|XP_002023846.1|DPER	LOC111598848|XP_023170054.1|DHYD
OG0006441	LOC6587700|XP_002013275.1|DPER	LOC111594579|XP_023163704.2|DHYD
OG0006442	LOC6595272|XP_026851143.1|DPER	LOC111601784|XP_023174312.2|DHYD
OG0006443	LOC6591744|XP_002016982.1|DPER	LOC111600819|XP_023172887.1|DHYD
OG0006444	LOC6594899|XP_002020499.1|DPER	LOC111594462|XP_023163528.2|DHYD
OG0006445	LOC6600004|XP_002025115.1|DPER	LOC111591979|XP_023159697.2|DHYD
OG0006446	LOC6592094|XP_002016748.2|DPER	LOC111601351|XP_023173651.2|DHYD
OG0006447	LOC6591407|XP_002016753.2|DPER	LOC111600805|XP_023172863.1|DHYD
OG0006448	LOC6587849|XP_002013424.1|DPER	LOC111597173|XP_023167502.1|DHYD
OG0006449	LOC6588252|XP_026840528.1|DPER	LOC111597174|XP_030080855.1|DHYD
OG0006450	LOC6595389|XP_002020792.1|DPER	LOC111594949|XP_023164214.2|DHYD
OG0006451	LOC6597497|XP_026849300.1|DPER	LOC111601854|XP_023174458.1|DHYD
OG0006452	LOC6591693|XP_026844743.1|DPER	LOC111596065|XP_023165882.2|DHYD
OG0006453	LOC6601379|XP_002026515.2|DPER	LOC111601055|XP_023173239.1|DHYD
OG0006454	LOC6596832|XP_002022013.1|DPER	LOC111601947|XP_023174571.2|DHYD
OG0006455	LOC6594385|XP_026840089.1|DPER	LOC111602659|XP_030081681.1|DHYD
OG0006456	LOC6594382|XP_002019296.1|DPER	LOC111602777|XP_023175812.2|DHYD
OG0006457	LOC6587735|XP_026840472.1|DPER	LOC111605479|XP_023179781.2|DHYD
OG0006459	LOC6594766|XP_026846052.1|DPER	LOC111602780|XP_023175814.1|DHYD
OG0006460	LOC6588265|XP_026847807.1|DPER	LOC111596492|XP_023166521.1|DHYD
OG0006461	LOC6598789|XP_002023900.1|DPER	LOC111602672|XP_023175633.1|DHYD
OG0006462	LOC6594992|XP_026850763.1|DPER	LOC111601508|XP_023173871.2|DHYD
OG0006463	LOC6587825|XP_026851285.1|DPER	LOC111595216|XP_023164597.2|DHYD
OG0006464	LOC6601794|XP_002026853.2|DPER	LOC111596659|XP_023166732.1|DHYD
OG0006465	LOC6600442|XP_002025547.1|DPER	LOC111604032|XP_023177657.1|DHYD
OG0006466	LOC6599968|XP_026849186.1|DPER	LOC111594245|XP_023163224.1|DHYD
OG0006467	LOC6588052|XP_026851280.1|DPER	LOC111598086|XP_030081667.1|DHYD
OG0006468	LOC6587272|XP_002013430.1|DPER	LOC111598905|XP_023170141.1|DHYD
OG0006469	LOC6599110|XP_002024411.1|DPER	LOC111605036|XP_023179141.1|DHYD
OG0006470	LOC6596121|XP_002020969.2|DPER	LOC111595096|XP_023164431.2|DHYD
OG0006471	LOC6588469|XP_002013444.1|DPER	LOC111596491|XP_023166520.2|DHYD
OG0006472	LOC6588043|XP_002013447.2|DPER	LOC111596487|XP_023166516.1|DHYD
OG0006473	LOC6602824|XP_026847906.1|DPER	LOC111598744|XP_023169910.2|DHYD
OG0006474	LOC6601595|XP_002026616.1|DPER	LOC111593861|XP_023162683.1|DHYD
OG0006475	LOC6588036|XP_026843949.1|DPER	LOC111601383|XP_023173689.1|DHYD
OG0006476	LOC6600006|XP_026849147.1|DPER	LOC111598875|XP_023170103.2|DHYD
OG0006477	LOC6599329|XP_026847133.1|DPER	LOC111604740|XP_023178681.1|DHYD
OG0006478	LOC6587336|XP_002013478.1|DPER	LOC111602705|XP_023175710.1|DHYD
OG0006479	LOC6587297|XP_026848293.1|DPER	LOC111602797|XP_023175852.2|DHYD
OG0006480	LOC6590838|XP_002015770.1|DPER	LOC111593832|XP_023162638.2|DHYD
OG0006481	LOC6589690|XP_002015203.1|DPER	LOC111603764|XP_023177265.1|DHYD
OG0006482	LOC6587415|XP_026843920.1|DPER	LOC111598331|XP_023169300.2|DHYD
OG0006483	LOC6587282|XP_002014026.2|DPER	LOC111594509|XP_023163594.2|DHYD
OG0006484	LOC6587308|XP_026839922.1|DPER	LOC111594536|XP_023163644.2|DHYD
OG0006485	LOC6588263|XP_002013405.2|DPER	LOC111596258|XP_023166161.1|DHYD
OG0006486	LOC6594059|XP_002019858.1|DPER	LOC111601312|XP_023173604.2|DHYD
OG0006487	LOC6588361|XP_002012906.1|DPER	LOC111603543|XP_023176945.2|DHYD
OG0006488	LOC6602795|XP_026847845.1|DPER	LOC111598687|XP_023169819.1|DHYD
OG0006489	LOC6587198|XP_002013538.1|DPER	LOC111605462|XP_023179749.1|DHYD
OG0006490	LOC6594295|XP_002019943.1|DPER	LOC111603441|XP_023176796.2|DHYD
OG0006491	LOC6589213|XP_002015297.2|DPER	LOC111595788|XP_023165441.2|DHYD
OG0006492	LOC6588055|XP_002013776.2|DPER	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC6598502|XP_002023590.1|DPER	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC6597586|XP_026848937.1|DPER	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC6603624|XP_002028598.2|DPER	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC6587274|XP_002013443.2|DPER	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC6587471|XP_026850739.1|DPER	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC6587463|XP_002013875.1|DPER	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC6598857|XP_002023744.2|DPER	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC6589466|XP_002014411.1|DPER	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC6595048|XP_026846761.1|DPER	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC6594741|XP_026850787.1|DPER	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC6594739|XP_026851206.1|DPER	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC6594738|XP_002020564.1|DPER	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC6588066|XP_002012823.1|DPER	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC113566599|XP_026848768.1|DPER, LOC113565723|XP_026844493.1|DPER, LOC6602468|XP_002027530.1|DPER	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC6594527|XP_026851241.1|DPER	LOC111598500|XP_023169534.2|DHYD
OG0006508	LOC6594528|XP_026840084.1|DPER	LOC111598616|XP_023169718.1|DHYD
OG0006509	LOC113566197|XP_026846544.1|DPER	LOC111593434|XP_023161949.1|DHYD
OG0006510	LOC6588237|XP_026851286.1|DPER	LOC111601794|XP_023174338.1|DHYD
OG0006511	LOC6587204|XP_026850782.1|DPER	LOC111594531|XP_023163636.2|DHYD
OG0006512	LOC6598695|XP_026851071.1|DPER	LOC111600700|XP_023172722.2|DHYD
OG0006513	LOC6587238|XP_026845269.1|DPER	LOC111594540|XP_023163649.1|DHYD
OG0006514	LOC6588340|XP_002013931.1|DPER	LOC111598814|XP_023170006.1|DHYD
OG0006515	LOC6588096|XP_002013366.1|DPER	LOC111598812|XP_023170004.1|DHYD
OG0006516	LOC6594808|XP_026839958.1|DPER	LOC111593680|XP_023162340.2|DHYD
OG0006517	LOC6594812|XP_002020227.1|DPER	LOC111593697|XP_023162410.2|DHYD
OG0006518	LOC6594809|XP_026840306.1|DPER	LOC111593694|XP_023162378.1|DHYD
OG0006519	LOC6595193|XP_002020228.2|DPER	LOC111593698|XP_023162411.1|DHYD
OG0006520	LOC6594967|XP_002020486.1|DPER	LOC111596418|XP_023166397.2|DHYD
OG0006521	LOC6588665|XP_002013634.1|DPER	LOC111593250|XP_023161676.2|DHYD
OG0006522	LOC6594801|XP_002020482.2|DPER	LOC111596420|XP_023166399.2|DHYD
OG0006523	LOC6594818|XP_002020013.1|DPER	LOC111594976|XP_023164243.1|DHYD
OG0006524	LOC6593550|XP_002019140.1|DPER	LOC111598785|XP_023169966.1|DHYD
OG0006525	LOC6597669|XP_026848956.1|DPER	LOC111592354|XP_030079673.1|DHYD
OG0006526	LOC6587659|XP_002013308.1|DPER	LOC111594436|XP_023163492.2|DHYD
OG0006527	LOC6587707|XP_002013306.1|DPER	LOC111594437|XP_030080736.1|DHYD
OG0006528	LOC6587764|XP_002013305.1|DPER	LOC111594595|XP_023163726.2|DHYD
OG0006529	LOC6587823|XP_026840314.1|DPER	LOC111594438|XP_023163494.1|DHYD
OG0006530	LOC6587703|XP_002013301.1|DPER	LOC111594439|XP_023163495.2|DHYD
OG0006531	LOC6587875|XP_002013297.1|DPER	LOC111594601|XP_023163733.2|DHYD
OG0006532	LOC6587809|XP_002013290.2|DPER	LOC111594596|XP_030080663.1|DHYD
OG0006533	LOC6592720|XP_002018087.1|DPER	LOC111601227|XP_023173492.1|DHYD
OG0006534	LOC6594813|XP_002020008.1|DPER	LOC111594960|XP_023164227.1|DHYD
OG0006535	LOC6587727|XP_002013459.1|DPER	LOC111604196|XP_023177920.2|DHYD
OG0006536	LOC6587293|XP_026850653.1|DPER	LOC111598213|XP_023169135.2|DHYD
OG0006537	LOC6598663|XP_002023781.2|DPER	LOC111600625|XP_023172597.1|DHYD
OG0006538	LOC6587492|XP_002013061.2|DPER	LOC111599575|XP_023171017.2|DHYD
OG0006539	LOC6587602|XP_026850991.1|DPER	LOC111596007|XP_023165793.2|DHYD
OG0006540	LOC6587874|XP_026840386.1|DPER	LOC111598225|XP_023169152.2|DHYD
OG0006541	LOC6594842|XP_002020246.1|DPER	LOC111595231|XP_023164635.2|DHYD
OG0006542	LOC6594843|XP_002020247.1|DPER	LOC111595232|XP_023164636.1|DHYD
OG0006543	LOC6587886|XP_026851100.1|DPER	LOC111597762|XP_023168385.2|DHYD
OG0006544	LOC6594356|XP_026850243.1|DPER	LOC111596430|XP_023166412.2|DHYD
OG0006545	LOC6602752|XP_002027781.2|DPER	LOC111598346|XP_023169320.1|DHYD
OG0006546	LOC6598801|XP_002023973.2|DPER	LOC111603489|XP_023176856.1|DHYD
OG0006547	LOC6595197|XP_026850672.1|DPER	LOC111593689|XP_023162354.2|DHYD
OG0006548	LOC6587686|XP_002014053.1|DPER	LOC111605546|XP_023179876.1|DHYD
OG0006549	LOC6592031|XP_002017303.1|DPER	LOC111604840|XP_023178840.2|DHYD
OG0006550	LOC6588376|XP_002012982.2|DPER	LOC111594617|XP_023163773.2|DHYD
OG0006551	LOC6601726|XP_026847008.1|DPER	LOC111596170|XP_023166031.2|DHYD
OG0006552	LOC6601730|XP_026846942.1|DPER	LOC111596164|XP_023166024.2|DHYD
OG0006553	LOC6587368|XP_002013021.1|DPER	LOC111597761|XP_023168384.2|DHYD
OG0006554	LOC6598771|XP_026840143.1|DPER	LOC111602603|XP_030081687.1|DHYD
OG0006555	LOC6594678|XP_002019313.2|DPER	LOC111595556|XP_023165121.2|DHYD
OG0006556	LOC6587206|XP_002014010.1|DPER	LOC111594469|XP_023163537.2|DHYD
OG0006557	LOC6589413|XP_002015216.1|DPER	LOC111599418|XP_030078700.1|DHYD
OG0006558	LOC6588007|XP_026850747.1|DPER	LOC111598256|XP_023169193.1|DHYD
OG0006559	LOC6588059|XP_002013752.2|DPER	LOC111602783|XP_023175822.1|DHYD
OG0006560	LOC6588409|XP_026845722.1|DPER	LOC111594820|XP_023164050.1|DHYD
OG0006561	LOC6588642|XP_002013214.1|DPER	LOC111594819|XP_023164049.1|DHYD
OG0006562	LOC6587390|XP_026840063.1|DPER	LOC111598259|XP_023169201.1|DHYD
OG0006563	LOC6598718|XP_002023865.1|DPER	LOC111598561|XP_023169632.1|DHYD
OG0006564	LOC6598618|XP_002023863.2|DPER	LOC111598877|XP_023170110.2|DHYD
OG0006565	LOC6598609|XP_002023854.2|DPER	LOC111598894|XP_030080671.1|DHYD
OG0006566	LOC6588406|XP_026841894.1|DPER	LOC111595682|XP_023165288.2|DHYD
OG0006567	LOC6594858|XP_002020066.1|DPER	LOC111598555|XP_023169617.1|DHYD
OG0006568	LOC6594857|XP_026850588.1|DPER	LOC111598658|XP_023169776.2|DHYD
OG0006569	LOC6602933|XP_026848795.1|DPER	LOC111594843|XP_023164077.1|DHYD
OG0006570	LOC6591771|XP_026850757.1|DPER	LOC111604796|XP_023178781.1|DHYD
OG0006571	LOC6594873|XP_002020112.1|DPER	LOC111595896|XP_023165605.1|DHYD
OG0006572	LOC113565662|XP_026844137.1|DPER	LOC111601295|XP_023173574.1|DHYD
OG0006573	LOC6592033|XP_002017001.1|DPER	LOC111592384|XP_023160326.2|DHYD
OG0006574	LOC6588230|XP_026850884.1|DPER	LOC111601793|XP_023174333.2|DHYD
OG0006575	LOC6594982|XP_002020273.1|DPER	LOC111604262|XP_023178026.1|DHYD
OG0006576	LOC6595080|XP_002020344.1|DPER	LOC115482736|XP_030081594.1|DHYD
OG0006577	LOC6588262|XP_002013406.1|DPER	LOC111596257|XP_023166160.1|DHYD
OG0006578	LOC6595079|XP_026845886.1|DPER	LOC111598545|XP_023169605.2|DHYD
OG0006579	LOC6593981|XP_002019023.1|DPER	LOC111603918|XP_023177511.1|DHYD
OG0006580	LOC6588147|XP_002012900.1|DPER	LOC111601396|XP_023173708.1|DHYD
OG0006581	LOC6591811|XP_026850754.1|DPER	LOC111604795|XP_023178780.2|DHYD
OG0006582	LOC6592164|XP_002017450.1|DPER	LOC111599605|XP_023171059.1|DHYD
OG0006583	LOC6587566|XP_002013100.2|DPER	LOC111601438|XP_023173782.1|DHYD
OG0006584	LOC6589058|XP_002014546.1|DPER	LOC111595015|XP_023164290.2|DHYD
OG0006585	LOC6589856|XP_026844839.1|DPER	LOC111595560|XP_023165122.2|DHYD
OG0006586	LOC6594798|XP_002020479.1|DPER	LOC111596425|XP_023166405.1|DHYD
OG0006587	LOC6594797|XP_002020478.1|DPER	LOC111596421|XP_023166401.1|DHYD
OG0006588	LOC6588271|XP_026851245.1|DPER	LOC111602529|XP_023175426.2|DHYD
OG0006589	LOC6591510|XP_026851197.1|DPER	LOC111595226|XP_023164624.2|DHYD
OG0006590	LOC6591438|XP_002016961.1|DPER	LOC111595265|XP_023164683.2|DHYD
OG0006591	LOC6602990|XP_026849444.1|DPER	LOC111594385|XP_023163420.2|DHYD
OG0006592	LOC6598644|XP_002023825.1|DPER	LOC111594625|XP_023163784.1|DHYD
OG0006593	LOC6598645|XP_026850607.1|DPER	LOC111594623|XP_023163781.1|DHYD
OG0006594	LOC6599829|XP_002024848.1|DPER	LOC111595668|XP_023165260.2|DHYD
OG0006595	LOC6601342|XP_026841316.1|DPER	LOC111594021|XP_023162897.2|DHYD
OG0006596	LOC6590069|XP_026841968.1|DPER	LOC111592417|XP_023160361.2|DHYD
OG0006598	LOC6588714|XP_002014382.2|DPER	LOC111604002|XP_023177626.1|DHYD
OG0006599	LOC6599087|XP_026848998.1|DPER	LOC111597603|XP_023168172.2|DHYD
OG0006600	LOC6597173|XP_026845762.1|DPER	LOC111593201|XP_023161597.2|DHYD
OG0006601	LOC6596126|XP_002021090.1|DPER	LOC111605197|XP_023179372.2|DHYD
OG0006602	LOC6596125|XP_002021089.1|DPER	LOC111605198|XP_023179373.1|DHYD
OG0006603	LOC6596124|XP_002021088.1|DPER	LOC111605193|XP_023179364.2|DHYD
OG0006604	LOC6595929|XP_026845747.1|DPER	LOC111598719|XP_023169879.1|DHYD
OG0006605	LOC6599275|XP_002024270.1|DPER	LOC111596478|XP_023166502.1|DHYD
OG0006606	LOC6601690|XP_026847622.1|DPER	LOC111600301|XP_030081394.1|DHYD
OG0006607	LOC6601489|XP_026847989.1|DPER	LOC111603718|XP_023177194.2|DHYD
OG0006608	LOC6591766|XP_002017222.1|DPER	LOC111604875|XP_023178880.1|DHYD
OG0006609	LOC6587196|XP_026840373.1|DPER	LOC111602719|XP_023175733.1|DHYD
OG0006610	LOC6599855|XP_026847334.1|DPER	LOC111601665|XP_023174118.2|DHYD
OG0006611	LOC6595868|XP_026845678.1|DPER	LOC111601671|XP_023174129.2|DHYD
OG0006612	LOC6595869|XP_002021414.1|DPER	LOC111601669|XP_023174127.1|DHYD
OG0006613	LOC6595870|XP_026845688.1|DPER	LOC111601667|XP_023174126.1|DHYD
OG0006614	LOC6595871|XP_026845685.1|DPER	LOC111601666|XP_023174123.1|DHYD
