Orthogroup	DPER.longest_only	CQUI.longest_only
OG0003998	LOC6589200|XP_026844756.1|DPER	LOC6045776|XP_038112750.1|CQUI
OG0003999	LOC6597969|XP_002023107.1|DPER	LOC6045769|XP_001863072.1|CQUI
OG0004000	LOC6597300|XP_026846410.1|DPER	LOC6034347|XP_038113204.1|CQUI
OG0004001	LOC6590018|XP_002016572.1|DPER	LOC6034384|XP_038113314.1|CQUI
OG0004002	LOC6596531|XP_002021728.1|DPER	LOC6034395|XP_038109098.1|CQUI
OG0004003	LOC6604572|XP_026844939.1|DPER	LOC6039845|XP_038113654.1|CQUI
OG0004004	LOC6588888|XP_002014857.1|DPER	LOC6039842|XP_001849349.2|CQUI
OG0004005	LOC6593677|XP_026843145.1|DPER	LOC6039840|XP_038111465.1|CQUI
OG0004006	LOC6589369|XP_002015253.1|DPER	LOC6034869|XP_001845139.2|CQUI
OG0004007	LOC6589034|XP_002015081.1|DPER	LOC6034873|XP_001845142.1|CQUI
OG0004008	LOC6593600|XP_026843736.1|DPER	LOC6034877|XP_038107745.1|CQUI
OG0004009	LOC6596522|XP_026843080.1|DPER	LOC6046643|XP_001863794.2|CQUI
OG0004010	LOC6597999|XP_026843480.1|DPER	LOC6048811|XP_038114221.1|CQUI
OG0004011	LOC6593860|XP_002018930.1|DPER	LOC6050778|XP_001867333.2|CQUI
OG0004012	LOC6594870|XP_026850614.1|DPER	LOC6049536|XP_038109284.1|CQUI
OG0004013	LOC6598107|XP_002023248.1|DPER	LOC6043470|XP_038109075.1|CQUI
OG0004014	LOC6596986|XP_002022233.2|DPER	LOC6043461|XP_038111183.1|CQUI
OG0004015	LOC6602237|XP_002027267.1|DPER	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI
OG0004016	LOC6588727|XP_002014369.2|DPER	LOC6036119|XP_038106299.1|CQUI
OG0004017	LOC6595553|XP_026844768.1|DPER	LOC6041781|XP_038108936.1|CQUI
OG0004018	LOC6591147|XP_002015570.1|DPER	LOC6041785|XP_038112504.1|CQUI
OG0004019	LOC6589483|XP_002015239.1|DPER	LOC6047977|XP_038111471.1|CQUI
OG0004020	LOC6589518|XP_002015192.1|DPER	LOC6053858|XP_038111861.1|CQUI
OG0004021	LOC6589410|XP_002015198.1|DPER	LOC6049729|XP_038109716.1|CQUI
OG0004022	LOC6595557|XP_002020905.1|DPER	LOC6033336|XP_001843800.2|CQUI
OG0004023	LOC6590241|XP_026842543.1|DPER	LOC6033344|XP_038112699.1|CQUI
OG0004024	LOC6588881|XP_026844447.1|DPER	LOC6033360|XP_038108644.1|CQUI
OG0004025	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER	LOC6048073|XP_038107445.1|CQUI
OG0004026	LOC6589372|XP_026844160.1|DPER	LOC6048102|XP_038108461.1|CQUI
OG0004027	LOC6593156|XP_002018330.2|DPER	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI
OG0004028	LOC6589322|XP_002014282.1|DPER	LOC6035744|XP_001845871.2|CQUI
OG0004029	LOC6593949|XP_002019013.1|DPER	LOC6035735|XP_001845864.2|CQUI
OG0004030	LOC6590495|XP_026841694.1|DPER	LOC6032147|XP_001842800.2|CQUI
OG0004031	LOC6589546|XP_002015074.2|DPER	LOC6032156|XP_038113038.1|CQUI
OG0004032	LOC6597992|XP_026843082.1|DPER	LOC6032174|XP_001842819.2|CQUI
OG0004033	LOC6589223|XP_026844933.1|DPER	LOC6053250|XP_038110976.1|CQUI
OG0004034	LOC6588703|XP_002014944.1|DPER	LOC6036026|XP_038108093.1|CQUI
OG0004035	LOC6596358|XP_026842938.1|DPER	LOC6036325|XP_038112834.1|CQUI
OG0004036	LOC6596501|XP_002021575.1|DPER	LOC6036328|XP_001846391.1|CQUI
OG0004037	LOC6602261|XP_026843390.1|DPER	LOC6036336|XP_001846397.2|CQUI
OG0004038	LOC6589378|XP_002015050.1|DPER	LOC119766959|XP_038109606.1|CQUI
OG0004039	LOC6589452|XP_026844175.1|DPER	LOC6033334|XP_038112140.1|CQUI
OG0004040	LOC6590000|XP_002016050.1|DPER	LOC6047971|XP_038109177.1|CQUI
OG0004041	LOC6600672|XP_026848699.1|DPER	LOC6037995|XP_038109623.1|CQUI
OG0004042	LOC6601674|XP_002026739.2|DPER	LOC6033311|XP_001843777.1|CQUI
OG0004043	LOC6596652|XP_002021660.1|DPER	LOC6036008|XP_001846112.1|CQUI
OG0004044	LOC6597486|XP_002022722.1|DPER	LOC6033610|XP_001844038.2|CQUI
OG0004045	LOC6589602|XP_002014309.1|DPER	LOC6033613|XP_038110293.1|CQUI
OG0004046	LOC6588979|XP_002014571.1|DPER	LOC6033619|XP_001844046.2|CQUI
OG0004047	LOC6595445|XP_002020866.1|DPER	LOC6033624|XP_038111353.1|CQUI
OG0004048	LOC6589169|XP_002015026.1|DPER	LOC6033625|XP_038109870.1|CQUI
OG0004049	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER	LOC6047482|XP_001864539.2|CQUI
OG0004050	LOC6589399|XP_026844346.1|DPER	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI
OG0004051	LOC6589860|XP_002015165.2|DPER	LOC6048351|XP_038109620.1|CQUI
OG0004052	LOC6599283|XP_002024248.1|DPER	LOC6042664|XP_038122278.1|CQUI
OG0004053	LOC6593058|XP_002018470.1|DPER	LOC6042662|XP_038119027.1|CQUI
OG0004054	LOC6588895|XP_002014683.1|DPER	LOC6042656|XP_038121294.1|CQUI
OG0004055	LOC6587775|XP_002012891.2|DPER	LOC6042641|XP_038119206.1|CQUI
OG0004056	LOC6594681|XP_002019316.2|DPER	LOC119770120|XP_038120373.1|CQUI
OG0004057	LOC6599079|XP_026849037.1|DPER	LOC6054097|XP_038116161.1|CQUI
OG0004058	LOC6596216|XP_026845441.1|DPER	LOC6052560|XP_038118395.1|CQUI
OG0004059	LOC6591457|XP_002017478.1|DPER	LOC6048802|XP_038118616.1|CQUI
OG0004060	LOC6594143|XP_002019769.1|DPER	LOC6040514|XP_001849900.2|CQUI
OG0004061	LOC6598352|XP_026846164.1|DPER	LOC6040508|XP_038118411.1|CQUI
OG0004062	LOC6595862|XP_026845531.1|DPER	LOC6040506|XP_038118432.1|CQUI
OG0004063	LOC6596930|XP_002021838.1|DPER	LOC6040499|XP_038115198.1|CQUI
OG0004064	LOC6596045|XP_002021229.1|DPER	LOC6040496|XP_001849882.1|CQUI
OG0004065	LOC6601616|XP_026842273.1|DPER	LOC6040492|XP_038117152.1|CQUI
OG0004066	LOC6590936|XP_002016169.1|DPER	LOC6040491|XP_001849877.1|CQUI
OG0004067	LOC6600409|XP_002025514.2|DPER	LOC6040490|XP_001849876.2|CQUI
OG0004068	LOC6594688|XP_002019615.2|DPER	LOC6040480|XP_001849866.2|CQUI
OG0004069	LOC6591794|XP_026840053.1|DPER	LOC6040481|XP_038116172.1|CQUI
OG0004070	LOC6595879|XP_002021392.2|DPER	LOC6039007|XP_001848689.1|CQUI
OG0004071	LOC6602997|XP_026849470.1|DPER	LOC6040507|XP_001849893.2|CQUI
OG0004072	LOC6602998|XP_002028025.2|DPER	LOC6039004|XP_038119621.1|CQUI
OG0004073	LOC6597779|XP_002022982.2|DPER	LOC6039000|XP_001848682.1|CQUI
OG0004074	LOC6590774|XP_002016462.1|DPER	LOC6038990|XP_038118652.1|CQUI
OG0004075	LOC6592641|XP_002017862.1|DPER	LOC6038984|XP_038119533.1|CQUI
OG0004076	LOC6592642|XP_026841031.1|DPER	LOC6044757|XP_038116312.1|CQUI
OG0004077	LOC6602213|XP_026843604.1|DPER	LOC6044741|XP_038118752.1|CQUI
OG0004078	LOC6591676|XP_002016891.1|DPER	LOC6044734|XP_001862197.1|CQUI
OG0004079	LOC6597660|XP_026849302.1|DPER	LOC6046837|XP_038121016.1|CQUI
OG0004080	LOC6590140|XP_002015953.1|DPER	LOC6032209|XP_001842849.1|CQUI
OG0004081	LOC6593127|XP_026842560.1|DPER	LOC6032216|XP_038121566.1|CQUI
OG0004082	LOC6602032|XP_002027029.2|DPER	LOC119770633|XP_038121816.1|CQUI
OG0004084	LOC6602353|XP_026848443.1|DPER	LOC6032232|XP_038122391.1|CQUI
OG0004085	LOC6588335|XP_002014156.1|DPER	LOC6047985|XP_038114781.1|CQUI
OG0004086	LOC6587892|XP_026850882.1|DPER	LOC6038138|XP_038120984.1|CQUI
OG0004087	LOC6598383|XP_026846147.1|DPER	LOC6033024|XP_001843527.2|CQUI
OG0004088	LOC6587321|XP_026850706.1|DPER	LOC6033048|XP_038121895.1|CQUI
OG0004089	LOC6597482|XP_026848867.1|DPER	LOC6033056|XP_038120971.1|CQUI
OG0004090	LOC6591656|XP_002016851.1|DPER	LOC6054337|XP_038114862.1|CQUI
OG0004091	LOC6591618|XP_002017120.1|DPER	LOC6046351|XP_001863568.2|CQUI
OG0004092	LOC6600124|XP_002025291.1|DPER	LOC6052288|XP_038121121.1|CQUI
OG0004094	LOC6597596|XP_026848892.1|DPER	LOC6039438|XP_038119393.1|CQUI
OG0004095	LOC6594717|XP_002019402.2|DPER	LOC6048703|XP_001865581.2|CQUI
OG0004096	LOC6587716|XP_002014074.2|DPER	LOC6048708|XP_001865580.2|CQUI
OG0004097	LOC6595775|XP_002021322.1|DPER	LOC6047986|XP_038114935.1|CQUI
OG0004098	LOC6588231|XP_026844913.1|DPER	LOC6047987|XP_038114933.1|CQUI
OG0004099	LOC6591702|XP_026839981.1|DPER	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI
OG0004100	LOC6591804|XP_002017265.1|DPER	LOC6053060|XP_038121254.1|CQUI
OG0004101	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER	LOC6051676|XP_038118839.1|CQUI
OG0004102	LOC6591800|XP_002017261.2|DPER	LOC6048766|XP_038118938.1|CQUI
OG0004103	LOC6591678|XP_002016893.1|DPER	LOC6048761|XP_038121267.1|CQUI
OG0004104	LOC6595112|XP_026850534.1|DPER	LOC6048763|XP_038118682.1|CQUI
OG0004105	LOC113565964|XP_026845218.1|DPER	LOC6046232|XP_001863460.1|CQUI
OG0004106	LOC6603335|XP_026848202.1|DPER	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI
OG0004107	LOC113566748|XP_026849549.1|DPER	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI
OG0004108	LOC6594501|XP_002019700.1|DPER	LOC6053487|XP_001869558.2|CQUI
OG0004109	LOC6591655|XP_002016850.1|DPER	LOC6049909|XP_001866588.2|CQUI
OG0004110	LOC6602180|XP_026847978.1|DPER	LOC6041938|XP_001851128.1|CQUI
OG0004111	LOC6592005|XP_002017433.1|DPER	LOC6041928|XP_038115770.1|CQUI
OG0004112	LOC6591912|XP_002016869.1|DPER	LOC6045490|XP_038115043.1|CQUI
OG0004113	LOC6602631|XP_002027653.1|DPER	LOC6041791|XP_038119064.1|CQUI
OG0004114	LOC6596878|XP_002022093.2|DPER	LOC119769384|XP_038117388.1|CQUI
OG0004115	LOC6596859|XP_026846028.1|DPER	LOC6053164|XP_038114991.1|CQUI
OG0004116	LOC6592010|XP_026850769.1|DPER	LOC6050623|XP_038121897.1|CQUI
OG0004117	LOC6594534|XP_002019426.2|DPER	LOC6050661|XP_038120714.1|CQUI
OG0004118	LOC6590322|XP_002016211.1|DPER	LOC6043255|XP_001857982.2|CQUI
OG0004119	LOC6594300|XP_002019798.1|DPER	LOC6034967|XP_001845223.1|CQUI
OG0004120	LOC6594462|XP_026850240.1|DPER	LOC6034974|XP_038116395.1|CQUI
OG0004121	LOC6599677|XP_026847340.1|DPER	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI
OG0004122	LOC6594099|XP_002019691.1|DPER	LOC6039381|XP_001848990.2|CQUI
OG0004123	LOC6591452|XP_026851078.1|DPER	LOC6039406|XP_038115414.1|CQUI
OG0004124	LOC6597692|XP_026846419.1|DPER	LOC6041802|XP_038116435.1|CQUI
OG0004125	LOC6594895|XP_002020495.1|DPER	LOC6032252|XP_001842889.1|CQUI
OG0004126	LOC6594969|XP_026841149.1|DPER	LOC6032253|XP_038121019.1|CQUI
OG0004127	LOC6589021|XP_002014440.1|DPER	LOC119769827|XP_038119446.1|CQUI
OG0004128	LOC6591557|XP_002017106.1|DPER	LOC6035003|XP_001845248.2|CQUI
OG0004129	LOC6592300|XP_026842422.1|DPER	LOC6035017|XP_038119404.1|CQUI
OG0004130	LOC6597322|XP_002022510.1|DPER	LOC6048694|XP_038118319.1|CQUI
OG0004131	LOC6594174|XP_002019444.2|DPER	LOC6038151|XP_001847985.2|CQUI
OG0004132	LOC6602843|XP_002027811.2|DPER	LOC6038147|XP_038116639.1|CQUI
OG0004133	LOC6595437|XP_002020858.1|DPER	LOC6043883|XP_001861472.1|CQUI
OG0004134	LOC6591337|XP_026850490.1|DPER	LOC6043890|XP_038116402.1|CQUI
OG0004135	LOC6594649|XP_026850398.1|DPER	LOC6049547|XP_038120776.1|CQUI
OG0004136	LOC6592021|XP_026850917.1|DPER	LOC6041234|XP_038116026.1|CQUI
OG0004137	LOC6592785|XP_002018436.1|DPER	LOC6041206|XP_001850500.2|CQUI
OG0004138	LOC6599765|XP_002024885.1|DPER	LOC6041198|XP_001850492.1|CQUI
OG0004139	LOC6598566|XP_026846360.1|DPER	LOC6041197|XP_001850491.2|CQUI
OG0004140	LOC6599985|XP_026849184.1|DPER	LOC6049603|XP_038121325.1|CQUI
OG0004141	LOC6593115|XP_026841062.1|DPER	LOC6050607|XP_038121998.1|CQUI
OG0004142	LOC6602567|XP_002027601.1|DPER	LOC119769965|XP_038119821.1|CQUI
OG0004143	LOC6598702|XP_002023881.1|DPER	LOC6047728|XP_001864747.2|CQUI
OG0004144	LOC6589710|XP_002014460.1|DPER	LOC6052571|XP_038119946.1|CQUI
OG0004145	LOC6599656|XP_002024583.1|DPER	LOC6052241|XP_001868539.2|CQUI
OG0004146	LOC6592101|XP_026840198.1|DPER	LOC6052243|XP_038116152.1|CQUI
OG0004147	LOC6589220|XP_002014445.1|DPER	LOC119769801|XP_038119380.1|CQUI
OG0004148	LOC113564872|XP_026850982.1|DPER	LOC6049617|XP_038115589.1|CQUI
OG0004149	LOC6591423|XP_026849343.1|DPER	LOC119768692|XP_038115202.1|CQUI
OG0004150	LOC6591773|XP_002017134.1|DPER	LOC6045145|XP_001862545.1|CQUI
OG0004151	LOC6588631|XP_002013180.2|DPER	LOC6050764|XP_038117838.1|CQUI
OG0004152	LOC6591404|XP_026840109.1|DPER	LOC6042039|XP_038119959.1|CQUI
OG0004153	LOC6591038|XP_002016630.1|DPER	LOC6049383|XP_001866158.2|CQUI
OG0004154	LOC6599719|XP_002024904.1|DPER	LOC6049389|XP_038116134.1|CQUI
OG0004155	LOC6591630|XP_002017197.1|DPER	LOC6036924|XP_001846901.2|CQUI
OG0004156	LOC6591622|XP_026847742.1|DPER	LOC6036926|XP_001846898.2|CQUI
OG0004157	LOC6597449|XP_026846452.1|DPER	LOC6053540|XP_001869607.2|CQUI
OG0004158	LOC6603281|XP_002028257.2|DPER	LOC6046282|XP_038121893.1|CQUI
OG0004159	LOC6591883|XP_002017081.1|DPER	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC6595863|XP_026845233.1|DPER	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC6594019|XP_026850384.1|DPER	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC6592149|XP_002017285.1|DPER	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC6594149|XP_026850658.1|DPER	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC6591975|XP_026851260.1|DPER	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC6592726|XP_026842051.1|DPER	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC6590496|XP_026841692.1|DPER	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC6588647|XP_002013142.1|DPER	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC6595194|XP_002020229.1|DPER	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC6597539|XP_026849298.1|DPER	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC6597505|XP_002022653.1|DPER	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC6599354|XP_002024477.2|DPER	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC6590701|XP_002016059.1|DPER	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC6592759|XP_026841006.1|DPER	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC6590419|XP_002016432.1|DPER	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC6601207|XP_002026303.1|DPER	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC6591620|XP_026840921.1|DPER	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC6594471|XP_026850691.1|DPER	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC6596889|XP_002022104.1|DPER	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC6594644|XP_026850412.1|DPER	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC6587766|XP_002013686.1|DPER	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC6596154|XP_026845356.1|DPER	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC6596153|XP_002021165.1|DPER	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC6601878|XP_002026927.1|DPER	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC6602260|XP_026843391.1|DPER	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC6598375|XP_002023400.1|DPER	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC6591393|XP_002017363.1|DPER	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC6594454|XP_002019705.1|DPER	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC6594456|XP_002019707.1|DPER	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC6594197|XP_002019505.1|DPER	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC6594194|XP_002019502.2|DPER	LOC6054662|XP_038120423.1|CQUI
OG0004192	LOC6594046|XP_026850302.1|DPER	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC6599245|XP_026848309.1|DPER	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC6594180|XP_002019811.1|DPER	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC6600207|XP_002025307.1|DPER	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC6587470|XP_002013655.1|DPER	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC6594544|XP_002019374.1|DPER	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC6591627|XP_002017194.1|DPER	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC6591942|XP_002017309.1|DPER	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC6592725|XP_002018092.1|DPER	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC6587431|XP_002013037.1|DPER	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC6587697|XP_002012755.1|DPER	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC6594173|XP_002019443.1|DPER	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC6602357|XP_002027436.1|DPER	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC6596996|XP_002022243.2|DPER	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC6594412|XP_002019676.1|DPER	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC6594413|XP_002019677.1|DPER	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC6594125|XP_026842880.1|DPER	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC6595273|XP_026850017.1|DPER	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC6598798|XP_002023909.1|DPER	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC6589152|XP_002014759.1|DPER	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC6592147|XP_002017283.1|DPER	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC6594283|XP_002019609.2|DPER	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC6600815|XP_002025882.1|DPER	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC6601561|XP_026842008.1|DPER	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC6601974|XP_026849616.1|DPER	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC6600334|XP_002025343.2|DPER	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC6597565|XP_002022782.1|DPER	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC6594559|XP_002019578.1|DPER	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC6591900|XP_026840390.1|DPER	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC6594543|XP_002019373.1|DPER	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC6591871|XP_026851159.1|DPER	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC6591874|XP_026851151.1|DPER	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC6592051|XP_002017164.1|DPER	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC6598570|XP_002023633.2|DPER	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC6592028|XP_026850988.1|DPER	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC6594176|XP_026850517.1|DPER	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC6594175|XP_002019445.1|DPER	LOC6040819|XP_001850159.1|CQUI
OG0004230	LOC6599120|XP_026849266.1|DPER	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC6601887|XP_002026936.2|DPER	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC6601891|XP_026849388.1|DPER	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC6601892|XP_026849386.1|DPER	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC6601900|XP_002026949.2|DPER	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC6599945|XP_002025135.2|DPER	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC6594184|XP_002019815.1|DPER	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC6594119|XP_026851013.1|DPER	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC6594245|XP_002019775.1|DPER	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC6594536|XP_026845705.1|DPER	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC6591814|XP_002017235.1|DPER	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC6591491|XP_026849970.1|DPER	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC6594694|XP_002019621.1|DPER	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC6599499|XP_002024719.1|DPER	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC6594181|XP_002019812.1|DPER	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC6601020|XP_002026142.1|DPER	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC6598859|XP_026847767.1|DPER	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC6600135|XP_002025252.1|DPER	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC6593241|XP_002018362.1|DPER	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC6601053|XP_002026108.1|DPER	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC6593586|XP_002018877.2|DPER	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC6602753|XP_026847723.1|DPER	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC6592144|XP_002017280.2|DPER	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC6594341|XP_026850566.1|DPER	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC6602895|XP_002027918.1|DPER	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC6595011|XP_002020468.1|DPER	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC6594672|XP_026850223.1|DPER	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC6591958|XP_026850815.1|DPER	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC6591341|XP_026842028.1|DPER	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC6592138|XP_002016819.1|DPER	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC6594106|XP_026850370.1|DPER	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC6594159|XP_002019568.2|DPER	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC6594191|XP_002019499.1|DPER	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC6594216|XP_002019451.1|DPER	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC6594317|XP_026851274.1|DPER	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC6600936|XP_026842226.1|DPER	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC6593246|XP_002018367.1|DPER	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC113565124|XP_026841728.1|DPER	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC6590538|XP_002016407.1|DPER	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC6594578|XP_002019829.1|DPER	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC6598729|XP_002023876.1|DPER	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC6599974|XP_002025163.1|DPER	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC6599853|XP_002025002.2|DPER	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC6599313|XP_002024434.1|DPER	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC6589105|XP_002015038.1|DPER	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC6597508|XP_026849287.1|DPER	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC6591068|XP_002015698.1|DPER	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC6592700|XP_002018503.1|DPER	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC6592701|XP_002018504.1|DPER	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC113565576|XP_026843806.1|DPER	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC6587371|XP_002013486.1|DPER	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC6602800|XP_002027851.2|DPER	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC6602801|XP_026847791.1|DPER	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC6602826|XP_002027860.1|DPER	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC6602401|XP_026848518.1|DPER	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC6600891|XP_002025955.2|DPER	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC6590941|XP_002016174.1|DPER	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC113566606|XP_026848806.1|DPER	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC6596044|XP_002021228.1|DPER	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC6596997|XP_026845706.1|DPER	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC6596998|XP_002022245.2|DPER	LOC6050956|XP_038108488.1|CQUI
