Orthogroup	CQUI.longest_only	DHYD.longest_only
OG0006303	LOC6046739|XP_038107930.1|CQUI	LOC111602202|XP_023174940.2|DHYD
OG0006304	LOC6037951|XP_038105042.1|CQUI	LOC111596157|XP_023166015.1|DHYD
OG0006305	LOC6038460|XP_038122749.1|CQUI	LOC111596146|XP_023165999.1|DHYD
OG0006306	LOC6038459|XP_038105306.1|CQUI	LOC111598612|XP_030081602.1|DHYD
OG0006307	LOC6038453|XP_001848250.2|CQUI	LOC111601479|XP_023173834.2|DHYD
OG0006308	LOC6042723|XP_038104707.1|CQUI	LOC111598301|XP_023169256.1|DHYD
OG0006309	LOC6054262|XP_038122784.1|CQUI	LOC111605327|XP_023179562.1|DHYD
OG0006310	LOC6051040|XP_038108379.1|CQUI	LOC111598830|XP_023170036.2|DHYD
OG0006311	LOC6045259|XP_038105496.1|CQUI	LOC111591986|XP_023159707.1|DHYD
OG0006312	LOC6045257|XP_038105492.1|CQUI	LOC111591974|XP_023159689.1|DHYD
OG0006313	LOC6045255|XP_001862644.2|CQUI	LOC111598146|XP_030078876.1|DHYD
OG0006315	LOC6050922|XP_038116495.1|CQUI	LOC111597880|XP_023168574.2|DHYD
OG0006316	LOC6035122|XP_001845358.2|CQUI	LOC111599917|XP_023171514.1|DHYD
OG0006317	LOC6040446|XP_038111067.1|CQUI	LOC111593995|XP_023162855.1|DHYD
OG0006318	LOC6040464|XP_038111010.1|CQUI	LOC111595940|XP_023165671.2|DHYD
OG0006319	LOC6044215|XP_001861755.1|CQUI	LOC111600026|XP_023171707.1|DHYD
OG0006320	LOC119771152|XP_038122511.1|CQUI	LOC111596575|XP_023166616.1|DHYD
OG0006321	LOC6046917|XP_001864042.2|CQUI	LOC111603154|XP_023176399.1|DHYD
OG0006322	LOC6054479|XP_038122402.1|CQUI	LOC111594061|XP_023162954.1|DHYD
OG0006323	LOC6053771|XP_038105587.1|CQUI	LOC111596524|XP_030079599.1|DHYD
OG0006324	LOC6052594|XP_038106756.1|CQUI	LOC111596712|XP_023166801.2|DHYD
OG0006325	LOC6038422|XP_038105666.1|CQUI	LOC111600623|XP_023172593.1|DHYD
OG0006326	LOC6049483|XP_001866236.2|CQUI	LOC111595107|XP_023164440.2|DHYD
OG0006327	LOC6049479|XP_038114496.1|CQUI	LOC111603240|XP_023176514.1|DHYD
OG0006328	LOC6044369|XP_038122548.1|CQUI	LOC111599922|XP_023171537.2|DHYD
OG0006329	LOC6050605|XP_038105829.1|CQUI	LOC111602402|XP_023175190.1|DHYD
OG0006330	LOC6053843|XP_038107624.1|CQUI	LOC111596175|XP_023166043.2|DHYD
OG0006331	LOC6052318|XP_038115429.1|CQUI	LOC111603138|XP_023176380.2|DHYD
OG0006332	LOC6053844|XP_038104474.1|CQUI	LOC111596457|XP_023166455.2|DHYD
OG0006333	LOC6047638|XP_001864662.2|CQUI	LOC111597420|XP_030079364.1|DHYD
OG0006334	LOC119765278|XP_038104748.1|CQUI	LOC111598871|XP_023170088.2|DHYD
OG0006335	LOC6042696|XP_038115084.1|CQUI	LOC111599562|XP_023170998.2|DHYD
OG0006337	LOC6046170|XP_038121705.1|CQUI	LOC111600176|XP_023171939.1|DHYD
OG0006338	LOC6036974|XP_001846942.1|CQUI	LOC111601984|XP_023174636.1|DHYD
OG0006339	LOC6036978|XP_038105331.1|CQUI	LOC111597906|XP_023168613.2|DHYD
OG0006340	LOC6036982|XP_038114800.1|CQUI	LOC111593440|XP_023161960.1|DHYD
OG0006341	LOC6036983|XP_038112652.1|CQUI	LOC111596588|XP_023166634.2|DHYD
OG0006342	LOC6036988|XP_038110594.1|CQUI	LOC111596538|XP_023166577.2|DHYD
OG0006343	LOC6052395|XP_038123027.1|CQUI	LOC111596566|XP_023166607.2|DHYD
OG0006344	LOC6054301|XP_038116783.1|CQUI	LOC111598353|XP_023169330.2|DHYD
OG0006345	LOC6049047|XP_038107823.1|CQUI	LOC111595893|XP_023165595.2|DHYD
OG0006346	LOC6044371|XP_038114491.1|CQUI	LOC111595238|XP_023164643.1|DHYD
OG0006347	LOC6049476|XP_038110648.1|CQUI	LOC111596844|XP_023167041.1|DHYD
OG0006348	LOC6037926|XP_038104029.1|CQUI	LOC111595365|XP_023164818.2|DHYD
OG0006349	LOC6038461|XP_038106689.1|CQUI	LOC111596823|XP_023166960.1|DHYD
OG0006350	LOC6038473|XP_038104566.1|CQUI	LOC111592704|XP_023160855.1|DHYD
OG0006351	LOC6049939|XP_038113899.1|CQUI	LOC111596883|XP_023167099.1|DHYD
OG0006352	LOC6049938|XP_001866625.1|CQUI	LOC111598011|XP_023168775.2|DHYD
OG0006353	LOC6049933|XP_038104275.1|CQUI	LOC111594513|XP_023163602.2|DHYD
OG0006355	LOC6042692|XP_038110012.1|CQUI	LOC111592358|XP_030080155.1|DHYD
OG0006356	LOC6042495|XP_038105479.1|CQUI	LOC111594265|XP_023163260.1|DHYD
OG0006357	LOC6042494|XP_038105159.1|CQUI	LOC111598144|XP_023168978.2|DHYD
OG0006358	LOC6053216|XP_001869343.1|CQUI	LOC111595290|XP_023164713.1|DHYD
OG0006359	LOC6039062|XP_001848739.1|CQUI	LOC111602623|XP_023175553.1|DHYD
OG0006360	LOC6039059|XP_038122538.1|CQUI	LOC111605146|XP_023179295.1|DHYD
OG0006361	LOC6045949|XP_001863223.1|CQUI	LOC111592376|XP_023160316.1|DHYD
OG0006363	LOC6050397|XP_038122701.1|CQUI	LOC111596043|XP_023165847.2|DHYD
OG0006364	LOC6050770|XP_001867327.2|CQUI	LOC111602447|XP_023175273.2|DHYD
OG0006365	LOC6032354|XP_038105077.1|CQUI	LOC111593047|XP_030079313.1|DHYD
OG0006366	LOC6050416|XP_038105037.1|CQUI	LOC111593058|XP_023161401.2|DHYD
OG0006367	LOC6038302|XP_038105244.1|CQUI	LOC111594248|XP_023163228.2|DHYD
OG0006368	LOC6051275|XP_038105370.1|CQUI	LOC111592469|XP_023160449.1|DHYD
OG0006369	LOC6050384|XP_038105930.1|CQUI	LOC111592467|XP_023160436.2|DHYD
OG0006370	LOC6047660|XP_001864693.2|CQUI	LOC111598379|XP_030079596.1|DHYD
OG0006371	LOC6045354|XP_001862742.1|CQUI	LOC111602012|XP_023174674.2|DHYD
OG0006372	LOC6038653|XP_038105014.1|CQUI	LOC111603251|XP_023176526.2|DHYD
OG0006373	LOC6038638|XP_038104341.1|CQUI	LOC111604738|XP_023178679.1|DHYD
OG0006374	LOC6041844|XP_001851054.2|CQUI	LOC111597255|XP_023167626.2|DHYD
OG0006375	LOC6041904|XP_038105993.1|CQUI	LOC111598271|XP_023169216.2|DHYD
OG0006376	LOC6041905|XP_038108522.1|CQUI	LOC111598441|XP_023169454.2|DHYD
OG0006379	LOC6034413|XP_001844731.1|CQUI	LOC111591908|XP_023159586.1|DHYD
OG0006380	LOC6034416|XP_038114328.1|CQUI	LOC111604766|XP_023178735.1|DHYD
OG0006381	LOC6034431|XP_001844748.2|CQUI	LOC111603209|XP_023176472.1|DHYD
OG0006382	LOC6034427|XP_001844745.1|CQUI	LOC111593410|XP_023161904.1|DHYD
OG0006383	LOC6034436|XP_038106503.1|CQUI	LOC111598182|XP_023169048.1|DHYD
OG0006384	LOC6034437|XP_001844753.1|CQUI	LOC111602411|XP_023175209.1|DHYD
OG0006388	LOC6034465|XP_038105114.1|CQUI	LOC111598845|XP_023170049.2|DHYD
OG0006389	LOC6034464|XP_001844776.2|CQUI	LOC111598817|XP_023170013.2|DHYD
OG0006390	LOC6034481|XP_001844789.2|CQUI	LOC111595938|XP_023165672.1|DHYD
OG0006391	LOC6031417|XP_001842226.2|CQUI	LOC111594507|XP_023163592.2|DHYD
OG0006392	LOC6049575|XP_038113495.1|CQUI	LOC111593436|XP_023161951.2|DHYD
OG0006393	LOC6042569|XP_038122677.1|CQUI	LOC111602540|XP_023175438.2|DHYD
OG0006394	LOC6042578|XP_001852614.1|CQUI	LOC111601535|XP_023173935.2|DHYD
OG0006395	LOC6034724|XP_001845005.1|CQUI	LOC111597847|XP_023168524.1|DHYD
OG0006396	LOC6044601|XP_001862089.2|CQUI	LOC111593470|XP_023162000.2|DHYD
OG0006397	LOC6034798|XP_001845070.1|CQUI	LOC111593427|XP_023162347.1|DHYD
OG0006398	LOC6034786|XP_001845059.2|CQUI	LOC111603710|XP_023177219.1|DHYD
OG0006399	LOC6034781|XP_001845054.2|CQUI	LOC111596832|XP_023166975.1|DHYD
OG0006400	LOC6034780|XP_001845053.2|CQUI	LOC111596831|XP_023166974.2|DHYD
OG0006401	LOC6034777|XP_038118808.1|CQUI	LOC111592346|XP_023160247.2|DHYD
OG0006402	LOC6034774|XP_001845047.2|CQUI	LOC111598498|XP_023169525.2|DHYD
OG0006403	LOC6034769|XP_038105084.1|CQUI	LOC111592037|XP_030081745.1|DHYD
OG0006404	LOC6034765|XP_038105083.1|CQUI	LOC111592050|XP_023159815.2|DHYD
OG0006405	LOC6034757|XP_038105958.1|CQUI	LOC111604518|XP_023178382.1|DHYD
OG0006406	LOC6052820|XP_038111531.1|CQUI	LOC111602807|XP_023175872.1|DHYD
OG0006407	LOC6042197|XP_038111102.1|CQUI	LOC111603153|XP_023176398.1|DHYD
OG0006408	LOC6031443|XP_001842247.2|CQUI	LOC111593464|XP_023161994.2|DHYD
OG0006409	LOC6041915|XP_038120845.1|CQUI	LOC111591893|XP_023159567.1|DHYD
OG0006410	LOC6052689|XP_001868916.1|CQUI	LOC111594044|XP_023162968.1|DHYD
OG0006411	LOC6052692|XP_001868919.2|CQUI	LOC111596793|XP_023166919.2|DHYD
OG0006412	LOC6045531|XP_038110179.1|CQUI	LOC111595913|XP_023165635.1|DHYD
OG0006413	LOC6053113|XP_038105032.1|CQUI	LOC111601972|XP_023174615.2|DHYD
OG0006414	LOC6047882|XP_038113214.1|CQUI	LOC111595914|XP_023165632.1|DHYD
OG0006415	LOC6044731|XP_038119571.1|CQUI	LOC111596167|XP_023166027.2|DHYD
OG0006416	LOC119770055|XP_038120127.1|CQUI	LOC111602866|XP_023175952.1|DHYD
OG0006417	LOC6043999|XP_001861577.1|CQUI	LOC111603889|XP_023177474.1|DHYD
OG0006418	LOC119769985|XP_038119916.1|CQUI	LOC111603358|XP_023176672.2|DHYD
OG0006419	LOC6048541|XP_038109566.1|CQUI	LOC111597156|XP_023167477.1|DHYD
OG0006420	LOC6034740|XP_001845019.2|CQUI	LOC111602675|XP_030080792.1|DHYD
OG0006421	LOC6034737|XP_038104167.1|CQUI	LOC111602279|XP_023175043.1|DHYD
OG0006422	LOC6034803|XP_038104907.1|CQUI	LOC111602324|XP_023175093.2|DHYD
OG0006423	LOC6034807|XP_001845079.2|CQUI	LOC111603545|XP_023176946.1|DHYD
OG0006424	LOC6034809|XP_038104293.1|CQUI	LOC111603547|XP_023176948.1|DHYD
OG0006425	LOC6034810|XP_038104273.1|CQUI	LOC111603611|XP_023177044.2|DHYD
OG0006426	LOC6054745|XP_038104266.1|CQUI	LOC111603610|XP_023177043.2|DHYD
OG0006428	LOC6046776|XP_038104936.1|CQUI	LOC111599808|XP_023171363.1|DHYD
OG0006429	LOC6046765|XP_038105372.1|CQUI	LOC111602688|XP_023175680.1|DHYD
OG0006430	LOC6035367|XP_038112592.1|CQUI	LOC111605697|XP_023180139.1|DHYD
OG0006431	LOC6036517|XP_038106633.1|CQUI	LOC111601456|XP_030078731.1|DHYD
OG0006432	LOC6050342|XP_038105713.1|CQUI	LOC111603482|XP_030081668.1|DHYD
OG0006434	LOC6042406|XP_038105449.1|CQUI	LOC111594728|XP_023163927.1|DHYD
OG0006435	LOC6042413|XP_038104557.1|CQUI	LOC111592697|XP_023160840.2|DHYD
OG0006436	LOC119765382|XP_038105058.1|CQUI	LOC111604416|XP_023178239.2|DHYD
OG0006437	LOC6042421|XP_038122602.1|CQUI	LOC111597295|XP_023167684.1|DHYD
OG0006438	LOC6040727|XP_001850080.1|CQUI	LOC111599090|XP_023170398.1|DHYD
OG0006439	LOC6051538|XP_038104783.1|CQUI	LOC111598838|XP_023170045.1|DHYD
OG0006440	LOC6051539|XP_038105155.1|CQUI	LOC111598848|XP_023170054.1|DHYD
OG0006441	LOC6042023|XP_001851187.1|CQUI	LOC111594579|XP_023163704.2|DHYD
OG0006442	LOC6042024|XP_038105778.1|CQUI	LOC111601784|XP_023174312.2|DHYD
OG0006443	LOC6035209|XP_001845438.2|CQUI	LOC111600819|XP_023172887.1|DHYD
OG0006444	LOC6035228|XP_001845458.2|CQUI	LOC111594462|XP_023163528.2|DHYD
OG0006445	LOC6047770|XP_038116294.1|CQUI	LOC111591979|XP_023159697.2|DHYD
OG0006446	LOC6047768|XP_038116962.1|CQUI	LOC111601351|XP_023173651.2|DHYD
OG0006447	LOC6046341|XP_038106869.1|CQUI	LOC111600805|XP_023172863.1|DHYD
OG0006448	LOC6047465|XP_001864519.1|CQUI	LOC111597173|XP_023167502.1|DHYD
OG0006449	LOC119768841|XP_038116189.1|CQUI	LOC111597174|XP_030080855.1|DHYD
OG0006450	LOC6047474|XP_038104801.1|CQUI	LOC111594949|XP_023164214.2|DHYD
OG0006451	LOC6032580|XP_001843153.1|CQUI	LOC111601854|XP_023174458.1|DHYD
OG0006452	LOC6035354|XP_038104407.1|CQUI	LOC111596065|XP_023165882.2|DHYD
OG0006453	LOC6044847|XP_001862292.2|CQUI	LOC111601055|XP_023173239.1|DHYD
OG0006455	LOC119768510|XP_038114495.1|CQUI	LOC111602659|XP_030081681.1|DHYD
OG0006456	LOC6035573|XP_001845728.1|CQUI	LOC111602777|XP_023175812.2|DHYD
OG0006457	LOC6035550|XP_001845708.2|CQUI	LOC111605479|XP_023179781.2|DHYD
OG0006459	LOC6034924|XP_038111384.1|CQUI	LOC111602780|XP_023175814.1|DHYD
OG0006460	LOC6044849|XP_001862294.2|CQUI	LOC111596492|XP_023166521.1|DHYD
OG0006461	LOC6045194|XP_001862589.1|CQUI	LOC111602672|XP_023175633.1|DHYD
OG0006462	LOC6045197|XP_001862592.2|CQUI	LOC111601508|XP_023173871.2|DHYD
OG0006463	LOC6045203|XP_038118052.1|CQUI	LOC111595216|XP_023164597.2|DHYD
OG0006464	LOC119765386|XP_038105081.1|CQUI	LOC111596659|XP_023166732.1|DHYD
OG0006465	LOC6047843|XP_038104072.1|CQUI	LOC111604032|XP_023177657.1|DHYD
OG0006466	LOC6047845|XP_001864847.2|CQUI	LOC111594245|XP_023163224.1|DHYD
OG0006467	LOC6032712|XP_038111125.1|CQUI	LOC111598086|XP_030081667.1|DHYD
OG0006468	LOC6036799|XP_001846793.2|CQUI	LOC111598905|XP_023170141.1|DHYD
OG0006469	LOC6035080|XP_038104679.1|CQUI	LOC111605036|XP_023179141.1|DHYD
OG0006470	LOC6048396|XP_038104152.1|CQUI	LOC111595096|XP_023164431.2|DHYD
OG0006471	LOC6032701|XP_001843257.2|CQUI	LOC111596491|XP_023166520.2|DHYD
OG0006472	LOC6032697|XP_001843255.1|CQUI	LOC111596487|XP_023166516.1|DHYD
OG0006473	LOC6032690|XP_038105769.1|CQUI	LOC111598744|XP_023169910.2|DHYD
OG0006474	LOC6032689|XP_038105773.1|CQUI	LOC111593861|XP_023162683.1|DHYD
OG0006475	LOC6032686|XP_001843246.1|CQUI	LOC111601383|XP_023173689.1|DHYD
OG0006476	LOC6032679|XP_001843239.2|CQUI	LOC111598875|XP_023170103.2|DHYD
OG0006477	LOC6032673|XP_038104545.1|CQUI	LOC111604740|XP_023178681.1|DHYD
OG0006478	LOC6039165|XP_038108612.1|CQUI	LOC111602705|XP_023175710.1|DHYD
OG0006479	LOC6039164|XP_038105278.1|CQUI	LOC111602797|XP_023175852.2|DHYD
OG0006480	LOC6039159|XP_001848814.2|CQUI	LOC111593832|XP_023162638.2|DHYD
OG0006482	LOC6040888|XP_038104492.1|CQUI	LOC111598331|XP_023169300.2|DHYD
OG0006483	LOC6036786|XP_038115876.1|CQUI	LOC111594509|XP_023163594.2|DHYD
OG0006484	LOC6036782|XP_001846778.2|CQUI	LOC111594536|XP_023163644.2|DHYD
OG0006485	LOC6042431|XP_001851547.2|CQUI	LOC111596258|XP_023166161.1|DHYD
OG0006486	LOC6047624|XP_038104845.1|CQUI	LOC111601312|XP_023173604.2|DHYD
OG0006487	LOC6048420|XP_001865343.2|CQUI	LOC111603543|XP_023176945.2|DHYD
OG0006488	LOC6031558|XP_001842342.2|CQUI	LOC111598687|XP_023169819.1|DHYD
OG0006489	LOC6048414|XP_038117724.1|CQUI	LOC111605462|XP_023179749.1|DHYD
OG0006490	LOC6032645|XP_038110449.1|CQUI	LOC111603441|XP_023176796.2|DHYD
OG0006492	LOC6046541|XP_038104119.1|CQUI	LOC111598793|XP_023169980.1|DHYD
OG0006493	LOC6035399|XP_038104695.1|CQUI	LOC111595948|XP_023165684.1|DHYD
OG0006494	LOC6035401|XP_038107661.1|CQUI	LOC111594261|XP_023163255.2|DHYD
OG0006495	LOC6040937|XP_038122503.1|CQUI	LOC111598472|XP_023169497.1|DHYD
OG0006496	LOC6031656|XP_038109396.1|CQUI	LOC111596495|XP_023166524.2|DHYD
OG0006497	LOC6033687|XP_038105943.1|CQUI	LOC111594515|XP_023163608.1|DHYD
OG0006498	LOC6033686|XP_038123012.1|CQUI	LOC111594482|XP_023163558.2|DHYD
OG0006499	LOC6033674|XP_038105780.1|CQUI	LOC111596405|XP_030080761.1|DHYD
OG0006500	LOC6033671|XP_001844097.2|CQUI	LOC111592631|XP_023160736.2|DHYD
OG0006501	LOC6033672|XP_038116139.1|CQUI	LOC111594478|XP_023163549.2|DHYD
OG0006502	LOC6054158|XP_038104785.1|CQUI	LOC111594528|XP_023163630.2|DHYD
OG0006503	LOC6051327|XP_001867790.1|CQUI	LOC111594490|XP_023163567.1|DHYD
OG0006504	LOC6051328|XP_038105924.1|CQUI	LOC111594541|XP_023163659.2|DHYD
OG0006505	LOC6041356|XP_038107042.1|CQUI	LOC111597838|XP_023168508.2|DHYD
OG0006506	LOC6035502|XP_038112084.1|CQUI	LOC111598372|XP_023169348.1|DHYD
OG0006507	LOC6039671|XP_038103987.1|CQUI	LOC111598500|XP_023169534.2|DHYD
OG0006508	LOC6039678|XP_038105184.1|CQUI	LOC111598616|XP_023169718.1|DHYD
OG0006509	LOC6037403|XP_001847320.2|CQUI	LOC111593434|XP_023161949.1|DHYD
OG0006510	LOC6033700|XP_038105613.1|CQUI	LOC111601794|XP_023174338.1|DHYD
OG0006511	LOC6033716|XP_038104528.1|CQUI	LOC111594531|XP_023163636.2|DHYD
OG0006512	LOC6039182|XP_038122934.1|CQUI	LOC111600700|XP_023172722.2|DHYD
OG0006513	LOC6038058|XP_038104615.1|CQUI	LOC111594540|XP_023163649.1|DHYD
OG0006514	LOC6038061|XP_001847904.1|CQUI	LOC111598814|XP_023170006.1|DHYD
OG0006515	LOC6040676|XP_038115506.1|CQUI	LOC111598812|XP_023170004.1|DHYD
OG0006516	LOC6037325|XP_001847250.2|CQUI	LOC111593680|XP_023162340.2|DHYD
OG0006517	LOC6037326|XP_001847251.2|CQUI	LOC111593697|XP_023162410.2|DHYD
OG0006518	LOC6037328|XP_038108932.1|CQUI	LOC111593694|XP_023162378.1|DHYD
OG0006519	LOC6037331|XP_001847255.2|CQUI	LOC111593698|XP_023162411.1|DHYD
OG0006520	LOC6035343|XP_001845554.1|CQUI	LOC111596418|XP_023166397.2|DHYD
OG0006521	LOC6031660|XP_001842406.2|CQUI	LOC111593250|XP_023161676.2|DHYD
OG0006522	LOC6037469|XP_038114489.1|CQUI	LOC111596420|XP_023166399.2|DHYD
OG0006523	LOC6037470|XP_001847380.1|CQUI	LOC111594976|XP_023164243.1|DHYD
OG0006524	LOC6032187|XP_038122641.1|CQUI	LOC111598785|XP_023169966.1|DHYD
OG0006525	LOC6032196|XP_038105137.1|CQUI	LOC111592354|XP_030079673.1|DHYD
OG0006526	LOC6042439|XP_001851557.2|CQUI	LOC111594436|XP_023163492.2|DHYD
OG0006527	LOC6042440|XP_001851558.2|CQUI	LOC111594437|XP_030080736.1|DHYD
OG0006528	LOC6042443|XP_001851560.2|CQUI	LOC111594595|XP_023163726.2|DHYD
OG0006529	LOC119765195|XP_038104517.1|CQUI	LOC111594438|XP_023163494.1|DHYD
OG0006530	LOC6040251|XP_038105670.1|CQUI	LOC111594439|XP_023163495.2|DHYD
OG0006531	LOC6040255|XP_001849693.2|CQUI	LOC111594601|XP_023163733.2|DHYD
OG0006532	LOC6039067|XP_001848745.2|CQUI	LOC111594596|XP_030080663.1|DHYD
OG0006533	LOC6039086|XP_001848757.2|CQUI	LOC111601227|XP_023173492.1|DHYD
OG0006536	LOC6040881|XP_038113052.1|CQUI	LOC111598213|XP_023169135.2|DHYD
OG0006537	LOC6040705|XP_038105548.1|CQUI	LOC111600625|XP_023172597.1|DHYD
OG0006538	LOC6033016|XP_038106303.1|CQUI	LOC111599575|XP_023171017.2|DHYD
OG0006539	LOC6032988|XP_001843499.2|CQUI	LOC111596007|XP_023165793.2|DHYD
OG0006540	LOC6033726|XP_038104755.1|CQUI	LOC111598225|XP_023169152.2|DHYD
OG0006541	LOC6039905|XP_001849403.1|CQUI	LOC111595231|XP_023164635.2|DHYD
OG0006542	LOC6039906|XP_001849404.2|CQUI	LOC111595232|XP_023164636.1|DHYD
OG0006543	LOC119768954|XP_038116725.1|CQUI, LOC6039601|XP_038111999.1|CQUI	LOC111597762|XP_023168385.2|DHYD
OG0006545	LOC6038041|XP_001847885.1|CQUI	LOC111598346|XP_023169320.1|DHYD
OG0006546	LOC6038043|XP_038105842.1|CQUI	LOC111603489|XP_023176856.1|DHYD
OG0006547	LOC6042394|XP_038108420.1|CQUI	LOC111593689|XP_023162354.2|DHYD
OG0006548	LOC6040941|XP_001850269.2|CQUI	LOC111605546|XP_023179876.1|DHYD
OG0006551	LOC6032041|XP_038122808.1|CQUI	LOC111596170|XP_023166031.2|DHYD
OG0006552	LOC6032043|XP_001842709.2|CQUI	LOC111596164|XP_023166024.2|DHYD
OG0006553	LOC6032060|XP_001842726.2|CQUI	LOC111597761|XP_023168384.2|DHYD
OG0006554	LOC6032074|XP_038115674.1|CQUI	LOC111602603|XP_030081687.1|DHYD
OG0006555	LOC119765670|XP_038105987.1|CQUI	LOC111595556|XP_023165121.2|DHYD
OG0006556	LOC6032087|XP_038105140.1|CQUI	LOC111594469|XP_023163537.2|DHYD
OG0006557	LOC6033172|XP_038114436.1|CQUI	LOC111599418|XP_030078700.1|DHYD
OG0006558	LOC6035197|XP_038111508.1|CQUI	LOC111598256|XP_023169193.1|DHYD
OG0006559	LOC6035199|XP_038114547.1|CQUI	LOC111602783|XP_023175822.1|DHYD
OG0006560	LOC6035204|XP_001845433.2|CQUI	LOC111594820|XP_023164050.1|DHYD
OG0006561	LOC6035205|XP_001845434.2|CQUI	LOC111594819|XP_023164049.1|DHYD
OG0006566	LOC6033959|XP_038104808.1|CQUI	LOC111595682|XP_023165288.2|DHYD
OG0006567	LOC6040905|XP_001850233.2|CQUI	LOC111598555|XP_023169617.1|DHYD
OG0006568	LOC6040906|XP_001850234.2|CQUI	LOC111598658|XP_023169776.2|DHYD
OG0006569	LOC6040907|XP_038105298.1|CQUI	LOC111594843|XP_023164077.1|DHYD
OG0006570	LOC6040909|XP_038122837.1|CQUI	LOC111604796|XP_023178781.1|DHYD
OG0006571	LOC6040915|XP_001850243.1|CQUI	LOC111595896|XP_023165605.1|DHYD
OG0006572	LOC6040931|XP_001850259.2|CQUI	LOC111601295|XP_023173574.1|DHYD
OG0006573	LOC6040933|XP_001850261.1|CQUI	LOC111592384|XP_023160326.2|DHYD
OG0006574	LOC6035402|XP_038114426.1|CQUI	LOC111601793|XP_023174333.2|DHYD
OG0006575	LOC6037343|XP_001847267.1|CQUI	LOC111604262|XP_023178026.1|DHYD
OG0006580	LOC6033963|XP_001844351.1|CQUI	LOC111601396|XP_023173708.1|DHYD
OG0006581	LOC6033968|XP_038104320.1|CQUI	LOC111604795|XP_023178780.2|DHYD
OG0006582	LOC6033972|XP_038104680.1|CQUI	LOC111599605|XP_023171059.1|DHYD
OG0006583	LOC6033975|XP_038112416.1|CQUI	LOC111601438|XP_023173782.1|DHYD
OG0006584	LOC6033978|XP_038106060.1|CQUI, LOC119765340|XP_038104965.1|CQUI	LOC111595015|XP_023164290.2|DHYD
OG0006586	LOC6032033|XP_001842700.2|CQUI	LOC111596425|XP_023166405.1|DHYD
OG0006587	LOC6032034|XP_001842701.2|CQUI	LOC111596421|XP_023166401.1|DHYD
OG0006588	LOC6032023|XP_038122951.1|CQUI	LOC111602529|XP_023175426.2|DHYD
OG0006589	LOC6032008|XP_001842676.1|CQUI	LOC111595226|XP_023164624.2|DHYD
OG0006590	LOC6032006|XP_038105254.1|CQUI	LOC111595265|XP_023164683.2|DHYD
OG0006591	LOC6053565|XP_038115742.1|CQUI	LOC111594385|XP_023163420.2|DHYD
OG0006592	LOC6032784|XP_038119498.1|CQUI	LOC111594625|XP_023163784.1|DHYD
OG0006593	LOC6032779|XP_001843320.2|CQUI	LOC111594623|XP_023163781.1|DHYD
OG0006594	LOC6032786|XP_001843325.2|CQUI	LOC111595668|XP_023165260.2|DHYD
OG0006595	LOC6032806|XP_038116443.1|CQUI	LOC111594021|XP_023162897.2|DHYD
OG0006598	LOC6032818|XP_001843355.2|CQUI	LOC111604002|XP_023177626.1|DHYD
OG0006599	LOC6032823|XP_001843360.2|CQUI	LOC111597603|XP_023168172.2|DHYD
OG0006600	LOC6032825|XP_038115305.1|CQUI	LOC111593201|XP_023161597.2|DHYD
OG0006601	LOC6032829|XP_001843367.1|CQUI	LOC111605197|XP_023179372.2|DHYD
OG0006602	LOC6032831|XP_001843368.2|CQUI	LOC111605198|XP_023179373.1|DHYD
OG0006603	LOC6032832|XP_038119769.1|CQUI	LOC111605193|XP_023179364.2|DHYD
OG0006604	LOC6032835|XP_001843372.2|CQUI	LOC111598719|XP_023169879.1|DHYD
OG0006605	LOC6032839|XP_038119245.1|CQUI	LOC111596478|XP_023166502.1|DHYD
OG0006606	LOC6032845|XP_038120209.1|CQUI	LOC111600301|XP_030081394.1|DHYD
OG0006607	LOC6032846|XP_038120210.1|CQUI	LOC111603718|XP_023177194.2|DHYD
OG0006608	LOC6032860|XP_001843385.1|CQUI	LOC111604875|XP_023178880.1|DHYD
OG0006609	LOC6032900|XP_038116291.1|CQUI	LOC111602719|XP_023175733.1|DHYD
OG0006610	LOC6032908|XP_038114526.1|CQUI	LOC111601665|XP_023174118.2|DHYD
OG0006611	LOC6032911|XP_038116284.1|CQUI	LOC111601671|XP_023174129.2|DHYD
OG0006612	LOC6032913|XP_001843437.2|CQUI	LOC111601669|XP_023174127.1|DHYD
OG0006613	LOC6049338|XP_038119131.1|CQUI	LOC111601667|XP_023174126.1|DHYD
OG0006614	LOC6049340|XP_038117963.1|CQUI	LOC111601666|XP_023174123.1|DHYD
OG0006615	LOC6031073|XP_038119046.1|CQUI	LOC111601686|XP_023174160.1|DHYD
OG0006616	LOC6031070|XP_038122390.1|CQUI	LOC111592743|XP_023160908.2|DHYD
OG0006617	LOC6031075|XP_001841926.2|CQUI	LOC111601065|XP_023173256.1|DHYD
OG0006618	LOC6031094|XP_038120256.1|CQUI	LOC111598722|XP_023169882.1|DHYD
OG0006619	LOC6054042|XP_038116192.1|CQUI	LOC111599763|XP_023171288.1|DHYD
OG0006620	LOC6054046|XP_038119442.1|CQUI	LOC111599281|XP_023170647.2|DHYD
OG0006621	LOC6053563|XP_038116160.1|CQUI	LOC111592834|XP_023161026.2|DHYD
OG0006622	LOC6038682|XP_001848437.1|CQUI	LOC111598684|XP_023169815.1|DHYD
OG0006623	LOC6038685|XP_001848438.1|CQUI	LOC111598693|XP_023169826.1|DHYD
