Orthogroup	CQUI.longest_only	DALB.longest_only
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC117571191|XP_034109121.1|DALB
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC117568329|XP_034104803.1|DALB
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC117569583|XP_034106702.1|DALB
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC117567635|XP_034103625.1|DALB
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC117569795|XP_034106996.1|DALB
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC117567194|XP_034102914.1|DALB
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC117567188|XP_034102904.1|DALB
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC117572379|XP_034111039.1|DALB
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC117567288|XP_034103049.1|DALB
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC117572513|XP_034111258.1|DALB
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC117568091|XP_034104362.1|DALB
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC117571908|XP_034110276.1|DALB
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC117570781|XP_034108513.1|DALB
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC117568662|XP_034105355.1|DALB
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC117567321|XP_034103111.1|DALB
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC117567331|XP_034103143.1|DALB
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC117567049|XP_034102662.1|DALB
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC117571920|XP_034110289.1|DALB
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC117568332|XP_034104805.1|DALB
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC117572586|XP_034111361.1|DALB
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC117570559|XP_034108175.1|DALB
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC117569273|XP_034106263.1|DALB
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC117567087|XP_034102734.1|DALB
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC117571989|XP_034110388.1|DALB
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC117572759|XP_034111735.1|DALB
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC117571167|XP_034109087.1|DALB
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC117569033|XP_034105921.1|DALB
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC117567911|XP_034104080.1|DALB
OG0004941	LOC6031042|XP_038114824.1|CQUI	LOC117572588|XP_034111362.1|DALB
OG0004942	LOC6031047|XP_038117859.1|CQUI	LOC117569088|XP_034105995.1|DALB
OG0004943	LOC6031049|XP_001841898.1|CQUI	LOC117569510|XP_034106587.1|DALB
OG0004944	LOC6031063|XP_038122012.1|CQUI	LOC117567820|XP_034103952.1|DALB
OG0004945	LOC6034091|XP_001844459.1|CQUI	LOC117570005|XP_034107291.1|DALB
OG0004946	LOC6031006|XP_038120661.1|CQUI	LOC117571020|XP_034108870.1|DALB
OG0004947	LOC6030999|XP_038118718.1|CQUI	LOC117570670|XP_034108359.1|DALB
OG0004948	LOC6042818|XP_001870816.2|CQUI	LOC117572533|XP_034111288.1|DALB
OG0004949	LOC6042820|XP_038120566.1|CQUI	LOC117572531|XP_034111285.1|DALB
OG0004950	LOC6042821|XP_038119055.1|CQUI	LOC117570884|XP_034108673.1|DALB
OG0004951	LOC6042824|XP_038116571.1|CQUI	LOC117573293|XP_034112287.1|DALB
OG0004952	LOC6042826|XP_001870823.1|CQUI	LOC117567124|XP_034102822.1|DALB
OG0004953	LOC6042828|XP_001870825.1|CQUI	LOC117567810|XP_034103936.1|DALB
OG0004954	LOC6044579|XP_001862072.2|CQUI	LOC117567808|XP_034103933.1|DALB
OG0004955	LOC6039263|XP_001848898.2|CQUI	LOC117566966|XP_034102512.1|DALB
OG0004956	LOC6039267|XP_038115125.1|CQUI	LOC117569925|XP_034107167.1|DALB
OG0004957	LOC6044083|XP_038114695.1|CQUI	LOC117567081|XP_034102726.1|DALB
OG0004958	LOC6044069|XP_038116052.1|CQUI	LOC117570870|XP_034108652.1|DALB
OG0004959	LOC6044062|XP_038121183.1|CQUI	LOC117570950|XP_034108775.1|DALB
OG0004960	LOC6044067|XP_038122351.1|CQUI	LOC117571571|XP_034109671.1|DALB
OG0004961	LOC6044063|XP_001861634.2|CQUI	LOC117569148|XP_034106099.1|DALB
OG0004962	LOC6044088|XP_001861631.1|CQUI	LOC117570961|XP_034108795.1|DALB
OG0004963	LOC119768573|XP_038114513.1|CQUI	LOC117568485|XP_034105062.1|DALB
OG0004964	LOC6051406|XP_038117934.1|CQUI	LOC117568911|XP_034105707.1|DALB, LOC117568912|XP_034105709.1|DALB
OG0004965	LOC6045672|XP_001862990.1|CQUI	LOC117567310|XP_034103088.1|DALB
OG0004966	LOC119769641|XP_038118806.1|CQUI	LOC117568144|XP_034104443.1|DALB
OG0004967	LOC6047369|XP_001864441.1|CQUI	LOC117566898|XP_034102404.1|DALB
OG0004968	LOC119769240|XP_038117101.1|CQUI	LOC117568291|XP_034104701.1|DALB
OG0004969	LOC6053218|XP_038121462.1|CQUI	LOC117570439|XP_034107987.1|DALB
OG0004970	LOC6053219|XP_038121463.1|CQUI	LOC117570932|XP_034108751.1|DALB
OG0004971	LOC6038838|XP_038121464.1|CQUI	LOC117572572|XP_034111346.1|DALB
OG0004972	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI	LOC117572075|XP_034110553.1|DALB
OG0004973	LOC6038820|XP_001848537.1|CQUI	LOC117566853|XP_034102337.1|DALB
OG0004974	LOC6038807|XP_038117097.1|CQUI	LOC117567949|XP_034104139.1|DALB
OG0004975	LOC6047332|XP_001864408.1|CQUI	LOC117571914|XP_034110283.1|DALB
OG0004976	LOC6047334|XP_038120001.1|CQUI	LOC117570886|XP_034108675.1|DALB
OG0004977	LOC6038664|XP_001848421.2|CQUI	LOC117571577|XP_034109680.1|DALB
OG0004978	LOC6043644|XP_038118720.1|CQUI	LOC117567088|XP_034102736.1|DALB
OG0004979	LOC6040580|XP_038119611.1|CQUI	LOC117570463|XP_034108016.1|DALB
OG0004980	LOC6044646|XP_038121367.1|CQUI	LOC117569485|XP_034106556.1|DALB
OG0004981	LOC6030984|XP_001841837.2|CQUI	LOC117571358|XP_034109357.1|DALB
OG0004982	LOC6030985|XP_001841838.2|CQUI	LOC117570127|XP_034107482.1|DALB
OG0004983	LOC6030977|XP_001841831.2|CQUI	LOC117569310|XP_034106314.1|DALB
OG0004984	LOC6042840|XP_001870836.1|CQUI	LOC117569950|XP_034107203.1|DALB
OG0004985	LOC6039545|XP_038118683.1|CQUI	LOC117572401|XP_034111073.1|DALB
OG0004986	LOC6039551|XP_038120315.1|CQUI	LOC117567231|XP_034102952.1|DALB
OG0004987	LOC6039550|XP_038119871.1|CQUI	LOC117571121|XP_034109010.1|DALB
OG0004988	LOC6039548|XP_038121779.1|CQUI	LOC117572402|XP_034111074.1|DALB
OG0004989	LOC6039553|XP_001849150.2|CQUI	LOC117571122|XP_034109014.1|DALB
OG0004990	LOC6048516|XP_038118480.1|CQUI	LOC117567167|XP_034102871.1|DALB
OG0004991	LOC6050162|XP_038114619.1|CQUI	LOC117571157|XP_034109056.1|DALB
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC117571161|XP_034109062.1|DALB
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC117572009|XP_034110419.1|DALB
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC117570918|XP_034108717.1|DALB
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC117568277|XP_034104661.1|DALB
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC117569514|XP_034106596.1|DALB
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC117572568|XP_034111339.1|DALB
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC117572358|XP_034111012.1|DALB
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC117569150|XP_034106101.1|DALB
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC117567955|XP_034104145.1|DALB
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC117574551|XP_034114313.1|DALB
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC117572560|XP_034111327.1|DALB
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC117571382|XP_034109392.1|DALB
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC117569828|XP_034107044.1|DALB
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC117569821|XP_034107035.1|DALB
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC117568565|XP_034105183.1|DALB
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC117566387|XP_034101783.1|DALB
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC117572511|XP_034111255.1|DALB
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC117568892|XP_034105684.1|DALB
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC117567295|XP_034103063.1|DALB
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC117570806|XP_034108552.1|DALB
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC117576335|XP_034116900.1|DALB
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC117569322|XP_034106340.1|DALB
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC117569469|XP_034106528.1|DALB
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC117571436|XP_034109471.1|DALB
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC117567730|XP_034103785.1|DALB
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC117567073|XP_034102709.1|DALB
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC117569296|XP_034106294.1|DALB
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC117568861|XP_034105639.1|DALB
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC117565376|XP_034100341.1|DALB
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC117572500|XP_034111242.1|DALB
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC117566547|XP_034101980.1|DALB
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC117570525|XP_034108119.1|DALB
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC117568216|XP_034104581.1|DALB
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC117570396|XP_034107906.1|DALB
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC117569291|XP_034106287.1|DALB
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC117575240|XP_034115263.1|DALB
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC117567560|XP_034103511.1|DALB
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC117569748|XP_034106927.1|DALB, LOC117571932|XP_034110312.1|DALB
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC117567929|XP_034104105.1|DALB
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC117571013|XP_034108862.1|DALB
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC117567920|XP_034104092.1|DALB
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC117570333|XP_034107775.1|DALB
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC117566826|XP_034102282.1|DALB
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC117566550|XP_034101983.1|DALB
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC117567585|XP_034103557.1|DALB
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC117568721|XP_034105430.1|DALB
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC117564151|XP_034098708.1|DALB
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC117567025|XP_034102615.1|DALB
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC117570963|XP_034108796.1|DALB
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC117572280|XP_034110878.1|DALB
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC117571591|XP_034109698.1|DALB
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC117571589|XP_034109696.1|DALB
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC117568279|XP_034104681.1|DALB
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC117572719|XP_034111672.1|DALB
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC117567398|XP_034103246.1|DALB
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC117567401|XP_034103251.1|DALB
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC117570205|XP_034107584.1|DALB
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC117571158|XP_034109057.1|DALB
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC117571553|XP_034109647.1|DALB
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC117567582|XP_034103554.1|DALB
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC117566062|XP_034101410.1|DALB
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC117567432|XP_034103323.1|DALB
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC117572600|XP_034111404.1|DALB
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC117571639|XP_034109756.1|DALB
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC117571720|XP_034109912.1|DALB
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC117563366|XP_034097556.1|DALB
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC117572031|XP_034110473.1|DALB
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC117571888|XP_034110243.1|DALB
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC117566805|XP_034102244.1|DALB
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC117568813|XP_034105568.1|DALB
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC117566672|XP_034102109.1|DALB
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC117570679|XP_034108369.1|DALB
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC117568640|XP_034105320.1|DALB
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC117569513|XP_034106592.1|DALB
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC117567590|XP_034103563.1|DALB
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC117574357|XP_034114119.1|DALB
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC117572756|XP_034111731.1|DALB
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC117569297|XP_034106296.1|DALB
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC117570517|XP_034108109.1|DALB
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC117572435|XP_034111154.1|DALB
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC117570699|XP_034108393.1|DALB
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC117570428|XP_034107973.1|DALB
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC117568242|XP_034104610.1|DALB
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC117566817|XP_034102269.1|DALB
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC117571930|XP_034110309.1|DALB
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC117568185|XP_034104532.1|DALB
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC117567978|XP_034104187.1|DALB
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC117572173|XP_034110714.1|DALB
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC117569893|XP_034107126.1|DALB
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC117567405|XP_034103255.1|DALB
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC117572434|XP_034111152.1|DALB
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC117572429|XP_034111145.1|DALB
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC117572274|XP_034110868.1|DALB
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC117572690|XP_034111625.1|DALB
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC117568154|XP_034104463.1|DALB
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC117567816|XP_034103942.1|DALB
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC117572006|XP_034110413.1|DALB
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC6030788|XP_038115994.1|CQUI	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC117566570|XP_034102003.1|DALB
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC117565514|XP_034100558.1|DALB
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC117570602|XP_034108237.1|DALB
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC117563658|XP_034097964.1|DALB
