Orthogroup	CQUI.longest_only	DNOV.longest_only
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC115771169|XP_030572611.1|DNOV
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC115769692|XP_030570475.1|DNOV
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC115762736|XP_030560929.1|DNOV
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC115763917|XP_030562576.1|DNOV
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC115767427|XP_030567565.1|DNOV
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC115762812|XP_030561036.1|DNOV
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC115770038|XP_030570964.1|DNOV
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC115765044|XP_030564281.1|DNOV
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC115760831|XP_030558218.1|DNOV
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC115768348|XP_030568775.1|DNOV
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC115766759|XP_030566601.1|DNOV
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC115758563|XP_030555132.1|DNOV
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC115759508|XP_030556308.1|DNOV
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC115761060|XP_030558538.1|DNOV
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC115769649|XP_030570422.1|DNOV, LOC115769650|XP_030570423.1|DNOV
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC115769977|XP_030570896.1|DNOV
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC115770398|XP_030571510.1|DNOV
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC115766443|XP_030566294.1|DNOV
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC115771285|XP_030572767.1|DNOV
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC115762450|XP_030560512.1|DNOV
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC115770377|XP_030571524.1|DNOV
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC115757952|XP_030554288.1|DNOV
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC115762710|XP_030560895.1|DNOV
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC115767439|XP_030567594.1|DNOV
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC115771073|XP_030572485.1|DNOV
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC115761067|XP_030558544.1|DNOV
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC115762117|XP_030560081.1|DNOV
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC115767127|XP_030567149.1|DNOV
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC115762974|XP_030561212.1|DNOV
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC115764795|XP_030563899.1|DNOV
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC115761120|XP_030558621.1|DNOV
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC115760562|XP_030557827.1|DNOV
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC115769390|XP_030570045.1|DNOV
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC115762033|XP_030559959.1|DNOV
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC115766108|XP_030565792.1|DNOV
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC115762557|XP_030560695.1|DNOV
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC115762289|XP_030560314.1|DNOV
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC115761225|XP_030558778.1|DNOV
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC115761234|XP_030558790.1|DNOV
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC115760766|XP_030558111.1|DNOV
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC115762374|XP_030560414.1|DNOV
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC115762502|XP_030560600.1|DNOV
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC115762501|XP_030560599.1|DNOV
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC115771079|XP_030572494.1|DNOV
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC115764303|XP_030563102.1|DNOV
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC115762941|XP_030561184.1|DNOV
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC115762940|XP_030561181.1|DNOV
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC115762452|XP_030560515.1|DNOV
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC115762401|XP_030560446.1|DNOV
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC115760719|XP_030558047.1|DNOV
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC115759692|XP_030556549.1|DNOV
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC115762204|XP_030560188.1|DNOV
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC115760802|XP_030558161.1|DNOV
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC115760516|XP_030557745.1|DNOV
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC115771388|XP_030572933.1|DNOV
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC115771147|XP_030572578.1|DNOV
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC115762137|XP_030560107.1|DNOV
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC115769596|XP_030570342.1|DNOV
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC115760844|XP_030558249.1|DNOV
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC115760504|XP_030557723.1|DNOV
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC115768338|XP_030568765.1|DNOV
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC115758969|XP_030555631.1|DNOV
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC115760613|XP_030557922.1|DNOV
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC115761079|XP_030558558.1|DNOV
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC115765025|XP_030564248.1|DNOV
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC115758377|XP_030554840.1|DNOV
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC115760829|XP_030558214.1|DNOV
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC115771467|XP_030573050.1|DNOV
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC115769403|XP_030570066.1|DNOV
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC115771469|XP_030573052.1|DNOV
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC115758515|XP_030555067.1|DNOV
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC115761315|XP_030558906.1|DNOV
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC115770180|XP_030571201.1|DNOV
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC115769265|XP_030569838.1|DNOV
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC115762921|XP_030561162.1|DNOV
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC115769164|XP_030569722.1|DNOV
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC115770363|XP_030571466.1|DNOV
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC115769911|XP_030570793.1|DNOV
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC115761575|XP_030559221.1|DNOV
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC115770051|XP_030570995.1|DNOV
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC115768090|XP_030568426.1|DNOV
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC115771277|XP_030572757.1|DNOV
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC115767692|XP_030567849.1|DNOV
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC115769814|XP_030570643.1|DNOV
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC115769887|XP_030570758.1|DNOV
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC115766961|XP_030566909.1|DNOV
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC115761009|XP_030558484.1|DNOV
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC115760873|XP_030558294.1|DNOV
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC115760871|XP_030558290.1|DNOV
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC115761083|XP_030558563.1|DNOV
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC115764808|XP_030563916.1|DNOV
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC115762035|XP_030559961.1|DNOV
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC115760565|XP_030557832.1|DNOV
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC115772109|XP_030553828.1|DNOV
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC115760347|XP_030557488.1|DNOV
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC115770203|XP_030571255.1|DNOV
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC115770204|XP_030571256.1|DNOV
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC115760561|XP_030557826.1|DNOV
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC115762174|XP_030560153.1|DNOV
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC115771738|XP_030573425.1|DNOV
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC115761110|XP_030558598.1|DNOV
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC115769615|XP_030570373.1|DNOV
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC115771186|XP_030572639.1|DNOV
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC115760671|XP_030557997.1|DNOV
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC115760978|XP_030558441.1|DNOV
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC115762146|XP_030560118.1|DNOV
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC115770224|XP_030571285.1|DNOV
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC115769668|XP_030570441.1|DNOV
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC115769735|XP_030570530.1|DNOV
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC115762505|XP_030560605.1|DNOV
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC115762766|XP_030560970.1|DNOV
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC115762612|XP_030560768.1|DNOV
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC115770953|XP_030572279.1|DNOV
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC115760254|XP_030557378.1|DNOV
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC115771058|XP_030572473.1|DNOV
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC115769468|XP_030570142.1|DNOV
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC115764721|XP_030563788.1|DNOV
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC115762057|XP_030559998.1|DNOV
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC115760101|XP_030557150.1|DNOV
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC115770084|XP_030571054.1|DNOV
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC115771021|XP_030572401.1|DNOV
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC115771074|XP_030572486.1|DNOV
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC115764841|XP_030563953.1|DNOV
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC115769850|XP_030570687.1|DNOV
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC115769835|XP_030570669.1|DNOV
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC115762755|XP_030560956.1|DNOV
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC115760852|XP_030558263.1|DNOV
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC115760851|XP_030558262.1|DNOV
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC115771554|XP_030573160.1|DNOV
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC115763287|XP_030561636.1|DNOV
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC115758392|XP_030554866.1|DNOV
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC115758387|XP_030554851.1|DNOV
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC115767126|XP_030567147.1|DNOV
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC115769776|XP_030570601.1|DNOV
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC115769972|XP_030570884.1|DNOV
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC115762948|XP_030561194.1|DNOV
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC115770081|XP_030571050.1|DNOV
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC115765401|XP_030564796.1|DNOV
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC115762195|XP_030560177.1|DNOV
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC115770999|XP_030572359.1|DNOV
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC115769673|XP_030570448.1|DNOV
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC115769712|XP_030570501.1|DNOV
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC115770540|XP_030571704.1|DNOV
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC115769919|XP_030570804.1|DNOV
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC115769398|XP_030570059.1|DNOV
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC115770806|XP_030572089.1|DNOV
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC115771557|XP_030573162.1|DNOV
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC115762945|XP_030561190.1|DNOV
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC115770023|XP_030570938.1|DNOV
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC115771291|XP_030572774.1|DNOV
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC115765812|XP_030565394.1|DNOV
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC115760289|XP_030557425.1|DNOV
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC115760778|XP_030558128.1|DNOV
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC115760642|XP_030557962.1|DNOV
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC115763508|XP_030561969.1|DNOV
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC115760760|XP_030558101.1|DNOV
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC115760787|XP_030558143.1|DNOV
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC115771294|XP_030572779.1|DNOV
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC115771431|XP_030572995.1|DNOV
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC115760881|XP_030558304.1|DNOV
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC115760790|XP_030558146.1|DNOV
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC115762123|XP_030560088.1|DNOV
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC115771774|XP_030573493.1|DNOV
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC115771243|XP_030572704.1|DNOV
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC115771114|XP_030572538.1|DNOV
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC115771255|XP_030572726.1|DNOV
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC115771008|XP_030572373.1|DNOV
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC115771254|XP_030572719.1|DNOV
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC115769935|XP_030570836.1|DNOV
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC115771057|XP_030572465.1|DNOV
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC115771042|XP_030572441.1|DNOV
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC115769938|XP_030570841.1|DNOV
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC115759802|XP_030556748.1|DNOV
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC115762113|XP_030560077.1|DNOV
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC115757714|XP_030553936.1|DNOV
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC115771091|XP_030572504.1|DNOV
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC115758923|XP_030555584.1|DNOV
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC115769748|XP_030570551.1|DNOV
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC115769897|XP_030570776.1|DNOV
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC115762654|XP_030560820.1|DNOV
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC115762762|XP_030560965.1|DNOV
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC115769233|XP_030569806.1|DNOV
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC115768522|XP_030568973.1|DNOV
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC115760838|XP_030558242.1|DNOV
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC115762385|XP_030560425.1|DNOV
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC115762081|XP_030560033.1|DNOV
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC115766722|XP_030566533.1|DNOV
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC115762645|XP_030560811.1|DNOV
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC115762690|XP_030560872.1|DNOV
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC115760943|XP_030558383.1|DNOV
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC115769011|XP_030569582.1|DNOV
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC115762521|XP_030560641.1|DNOV
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC115764379|XP_030563204.1|DNOV
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC115761378|XP_030558992.1|DNOV
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC115762212|XP_030560199.1|DNOV
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC115759989|XP_030557006.1|DNOV
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC115766766|XP_030566619.1|DNOV
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC115768906|XP_030569484.1|DNOV
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC115764869|XP_030564006.1|DNOV
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC115760847|XP_030558259.1|DNOV
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC115765267|XP_030564619.1|DNOV
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC115765869|XP_030565503.1|DNOV
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC115765965|XP_030565617.1|DNOV
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC115771381|XP_030572929.1|DNOV
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC115762787|XP_030560999.1|DNOV
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC115764683|XP_030563731.1|DNOV
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC115759384|XP_030556174.1|DNOV
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC115762114|XP_030560078.1|DNOV
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC115765487|XP_030564944.1|DNOV
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC115770472|XP_030571614.1|DNOV
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC115764916|XP_030564079.1|DNOV
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC115769291|XP_030569878.1|DNOV
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC115762162|XP_030560139.1|DNOV
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC115758416|XP_030554928.1|DNOV
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC115763472|XP_030561917.1|DNOV
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC115763525|XP_030561989.1|DNOV
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC115763014|XP_030561263.1|DNOV
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC115764890|XP_030564036.1|DNOV
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC115763323|XP_030561683.1|DNOV
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC115765559|XP_030565056.1|DNOV
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC115759818|XP_030556770.1|DNOV
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC115759191|XP_030555928.1|DNOV
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC115771048|XP_030572449.1|DNOV
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC115759763|XP_030556678.1|DNOV
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC115757683|XP_030553884.1|DNOV
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC115758490|XP_030555035.1|DNOV
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC115759247|XP_030556007.1|DNOV
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC115759777|XP_030556703.1|DNOV
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC115765493|XP_030564960.1|DNOV
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC115771923|XP_030573681.1|DNOV
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC115769296|XP_030569883.1|DNOV
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC115763478|XP_030561924.1|DNOV
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC115758367|XP_030554815.1|DNOV
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC115759295|XP_030556057.1|DNOV
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC115766123|XP_030565804.1|DNOV
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC115759328|XP_030556103.1|DNOV
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC115758869|XP_030555521.1|DNOV
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC115759887|XP_030556862.1|DNOV
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC115763572|XP_030562051.1|DNOV
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC115763497|XP_030561952.1|DNOV
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC115760186|XP_030557275.1|DNOV
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC115763422|XP_030561841.1|DNOV
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC115763351|XP_030561729.1|DNOV
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC115769173|XP_030569738.1|DNOV
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC115758717|XP_030555330.1|DNOV
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC115761521|XP_030559152.1|DNOV
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC115759192|XP_030555929.1|DNOV
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC115759194|XP_030555933.1|DNOV
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC115759883|XP_030556858.1|DNOV
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC115763353|XP_030561734.1|DNOV
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC115758339|XP_030554773.1|DNOV
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC115759149|XP_030555862.1|DNOV
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC115759975|XP_030556988.1|DNOV
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC115769207|XP_030569774.1|DNOV
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC115762074|XP_030560027.1|DNOV
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC115758340|XP_030554774.1|DNOV
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC115763142|XP_030561452.1|DNOV
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC115769311|XP_030569901.1|DNOV
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC115763582|XP_030562062.1|DNOV
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC115759120|XP_030555823.1|DNOV
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC115763343|XP_030561714.1|DNOV
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC115763252|XP_030561590.1|DNOV
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC115771618|XP_030573256.1|DNOV
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC115761318|XP_030558914.1|DNOV
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC115769211|XP_030569781.1|DNOV
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC115762075|XP_030560024.1|DNOV
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC115760305|XP_030557453.1|DNOV
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC115761011|XP_030558481.1|DNOV
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC115758573|XP_030555147.1|DNOV
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC115759261|XP_030556023.1|DNOV
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC115765476|XP_030564916.1|DNOV
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC115769128|XP_030569694.1|DNOV
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC115758782|XP_030555413.1|DNOV
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC115762283|XP_030560307.1|DNOV
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC115763424|XP_030561843.1|DNOV
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC115758680|XP_030555280.1|DNOV
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC115763085|XP_030561376.1|DNOV
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC115763205|XP_030561530.1|DNOV
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC115759555|XP_030556377.1|DNOV
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC115763084|XP_030561374.1|DNOV
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC115759980|XP_030556993.1|DNOV
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC115768693|XP_030569240.1|DNOV
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC115759103|XP_030555801.1|DNOV
