Orthogroup	CQUI.longest_only	DERE.longest_only
OG0005297	LOC6051283|XP_038110274.1|CQUI	LOC6541803|XP_015015410.1|DERE
OG0005298	LOC6044548|XP_001862044.2|CQUI	LOC6542528|XP_001969341.1|DERE
OG0005299	LOC6044555|XP_001862054.1|CQUI	LOC6554533|XP_001981318.1|DERE
OG0005300	LOC6044556|XP_001862055.1|CQUI	LOC6551509|XP_001978580.1|DERE
OG0005301	LOC6044586|XP_038109636.1|CQUI	LOC6542505|XP_026835513.1|DERE
OG0005302	LOC6044598|XP_001862087.1|CQUI	LOC6546937|XP_026835716.1|DERE
OG0005303	LOC6050048|XP_001866714.2|CQUI	LOC6549230|XP_001974355.1|DERE
OG0005304	LOC6050044|XP_001866716.2|CQUI	LOC6541641|XP_001970018.1|DERE
OG0005305	LOC6031769|XP_038109419.1|CQUI	LOC6547095|XP_001974934.1|DERE
OG0005306	LOC6031763|XP_001842474.2|CQUI	LOC6547748|XP_001976257.1|DERE
OG0005307	LOC119767749|XP_038113051.1|CQUI	LOC6542098|XP_026834584.1|DERE
OG0005308	LOC6037124|XP_038107545.1|CQUI	LOC6541855|XP_001969964.1|DERE
OG0005309	LOC6037123|XP_038109038.1|CQUI	LOC6540889|XP_001968541.1|DERE
OG0005310	LOC6037120|XP_001847063.1|CQUI	LOC6543489|XP_001970273.1|DERE
OG0005311	LOC6037118|XP_038112943.1|CQUI	LOC6541541|XP_026834977.1|DERE
OG0005312	LOC6037107|XP_038108555.1|CQUI	LOC6542267|XP_001969678.1|DERE
OG0005313	LOC6041063|XP_038106844.1|CQUI	LOC6541174|XP_026834792.1|DERE
OG0005314	LOC6041066|XP_038108668.1|CQUI	LOC6541115|XP_001969783.2|DERE
OG0005315	LOC6031932|XP_038111594.1|CQUI	LOC6549295|XP_001974369.3|DERE
OG0005316	LOC6031935|XP_038109299.1|CQUI	LOC6547094|XP_015011818.1|DERE
OG0005317	LOC6031939|XP_001842620.2|CQUI	LOC6547614|XP_001976251.1|DERE
OG0005318	LOC6031946|XP_038111193.1|CQUI	LOC113563693|XP_026838680.1|DERE, LOC6548543|XP_026838704.1|DERE
OG0005319	LOC6031773|XP_001842484.2|CQUI	LOC6541524|XP_026834872.1|DERE
OG0005320	LOC6031774|XP_038107050.1|CQUI	LOC6549113|XP_001974185.2|DERE
OG0005321	LOC6031799|XP_038108131.1|CQUI	LOC6543173|XP_001969894.1|DERE
OG0005322	LOC6038262|XP_038108284.1|CQUI	LOC6542732|XP_001968336.1|DERE
OG0005323	LOC6044475|XP_038113810.1|CQUI	LOC6541536|XP_026835574.1|DERE
OG0005324	LOC6044461|XP_038110576.1|CQUI	LOC6542810|XP_001969348.1|DERE
OG0005325	LOC6044463|XP_038110668.1|CQUI	LOC26526673|XP_015015550.1|DERE, LOC113564232|XP_026835620.1|DERE
OG0005326	LOC6044465|XP_001861979.2|CQUI	LOC6541613|XP_001969349.1|DERE
OG0005327	LOC6044470|XP_038112013.1|CQUI	LOC6541782|XP_026834992.1|DERE
OG0005328	LOC6043297|XP_038110804.1|CQUI	LOC6552351|XP_026831934.1|DERE
OG0005329	LOC6043301|XP_001870916.2|CQUI	LOC6544977|XP_001971574.1|DERE
OG0005330	LOC6043302|XP_001870917.2|CQUI	LOC6544978|XP_001971575.2|DERE
OG0005331	LOC6051454|XP_038113983.1|CQUI	LOC6541697|XP_001968433.1|DERE
OG0005332	LOC6051456|XP_038113109.1|CQUI	LOC6548826|XP_026836303.1|DERE
OG0005333	LOC6048782|XP_001865653.1|CQUI	LOC6541240|XP_001969752.1|DERE
OG0005334	LOC119767603|XP_038112457.1|CQUI	LOC6541544|XP_001969471.1|DERE
OG0005335	LOC6042120|XP_001851269.2|CQUI	LOC6549351|XP_001975797.2|DERE
OG0005336	LOC6042121|XP_001851270.2|CQUI	LOC6543278|XP_001969140.1|DERE
OG0005337	LOC6041507|XP_038111504.1|CQUI	LOC6546733|XP_001974526.3|DERE
OG0005338	LOC6038065|XP_038106821.1|CQUI	LOC6541751|XP_001969406.2|DERE
OG0005339	LOC6038082|XP_038113487.1|CQUI	LOC6541308|XP_001969973.1|DERE
OG0005340	LOC119766890|XP_038109168.1|CQUI	LOC6541835|XP_015014407.1|DERE
OG0005341	LOC119767592|XP_038112427.1|CQUI	LOC6542028|XP_001970435.1|DERE
OG0005342	LOC6054263|XP_038110943.1|CQUI	LOC6542884|XP_001969813.1|DERE
OG0005343	LOC6051148|XP_038113751.1|CQUI	LOC6543294|XP_001970621.1|DERE
OG0005344	LOC6043912|XP_038113173.1|CQUI	LOC6546910|XP_001975989.1|DERE
OG0005345	LOC6043909|XP_001861492.1|CQUI	LOC6542284|XP_001970025.1|DERE
OG0005346	LOC6031188|XP_001842030.1|CQUI	LOC6542413|XP_001970096.1|DERE
OG0005347	LOC6031193|XP_038108570.1|CQUI	LOC6541892|XP_026834155.1|DERE
OG0005348	LOC6052101|XP_038114315.1|CQUI	LOC6541075|XP_015014978.2|DERE
OG0005349	LOC6031209|XP_038110250.1|CQUI	LOC6541398|XP_001969426.1|DERE
OG0005350	LOC6031213|XP_001842047.2|CQUI	LOC6542662|XP_001969857.1|DERE
OG0005351	LOC6031215|XP_038114119.1|CQUI	LOC6543844|XP_001971379.1|DERE
OG0005352	LOC6053789|XP_038113146.1|CQUI	LOC6542764|XP_026835307.1|DERE
OG0005353	LOC6031228|XP_038110749.1|CQUI	LOC6547009|XP_001974624.3|DERE
OG0005354	LOC6031234|XP_038111476.1|CQUI	LOC26526948|XP_026835516.1|DERE, LOC6541908|XP_001968491.1|DERE
OG0005355	LOC6031250|XP_038107855.1|CQUI	LOC6543336|XP_001968147.1|DERE
OG0005356	LOC6031251|XP_001842081.2|CQUI	LOC6542863|XP_001968149.1|DERE
OG0005357	LOC6031255|XP_038107865.1|CQUI	LOC6541757|XP_001970195.1|DERE
OG0005358	LOC6031258|XP_038107859.1|CQUI	LOC6541953|XP_001970109.1|DERE
OG0005359	LOC6041557|XP_038109524.1|CQUI	LOC6547375|XP_001976320.1|DERE
OG0005360	LOC6041565|XP_001850810.2|CQUI	LOC6545091|XP_001973277.1|DERE
OG0005361	LOC6042254|XP_038113703.1|CQUI	LOC6543289|XP_026834835.1|DERE
OG0005362	LOC6042238|XP_001851376.2|CQUI	LOC6543032|XP_001969409.1|DERE
OG0005363	LOC6031399|XP_001842208.2|CQUI	LOC6540741|XP_026835096.1|DERE
OG0005364	LOC6031999|XP_038112672.1|CQUI	LOC6547647|XP_001974981.1|DERE
OG0005365	LOC6031977|XP_038109516.1|CQUI	LOC6546913|XP_001974116.2|DERE
OG0005366	LOC6036365|XP_001846423.1|CQUI	LOC6546912|XP_001974115.2|DERE
OG0005367	LOC6037028|XP_038108744.1|CQUI	LOC6548267|XP_001974113.1|DERE
OG0005368	LOC6037027|XP_038108747.1|CQUI	LOC6552248|XP_026831474.1|DERE
OG0005369	LOC6037024|XP_001846987.2|CQUI	LOC6541618|XP_001968315.1|DERE
OG0005370	LOC6037025|XP_038109662.1|CQUI	LOC6542525|XP_001969868.1|DERE
OG0005371	LOC6037023|XP_038112378.1|CQUI	LOC6542530|XP_001969870.1|DERE
OG0005373	LOC6036997|XP_001846962.2|CQUI	LOC26526232|XP_015012762.1|DERE
OG0005374	LOC6036642|XP_001846666.1|CQUI	LOC6547616|XP_001976253.1|DERE
OG0005375	LOC6036693|XP_038111713.1|CQUI	LOC6547615|XP_001976252.1|DERE
OG0005376	LOC6031853|XP_038111113.1|CQUI	LOC6541501|XP_015015204.1|DERE
OG0005377	LOC6043728|XP_001861349.2|CQUI	LOC6545679|XP_015013536.1|DERE
OG0005378	LOC6045098|XP_038106924.1|CQUI	LOC6541317|XP_001968288.3|DERE
OG0005379	LOC6045093|XP_001862503.2|CQUI	LOC6542259|XP_001968369.1|DERE
OG0005380	LOC6054497|XP_038109536.1|CQUI	LOC6542225|XP_001968273.2|DERE
OG0005381	LOC6035241|XP_038109478.1|CQUI	LOC6549432|XP_026835685.1|DERE
OG0005382	LOC6035244|XP_038107712.1|CQUI	LOC6548759|XP_026836998.1|DERE
OG0005383	LOC6035265|XP_001845487.1|CQUI	LOC6546444|XP_001972930.2|DERE
OG0005384	LOC6033200|XP_038114239.1|CQUI	LOC6553592|XP_001980176.1|DERE
OG0005385	LOC6033209|XP_038110270.1|CQUI	LOC6547626|XP_001974890.2|DERE
OG0005386	LOC6049130|XP_038107755.1|CQUI	LOC6548650|XP_026836272.1|DERE
OG0005387	LOC6042130|XP_038111881.1|CQUI	LOC6555407|XP_026832030.1|DERE
OG0005388	LOC6040865|XP_001850195.2|CQUI	LOC6540626|XP_001968807.1|DERE
OG0005389	LOC6041517|XP_038111106.1|CQUI	LOC6542502|XP_001969793.3|DERE
OG0005390	LOC119765008|XP_038109151.1|CQUI	LOC6540644|XP_001968760.2|DERE
OG0005391	LOC6036654|XP_038109153.1|CQUI	LOC6540619|XP_001968759.1|DERE
OG0005392	LOC6036672|XP_001846682.1|CQUI	LOC6549404|XP_001974452.1|DERE
OG0005393	LOC6036677|XP_001846685.1|CQUI	LOC6552577|XP_026831748.1|DERE
OG0005394	LOC6046031|XP_038106360.1|CQUI	LOC6549220|XP_001974454.1|DERE
OG0005395	LOC6044529|XP_038110265.1|CQUI	LOC6549291|XP_001974380.1|DERE
OG0005396	LOC6031736|XP_038108574.1|CQUI	LOC6543471|XP_001970269.1|DERE
OG0005397	LOC6031742|XP_038113634.1|CQUI	LOC6543514|XP_001970270.1|DERE
OG0005398	LOC6033182|XP_038109136.1|CQUI	LOC6552481|XP_001978918.1|DERE
OG0005399	LOC6048997|XP_038108498.1|CQUI	LOC6542955|XP_015014584.2|DERE
OG0005400	LOC6043175|XP_038112997.1|CQUI	LOC6542981|XP_015014576.1|DERE
OG0005401	LOC6050427|XP_038110806.1|CQUI	LOC6543490|XP_026834436.1|DERE
OG0005402	LOC6050417|XP_001867034.1|CQUI	LOC6543449|XP_001970279.1|DERE
OG0005403	LOC6050420|XP_001867036.1|CQUI	LOC6543418|XP_001970274.1|DERE
OG0005404	LOC6048410|XP_038108122.1|CQUI	LOC6543462|XP_001970275.1|DERE
OG0005408	LOC6033110|XP_001843605.2|CQUI	LOC6540858|XP_001968745.1|DERE
OG0005409	LOC6033128|XP_038107972.1|CQUI	LOC6542409|XP_001970207.2|DERE
OG0005410	LOC6048230|XP_038113231.1|CQUI	LOC6540657|XP_001968752.1|DERE
OG0005411	LOC6042106|XP_001851257.2|CQUI	LOC6546812|XP_001975922.1|DERE
OG0005412	LOC6042110|XP_001851260.2|CQUI	LOC6546548|XP_001975913.1|DERE
OG0005413	LOC6042115|XP_038110888.1|CQUI	LOC6546621|XP_026836876.1|DERE
OG0005414	LOC6048795|XP_001865662.1|CQUI	LOC6551094|XP_001977108.1|DERE
OG0005416	LOC6031745|XP_038109541.1|CQUI	LOC6541438|XP_001970612.1|DERE
OG0005417	LOC6036171|XP_001846255.2|CQUI	LOC6549631|XP_001974437.1|DERE
OG0005418	LOC6038626|XP_001848400.2|CQUI	LOC6548886|XP_001974128.1|DERE
OG0005419	LOC6038616|XP_001848391.1|CQUI	LOC6540713|XP_001969489.1|DERE
OG0005420	LOC6033756|XP_038111663.1|CQUI	LOC6542796|XP_001970079.1|DERE
OG0005421	LOC119768039|XP_038114270.1|CQUI	LOC6542783|XP_001969778.1|DERE
OG0005422	LOC6033168|XP_038113114.1|CQUI	LOC6550207|XP_001977718.1|DERE
OG0005423	LOC6033276|XP_038107433.1|CQUI	LOC6542392|XP_026835163.1|DERE
OG0005424	LOC6033265|XP_038110775.1|CQUI	LOC6547601|XP_001974961.1|DERE
OG0005425	LOC6033239|XP_038107523.1|CQUI	LOC6550552|XP_001977984.1|DERE
OG0005426	LOC6041536|XP_038109173.1|CQUI	LOC6540586|XP_001970333.1|DERE
OG0005427	LOC6042131|XP_038113917.1|CQUI	LOC6549377|XP_001974297.2|DERE
OG0005428	LOC6037539|XP_038113714.1|CQUI	LOC6542976|XP_001969998.1|DERE
OG0005429	LOC6037541|XP_001847441.1|CQUI	LOC6540958|XP_001970016.1|DERE
OG0005430	LOC6037542|XP_038111124.1|CQUI	LOC6540952|XP_026834191.1|DERE
OG0005431	LOC6046680|XP_038112810.1|CQUI	LOC6548592|XP_001973956.1|DERE
OG0005432	LOC6043019|XP_001854652.2|CQUI	LOC6548475|XP_001973913.2|DERE
OG0005433	LOC6041589|XP_038113510.1|CQUI	LOC6548138|XP_001975230.1|DERE
OG0005434	LOC6038922|XP_038110157.1|CQUI	LOC6548596|XP_015012010.1|DERE
OG0005435	LOC6038921|XP_038111655.1|CQUI	LOC6553325|XP_001979189.1|DERE
OG0005436	LOC6038920|XP_038111654.1|CQUI	LOC6548595|XP_026838684.1|DERE
OG0005437	LOC6032914|XP_038111912.1|CQUI	LOC6552508|XP_001979816.1|DERE
OG0005438	LOC6044240|XP_038107781.1|CQUI	LOC6542099|XP_001968228.1|DERE
OG0005439	LOC6054421|XP_001870336.1|CQUI	LOC6553583|XP_001980279.1|DERE
OG0005440	LOC6053907|XP_038111454.1|CQUI	LOC6541686|XP_026834304.1|DERE
OG0005441	LOC6049453|XP_038110318.1|CQUI	LOC6542122|XP_001969702.1|DERE
OG0005442	LOC6031916|XP_001842557.2|CQUI	LOC6549341|XP_001974321.1|DERE
OG0005443	LOC6031864|XP_001842565.1|CQUI	LOC6541854|XP_026834461.1|DERE
OG0005444	LOC6031889|XP_038111792.1|CQUI	LOC6543007|XP_001968162.1|DERE
OG0005445	LOC6034903|XP_038107543.1|CQUI	LOC6542470|XP_026834747.1|DERE
OG0005446	LOC6034897|XP_038107065.1|CQUI	LOC6541555|XP_001970228.1|DERE
OG0005447	LOC6049725|XP_001866436.2|CQUI	LOC6540893|XP_001968736.1|DERE
OG0005448	LOC6036456|XP_038109074.1|CQUI	LOC6546767|XP_001975524.1|DERE
OG0005449	LOC6036461|XP_038108513.1|CQUI	LOC6550693|XP_001978018.1|DERE
OG0005450	LOC6036464|XP_001846514.1|CQUI	LOC6555452|XP_001981452.1|DERE
OG0005451	LOC6039116|XP_038107170.1|CQUI	LOC6549193|XP_026836500.1|DERE
OG0005452	LOC6034398|XP_038110460.1|CQUI	LOC6547369|XP_015011557.1|DERE
OG0005453	LOC6048199|XP_038107092.1|CQUI	LOC6552456|XP_001980874.1|DERE
OG0005454	LOC6038877|XP_001848576.2|CQUI	LOC6542769|XP_001969737.1|DERE
OG0005455	LOC6038892|XP_038113598.1|CQUI	LOC6548562|XP_001976634.1|DERE
OG0005456	LOC6038897|XP_038107322.1|CQUI	LOC6549496|XP_001974287.1|DERE
OG0005457	LOC6038903|XP_001848602.1|CQUI	LOC6549498|XP_015012060.1|DERE
OG0005458	LOC6036344|XP_038108265.1|CQUI	LOC6542849|XP_001968311.1|DERE
OG0005459	LOC6049728|XP_001866440.2|CQUI	LOC6541022|XP_001968732.1|DERE
OG0005460	LOC6038007|XP_001847854.1|CQUI	LOC6541575|XP_001968809.1|DERE
OG0005461	LOC6036434|XP_001846487.1|CQUI	LOC6549437|XP_001974302.1|DERE
OG0005462	LOC6036435|XP_001846488.1|CQUI	LOC6549439|XP_001974304.1|DERE
OG0005463	LOC6036438|XP_001846485.2|CQUI	LOC6545844|XP_026833921.1|DERE
OG0005464	LOC6046640|XP_038107917.1|CQUI	LOC6549381|XP_001974301.1|DERE
OG0005465	LOC6046636|XP_038107123.1|CQUI	LOC6549499|XP_026836551.1|DERE
OG0005466	LOC6034892|XP_001845160.1|CQUI	LOC6549497|XP_001974288.1|DERE
OG0005467	LOC6054133|XP_038110565.1|CQUI	LOC6554913|XP_001982235.1|DERE
OG0005469	LOC6037907|XP_001847767.2|CQUI	LOC6541018|XP_001970291.1|DERE
OG0005470	LOC6037906|XP_001847766.2|CQUI	LOC6540842|XP_001970293.1|DERE
OG0005471	LOC6037905|XP_001847765.2|CQUI	LOC6547633|XP_026836307.1|DERE
OG0005472	LOC6037904|XP_038110309.1|CQUI	LOC6547631|XP_026835675.1|DERE
OG0005473	LOC6047237|XP_001864320.1|CQUI	LOC6542263|XP_026835177.1|DERE
OG0005474	LOC6035772|XP_001845898.2|CQUI	LOC6541690|XP_001969763.1|DERE
OG0005475	LOC6035774|XP_001845899.2|CQUI	LOC6541700|XP_001969764.1|DERE
OG0005476	LOC6035775|XP_001845900.2|CQUI	LOC6543216|XP_001970554.2|DERE
OG0005477	LOC6035781|XP_038109676.1|CQUI	LOC6543854|XP_026833745.1|DERE
OG0005478	LOC6035786|XP_001845910.2|CQUI	LOC6541137|XP_001968672.1|DERE
OG0005479	LOC6035787|XP_038112748.1|CQUI	LOC6541504|XP_001968673.1|DERE
OG0005480	LOC6035788|XP_001845912.1|CQUI	LOC6541666|XP_001968674.1|DERE
OG0005481	LOC6038905|XP_038109770.1|CQUI	LOC6542703|XP_001968574.1|DERE
OG0005482	LOC6038912|XP_038107107.1|CQUI	LOC6541612|XP_026834822.1|DERE
OG0005483	LOC6038913|XP_038113061.1|CQUI	LOC6552997|XP_001980057.2|DERE
OG0005484	LOC6048475|XP_001865382.2|CQUI	LOC6543042|XP_001968967.1|DERE
OG0005485	LOC6047907|XP_038108001.1|CQUI	LOC6549454|XP_001975778.2|DERE
OG0005486	LOC6036134|XP_001846227.2|CQUI	LOC6540809|XP_001970390.1|DERE
OG0005487	LOC6033296|XP_038113475.1|CQUI	LOC6541516|XP_026834224.1|DERE
OG0005488	LOC6033300|XP_038110824.1|CQUI	LOC6542027|XP_001968505.1|DERE
OG0005489	LOC6036001|XP_038111940.1|CQUI	LOC6541016|XP_001968241.1|DERE
OG0005490	LOC6036002|XP_038111138.1|CQUI	LOC6540976|XP_001968240.1|DERE
OG0005491	LOC6054068|XP_038110755.1|CQUI	LOC6542991|XP_026835464.1|DERE
OG0005492	LOC6045779|XP_001863080.1|CQUI	LOC6543291|XP_001968335.1|DERE
OG0005493	LOC6045772|XP_038114393.1|CQUI	LOC6549099|XP_001974211.1|DERE
OG0005494	LOC119767307|XP_038111555.1|CQUI	LOC6548445|XP_026836891.1|DERE
OG0005495	LOC6034355|XP_001844674.2|CQUI	LOC6548450|XP_001976709.1|DERE
OG0005496	LOC6034385|XP_038107981.1|CQUI	LOC6553448|XP_015010365.1|DERE
OG0005497	LOC6034394|XP_001844712.2|CQUI	LOC6548913|XP_001974180.1|DERE
OG0005498	LOC6034390|XP_001844708.1|CQUI	LOC6548912|XP_001974179.1|DERE
OG0005499	LOC6039107|XP_038108134.1|CQUI	LOC6549110|XP_026837168.1|DERE
OG0005500	LOC6039108|XP_038108135.1|CQUI	LOC6549111|XP_001974183.1|DERE
OG0005501	LOC6039857|XP_038111191.1|CQUI	LOC6549442|XP_001974307.1|DERE
OG0005502	LOC6039855|XP_001849359.2|CQUI	LOC6549441|XP_001974306.2|DERE
OG0005503	LOC6039851|XP_038113371.1|CQUI	LOC6541196|XP_026834876.1|DERE
OG0005504	LOC6042929|XP_001870869.1|CQUI	LOC6542656|XP_001968307.1|DERE
OG0005506	LOC6034870|XP_038114378.1|CQUI	LOC6548888|XP_015012034.1|DERE
OG0005507	LOC6034875|XP_001845144.1|CQUI	LOC6540925|XP_001968140.1|DERE
OG0005508	LOC6034887|XP_001845155.1|CQUI	LOC6543288|XP_001969905.1|DERE
OG0005509	LOC6034890|XP_038111479.1|CQUI	LOC6543055|XP_001968404.1|DERE
OG0005510	LOC6042072|XP_038107578.1|CQUI	LOC6540896|XP_001969555.1|DERE
OG0005511	LOC6049529|XP_001866268.2|CQUI	LOC6555668|XP_001982401.1|DERE
OG0005512	LOC6049520|XP_001866261.2|CQUI	LOC6555117|XP_026831513.1|DERE
OG0005513	LOC6043469|XP_001859220.2|CQUI	LOC6550730|XP_001978153.1|DERE
OG0005514	LOC6043465|XP_038108132.1|CQUI	LOC6555408|XP_001982328.1|DERE
OG0005515	LOC119768936|XP_038116683.1|CQUI, LOC6036121|XP_001846214.2|CQUI	LOC6546725|XP_001975878.1|DERE
OG0005516	LOC6036122|XP_001846215.2|CQUI	LOC6541556|XP_001969468.1|DERE
OG0005517	LOC6036132|XP_038109529.1|CQUI	LOC6541796|XP_026835123.1|DERE
OG0005518	LOC6041786|XP_038111212.1|CQUI	LOC6549227|XP_001974352.2|DERE
OG0005519	LOC6052416|XP_001868689.1|CQUI	LOC6546894|XP_001975975.1|DERE
OG0005520	LOC6052441|XP_038109112.1|CQUI	LOC6542548|XP_026834988.1|DERE
OG0005521	LOC6033337|XP_038112250.1|CQUI	LOC6542886|XP_001969920.1|DERE
OG0005522	LOC6033341|XP_038106992.1|CQUI	LOC6544246|XP_001972369.3|DERE
OG0005523	LOC6033342|XP_038111719.1|CQUI	LOC6548700|XP_026837072.1|DERE
OG0005524	LOC6048086|XP_038107438.1|CQUI	LOC6542879|XP_015014497.1|DERE
OG0005525	LOC6048088|XP_038107452.1|CQUI	LOC6542858|XP_001969354.1|DERE
OG0005526	LOC6048069|XP_038107443.1|CQUI	LOC6541138|XP_001969446.1|DERE
OG0005527	LOC6048071|XP_038107448.1|CQUI	LOC6555863|XP_026839237.1|DERE
OG0005529	LOC6035749|XP_038108107.1|CQUI	LOC6548859|XP_026835888.1|DERE
OG0005530	LOC6032123|XP_038109545.1|CQUI	LOC6541359|XP_026834921.1|DERE
OG0005531	LOC6032146|XP_001842799.2|CQUI	LOC6543624|XP_001973610.1|DERE
OG0005532	LOC6048261|XP_001865205.1|CQUI	LOC6542332|XP_026835462.1|DERE
OG0005533	LOC6032176|XP_001842821.2|CQUI	LOC6543306|XP_001968456.1|DERE
OG0005534	LOC6036320|XP_001846383.1|CQUI	LOC6545539|XP_001971104.1|DERE
OG0005535	LOC6036323|XP_001846386.1|CQUI	LOC6541582|XP_001968355.1|DERE
OG0005536	LOC6036330|XP_038112844.1|CQUI	LOC6549562|XP_001974480.2|DERE
OG0005537	LOC6036334|XP_038112817.1|CQUI	LOC6541605|XP_001969681.1|DERE
OG0005538	LOC6033313|XP_001843779.2|CQUI	LOC6549612|XP_026836218.1|DERE
OG0005539	LOC6033323|XP_001843788.1|CQUI	LOC6549324|XP_001974329.1|DERE
OG0005540	LOC6033329|XP_038107382.1|CQUI	LOC6542948|XP_001968204.2|DERE
OG0005541	LOC6033324|XP_038109605.1|CQUI	LOC6540941|XP_001968137.1|DERE
OG0005542	LOC6033330|XP_038109633.1|CQUI	LOC6546046|XP_001971743.1|DERE
OG0005543	LOC6037990|XP_038109721.1|CQUI	LOC6549651|XP_001974256.1|DERE
OG0005544	LOC6037987|XP_038110252.1|CQUI	LOC6540824|XP_015015250.1|DERE
OG0005545	LOC6049406|XP_001866175.2|CQUI	LOC6542189|XP_001969845.1|DERE
OG0005546	LOC6049408|XP_038109249.1|CQUI	LOC6548701|XP_001974072.1|DERE
OG0005547	LOC6036042|XP_038113202.1|CQUI	LOC6543416|XP_001970271.3|DERE
OG0005548	LOC6035986|XP_038108985.1|CQUI	LOC6543500|XP_001970276.1|DERE
OG0005549	LOC119766852|XP_038108986.1|CQUI	LOC6541554|XP_001970278.1|DERE
OG0005550	LOC6036013|XP_038113252.1|CQUI	LOC6540588|XP_026834577.1|DERE
OG0005551	LOC6036014|XP_001846118.2|CQUI	LOC6547107|XP_001974748.1|DERE
OG0005552	LOC119767799|XP_038113253.1|CQUI	LOC6547106|XP_001974747.1|DERE
OG0005553	LOC6049490|XP_038113503.1|CQUI	LOC6542367|XP_001968308.1|DERE
OG0005554	LOC6033592|XP_038113575.1|CQUI	LOC6541302|XP_001968654.1|DERE
OG0005555	LOC6033594|XP_001844022.1|CQUI	LOC6541791|XP_001968650.1|DERE
OG0005556	LOC6033595|XP_001844023.2|CQUI	LOC6542004|XP_001968649.1|DERE
OG0005557	LOC6033598|XP_001844026.2|CQUI	LOC6547610|XP_001976247.1|DERE
OG0005558	LOC6033606|XP_038108358.1|CQUI	LOC6551589|XP_015010868.1|DERE
OG0005559	LOC6033597|XP_001844025.2|CQUI	LOC6548890|XP_001974132.1|DERE
OG0005560	LOC6033609|XP_038109523.1|CQUI	LOC6547232|XP_001976245.1|DERE
OG0005561	LOC6033621|XP_038112217.1|CQUI	LOC6549713|XP_001977420.1|DERE
OG0005562	LOC6033623|XP_038106659.1|CQUI	LOC6543529|XP_026834737.1|DERE
OG0005563	LOC6033630|XP_001844057.2|CQUI	LOC6555826|XP_001982692.2|DERE
OG0005564	LOC6033644|XP_038107077.1|CQUI	LOC6541442|XP_015014977.1|DERE
OG0005565	LOC6033645|XP_038107087.1|CQUI	LOC6549402|XP_001974450.1|DERE
OG0005566	LOC6033646|XP_001844073.2|CQUI	LOC6549403|XP_001974451.1|DERE
OG0005567	LOC6033647|XP_038107084.1|CQUI	LOC6554494|XP_001981939.2|DERE
OG0005568	LOC6047483|XP_001864540.2|CQUI	LOC6540764|XP_001968742.1|DERE
OG0005569	LOC6047481|XP_038112155.1|CQUI	LOC6541734|XP_015015187.1|DERE
OG0005570	LOC6048348|XP_038107668.1|CQUI	LOC6541024|XP_001968242.2|DERE
OG0005571	LOC6048806|XP_038116432.1|CQUI	LOC6547935|XP_001976360.3|DERE
OG0005572	LOC6039019|XP_001848697.2|CQUI	LOC6547843|XP_001975046.1|DERE
OG0005573	LOC6042668|XP_038115929.1|CQUI	LOC6554728|XP_026831628.1|DERE
OG0005574	LOC6042663|XP_038119489.1|CQUI	LOC6541260|XP_026834625.1|DERE
OG0005575	LOC6042646|XP_001853174.2|CQUI	LOC6552056|XP_001980692.1|DERE
OG0005576	LOC119768837|XP_038116162.1|CQUI	LOC6548928|XP_001975415.1|DERE
OG0005577	LOC6046074|XP_001863328.1|CQUI	LOC6544518|XP_026833326.1|DERE
OG0005578	LOC6046078|XP_038115171.1|CQUI	LOC6544736|XP_001973458.1|DERE
OG0005579	LOC6037666|XP_038111197.1|CQUI, LOC6046079|XP_001863333.2|CQUI	LOC26526587|XP_015014304.1|DERE
OG0005580	LOC6053389|XP_001869487.2|CQUI	LOC6545052|XP_001971559.1|DERE
OG0005581	LOC6052552|XP_038117617.1|CQUI	LOC6551337|XP_026837449.1|DERE
OG0005582	LOC6052561|XP_038119689.1|CQUI	LOC6544064|XP_001973693.1|DERE
OG0005583	LOC6046096|XP_001863348.1|CQUI	LOC6545672|XP_001971654.1|DERE
OG0005584	LOC6040493|XP_001849879.2|CQUI	LOC6541361|XP_001969983.3|DERE
OG0005585	LOC6040479|XP_001849865.2|CQUI	LOC6553194|XP_001979155.1|DERE
OG0005586	LOC6040475|XP_001849861.1|CQUI	LOC6552685|XP_001978948.1|DERE
OG0005587	LOC6040468|XP_001849858.1|CQUI	LOC6543207|XP_001969891.1|DERE
OG0005588	LOC6040472|XP_038115253.1|CQUI	LOC6544890|XP_026833580.1|DERE
OG0005589	LOC6042675|XP_001870705.1|CQUI	LOC6552461|XP_026831497.1|DERE
OG0005590	LOC6042669|XP_001853361.2|CQUI	LOC6542488|XP_001970731.1|DERE
OG0005591	LOC6042674|XP_038118635.1|CQUI	LOC6550955|XP_001978237.1|DERE
OG0005592	LOC6042672|XP_001870702.2|CQUI	LOC6552489|XP_001979838.1|DERE
OG0005593	LOC6039012|XP_001848694.1|CQUI	LOC6545960|XP_001971228.1|DERE
OG0005594	LOC6039010|XP_038122307.1|CQUI	LOC6544769|XP_001971499.1|DERE
OG0005595	LOC6039009|XP_038122305.1|CQUI	LOC6544618|XP_001971500.2|DERE
OG0005596	LOC6039006|XP_038120764.1|CQUI	LOC6545943|XP_001971203.1|DERE
OG0005597	LOC6039003|XP_038122080.1|CQUI	LOC6552926|XP_026839347.1|DERE
OG0005598	LOC6044753|XP_001862216.1|CQUI	LOC6554328|XP_001981294.1|DERE
OG0005599	LOC6054693|XP_038116257.1|CQUI	LOC6547862|XP_001975045.2|DERE
