Orthogroup	CQUI.longest_only	DSUP.longest_only
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC119550047|XP_037714429.1|DSUP
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC119551147|XP_037716266.1|DSUP
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC119550923|XP_037715868.1|DSUP
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC119552161|XP_037717908.1|DSUP
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC119550192|XP_037714662.1|DSUP
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC119549889|XP_037714124.1|DSUP
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC119553215|XP_037719400.1|DSUP
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC119554472|XP_037721316.1|DSUP
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC119551289|XP_037716491.1|DSUP
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC119554120|XP_037720817.1|DSUP
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC119550306|XP_037714833.1|DSUP
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC119551497|XP_037716791.1|DSUP
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC119553328|XP_037719587.1|DSUP
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC119547307|XP_037710033.1|DSUP
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC119549777|XP_037713965.1|DSUP
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC119550394|XP_037714972.1|DSUP
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC119550893|XP_037715809.1|DSUP
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC119549924|XP_037714188.1|DSUP
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC119550373|XP_037714947.1|DSUP
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC119553217|XP_037719403.1|DSUP
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC119554852|XP_037721860.1|DSUP
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC119554641|XP_037721568.1|DSUP
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC119546745|XP_037709171.1|DSUP
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC119562967|XP_037732070.1|DSUP
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC119553701|XP_037720189.1|DSUP
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC119553329|XP_037719588.1|DSUP
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC119555498|XP_037722842.1|DSUP
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC119546084|XP_037708089.1|DSUP
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC119553884|XP_037720471.1|DSUP
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC119552902|XP_037718755.1|DSUP
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC119561696|XP_037731138.1|DSUP
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC119554844|XP_037721848.1|DSUP
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC119555284|XP_037722514.1|DSUP
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC119552637|XP_037718256.1|DSUP
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC119555669|XP_037723204.1|DSUP
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC119555089|XP_037722234.1|DSUP
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC119553470|XP_037719801.1|DSUP
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC119555423|XP_037722714.1|DSUP
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC119559672|XP_037728657.1|DSUP
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC119550204|XP_037714681.1|DSUP
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC119550203|XP_037714680.1|DSUP
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC119549205|XP_037712967.1|DSUP, LOC119558804|XP_037727996.1|DSUP
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC119563301|XP_037732560.1|DSUP
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC119549801|XP_037713995.1|DSUP
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC119549887|XP_037714122.1|DSUP
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC119548978|XP_037712500.1|DSUP
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC119554880|XP_037721894.1|DSUP
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC119553165|XP_037719327.1|DSUP
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC119554780|XP_037721752.1|DSUP
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC119551541|XP_037716859.1|DSUP
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC119550981|XP_037715944.1|DSUP
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC119559840|XP_037728861.1|DSUP
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC119549336|XP_037713245.1|DSUP
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC119554595|XP_037721507.1|DSUP
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC119553918|XP_037720525.1|DSUP
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC119549683|XP_037713822.1|DSUP
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC119549398|XP_037713381.1|DSUP
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC119550946|XP_037715898.1|DSUP
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC119554466|XP_037721308.1|DSUP
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC119554264|XP_037721036.1|DSUP
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC119555460|XP_037722792.1|DSUP
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC119549059|XP_037712691.1|DSUP
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC119555272|XP_037722504.1|DSUP
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC119552683|XP_037718331.1|DSUP
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC119554376|XP_037721184.1|DSUP
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC119549175|XP_037712904.1|DSUP
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC119552093|XP_037717803.1|DSUP
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC119554902|XP_037721932.1|DSUP
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC119549328|XP_037713236.1|DSUP
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC119549971|XP_037714295.1|DSUP
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC119548355|XP_037711498.1|DSUP
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC119554522|XP_037721395.1|DSUP
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC119553312|XP_037719566.1|DSUP
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC119553296|XP_037719541.1|DSUP
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC119549185|XP_037712932.1|DSUP
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC119553751|XP_037720280.1|DSUP
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC119552496|XP_037718025.1|DSUP
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC119552806|XP_037718570.1|DSUP
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC119551737|XP_037717166.1|DSUP
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC119551061|XP_037716112.1|DSUP
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC119554896|XP_037721926.1|DSUP
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC119550534|XP_037715182.1|DSUP
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC119549529|XP_037713578.1|DSUP
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC119549527|XP_037713575.1|DSUP
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC119553777|XP_037720312.1|DSUP
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC119553669|XP_037720110.1|DSUP
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC119553350|XP_037719616.1|DSUP
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC119553194|XP_037719372.1|DSUP
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC119554464|XP_037721306.1|DSUP
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC119557201|XP_037725783.1|DSUP
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC119551502|XP_037716796.1|DSUP
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC119552729|XP_037718410.1|DSUP
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC119552513|XP_037718058.1|DSUP
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC119554553|XP_037721447.1|DSUP
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC119554890|XP_037721909.1|DSUP
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC119552876|XP_037718704.1|DSUP
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC119552905|XP_037718758.1|DSUP
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC119545707|XP_037707411.1|DSUP
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC119553557|XP_037719925.1|DSUP
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC119554707|XP_037721640.1|DSUP
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC119554486|XP_037721343.1|DSUP
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC119552984|XP_037718929.1|DSUP
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC119553425|XP_037719731.1|DSUP
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC119555181|XP_037722359.1|DSUP
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC119549485|XP_037713515.1|DSUP
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC119551101|XP_037716208.1|DSUP
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC119552152|XP_037717886.1|DSUP
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC119551128|XP_037716240.1|DSUP
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC119550169|XP_037714632.1|DSUP
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC119551684|XP_037717076.1|DSUP
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC119553408|XP_037719709.1|DSUP
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC119555529|XP_037722885.1|DSUP
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC119549012|XP_037712581.1|DSUP
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC119551686|XP_037717078.1|DSUP
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC119550022|XP_037714374.1|DSUP
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC119549010|XP_037712576.1|DSUP
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC119553590|XP_037719968.1|DSUP
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC119553620|XP_037720013.1|DSUP
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC119554016|XP_037720660.1|DSUP
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC119552664|XP_037718299.1|DSUP
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC119554480|XP_037721323.1|DSUP
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC119553121|XP_037719236.1|DSUP
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC119554210|XP_037720939.1|DSUP
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC119552913|XP_037718775.1|DSUP
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC119553643|XP_037720049.1|DSUP
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC119559612|XP_037728570.1|DSUP
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC119549313|XP_037713216.1|DSUP
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC119549151|XP_037712859.1|DSUP
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC119555591|XP_037723002.1|DSUP
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC119552198|XP_037717983.1|DSUP
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC119555044|XP_037722158.1|DSUP
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC119555045|XP_037722159.1|DSUP
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC119553967|XP_037720592.1|DSUP
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC119552881|XP_037718711.1|DSUP
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC119546456|XP_037708659.1|DSUP
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC119556309|XP_037724320.1|DSUP
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC119549321|XP_037713225.1|DSUP
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC119550734|XP_037715575.1|DSUP
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC119550441|XP_037715044.1|DSUP
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC119549357|XP_037713320.1|DSUP
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC119552643|XP_037718264.1|DSUP
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC119553251|XP_037719455.1|DSUP
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC119551925|XP_037717483.1|DSUP
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC119558278|XP_037727581.1|DSUP
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC119551250|XP_037716423.1|DSUP
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC119550657|XP_037715430.1|DSUP
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC119550789|XP_037715648.1|DSUP
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC119550457|XP_037715067.1|DSUP
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC119549918|XP_037714170.1|DSUP
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC119551961|XP_037717990.1|DSUP
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC119556984|XP_037725433.1|DSUP
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC119554194|XP_037720921.1|DSUP
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC119549251|XP_037713085.1|DSUP
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC119559614|XP_037728574.1|DSUP
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC119550062|XP_037714452.1|DSUP
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC119550063|XP_037714454.1|DSUP
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC119550541|XP_037715192.1|DSUP
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC119554909|XP_037721939.1|DSUP
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC119560363|XP_037729695.1|DSUP
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC119552200|XP_037717986.1|DSUP
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC119549315|XP_037713217.1|DSUP
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC119549452|XP_037713476.1|DSUP
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC119555306|XP_037722551.1|DSUP
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC119563101|XP_037732268.1|DSUP
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC119547953|XP_037710931.1|DSUP
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC119551898|XP_037717438.1|DSUP
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC119550392|XP_037714971.1|DSUP
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC119547183|XP_037709846.1|DSUP
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC119548423|XP_037711590.1|DSUP
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC119548805|XP_037712314.1|DSUP
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC119557378|XP_037726054.1|DSUP
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC119548605|XP_037711889.1|DSUP
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC119546464|XP_037708675.1|DSUP
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC119562751|XP_037731882.1|DSUP
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC119558504|XP_037727937.1|DSUP
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC119554648|XP_037721577.1|DSUP
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC119548109|XP_037711130.1|DSUP
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC119548986|XP_037712513.1|DSUP
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC119550324|XP_037714857.1|DSUP
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC119546128|XP_037708152.1|DSUP
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC119546259|XP_037708346.1|DSUP
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC119546784|XP_037709268.1|DSUP
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC119547783|XP_037710725.1|DSUP
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC119548284|XP_037711380.1|DSUP
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC119547518|XP_037710340.1|DSUP
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC119548072|XP_037711088.1|DSUP
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC119547266|XP_037709975.1|DSUP
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC119563482|XP_037732835.1|DSUP
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC119551590|XP_037716919.1|DSUP
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC119562352|XP_037731442.1|DSUP
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC119548854|XP_037712407.1|DSUP
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC119548576|XP_037711822.1|DSUP
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC119548099|XP_037711116.1|DSUP
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC119547148|XP_037709792.1|DSUP
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC119546176|XP_037708226.1|DSUP
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC119546478|XP_037708692.1|DSUP
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC119548546|XP_037711768.1|DSUP
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC119546899|XP_037709449.1|DSUP
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC119560432|XP_037729799.1|DSUP
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC119546300|XP_037708416.1|DSUP
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC119546141|XP_037708175.1|DSUP
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC119546446|XP_037708648.1|DSUP
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC119548225|XP_037711288.1|DSUP
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC119545930|XP_037707776.1|DSUP
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC119546584|XP_037708919.1|DSUP
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC119547866|XP_037710828.1|DSUP
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC119548612|XP_037711906.1|DSUP
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC119548979|XP_037712502.1|DSUP
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC119548089|XP_037711103.1|DSUP
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC119548613|XP_037711907.1|DSUP
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC119546513|XP_037708766.1|DSUP
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC119548611|XP_037711902.1|DSUP
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC119547462|XP_037710271.1|DSUP
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC119546901|XP_037709452.1|DSUP
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC119546525|XP_037708789.1|DSUP
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC119562891|XP_037731936.1|DSUP
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC119549281|XP_037713142.1|DSUP
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC119547066|XP_037709678.1|DSUP
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC119550695|XP_037715488.1|DSUP
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC119548765|XP_037712236.1|DSUP
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC119549154|XP_037712865.1|DSUP
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC119548314|XP_037711419.1|DSUP
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC119548313|XP_037711418.1|DSUP
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC119546149|XP_037708186.1|DSUP
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC119546417|XP_037708610.1|DSUP
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC119547031|XP_037709632.1|DSUP
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC119550687|XP_037715480.1|DSUP
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC119547782|XP_037710721.1|DSUP
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC119558514|XP_037727942.1|DSUP
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC119548440|XP_037711626.1|DSUP
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC119548399|XP_037711555.1|DSUP
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC119563277|XP_037732528.1|DSUP
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC119547344|XP_037710084.1|DSUP
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC119562532|XP_037731654.1|DSUP
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC119546844|XP_037709366.1|DSUP
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC119547203|XP_037709877.1|DSUP
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC119548622|XP_037711920.1|DSUP
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC119546524|XP_037708788.1|DSUP
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC119550940|XP_037715893.1|DSUP
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC119548535|XP_037711756.1|DSUP
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC119546531|XP_037708796.1|DSUP
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC119547132|XP_037709773.1|DSUP
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC119547848|XP_037710806.1|DSUP
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC119548262|XP_037711335.1|DSUP
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC119547030|XP_037709628.1|DSUP
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC119555554|XP_037722928.1|DSUP
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC119554662|XP_037721592.1|DSUP
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC119558274|XP_037727575.1|DSUP
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC119546325|XP_037708452.1|DSUP
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC119547706|XP_037710609.1|DSUP
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC119547704|XP_037710607.1|DSUP
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC119547717|XP_037710619.1|DSUP
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC119560693|XP_037730203.1|DSUP
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC119547688|XP_037710583.1|DSUP
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC119554676|XP_037721607.1|DSUP
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC119546443|XP_037708646.1|DSUP
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC119554563|XP_037721462.1|DSUP
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC119546100|XP_037708111.1|DSUP
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC119548420|XP_037711588.1|DSUP
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC119550440|XP_037715043.1|DSUP
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC119550856|XP_037715756.1|DSUP
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC119552045|XP_037717716.1|DSUP
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC119548686|XP_037712063.1|DSUP
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC119548529|XP_037711751.1|DSUP
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC119546508|XP_037708758.1|DSUP
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC119546418|XP_037708611.1|DSUP
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC119546486|XP_037708710.1|DSUP
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC119548829|XP_037712375.1|DSUP, LOC119559717|XP_037728708.1|DSUP
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC119548828|XP_037712374.1|DSUP
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC119552001|XP_037717656.1|DSUP
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC119551593|XP_037716922.1|DSUP
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC119548394|XP_037711548.1|DSUP
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC119547805|XP_037710750.1|DSUP
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC119549538|XP_037713609.1|DSUP
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC119560951|XP_037730618.1|DSUP
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC119548410|XP_037711577.1|DSUP
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC119546943|XP_037709509.1|DSUP
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC119547614|XP_037710465.1|DSUP
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC119547210|XP_037709888.1|DSUP
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC119557876|XP_037726805.1|DSUP
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC119547109|XP_037709747.1|DSUP
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC119546700|XP_037709108.1|DSUP
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC119547537|XP_037710361.1|DSUP
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC119547846|XP_037710804.1|DSUP
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC119550943|XP_037715896.1|DSUP
