Orthogroup	CQUI.longest_only	DELE.longest_only
OG0004295	LOC6050956|XP_038108488.1|CQUI	LOC108136092|XP_017112552.1|DELE
OG0004296	LOC6050959|XP_001867472.2|CQUI	LOC108136118|XP_017112590.1|DELE
OG0004297	LOC6034299|XP_038111442.1|CQUI	LOC108144845|XP_017125478.1|DELE
OG0004298	LOC6034273|XP_038109984.1|CQUI	LOC108145482|XP_017126426.1|DELE
OG0004299	LOC6034268|XP_038113143.1|CQUI	LOC108147573|XP_017129647.1|DELE
OG0004300	LOC6048678|XP_038112011.1|CQUI	LOC108143565|XP_017123563.1|DELE
OG0004301	LOC6048679|XP_038112012.1|CQUI	LOC108146910|XP_017128641.1|DELE
OG0004302	LOC6032393|XP_038112956.1|CQUI	LOC108141398|XP_017120242.1|DELE
OG0004303	LOC6032357|XP_001842982.1|CQUI	LOC108141466|XP_017120361.1|DELE
OG0004304	LOC6050648|XP_038113985.1|CQUI	LOC108144218|XP_017124382.1|DELE
OG0004305	LOC6038130|XP_038106517.1|CQUI	LOC108149066|XP_017131902.1|DELE
OG0004306	LOC6038536|XP_001848323.2|CQUI	LOC108144732|XP_017125317.1|DELE
OG0004307	LOC6038543|XP_001848330.1|CQUI	LOC108147595|XP_017129725.1|DELE
OG0004308	LOC6038544|XP_038107952.1|CQUI	LOC108144677|XP_017125226.1|DELE
OG0004309	LOC6051562|XP_001867980.2|CQUI	LOC108150114|XP_017133567.1|DELE
OG0004310	LOC6033415|XP_038108124.1|CQUI	LOC108149871|XP_017133249.1|DELE
OG0004311	LOC6033413|XP_038109843.1|CQUI	LOC108142757|XP_017122278.1|DELE
OG0004312	LOC6031912|XP_001842601.2|CQUI	LOC108144744|XP_017125335.1|DELE
OG0004313	LOC6038554|XP_038110989.1|CQUI	LOC108149895|XP_017133281.1|DELE
OG0004314	LOC6048271|XP_038107879.1|CQUI	LOC108141834|XP_017120906.1|DELE
OG0004315	LOC6048277|XP_001865219.1|CQUI	LOC108144891|XP_017125541.1|DELE
OG0004316	LOC6048278|XP_001865220.2|CQUI	LOC108141510|XP_017120427.1|DELE
OG0004317	LOC6048290|XP_038110950.1|CQUI	LOC108145550|XP_017126539.1|DELE
OG0004318	LOC6045989|XP_038107409.1|CQUI	LOC108144531|XP_017124974.1|DELE
OG0004319	LOC119767283|XP_038111483.1|CQUI	LOC108143580|XP_017123583.1|DELE
OG0004320	LOC6038101|XP_038109205.1|CQUI	LOC108148811|XP_017131538.1|DELE
OG0004321	LOC6049073|XP_001865888.2|CQUI	LOC108141882|XP_017120980.1|DELE
OG0004322	LOC6054529|XP_038112520.1|CQUI	LOC108137012|XP_017114001.1|DELE
OG0004323	LOC6047680|XP_038106637.1|CQUI	LOC108146240|XP_017127658.1|DELE
OG0004324	LOC6047679|XP_001864709.2|CQUI	LOC108149445|XP_017132525.1|DELE
OG0004325	LOC6047673|XP_001864704.1|CQUI	LOC108149179|XP_017132082.1|DELE
OG0004326	LOC6044177|XP_038110207.1|CQUI	LOC108149175|XP_017132076.1|DELE
OG0004327	LOC6040765|XP_038112124.1|CQUI	LOC108148160|XP_017130546.1|DELE
OG0004328	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI	LOC108143575|XP_017123575.1|DELE
OG0004329	LOC6040781|XP_038111202.1|CQUI	LOC108144783|XP_017125383.1|DELE
OG0004330	LOC6036622|XP_038111446.1|CQUI	LOC108144180|XP_017124333.1|DELE
OG0004331	LOC6036630|XP_001846657.1|CQUI	LOC108141515|XP_017120433.1|DELE
OG0004332	LOC6051515|XP_001867950.2|CQUI	LOC108142098|XP_017121282.1|DELE
OG0004333	LOC6044815|XP_001862266.2|CQUI	LOC108150482|XP_017134176.1|DELE
OG0004334	LOC6044817|XP_038109304.1|CQUI	LOC108138316|XP_017115963.1|DELE
OG0004335	LOC6045076|XP_001862488.1|CQUI	LOC108145074|XP_017125746.1|DELE
OG0004336	LOC6045072|XP_001862484.1|CQUI	LOC108143572|XP_017123571.1|DELE
OG0004337	LOC6045069|XP_001862481.1|CQUI	LOC108149485|XP_017132594.1|DELE
OG0004338	LOC6038117|XP_038111473.1|CQUI	LOC108142848|XP_017122406.1|DELE
OG0004339	LOC6054142|XP_001870105.1|CQUI	LOC108149788|XP_017133138.1|DELE
OG0004340	LOC6038113|XP_001847950.2|CQUI	LOC108149787|XP_017133137.1|DELE
OG0004341	LOC6035706|XP_001845838.2|CQUI	LOC108141835|XP_017120908.1|DELE
OG0004342	LOC6038374|XP_038112331.1|CQUI	LOC108141382|XP_017120216.1|DELE
OG0004343	LOC6054184|XP_038108105.1|CQUI	LOC108141383|XP_017120221.1|DELE
OG0004344	LOC6047105|XP_038111836.1|CQUI	LOC108141490|XP_017120392.1|DELE
OG0004345	LOC119767536|XP_038112283.1|CQUI	LOC108135286|XP_017111456.1|DELE
OG0004346	LOC6040287|XP_038111916.1|CQUI	LOC108144646|XP_017125177.1|DELE
OG0004347	LOC6050443|XP_038107507.1|CQUI	LOC108144487|XP_017124906.1|DELE
OG0004348	LOC6039651|XP_038113920.1|CQUI	LOC108144157|XP_017124290.1|DELE
OG0004349	LOC6052069|XP_038109511.1|CQUI	LOC108144477|XP_017124882.1|DELE
OG0004350	LOC6054402|XP_038108548.1|CQUI	LOC108149583|XP_017132707.1|DELE
OG0004351	LOC6037695|XP_038114443.1|CQUI	LOC108147583|XP_017129708.1|DELE
OG0004352	LOC6048300|XP_001865238.1|CQUI	LOC108141061|XP_017119704.1|DELE
OG0004353	LOC6037703|XP_038114452.1|CQUI	LOC108137383|XP_017114532.1|DELE
OG0004354	LOC6037704|XP_001847589.2|CQUI	LOC108140660|XP_017119081.1|DELE
OG0004355	LOC6037719|XP_001847600.2|CQUI	LOC108148254|XP_017130664.1|DELE
OG0004356	LOC6037729|XP_001847610.2|CQUI	LOC108149124|XP_017132013.1|DELE
OG0004357	LOC6042464|XP_038112637.1|CQUI	LOC108149647|XP_017132875.1|DELE
OG0004358	LOC6040550|XP_038108102.1|CQUI	LOC108144699|XP_017125278.1|DELE
OG0004359	LOC6042450|XP_038107722.1|CQUI	LOC108137052|XP_017114029.1|DELE
OG0004360	LOC6046092|XP_038121012.1|CQUI	LOC108146186|XP_017127583.1|DELE
OG0004361	LOC6035961|XP_001846069.1|CQUI	LOC108136921|XP_017113884.1|DELE
OG0004362	LOC6035958|XP_038113879.1|CQUI	LOC108146258|XP_017127685.1|DELE
OG0004363	LOC6035948|XP_001846058.1|CQUI	LOC108138425|XP_017116110.1|DELE
OG0004364	LOC6035932|XP_001846042.1|CQUI	LOC108136558|XP_017113358.1|DELE, LOC108149109|XP_017131998.1|DELE
OG0004365	LOC6052171|XP_038112431.1|CQUI	LOC108145448|XP_017126368.1|DELE
OG0004366	LOC6035703|XP_038113431.1|CQUI	LOC108149303|XP_017132246.1|DELE
OG0004367	LOC6035696|XP_038109842.1|CQUI	LOC108142196|XP_017121370.1|DELE
OG0004368	LOC6035688|XP_001845822.1|CQUI	LOC108150563|XP_017134287.1|DELE
OG0004369	LOC6035666|XP_038111304.1|CQUI	LOC108145413|XP_017126304.1|DELE
OG0004370	LOC6034169|XP_038109336.1|CQUI	LOC108144815|XP_017125434.1|DELE
OG0004371	LOC119766864|XP_038109015.1|CQUI	LOC108143856|XP_017123912.1|DELE
OG0004372	LOC119767097|XP_038110647.1|CQUI	LOC108144837|XP_017125467.1|DELE
OG0004373	LOC6051247|XP_001867716.1|CQUI	LOC108135872|XP_017112265.1|DELE
OG0004374	LOC6037820|XP_038110849.1|CQUI	LOC108144401|XP_017124674.1|DELE
OG0004375	LOC6048572|XP_001865475.2|CQUI	LOC108146945|XP_017128688.1|DELE
OG0004376	LOC6045914|XP_038110130.1|CQUI	LOC108142805|XP_017122352.1|DELE
OG0004377	LOC6034186|XP_038109179.1|CQUI	LOC108150288|XP_017133879.1|DELE
OG0004378	LOC6034196|XP_038108793.1|CQUI	LOC108144409|XP_017124737.1|DELE
OG0004379	LOC6034214|XP_001844567.1|CQUI	LOC108145449|XP_017126370.1|DELE
OG0004380	LOC6037825|XP_001847700.2|CQUI	LOC108149893|XP_017133279.1|DELE
OG0004381	LOC6040362|XP_038112194.1|CQUI	LOC108135425|XP_017111647.1|DELE
OG0004382	LOC6042953|XP_038108762.1|CQUI	LOC108149717|XP_017132972.1|DELE
OG0004383	LOC6042951|XP_001870889.2|CQUI	LOC108149815|XP_017133173.1|DELE
OG0004384	LOC6042950|XP_001870888.2|CQUI	LOC108149769|XP_017133094.1|DELE
OG0004385	LOC6035908|XP_001846020.1|CQUI	LOC108144750|XP_017125343.1|DELE
OG0004386	LOC6046619|XP_038108624.1|CQUI	LOC108144513|XP_017124941.1|DELE
OG0004387	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI	LOC108146755|XP_017128376.1|DELE
OG0004388	LOC6031710|XP_038111077.1|CQUI	LOC108149828|XP_017133190.1|DELE
OG0004389	LOC6031709|XP_038109086.1|CQUI	LOC108146265|XP_017127693.1|DELE
OG0004390	LOC6031680|XP_038109090.1|CQUI	LOC108136019|XP_017112435.1|DELE
OG0004391	LOC6049844|XP_038111031.1|CQUI	LOC108143340|XP_017123149.1|DELE
OG0004392	LOC119768106|XP_038114469.1|CQUI	LOC108142462|XP_017121829.1|DELE
OG0004393	LOC6049953|XP_038110103.1|CQUI	LOC108145171|XP_017125893.1|DELE
OG0004394	LOC6041658|XP_038110140.1|CQUI	LOC108144227|XP_017124430.1|DELE, LOC108137968|XP_017115424.1|DELE
OG0004395	LOC6051875|XP_038112934.1|CQUI	LOC108136418|XP_017113037.1|DELE
OG0004396	LOC6049708|XP_038107810.1|CQUI	LOC108134662|XP_017110546.1|DELE
OG0004397	LOC6049704|XP_001866423.1|CQUI	LOC108149095|XP_017131980.1|DELE
OG0004398	LOC6049712|XP_001866421.1|CQUI	LOC108149096|XP_017131981.1|DELE
OG0004399	LOC6054519|XP_038108347.1|CQUI	LOC108141496|XP_017120402.1|DELE
OG0004400	LOC6034224|XP_001844577.2|CQUI	LOC108143897|XP_017123961.1|DELE
OG0004401	LOC6034222|XP_038108982.1|CQUI	LOC108141502|XP_017120418.1|DELE
OG0004402	LOC6034218|XP_001844571.1|CQUI	LOC108141493|XP_017120399.1|DELE
OG0004403	LOC6052726|XP_038110924.1|CQUI	LOC108149740|XP_017133008.1|DELE
OG0004404	LOC6034705|XP_038109552.1|CQUI	LOC108135964|XP_017112409.1|DELE
OG0004405	LOC6034691|XP_038109486.1|CQUI	LOC108142802|XP_017122346.1|DELE
OG0004406	LOC6034677|XP_001844965.2|CQUI	LOC108146724|XP_017128305.1|DELE
OG0004407	LOC6034674|XP_038113331.1|CQUI	LOC108149848|XP_017133217.1|DELE
OG0004408	LOC6045957|XP_001863235.2|CQUI	LOC108146981|XP_017128727.1|DELE
OG0004409	LOC6047645|XP_038106383.1|CQUI	LOC108145315|XP_017126161.1|DELE
OG0004410	LOC6049876|XP_038112260.1|CQUI	LOC108144684|XP_017125238.1|DELE
OG0004411	LOC6049874|XP_038112256.1|CQUI	LOC108143218|XP_017123004.1|DELE
OG0004412	LOC6049132|XP_038111131.1|CQUI	LOC108143217|XP_017123003.1|DELE
OG0004413	LOC6049568|XP_038110876.1|CQUI	LOC108141488|XP_017120391.1|DELE
OG0004414	LOC6047652|XP_038106139.1|CQUI	LOC108144169|XP_017124317.1|DELE
OG0004415	LOC6032315|XP_038109935.1|CQUI	LOC108144563|XP_017125038.1|DELE
OG0004416	LOC6032329|XP_001842959.1|CQUI	LOC108149627|XP_017132847.1|DELE
OG0004417	LOC6032331|XP_001842961.2|CQUI	LOC108143047|XP_017122744.1|DELE
OG0004418	LOC6032336|XP_038107700.1|CQUI	LOC108138936|XP_017117004.1|DELE
OG0004419	LOC6032348|XP_038107931.1|CQUI	LOC108149743|XP_017133036.1|DELE
OG0004420	LOC6038343|XP_001848158.2|CQUI	LOC108143306|XP_017123109.1|DELE
OG0004421	LOC6038359|XP_038112016.1|CQUI	LOC108135620|XP_017111925.1|DELE
OG0004422	LOC6045587|XP_001862927.1|CQUI	LOC108135497|XP_017111729.1|DELE
OG0004423	LOC6042349|XP_001851481.2|CQUI	LOC108144474|XP_017124876.1|DELE
OG0004424	LOC6040172|XP_038112149.1|CQUI	LOC108144876|XP_017125523.1|DELE
OG0004425	LOC6040181|XP_001849632.1|CQUI	LOC108142849|XP_017122407.1|DELE
OG0004426	LOC6040187|XP_001849638.1|CQUI	LOC108142769|XP_017122298.1|DELE
OG0004427	LOC6044032|XP_001861604.2|CQUI	LOC108142593|XP_017122047.1|DELE
OG0004428	LOC6044040|XP_038113685.1|CQUI	LOC108139255|XP_017117421.1|DELE
OG0004429	LOC6052259|XP_038110794.1|CQUI	LOC108149386|XP_017132404.1|DELE
OG0004430	LOC6044281|XP_038106035.1|CQUI	LOC108136107|XP_017112574.1|DELE
OG0004431	LOC6053388|XP_001869486.2|CQUI	LOC108143933|XP_017124008.1|DELE
OG0004432	LOC6053390|XP_038114397.1|CQUI	LOC108143932|XP_017124007.1|DELE
OG0004433	LOC6040428|XP_001849786.2|CQUI	LOC108143244|XP_017123033.1|DELE
OG0004434	LOC6046502|XP_001863688.2|CQUI	LOC108149054|XP_017131889.1|DELE
OG0004435	LOC6042192|XP_001851336.2|CQUI	LOC108143485|XP_017123421.1|DELE
OG0004436	LOC6043836|XP_038109461.1|CQUI	LOC108144344|XP_017124555.1|DELE
OG0004437	LOC6049653|XP_038112914.1|CQUI	LOC108141281|XP_017120037.1|DELE
OG0004438	LOC6043043|XP_001855135.1|CQUI	LOC108149807|XP_017133162.1|DELE
OG0004439	LOC6043048|XP_038109857.1|CQUI	LOC108149782|XP_017133126.1|DELE
OG0004440	LOC6043049|XP_001855160.1|CQUI	LOC108144817|XP_017125437.1|DELE
OG0004441	LOC6036094|XP_001846187.1|CQUI	LOC108147852|XP_017130098.1|DELE
OG0004442	LOC6052296|XP_038106051.1|CQUI	LOC108144539|XP_017124998.1|DELE
OG0004443	LOC6037435|XP_038113014.1|CQUI	LOC108146870|XP_017128589.1|DELE
OG0004444	LOC6037453|XP_001847365.1|CQUI	LOC108144486|XP_017124905.1|DELE
OG0004445	LOC6053881|XP_038112120.1|CQUI	LOC108144881|XP_017125527.1|DELE
OG0004446	LOC119767467|XP_038112057.1|CQUI	LOC108143896|XP_017123960.1|DELE
OG0004447	LOC6054087|XP_001870059.1|CQUI	LOC108137019|XP_017114008.1|DELE
OG0004448	LOC6051141|XP_001867621.1|CQUI	LOC108144198|XP_017124357.1|DELE
OG0004449	LOC6032267|XP_038112344.1|CQUI	LOC108136138|XP_017112621.1|DELE
OG0004450	LOC6043121|XP_001855932.2|CQUI	LOC108146998|XP_017128782.1|DELE, LOC108137949|XP_017115397.1|DELE
OG0004451	LOC6051935|XP_038109907.1|CQUI	LOC108137960|XP_017115410.1|DELE
OG0004452	LOC6036723|XP_001846727.1|CQUI	LOC108143584|XP_017123589.1|DELE
OG0004453	LOC6053900|XP_038111023.1|CQUI	LOC108144581|XP_017125061.1|DELE
OG0004454	LOC6051086|XP_001867567.2|CQUI	LOC108135172|XP_017111286.1|DELE
OG0004455	LOC6049827|XP_001866528.2|CQUI	LOC108136103|XP_017112570.1|DELE
OG0004456	LOC6049828|XP_038110980.1|CQUI	LOC108147665|XP_017129838.1|DELE
OG0004457	LOC6049829|XP_038113642.1|CQUI	LOC108150279|XP_017133863.1|DELE
OG0004458	LOC6049834|XP_038114092.1|CQUI	LOC108135611|XP_017111915.1|DELE
OG0004459	LOC6043036|XP_038113686.1|CQUI	LOC108146774|XP_017128402.1|DELE
OG0004460	LOC6051203|XP_001867679.2|CQUI	LOC108135580|XP_017111862.1|DELE
OG0004461	LOC6052535|XP_038107429.1|CQUI	LOC108136114|XP_017112583.1|DELE
OG0004462	LOC6037650|XP_001847537.2|CQUI	LOC108146085|XP_017127396.1|DELE
OG0004463	LOC6037654|XP_038111327.1|CQUI	LOC108138371|XP_017116038.1|DELE
OG0004464	LOC6037655|XP_038109004.1|CQUI	LOC108146835|XP_017128521.1|DELE
OG0004465	LOC6037664|XP_001847551.2|CQUI	LOC108146198|XP_017127602.1|DELE
OG0004466	LOC119767739|XP_038113033.1|CQUI	LOC108146411|XP_017127902.1|DELE
OG0004467	LOC6037680|XP_038113819.1|CQUI	LOC108142649|XP_017122136.1|DELE
OG0004468	LOC6053597|XP_038113318.1|CQUI	LOC108142648|XP_017122135.1|DELE
OG0004469	LOC6037688|XP_038109555.1|CQUI	LOC108136099|XP_017112561.1|DELE
OG0004470	LOC6034524|XP_038107939.1|CQUI	LOC108149422|XP_017132478.1|DELE
OG0004471	LOC6034535|XP_038107558.1|CQUI	LOC108143943|XP_017124026.1|DELE
OG0004472	LOC6037231|XP_001847162.2|CQUI	LOC108141519|XP_017120438.1|DELE
OG0004473	LOC6037226|XP_001847156.2|CQUI	LOC108144874|XP_017125520.1|DELE
OG0004474	LOC6037225|XP_001847155.2|CQUI	LOC108144912|XP_017125565.1|DELE
OG0004475	LOC6040570|XP_001849950.2|CQUI	LOC108135863|XP_017112255.1|DELE
OG0004476	LOC119767036|XP_038110210.1|CQUI	LOC108134569|XP_017110410.1|DELE
OG0004477	LOC6040559|XP_001849941.2|CQUI	LOC108145534|XP_017126522.1|DELE
OG0004478	LOC6040555|XP_038111992.1|CQUI	LOC108149829|XP_017133191.1|DELE
OG0004479	LOC6040800|XP_001850139.2|CQUI	LOC108144930|XP_017125585.1|DELE
OG0004480	LOC6040723|XP_001850076.2|CQUI	LOC108145112|XP_017125810.1|DELE
OG0004481	LOC119765079|XP_038104137.1|CQUI	LOC108137964|XP_017115419.1|DELE
OG0004482	LOC6038661|XP_038104035.1|CQUI	LOC108144074|XP_017124211.1|DELE
OG0004483	LOC6048655|XP_038119598.1|CQUI	LOC108144894|XP_017125544.1|DELE
OG0004484	LOC6049249|XP_038122253.1|CQUI	LOC108148194|XP_017130589.1|DELE
OG0004485	LOC6041373|XP_038112278.1|CQUI	LOC108135891|XP_017112296.1|DELE
OG0004486	LOC6038124|XP_038111955.1|CQUI	LOC108144336|XP_017124534.1|DELE
OG0004487	LOC6039882|XP_001849382.1|CQUI	LOC108146645|XP_017128180.1|DELE, LOC108146719|XP_017128300.1|DELE
OG0004489	LOC119769130|XP_038116959.1|CQUI	LOC108145854|XP_017126963.1|DELE
OG0004490	LOC119769609|XP_038118647.1|CQUI	LOC108145030|XP_017125702.1|DELE
OG0004504	LOC6044333|XP_001861863.1|CQUI	LOC108134981|XP_017111003.1|DELE
OG0004505	LOC6038319|XP_038104606.1|CQUI	LOC108139290|XP_017117475.1|DELE
OG0004506	LOC6044317|XP_001861849.2|CQUI	LOC108148772|XP_017131467.1|DELE
OG0004507	LOC6042742|XP_038105247.1|CQUI	LOC108148405|XP_017130927.1|DELE
OG0004508	LOC6041687|XP_038122612.1|CQUI	LOC108148873|XP_017131664.1|DELE
OG0004509	LOC6041676|XP_038105528.1|CQUI	LOC108135500|XP_017111732.1|DELE
OG0004510	LOC6044331|XP_001861861.2|CQUI	LOC108144416|XP_017124758.1|DELE
OG0004511	LOC6046428|XP_038117632.1|CQUI	LOC108143840|XP_017123879.1|DELE
OG0004512	LOC6038321|XP_038106795.1|CQUI	LOC108145290|XP_017126094.1|DELE
OG0004513	LOC6038316|XP_038122522.1|CQUI	LOC108145310|XP_017126143.1|DELE
OG0004514	LOC6038310|XP_038116441.1|CQUI	LOC108145305|XP_017126129.1|DELE
OG0004515	LOC6054699|XP_038116622.1|CQUI	LOC108137155|XP_017114213.1|DELE
OG0004516	LOC6051308|XP_038104873.1|CQUI	LOC108150032|XP_017133482.1|DELE
OG0004517	LOC6041760|XP_038105640.1|CQUI	LOC108136499|XP_017113209.1|DELE
OG0004518	LOC6035155|XP_038105094.1|CQUI	LOC108134873|XP_017110853.1|DELE
OG0004519	LOC6048964|XP_001865800.2|CQUI	LOC108148744|XP_017131427.1|DELE
OG0004520	LOC6054819|XP_038115444.1|CQUI	LOC108134924|XP_017110931.1|DELE
OG0004521	LOC6046563|XP_038116157.1|CQUI	LOC108147593|XP_017129722.1|DELE
OG0004522	LOC6046577|XP_038121576.1|CQUI	LOC108136534|XP_017113314.1|DELE
OG0004523	LOC6045733|XP_038104022.1|CQUI	LOC108142995|XP_017122658.1|DELE
OG0004524	LOC6047023|XP_038105348.1|CQUI	LOC108136322|XP_017112911.1|DELE
OG0004525	LOC6052563|XP_038116645.1|CQUI	LOC108138504|XP_017116227.1|DELE
OG0004526	LOC6052566|XP_038122841.1|CQUI	LOC108147670|XP_017129851.1|DELE
OG0004527	LOC6049033|XP_001865861.2|CQUI	LOC108140957|XP_017119517.1|DELE
OG0004529	LOC6041771|XP_038113297.1|CQUI	LOC108149864|XP_017133233.1|DELE
OG0004530	LOC6053077|XP_001869231.1|CQUI	LOC108137755|XP_017115144.1|DELE
OG0004531	LOC6040435|XP_038104003.1|CQUI	LOC108148996|XP_017131827.1|DELE
OG0004532	LOC6044974|XP_038104897.1|CQUI	LOC108137679|XP_017115025.1|DELE
OG0004533	LOC6046580|XP_038105033.1|CQUI	LOC108150011|XP_017133453.1|DELE
OG0004534	LOC6047052|XP_001864160.1|CQUI	LOC108144560|XP_017125027.1|DELE
OG0004535	LOC6039348|XP_001848966.2|CQUI	LOC108146681|XP_017128226.1|DELE
OG0004536	LOC6054180|XP_038122455.1|CQUI	LOC108144112|XP_017124247.1|DELE
OG0004537	LOC6047241|XP_038112455.1|CQUI	LOC108136586|XP_017113388.1|DELE
OG0004538	LOC6039273|XP_038118326.1|CQUI	LOC108143517|XP_017123486.1|DELE
OG0004539	LOC6049921|XP_038104483.1|CQUI	LOC108136982|XP_017113964.1|DELE
OG0004540	LOC6035131|XP_038113239.1|CQUI	LOC108138429|XP_017116120.1|DELE
OG0004541	LOC6037962|XP_038114417.1|CQUI	LOC108144714|XP_017125296.1|DELE
OG0004542	LOC6037963|XP_038116044.1|CQUI	LOC108136569|XP_017113366.1|DELE
OG0004543	LOC6050461|XP_038104463.1|CQUI	LOC108147707|XP_017129919.1|DELE
OG0004544	LOC6051135|XP_038115739.1|CQUI	LOC108147666|XP_017129839.1|DELE
OG0004545	LOC6051119|XP_001867603.2|CQUI	LOC108148845|XP_017131617.1|DELE
OG0004546	LOC6051127|XP_001867611.2|CQUI	LOC108149118|XP_017132008.1|DELE
OG0004547	LOC6045717|XP_001863026.2|CQUI	LOC108136341|XP_017112937.1|DELE
OG0004548	LOC6052315|XP_001868609.2|CQUI	LOC108134849|XP_017110802.1|DELE
OG0004549	LOC6052351|XP_038110438.1|CQUI	LOC108137140|XP_017114189.1|DELE
OG0004550	LOC6053904|XP_038104969.1|CQUI	LOC108136641|XP_017113449.1|DELE
OG0004551	LOC6047720|XP_038122700.1|CQUI	LOC108143505|XP_017123460.1|DELE
OG0004552	LOC6047714|XP_038109886.1|CQUI	LOC108142551|XP_017121976.1|DELE
OG0004553	LOC6037038|XP_038121452.1|CQUI	LOC108147439|XP_017129437.1|DELE
OG0004554	LOC6046909|XP_038104039.1|CQUI	LOC108141088|XP_017119776.1|DELE
OG0004555	LOC6046912|XP_038105550.1|CQUI	LOC108141589|XP_017120527.1|DELE
OG0004556	LOC6050817|XP_001867349.2|CQUI	LOC108134898|XP_017110890.1|DELE
OG0004557	LOC6051312|XP_038113046.1|CQUI	LOC108136477|XP_017113169.1|DELE
OG0004558	LOC6053159|XP_038113667.1|CQUI	LOC108140879|XP_017119398.1|DELE
OG0004559	LOC6035093|XP_001845329.2|CQUI	LOC108150404|XP_017134053.1|DELE
OG0004560	LOC6051618|XP_038108788.1|CQUI	LOC108136294|XP_017112872.1|DELE
OG0004561	LOC6051622|XP_038104690.1|CQUI	LOC108139359|XP_017117571.1|DELE
OG0004562	LOC6052936|XP_038122801.1|CQUI	LOC108137396|XP_017114545.1|DELE
OG0004563	LOC6051001|XP_038105076.1|CQUI	LOC108140549|XP_017118886.1|DELE
OG0004564	LOC6048480|XP_038105200.1|CQUI	LOC108136911|XP_017113859.1|DELE
OG0004565	LOC6048476|XP_001865387.2|CQUI	LOC108135347|XP_017111531.1|DELE
OG0004566	LOC6054125|XP_038117418.1|CQUI	LOC108140912|XP_017119456.1|DELE
OG0004567	LOC6048187|XP_038107860.1|CQUI	LOC108136435|XP_017113081.1|DELE
OG0004568	LOC6048455|XP_038111137.1|CQUI	LOC108135888|XP_017112290.1|DELE
OG0004569	LOC6050385|XP_038111966.1|CQUI	LOC108141123|XP_017119827.1|DELE
OG0004570	LOC6038448|XP_038105388.1|CQUI	LOC108137936|XP_017115378.1|DELE
OG0004571	LOC6048970|XP_038111393.1|CQUI	LOC108136571|XP_017113368.1|DELE
OG0004572	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI	LOC108138875|XP_017116890.1|DELE
OG0004573	LOC6041275|XP_038104486.1|CQUI	LOC108136869|XP_017113800.1|DELE
OG0004574	LOC6044158|XP_001861707.1|CQUI	LOC108140672|XP_017119109.1|DELE
OG0004575	LOC6044160|XP_038114472.1|CQUI	LOC108141184|XP_017119913.1|DELE
OG0004576	LOC6049186|XP_001865990.1|CQUI	LOC108143766|XP_017123784.1|DELE
OG0004577	LOC6037953|XP_001847804.1|CQUI	LOC108139252|XP_017117417.1|DELE
OG0004578	LOC6042727|XP_038116263.1|CQUI	LOC108142558|XP_017121986.1|DELE
OG0004579	LOC119769910|XP_038119941.1|CQUI	LOC108138767|XP_017116678.1|DELE
OG0004580	LOC6051042|XP_001867535.2|CQUI	LOC108134753|XP_017110687.1|DELE
OG0004581	LOC6053194|XP_038117809.1|CQUI	LOC108140580|XP_017118952.1|DELE
OG0004582	LOC6045262|XP_038122702.1|CQUI	LOC108143970|XP_017124062.1|DELE
OG0004583	LOC6052125|XP_038104612.1|CQUI	LOC108137423|XP_017114575.1|DELE
OG0004584	LOC6052126|XP_001868442.2|CQUI	LOC108149688|XP_017132943.1|DELE
OG0004585	LOC119765345|XP_038104987.1|CQUI	LOC108148699|XP_017131338.1|DELE
OG0004586	LOC6050929|XP_038104034.1|CQUI	LOC108137178|XP_017114245.1|DELE
OG0004587	LOC6045948|XP_038105657.1|CQUI	LOC108143113|XP_017122826.1|DELE
OG0004588	LOC6045954|XP_001863228.1|CQUI	LOC108143091|XP_017122797.1|DELE
OG0004589	LOC6045348|XP_038104219.1|CQUI	LOC108140867|XP_017119348.1|DELE
OG0004590	LOC6035104|XP_038122870.1|CQUI	LOC108148546|XP_017131080.1|DELE
OG0004591	LOC6035105|XP_038105687.1|CQUI	LOC108148830|XP_017131583.1|DELE
OG0004592	LOC6035111|XP_038113017.1|CQUI	LOC108147716|XP_017129931.1|DELE
OG0004593	LOC6035120|XP_038105529.1|CQUI	LOC108148121|XP_017130460.1|DELE
OG0004594	LOC6040457|XP_038110915.1|CQUI	LOC108147644|XP_017129789.1|DELE
OG0004595	LOC6040461|XP_001849848.2|CQUI	LOC108137749|XP_017115138.1|DELE
OG0004596	LOC6052837|XP_038104294.1|CQUI	LOC108137075|XP_017114069.1|DELE
OG0004597	LOC6046918|XP_001864043.2|CQUI	LOC108135423|XP_017111641.1|DELE
OG0004598	LOC119767056|XP_038110423.1|CQUI	LOC108146697|XP_017128251.1|DELE
OG0004599	LOC6035348|XP_001845559.2|CQUI	LOC108134758|XP_017110690.1|DELE
OG0004600	LOC6048191|XP_001865145.1|CQUI	LOC108137729|XP_017115116.1|DELE
OG0004601	LOC6052430|XP_038104097.1|CQUI	LOC108137763|XP_017115155.1|DELE
OG0004602	LOC6044995|XP_001862419.2|CQUI	LOC108137337|XP_017114460.1|DELE
OG0004603	LOC6044768|XP_001862228.2|CQUI	LOC108137854|XP_017115271.1|DELE
