Orthogroup	CQUI.longest_only	DGUA.longest_only
OG0005335	LOC6042120|XP_001851269.2|CQUI	LOC117592337|XP_034141922.1|DGUA
OG0005336	LOC6042121|XP_001851270.2|CQUI	LOC117578768|XP_034120365.1|DGUA
OG0005337	LOC6041507|XP_038111504.1|CQUI	LOC117589851|XP_034138007.1|DGUA
OG0005338	LOC6038065|XP_038106821.1|CQUI	LOC117587782|XP_034134617.1|DGUA
OG0005339	LOC6038082|XP_038113487.1|CQUI	LOC117584282|XP_034128992.1|DGUA
OG0005340	LOC119766890|XP_038109168.1|CQUI	LOC117588195|XP_034135215.1|DGUA
OG0005341	LOC119767592|XP_038112427.1|CQUI	LOC117591999|XP_034141338.1|DGUA
OG0005342	LOC6054263|XP_038110943.1|CQUI	LOC117582073|XP_034125521.1|DGUA
OG0005343	LOC6051148|XP_038113751.1|CQUI	LOC117578600|XP_034120081.1|DGUA
OG0005344	LOC6043912|XP_038113173.1|CQUI	LOC117578871|XP_034120556.1|DGUA
OG0005345	LOC6043909|XP_001861492.1|CQUI	LOC117584265|XP_034128967.1|DGUA
OG0005346	LOC6031188|XP_001842030.1|CQUI	LOC117584013|XP_034128636.1|DGUA
OG0005347	LOC6031193|XP_038108570.1|CQUI	LOC117582378|XP_034125936.1|DGUA
OG0005348	LOC6052101|XP_038114315.1|CQUI	LOC117584746|XP_034129720.1|DGUA
OG0005349	LOC6031209|XP_038110250.1|CQUI	LOC117584501|XP_034129324.1|DGUA
OG0005350	LOC6031213|XP_001842047.2|CQUI	LOC117582066|XP_034125513.1|DGUA
OG0005351	LOC6031215|XP_038114119.1|CQUI	LOC117589170|XP_034136775.1|DGUA
OG0005352	LOC6053789|XP_038113146.1|CQUI	LOC117584794|XP_034129799.1|DGUA
OG0005353	LOC6031228|XP_038110749.1|CQUI	LOC117586934|XP_034133191.1|DGUA
OG0005354	LOC6031234|XP_038111476.1|CQUI	LOC117584571|XP_034129428.1|DGUA
OG0005355	LOC6031250|XP_038107855.1|CQUI	LOC117584816|XP_034129828.1|DGUA
OG0005356	LOC6031251|XP_001842081.2|CQUI	LOC117584820|XP_034129833.1|DGUA
OG0005357	LOC6031255|XP_038107865.1|CQUI	LOC117581835|XP_034125173.1|DGUA
OG0005358	LOC6031258|XP_038107859.1|CQUI	LOC117583880|XP_034128423.1|DGUA
OG0005359	LOC6041557|XP_038109524.1|CQUI	LOC117592144|XP_034141590.1|DGUA
OG0005360	LOC6041565|XP_001850810.2|CQUI	LOC117579614|XP_034121440.1|DGUA
OG0005361	LOC6042254|XP_038113703.1|CQUI	LOC117584192|XP_034128851.1|DGUA
OG0005362	LOC6042238|XP_001851376.2|CQUI	LOC117587779|XP_034134612.1|DGUA
OG0005363	LOC6031399|XP_001842208.2|CQUI	LOC117587749|XP_034134563.1|DGUA
OG0005364	LOC6031999|XP_038112672.1|CQUI	LOC117592663|XP_034142538.1|DGUA
OG0005365	LOC6031977|XP_038109516.1|CQUI	LOC117581837|XP_034125175.1|DGUA
OG0005366	LOC6036365|XP_001846423.1|CQUI	LOC117582648|XP_034126435.1|DGUA
OG0005367	LOC6037028|XP_038108744.1|CQUI	LOC117582646|XP_034126433.1|DGUA
OG0005368	LOC6037027|XP_038108747.1|CQUI	LOC117582806|XP_034126728.1|DGUA
OG0005369	LOC6037024|XP_001846987.2|CQUI	LOC117582114|XP_034125579.1|DGUA
OG0005370	LOC6037025|XP_038109662.1|CQUI	LOC117582501|XP_034126176.1|DGUA
OG0005371	LOC6037023|XP_038112378.1|CQUI	LOC117582504|XP_034126182.1|DGUA
OG0005373	LOC6036997|XP_001846962.2|CQUI	LOC117587593|XP_034134327.1|DGUA
OG0005374	LOC6036642|XP_001846666.1|CQUI	LOC117584857|XP_034129889.1|DGUA
OG0005375	LOC6036693|XP_038111713.1|CQUI	LOC117584855|XP_034129887.1|DGUA
OG0005376	LOC6031853|XP_038111113.1|CQUI	LOC117582529|XP_034126221.1|DGUA
OG0005377	LOC6043728|XP_001861349.2|CQUI	LOC117580165|XP_034122376.1|DGUA
OG0005378	LOC6045098|XP_038106924.1|CQUI	LOC117581994|XP_034125380.1|DGUA
OG0005379	LOC6045093|XP_001862503.2|CQUI	LOC117582161|XP_034125651.1|DGUA
OG0005380	LOC6054497|XP_038109536.1|CQUI	LOC117582097|XP_034125550.1|DGUA
OG0005381	LOC6035241|XP_038109478.1|CQUI	LOC117582558|XP_034126279.1|DGUA
OG0005382	LOC6035244|XP_038107712.1|CQUI	LOC117581793|XP_034125115.1|DGUA
OG0005383	LOC6035265|XP_001845487.1|CQUI	LOC117589141|XP_034136719.1|DGUA
OG0005384	LOC6033200|XP_038114239.1|CQUI	LOC117586431|XP_034132359.1|DGUA
OG0005385	LOC6033209|XP_038110270.1|CQUI	LOC117578574|XP_034120046.1|DGUA
OG0005386	LOC6049130|XP_038107755.1|CQUI	LOC117591584|XP_034140794.1|DGUA
OG0005387	LOC6042130|XP_038111881.1|CQUI	LOC117582740|XP_034126565.1|DGUA
OG0005388	LOC6040865|XP_001850195.2|CQUI	LOC117584484|XP_034129300.1|DGUA
OG0005389	LOC6041517|XP_038111106.1|CQUI	LOC117581684|XP_034124950.1|DGUA
OG0005390	LOC119765008|XP_038109151.1|CQUI	LOC117584684|XP_034129604.1|DGUA
OG0005391	LOC6036654|XP_038109153.1|CQUI	LOC117584687|XP_034129607.1|DGUA
OG0005392	LOC6036672|XP_001846682.1|CQUI	LOC117582014|XP_034125426.1|DGUA
OG0005393	LOC6036677|XP_001846685.1|CQUI	LOC117589822|XP_034137944.1|DGUA
OG0005394	LOC6046031|XP_038106360.1|CQUI	LOC117582012|XP_034125420.1|DGUA
OG0005395	LOC6044529|XP_038110265.1|CQUI	LOC117582174|XP_034125668.1|DGUA
OG0005396	LOC6031736|XP_038108574.1|CQUI	LOC117581774|XP_034125086.1|DGUA
OG0005397	LOC6031742|XP_038113634.1|CQUI	LOC117582232|XP_034125734.1|DGUA
OG0005398	LOC6033182|XP_038109136.1|CQUI	LOC117585732|XP_034131268.1|DGUA
OG0005399	LOC6048997|XP_038108498.1|CQUI	LOC117581462|XP_034124575.1|DGUA
OG0005400	LOC6043175|XP_038112997.1|CQUI	LOC117588906|XP_034136357.1|DGUA
OG0005401	LOC6050427|XP_038110806.1|CQUI	LOC117582302|XP_034125835.1|DGUA
OG0005402	LOC6050417|XP_001867034.1|CQUI	LOC117582000|XP_034125387.1|DGUA
OG0005403	LOC6050420|XP_001867036.1|CQUI	LOC117581734|XP_034125006.1|DGUA
OG0005404	LOC6048410|XP_038108122.1|CQUI	LOC117581735|XP_034125007.1|DGUA
OG0005408	LOC6033110|XP_001843605.2|CQUI	LOC117583945|XP_034128534.1|DGUA
OG0005409	LOC6033128|XP_038107972.1|CQUI	LOC117582170|XP_034125662.1|DGUA
OG0005410	LOC6048230|XP_038113231.1|CQUI	LOC117583949|XP_034128539.1|DGUA
OG0005411	LOC6042106|XP_001851257.2|CQUI	LOC117583340|XP_034127498.1|DGUA
OG0005412	LOC6042110|XP_001851260.2|CQUI	LOC117588703|XP_034136046.1|DGUA
OG0005413	LOC6042115|XP_038110888.1|CQUI	LOC117578714|XP_034120257.1|DGUA
OG0005414	LOC6048795|XP_001865662.1|CQUI	LOC117591044|XP_034140030.1|DGUA
OG0005416	LOC6031745|XP_038109541.1|CQUI	LOC117585692|XP_034131201.1|DGUA
OG0005417	LOC6036171|XP_001846255.2|CQUI	LOC117582201|XP_034125700.1|DGUA
OG0005418	LOC6038626|XP_001848400.2|CQUI	LOC117582117|XP_034125582.1|DGUA
OG0005419	LOC6038616|XP_001848391.1|CQUI	LOC117583953|XP_034128544.1|DGUA
OG0005420	LOC6033756|XP_038111663.1|CQUI	LOC117584466|XP_034129278.1|DGUA
OG0005421	LOC119768039|XP_038114270.1|CQUI	LOC117584655|XP_034129574.1|DGUA
OG0005422	LOC6033168|XP_038113114.1|CQUI	LOC117588408|XP_034135564.1|DGUA
OG0005423	LOC6033276|XP_038107433.1|CQUI	LOC117587933|XP_034134813.1|DGUA
OG0005424	LOC6033265|XP_038110775.1|CQUI	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC6033239|XP_038107523.1|CQUI	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC6041536|XP_038109173.1|CQUI	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC6042131|XP_038113917.1|CQUI	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC6037539|XP_038113714.1|CQUI	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC6037541|XP_001847441.1|CQUI	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC6037542|XP_038111124.1|CQUI	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC6046680|XP_038112810.1|CQUI	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC6043019|XP_001854652.2|CQUI	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC6041589|XP_038113510.1|CQUI	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC6038922|XP_038110157.1|CQUI	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC6038921|XP_038111655.1|CQUI	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC6038920|XP_038111654.1|CQUI	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC6032914|XP_038111912.1|CQUI	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC6044240|XP_038107781.1|CQUI	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC6054421|XP_001870336.1|CQUI	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC6053907|XP_038111454.1|CQUI	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC6049453|XP_038110318.1|CQUI	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC6031916|XP_001842557.2|CQUI	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC6031864|XP_001842565.1|CQUI	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC6031889|XP_038111792.1|CQUI	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC6034903|XP_038107543.1|CQUI	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC6034897|XP_038107065.1|CQUI	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC6049725|XP_001866436.2|CQUI	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC6036456|XP_038109074.1|CQUI	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC6036461|XP_038108513.1|CQUI	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC6036464|XP_001846514.1|CQUI	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC6039116|XP_038107170.1|CQUI	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC6034398|XP_038110460.1|CQUI	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC6048199|XP_038107092.1|CQUI	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC6038877|XP_001848576.2|CQUI	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC6038892|XP_038113598.1|CQUI	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC6038897|XP_038107322.1|CQUI	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC6038903|XP_001848602.1|CQUI	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC6036344|XP_038108265.1|CQUI	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC6049728|XP_001866440.2|CQUI	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC6038007|XP_001847854.1|CQUI	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC6036434|XP_001846487.1|CQUI	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC6036435|XP_001846488.1|CQUI	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC6036438|XP_001846485.2|CQUI	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC6046640|XP_038107917.1|CQUI	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC6046636|XP_038107123.1|CQUI	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC6034892|XP_001845160.1|CQUI	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC6054133|XP_038110565.1|CQUI	LOC117585079|XP_034130235.1|DGUA
OG0005469	LOC6037907|XP_001847767.2|CQUI	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC6037906|XP_001847766.2|CQUI	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC6037905|XP_001847765.2|CQUI	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC6037904|XP_038110309.1|CQUI	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC6047237|XP_001864320.1|CQUI	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC6035772|XP_001845898.2|CQUI	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC6035774|XP_001845899.2|CQUI	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC6035775|XP_001845900.2|CQUI	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC6035781|XP_038109676.1|CQUI	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC6035786|XP_001845910.2|CQUI	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC6035787|XP_038112748.1|CQUI	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC6035788|XP_001845912.1|CQUI	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC6038905|XP_038109770.1|CQUI	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC6038912|XP_038107107.1|CQUI	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC6038913|XP_038113061.1|CQUI	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC6048475|XP_001865382.2|CQUI	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC6047907|XP_038108001.1|CQUI	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC6036134|XP_001846227.2|CQUI	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC6033296|XP_038113475.1|CQUI	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC6033300|XP_038110824.1|CQUI	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC6036001|XP_038111940.1|CQUI	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC6036002|XP_038111138.1|CQUI	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC6054068|XP_038110755.1|CQUI	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC6045779|XP_001863080.1|CQUI	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC6045772|XP_038114393.1|CQUI	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC119767307|XP_038111555.1|CQUI	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC6034355|XP_001844674.2|CQUI	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC6034385|XP_038107981.1|CQUI	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC6034394|XP_001844712.2|CQUI	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC6034390|XP_001844708.1|CQUI	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC6039107|XP_038108134.1|CQUI	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC6039108|XP_038108135.1|CQUI	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC6039857|XP_038111191.1|CQUI	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC6039855|XP_001849359.2|CQUI	LOC117587743|XP_034134558.1|DGUA
OG0005503	LOC6039851|XP_038113371.1|CQUI	LOC117582535|XP_034126231.1|DGUA
OG0005504	LOC6042929|XP_001870869.1|CQUI	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC6034870|XP_038114378.1|CQUI	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC6034875|XP_001845144.1|CQUI	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC6034887|XP_001845155.1|CQUI	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC6034890|XP_038111479.1|CQUI	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC6042072|XP_038107578.1|CQUI	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC6049529|XP_001866268.2|CQUI	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC6049520|XP_001866261.2|CQUI	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC6043469|XP_001859220.2|CQUI	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC6043465|XP_038108132.1|CQUI	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC119768936|XP_038116683.1|CQUI, LOC6036121|XP_001846214.2|CQUI	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC6036122|XP_001846215.2|CQUI	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC6036132|XP_038109529.1|CQUI	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC6041786|XP_038111212.1|CQUI	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC6052416|XP_001868689.1|CQUI	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC6052441|XP_038109112.1|CQUI	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC6033337|XP_038112250.1|CQUI	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC6033341|XP_038106992.1|CQUI	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC6033342|XP_038111719.1|CQUI	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC6048086|XP_038107438.1|CQUI	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC6048088|XP_038107452.1|CQUI	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC6048069|XP_038107443.1|CQUI	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC6048071|XP_038107448.1|CQUI	LOC117590592|XP_034139244.1|DGUA
OG0005529	LOC6035749|XP_038108107.1|CQUI	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC6032123|XP_038109545.1|CQUI	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC6032146|XP_001842799.2|CQUI	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC6048261|XP_001865205.1|CQUI	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC6032176|XP_001842821.2|CQUI	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC6036320|XP_001846383.1|CQUI	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC6036323|XP_001846386.1|CQUI	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC6036330|XP_038112844.1|CQUI	LOC117584204|XP_034128865.1|DGUA
OG0005537	LOC6036334|XP_038112817.1|CQUI	LOC117584356|XP_034129083.1|DGUA
OG0005538	LOC6033313|XP_001843779.2|CQUI	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC6033323|XP_001843788.1|CQUI	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC6033329|XP_038107382.1|CQUI	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC6033324|XP_038109605.1|CQUI	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC6033330|XP_038109633.1|CQUI	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC6037990|XP_038109721.1|CQUI	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC6037987|XP_038110252.1|CQUI	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC6049406|XP_001866175.2|CQUI	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC6049408|XP_038109249.1|CQUI	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC6036042|XP_038113202.1|CQUI	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC6035986|XP_038108985.1|CQUI	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC119766852|XP_038108986.1|CQUI	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC6036013|XP_038113252.1|CQUI	LOC117581877|XP_034125233.1|DGUA
OG0005551	LOC6036014|XP_001846118.2|CQUI	LOC117581049|XP_034124196.1|DGUA
OG0005552	LOC119767799|XP_038113253.1|CQUI	LOC117585279|XP_034130597.1|DGUA
OG0005553	LOC6049490|XP_038113503.1|CQUI	LOC117584044|XP_034128673.1|DGUA
OG0005554	LOC6033592|XP_038113575.1|CQUI	LOC117582644|XP_034126417.1|DGUA
OG0005555	LOC6033594|XP_001844022.1|CQUI	LOC117582189|XP_034125683.1|DGUA
OG0005556	LOC6033595|XP_001844023.2|CQUI	LOC117582022|XP_034125438.1|DGUA
OG0005557	LOC6033598|XP_001844026.2|CQUI	LOC117584050|XP_034128681.1|DGUA
OG0005558	LOC6033606|XP_038108358.1|CQUI	LOC117580698|XP_034123214.1|DGUA
OG0005559	LOC6033597|XP_001844025.2|CQUI	LOC117582580|XP_034126316.1|DGUA
OG0005560	LOC6033609|XP_038109523.1|CQUI	LOC117584042|XP_034128671.1|DGUA
OG0005561	LOC6033621|XP_038112217.1|CQUI	LOC117588479|XP_034135667.1|DGUA
OG0005562	LOC6033623|XP_038106659.1|CQUI	LOC117582153|XP_034125629.1|DGUA
OG0005563	LOC6033630|XP_001844057.2|CQUI	LOC117590629|XP_034139333.1|DGUA
OG0005564	LOC6033644|XP_038107077.1|CQUI	LOC117584647|XP_034129562.1|DGUA
OG0005565	LOC6033645|XP_038107087.1|CQUI	LOC117582393|XP_034125968.1|DGUA
OG0005566	LOC6033646|XP_001844073.2|CQUI	LOC117582396|XP_034125970.1|DGUA
OG0005567	LOC6033647|XP_038107084.1|CQUI	LOC117583343|XP_034127496.1|DGUA
OG0005568	LOC6047483|XP_001864540.2|CQUI	LOC117584768|XP_034129760.1|DGUA
OG0005569	LOC6047481|XP_038112155.1|CQUI	LOC117582254|XP_034125755.1|DGUA
OG0005570	LOC6048348|XP_038107668.1|CQUI	LOC117582520|XP_034126208.1|DGUA
OG0005571	LOC6048806|XP_038116432.1|CQUI	LOC117584278|XP_034128990.1|DGUA
OG0005572	LOC6039019|XP_001848697.2|CQUI	LOC117578527|XP_034119978.1|DGUA
OG0005573	LOC6042668|XP_038115929.1|CQUI	LOC117586315|XP_034132192.1|DGUA
OG0005574	LOC6042663|XP_038119489.1|CQUI	LOC117590918|XP_034139845.1|DGUA
OG0005575	LOC6042646|XP_001853174.2|CQUI	LOC117589608|XP_034137574.1|DGUA
OG0005576	LOC119768837|XP_038116162.1|CQUI	LOC117581785|XP_034125108.1|DGUA
OG0005577	LOC6046074|XP_001863328.1|CQUI	LOC117580558|XP_034123052.1|DGUA
OG0005578	LOC6046078|XP_038115171.1|CQUI	LOC117586992|XP_034133283.1|DGUA
OG0005579	LOC6037666|XP_038111197.1|CQUI, LOC6046079|XP_001863333.2|CQUI	LOC117586994|XP_034133284.1|DGUA
OG0005580	LOC6053389|XP_001869487.2|CQUI	LOC117586886|XP_034133111.1|DGUA
OG0005581	LOC6052552|XP_038117617.1|CQUI	LOC117588267|XP_034135298.1|DGUA
OG0005582	LOC6052561|XP_038119689.1|CQUI	LOC117579222|XP_034120885.1|DGUA
OG0005583	LOC6046096|XP_001863348.1|CQUI	LOC117589339|XP_034137081.1|DGUA
OG0005584	LOC6040493|XP_001849879.2|CQUI	LOC117588025|XP_034134957.1|DGUA
OG0005585	LOC6040479|XP_001849865.2|CQUI	LOC117586257|XP_034132089.1|DGUA
OG0005586	LOC6040475|XP_001849861.1|CQUI	LOC117586661|XP_034132798.1|DGUA
OG0005587	LOC6040468|XP_001849858.1|CQUI	LOC117584371|XP_034129102.1|DGUA
OG0005588	LOC6040472|XP_038115253.1|CQUI	LOC117587410|XP_034133959.1|DGUA
OG0005589	LOC6042675|XP_001870705.1|CQUI	LOC117586608|XP_034132688.1|DGUA
OG0005590	LOC6042669|XP_001853361.2|CQUI	LOC117578444|XP_034119858.1|DGUA
OG0005591	LOC6042674|XP_038118635.1|CQUI	LOC117581553|XP_034124775.1|DGUA
OG0005592	LOC6042672|XP_001870702.2|CQUI	LOC117584934|XP_034129985.1|DGUA
OG0005593	LOC6039012|XP_001848694.1|CQUI	LOC117587017|XP_034133319.1|DGUA
OG0005594	LOC6039010|XP_038122307.1|CQUI	LOC117579041|XP_034120627.1|DGUA
OG0005595	LOC6039009|XP_038122305.1|CQUI	LOC117579040|XP_034120626.1|DGUA
OG0005596	LOC6039006|XP_038120764.1|CQUI	LOC117587294|XP_034133774.1|DGUA
OG0005597	LOC6039003|XP_038122080.1|CQUI	LOC117585269|XP_034130579.1|DGUA
OG0005598	LOC6044753|XP_001862216.1|CQUI	LOC117582914|XP_034126901.1|DGUA
OG0005599	LOC6054693|XP_038116257.1|CQUI	LOC117578525|XP_034119976.1|DGUA
OG0005600	LOC6032198|XP_001842840.2|CQUI	LOC117586176|XP_034131979.1|DGUA
OG0005601	LOC6032204|XP_038117882.1|CQUI	LOC117588751|XP_034136120.1|DGUA
OG0005602	LOC6032210|XP_001842850.2|CQUI	LOC117591125|XP_034140119.1|DGUA
OG0005603	LOC119769871|XP_038119543.1|CQUI	LOC117591354|XP_034140477.1|DGUA
OG0005604	LOC119769519|XP_038118241.1|CQUI	LOC117578669|XP_034120187.1|DGUA
OG0005605	LOC6032227|XP_038121350.1|CQUI	LOC117587534|XP_034134268.1|DGUA
OG0005606	LOC6032230|XP_038118864.1|CQUI	LOC117584826|XP_034129843.1|DGUA
OG0005607	LOC6032245|XP_001842883.1|CQUI	LOC117586099|XP_034131849.1|DGUA
OG0005608	LOC6032246|XP_038121670.1|CQUI	LOC117586082|XP_034131829.1|DGUA
OG0005609	LOC6032247|XP_001842885.1|CQUI	LOC117579712|XP_034121597.1|DGUA
OG0005610	LOC6054470|XP_038120609.1|CQUI	LOC117589201|XP_034136821.1|DGUA
OG0005611	LOC6042217|XP_038117633.1|CQUI	LOC117589145|XP_034136723.1|DGUA
OG0005612	LOC6042211|XP_038118249.1|CQUI	LOC117585992|XP_034131707.1|DGUA
OG0005613	LOC6052366|XP_001868655.1|CQUI	LOC117586732|XP_034132918.1|DGUA
OG0005614	LOC6052367|XP_038120686.1|CQUI	LOC117586760|XP_034132961.1|DGUA
OG0005615	LOC6038132|XP_038118398.1|CQUI	LOC117583702|XP_034128075.1|DGUA
OG0005616	LOC6038140|XP_038121405.1|CQUI	LOC117586311|XP_034132185.1|DGUA
OG0005617	LOC6038143|XP_038118127.1|CQUI	LOC117585974|XP_034131674.1|DGUA
OG0005618	LOC6048871|XP_001865712.2|CQUI	LOC117584765|XP_034129761.1|DGUA
OG0005619	LOC6047497|XP_001864546.2|CQUI	LOC117589772|XP_034137859.1|DGUA
OG0005620	LOC6033028|XP_001843534.1|CQUI	LOC117590809|XP_034139667.1|DGUA
OG0005621	LOC6033029|XP_038118717.1|CQUI	LOC117581024|XP_034123743.1|DGUA
OG0005622	LOC6033032|XP_001843538.1|CQUI	LOC117581626|XP_034124885.1|DGUA
OG0005623	LOC6033052|XP_038118586.1|CQUI	LOC117590755|XP_034139583.1|DGUA
OG0005625	LOC6033065|XP_038117489.1|CQUI	LOC117585887|XP_034131533.1|DGUA
OG0005626	LOC6033070|XP_038121310.1|CQUI	LOC117581148|XP_034123971.1|DGUA
OG0005627	LOC6033073|XP_038115124.1|CQUI	LOC117590161|XP_034138440.1|DGUA
OG0005628	LOC6033075|XP_038120649.1|CQUI	LOC117583214|XP_034127322.1|DGUA
OG0005629	LOC6033082|XP_001843582.2|CQUI	LOC117578510|XP_034119940.1|DGUA
OG0005630	LOC6033086|XP_038116377.1|CQUI	LOC117581414|XP_034124463.1|DGUA
OG0005631	LOC6047518|XP_001864562.2|CQUI	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA
OG0005632	LOC6047519|XP_038121110.1|CQUI	LOC117591046|XP_034140033.1|DGUA
