Orthogroup	CQUI.longest_only	DSUZ.longest_only
OG0003263	LOC6041764|XP_038116872.1|CQUI	LOC108016596|XP_016938773.1|DSUZ
OG0003264	LOC6035158|XP_038122479.1|CQUI	LOC108005090|XP_016923751.1|DSUZ
OG0003265	LOC6053092|XP_038104064.1|CQUI	LOC108021555|XP_016945813.1|DSUZ
OG0003266	LOC6048965|XP_038114332.1|CQUI	LOC108007721|XP_016926962.2|DSUZ
OG0003267	LOC6045731|XP_038120606.1|CQUI	LOC108004855|XP_016923425.1|DSUZ
OG0003268	LOC6042708|XP_038115333.1|CQUI	LOC108007632|XP_036673489.1|DSUZ
OG0003269	LOC6042707|XP_001870724.1|CQUI	LOC108015445|XP_016937364.2|DSUZ
OG0003270	LOC6042705|XP_038112950.1|CQUI	LOC108012278|XP_036671779.1|DSUZ
OG0003271	LOC6048855|XP_038122756.1|CQUI	LOC108020405|XP_016944180.1|DSUZ
OG0003272	LOC6045821|XP_038110841.1|CQUI	LOC108010444|XP_016930793.1|DSUZ
OG0003273	LOC6042713|XP_001870730.2|CQUI	LOC108019794|XP_016943283.1|DSUZ
OG0003274	LOC6037929|XP_038104602.1|CQUI	LOC118876958|XP_036669461.1|DSUZ, LOC108014960|XP_036676445.1|DSUZ
OG0003275	LOC6047967|XP_038105614.1|CQUI	LOC108019039|XP_016942144.1|DSUZ
OG0003276	LOC6044976|XP_001862398.2|CQUI	LOC108004943|XP_016923531.2|DSUZ
OG0003277	LOC6047047|XP_038104678.1|CQUI	LOC108008867|XP_016928261.1|DSUZ
OG0003278	LOC6043390|XP_038104515.1|CQUI	LOC108011720|XP_016932431.2|DSUZ
OG0003279	LOC6043402|XP_038104861.1|CQUI	LOC108016882|XP_016939262.1|DSUZ
OG0003281	LOC6051867|XP_038122487.1|CQUI	LOC108011993|XP_016932748.1|DSUZ
OG0003282	LOC6046910|XP_038104714.1|CQUI	LOC108016876|XP_036676197.1|DSUZ
OG0003283	LOC6049215|XP_038104174.1|CQUI	LOC108005410|XP_016924163.1|DSUZ
OG0003284	LOC6045227|XP_001862603.1|CQUI	LOC108004704|XP_016923205.1|DSUZ
OG0003285	LOC6040443|XP_001849833.1|CQUI	LOC108010861|XP_016931326.1|DSUZ
OG0003286	LOC6040797|XP_038122603.1|CQUI	LOC108006358|XP_036675482.1|DSUZ
OG0003287	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI	LOC108014675|XP_016936331.1|DSUZ
OG0003289	LOC119765512|XP_038105437.1|CQUI	LOC108009757|XP_016929868.1|DSUZ
OG0003290	LOC6051120|XP_001867604.2|CQUI	LOC108011662|XP_016932348.2|DSUZ, LOC118878153|XP_036675701.1|DSUZ
OG0003291	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI	LOC108005746|XP_036671138.1|DSUZ
OG0003292	LOC6052272|XP_038104143.1|CQUI	LOC108005114|XP_036676904.1|DSUZ
OG0003293	LOC6044374|XP_038104790.1|CQUI	LOC108016892|XP_016939287.1|DSUZ
OG0003294	LOC6045679|XP_038122680.1|CQUI	LOC108010151|XP_016930475.1|DSUZ
OG0003295	LOC6047712|XP_038105249.1|CQUI	LOC108005079|XP_016923728.1|DSUZ
OG0003296	LOC119769394|XP_038117487.1|CQUI	LOC108020768|XP_016944636.1|DSUZ
OG0003297	LOC6053528|XP_038104050.1|CQUI	LOC108013881|XP_036674096.1|DSUZ
OG0003298	LOC6044791|XP_038104898.1|CQUI	LOC108016955|XP_016939379.1|DSUZ
OG0003299	LOC6051621|XP_038123026.1|CQUI	LOC108014621|XP_036674412.1|DSUZ, LOC108006788|XP_036675444.1|DSUZ
OG0003300	LOC6052939|XP_038105716.1|CQUI	LOC108013878|XP_036674045.1|DSUZ
OG0003301	LOC6034320|XP_001844653.2|CQUI	LOC108006182|XP_016925105.1|DSUZ
OG0003302	LOC119769388|XP_038117434.1|CQUI	LOC108018858|XP_036675805.1|DSUZ
OG0003303	LOC6048458|XP_001865376.2|CQUI	LOC108008334|XP_016927649.1|DSUZ
OG0003304	LOC6035163|XP_038105726.1|CQUI	LOC108007832|XP_036674735.1|DSUZ
OG0003305	LOC6040796|XP_038107449.1|CQUI	LOC108015195|XP_036676831.1|DSUZ
OG0003306	LOC119771120|XP_038122447.1|CQUI, LOC6036963|XP_001846930.2|CQUI	LOC108014321|XP_016935883.1|DSUZ
OG0003307	LOC6041286|XP_038118761.1|CQUI	LOC108019197|XP_016942466.1|DSUZ
OG0003308	LOC6041274|XP_038111355.1|CQUI	LOC108019939|XP_016943535.1|DSUZ
OG0003309	LOC6046401|XP_038104328.1|CQUI	LOC108015170|XP_016936937.1|DSUZ
OG0003310	LOC6049179|XP_001865984.2|CQUI	LOC108013691|XP_016935099.1|DSUZ
OG0003311	LOC6040799|XP_001850138.2|CQUI	LOC108006025|XP_016924958.2|DSUZ
OG0003312	LOC6038455|XP_001848252.2|CQUI	LOC108020819|XP_016944686.1|DSUZ
OG0003313	LOC119770166|XP_038120773.1|CQUI	LOC108016633|XP_016938818.1|DSUZ
OG0003314	LOC119769656|XP_038119124.1|CQUI	LOC108010093|XP_016930401.1|DSUZ
OG0003315	LOC6045637|XP_038104047.1|CQUI	LOC108005457|XP_016924238.1|DSUZ
OG0003316	LOC6046923|XP_038104731.1|CQUI	LOC118878128|XP_036675581.1|DSUZ
OG0003318	LOC6046383|XP_038121783.1|CQUI	LOC108013888|XP_036674073.1|DSUZ
OG0003319	LOC6050261|XP_038117527.1|CQUI	LOC108011625|XP_016932299.2|DSUZ
OG0003320	LOC6050925|XP_038107496.1|CQUI	LOC108017081|XP_036675351.1|DSUZ
OG0003321	LOC6050923|XP_038104096.1|CQUI	LOC108010762|XP_036675683.1|DSUZ
OG0003322	LOC6050928|XP_001867444.2|CQUI	LOC108010862|XP_016931328.2|DSUZ
OG0003323	LOC6053136|XP_038104993.1|CQUI, LOC6053138|XP_038104727.1|CQUI	LOC108016638|XP_016938824.1|DSUZ
OG0003324	LOC6044766|XP_038105505.1|CQUI	LOC108016817|XP_016939108.1|DSUZ
OG0003325	LOC6054667|XP_038122729.1|CQUI	LOC108006069|XP_036672690.1|DSUZ, LOC108011783|XP_036674942.1|DSUZ
OG0003326	LOC6052313|XP_001868606.2|CQUI	LOC108005132|XP_036676954.1|DSUZ
OG0003327	LOC6054823|XP_038117070.1|CQUI	LOC108020369|XP_016944079.1|DSUZ
OG0003328	LOC6045240|XP_038105004.1|CQUI	LOC108016963|XP_016939389.1|DSUZ
OG0003329	LOC6045236|XP_038104816.1|CQUI	LOC108011990|XP_036674675.1|DSUZ
OG0003330	LOC6049097|XP_001865912.2|CQUI	LOC108012383|XP_016933228.1|DSUZ
OG0003331	LOC6039046|XP_038105147.1|CQUI	LOC108005131|XP_016923793.1|DSUZ
OG0003332	LOC6045134|XP_001862536.1|CQUI	LOC108006274|XP_016925217.1|DSUZ
OG0003333	LOC6046168|XP_038108595.1|CQUI	LOC108012159|XP_016932940.2|DSUZ
OG0003334	LOC6053762|XP_038105116.1|CQUI	LOC108014374|XP_016935959.1|DSUZ
OG0003335	LOC6053764|XP_038105798.1|CQUI	LOC108014439|XP_036675585.1|DSUZ, LOC108010884|XP_016931361.2|DSUZ
OG0003336	LOC6049475|XP_038104934.1|CQUI	LOC108011328|XP_016931927.2|DSUZ
OG0003337	LOC6038463|XP_038122611.1|CQUI, LOC6045749|XP_038120681.1|CQUI	LOC108007236|XP_036674254.1|DSUZ
OG0003338	LOC6038468|XP_001848265.2|CQUI	LOC108020287|XP_036677887.1|DSUZ, LOC108004866|XP_036673593.1|DSUZ
OG0003339	LOC6042693|XP_038104736.1|CQUI	LOC108007582|XP_016926763.1|DSUZ
OG0003340	LOC6042694|XP_038104608.1|CQUI	LOC118877883|XP_036674154.1|DSUZ
OG0003341	LOC6042505|XP_001851719.2|CQUI	LOC108016652|XP_016938849.1|DSUZ
OG0003342	LOC6042500|XP_001851692.2|CQUI	LOC108016900|XP_016939302.1|DSUZ
OG0003343	LOC6047403|XP_038121381.1|CQUI, LOC6047404|XP_038105604.1|CQUI	LOC108019072|XP_016942204.1|DSUZ
OG0003344	LOC6046229|XP_038115211.1|CQUI	LOC108021016|XP_016944985.1|DSUZ
OG0003345	LOC119767346|XP_038111667.1|CQUI	LOC108014946|XP_036676104.1|DSUZ
OG0003346	LOC6045625|XP_001862961.2|CQUI	LOC108014695|XP_016936359.1|DSUZ
OG0003347	LOC6054237|XP_038111943.1|CQUI	LOC108017516|XP_016940073.2|DSUZ
OG0003348	LOC6045000|XP_038104115.1|CQUI	LOC108005695|XP_016924511.2|DSUZ
OG0003349	LOC6038485|XP_001848282.2|CQUI	LOC108013439|XP_016934800.1|DSUZ
OG0003350	LOC6038483|XP_038108551.1|CQUI	LOC108011036|XP_016931573.1|DSUZ
OG0003351	LOC6035135|XP_038109381.1|CQUI	LOC108015324|XP_016937212.1|DSUZ
OG0003352	LOC6051272|XP_001867743.2|CQUI	LOC108017273|XP_036675491.1|DSUZ
OG0003354	LOC6047656|XP_001864689.2|CQUI	LOC108012156|XP_016932936.2|DSUZ
OG0003355	LOC6051356|XP_038116845.1|CQUI	LOC108004844|XP_036676013.1|DSUZ, LOC118878214|XP_036675936.1|DSUZ
OG0003356	LOC6053494|XP_038122552.1|CQUI	LOC108019059|XP_016942178.1|DSUZ
OG0003357	LOC6053495|XP_001869569.2|CQUI	LOC108005165|XP_016923829.2|DSUZ
OG0003358	LOC6041908|XP_001851099.1|CQUI	LOC108021422|XP_016945623.1|DSUZ
OG0003359	LOC6034408|XP_001844726.1|CQUI	LOC108005458|XP_036676893.1|DSUZ
OG0003360	LOC6034412|XP_038114340.1|CQUI	LOC108005291|XP_036677068.1|DSUZ
OG0003361	LOC6034453|XP_001844767.2|CQUI	LOC108008966|XP_016928390.1|DSUZ
OG0003362	LOC6042565|XP_038111876.1|CQUI	LOC108010816|XP_016931252.1|DSUZ
OG0003363	LOC6042567|XP_038112762.1|CQUI	LOC108017034|XP_036674912.1|DSUZ, LOC108018328|XP_016941358.2|DSUZ
OG0003364	LOC6034728|XP_001845008.2|CQUI	LOC108006786|XP_036674183.1|DSUZ, LOC118878110|XP_036675422.1|DSUZ
OG0003365	LOC6034795|XP_001845068.2|CQUI	LOC108011251|XP_036674815.1|DSUZ
OG0003366	LOC6034775|XP_001845048.2|CQUI	LOC108015537|XP_016937502.2|DSUZ
OG0003367	LOC6034744|XP_038109225.1|CQUI	LOC118877515|XP_036672444.1|DSUZ, LOC118877281|XP_036671104.1|DSUZ
OG0003368	LOC6041917|XP_001851107.2|CQUI	LOC118877341|XP_036671615.1|DSUZ, LOC108020452|XP_016944263.2|DSUZ
OG0003369	LOC6041912|XP_001851103.2|CQUI	LOC108017130|XP_016939594.2|DSUZ
OG0003370	LOC6044494|XP_001862006.1|CQUI	LOC108016218|XP_016938337.2|DSUZ
OG0003371	LOC119771218|XP_038122893.1|CQUI	LOC108018909|XP_016941990.1|DSUZ
OG0003372	LOC6031555|XP_001842339.2|CQUI	LOC108018205|XP_016941211.1|DSUZ
OG0003373	LOC119765016|XP_038105409.1|CQUI, LOC6045520|XP_038105391.1|CQUI	LOC108019485|XP_016942802.2|DSUZ
OG0003374	LOC6054476|XP_038116887.1|CQUI	LOC108005140|XP_036677267.1|DSUZ
OG0003375	LOC6048537|XP_038109538.1|CQUI	LOC108014623|XP_036674422.1|DSUZ, LOC108006761|XP_036675502.1|DSUZ
OG0003376	LOC6034735|XP_001845015.1|CQUI	LOC108006777|XP_016925817.1|DSUZ, LOC108012039|XP_016932808.2|DSUZ
OG0003377	LOC6034732|XP_038122880.1|CQUI	LOC108006774|XP_036675406.1|DSUZ, LOC108012031|XP_036674111.1|DSUZ
OG0003378	LOC6034804|XP_001845076.1|CQUI	LOC108018460|XP_016941505.2|DSUZ
OG0003379	LOC6034805|XP_001845077.1|CQUI	LOC108020509|XP_016944332.1|DSUZ, LOC118879359|XP_036678107.1|DSUZ
OG0003380	LOC6046476|XP_038114759.1|CQUI	LOC108020501|XP_016944319.2|DSUZ
OG0003381	LOC6046475|XP_001863666.1|CQUI	LOC108007412|XP_016926557.1|DSUZ
OG0003382	LOC6046480|XP_038105361.1|CQUI	LOC108019526|XP_036673201.1|DSUZ
OG0003383	LOC6046770|XP_001863920.2|CQUI	LOC108006971|XP_016926066.2|DSUZ
OG0003384	LOC6050615|XP_001867190.1|CQUI	LOC108019493|XP_036668729.1|DSUZ
OG0003385	LOC6052084|XP_001868410.2|CQUI	LOC108006082|XP_036672929.1|DSUZ
OG0003386	LOC6036776|XP_001846772.1|CQUI	LOC108011497|XP_016932136.2|DSUZ
OG0003387	LOC6036775|XP_001846771.2|CQUI	LOC108013867|XP_036673205.1|DSUZ
OG0003388	LOC6036772|XP_001846764.2|CQUI	LOC108005488|XP_016924282.1|DSUZ
OG0003389	LOC6036491|XP_001846540.1|CQUI	LOC108009911|XP_016930125.1|DSUZ
OG0003390	LOC6036520|XP_001846565.2|CQUI	LOC108018454|XP_016941500.2|DSUZ
OG0003392	LOC6051534|XP_001867966.2|CQUI	LOC118879358|XP_036678106.1|DSUZ, LOC108015670|XP_016937669.2|DSUZ
OG0003393	LOC6042026|XP_038115967.1|CQUI	LOC108010736|XP_036674204.1|DSUZ
OG0003394	LOC6035630|XP_038104045.1|CQUI	LOC108017152|XP_036674968.1|DSUZ, LOC108013856|XP_036672687.1|DSUZ
OG0003395	LOC6035642|XP_038105204.1|CQUI	LOC108018327|XP_036672842.1|DSUZ, LOC108017035|XP_036675186.1|DSUZ
OG0003396	LOC6035649|XP_038104108.1|CQUI	LOC108014399|XP_036678218.1|DSUZ, LOC108007611|XP_036673480.1|DSUZ
OG0003397	LOC6035212|XP_001845441.2|CQUI	LOC118879229|XP_036678017.1|DSUZ, LOC108005591|XP_036673159.1|DSUZ, LOC108014601|XP_036673899.1|DSUZ
OG0003399	LOC6035229|XP_001845456.2|CQUI	LOC108005011|XP_016923634.2|DSUZ
OG0003400	LOC6048394|XP_038105553.1|CQUI	LOC118877679|XP_036673257.1|DSUZ
OG0003401	LOC6044798|XP_038105600.1|CQUI	LOC108004967|XP_036672946.1|DSUZ
OG0003402	LOC119769471|XP_038117965.1|CQUI	LOC108006449|XP_016925463.2|DSUZ
OG0003403	LOC6044611|XP_038123033.1|CQUI	LOC108009627|XP_016929604.1|DSUZ
OG0003404	LOC6044619|XP_038104451.1|CQUI	LOC108017544|XP_016940109.2|DSUZ, LOC108010984|XP_036674708.1|DSUZ
OG0003405	LOC6035352|XP_001845563.2|CQUI	LOC108008446|XP_016927787.1|DSUZ
OG0003406	LOC6035347|XP_001845558.1|CQUI	LOC108017506|XP_016940056.2|DSUZ
OG0003407	LOC6035346|XP_001845557.1|CQUI	LOC108017462|XP_036674639.1|DSUZ
OG0003408	LOC6035353|XP_038104381.1|CQUI	LOC108015722|XP_036674059.1|DSUZ
OG0003409	LOC6050608|XP_038104382.1|CQUI	LOC108011346|XP_016931945.2|DSUZ
OG0003410	LOC6044846|XP_001862291.1|CQUI	LOC108020494|XP_016944314.2|DSUZ
OG0003411	LOC6041723|XP_001850945.2|CQUI	LOC108014814|XP_036673484.1|DSUZ
OG0003412	LOC6041727|XP_038122908.1|CQUI	LOC108011719|XP_016932429.1|DSUZ
OG0003413	LOC6031535|XP_001842320.2|CQUI	LOC108011614|XP_016932273.2|DSUZ, LOC118876795|XP_036673662.1|DSUZ
OG0003414	LOC6035568|XP_038104587.1|CQUI	LOC108013163|XP_016934349.1|DSUZ
OG0003415	LOC6035559|XP_038122913.1|CQUI	LOC108006276|XP_016925219.1|DSUZ
OG0003416	LOC6035553|XP_001845711.2|CQUI	LOC108014405|XP_036672726.1|DSUZ
OG0003417	LOC6035549|XP_001845707.2|CQUI	LOC108007833|XP_036674734.1|DSUZ
OG0003418	LOC6034923|XP_001845188.1|CQUI	LOC108008064|XP_016927336.1|DSUZ
OG0003419	LOC6034928|XP_038112385.1|CQUI	LOC108004823|XP_016923382.2|DSUZ
OG0003420	LOC6034929|XP_038113125.1|CQUI	LOC108004817|XP_036672839.1|DSUZ
OG0003421	LOC6044857|XP_038118023.1|CQUI	LOC108007224|XP_036674731.1|DSUZ
OG0003422	LOC6045192|XP_001862584.1|CQUI	LOC108007230|XP_016926355.2|DSUZ
OG0003423	LOC6047844|XP_038104071.1|CQUI	LOC108009500|XP_016929390.1|DSUZ
OG0003424	LOC6047847|XP_001864849.2|CQUI	LOC108012017|XP_036673220.1|DSUZ
OG0003425	LOC6042446|XP_001851544.1|CQUI	LOC108014391|XP_036673186.1|DSUZ, LOC108014390|XP_016935983.2|DSUZ
OG0003426	LOC6032577|XP_001843150.1|CQUI	LOC108014895|XP_016936604.2|DSUZ
OG0003427	LOC6040871|XP_001850206.2|CQUI	LOC108014887|XP_016936594.2|DSUZ
OG0003428	LOC6032685|XP_001843245.2|CQUI	LOC108010526|XP_016930890.2|DSUZ
OG0003429	LOC6032661|XP_001843228.2|CQUI	LOC108008688|XP_016928070.1|DSUZ
OG0003430	LOC6031627|XP_038112717.1|CQUI	LOC108020411|XP_016944198.1|DSUZ
OG0003431	LOC6039171|XP_001848826.2|CQUI	LOC108005937|XP_036675223.1|DSUZ
OG0003432	LOC6047464|XP_038111896.1|CQUI	LOC108004860|XP_016923431.2|DSUZ
OG0003435	LOC6032653|XP_038104224.1|CQUI	LOC118879481|XP_036678246.1|DSUZ, LOC108016164|XP_016938274.1|DSUZ
OG0003436	LOC6036780|XP_001846776.1|CQUI	LOC108006744|XP_016925782.1|DSUZ
OG0003437	LOC6036779|XP_038107371.1|CQUI	LOC108006745|XP_016925783.2|DSUZ
OG0003438	LOC6046594|XP_001863768.1|CQUI	LOC108006753|XP_016925793.1|DSUZ
OG0003439	LOC6042429|XP_001851546.1|CQUI	LOC108020634|XP_016944475.2|DSUZ
OG0003440	LOC6039090|XP_038105902.1|CQUI	LOC108010811|XP_016931243.1|DSUZ
OG0003441	LOC6046303|XP_001863513.1|CQUI	LOC108012519|XP_016933425.1|DSUZ
OG0003442	LOC6046296|XP_001863521.2|CQUI	LOC108006963|XP_016926058.2|DSUZ
OG0003443	LOC6047924|XP_001864911.1|CQUI	LOC108013264|XP_016934512.1|DSUZ
OG0003444	LOC6031536|XP_001842321.2|CQUI	LOC108005556|XP_016924340.2|DSUZ
OG0003445	LOC6031549|XP_038105160.1|CQUI	LOC108014977|XP_036676629.1|DSUZ
OG0003446	LOC6031557|XP_038116993.1|CQUI	LOC108019177|XP_016942431.1|DSUZ
OG0003447	LOC6031562|XP_038117031.1|CQUI	LOC108020393|XP_016944153.1|DSUZ
OG0003448	LOC6048416|XP_001865339.2|CQUI	LOC108011660|XP_036673654.1|DSUZ
OG0003449	LOC6037396|XP_001847313.1|CQUI	LOC108018280|XP_036674686.1|DSUZ
OG0003450	LOC6039926|XP_038104260.1|CQUI	LOC108006406|XP_016925418.2|DSUZ
OG0003451	LOC6039936|XP_038111380.1|CQUI	LOC108018367|XP_036672662.1|DSUZ
OG0003452	LOC6039937|XP_001849434.2|CQUI	LOC108019443|XP_016942757.2|DSUZ
OG0003453	LOC6046528|XP_001863707.1|CQUI	LOC108005879|XP_016924750.1|DSUZ
OG0003454	LOC6046531|XP_001863706.1|CQUI	LOC108021535|XP_016945788.1|DSUZ
OG0003455	LOC6046526|XP_038104772.1|CQUI	LOC108020541|XP_036673024.1|DSUZ
OG0003456	LOC119769594|XP_038118579.1|CQUI, LOC6035526|XP_038113113.1|CQUI	LOC108009882|XP_016930077.1|DSUZ
OG0003457	LOC6035528|XP_001845693.1|CQUI	LOC108019437|XP_036675045.1|DSUZ
OG0003458	LOC6039674|XP_038122724.1|CQUI	LOC108011385|XP_036675550.1|DSUZ
OG0003459	LOC6034951|XP_001845210.1|CQUI	LOC108016514|XP_016938678.2|DSUZ
OG0003460	LOC6034933|XP_038122514.1|CQUI	LOC108008019|XP_016927292.2|DSUZ
OG0003461	LOC6037413|XP_038105277.1|CQUI	LOC108005730|XP_036675009.1|DSUZ
OG0003462	LOC6037339|XP_038104753.1|CQUI	LOC108012528|XP_016933431.1|DSUZ
OG0003463	LOC6039202|XP_038104646.1|CQUI	LOC108016416|XP_036674128.1|DSUZ
OG0003464	LOC6039615|XP_038106187.1|CQUI	LOC108020782|XP_036674399.1|DSUZ
OG0003465	LOC6039608|XP_001849182.1|CQUI	LOC108018313|XP_016941342.1|DSUZ
OG0003466	LOC6038055|XP_001847899.1|CQUI	LOC108017282|XP_016939799.2|DSUZ
OG0003467	LOC6040680|XP_038105387.1|CQUI	LOC108017497|XP_016940040.2|DSUZ
OG0003468	LOC6040674|XP_001850035.2|CQUI	LOC108010779|XP_016931195.1|DSUZ
OG0003469	LOC6035344|XP_001845555.1|CQUI	LOC108015516|XP_016937467.1|DSUZ
OG0003470	LOC6031670|XP_038104846.1|CQUI	LOC108016407|XP_036674695.1|DSUZ
OG0003471	LOC6031663|XP_001842409.2|CQUI	LOC108013985|XP_016935488.1|DSUZ
OG0003472	LOC6034382|XP_038113315.1|CQUI	LOC108019884|XP_016943450.1|DSUZ
OG0003473	LOC6035377|XP_038104133.1|CQUI	LOC108021117|XP_016945155.2|DSUZ
OG0003474	LOC6035079|XP_038112442.1|CQUI	LOC108020111|XP_036672568.1|DSUZ
OG0003475	LOC6035069|XP_038122846.1|CQUI	LOC108010548|XP_036674560.1|DSUZ, LOC108010577|XP_036673885.1|DSUZ
OG0003476	LOC6035414|XP_038122449.1|CQUI	LOC108020350|XP_016944012.1|DSUZ
OG0003477	LOC6047059|XP_038115904.1|CQUI	LOC108017545|XP_036674257.1|DSUZ, LOC118877559|XP_036672627.1|DSUZ
OG0003478	LOC6047694|XP_038115039.1|CQUI	LOC108010944|XP_036672703.1|DSUZ
OG0003479	LOC6035543|XP_001845701.1|CQUI	LOC108015854|XP_016937910.1|DSUZ
OG0003480	LOC6042433|XP_001851551.1|CQUI	LOC108018335|XP_036674827.1|DSUZ
OG0003481	LOC6042434|XP_001851552.2|CQUI	LOC108007599|XP_016926789.1|DSUZ
OG0003482	LOC6042437|XP_038114985.1|CQUI	LOC108007597|XP_036674822.1|DSUZ
OG0003483	LOC6039076|XP_001848749.1|CQUI	LOC108016030|XP_016938114.2|DSUZ
OG0003484	LOC6049256|XP_001866047.1|CQUI	LOC108018475|XP_036673178.1|DSUZ
OG0003487	LOC6040883|XP_001850212.2|CQUI	LOC108014779|XP_016936461.2|DSUZ
OG0003488	LOC6039350|XP_038104841.1|CQUI	LOC108019518|XP_036673258.1|DSUZ
OG0003489	LOC6037420|XP_038104037.1|CQUI	LOC108006981|XP_036672927.1|DSUZ
OG0003490	LOC6037424|XP_001847338.1|CQUI	LOC108013831|XP_016935302.2|DSUZ
OG0003491	LOC6033013|XP_038111280.1|CQUI	LOC108020766|XP_036673700.1|DSUZ, LOC118877721|XP_036673553.1|DSUZ
OG0003492	LOC6032983|XP_038121925.1|CQUI	LOC108015685|XP_036673497.1|DSUZ
OG0003493	LOC6033729|XP_038105787.1|CQUI	LOC108016181|XP_016938292.2|DSUZ
OG0003494	LOC6053204|XP_038110104.1|CQUI	LOC108011633|XP_016932311.1|DSUZ
OG0003495	LOC6042404|XP_038123009.1|CQUI	LOC108021421|XP_016945621.1|DSUZ
OG0003496	LOC6039896|XP_001849394.1|CQUI	LOC108006236|XP_016925165.1|DSUZ, LOC108020844|XP_036674574.1|DSUZ
OG0003497	LOC6042400|XP_038122515.1|CQUI	LOC108010551|XP_036674557.1|DSUZ, LOC108019431|XP_016942742.1|DSUZ
OG0003498	LOC6042398|XP_001851523.2|CQUI	LOC108011877|XP_036677586.1|DSUZ
OG0003499	LOC6042393|XP_001851518.2|CQUI	LOC108015846|XP_036673010.1|DSUZ
OG0003500	LOC6051158|XP_038104555.1|CQUI	LOC108008820|XP_016928219.1|DSUZ
OG0003501	LOC6040942|XP_001850270.1|CQUI	LOC108014913|XP_016936621.1|DSUZ, LOC118877592|XP_036672766.1|DSUZ
OG0003502	LOC6032047|XP_038105287.1|CQUI	LOC108010941|XP_036673190.1|DSUZ
OG0003503	LOC6032067|XP_001842733.2|CQUI	LOC108007606|XP_016926800.2|DSUZ
OG0003504	LOC6032073|XP_038115709.1|CQUI	LOC108006419|XP_016925433.2|DSUZ
OG0003505	LOC6032089|XP_038104786.1|CQUI	LOC108015642|XP_036672896.1|DSUZ, LOC118876765|XP_036674760.1|DSUZ
OG0003506	LOC6035185|XP_001845415.2|CQUI	LOC108014358|XP_036674928.1|DSUZ
OG0003507	LOC6035194|XP_038105210.1|CQUI	LOC108011007|XP_036673988.1|DSUZ
OG0003508	LOC6037398|XP_038104529.1|CQUI	LOC108012872|XP_016933850.1|DSUZ
OG0003509	LOC6032718|XP_038116239.1|CQUI	LOC108020521|XP_016944355.2|DSUZ
OG0003510	LOC6033955|XP_038105897.1|CQUI	LOC108011898|XP_036674150.1|DSUZ
OG0003511	LOC6033953|XP_038104593.1|CQUI	LOC108011888|XP_036674720.1|DSUZ
OG0003513	LOC6040895|XP_038122954.1|CQUI	LOC108014866|XP_016936571.2|DSUZ
OG0003514	LOC6040914|XP_038105061.1|CQUI	LOC108010920|XP_016931409.2|DSUZ
OG0003515	LOC6037350|XP_001847273.2|CQUI	LOC108008327|XP_016927641.1|DSUZ
OG0003516	LOC6037345|XP_038106122.1|CQUI	LOC108014231|XP_036674135.1|DSUZ, LOC108014905|XP_036672551.1|DSUZ
OG0003517	LOC6032015|XP_038122579.1|CQUI	LOC108015659|XP_036673774.1|DSUZ
OG0003518	LOC6032783|XP_001843318.2|CQUI	LOC108014239|XP_016935763.2|DSUZ
OG0003519	LOC6032781|XP_038117086.1|CQUI	LOC108013350|XP_016934651.1|DSUZ
OG0003520	LOC6032782|XP_001843323.2|CQUI	LOC108013332|XP_016934621.1|DSUZ
OG0003521	LOC6032787|XP_038118515.1|CQUI	LOC108013347|XP_016934647.2|DSUZ, LOC108019456|XP_016942773.2|DSUZ
OG0003522	LOC6032792|XP_001843331.1|CQUI	LOC108008472|XP_016927817.1|DSUZ
OG0003523	LOC6048078|XP_001865048.2|CQUI	LOC108021675|XP_016945983.1|DSUZ
OG0003524	LOC6032793|XP_001843332.2|CQUI	LOC108016733|XP_016938953.1|DSUZ
OG0003525	LOC6032794|XP_001843333.2|CQUI	LOC108009091|XP_016928637.1|DSUZ
OG0003527	LOC6032800|XP_038115299.1|CQUI	LOC108018008|XP_016940852.1|DSUZ
OG0003529	LOC6032817|XP_038119796.1|CQUI	LOC108021398|XP_016945587.1|DSUZ
OG0003530	LOC6032819|XP_001843356.2|CQUI	LOC108006835|XP_016925872.1|DSUZ
OG0003531	LOC6032824|XP_001843361.1|CQUI	LOC108012038|XP_016932807.1|DSUZ, LOC108006778|XP_016925818.2|DSUZ
OG0003532	LOC6032827|XP_001843364.2|CQUI	LOC108013315|XP_016934597.1|DSUZ
OG0003533	LOC6031080|XP_001841925.2|CQUI	LOC108012450|XP_016933308.1|DSUZ
OG0003534	LOC6031086|XP_038118388.1|CQUI	LOC108013217|XP_016934432.1|DSUZ
OG0003535	LOC6054045|XP_038119934.1|CQUI	LOC108013101|XP_016934236.1|DSUZ
OG0003536	LOC6042791|XP_038121619.1|CQUI	LOC108018157|XP_016941113.1|DSUZ
OG0003537	LOC6048042|XP_001865009.1|CQUI	LOC108008566|XP_016927925.1|DSUZ
OG0003538	LOC6041057|XP_038122268.1|CQUI	LOC108019876|XP_016943435.1|DSUZ
OG0003539	LOC6041054|XP_038118055.1|CQUI	LOC108018063|XP_016940948.1|DSUZ
OG0003540	LOC6041030|XP_001850341.2|CQUI	LOC108013474|XP_016934845.1|DSUZ
OG0003541	LOC6031102|XP_038117650.1|CQUI	LOC108015761|XP_016937789.1|DSUZ
