Orthogroup	CQUI.longest_only	DSUB.longest_only
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC117890019|XP_034650515.1|DSUB
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC117890018|XP_034650512.1|DSUB
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC117891010|XP_034652057.1|DSUB
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC117892718|XP_034655029.1|DSUB
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC117895452|XP_034659015.1|DSUB
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC117895450|XP_034659010.1|DSUB
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC117890826|XP_034651794.1|DSUB
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC117891213|XP_034652446.1|DSUB
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC117890334|XP_034651017.1|DSUB
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC117891666|XP_034653122.1|DSUB
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC117892464|XP_034654605.1|DSUB
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC117892152|XP_034654091.1|DSUB
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC117891103|XP_034652181.1|DSUB
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC117892159|XP_034654110.1|DSUB
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC117893829|XP_034656477.1|DSUB
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC117894936|XP_034658130.1|DSUB
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC117892331|XP_034654375.1|DSUB
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC117893039|XP_034655298.1|DSUB
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC117889968|XP_034650422.1|DSUB
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC117889905|XP_034650317.1|DSUB
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC117894404|XP_034657307.1|DSUB
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC117900320|XP_034666543.1|DSUB
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC117889893|XP_034650294.1|DSUB
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC117892182|XP_034654159.1|DSUB
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC117892723|XP_034655035.1|DSUB
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC117892725|XP_034655039.1|DSUB
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC117891276|XP_034652544.1|DSUB
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC117893251|XP_034655708.1|DSUB
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC117895298|XP_034658747.1|DSUB
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC117895526|XP_034659123.1|DSUB
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC117902219|XP_034669343.1|DSUB
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC117898850|XP_034664418.1|DSUB
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC117894605|XP_034657647.1|DSUB
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC117894823|XP_034657960.1|DSUB
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC117893943|XP_034656624.1|DSUB
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC117900758|XP_034667131.1|DSUB
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC117893886|XP_034656549.1|DSUB
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC117893046|XP_034655314.1|DSUB
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC117897303|XP_034661941.1|DSUB
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC117894330|XP_034657205.1|DSUB
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC117894346|XP_034657226.1|DSUB
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC117893656|XP_034656238.1|DSUB
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC117895519|XP_034659114.1|DSUB
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC117895489|XP_034659072.1|DSUB
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC117895707|XP_034659446.1|DSUB
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC117890413|XP_034651115.1|DSUB
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC117891950|XP_034653697.1|DSUB
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC117891948|XP_034653693.1|DSUB
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC117889747|XP_034650077.1|DSUB
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC117899595|XP_034665605.1|DSUB
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC117890114|XP_034650676.1|DSUB
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC117890061|XP_034650590.1|DSUB
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC117891610|XP_034653035.1|DSUB
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC117898141|XP_034663228.1|DSUB
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC117892972|XP_034655201.1|DSUB
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC117894289|XP_034657140.1|DSUB
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC117890976|XP_034652005.1|DSUB
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC117891895|XP_034653589.1|DSUB
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC117898576|XP_034663986.1|DSUB
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC117891097|XP_034652172.1|DSUB
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC117895210|XP_034658592.1|DSUB
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC117895674|XP_034659387.1|DSUB
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC117890244|XP_034650881.1|DSUB
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC117891707|XP_034653191.1|DSUB
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC117891838|XP_034653479.1|DSUB
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC117895613|XP_034659253.1|DSUB
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC117895497|XP_034659083.1|DSUB
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC117895656|XP_034659362.1|DSUB
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC117890836|XP_034651810.1|DSUB
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC117895106|XP_034658398.1|DSUB
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC117894811|XP_034657937.1|DSUB
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC117893512|XP_034656042.1|DSUB
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC117890802|XP_034651767.1|DSUB
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC117890485|XP_034651261.1|DSUB
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC117895666|XP_034659380.1|DSUB
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC117890489|XP_034651268.1|DSUB
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC117892278|XP_034654289.1|DSUB
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC117902814|XP_034670330.1|DSUB
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC117894873|XP_034658031.1|DSUB
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC117894061|XP_034656805.1|DSUB
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC117894002|XP_034656716.1|DSUB
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC117892608|XP_034654840.1|DSUB
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC117894581|XP_034657614.1|DSUB
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC117893889|XP_034656552.1|DSUB
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC117893394|XP_034655884.1|DSUB
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC117891505|XP_034652887.1|DSUB
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC117891495|XP_034652874.1|DSUB
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC117894256|XP_034657101.1|DSUB
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC117891566|XP_034652979.1|DSUB
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC117892706|XP_034655011.1|DSUB
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC117889794|XP_034650158.1|DSUB
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC117895811|XP_034659628.1|DSUB
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC117893786|XP_034656421.1|DSUB
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC117893984|XP_034656689.1|DSUB
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC117893314|XP_034655793.1|DSUB
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC117894120|XP_034656893.1|DSUB
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC117903138|XP_034670866.1|DSUB
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC117890911|XP_034651917.1|DSUB
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC117895708|XP_034659447.1|DSUB
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC117895222|XP_034658608.1|DSUB
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC117895460|XP_034659024.1|DSUB
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC117894448|XP_034657432.1|DSUB
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC117895371|XP_034658848.1|DSUB
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC117895803|XP_034659616.1|DSUB
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC117896244|XP_034660292.1|DSUB
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC117893552|XP_034656093.1|DSUB
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC117893271|XP_034655730.1|DSUB
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC117895436|XP_034658981.1|DSUB
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC117894378|XP_034657274.1|DSUB
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC117893761|XP_034656390.1|DSUB
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC117895284|XP_034658711.1|DSUB
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC117892620|XP_034654862.1|DSUB
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC117891635|XP_034653072.1|DSUB
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC117891555|XP_034652967.1|DSUB
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC117890670|XP_034651537.1|DSUB
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC117890950|XP_034651982.1|DSUB
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC117890951|XP_034651983.1|DSUB
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC117893771|XP_034656401.1|DSUB
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC117894054|XP_034656798.1|DSUB
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC117891483|XP_034652854.1|DSUB
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC117890957|XP_034651989.1|DSUB
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC117890283|XP_034650936.1|DSUB
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC117889944|XP_034650372.1|DSUB
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC117893521|XP_034656052.1|DSUB
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC117894954|XP_034658175.1|DSUB
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC117893102|XP_034655424.1|DSUB
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC117893103|XP_034655425.1|DSUB
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC117895635|XP_034659281.1|DSUB
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC117894073|XP_034656818.1|DSUB
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC117893977|XP_034656675.1|DSUB
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC117893963|XP_034656653.1|DSUB
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC117893486|XP_034656009.1|DSUB
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC117892268|XP_034654281.1|DSUB
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC117891954|XP_034653704.1|DSUB
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC117892575|XP_034654794.1|DSUB
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC117895401|XP_034658920.1|DSUB
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC117890117|XP_034650679.1|DSUB
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC117895136|XP_034658447.1|DSUB
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC117895139|XP_034658454.1|DSUB
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC117895255|XP_034658663.1|DSUB
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC117894570|XP_034657596.1|DSUB
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC117902457|XP_034669745.1|DSUB
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC117903819|XP_034672190.1|DSUB
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC117891283|XP_034652565.1|DSUB
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC117889810|XP_034650180.1|DSUB
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC117889775|XP_034650131.1|DSUB
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC117902912|XP_034670362.1|DSUB
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC117894619|XP_034657674.1|DSUB
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC117893727|XP_034656339.1|DSUB
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC117891899|XP_034653594.1|DSUB
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC117897701|XP_034662617.1|DSUB
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC117891424|XP_034652785.1|DSUB
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC117891451|XP_034652823.1|DSUB
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC117890001|XP_034650479.1|DSUB
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC117892266|XP_034654276.1|DSUB
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC117890735|XP_034651678.1|DSUB
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC117902955|XP_034670481.1|DSUB
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC117889630|XP_034649975.1|DSUB
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC117898738|XP_034664248.1|DSUB
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC117890317|XP_034650994.1|DSUB
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC117890678|XP_034651550.1|DSUB
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC117890486|XP_034651264.1|DSUB
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC117890493|XP_034651274.1|DSUB
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC117892654|XP_034654902.1|DSUB
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC117893300|XP_034655767.1|DSUB
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC117897422|XP_034662148.1|DSUB
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC117891401|XP_034652736.1|DSUB
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC117891960|XP_034653723.1|DSUB
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC117889752|XP_034650089.1|DSUB
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC117894025|XP_034656753.1|DSUB
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC117897718|XP_034662634.1|DSUB
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC117902048|XP_034669005.1|DSUB
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC117889806|XP_034650174.1|DSUB
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC117892440|XP_034654572.1|DSUB
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC117901244|XP_034667810.1|DSUB
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC117901866|XP_034668712.1|DSUB
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC117902617|XP_034670019.1|DSUB
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC117897728|XP_034662646.1|DSUB
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC117901965|XP_034668837.1|DSUB
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC117901211|XP_034667765.1|DSUB
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC117901475|XP_034668130.1|DSUB
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC117902639|XP_034670053.1|DSUB
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC117893493|XP_034656018.1|DSUB
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC117902234|XP_034669363.1|DSUB
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC117890045|XP_034650555.1|DSUB
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC117889985|XP_034650459.1|DSUB
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC117902007|XP_034668945.1|DSUB
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC117902015|XP_034668953.1|DSUB
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC117901400|XP_034668025.1|DSUB
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC117899657|XP_034665731.1|DSUB
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC117902098|XP_034669091.1|DSUB
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC117902035|XP_034668989.1|DSUB
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC117900211|XP_034666382.1|DSUB
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC117901089|XP_034667607.1|DSUB
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC117897626|XP_034662486.1|DSUB
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC117891569|XP_034652983.1|DSUB
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC117902447|XP_034669733.1|DSUB
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC117900808|XP_034667187.1|DSUB
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC117901172|XP_034667717.1|DSUB
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC117900410|XP_034666658.1|DSUB
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC117901785|XP_034668585.1|DSUB
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC117902036|XP_034668990.1|DSUB
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC117902034|XP_034668985.1|DSUB
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC117902714|XP_034670167.1|DSUB
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC117900201|XP_034666354.1|DSUB
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC117899141|XP_034664839.1|DSUB
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC117901850|XP_034668690.1|DSUB
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC117900683|XP_034667020.1|DSUB
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC117902773|XP_034670257.1|DSUB
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC117901240|XP_034667807.1|DSUB
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC117901237|XP_034667802.1|DSUB
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC117900515|XP_034666802.1|DSUB
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC117900237|XP_034666417.1|DSUB
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC117891613|XP_034653041.1|DSUB
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC117901357|XP_034667958.1|DSUB
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC117902161|XP_034669191.1|DSUB
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC117902125|XP_034669142.1|DSUB
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC117900047|XP_034666130.1|DSUB
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC117901079|XP_034667583.1|DSUB
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC117900450|XP_034666711.1|DSUB
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC117901506|XP_034668167.1|DSUB
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC117896559|XP_034660852.1|DSUB
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC117892033|XP_034653848.1|DSUB
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC117901661|XP_034668391.1|DSUB
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC117892265|XP_034654275.1|DSUB
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC117900235|XP_034666415.1|DSUB
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC117890457|XP_034651191.1|DSUB
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC117901514|XP_034668176.1|DSUB
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC117902767|XP_034670251.1|DSUB
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC117900713|XP_034667065.1|DSUB
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC117900336|XP_034666565.1|DSUB
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC117903561|XP_034671655.1|DSUB
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC117900214|XP_034666387.1|DSUB
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC117891711|XP_034653196.1|DSUB
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC117902654|XP_034670073.1|DSUB
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC117901714|XP_034668482.1|DSUB
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC117902417|XP_034669659.1|DSUB
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC117901687|XP_034668420.1|DSUB
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC117899467|XP_034665374.1|DSUB
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC117902027|XP_034668977.1|DSUB
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC117900530|XP_034666820.1|DSUB
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC117902381|XP_034669591.1|DSUB
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC117900715|XP_034667070.1|DSUB
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC117902698|XP_034670133.1|DSUB
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC117901542|XP_034668224.1|DSUB
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC117891406|XP_034652743.1|DSUB
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC117899959|XP_034666005.1|DSUB
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC117901434|XP_034668068.1|DSUB
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC117901889|XP_034668742.1|DSUB
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC117900179|XP_034666315.1|DSUB
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC117900190|XP_034666330.1|DSUB
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC117900973|XP_034667448.1|DSUB
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC117892915|XP_034655119.1|DSUB
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC117893803|XP_034656438.1|DSUB
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC117896241|XP_034660289.1|DSUB
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC117902435|XP_034669708.1|DSUB
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC117901682|XP_034668416.1|DSUB
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC117901679|XP_034668413.1|DSUB
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC117901329|XP_034667929.1|DSUB
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC117898817|XP_034664370.1|DSUB
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC117901619|XP_034668337.1|DSUB
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC117894912|XP_034658099.1|DSUB
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC117902455|XP_034669743.1|DSUB
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC117893565|XP_034656126.1|DSUB
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC117902662|XP_034670081.1|DSUB
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC117902311|XP_034669485.1|DSUB
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC117889952|XP_034650398.1|DSUB
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC117890709|XP_034651627.1|DSUB
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC117890744|XP_034651690.1|DSUB
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC117902290|XP_034669459.1|DSUB
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC117902479|XP_034669781.1|DSUB
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC117902740|XP_034670208.1|DSUB
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC117900243|XP_034666422.1|DSUB
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC117900238|XP_034666418.1|DSUB
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC117900334|XP_034666563.1|DSUB
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC117900333|XP_034666562.1|DSUB
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC117899524|XP_034665475.1|DSUB
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC117891040|XP_034652100.1|DSUB
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC117900823|XP_034667221.1|DSUB
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC117900826|XP_034667225.1|DSUB
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC117891544|XP_034652946.1|DSUB
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC117902076|XP_034669062.1|DSUB
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC117900722|XP_034667081.1|DSUB
