Orthogroup	CQUI.longest_only	DYAK.longest_only
OG0004945	LOC6034091|XP_001844459.1|CQUI	LOC6528328|XP_002089381.1|DYAK
OG0004946	LOC6031006|XP_038120661.1|CQUI	LOC6534635|XP_002095310.1|DYAK
OG0004947	LOC6030999|XP_038118718.1|CQUI	LOC6532423|XP_002093170.1|DYAK
OG0004948	LOC6042818|XP_001870816.2|CQUI	LOC6532425|XP_002093172.1|DYAK
OG0004949	LOC6042820|XP_038120566.1|CQUI	LOC6532430|XP_002093177.2|DYAK
OG0004950	LOC6042821|XP_038119055.1|CQUI	LOC6532205|XP_015049220.2|DYAK
OG0004951	LOC6042824|XP_038116571.1|CQUI	LOC6538203|XP_002098731.1|DYAK
OG0004952	LOC6042826|XP_001870823.1|CQUI	LOC6533860|XP_002094560.1|DYAK
OG0004953	LOC6042828|XP_001870825.1|CQUI	LOC6535091|XP_002095755.1|DYAK
OG0004954	LOC6044579|XP_001862072.2|CQUI	LOC6535093|XP_002095757.2|DYAK
OG0004955	LOC6039263|XP_001848898.2|CQUI	LOC6533244|XP_002093970.1|DYAK
OG0004956	LOC6039267|XP_038115125.1|CQUI	LOC6528853|XP_002089885.1|DYAK
OG0004957	LOC6044083|XP_038114695.1|CQUI	LOC6532767|XP_002093509.2|DYAK
OG0004958	LOC6044069|XP_038116052.1|CQUI	LOC6533854|XP_002094554.1|DYAK
OG0004959	LOC6044062|XP_038121183.1|CQUI	LOC6533853|XP_039229487.1|DYAK
OG0004960	LOC6044067|XP_038122351.1|CQUI	LOC6533852|XP_002094552.2|DYAK
OG0004961	LOC6044063|XP_001861634.2|CQUI	LOC6528919|XP_002089951.1|DYAK
OG0004962	LOC6044088|XP_001861631.1|CQUI	LOC6534698|XP_002095373.1|DYAK
OG0004963	LOC119768573|XP_038114513.1|CQUI	LOC6534184|XP_002094867.2|DYAK
OG0004964	LOC6051406|XP_038117934.1|CQUI	LOC6533549|XP_002094259.1|DYAK
OG0004965	LOC6045672|XP_001862990.1|CQUI	LOC6533304|XP_002094030.1|DYAK
OG0004966	LOC119769641|XP_038118806.1|CQUI	LOC6533305|XP_002094031.1|DYAK
OG0004967	LOC6047369|XP_001864441.1|CQUI	LOC6528303|XP_002089356.1|DYAK
OG0004968	LOC119769240|XP_038117101.1|CQUI	LOC6532964|XP_002093699.3|DYAK
OG0004969	LOC6053218|XP_038121462.1|CQUI	LOC6531505|XP_002092304.1|DYAK
OG0004970	LOC6053219|XP_038121463.1|CQUI	LOC6532963|XP_039229950.1|DYAK
OG0004971	LOC6038838|XP_038121464.1|CQUI	LOC6532961|XP_039229645.1|DYAK
OG0004972	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI	LOC6533299|XP_002094025.1|DYAK
OG0004973	LOC6038820|XP_001848537.1|CQUI	LOC6532210|XP_002092984.1|DYAK
OG0004974	LOC6038807|XP_038117097.1|CQUI	LOC6533846|XP_002094546.1|DYAK
OG0004975	LOC6047332|XP_001864408.1|CQUI	LOC6532951|XP_002093686.1|DYAK
OG0004976	LOC6047334|XP_038120001.1|CQUI	LOC6532869|XP_002093605.2|DYAK
OG0004977	LOC6038664|XP_001848421.2|CQUI	LOC6531876|XP_002092663.1|DYAK
OG0004978	LOC6043644|XP_038118720.1|CQUI	LOC6531083|XP_002091917.1|DYAK
OG0004979	LOC6040580|XP_038119611.1|CQUI	LOC6532736|XP_002093478.1|DYAK
OG0004980	LOC6044646|XP_038121367.1|CQUI	LOC6534505|XP_002095182.3|DYAK
OG0004981	LOC6030984|XP_001841837.2|CQUI	LOC6534981|XP_002095651.1|DYAK
OG0004982	LOC6030985|XP_001841838.2|CQUI	LOC6534985|XP_002095655.1|DYAK
OG0004983	LOC6030977|XP_001841831.2|CQUI	LOC6533563|XP_002094273.1|DYAK
OG0004984	LOC6042840|XP_001870836.1|CQUI	LOC6533218|XP_002093944.3|DYAK
OG0004985	LOC6039545|XP_038118683.1|CQUI	LOC6532402|XP_039230550.1|DYAK
OG0004986	LOC6039551|XP_038120315.1|CQUI	LOC6534262|XP_002094943.2|DYAK
OG0004987	LOC6039550|XP_038119871.1|CQUI	LOC6534405|XP_039230163.1|DYAK
OG0004988	LOC6039548|XP_038121779.1|CQUI	LOC6532403|XP_002093154.2|DYAK
OG0004989	LOC6039553|XP_001849150.2|CQUI	LOC6534403|XP_002095081.1|DYAK
OG0004990	LOC6048516|XP_038118480.1|CQUI	LOC6530726|XP_002091617.1|DYAK
OG0004991	LOC6050162|XP_038114619.1|CQUI	LOC6530185|XP_002091123.1|DYAK
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC6530186|XP_002091124.1|DYAK
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC6532799|XP_002093536.1|DYAK
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC6532854|XP_039229524.1|DYAK
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC6532619|XP_002093363.1|DYAK
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC6531480|XP_002092279.1|DYAK
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC6531578|XP_002092376.1|DYAK
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC6533042|XP_039230911.1|DYAK
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC6529400|XP_002090405.1|DYAK
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC6533409|XP_002094127.1|DYAK
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC6536790|XP_002097360.1|DYAK
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC6532760|XP_002093502.1|DYAK
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC6533247|XP_002093973.1|DYAK
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC6539454|XP_002086344.2|DYAK
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC6532347|XP_015049289.1|DYAK
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC6534306|XP_002094987.2|DYAK
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC6523846|XP_039230427.1|DYAK
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC6534328|XP_002095008.1|DYAK
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC6533781|XP_002094484.1|DYAK
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC6531956|XP_002092742.1|DYAK
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC6534706|XP_039229691.1|DYAK
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC6536313|XP_002096897.1|DYAK
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC6533555|XP_002094265.1|DYAK
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC6534892|XP_002095564.2|DYAK
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC6539522|XP_002086411.2|DYAK
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC6532714|XP_039230625.1|DYAK
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC6532246|XP_002093019.1|DYAK
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC6535107|XP_002095770.2|DYAK
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC6528842|XP_002089874.1|DYAK
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC6528029|XP_002089096.1|DYAK
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC6532410|XP_002093161.1|DYAK
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC6528810|XP_002089842.1|DYAK
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC6532440|XP_002093187.1|DYAK
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC6532589|XP_002093333.1|DYAK
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC6533403|XP_002094121.1|DYAK
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC6532876|XP_015049671.1|DYAK
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC6536833|XP_002097403.1|DYAK
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC6534310|XP_002094990.1|DYAK
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC6532193|XP_002092967.1|DYAK
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC6533612|XP_039229383.1|DYAK
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC6539393|XP_002086288.1|DYAK
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC6533084|XP_039229580.1|DYAK
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC26534955|XP_015049806.1|DYAK
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC26535330|XP_039229496.1|DYAK
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC6533494|XP_002094205.1|DYAK
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC6532573|XP_015049437.1|DYAK
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC6532829|XP_002093566.1|DYAK
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC6526813|XP_002087915.1|DYAK
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC6534667|XP_002095342.2|DYAK
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC6539785|XP_002086665.2|DYAK
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC6533473|XP_002094184.3|DYAK
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC6530707|XP_002091598.1|DYAK
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC6530709|XP_002091600.1|DYAK
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC6530711|XP_002091602.1|DYAK
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC6531080|XP_002091914.1|DYAK
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC6533903|XP_002094603.1|DYAK
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC6533902|XP_002094602.1|DYAK
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC6534694|XP_039229493.1|DYAK
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC6530188|XP_002091126.1|DYAK
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC6534681|XP_002095356.2|DYAK
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC6539389|XP_002086284.2|DYAK
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC6527888|XP_002088960.1|DYAK
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC6533335|XP_015049905.2|DYAK
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC6533045|XP_039230927.1|DYAK
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC6532103|XP_039228037.1|DYAK
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC6532102|XP_002092878.2|DYAK
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC6527083|XP_002088176.1|DYAK
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC6531929|XP_015051619.1|DYAK
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC6539292|XP_002086187.1|DYAK
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC6539628|XP_002086517.2|DYAK
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC6528445|XP_002089491.2|DYAK
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC6531605|XP_002092402.2|DYAK
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC6534237|XP_002094919.1|DYAK
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC6528512|XP_002089558.1|DYAK
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC6531948|XP_002092734.1|DYAK
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC6533757|XP_002094461.1|DYAK
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC6523907|XP_002099780.1|DYAK
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC6531127|XP_002091961.1|DYAK
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC6533397|XP_015049984.1|DYAK
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC6530624|XP_002091537.1|DYAK
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC6529324|XP_002090329.1|DYAK
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC6532835|XP_002093572.3|DYAK
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC6532147|XP_002092923.1|DYAK
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC6533440|XP_002094151.1|DYAK
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC6528355|XP_002089404.2|DYAK
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC6534550|XP_002095227.2|DYAK
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC6527650|XP_002088736.1|DYAK
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC6534057|XP_039230502.1|DYAK
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC6533668|XP_002094374.1|DYAK
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC6528426|XP_002089472.3|DYAK
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC6533535|XP_039229897.1|DYAK
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC6529330|XP_039228105.1|DYAK
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC6529328|XP_002090333.1|DYAK
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC6530953|XP_002091791.1|DYAK
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC6530065|XP_039228571.1|DYAK
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC6533350|XP_002094075.1|DYAK
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC6534888|XP_015050905.1|DYAK
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC6532833|XP_039230136.1|DYAK
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC6532133|XP_002092909.1|DYAK
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC6526641|XP_002087749.1|DYAK
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC6530599|XP_015052720.1|DYAK
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC6532077|XP_002092854.1|DYAK
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC6532120|XP_015051711.1|DYAK
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC6532121|XP_002092897.1|DYAK
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC6535770|XP_002096393.2|DYAK
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC6530712|XP_015051841.1|DYAK
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC6531946|XP_002092732.1|DYAK
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC6527733|XP_002088816.1|DYAK
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC6534343|XP_002095023.1|DYAK
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC6533458|XP_039230572.1|DYAK
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC6532764|XP_002093506.1|DYAK
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC6530344|XP_002091271.1|DYAK
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC6525043|XP_002100882.1|DYAK
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC6534434|XP_002095111.1|DYAK
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC6533104|XP_015049819.1|DYAK
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC6532340|XP_002093100.3|DYAK
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC6533103|XP_002093829.1|DYAK
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC6532503|XP_002093249.1|DYAK
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC6527616|XP_039227709.1|DYAK
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC6534412|XP_002095090.1|DYAK
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC6523960|XP_002099832.1|DYAK
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC6527922|XP_002088990.1|DYAK
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC6530503|XP_039228340.1|DYAK
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC6532455|XP_015049364.1|DYAK
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC6534940|XP_002095610.1|DYAK
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC6533969|XP_002094667.1|DYAK
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC6534195|XP_002094878.1|DYAK
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC6534418|XP_015050628.1|DYAK
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC6534417|XP_002095095.3|DYAK
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC6532718|XP_002093460.1|DYAK
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC6532482|XP_002093228.1|DYAK
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC6530023|XP_002090969.2|DYAK
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC6534781|XP_002095453.1|DYAK
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC6534745|XP_002095420.1|DYAK
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC6533323|XP_002094049.2|DYAK
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC6533656|XP_002094362.1|DYAK
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC6532802|XP_002093539.1|DYAK
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC6533898|XP_015050320.1|DYAK
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC6532463|XP_002093210.1|DYAK
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC6532465|XP_002093212.1|DYAK
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC6538280|XP_002098807.1|DYAK
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC6533082|XP_002093814.1|DYAK
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC6533150|XP_002093876.2|DYAK
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC6527615|XP_002088703.2|DYAK
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC6531484|XP_039229080.1|DYAK
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC6532676|XP_002093420.1|DYAK
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC6532681|XP_039229385.1|DYAK
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC6532680|XP_002093424.1|DYAK
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC6532678|XP_002093422.1|DYAK
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC26536290|XP_039230447.1|DYAK
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC6534654|XP_002095329.1|DYAK
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC6532577|XP_015049442.1|DYAK
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC6531211|XP_002092039.1|DYAK
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC6539469|XP_002086358.1|DYAK
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC6532946|XP_002093681.2|DYAK
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC6532942|XP_002093677.1|DYAK
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC6532940|XP_002093675.1|DYAK
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC6532938|XP_002093673.1|DYAK
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC6532244|XP_002093017.1|DYAK
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC6535888|XP_002096504.1|DYAK
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC6531607|XP_002092404.1|DYAK
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC6533187|XP_002093913.1|DYAK
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC6534443|XP_002095120.3|DYAK
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC6534301|XP_002094982.1|DYAK
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC6531989|XP_002092775.1|DYAK
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC6525220|XP_002101058.1|DYAK
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC26534888|XP_039230250.1|DYAK
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC26534639|XP_015050300.1|DYAK
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC6528292|XP_002089345.1|DYAK
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC6535395|XP_002096045.1|DYAK
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC6535394|XP_002096044.1|DYAK
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC6534374|XP_002095052.1|DYAK
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC6532902|XP_002093638.2|DYAK
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC6532901|XP_002093637.1|DYAK
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC6532900|XP_002093636.1|DYAK
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC6530626|XP_002091539.1|DYAK
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC6528342|XP_002089395.1|DYAK
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC6531841|XP_015051572.1|DYAK
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC6531822|XP_015051565.1|DYAK
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC6531046|XP_002091882.1|DYAK
OG0005177	LOC6030788|XP_038115994.1|CQUI	LOC6531824|XP_015051568.1|DYAK
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC6532708|XP_002093450.1|DYAK
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC6532692|XP_002093434.1|DYAK
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC6532396|XP_002093147.1|DYAK
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC6524964|XP_002100804.1|DYAK
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC6528725|XP_015054292.1|DYAK
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC6528917|XP_002089949.1|DYAK
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC6528914|XP_039227285.1|DYAK
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC6528738|XP_002089773.1|DYAK
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC6529282|XP_002090287.1|DYAK
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC6525207|XP_015046157.1|DYAK
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC6537051|XP_002097616.1|DYAK
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC6531173|XP_039228297.1|DYAK
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC6528741|XP_015054045.1|DYAK
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC6530776|XP_002091664.1|DYAK
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC6528454|XP_002089500.1|DYAK
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC6534802|XP_002095474.1|DYAK
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC6531999|XP_002092785.1|DYAK
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC6533912|XP_002094612.3|DYAK
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC6531554|XP_002092352.1|DYAK
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC6531653|XP_002092450.1|DYAK
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC6532154|XP_002092930.3|DYAK
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC26535373|XP_015054615.1|DYAK
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC6530365|XP_039228305.1|DYAK
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC6527043|XP_002088136.2|DYAK
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC6526717|XP_002087820.1|DYAK
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC6531847|XP_002092634.1|DYAK
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC6528758|XP_002089793.2|DYAK
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC6528844|XP_039227251.1|DYAK
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC6529042|XP_002090073.1|DYAK
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC6528283|XP_015053897.1|DYAK
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC6535137|XP_039230248.1|DYAK
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC6524052|XP_002099921.1|DYAK
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC6527648|XP_002088734.2|DYAK
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC6526766|XP_002087869.1|DYAK
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC6529708|XP_002090701.1|DYAK
OG0005217	LOC6032431|XP_038106100.1|CQUI	LOC6529203|XP_039229099.1|DYAK
OG0005218	LOC6032434|XP_038108060.1|CQUI	LOC6527805|XP_015053005.1|DYAK
OG0005219	LOC6032437|XP_001843034.2|CQUI	LOC6528708|XP_002089743.1|DYAK
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC6532389|XP_002093140.1|DYAK
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC6527833|XP_002088906.1|DYAK
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC6529490|XP_039228678.1|DYAK
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC6527497|XP_002088587.1|DYAK
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC6527764|XP_039227521.1|DYAK
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC6526655|XP_002087763.2|DYAK
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC6527643|XP_015053735.1|DYAK
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC6528927|XP_002089959.1|DYAK
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC6528926|XP_015054217.1|DYAK
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC6526354|XP_039226680.1|DYAK
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC6527238|XP_002088332.1|DYAK
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC6526246|XP_002087370.1|DYAK
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC6526625|XP_039226476.1|DYAK
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC6528278|XP_002089331.1|DYAK
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC6529714|XP_002090707.3|DYAK
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC6529606|XP_002090600.1|DYAK
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC6526814|XP_002087916.1|DYAK
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC6526811|XP_002087913.2|DYAK
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC6526809|XP_002087911.1|DYAK
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC6526526|XP_002087636.1|DYAK
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC6528031|XP_002089098.1|DYAK
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC6526391|XP_002087510.1|DYAK
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC6527173|XP_039227214.1|DYAK
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC6526355|XP_039226677.1|DYAK
