Orthogroup	CQUI.longest_only	DBIA.longest_only
OG0003556	LOC6050731|XP_038115046.1|CQUI	LOC108028465|XP_016955812.1|DBIA
OG0003557	LOC6050735|XP_001867287.2|CQUI	LOC108028285|XP_016955483.1|DBIA
OG0003558	LOC6039111|XP_038119065.1|CQUI	LOC108035043|XP_016965901.1|DBIA
OG0003559	LOC6039880|XP_038115150.1|CQUI	LOC108035221|XP_016966235.1|DBIA
OG0003560	LOC6052189|XP_038120700.1|CQUI	LOC108028776|XP_016956244.1|DBIA
OG0003561	LOC6043327|XP_038116068.1|CQUI	LOC108022845|XP_016947506.1|DBIA
OG0003562	LOC6043356|XP_038116603.1|CQUI	LOC108022894|XP_016947581.1|DBIA
OG0003563	LOC119770433|XP_038121265.1|CQUI	LOC108031978|XP_016961261.1|DBIA
OG0003564	LOC6047303|XP_001864384.2|CQUI	LOC108028443|XP_016955766.1|DBIA
OG0003565	LOC6040748|XP_001850099.1|CQUI	LOC108035681|XP_016966880.1|DBIA
OG0003566	LOC6040751|XP_038117689.1|CQUI	LOC108031637|XP_016960735.1|DBIA
OG0003567	LOC6040753|XP_038117833.1|CQUI	LOC108036505|XP_016968198.1|DBIA
OG0003568	LOC6035297|XP_038116292.1|CQUI	LOC108036429|XP_016968050.1|DBIA
OG0003569	LOC6035323|XP_038120355.1|CQUI	LOC108035343|XP_016966417.1|DBIA
OG0003570	LOC6041604|XP_038115527.1|CQUI	LOC108030106|XP_016958284.1|DBIA
OG0003571	LOC6030992|XP_001841845.2|CQUI	LOC108035600|XP_016966767.1|DBIA
OG0003572	LOC6030994|XP_038117791.1|CQUI	LOC108030190|XP_016958429.1|DBIA
OG0003573	LOC6047079|XP_038119963.1|CQUI	LOC108030426|XP_016958802.1|DBIA
OG0003574	LOC6031029|XP_001841881.2|CQUI	LOC108035331|XP_016966398.1|DBIA
OG0003575	LOC6031040|XP_038119823.1|CQUI	LOC108035329|XP_016966396.1|DBIA
OG0003576	LOC6034067|XP_038117960.1|CQUI	LOC108035481|XP_016966620.1|DBIA
OG0003577	LOC6034075|XP_038115869.1|CQUI	LOC108028339|XP_016955579.1|DBIA
OG0003578	LOC6031021|XP_001841873.2|CQUI	LOC108028533|XP_016955918.1|DBIA
OG0003579	LOC6031017|XP_001841869.2|CQUI	LOC108022618|XP_016947147.1|DBIA
OG0003580	LOC6031009|XP_038120669.1|CQUI	LOC108026791|XP_016953441.1|DBIA
OG0003581	LOC6031003|XP_038121081.1|CQUI	LOC108030026|XP_016958124.1|DBIA
OG0003582	LOC6044581|XP_038116034.1|CQUI	LOC108035238|XP_016966258.1|DBIA
OG0003583	LOC6053463|XP_038116267.1|CQUI	LOC108022896|XP_016947584.1|DBIA
OG0003584	LOC6039265|XP_001848900.2|CQUI	LOC108036530|XP_016968237.1|DBIA
OG0003585	LOC6039274|XP_038114699.1|CQUI	LOC108028078|XP_016955210.1|DBIA
OG0003586	LOC6044073|XP_001861642.2|CQUI	LOC108024917|XP_016950605.1|DBIA
OG0003587	LOC119769453|XP_038117836.1|CQUI	LOC108027938|XP_016955056.1|DBIA
OG0003588	LOC6047011|XP_038115470.1|CQUI	LOC108032032|XP_016961333.1|DBIA
OG0003589	LOC119770845|XP_038122355.1|CQUI	LOC108036313|XP_016967812.1|DBIA
OG0003590	LOC6044667|XP_038115660.1|CQUI	LOC108034878|XP_016965572.1|DBIA
OG0003591	LOC6044660|XP_038117981.1|CQUI	LOC108030379|XP_016958741.1|DBIA
OG0003592	LOC6042834|XP_001870831.2|CQUI	LOC108030688|XP_016959211.1|DBIA
OG0003593	LOC119768844|XP_038116196.1|CQUI	LOC108034775|XP_016965211.1|DBIA
OG0003594	LOC6045673|XP_001862991.2|CQUI	LOC108028038|XP_016955165.1|DBIA
OG0003595	LOC6047372|XP_038116895.1|CQUI	LOC108026887|XP_016953578.1|DBIA
OG0003596	LOC6047374|XP_038119311.1|CQUI	LOC108030073|XP_016958163.1|DBIA
OG0003597	LOC6047377|XP_001864445.2|CQUI	LOC108030050|XP_016958114.1|DBIA
OG0003598	LOC6048468|XP_001865377.2|CQUI	LOC108035576|XP_016966736.1|DBIA
OG0003599	LOC6038821|XP_001848538.2|CQUI	LOC108027764|XP_016954811.1|DBIA
OG0003600	LOC6038817|XP_038120335.1|CQUI	LOC108034861|XP_016965503.1|DBIA
OG0003601	LOC6043695|XP_001861325.2|CQUI	LOC108036648|XP_016968412.1|DBIA
OG0003602	LOC6043648|XP_038115664.1|CQUI	LOC108026762|XP_016953391.1|DBIA
OG0003603	LOC6040578|XP_038119148.1|CQUI	LOC108034475|XP_016964848.1|DBIA
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC108034023|XP_016964251.1|DBIA
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC108024807|XP_016950418.1|DBIA
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC108022633|XP_016947177.1|DBIA
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC108022921|XP_016947621.1|DBIA
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC108035645|XP_016966839.1|DBIA
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC108036604|XP_016968355.1|DBIA
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC108028640|XP_016956054.1|DBIA
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC108028832|XP_016956313.1|DBIA
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC108022232|XP_016946579.1|DBIA
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC108030168|XP_016958394.1|DBIA
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC108030077|XP_016958179.1|DBIA
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC108022476|XP_016946916.1|DBIA
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC108026919|XP_016953619.1|DBIA
OG0003617	LOC119768712|XP_038115313.1|CQUI	LOC108022621|XP_016947152.1|DBIA
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC108022620|XP_016947150.1|DBIA
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC108030263|XP_016958575.1|DBIA
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC108026850|XP_016953518.1|DBIA
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC108029553|XP_016957366.1|DBIA
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC108029525|XP_016957344.1|DBIA
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC108029471|XP_016957214.1|DBIA
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC108022602|XP_016947126.1|DBIA
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC108030218|XP_016958482.1|DBIA
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC108030067|XP_016958154.1|DBIA
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC108029486|XP_016957243.1|DBIA
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC108036398|XP_016968004.1|DBIA
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC108029947|XP_016957939.1|DBIA
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC108026788|XP_016953437.1|DBIA
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC108030855|XP_016959486.1|DBIA
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC108034675|XP_016965106.1|DBIA
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC108029634|XP_016957522.1|DBIA
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC108035450|XP_016966577.1|DBIA
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC108036543|XP_016968256.1|DBIA
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC108029573|XP_016957423.1|DBIA
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC108028469|XP_016955819.1|DBIA
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC108032739|XP_016962213.1|DBIA
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC108026742|XP_016953351.1|DBIA
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC108026552|XP_016952991.1|DBIA
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC108029706|XP_016957665.1|DBIA
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC108026748|XP_016953363.1|DBIA
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC108036589|XP_016968334.1|DBIA
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC108034530|XP_016964945.1|DBIA
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC108035305|XP_016966364.1|DBIA
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC108029705|XP_016957668.1|DBIA
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC108029112|XP_016956714.1|DBIA
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC108025464|XP_016951455.1|DBIA
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC108035877|XP_016967116.1|DBIA
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC108028804|XP_016956277.1|DBIA
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC108035234|XP_016966255.1|DBIA
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC108032782|XP_016962272.1|DBIA
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC108035894|XP_016967138.1|DBIA
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC108034643|XP_016965070.1|DBIA
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC108024548|XP_016950015.1|DBIA
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC108028671|XP_016956092.1|DBIA
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC108029559|XP_016957392.1|DBIA
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC108035311|XP_016966373.1|DBIA
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC108028522|XP_016955894.1|DBIA
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC108028340|XP_016955580.1|DBIA
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC108028585|XP_016955985.1|DBIA
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC108034975|XP_016965778.1|DBIA
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC108034376|XP_016964748.1|DBIA
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC108036660|XP_016968431.1|DBIA
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC108036659|XP_016968429.1|DBIA
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC108022630|XP_016947173.1|DBIA
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC108026452|XP_016952881.1|DBIA
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC108026752|XP_016953367.1|DBIA
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC108036521|XP_016968220.1|DBIA
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC108029484|XP_016957236.1|DBIA
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC108031494|XP_016960480.1|DBIA
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC108035340|XP_016966414.1|DBIA
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC108035616|XP_016966792.1|DBIA
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC108023036|XP_016947766.1|DBIA
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC108030260|XP_016958571.1|DBIA
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC108027270|XP_016954134.1|DBIA
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC108030018|XP_016958021.1|DBIA
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC108034921|XP_016965666.1|DBIA
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC108030722|XP_016959256.1|DBIA
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC108036486|XP_016968161.1|DBIA
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC108022673|XP_016947232.1|DBIA
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC108026848|XP_016953515.1|DBIA
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC108030870|XP_016959509.1|DBIA
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC108028773|XP_016956240.1|DBIA
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC108030710|XP_016959240.1|DBIA
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC108030351|XP_016958705.1|DBIA
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC108029481|XP_016957237.1|DBIA
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC108035640|XP_016966834.1|DBIA
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC108035443|XP_016966567.1|DBIA
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC108029995|XP_016957998.1|DBIA
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC108022658|XP_016947213.1|DBIA
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC108035661|XP_016966858.1|DBIA
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC108022763|XP_016947357.1|DBIA
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC108022980|XP_016947694.1|DBIA
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC108036805|XP_016968641.1|DBIA
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC108035649|XP_016966844.1|DBIA
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC108035625|XP_016966806.1|DBIA
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC108034537|XP_016964951.1|DBIA
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC108029552|XP_016957359.1|DBIA
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC108028632|XP_016956044.1|DBIA
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC108030744|XP_016959283.1|DBIA
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC108034973|XP_016965776.1|DBIA
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC108030319|XP_016958651.1|DBIA
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC108030363|XP_016958721.1|DBIA
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC108030916|XP_016959599.1|DBIA
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC108022893|XP_016947580.1|DBIA
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC108029701|XP_016957657.1|DBIA
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC108029700|XP_016957655.1|DBIA
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC108034753|XP_016965191.1|DBIA
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC108028623|XP_016956032.1|DBIA
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC108034542|XP_016964957.1|DBIA
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC108034524|XP_016964937.1|DBIA
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC108035401|XP_016966509.1|DBIA
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC108027545|XP_016954486.1|DBIA
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC108026901|XP_016953599.1|DBIA
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC108028373|XP_016955654.1|DBIA
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC108035288|XP_016966344.1|DBIA
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC108028700|XP_016956136.1|DBIA
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC108030570|XP_016958961.1|DBIA
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC108035382|XP_016966477.1|DBIA
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC108028582|XP_016955979.1|DBIA
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC108024811|XP_016950423.1|DBIA
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC108034797|XP_016965282.1|DBIA
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC108034792|XP_016965265.1|DBIA
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC108035557|XP_016966714.1|DBIA
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC108028747|XP_016956205.1|DBIA
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC108030115|XP_016958304.1|DBIA
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC108028802|XP_016956278.1|DBIA
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC108026872|XP_016953549.1|DBIA
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC108030300|XP_016958624.1|DBIA
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC108026635|XP_016953145.1|DBIA
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC108026938|XP_016953640.1|DBIA
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC108030133|XP_016958336.1|DBIA
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC108030105|XP_016958283.1|DBIA
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC108028362|XP_016955638.1|DBIA
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC108035944|XP_016967229.1|DBIA
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC108029576|XP_016957426.1|DBIA
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC108030107|XP_016958286.1|DBIA
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC108022275|XP_016946622.1|DBIA
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC108022592|XP_016947108.1|DBIA
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC108034554|XP_016964971.1|DBIA
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC108035686|XP_016966890.1|DBIA
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC108035081|XP_016965985.1|DBIA
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC108035082|XP_016965986.1|DBIA
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC108034992|XP_016965815.1|DBIA
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC108035188|XP_016966160.1|DBIA
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC108028327|XP_016955553.1|DBIA
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC108028326|XP_016955547.1|DBIA
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC108034889|XP_016965588.1|DBIA
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC108032850|XP_016962343.1|DBIA
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC108022604|XP_016947128.1|DBIA
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC108029485|XP_016957239.1|DBIA
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC108034825|XP_016965415.1|DBIA
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC108022715|XP_016947284.1|DBIA
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC108022212|XP_016946557.1|DBIA, LOC108035145|XP_016966077.1|DBIA
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC108035146|XP_016966078.1|DBIA
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC108028681|XP_016956106.1|DBIA
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC108028502|XP_016955867.1|DBIA
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC108032428|XP_016961739.1|DBIA
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC108023382|XP_016948278.1|DBIA
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC108030246|XP_016958541.1|DBIA
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC108023099|XP_016947852.1|DBIA
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC108022590|XP_016947106.1|DBIA
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC108036002|XP_016967384.1|DBIA
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC108034741|XP_016965176.1|DBIA
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC108028811|XP_016956290.1|DBIA
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC108036634|XP_016968397.1|DBIA
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC108024162|XP_016949463.1|DBIA
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC108030362|XP_016958720.1|DBIA
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC108029656|XP_016957572.1|DBIA
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC108022982|XP_016947697.1|DBIA
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC108029565|XP_016957408.1|DBIA
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC108022484|XP_016946925.1|DBIA
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC108036001|XP_016967381.1|DBIA
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC108023369|XP_016948258.1|DBIA
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC108024712|XP_016950294.1|DBIA
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC108036231|XP_016967730.1|DBIA
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC108035740|XP_016966925.1|DBIA
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC108036585|XP_016968330.1|DBIA
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC108036583|XP_016968328.1|DBIA
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC108036450|XP_016968092.1|DBIA
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC108028745|XP_016956202.1|DBIA
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC108027225|XP_016954046.1|DBIA
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC108022634|XP_016947179.1|DBIA
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC108022605|XP_016947129.1|DBIA
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC108026740|XP_016953349.1|DBIA
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC108034997|XP_016965825.1|DBIA
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC108025274|XP_016951128.1|DBIA
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC108032756|XP_016962238.1|DBIA
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC108036667|XP_016968437.1|DBIA
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC108026816|XP_016953470.1|DBIA
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC108032713|XP_016962180.1|DBIA
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC108032770|XP_016962260.1|DBIA
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC108032569|XP_016961956.1|DBIA
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC108025131|XP_016950888.1|DBIA
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC108029068|XP_016956627.1|DBIA
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC108036851|XP_016968712.1|DBIA
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC108036555|XP_016968322.1|DBIA
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC108036831|XP_016968665.1|DBIA
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC108028479|XP_016955830.1|DBIA
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC108034215|XP_016964545.1|DBIA
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC108022739|XP_016947318.1|DBIA
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC108026854|XP_016953522.1|DBIA
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC108036838|XP_016968674.1|DBIA
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC108034101|XP_016964367.1|DBIA
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC108034235|XP_016964573.1|DBIA
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC108031633|XP_016960728.1|DBIA
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC108032596|XP_016962000.1|DBIA
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC108032725|XP_016962194.1|DBIA
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC108034358|XP_016964734.1|DBIA
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC108029300|XP_016956992.1|DBIA
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC108031547|XP_016960572.1|DBIA
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC108023083|XP_016947825.1|DBIA
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC108031995|XP_016961281.1|DBIA
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC108032576|XP_016961967.1|DBIA
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC108032502|XP_016961816.1|DBIA
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC108034193|XP_016964510.1|DBIA
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC108028988|XP_016956519.1|DBIA
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC108032450|XP_016961765.1|DBIA
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC108032616|XP_016962043.1|DBIA
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC108032754|XP_016962233.1|DBIA
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC108033335|XP_016963110.1|DBIA
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC108031725|XP_016960884.1|DBIA
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC108034251|XP_016964593.1|DBIA
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC108033955|XP_016964138.1|DBIA
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC108033890|XP_016964026.1|DBIA
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC108032588|XP_016961985.1|DBIA
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC108033743|XP_016963791.1|DBIA
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC108034065|XP_016964309.1|DBIA
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC108032474|XP_016961786.1|DBIA
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC108032642|XP_016962077.1|DBIA
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC108029482|XP_016957234.1|DBIA
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC108029250|XP_016956934.1|DBIA
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC108033963|XP_016964158.1|DBIA
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC108032609|XP_016962028.1|DBIA
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC108032679|XP_016962142.1|DBIA
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC108029230|XP_016956913.1|DBIA
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC108032714|XP_016962181.1|DBIA
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC108032743|XP_016962216.1|DBIA
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC108024502|XP_016949938.1|DBIA
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC108036178|XP_016967657.1|DBIA
