Orthogroup	CQUI.longest_only	DBUS.longest_only
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC108599481|XP_017841813.2|DBUS
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC108600929|XP_017844253.1|DBUS
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC108599590|XP_017842025.1|DBUS
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC108595943|XP_017836717.1|DBUS
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC108596672|XP_017838169.1|DBUS
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC108598748|XP_017840973.1|DBUS
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC108597268|XP_033149235.1|DBUS
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC108597609|XP_017839734.1|DBUS
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC108598871|XP_017841123.1|DBUS
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC108598780|XP_017841009.2|DBUS
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC108598675|XP_017840884.1|DBUS
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC108599591|XP_017842026.1|DBUS
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC108596742|XP_017838298.1|DBUS
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC108598636|XP_017840829.1|DBUS
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC108600265|XP_017843208.1|DBUS
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC108598096|XP_033149367.1|DBUS
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC108596374|XP_017837530.1|DBUS
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC108600186|XP_017843082.1|DBUS
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC108597539|XP_017839627.1|DBUS
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC108597288|XP_017839251.1|DBUS
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC108597287|XP_017839250.1|DBUS
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC108599068|XP_017841338.1|DBUS
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC108600880|XP_017844186.1|DBUS
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC108598715|XP_017840933.1|DBUS
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC108600453|XP_017843530.1|DBUS
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC108598614|XP_017840802.2|DBUS
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC108606114|XP_017851456.1|DBUS
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC108597346|XP_017839342.1|DBUS
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC108600304|XP_017843280.2|DBUS
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC108598917|XP_017841170.1|DBUS
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC108600917|XP_017844239.1|DBUS
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC108600333|XP_017843337.1|DBUS
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC108600297|XP_017843267.1|DBUS
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC108599394|XP_033149625.1|DBUS
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC108603541|XP_017847942.1|DBUS
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC108599455|XP_017841778.2|DBUS
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC108600343|XP_017843355.2|DBUS
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC108601118|XP_017844528.1|DBUS
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC108600665|XP_017843850.1|DBUS
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC108600881|XP_017844187.1|DBUS
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC108600038|XP_017842872.1|DBUS
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC108597529|XP_017839616.1|DBUS
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC108595546|XP_017836294.1|DBUS
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC108596744|XP_017838306.1|DBUS
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC108596524|XP_017837900.2|DBUS
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC108597385|XP_017839407.1|DBUS
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC108596727|XP_017838260.1|DBUS
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC108598290|XP_017840852.1|DBUS
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC108600223|XP_017843135.1|DBUS
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC108597384|XP_017839406.1|DBUS
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC108595983|XP_017836760.2|DBUS
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC108597366|XP_017839381.1|DBUS
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC108597020|XP_017838789.2|DBUS
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC108598148|XP_033150659.1|DBUS
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC108599257|XP_017841542.2|DBUS
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC108601072|XP_017844456.2|DBUS
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC108598480|XP_017840619.1|DBUS
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC108600303|XP_033149293.1|DBUS
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC108600484|XP_017843598.2|DBUS
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC108601076|XP_017844459.2|DBUS
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC108600637|XP_017843817.2|DBUS
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC108598618|XP_017840806.1|DBUS
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC108597736|XP_017839920.1|DBUS
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC108595092|XP_017835733.1|DBUS
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC108596364|XP_017837515.1|DBUS
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC108599581|XP_017842009.2|DBUS, LOC117134777|XP_033149375.1|DBUS
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC108597007|XP_017838773.1|DBUS
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC108598791|XP_017841023.1|DBUS
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC108598436|XP_017840556.1|DBUS
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC108598041|XP_033149442.1|DBUS
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC108598444|XP_033149359.1|DBUS
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC108603432|XP_017847744.1|DBUS
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC108605611|XP_017850878.1|DBUS
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC108597678|XP_017839840.1|DBUS
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC108594758|XP_017835386.1|DBUS
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC108596550|XP_017837936.1|DBUS
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC108607407|XP_017853680.1|DBUS
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC108600996|XP_033149426.1|DBUS
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC108599976|XP_017842736.1|DBUS
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC108595046|XP_017835676.1|DBUS
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC108606982|XP_017853045.1|DBUS
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC108597352|XP_017839347.1|DBUS
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC108597177|XP_017839084.1|DBUS
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC108597344|XP_017839338.1|DBUS
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC108596721|XP_033148924.1|DBUS
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC108596298|XP_017837381.1|DBUS
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC108607422|XP_017853713.1|DBUS
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC108606288|XP_017851758.1|DBUS
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC108604746|XP_017849821.1|DBUS
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC108597338|XP_017839334.1|DBUS
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC108595273|XP_017835974.1|DBUS
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC108597306|XP_017839274.1|DBUS
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC108594648|XP_017835279.1|DBUS
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC108597149|XP_033151007.1|DBUS
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC108598448|XP_017840576.1|DBUS
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC108604056|XP_017848807.1|DBUS
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC108595431|XP_017836150.1|DBUS
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC108595244|XP_017835932.1|DBUS
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC108596804|XP_017838400.1|DBUS
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC108603035|XP_017846941.1|DBUS
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC108607566|XP_017853946.2|DBUS
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC108596072|XP_017836973.1|DBUS
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC108596188|XP_033149108.1|DBUS
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC108598591|XP_033150959.1|DBUS
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC108601987|XP_017845474.1|DBUS
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC108607965|XP_017854581.1|DBUS
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC108603032|XP_017846938.1|DBUS
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC108607845|XP_033150874.1|DBUS
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC108608504|XP_017855391.2|DBUS
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC108608345|XP_017855177.1|DBUS
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC108608498|XP_017855383.1|DBUS
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC108600041|XP_017842875.1|DBUS
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC108596334|XP_017837474.1|DBUS
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC108596273|XP_017837330.1|DBUS
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC108596626|XP_017838060.1|DBUS
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC108603305|XP_033150828.1|DBUS
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC108596546|XP_017837932.2|DBUS
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC108608051|XP_017854721.1|DBUS
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC108603492|XP_017847836.1|DBUS
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC108607982|XP_017854625.1|DBUS
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC108594434|XP_017835097.1|DBUS
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC108594523|XP_017835216.2|DBUS
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC108594404|XP_017835061.2|DBUS
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC108603354|XP_017847580.1|DBUS
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC108597655|XP_017839800.1|DBUS
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC108599977|XP_017842741.2|DBUS
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC108604281|XP_017849177.1|DBUS
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC108608405|XP_017855294.1|DBUS
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC108596844|XP_017838466.2|DBUS
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC108603310|XP_017847486.1|DBUS
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC108607271|XP_017853474.1|DBUS
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC108600728|XP_017843956.2|DBUS
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC108602702|XP_017846346.2|DBUS
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC108608116|XP_017854834.1|DBUS
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC108602900|XP_017846697.1|DBUS
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC108599248|XP_017841537.2|DBUS
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC108598705|XP_017840923.1|DBUS
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC108607906|XP_017854505.1|DBUS
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC108596262|XP_017837312.2|DBUS
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC108599542|XP_017841919.1|DBUS
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC108606378|XP_017851969.1|DBUS
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC108594372|XP_017835023.2|DBUS
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC108596114|XP_017837031.1|DBUS
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC108596234|XP_017837266.1|DBUS
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC108608019|XP_033150303.1|DBUS
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC108607506|XP_017853859.2|DBUS
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC108608525|XP_017855423.1|DBUS
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC108607246|XP_033150408.1|DBUS
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC108594453|XP_017835117.1|DBUS
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC108608077|XP_017854762.1|DBUS
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC108604241|XP_017849104.1|DBUS
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC108596926|XP_017838636.1|DBUS
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC108607747|XP_033150064.1|DBUS
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC108597499|XP_017839572.1|DBUS
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC108594420|XP_017835081.1|DBUS
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC108596450|XP_017837686.1|DBUS
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC108606704|XP_017837764.1|DBUS
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC108608068|XP_017854750.1|DBUS
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC108603179|XP_017847230.1|DBUS
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC108594221|XP_017834820.1|DBUS
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC108606309|XP_017851798.1|DBUS
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC108608228|XP_017854998.1|DBUS
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC108597759|XP_017839959.1|DBUS
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC108608175|XP_017854922.1|DBUS
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC108608067|XP_017854747.2|DBUS
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC108607695|XP_033150660.1|DBUS
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC108603170|XP_017847219.1|DBUS
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC108601944|XP_017845413.1|DBUS
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC108594531|XP_017835223.1|DBUS
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC108604412|XP_017849371.2|DBUS
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC108608528|XP_017855432.1|DBUS
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC108607861|XP_033150872.1|DBUS
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC108598868|XP_017841116.1|DBUS
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC108595390|XP_017836105.1|DBUS
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC108601004|XP_017844358.2|DBUS
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC119767019|XP_038110185.1|CQUI	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC6035280|XP_038111693.1|CQUI	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC6035274|XP_038110146.1|CQUI	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC6036175|XP_038111514.1|CQUI	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC6036172|XP_038112061.1|CQUI	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC6038625|XP_038111059.1|CQUI	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC6038613|XP_038107372.1|CQUI	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC6033759|XP_001844167.2|CQUI	LOC108607776|XP_017854298.1|DBUS
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	LOC108608462|XP_017855335.1|DBUS
OG0003954	LOC6033741|XP_038111254.1|CQUI	LOC108599067|XP_017841337.2|DBUS
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC108601355|XP_033149832.1|DBUS
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC108607898|XP_033150633.1|DBUS
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC108600860|XP_017844155.1|DBUS
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC108607003|XP_017853070.1|DBUS
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC108597271|XP_017839221.1|DBUS
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC108606392|XP_017851958.1|DBUS
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC108608215|XP_017854978.1|DBUS
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC108607479|XP_017853809.1|DBUS
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC108594395|XP_017835050.2|DBUS
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC108605554|XP_017850807.1|DBUS
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC108596573|XP_017837971.1|DBUS
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC108595107|XP_017835757.1|DBUS
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC108597050|XP_017838858.1|DBUS
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC108602337|XP_017845919.1|DBUS
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC108607474|XP_017853802.1|DBUS
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC108599531|XP_017841903.2|DBUS
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC108595626|XP_017836382.1|DBUS
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC108597777|XP_017839981.1|DBUS
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC108607835|XP_033150811.1|DBUS
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC108604358|XP_017849285.1|DBUS
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC108598736|XP_017840958.1|DBUS
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC108607790|XP_017854318.2|DBUS
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC108601801|XP_017845226.1|DBUS
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC108608328|XP_017855157.1|DBUS
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC108599645|XP_017842113.2|DBUS
OG0003983	LOC6038885|XP_038113321.1|CQUI	LOC108606450|XP_017852095.1|DBUS
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC108607853|XP_017854424.2|DBUS
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC108594418|XP_033150049.1|DBUS
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC108606004|XP_017851353.1|DBUS
