Orthogroup	CQUI.longest_only	DMIR.longest_only
OG0003033	LOC6038145|XP_001847979.2|CQUI	LOC108151478|XP_017135600.1|DMIR
OG0003034	LOC6049539|XP_038117822.1|CQUI	LOC108155414|XP_017141701.1|DMIR
OG0003035	LOC6041237|XP_001850529.2|CQUI	LOC108156373|XP_017143270.1|DMIR
OG0003036	LOC6041236|XP_001850528.2|CQUI	LOC108160485|XP_017149996.1|DMIR
OG0003037	LOC6050948|XP_001867462.2|CQUI	LOC108150873|XP_017134669.1|DMIR
OG0003038	LOC6047739|XP_001864758.1|CQUI	LOC108160552|XP_017150112.1|DMIR, LOC117190844|XP_033251765.1|DMIR
OG0003039	LOC6048064|XP_038115948.1|CQUI, LOC6036231|XP_001846301.2|CQUI	LOC108161867|XP_017151748.1|DMIR
OG0003040	LOC6050495|XP_038121365.1|CQUI	LOC108151438|XP_017135537.1|DMIR
OG0003041	LOC6052569|XP_038114894.1|CQUI	LOC108151330|XP_017135371.1|DMIR
OG0003042	LOC6039117|XP_038118404.1|CQUI	LOC108156250|XP_033245361.1|DMIR
OG0003043	LOC6039118|XP_001848782.2|CQUI	LOC108155228|XP_017141404.1|DMIR, LOC108162343|XP_017152529.1|DMIR
OG0003044	LOC6039128|XP_038114758.1|CQUI	LOC108158785|XP_033250768.1|DMIR, LOC108158141|XP_017145845.1|DMIR
OG0003045	LOC6039131|XP_001848791.2|CQUI	LOC108154730|XP_017140588.1|DMIR, LOC108155065|XP_017141141.1|DMIR
OG0003046	LOC6054290|XP_038120617.1|CQUI	LOC108157322|XP_017144827.1|DMIR
OG0003047	LOC6054289|XP_001870229.2|CQUI	LOC108157323|XP_017144828.1|DMIR
OG0003048	LOC6049634|XP_001866360.1|CQUI	LOC108159947|XP_017149094.1|DMIR, LOC117190462|XP_033251425.1|DMIR
OG0003049	LOC6049618|XP_038121400.1|CQUI	LOC108156785|XP_017143949.1|DMIR
OG0003050	LOC6053994|XP_038118087.1|CQUI	LOC108156597|XP_017143628.1|DMIR
OG0003051	LOC6046283|XP_001863509.2|CQUI	LOC108151505|XP_017135639.1|DMIR
OG0003052	LOC6048847|XP_038117564.1|CQUI	LOC108156699|XP_017143835.1|DMIR
OG0003053	LOC6046002|XP_001863268.2|CQUI	LOC108157290|XP_017144778.1|DMIR
OG0003054	LOC6046021|XP_038116483.1|CQUI	LOC108157385|XP_017144911.1|DMIR
OG0003055	LOC6049808|XP_038117696.1|CQUI	LOC108156685|XP_017143813.1|DMIR
OG0003056	LOC6039740|XP_038118361.1|CQUI	LOC108162426|XP_017152647.1|DMIR
OG0003057	LOC6039718|XP_001849272.2|CQUI	LOC117191586|XP_033252301.1|DMIR, LOC117190652|XP_033251591.1|DMIR, LOC117190651|XP_033251583.1|DMIR, LOC108159352|XP_017148052.1|DMIR
OG0003058	LOC6039705|XP_038118269.1|CQUI	LOC108159187|XP_017147729.1|DMIR, LOC117191302|XP_033252099.1|DMIR, LOC117191286|XP_033252086.1|DMIR
OG0003059	LOC6039697|XP_001849256.2|CQUI	LOC108157502|XP_033250065.1|DMIR
OG0003060	LOC6054796|XP_001870648.1|CQUI	LOC108160764|XP_017150454.1|DMIR
OG0003061	LOC6050268|XP_001866905.2|CQUI	LOC108159318|XP_017147996.1|DMIR
OG0003062	LOC6050278|XP_038119613.1|CQUI	LOC108154184|XP_017139848.1|DMIR
OG0003063	LOC6048882|XP_038115158.1|CQUI	LOC108151783|XP_017136117.1|DMIR
OG0003064	LOC6047139|XP_038120399.1|CQUI	LOC108156325|XP_017143207.1|DMIR
OG0003065	LOC6039516|XP_038114865.1|CQUI	LOC117189023|XP_033249787.1|DMIR
OG0003066	LOC6039511|XP_001849114.2|CQUI	LOC108156972|XP_017144251.1|DMIR
OG0003067	LOC6039486|XP_001849090.2|CQUI	LOC108155496|XP_017141813.1|DMIR
OG0003068	LOC6043403|XP_038120034.1|CQUI	LOC108155230|XP_033245861.1|DMIR
OG0003069	LOC6044513|XP_038118119.1|CQUI	LOC117192260|XP_033252811.1|DMIR, LOC108159685|XP_017148674.1|DMIR
OG0003070	LOC6045567|XP_038119660.1|CQUI	LOC108163738|XP_017154686.1|DMIR
OG0003071	LOC6042270|XP_001851407.1|CQUI	LOC108153618|XP_017139208.1|DMIR
OG0003072	LOC6042266|XP_038121812.1|CQUI	LOC108157675|XP_017145329.1|DMIR
OG0003073	LOC6042263|XP_038121814.1|CQUI	LOC108157102|XP_017144463.1|DMIR
OG0003074	LOC6046900|XP_038121353.1|CQUI	LOC108163237|XP_017153887.1|DMIR
OG0003075	LOC6046389|XP_038120214.1|CQUI	LOC108156905|XP_017144143.1|DMIR
OG0003076	LOC6037589|XP_038122008.1|CQUI	LOC108152544|XP_017137444.1|DMIR
OG0003077	LOC6050348|XP_038119867.1|CQUI	LOC108154948|XP_033246081.1|DMIR
OG0003078	LOC6032738|XP_038119775.1|CQUI	LOC108157085|XP_033244862.1|DMIR
OG0003079	LOC6032752|XP_038121762.1|CQUI	LOC108157270|XP_017144747.1|DMIR
OG0003080	LOC6033844|XP_038115428.1|CQUI	LOC108155553|XP_017141921.1|DMIR
OG0003081	LOC6033841|XP_001844234.1|CQUI	LOC108157687|XP_017145343.1|DMIR
OG0003082	LOC6033840|XP_038118315.1|CQUI	LOC108155450|XP_017141755.1|DMIR
OG0003083	LOC6033810|XP_038117780.1|CQUI	LOC108157469|XP_033245698.1|DMIR, LOC117187255|XP_033245426.1|DMIR
OG0003084	LOC6037784|XP_038114598.1|CQUI	LOC108155079|XP_033244222.1|DMIR
OG0003085	LOC6037781|XP_038121694.1|CQUI	LOC108157601|XP_033245763.1|DMIR
OG0003086	LOC6037777|XP_038118129.1|CQUI	LOC108155333|XP_017141565.1|DMIR
OG0003087	LOC6037796|XP_038122136.1|CQUI	LOC108152825|XP_017137907.1|DMIR
OG0003088	LOC6035855|XP_038119431.1|CQUI	LOC108154711|XP_017140553.1|DMIR
OG0003089	LOC6042779|XP_038119918.1|CQUI	LOC108154241|XP_017139962.1|DMIR
OG0003090	LOC6042765|XP_038119359.1|CQUI	LOC108155271|XP_017141466.1|DMIR
OG0003091	LOC6038969|XP_001848658.2|CQUI	LOC108154212|XP_017139925.1|DMIR, LOC117192209|XP_033252770.1|DMIR
OG0003092	LOC6038960|XP_038120811.1|CQUI	LOC108155114|XP_017141242.1|DMIR
OG0003093	LOC6033989|XP_001844377.2|CQUI	LOC108158574|XP_017146502.1|DMIR
OG0003094	LOC6034000|XP_001844387.1|CQUI	LOC108165077|XP_017156619.1|DMIR
OG0003095	LOC6039966|XP_001849457.2|CQUI	LOC108151684|XP_017135917.1|DMIR
OG0003096	LOC6034046|XP_001844425.2|CQUI	LOC108158561|XP_033246318.1|DMIR, LOC108158558|XP_017146467.1|DMIR
OG0003097	LOC6034053|XP_038119695.1|CQUI	LOC108155851|XP_017142452.1|DMIR
OG0003098	LOC6047962|XP_001864944.2|CQUI	LOC108158707|XP_017146740.1|DMIR
OG0003099	LOC119770367|XP_038121034.1|CQUI	LOC108157137|XP_017144527.1|DMIR
OG0003100	LOC6046199|XP_038111629.1|CQUI	LOC108164589|XP_017155907.1|DMIR
OG0003101	LOC6039961|XP_038112364.1|CQUI	LOC117187252|XP_033245416.1|DMIR, LOC108155513|XP_033245409.1|DMIR
OG0003102	LOC6039958|XP_001849451.2|CQUI	LOC108155108|XP_017141231.1|DMIR
OG0003103	LOC6039954|XP_038108665.1|CQUI	LOC108155405|XP_017141691.1|DMIR
OG0003104	LOC6046175|XP_001863408.2|CQUI	LOC108152738|XP_017137772.1|DMIR
OG0003105	LOC6046177|XP_001863411.1|CQUI	LOC108152909|XP_017138050.1|DMIR
OG0003106	LOC119767179|XP_038111027.1|CQUI	LOC108159503|XP_033246518.1|DMIR
OG0003107	LOC6033791|XP_038112005.1|CQUI	LOC108160627|XP_017150243.1|DMIR
OG0003108	LOC6033788|XP_038112003.1|CQUI	LOC108155321|XP_017141535.1|DMIR
OG0003109	LOC6033786|XP_001844189.1|CQUI	LOC108165027|XP_017156553.1|DMIR
OG0003110	LOC6034893|XP_038112282.1|CQUI, LOC6031513|XP_038110018.1|CQUI	LOC117190027|XP_033251005.1|DMIR, LOC108158987|XP_017147321.2|DMIR
OG0003111	LOC6041154|XP_038107069.1|CQUI	LOC108160603|XP_017150200.1|DMIR
OG0003112	LOC6041141|XP_001850441.1|CQUI	LOC108156025|XP_017142764.1|DMIR
OG0003114	LOC6054063|XP_001870043.1|CQUI, LOC6054065|XP_038109087.1|CQUI	LOC108158144|XP_017145850.1|DMIR, LOC117190590|XP_033251530.1|DMIR
OG0003115	LOC6051423|XP_038111361.1|CQUI	LOC117193017|XP_033253625.1|DMIR, LOC108159686|XP_017148679.1|DMIR
OG0003116	LOC6054186|XP_038108052.1|CQUI	LOC117193902|XP_033254470.1|DMIR, LOC108160669|XP_017150301.1|DMIR
OG0003117	LOC6036900|XP_001846876.1|CQUI	LOC108152512|XP_017137394.1|DMIR
OG0003118	LOC6040047|XP_038108920.1|CQUI	LOC108153297|XP_017138675.1|DMIR
OG0003119	LOC6040050|XP_038108300.1|CQUI	LOC108152516|XP_017137400.1|DMIR
OG0003120	LOC6033392|XP_038110296.1|CQUI	LOC108159027|XP_033250744.1|DMIR, LOC117185962|XP_033246455.1|DMIR
OG0003121	LOC6046811|XP_038112332.1|CQUI	LOC108165055|XP_017156586.1|DMIR
OG0003122	LOC6041434|XP_001850694.2|CQUI	LOC117193079|XP_033253698.1|DMIR, LOC108160316|XP_017149729.1|DMIR
OG0003123	LOC6050957|XP_001867470.1|CQUI	LOC108165310|XP_017156834.2|DMIR, LOC108153315|XP_017138714.2|DMIR
OG0003124	LOC6043528|XP_001859578.2|CQUI	LOC117187943|XP_033246831.1|DMIR, LOC108160159|XP_017149465.2|DMIR, LOC117189939|XP_033250911.1|DMIR, LOC117190789|XP_033251738.1|DMIR
OG0003125	LOC6048682|XP_038107479.1|CQUI	LOC108152191|XP_017136826.1|DMIR
OG0003126	LOC6032419|XP_038107284.1|CQUI	LOC108160508|XP_033248312.1|DMIR, LOC117191688|XP_033252378.1|DMIR
OG0003127	LOC6052141|XP_001868454.1|CQUI	LOC108160839|XP_017150572.1|DMIR, LOC117189864|XP_033250828.1|DMIR, LOC117191841|XP_033252500.1|DMIR
OG0003128	LOC6032410|XP_038114081.1|CQUI	LOC108151271|XP_017135283.1|DMIR
OG0003129	LOC6032395|XP_038108275.1|CQUI	LOC108159445|XP_017148222.2|DMIR, LOC117188346|XP_033247950.1|DMIR
OG0003130	LOC6032382|XP_038109409.1|CQUI	LOC108160039|XP_017149271.1|DMIR
OG0003131	LOC6035982|XP_001846021.1|CQUI	LOC108158769|XP_017146885.1|DMIR, LOC117189395|XP_033250408.1|DMIR
OG0003132	LOC6044631|XP_038112202.1|CQUI	LOC108156835|XP_017144033.1|DMIR
OG0003133	LOC6051969|XP_038106298.1|CQUI	LOC108157997|XP_017145629.1|DMIR
OG0003134	LOC6053605|XP_038112428.1|CQUI	LOC108159671|XP_017148642.1|DMIR, LOC117193609|XP_033254242.1|DMIR, LOC117193611|XP_033254244.1|DMIR, LOC117193610|XP_033254243.1|DMIR
OG0003135	LOC6037714|XP_001847597.2|CQUI	LOC108152750|XP_017137797.1|DMIR
OG0003136	LOC6049196|XP_038113435.1|CQUI	LOC108153600|XP_017139172.1|DMIR
OG0003137	LOC6038542|XP_001848329.1|CQUI	LOC108158164|XP_017145876.1|DMIR
OG0003138	LOC6038550|XP_038108777.1|CQUI	LOC108158583|XP_017146515.1|DMIR, LOC117189627|XP_033250636.1|DMIR, LOC117189628|XP_033250639.1|DMIR
OG0003139	LOC119767187|XP_038111074.1|CQUI	LOC108152943|XP_017138127.1|DMIR
OG0003140	LOC6050211|XP_001866855.2|CQUI	LOC108160410|XP_017149893.1|DMIR
OG0003141	LOC6043502|XP_038111133.1|CQUI	LOC117185718|XP_033247595.1|DMIR, LOC108159315|XP_017147977.2|DMIR
OG0003142	LOC6043494|XP_038107263.1|CQUI	LOC117193384|XP_033254002.1|DMIR, LOC108158505|XP_017146350.1|DMIR
OG0003143	LOC6034245|XP_001844591.2|CQUI	LOC108151506|XP_017135640.1|DMIR
OG0003144	LOC6042640|XP_038108691.1|CQUI	LOC108158650|XP_033250409.1|DMIR, LOC117185750|XP_033247394.1|DMIR
OG0003145	LOC6054805|XP_038111143.1|CQUI	LOC108159956|XP_017149111.1|DMIR, LOC117190471|XP_033251436.1|DMIR
OG0003146	LOC6049079|XP_038106319.1|CQUI	LOC108158489|XP_017146286.1|DMIR, LOC117192566|XP_033253170.1|DMIR
OG0003147	LOC6043172|XP_038113430.1|CQUI	LOC108152962|XP_017138154.1|DMIR
OG0003148	LOC6043166|XP_001856893.2|CQUI	LOC108151624|XP_017135812.1|DMIR
OG0003149	LOC6043167|XP_038111832.1|CQUI	LOC108152499|XP_017137366.1|DMIR
OG0003150	LOC6047677|XP_038111033.1|CQUI	LOC117185933|XP_033254383.1|DMIR, LOC108159076|XP_017147513.1|DMIR
OG0003151	LOC6044182|XP_001861725.2|CQUI	LOC108162669|XP_017153000.2|DMIR
OG0003152	LOC6036629|XP_001846656.1|CQUI	LOC117192730|XP_033253364.1|DMIR, LOC117193065|XP_033253688.1|DMIR, LOC117192729|XP_033253363.1|DMIR, LOC108159628|XP_017148574.1|DMIR
OG0003153	LOC6053059|XP_001869215.1|CQUI	LOC117194695|XP_033255093.1|DMIR, LOC108160649|XP_033247582.1|DMIR, LOC117194698|XP_033255099.1|DMIR, LOC117187081|XP_033244824.1|DMIR
OG0003154	LOC6051164|XP_038107845.1|CQUI	LOC108155187|XP_017141347.1|DMIR
OG0003155	LOC6045073|XP_001862485.2|CQUI	LOC117187688|XP_033246262.1|DMIR, LOC108160042|XP_017149275.2|DMIR
OG0003156	LOC6038119|XP_001847955.2|CQUI	LOC108160161|XP_017149469.2|DMIR, LOC117185720|XP_017149468.1|DMIR
OG0003157	LOC6038109|XP_038113136.1|CQUI	LOC108163749|XP_017154705.2|DMIR
OG0003158	LOC6047102|XP_038112009.1|CQUI	LOC117192789|XP_033253438.1|DMIR, LOC108160101|XP_017149380.1|DMIR
OG0003159	LOC6051370|XP_038109228.1|CQUI	LOC117185708|XP_033253851.1|DMIR, LOC108160087|XP_017149350.1|DMIR
OG0003160	LOC6047093|XP_038111960.1|CQUI	LOC108159569|XP_017148498.1|DMIR, LOC117192542|XP_033253129.1|DMIR
OG0003161	LOC6040284|XP_001849711.1|CQUI	LOC117192345|XP_033252883.1|DMIR, LOC108159483|XP_017148303.1|DMIR
OG0003162	LOC6042633|XP_001870695.2|CQUI	LOC108158155|XP_017145866.1|DMIR, LOC108158790|XP_017146961.2|DMIR
OG0003163	LOC6037732|XP_038111159.1|CQUI	LOC108151893|XP_017136283.1|DMIR
OG0003164	LOC6037733|XP_001847613.2|CQUI	LOC117187694|XP_033246264.1|DMIR, LOC108160419|XP_017149907.2|DMIR
OG0003165	LOC6042457|XP_038114125.1|CQUI	LOC117190632|XP_033251568.1|DMIR, LOC108159256|XP_017147875.1|DMIR
OG0003166	LOC6042458|XP_001851572.1|CQUI	LOC108159579|XP_017148517.1|DMIR, LOC117193444|XP_033254087.1|DMIR
OG0003167	LOC6036733|XP_038107989.1|CQUI	LOC117192633|XP_033253251.1|DMIR, LOC108158778|XP_017146932.1|DMIR
OG0003168	LOC6036729|XP_038113448.1|CQUI, LOC6036735|XP_038112204.1|CQUI	LOC108155720|XP_017142212.1|DMIR
OG0003169	LOC6035963|XP_001846071.1|CQUI	LOC108163503|XP_017154317.1|DMIR
OG0003170	LOC6052020|XP_038112209.1|CQUI	LOC108159292|XP_017147946.1|DMIR
OG0003171	LOC6035938|XP_001846047.1|CQUI	LOC108159631|XP_017148577.1|DMIR
OG0003172	LOC6035912|XP_038109519.1|CQUI	LOC108156290|XP_017143161.1|DMIR
OG0003173	LOC6034170|XP_001844525.2|CQUI	LOC108156766|XP_017143920.1|DMIR
OG0003174	LOC6051850|XP_038112047.1|CQUI	LOC108155460|XP_017141768.1|DMIR
OG0003175	LOC6048218|XP_038112539.1|CQUI	LOC117185734|XP_033250821.1|DMIR, LOC108159981|XP_033246996.1|DMIR
OG0003176	LOC119768619|XP_038114728.1|CQUI, LOC119768615|XP_038114703.1|CQUI, LOC6049880|XP_001866570.2|CQUI	LOC108162072|XP_017152108.1|DMIR
OG0003177	LOC6042939|XP_001870878.1|CQUI	LOC117188135|XP_033247383.1|DMIR, LOC108160379|XP_017149846.2|DMIR
OG0003178	LOC6042940|XP_038112766.1|CQUI	LOC117190808|XP_033251741.1|DMIR, LOC108159938|XP_017149081.1|DMIR
OG0003179	LOC6040385|XP_038107224.1|CQUI	LOC117190435|XP_033251405.1|DMIR, LOC108159937|XP_017149080.1|DMIR
OG0003180	LOC6042943|XP_001870882.2|CQUI	LOC108159953|XP_017149107.1|DMIR, LOC117192968|XP_033253578.1|DMIR
OG0003181	LOC6042942|XP_038110161.1|CQUI	LOC117189950|XP_033250923.1|DMIR, LOC108159793|XP_017148844.1|DMIR
OG0003182	LOC6052290|XP_038114286.1|CQUI	LOC108160602|XP_033254619.1|DMIR, LOC117185791|XP_033247551.1|DMIR
OG0003183	LOC6031690|XP_038109838.1|CQUI	LOC117191151|XP_033252009.1|DMIR, LOC108160505|XP_017150034.1|DMIR
OG0003184	LOC6044920|XP_038112171.1|CQUI	LOC108151957|XP_017136385.1|DMIR
OG0003185	LOC6049709|XP_038108588.1|CQUI	LOC117190191|XP_033251144.1|DMIR, LOC117189353|XP_033250381.1|DMIR, LOC108159037|XP_017147450.1|DMIR
OG0003186	LOC6042922|XP_038107965.1|CQUI	LOC117191532|XP_033252261.1|DMIR, LOC108158567|XP_033246992.1|DMIR, LOC117191534|XP_033252263.1|DMIR
OG0003187	LOC6042170|XP_038108840.1|CQUI	LOC108163404|XP_017154157.1|DMIR
OG0003188	LOC6034656|XP_038107763.1|CQUI	LOC108156472|XP_033245154.1|DMIR
OG0003189	LOC6048568|XP_001865472.1|CQUI	LOC108153295|XP_017138671.1|DMIR
OG0003190	LOC6032287|XP_001842923.2|CQUI	LOC117189514|XP_033250552.1|DMIR, LOC117189513|XP_033250551.1|DMIR, LOC108158390|XP_017146136.1|DMIR
OG0003191	LOC6038344|XP_001848159.2|CQUI	LOC108151513|XP_017135646.1|DMIR
OG0003192	LOC6054191|XP_038108956.1|CQUI	LOC108152753|XP_017137800.1|DMIR
OG0003193	LOC6042359|XP_001851487.1|CQUI	LOC108161879|XP_017151762.2|DMIR
OG0003194	LOC6044038|XP_038109455.1|CQUI	LOC108152897|XP_017138033.1|DMIR
OG0003195	LOC6052258|XP_001868553.1|CQUI	LOC108163508|XP_017154327.1|DMIR
OG0003196	LOC6052255|XP_001868552.2|CQUI	LOC108152954|XP_017138142.1|DMIR
OG0003197	LOC6045111|XP_038108110.1|CQUI	LOC108151128|XP_033243739.1|DMIR
OG0003198	LOC6051795|XP_038113485.1|CQUI	LOC108162153|XP_017152220.1|DMIR
OG0003199	LOC6040404|XP_038112754.1|CQUI	LOC108153657|XP_017139254.1|DMIR
OG0003200	LOC6046500|XP_038108225.1|CQUI	LOC108159638|XP_017148590.1|DMIR
OG0003201	LOC6042198|XP_038111088.1|CQUI	LOC117189749|XP_033250717.1|DMIR, LOC108159170|XP_017147699.1|DMIR
OG0003202	LOC6043071|XP_038108375.1|CQUI	LOC108151057|XP_017134921.1|DMIR
OG0003203	LOC6054789|XP_038110535.1|CQUI	LOC108159893|XP_017149000.2|DMIR, LOC117187966|XP_033246872.1|DMIR
OG0003204	LOC119767949|XP_038113945.1|CQUI	LOC108155588|XP_017141987.1|DMIR
OG0003205	LOC6052262|XP_001868546.2|CQUI	LOC108160578|XP_017150153.2|DMIR, LOC117188168|XP_033247500.1|DMIR
OG0003206	LOC6049228|XP_001866026.2|CQUI	LOC117188498|XP_033248342.1|DMIR, LOC108159279|XP_017147929.2|DMIR
OG0003207	LOC119768034|XP_038114257.1|CQUI, LOC6037430|XP_038109354.1|CQUI	LOC108154729|XP_017140584.1|DMIR
OG0003208	LOC6037436|XP_001847350.2|CQUI	LOC108151852|XP_033243382.1|DMIR
OG0003209	LOC6053823|XP_001869839.2|CQUI	LOC108159481|XP_017148300.1|DMIR
OG0003210	LOC6049135|XP_038112475.1|CQUI	LOC108156956|XP_017144223.1|DMIR
OG0003211	LOC6045881|XP_001863164.2|CQUI	LOC108158198|XP_017145906.1|DMIR
OG0003212	LOC6036304|XP_038118824.1|CQUI	LOC108156269|XP_017143126.1|DMIR
OG0003213	LOC6052333|XP_001868616.2|CQUI	LOC117191849|XP_033252506.1|DMIR, LOC108158820|XP_017147001.1|DMIR, LOC117191500|XP_033252240.1|DMIR
OG0003214	LOC6037463|XP_038114303.1|CQUI	LOC117192817|XP_033253468.1|DMIR, LOC108159783|XP_017148834.1|DMIR
OG0003215	LOC119767550|XP_038112322.1|CQUI	LOC117192520|XP_033253107.1|DMIR, LOC108159746|XP_017148774.1|DMIR
OG0003216	LOC6051762|XP_038109754.1|CQUI	LOC108160462|XP_017149965.1|DMIR
OG0003217	LOC6037639|XP_038113324.1|CQUI	LOC117191600|XP_033252311.1|DMIR, LOC117191601|XP_033252312.1|DMIR, LOC108160610|XP_017150213.1|DMIR
OG0003218	LOC6053121|XP_038112153.1|CQUI	LOC108153572|XP_017139139.1|DMIR
OG0003219	LOC6037686|XP_038107546.1|CQUI	LOC108152592|XP_017137537.1|DMIR
OG0003220	LOC6034526|XP_038110313.1|CQUI	LOC108161727|XP_017151539.1|DMIR
OG0003221	LOC6034550|XP_001844850.2|CQUI	LOC108163201|XP_017153840.1|DMIR
OG0003222	LOC6034559|XP_001844858.2|CQUI	LOC117191602|XP_033252313.1|DMIR, LOC108160786|XP_017150482.1|DMIR
OG0003223	LOC6037228|XP_038110852.1|CQUI	LOC117191932|XP_033252570.1|DMIR, LOC108159260|XP_017147889.1|DMIR
OG0003224	LOC6040557|XP_038113288.1|CQUI	LOC117191047|XP_033251906.1|DMIR, LOC108158548|XP_017146447.1|DMIR
OG0003225	LOC119766293|XP_038106681.1|CQUI, LOC6032492|XP_038106682.1|CQUI	LOC108164164|XP_017155263.1|DMIR
OG0003229	LOC6034190|XP_001844545.1|CQUI	LOC108161629|XP_017151421.1|DMIR, LOC108152052|XP_017136545.1|DMIR
OG0003250	LOC6038172|XP_038104726.1|CQUI	LOC108156002|XP_017142692.1|DMIR
OG0003251	LOC6038177|XP_038104725.1|CQUI	LOC108156477|XP_017143440.1|DMIR
OG0003252	LOC6048862|XP_001865710.2|CQUI	LOC108157188|XP_017144606.1|DMIR
OG0003253	LOC6044318|XP_001861850.2|CQUI	LOC108154242|XP_017139964.1|DMIR
OG0003254	LOC6035097|XP_001845333.2|CQUI	LOC108155743|XP_017142250.1|DMIR
OG0003255	LOC6035087|XP_001845326.2|CQUI	LOC108156744|XP_017143894.1|DMIR
OG0003256	LOC6042743|XP_001870755.2|CQUI	LOC108156720|XP_017143859.1|DMIR
OG0003257	LOC6041677|XP_038105501.1|CQUI	LOC108155488|XP_033254174.1|DMIR
OG0003258	LOC6038174|XP_001848005.2|CQUI	LOC108161540|XP_017151310.1|DMIR, LOC108164828|XP_017156240.1|DMIR
OG0003259	LOC6038186|XP_038111880.1|CQUI	LOC108158283|XP_017146043.2|DMIR
OG0003260	LOC6044325|XP_038104013.1|CQUI	LOC108159349|XP_017148050.1|DMIR
OG0003261	LOC6046427|XP_038112658.1|CQUI	LOC108156898|XP_017144129.1|DMIR
OG0003262	LOC6051950|XP_038105187.1|CQUI	LOC108156508|XP_017143499.1|DMIR
OG0003263	LOC6041764|XP_038116872.1|CQUI	LOC108164626|XP_017155960.1|DMIR
OG0003264	LOC6035158|XP_038122479.1|CQUI	LOC108159017|XP_017147391.1|DMIR
OG0003265	LOC6053092|XP_038104064.1|CQUI	LOC108163157|XP_033248953.1|DMIR
OG0003266	LOC6048965|XP_038114332.1|CQUI	LOC108163064|XP_017153626.1|DMIR
OG0003267	LOC6045731|XP_038120606.1|CQUI	LOC108160156|XP_017149466.1|DMIR
OG0003268	LOC6042708|XP_038115333.1|CQUI	LOC108155246|XP_017141426.2|DMIR
OG0003269	LOC6042707|XP_001870724.1|CQUI	LOC108156177|XP_017142995.1|DMIR
OG0003270	LOC6042705|XP_038112950.1|CQUI	LOC108153619|XP_017139209.1|DMIR
OG0003271	LOC6048855|XP_038122756.1|CQUI	LOC108164411|XP_017155566.1|DMIR
OG0003272	LOC6045821|XP_038110841.1|CQUI	LOC108161678|XP_033244468.1|DMIR
OG0003273	LOC6042713|XP_001870730.2|CQUI	LOC108158409|XP_017146167.1|DMIR
OG0003274	LOC6037929|XP_038104602.1|CQUI	LOC108157105|XP_017144471.1|DMIR
OG0003275	LOC6047967|XP_038105614.1|CQUI	LOC117192370|XP_033252925.1|DMIR, LOC108159034|XP_017147444.1|DMIR
OG0003276	LOC6044976|XP_001862398.2|CQUI	LOC108154135|XP_017139759.1|DMIR
OG0003277	LOC6047047|XP_038104678.1|CQUI	LOC108158182|XP_017145889.1|DMIR, LOC117192589|XP_033253199.1|DMIR
OG0003278	LOC6043390|XP_038104515.1|CQUI	LOC108156465|XP_017143417.1|DMIR
OG0003279	LOC6043402|XP_038104861.1|CQUI	LOC108163168|XP_017153791.1|DMIR
OG0003281	LOC6051867|XP_038122487.1|CQUI	LOC108157712|XP_017145372.1|DMIR
OG0003282	LOC6046910|XP_038104714.1|CQUI	LOC108158828|XP_017147019.1|DMIR
OG0003283	LOC6049215|XP_038104174.1|CQUI	LOC108163061|XP_017153621.1|DMIR
OG0003284	LOC6045227|XP_001862603.1|CQUI	LOC108155647|XP_017142089.1|DMIR
OG0003285	LOC6040443|XP_001849833.1|CQUI	LOC108154629|XP_017140440.1|DMIR
OG0003286	LOC6040797|XP_038122603.1|CQUI	LOC108155901|XP_017142532.1|DMIR
OG0003287	LOC6034956|XP_001845212.1|CQUI, LOC6037961|XP_038104479.1|CQUI	LOC108152767|XP_017137831.1|DMIR
OG0003289	LOC119765512|XP_038105437.1|CQUI	LOC108158364|XP_017146107.2|DMIR, LOC117188465|XP_033248269.1|DMIR
OG0003290	LOC6051120|XP_001867604.2|CQUI	LOC108156570|XP_017143593.1|DMIR
OG0003291	LOC6041038|XP_001850349.2|CQUI, LOC6052656|XP_001868890.2|CQUI	LOC108151714|XP_017135974.1|DMIR
OG0003292	LOC6052272|XP_038104143.1|CQUI	LOC108164541|XP_017155835.1|DMIR
OG0003293	LOC6044374|XP_038104790.1|CQUI	LOC108154030|XP_017139615.1|DMIR
OG0003294	LOC6045679|XP_038122680.1|CQUI	LOC108159606|XP_017148549.1|DMIR, LOC117193887|XP_033254462.1|DMIR
OG0003295	LOC6047712|XP_038105249.1|CQUI	LOC108158773|XP_017146896.1|DMIR
OG0003296	LOC119769394|XP_038117487.1|CQUI	LOC108156678|XP_017143792.1|DMIR
OG0003297	LOC6053528|XP_038104050.1|CQUI	LOC108156631|XP_017143715.1|DMIR
OG0003298	LOC6044791|XP_038104898.1|CQUI	LOC108164537|XP_017155826.1|DMIR
OG0003299	LOC6051621|XP_038123026.1|CQUI	LOC108156479|XP_017143445.1|DMIR
OG0003300	LOC6052939|XP_038105716.1|CQUI	LOC108154887|XP_017140820.2|DMIR
OG0003301	LOC6034320|XP_001844653.2|CQUI	LOC108159669|XP_017148638.1|DMIR
OG0003302	LOC119769388|XP_038117434.1|CQUI	LOC108163746|XP_017154706.2|DMIR
OG0003303	LOC6048458|XP_001865376.2|CQUI	LOC108160504|XP_017150033.1|DMIR, LOC117189952|XP_033250924.1|DMIR
OG0003304	LOC6035163|XP_038105726.1|CQUI	LOC108154669|XP_017140496.1|DMIR
