Orthogroup	CQUI.longest_only	CCAP.longest_only
OG0003976	LOC6034401|XP_001844719.2|CQUI	CCAP1982_LOCUS6108|CAD6997465.1|CCAP
OG0003977	LOC6034400|XP_038112337.1|CQUI	CCAP1982_LOCUS6106|CAD6997463.1|CCAP
OG0003978	LOC119767640|XP_038112573.1|CQUI	CCAP1982_LOCUS14331|CAD7005995.1|CCAP
OG0003979	LOC6038881|XP_001848580.1|CQUI	CCAP1982_LOCUS8335|CAD6999823.1|CCAP
OG0003980	LOC6038882|XP_001848581.1|CQUI	CCAP1982_LOCUS238|CAD6991309.1|CCAP
OG0003981	LOC6038883|XP_038108742.1|CQUI	CCAP1982_LOCUS8339|CAD6999828.1|CCAP
OG0003982	LOC6038884|XP_001848583.2|CQUI	CCAP1982_LOCUS6275|CAD6997642.1|CCAP
OG0003983	LOC6038885|XP_038113321.1|CQUI	CCAP1982_LOCUS5970|CAD6997336.1|CCAP, CCAP1982_LOCUS5971|CAD6997337.1|CCAP
OG0003984	LOC6036439|XP_038112741.1|CQUI	CCAP1982_LOCUS5684|CAD6997025.1|CCAP, CCAP1982_LOCUS5849|CAD6997211.1|CCAP
OG0003985	LOC6036433|XP_038108732.1|CQUI	CCAP1982_LOCUS5845|CAD6997207.1|CCAP, CCAP1982_LOCUS5681|CAD6997022.1|CCAP
OG0003986	LOC6038013|XP_038113377.1|CQUI	CCAP1982_LOCUS5674|CAD6997013.1|CCAP
OG0003987	LOC6038014|XP_038110646.1|CQUI	CCAP1982_LOCUS6202|CAD6997564.1|CCAP, CCAP1982_LOCUS6198|CAD6997560.1|CCAP, CCAP1982_LOCUS6199|CAD6997561.1|CCAP
OG0003988	LOC6047238|XP_038111315.1|CQUI	CCAP1982_LOCUS8506|CAD7000000.1|CCAP, CCAP1982_LOCUS8505|CAD6999999.1|CCAP
OG0003989	LOC6035771|XP_038109362.1|CQUI	CCAP1982_LOCUS8511|CAD7000005.1|CCAP
OG0003990	LOC6035782|XP_038109675.1|CQUI	CCAP1982_LOCUS8402|CAD6999892.1|CCAP
OG0003991	LOC6035784|XP_038109844.1|CQUI	CCAP1982_LOCUS8201|CAD6999671.1|CCAP
OG0003992	LOC6035789|XP_001845913.2|CQUI	CCAP1982_LOCUS8206|CAD6999676.1|CCAP
OG0003993	LOC6045008|XP_038108291.1|CQUI	CCAP1982_LOCUS9154|CAD7000680.1|CCAP
OG0003994	LOC119767200|XP_038111176.1|CQUI	CCAP1982_LOCUS4907|CAD6996219.1|CCAP
OG0003995	LOC6053400|XP_001869494.2|CQUI	CCAP1982_LOCUS22498|CAD7014496.1|CCAP
OG0003996	LOC6036135|XP_001846228.1|CQUI	CCAP1982_LOCUS22541|CAD7014540.1|CCAP
OG0003997	LOC6054365|XP_038109595.1|CQUI	CCAP1982_LOCUS8067|CAD6999546.1|CCAP
OG0003998	LOC6045776|XP_038112750.1|CQUI	CCAP1982_LOCUS6627|CAD6998010.1|CCAP
OG0003999	LOC6045769|XP_001863072.1|CQUI	CCAP1982_LOCUS5450|CAD6996775.1|CCAP
OG0004001	LOC6034384|XP_038113314.1|CQUI	CCAP1982_LOCUS19584|CAD7011485.1|CCAP
OG0004002	LOC6034395|XP_038109098.1|CQUI	CCAP1982_LOCUS5794|CAD6997149.1|CCAP
OG0004003	LOC6039845|XP_038113654.1|CQUI	CCAP1982_LOCUS5644|CAD6996980.1|CCAP
OG0004004	LOC6039842|XP_001849349.2|CQUI	CCAP1982_LOCUS8476|CAD6999971.1|CCAP
OG0004005	LOC6039840|XP_038111465.1|CQUI	CCAP1982_LOCUS8478|CAD6999973.1|CCAP
OG0004006	LOC6034869|XP_001845139.2|CQUI	CCAP1982_LOCUS8574|CAD7000075.1|CCAP
OG0004007	LOC6034873|XP_001845142.1|CQUI	CCAP1982_LOCUS6925|CAD6998319.1|CCAP
OG0004008	LOC6034877|XP_038107745.1|CQUI	CCAP1982_LOCUS7446|CAD6998899.1|CCAP, CCAP1982_LOCUS7450|CAD6998903.1|CCAP
OG0004009	LOC6046643|XP_001863794.2|CQUI	CCAP1982_LOCUS8930|CAD7000453.1|CCAP
OG0004010	LOC6048811|XP_038114221.1|CQUI	CCAP1982_LOCUS6001|CAD6997368.1|CCAP
OG0004011	LOC6050778|XP_001867333.2|CQUI	CCAP1982_LOCUS5350|CAD6996666.1|CCAP
OG0004012	LOC6049536|XP_038109284.1|CQUI	CCAP1982_LOCUS2278|CAD6993466.1|CCAP
OG0004013	LOC6043470|XP_038109075.1|CQUI	CCAP1982_LOCUS6066|CAD6997419.1|CCAP
OG0004014	LOC6043461|XP_038111183.1|CQUI	CCAP1982_LOCUS12299|CAD7003869.1|CCAP, CCAP1982_LOCUS14705|CAD7006384.1|CCAP, CCAP1982_LOCUS12300|CAD7003870.1|CCAP
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	CCAP1982_LOCUS7695|CAD6999157.1|CCAP
OG0004016	LOC6036119|XP_038106299.1|CQUI	CCAP1982_LOCUS6454|CAD6997830.1|CCAP
OG0004017	LOC6041781|XP_038108936.1|CQUI	CCAP1982_LOCUS8061|CAD6999540.1|CCAP
OG0004018	LOC6041785|XP_038112504.1|CQUI	CCAP1982_LOCUS21469|CAD7013405.1|CCAP
OG0004019	LOC6047977|XP_038111471.1|CQUI	CCAP1982_LOCUS11760|CAD7003299.1|CCAP
OG0004020	LOC6053858|XP_038111861.1|CQUI	CCAP1982_LOCUS7355|CAD6998806.1|CCAP
OG0004021	LOC6049729|XP_038109716.1|CQUI	CCAP1982_LOCUS20908|CAD7012808.1|CCAP, CCAP1982_LOCUS20907|CAD7012807.1|CCAP
OG0004022	LOC6033336|XP_001843800.2|CQUI	CCAP1982_LOCUS6981|CAD6998381.1|CCAP
OG0004023	LOC6033344|XP_038112699.1|CQUI	CCAP1982_LOCUS7349|CAD6998795.1|CCAP
OG0004024	LOC6033360|XP_038108644.1|CQUI	CCAP1982_LOCUS8113|CAD6999589.1|CCAP
OG0004025	LOC6048073|XP_038107445.1|CQUI	CCAP1982_LOCUS5853|CAD6997217.1|CCAP
OG0004026	LOC6048102|XP_038108461.1|CQUI	CCAP1982_LOCUS8058|CAD6999536.1|CCAP
OG0004028	LOC6035744|XP_001845871.2|CQUI	CCAP1982_LOCUS7750|CAD6999216.1|CCAP, CCAP1982_LOCUS7749|CAD6999215.1|CCAP
OG0004029	LOC6035735|XP_001845864.2|CQUI	CCAP1982_LOCUS7847|CAD6999320.1|CCAP
OG0004030	LOC6032147|XP_001842800.2|CQUI	CCAP1982_LOCUS20235|CAD7012136.1|CCAP
OG0004031	LOC6032156|XP_038113038.1|CQUI	CCAP1982_LOCUS6911|CAD6998302.1|CCAP, CCAP1982_LOCUS6910|CAD6998301.1|CCAP
OG0004032	LOC6032174|XP_001842819.2|CQUI	CCAP1982_LOCUS5538|CAD6996865.1|CCAP
OG0004033	LOC6053250|XP_038110976.1|CQUI	CCAP1982_LOCUS6288|CAD6997658.1|CCAP
OG0004034	LOC6036026|XP_038108093.1|CQUI	CCAP1982_LOCUS7693|CAD6999155.1|CCAP
OG0004035	LOC6036325|XP_038112834.1|CQUI	CCAP1982_LOCUS7567|CAD6999020.1|CCAP, CCAP1982_LOCUS7568|CAD6999021.1|CCAP
OG0004036	LOC6036328|XP_001846391.1|CQUI	CCAP1982_LOCUS7596|CAD6999049.1|CCAP, CCAP1982_LOCUS7595|CAD6999048.1|CCAP
OG0004037	LOC6036336|XP_001846397.2|CQUI	CCAP1982_LOCUS8865|CAD7000390.1|CCAP
OG0004038	LOC119766959|XP_038109606.1|CQUI	CCAP1982_LOCUS7452|CAD6998905.1|CCAP
OG0004039	LOC6033334|XP_038112140.1|CQUI	CCAP1982_LOCUS8230|CAD6999704.1|CCAP, CCAP1982_LOCUS8227|CAD6999701.1|CCAP, CCAP1982_LOCUS8229|CAD6999703.1|CCAP
OG0004040	LOC6047971|XP_038109177.1|CQUI	CCAP1982_LOCUS22152|CAD7014146.1|CCAP
OG0004042	LOC6033311|XP_001843777.1|CQUI	CCAP1982_LOCUS11857|CAD7003401.1|CCAP
OG0004043	LOC6036008|XP_001846112.1|CQUI	CCAP1982_LOCUS7930|CAD6999404.1|CCAP
OG0004045	LOC6033613|XP_038110293.1|CQUI	CCAP1982_LOCUS3700|CAD6994969.1|CCAP
OG0004046	LOC6033619|XP_001844046.2|CQUI	CCAP1982_LOCUS7410|CAD6998861.1|CCAP
OG0004047	LOC6033624|XP_038111353.1|CQUI	CCAP1982_LOCUS8042|CAD6999517.1|CCAP
OG0004048	LOC6033625|XP_038109870.1|CQUI	CCAP1982_LOCUS23409|CAD7015469.1|CCAP
OG0004049	LOC6047482|XP_001864539.2|CQUI	CCAP1982_LOCUS6937|CAD6998333.1|CCAP
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	CCAP1982_LOCUS8806|CAD7000323.1|CCAP
OG0004051	LOC6048351|XP_038109620.1|CQUI	CCAP1982_LOCUS8560|CAD7000056.1|CCAP
OG0004053	LOC6042662|XP_038119027.1|CQUI	CCAP1982_LOCUS22593|CAD7014600.1|CCAP
OG0004054	LOC6042656|XP_038121294.1|CQUI	CCAP1982_LOCUS8019|CAD6999495.1|CCAP
OG0004055	LOC6042641|XP_038119206.1|CQUI	CCAP1982_LOCUS2177|CAD6993359.1|CCAP
OG0004056	LOC119770120|XP_038120373.1|CQUI	CCAP1982_LOCUS3169|CAD6994417.1|CCAP
OG0004057	LOC6054097|XP_038116161.1|CQUI	CCAP1982_LOCUS14479|CAD7006151.1|CCAP, CCAP1982_LOCUS14483|CAD7006155.1|CCAP
OG0004058	LOC6052560|XP_038118395.1|CQUI	CCAP1982_LOCUS12052|CAD7003606.1|CCAP
OG0004059	LOC6048802|XP_038118616.1|CQUI	CCAP1982_LOCUS954|CAD6992074.1|CCAP
OG0004060	LOC6040514|XP_001849900.2|CQUI	CCAP1982_LOCUS123|CAD6991185.1|CCAP, CCAP1982_LOCUS5211|CAD6996543.1|CCAP
OG0004062	LOC6040506|XP_038118432.1|CQUI	CCAP1982_LOCUS11610|CAD7003149.1|CCAP
OG0004064	LOC6040496|XP_001849882.1|CQUI	CCAP1982_LOCUS13592|CAD7005233.1|CCAP
OG0004065	LOC6040492|XP_038117152.1|CQUI	CCAP1982_LOCUS19980|CAD7011868.1|CCAP
OG0004066	LOC6040491|XP_001849877.1|CQUI	CCAP1982_LOCUS19979|CAD7011867.1|CCAP
OG0004068	LOC6040480|XP_001849866.2|CQUI	CCAP1982_LOCUS752|CAD6991854.1|CCAP
OG0004069	LOC6040481|XP_038116172.1|CQUI	CCAP1982_LOCUS753|CAD6991855.1|CCAP
OG0004070	LOC6039007|XP_001848689.1|CQUI	CCAP1982_LOCUS12521|CAD7004097.1|CCAP
OG0004071	LOC6040507|XP_001849893.2|CQUI	CCAP1982_LOCUS14981|CAD7006680.1|CCAP
OG0004072	LOC6039004|XP_038119621.1|CQUI	CCAP1982_LOCUS14980|CAD7006679.1|CCAP
OG0004074	LOC6038990|XP_038118652.1|CQUI	CCAP1982_LOCUS20432|CAD7012338.1|CCAP
OG0004075	LOC6038984|XP_038119533.1|CQUI	CCAP1982_LOCUS19452|CAD7011349.1|CCAP
OG0004076	LOC6044757|XP_038116312.1|CQUI	CCAP1982_LOCUS20003|CAD7011891.1|CCAP, CCAP1982_LOCUS20000|CAD7011888.1|CCAP
OG0004077	LOC6044741|XP_038118752.1|CQUI	CCAP1982_LOCUS8514|CAD7000009.1|CCAP
OG0004078	LOC6044734|XP_001862197.1|CQUI	CCAP1982_LOCUS431|CAD6991510.1|CCAP
OG0004080	LOC6032209|XP_001842849.1|CQUI	CCAP1982_LOCUS22425|CAD7014429.1|CCAP
OG0004081	LOC6032216|XP_038121566.1|CQUI	CCAP1982_LOCUS20394|CAD7012298.1|CCAP
OG0004082	LOC119770633|XP_038121816.1|CQUI	CCAP1982_LOCUS10303|CAD7001812.1|CCAP, CCAP1982_LOCUS2924|CAD6994159.1|CCAP
OG0004083	LOC6032224|XP_001842863.1|CQUI	CCAP1982_LOCUS3354|CAD6994619.1|CCAP
OG0004084	LOC6032232|XP_038122391.1|CQUI	CCAP1982_LOCUS13378|CAD7005002.1|CCAP
OG0004085	LOC6047985|XP_038114781.1|CQUI	CCAP1982_LOCUS399|CAD6991474.1|CCAP
OG0004086	LOC6038138|XP_038120984.1|CQUI	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC6033048|XP_038121895.1|CQUI	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC6054337|XP_038114862.1|CQUI	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC6046351|XP_001863568.2|CQUI	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC6048703|XP_001865581.2|CQUI	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC6048708|XP_001865580.2|CQUI	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC6047986|XP_038114935.1|CQUI	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC6047987|XP_038114933.1|CQUI	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC6053060|XP_038121254.1|CQUI	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC6051676|XP_038118839.1|CQUI	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC6048766|XP_038118938.1|CQUI	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC6048761|XP_038121267.1|CQUI	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC6048763|XP_038118682.1|CQUI	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC6046232|XP_001863460.1|CQUI	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC6049909|XP_001866588.2|CQUI	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC6041938|XP_001851128.1|CQUI	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC6041928|XP_038115770.1|CQUI	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC6045490|XP_038115043.1|CQUI	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC6050623|XP_038121897.1|CQUI	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC6050661|XP_038120714.1|CQUI	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC6043255|XP_001857982.2|CQUI	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC6034967|XP_001845223.1|CQUI	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC6034974|XP_038116395.1|CQUI	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC6039381|XP_001848990.2|CQUI	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC6039406|XP_038115414.1|CQUI	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC6032252|XP_001842889.1|CQUI	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC6032253|XP_038121019.1|CQUI	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC119769827|XP_038119446.1|CQUI	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC6035003|XP_001845248.2|CQUI	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC6035017|XP_038119404.1|CQUI	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC6038151|XP_001847985.2|CQUI	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC6038147|XP_038116639.1|CQUI	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC6043883|XP_001861472.1|CQUI	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC6043890|XP_038116402.1|CQUI	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC6049547|XP_038120776.1|CQUI	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC6041234|XP_038116026.1|CQUI	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC6041206|XP_001850500.2|CQUI	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC6049603|XP_038121325.1|CQUI	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC6050607|XP_038121998.1|CQUI	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC6047728|XP_001864747.2|CQUI	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC6052571|XP_038119946.1|CQUI	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC6052241|XP_001868539.2|CQUI	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC6052243|XP_038116152.1|CQUI	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC119769801|XP_038119380.1|CQUI	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC6049617|XP_038115589.1|CQUI	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC119768692|XP_038115202.1|CQUI	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC6045145|XP_001862545.1|CQUI	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC6050764|XP_038117838.1|CQUI	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC6042039|XP_038119959.1|CQUI	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC6049383|XP_001866158.2|CQUI	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC6049389|XP_038116134.1|CQUI	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC6036924|XP_001846901.2|CQUI	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC6053540|XP_001869607.2|CQUI	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC6046282|XP_038121893.1|CQUI	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC6046284|XP_001863510.2|CQUI	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC6046285|XP_001863511.2|CQUI	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC6039822|XP_038117664.1|CQUI	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC6039811|XP_038121742.1|CQUI	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC119770783|XP_038122198.1|CQUI	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC6049252|XP_038116717.1|CQUI	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC6050142|XP_038120929.1|CQUI	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC6051606|XP_001868025.2|CQUI	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC6051959|XP_001868300.2|CQUI	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC6043764|XP_038116584.1|CQUI	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC6039717|XP_001849271.2|CQUI	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC6039714|XP_038118028.1|CQUI	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC6039706|XP_001849262.2|CQUI	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC6039685|XP_001849250.2|CQUI	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC6042974|XP_038122228.1|CQUI	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC6042957|XP_038115866.1|CQUI	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC6032526|XP_038116286.1|CQUI	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC6032550|XP_001843129.2|CQUI	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC6050274|XP_038118401.1|CQUI	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC6042562|XP_038118462.1|CQUI	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC6042561|XP_038116122.1|CQUI	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC6042546|XP_001852007.2|CQUI	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC6047146|XP_038116604.1|CQUI	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC6047145|XP_001864241.2|CQUI	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC6047140|XP_038117805.1|CQUI	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC6054662|XP_038120423.1|CQUI	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC6046833|XP_038115947.1|CQUI	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC6039515|XP_038118045.1|CQUI	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC6039502|XP_038114594.1|CQUI	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC6039495|XP_038120453.1|CQUI	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC6043432|XP_001859032.1|CQUI	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC6044522|XP_038118488.1|CQUI	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC6044504|XP_038119127.1|CQUI	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC6044505|XP_001862015.2|CQUI	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC6045560|XP_001862905.2|CQUI	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC6045565|XP_038122062.1|CQUI	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC6042292|XP_001851428.2|CQUI	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC6042269|XP_001851406.2|CQUI	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC6042264|XP_038118456.1|CQUI	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	LOC6048488|XP_038119424.1|CQUI	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	LOC6044293|XP_001861824.2|CQUI	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	LOC6046906|XP_038121587.1|CQUI	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	LOC6050401|XP_038114801.1|CQUI	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	LOC6046398|XP_038114799.1|CQUI	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC6037572|XP_038118010.1|CQUI	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC6037556|XP_001847454.1|CQUI	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LOC6042261|XP_001851399.1|CQUI	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	LOC6039223|XP_038118519.1|CQUI	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC6032731|XP_038119817.1|CQUI	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC6032732|XP_038116049.1|CQUI	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC6032753|XP_001843296.2|CQUI	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC6033837|XP_001844230.1|CQUI	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC6033834|XP_038116220.1|CQUI	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC6037780|XP_001847658.2|CQUI	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC6037772|XP_001847651.2|CQUI	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC6037769|XP_038115679.1|CQUI	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC6040838|XP_038122184.1|CQUI	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC6040828|XP_038115079.1|CQUI	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC6040819|XP_001850159.1|CQUI	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004231	LOC6035821|XP_038115161.1|CQUI	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC6035819|XP_038115166.1|CQUI	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC6035818|XP_001845940.1|CQUI	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC6035805|XP_038120038.1|CQUI	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC6035802|XP_001845925.2|CQUI	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC6042760|XP_038118906.1|CQUI	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004238	LOC6038963|XP_038120804.1|CQUI	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC6038962|XP_001848651.2|CQUI	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC6038956|XP_038120799.1|CQUI	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC6038950|XP_001848641.1|CQUI	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC6038947|XP_001848639.2|CQUI	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC6038944|XP_001848636.2|CQUI	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
