Orthogroup	CQUI.longest_only	ASTE.longest_only
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC6044257|XP_001861796.1|CQUI	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC119767019|XP_038110185.1|CQUI	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC6035280|XP_038111693.1|CQUI	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC6035274|XP_038110146.1|CQUI	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC6036175|XP_038111514.1|CQUI	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC6036172|XP_038112061.1|CQUI	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC6038625|XP_038111059.1|CQUI	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC6038613|XP_038107372.1|CQUI	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC6033759|XP_001844167.2|CQUI	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC6033741|XP_038111254.1|CQUI	LOC118514466|XP_035917281.1|ASTE
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC118510010|XP_035907289.1|ASTE
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC6037545|XP_038109875.1|CQUI	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC118514652|XP_035917575.1|ASTE
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC6034400|XP_038112337.1|CQUI	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC6038014|XP_038110646.1|CQUI	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC6047238|XP_038111315.1|CQUI	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC6035771|XP_038109362.1|CQUI	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC6035782|XP_038109675.1|CQUI	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC6035784|XP_038109844.1|CQUI	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC6035789|XP_001845913.2|CQUI	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC6045008|XP_038108291.1|CQUI	LOC118509173|XP_035905326.1|ASTE
OG0003994	LOC119767200|XP_038111176.1|CQUI	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE
OG0003995	LOC6053400|XP_001869494.2|CQUI	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC6032174|XP_001842819.2|CQUI	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC6051854|XP_001868218.2|CQUI	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC6032224|XP_001842863.1|CQUI	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC6033048|XP_038121895.1|CQUI	LOC118502764|XP_035891241.1|ASTE
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC118505513|XP_035897305.1|ASTE
OG0004093	LOC6045122|XP_001862527.2|CQUI, LOC119768843|XP_038116195.1|CQUI, LOC6045121|XP_038116193.1|CQUI, LOC6037078|XP_001847033.2|CQUI, LOC6053554|XP_038116628.1|CQUI	LOC118507031|XP_035900873.1|ASTE, LOC118507032|XP_035900874.1|ASTE, LOC118507030|XP_035900872.1|ASTE
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC6046054|XP_038120594.1|CQUI	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC118504576|XP_035895110.1|ASTE
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC6050623|XP_038121897.1|CQUI	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC6050661|XP_038120714.1|CQUI	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC6043255|XP_001857982.2|CQUI	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC6034967|XP_001845223.1|CQUI	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC6034974|XP_038116395.1|CQUI	LOC118503648|XP_035893057.1|ASTE
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	LOC118505521|XP_035897314.1|ASTE
OG0004122	LOC6039381|XP_001848990.2|CQUI	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC6039406|XP_038115414.1|CQUI	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC6041802|XP_038116435.1|CQUI	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC6032252|XP_001842889.1|CQUI	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC6032253|XP_038121019.1|CQUI	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC119769827|XP_038119446.1|CQUI	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC6035003|XP_001845248.2|CQUI	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC6035017|XP_038119404.1|CQUI	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC6048694|XP_038118319.1|CQUI	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC6038151|XP_001847985.2|CQUI	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC6038147|XP_038116639.1|CQUI	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC6043883|XP_001861472.1|CQUI	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC6043890|XP_038116402.1|CQUI	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC6049547|XP_038120776.1|CQUI	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC6041234|XP_038116026.1|CQUI	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC6041206|XP_001850500.2|CQUI	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC6041198|XP_001850492.1|CQUI	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC6041197|XP_001850491.2|CQUI	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC6049603|XP_038121325.1|CQUI	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC6050607|XP_038121998.1|CQUI	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC119769965|XP_038119821.1|CQUI	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC6047728|XP_001864747.2|CQUI	LOC118508546|XP_035904328.1|ASTE
OG0004145	LOC6052241|XP_001868539.2|CQUI	LOC118507764|XP_035902674.1|ASTE
OG0004146	LOC6052243|XP_038116152.1|CQUI	LOC118507113|XP_035901008.1|ASTE
OG0004147	LOC119769801|XP_038119380.1|CQUI	LOC118504360|XP_035894645.1|ASTE
OG0004148	LOC6049617|XP_038115589.1|CQUI	LOC118504589|XP_035895136.1|ASTE
OG0004149	LOC119768692|XP_038115202.1|CQUI	LOC118504602|XP_035895159.1|ASTE
OG0004150	LOC6045145|XP_001862545.1|CQUI	LOC118506521|XP_035899651.1|ASTE
OG0004151	LOC6050764|XP_038117838.1|CQUI	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE
OG0004152	LOC6042039|XP_038119959.1|CQUI	LOC118508264|XP_035903788.1|ASTE
OG0004153	LOC6049383|XP_001866158.2|CQUI	LOC118508270|XP_035903804.1|ASTE
OG0004154	LOC6049389|XP_038116134.1|CQUI	LOC118508273|XP_035903807.1|ASTE
OG0004155	LOC6036924|XP_001846901.2|CQUI	LOC118503212|XP_035892095.1|ASTE
OG0004156	LOC6036926|XP_001846898.2|CQUI	LOC118503217|XP_035892103.1|ASTE
OG0004157	LOC6053540|XP_001869607.2|CQUI	LOC118503219|XP_035892105.1|ASTE
OG0004158	LOC6046282|XP_038121893.1|CQUI	LOC118504761|XP_035895582.1|ASTE
OG0004159	LOC6046284|XP_001863510.2|CQUI	LOC118504763|XP_035895584.1|ASTE
OG0004160	LOC6046285|XP_001863511.2|CQUI	LOC118504765|XP_035895588.1|ASTE
OG0004161	LOC6039822|XP_038117664.1|CQUI	LOC118502359|XP_035890461.1|ASTE
OG0004162	LOC6039811|XP_038121742.1|CQUI	LOC118505833|XP_035898081.1|ASTE
OG0004163	LOC119770783|XP_038122198.1|CQUI	LOC118502781|XP_035891271.1|ASTE
OG0004164	LOC6049252|XP_038116717.1|CQUI	LOC118506718|XP_035900124.1|ASTE
OG0004165	LOC6050142|XP_038120929.1|CQUI	LOC118505389|XP_035896993.1|ASTE
OG0004166	LOC6051606|XP_001868025.2|CQUI	LOC118506148|XP_035898794.1|ASTE
OG0004167	LOC6051959|XP_001868300.2|CQUI	LOC118503707|XP_035893163.1|ASTE
OG0004168	LOC6043764|XP_038116584.1|CQUI	LOC118507092|XP_035900974.1|ASTE
OG0004169	LOC6043781|XP_001861382.2|CQUI	LOC118506210|XP_035898920.1|ASTE
OG0004171	LOC6045790|XP_038118640.1|CQUI	LOC118504766|XP_035895589.1|ASTE
OG0004172	LOC6048628|XP_038116374.1|CQUI	LOC118507665|XP_035902334.1|ASTE
OG0004174	LOC6039714|XP_038118028.1|CQUI	LOC118503265|XP_035892202.1|ASTE
OG0004175	LOC6039706|XP_001849262.2|CQUI	LOC118508551|XP_035904334.1|ASTE
OG0004176	LOC6039685|XP_001849250.2|CQUI	LOC118502587|XP_035890831.1|ASTE
OG0004177	LOC6042974|XP_038122228.1|CQUI	LOC118508525|XP_035904286.1|ASTE
OG0004178	LOC6042957|XP_038115866.1|CQUI	LOC118507703|XP_035902468.1|ASTE
OG0004179	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI	LOC118503010|XP_035891719.1|ASTE
OG0004180	LOC6032526|XP_038116286.1|CQUI	LOC118502987|XP_035891672.1|ASTE
OG0004181	LOC6032550|XP_001843129.2|CQUI	LOC118506967|XP_035900695.1|ASTE
OG0004182	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI	LOC118505695|XP_035897728.1|ASTE
OG0004183	LOC6050274|XP_038118401.1|CQUI	LOC118505696|XP_035897734.1|ASTE
OG0004184	LOC6042562|XP_038118462.1|CQUI	LOC118507627|XP_035902241.1|ASTE
OG0004185	LOC6042561|XP_038116122.1|CQUI	LOC118514121|XP_035916600.1|ASTE
OG0004186	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI	LOC118507590|XP_035902146.1|ASTE
OG0004187	LOC6042546|XP_001852007.2|CQUI	LOC118507583|XP_035902137.1|ASTE
OG0004188	LOC6047146|XP_038116604.1|CQUI	LOC118507705|XP_035902489.1|ASTE
OG0004189	LOC6047145|XP_001864241.2|CQUI	LOC118507711|XP_035902499.1|ASTE
OG0004190	LOC6047140|XP_038117805.1|CQUI	LOC118507723|XP_035902567.1|ASTE
OG0004191	LOC6054662|XP_038120423.1|CQUI	LOC118507725|XP_035902571.1|ASTE
OG0004192	LOC6046833|XP_038115947.1|CQUI	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE
OG0004193	LOC6046831|XP_038118385.1|CQUI	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE
OG0004194	LOC6039515|XP_038118045.1|CQUI	LOC118508426|XP_035904095.1|ASTE
OG0004195	LOC6039504|XP_038114738.1|CQUI	LOC118507941|XP_035903152.1|ASTE
OG0004196	LOC6039502|XP_038114594.1|CQUI	LOC118507939|XP_035903147.1|ASTE
OG0004197	LOC6039495|XP_038120453.1|CQUI	LOC118507950|XP_035903168.1|ASTE
OG0004198	LOC6043432|XP_001859032.1|CQUI	LOC118502650|XP_035890992.1|ASTE
OG0004199	LOC6044522|XP_038118488.1|CQUI	LOC118506988|XP_035900753.1|ASTE
OG0004200	LOC6044504|XP_038119127.1|CQUI	LOC118502793|XP_035891288.1|ASTE
OG0004201	LOC6044505|XP_001862015.2|CQUI	LOC118502795|XP_035891295.1|ASTE
OG0004202	LOC6045560|XP_001862905.2|CQUI	LOC118502799|XP_035891306.1|ASTE
OG0004203	LOC6045565|XP_038122062.1|CQUI	LOC118502800|XP_035891307.1|ASTE
OG0004204	LOC6042292|XP_001851428.2|CQUI	LOC118506925|XP_035900618.1|ASTE
OG0004205	LOC6042269|XP_001851406.2|CQUI	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE
OG0004206	LOC6042264|XP_038118456.1|CQUI	LOC118506558|XP_035899771.1|ASTE
OG0004207	LOC6048488|XP_038119424.1|CQUI	LOC118506559|XP_035899772.1|ASTE
OG0004208	LOC6044293|XP_001861824.2|CQUI	LOC118506565|XP_035899780.1|ASTE
OG0004209	LOC6046906|XP_038121587.1|CQUI	LOC118504314|XP_035894514.1|ASTE
OG0004210	LOC6050401|XP_038114801.1|CQUI	LOC118506692|XP_035900057.1|ASTE
OG0004211	LOC6046398|XP_038114799.1|CQUI	LOC118506686|XP_035900049.1|ASTE
OG0004212	LOC6037572|XP_038118010.1|CQUI	LOC118506734|XP_035900166.1|ASTE
OG0004213	LOC6037556|XP_001847454.1|CQUI	LOC118505062|XP_035896233.1|ASTE
OG0004214	LOC6042261|XP_001851399.1|CQUI	LOC118505258|XP_035896709.1|ASTE
OG0004215	LOC6039223|XP_038118519.1|CQUI	LOC118504502|XP_035894921.1|ASTE
