Orthogroup	CQUI.longest_only	DPSE.longest_only
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC6903420|XP_002132299.1|DPSE
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC4800613|XP_001357858.1|DPSE
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC4816403|XP_001356218.2|DPSE
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC4812816|XP_033237367.1|DPSE
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC4816386|XP_033235569.1|DPSE
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC4811654|XP_001352245.3|DPSE
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC4817584|XP_001356988.1|DPSE
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC4803469|XP_001360187.1|DPSE
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC4816845|XP_001356858.2|DPSE
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC4817354|XP_001356827.1|DPSE
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC4816990|XP_001356833.1|DPSE
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC4817716|XP_001357132.2|DPSE
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC4804949|XP_001361430.5|DPSE
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC4817504|XP_033236766.1|DPSE
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC4817114|XP_001356347.2|DPSE
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC4817298|XP_015036057.2|DPSE
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	LOC6898567|XP_002138587.4|DPSE
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC4818111|XP_001357226.3|DPSE
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC4817937|XP_015035325.2|DPSE
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC4803529|XP_033233427.1|DPSE
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC6903008|XP_033236145.1|DPSE
OG0004032	LOC6032174|XP_001842819.2|CQUI	LOC6902762|XP_002133274.3|DPSE
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC4816783|XP_015035715.2|DPSE
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC6902958|XP_002132684.3|DPSE
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC6902515|XP_015036577.2|DPSE
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC4816515|XP_001356004.1|DPSE
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC4816747|XP_015036537.2|DPSE
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC4817296|XP_001356752.1|DPSE
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC4816855|XP_001356624.4|DPSE
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC4803865|XP_001360514.2|DPSE
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC6899268|XP_033239360.1|DPSE, LOC4814593|XP_001354583.3|DPSE
OG0004042	LOC6033311|XP_001843777.1|CQUI	LOC4812379|XP_001352843.1|DPSE
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC4816336|XP_001356059.2|DPSE
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC4815297|XP_033240318.1|DPSE
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC4811739|XP_015044346.1|DPSE
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC4817049|XP_001356425.3|DPSE
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC4817749|XP_001357159.2|DPSE
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC4817429|XP_001356729.3|DPSE
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC6902831|XP_002132567.1|DPSE
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	LOC4816918|XP_001356888.4|DPSE
OG0004051	LOC6048351|XP_038109620.1|CQUI	LOC4816824|XP_001356808.4|DPSE
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC4815183|XP_033240275.1|DPSE
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC4804742|XP_001361254.2|DPSE
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC4817261|XP_033235299.1|DPSE
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC4801041|XP_001358206.2|DPSE
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC4802774|XP_001359634.3|DPSE
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC4813337|XP_001354016.2|DPSE
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC4813435|XP_033241058.1|DPSE
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC4802694|XP_001359561.3|DPSE
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC4803149|XP_001359939.2|DPSE
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC4815352|XP_033238797.1|DPSE
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC4813583|XP_001353562.2|DPSE
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC4815636|XP_001355386.1|DPSE
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC4813211|XP_001353432.1|DPSE
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC6899112|XP_033234688.1|DPSE
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC4803966|XP_001360604.3|DPSE
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC4815427|XP_001355338.1|DPSE
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC4803026|XP_001359828.1|DPSE
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC6897677|XP_015037961.2|DPSE
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC4813531|XP_001353551.3|DPSE
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC4813996|XP_001354174.2|DPSE
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC4813997|XP_001354173.3|DPSE
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC4815569|XP_001355721.4|DPSE
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC6898413|XP_002138459.3|DPSE
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC4804378|XP_001360949.3|DPSE
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC4804379|XP_001360950.3|DPSE
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC4816331|XP_001355926.2|DPSE
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC4802199|XP_001359166.2|DPSE
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC4814961|XP_001355150.1|DPSE
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC4803780|XP_001360442.1|DPSE
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC6898823|XP_033234289.1|DPSE
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC6899871|XP_002135667.2|DPSE
OG0004083	LOC6032224|XP_001842863.1|CQUI	LOC4801753|XP_002137483.3|DPSE, LOC6903902|XP_033232489.1|DPSE
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC4812467|XP_001352956.4|DPSE
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC4802068|XP_001359061.1|DPSE
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC4801247|XP_001358370.3|DPSE
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC4814841|XP_015041639.2|DPSE
OG0004088	LOC6033048|XP_038121895.1|CQUI	LOC4801141|XP_001358280.1|DPSE
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC6901779|XP_033241472.1|DPSE
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC4802168|XP_001359141.3|DPSE
OG0004091	LOC6046351|XP_001863568.2|CQUI	LOC4802396|XP_033233171.1|DPSE
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC4815968|XP_001355267.2|DPSE
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC4815249|XP_001355160.2|DPSE
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC4802841|XP_001359677.5|DPSE
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC4801246|XP_001358369.3|DPSE
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC4812848|XP_001353502.1|DPSE
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC4802071|XP_015037590.2|DPSE
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	LOC4802521|XP_033233474.1|DPSE
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC4802512|XP_001359420.3|DPSE
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC117184958|XP_033240112.1|DPSE, LOC4802510|XP_001359419.4|DPSE
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC6897637|XP_002137781.4|DPSE
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC4802201|XP_001359168.3|DPSE
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC4800543|XP_015038648.2|DPSE
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC4813298|XP_001353434.2|DPSE
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC4813958|XP_033238095.1|DPSE
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC4814106|XP_001354284.1|DPSE
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC4803096|XP_001359894.2|DPSE
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC4802167|XP_001359140.2|DPSE
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC4812415|XP_001352888.1|DPSE
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC4802668|XP_001359540.2|DPSE
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC4802183|XP_001359152.2|DPSE
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC4815486|XP_033238731.1|DPSE
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC4814401|XP_001354456.2|DPSE
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC4814368|XP_001354458.2|DPSE
OG0004116	LOC6050623|XP_038121897.1|CQUI	LOC4802672|XP_001359542.3|DPSE
OG0004117	LOC6050661|XP_038120714.1|CQUI	LOC4802864|XP_001359698.2|DPSE
OG0004118	LOC6043255|XP_001857982.2|CQUI	LOC4804002|XP_001360633.2|DPSE
OG0004119	LOC6034967|XP_001845223.1|CQUI	LOC4803172|XP_001359956.1|DPSE
OG0004120	LOC6034974|XP_038116395.1|CQUI	LOC4803108|XP_001359905.4|DPSE
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	LOC4812064|XP_015043754.1|DPSE
OG0004122	LOC6039381|XP_001848990.2|CQUI	LOC4803090|XP_001359889.2|DPSE
OG0004123	LOC6039406|XP_038115414.1|CQUI	LOC4802691|XP_015038009.2|DPSE
OG0004124	LOC6041802|XP_038116435.1|CQUI	LOC6902255|XP_002133782.3|DPSE
OG0004125	LOC6032252|XP_001842889.1|CQUI	LOC4800249|XP_003736222.1|DPSE
OG0004126	LOC6032253|XP_038121019.1|CQUI	LOC4800260|XP_015038744.2|DPSE
OG0004127	LOC119769827|XP_038119446.1|CQUI	LOC4816884|XP_001356321.1|DPSE
OG0004128	LOC6035003|XP_001845248.2|CQUI	LOC4802387|XP_001359315.2|DPSE
OG0004129	LOC6035017|XP_038119404.1|CQUI	LOC6898892|XP_033235064.1|DPSE
OG0004130	LOC6048694|XP_038118319.1|CQUI	LOC4815096|XP_015041824.2|DPSE
OG0004131	LOC6038151|XP_001847985.2|CQUI	LOC4802879|XP_001359708.1|DPSE
OG0004132	LOC6038147|XP_038116639.1|CQUI	LOC4813370|XP_001353867.1|DPSE
OG0004133	LOC6043883|XP_001861472.1|CQUI	LOC4817711|XP_001357089.3|DPSE
OG0004134	LOC6043890|XP_038116402.1|CQUI	LOC4802127|XP_033233092.1|DPSE
OG0004135	LOC6049547|XP_038120776.1|CQUI	LOC4803056|XP_033232971.1|DPSE
OG0004136	LOC6041234|XP_038116026.1|CQUI	LOC4802721|XP_001359586.3|DPSE
OG0004137	LOC6041206|XP_001850500.2|CQUI	LOC4804714|XP_001361232.2|DPSE
OG0004138	LOC6041198|XP_001850492.1|CQUI	LOC4812177|XP_001352590.1|DPSE
OG0004139	LOC6041197|XP_001850491.2|CQUI	LOC4815206|XP_001354666.4|DPSE
OG0004140	LOC6049603|XP_038121325.1|CQUI	LOC4815883|XP_001355564.2|DPSE
OG0004141	LOC6050607|XP_038121998.1|CQUI	LOC4804630|XP_033233841.1|DPSE
OG0004142	LOC119769965|XP_038119821.1|CQUI	LOC4814246|XP_001354442.1|DPSE
OG0004143	LOC6047728|XP_001864747.2|CQUI	LOC4800835|XP_001358039.3|DPSE
OG0004144	LOC6052571|XP_038119946.1|CQUI	LOC4816916|XP_001356339.1|DPSE
OG0004145	LOC6052241|XP_001868539.2|CQUI	LOC4814135|XP_001354192.3|DPSE
OG0004146	LOC6052243|XP_038116152.1|CQUI	LOC4802322|XP_001359262.3|DPSE
OG0004147	LOC119769801|XP_038119380.1|CQUI	LOC4816976|XP_001356326.2|DPSE
OG0004148	LOC6049617|XP_038115589.1|CQUI	LOC4800873|XP_015038519.2|DPSE
OG0004149	LOC119768692|XP_038115202.1|CQUI	LOC4802695|XP_033241781.1|DPSE
OG0004150	LOC6045145|XP_001862545.1|CQUI	LOC4802411|XP_001359334.2|DPSE
OG0004151	LOC6050764|XP_038117838.1|CQUI	LOC4801988|XP_001358999.4|DPSE
OG0004152	LOC6042039|XP_038119959.1|CQUI	LOC4802444|XP_033241753.1|DPSE
OG0004153	LOC6049383|XP_001866158.2|CQUI	LOC4805025|XP_001361493.3|DPSE
OG0004154	LOC6049389|XP_038116134.1|CQUI	LOC6900027|XP_033240339.1|DPSE
OG0004155	LOC6036924|XP_001846901.2|CQUI	LOC4802461|XP_001359378.2|DPSE
OG0004156	LOC6036926|XP_001846898.2|CQUI	LOC4802400|XP_001359325.4|DPSE
OG0004157	LOC6053540|XP_001869607.2|CQUI	LOC4814704|XP_001355008.3|DPSE
OG0004158	LOC6046282|XP_038121893.1|CQUI	LOC4813450|XP_001353676.2|DPSE
OG0004159	LOC6046284|XP_001863510.2|CQUI	LOC4802365|XP_001359294.2|DPSE
OG0004160	LOC6046285|XP_001863511.2|CQUI	LOC6900553|XP_015042916.2|DPSE
OG0004161	LOC6039822|XP_038117664.1|CQUI	LOC4803112|XP_001359909.5|DPSE
OG0004162	LOC6039811|XP_038121742.1|CQUI	LOC4802537|XP_001359438.2|DPSE
OG0004163	LOC119770783|XP_038122198.1|CQUI	LOC6897821|XP_002137926.2|DPSE
OG0004164	LOC6049252|XP_038116717.1|CQUI	LOC4802304|XP_015037730.2|DPSE
OG0004165	LOC6050142|XP_038120929.1|CQUI	LOC4805239|XP_015040507.2|DPSE
OG0004166	LOC6051606|XP_001868025.2|CQUI	LOC4803530|XP_001360241.3|DPSE
OG0004167	LOC6051959|XP_001868300.2|CQUI	LOC4802021|XP_001359023.2|DPSE
OG0004168	LOC6043764|XP_038116584.1|CQUI	LOC4800448|XP_001357723.3|DPSE
OG0004169	LOC6043781|XP_001861382.2|CQUI	LOC26533794|XP_015042104.2|DPSE
OG0004171	LOC6045790|XP_038118640.1|CQUI	LOC4814748|XP_001355133.3|DPSE
OG0004172	LOC6048628|XP_038116374.1|CQUI	LOC4815117|XP_015042008.2|DPSE
OG0004173	LOC6039717|XP_001849271.2|CQUI	LOC6898270|XP_002138336.2|DPSE
OG0004174	LOC6039714|XP_038118028.1|CQUI	LOC6898468|XP_015039912.2|DPSE
OG0004175	LOC6039706|XP_001849262.2|CQUI	LOC4804188|XP_001360790.2|DPSE
OG0004176	LOC6039685|XP_001849250.2|CQUI	LOC4813934|XP_001354096.1|DPSE
OG0004177	LOC6042974|XP_038122228.1|CQUI	LOC4802398|XP_001359323.4|DPSE
OG0004178	LOC6042957|XP_038115866.1|CQUI	LOC6897828|XP_033232846.1|DPSE
OG0004179	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI	LOC4814420|XP_001354447.1|DPSE
OG0004180	LOC6032526|XP_038116286.1|CQUI	LOC4803286|XP_001360051.4|DPSE
OG0004181	LOC6032550|XP_001843129.2|CQUI	LOC4801569|XP_001358640.2|DPSE
OG0004182	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI	LOC4812996|XP_015042805.2|DPSE
OG0004183	LOC6050274|XP_038118401.1|CQUI	LOC4813469|XP_033241356.1|DPSE
OG0004184	LOC6042562|XP_038118462.1|CQUI	LOC4812638|XP_001353028.2|DPSE
OG0004185	LOC6042561|XP_038116122.1|CQUI	LOC4816545|XP_001355904.3|DPSE
OG0004186	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI	LOC4815173|XP_001354743.1|DPSE
OG0004187	LOC6042546|XP_001852007.2|CQUI	LOC4802607|XP_001359496.2|DPSE
OG0004188	LOC6047146|XP_038116604.1|CQUI	LOC4803100|XP_001359898.3|DPSE
OG0004189	LOC6047145|XP_001864241.2|CQUI	LOC4803102|XP_001359900.3|DPSE
OG0004190	LOC6047140|XP_038117805.1|CQUI	LOC6897853|XP_002137956.3|DPSE
OG0004191	LOC6054662|XP_038120423.1|CQUI	LOC4802939|XP_001359754.3|DPSE
OG0004192	LOC6046833|XP_038115947.1|CQUI	LOC4803237|XP_033233128.1|DPSE
OG0004193	LOC6046831|XP_038118385.1|CQUI	LOC4814725|XP_015041734.2|DPSE
OG0004194	LOC6039515|XP_038118045.1|CQUI	LOC4803184|XP_001359967.2|DPSE
OG0004195	LOC6039504|XP_038114738.1|CQUI	LOC6901874|XP_033239490.1|DPSE
OG0004196	LOC6039502|XP_038114594.1|CQUI	LOC4801594|XP_001358663.3|DPSE
OG0004197	LOC6039495|XP_038120453.1|CQUI	LOC4802814|XP_001359657.3|DPSE
OG0004198	LOC6043432|XP_001859032.1|CQUI	LOC4802458|XP_001359375.1|DPSE
OG0004199	LOC6044522|XP_038118488.1|CQUI	LOC4802557|XP_001359455.3|DPSE
OG0004200	LOC6044504|XP_038119127.1|CQUI	LOC4805241|XP_001361674.2|DPSE
OG0004201	LOC6044505|XP_001862015.2|CQUI	LOC4801160|XP_001358295.3|DPSE
OG0004202	LOC6045560|XP_001862905.2|CQUI	LOC4800938|XP_001358124.2|DPSE
OG0004203	LOC6045565|XP_038122062.1|CQUI	LOC4802878|XP_015038157.1|DPSE
OG0004204	LOC6042292|XP_001851428.2|CQUI	LOC4812396|XP_001352960.2|DPSE
OG0004205	LOC6042269|XP_001851406.2|CQUI	LOC6900361|XP_002134756.3|DPSE
OG0004206	LOC6042264|XP_038118456.1|CQUI	LOC4803072|XP_001359872.2|DPSE
OG0004207	LOC6048488|XP_038119424.1|CQUI	LOC4803073|XP_001359873.2|DPSE
OG0004208	LOC6044293|XP_001861824.2|CQUI	LOC6899287|XP_002136239.3|DPSE
OG0004209	LOC6046906|XP_038121587.1|CQUI	LOC4800432|XP_033241540.1|DPSE
OG0004210	LOC6050401|XP_038114801.1|CQUI	LOC4800859|XP_001358059.1|DPSE
OG0004211	LOC6046398|XP_038114799.1|CQUI	LOC4816975|XP_001356549.2|DPSE
OG0004212	LOC6037572|XP_038118010.1|CQUI	LOC4802534|XP_001359435.1|DPSE
OG0004213	LOC6037556|XP_001847454.1|CQUI	LOC4803021|XP_001359823.2|DPSE
OG0004214	LOC6042261|XP_001851399.1|CQUI	LOC4805542|XP_001361929.1|DPSE
OG0004215	LOC6039223|XP_038118519.1|CQUI	LOC4805736|XP_001362084.2|DPSE
OG0004216	LOC6032731|XP_038119817.1|CQUI	LOC4813495|XP_033238849.1|DPSE
OG0004217	LOC6032732|XP_038116049.1|CQUI	LOC4813478|XP_001353758.2|DPSE
OG0004218	LOC6032753|XP_001843296.2|CQUI	LOC6901805|XP_002134473.1|DPSE
OG0004219	LOC6033837|XP_001844230.1|CQUI	LOC4803002|XP_001359807.1|DPSE
OG0004220	LOC6033834|XP_038116220.1|CQUI	LOC4802333|XP_015037753.2|DPSE
OG0004221	LOC6037780|XP_001847658.2|CQUI	LOC4802813|XP_001359656.3|DPSE
OG0004222	LOC6037772|XP_001847651.2|CQUI	LOC4802581|XP_001359475.1|DPSE
OG0004223	LOC6037769|XP_038115679.1|CQUI	LOC4802585|XP_015037926.2|DPSE
OG0004224	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI	LOC4802431|XP_001359353.2|DPSE
OG0004225	LOC6037761|XP_001847641.1|CQUI	LOC4814712|XP_001354635.1|DPSE
OG0004226	LOC6040838|XP_038122184.1|CQUI	LOC4802550|XP_003736757.3|DPSE
OG0004227	LOC6040828|XP_038115079.1|CQUI	LOC4802881|XP_033236310.1|DPSE
OG0004228	LOC6040819|XP_001850159.1|CQUI	LOC4802880|XP_001359709.1|DPSE
OG0004230	LOC6035833|XP_038117826.1|CQUI	LOC6901541|XP_033238139.1|DPSE
OG0004231	LOC6035821|XP_038115161.1|CQUI	LOC6900301|XP_002135623.1|DPSE
OG0004232	LOC6035819|XP_038115166.1|CQUI	LOC4812652|XP_015044098.1|DPSE
OG0004233	LOC6035818|XP_001845940.1|CQUI	LOC4812651|XP_015044101.1|DPSE
OG0004234	LOC6035805|XP_038120038.1|CQUI	LOC4812663|XP_015044106.1|DPSE
OG0004235	LOC6035802|XP_001845925.2|CQUI	LOC4815925|XP_001355569.2|DPSE
OG0004236	LOC6042760|XP_038118906.1|CQUI	LOC4803188|XP_001359971.3|DPSE
OG0004237	LOC6038979|XP_038118373.1|CQUI	LOC4802968|XP_033241809.1|DPSE
OG0004238	LOC6038963|XP_038120804.1|CQUI	LOC6897950|XP_002138049.1|DPSE
OG0004239	LOC6038962|XP_001848651.2|CQUI	LOC4802808|XP_001359652.3|DPSE
OG0004240	LOC6038956|XP_038120799.1|CQUI	LOC6897625|XP_002137769.2|DPSE
OG0004241	LOC6038950|XP_001848641.1|CQUI	LOC4802624|XP_001359508.2|DPSE
OG0004242	LOC6038947|XP_001848639.2|CQUI	LOC4803033|XP_033232624.1|DPSE
OG0004243	LOC6038944|XP_001848636.2|CQUI	LOC4814122|XP_001354281.2|DPSE
OG0004244	LOC6038941|XP_038120810.1|CQUI	LOC4803185|XP_001359968.3|DPSE
OG0004245	LOC6038940|XP_001848634.1|CQUI	LOC4812436|XP_001352453.2|DPSE
OG0004246	LOC6033996|XP_038119643.1|CQUI	LOC4812914|XP_033239744.1|DPSE
OG0004247	LOC6034001|XP_001844388.2|CQUI	LOC4815830|XP_001355238.2|DPSE
OG0004248	LOC6034005|XP_038118714.1|CQUI	LOC4804644|XP_001361173.2|DPSE
OG0004249	LOC6034043|XP_001844423.1|CQUI	LOC4812596|XP_033237569.1|DPSE
OG0004250	LOC6034047|XP_038117613.1|CQUI	LOC4817862|XP_001357340.3|DPSE
OG0004251	LOC6034054|XP_038119694.1|CQUI	LOC4814812|XP_033237984.1|DPSE
OG0004252	LOC6034055|XP_038119691.1|CQUI	LOC4802531|XP_001359433.3|DPSE
OG0004253	LOC6049657|XP_038122114.1|CQUI	LOC4803015|XP_001359817.4|DPSE
OG0004254	LOC6041879|XP_038122123.1|CQUI	LOC4815527|XP_001355497.2|DPSE
OG0004257	LOC6034657|XP_038112506.1|CQUI	LOC4800274|XP_001357618.2|DPSE
OG0004258	LOC6035077|XP_038105124.1|CQUI	LOC4803220|XP_015038350.1|DPSE
OG0004260	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI	LOC6897751|XP_003736791.3|DPSE
OG0004261	LOC6052411|XP_038122255.1|CQUI	LOC4802433|XP_001359355.2|DPSE
OG0004262	LOC6054737|XP_001870603.2|CQUI	LOC4802138|XP_001359117.2|DPSE
OG0004263	LOC6053525|XP_038108845.1|CQUI	LOC4803249|XP_001360022.4|DPSE
OG0004264	LOC6042811|XP_001870809.1|CQUI	LOC4802990|XP_001359797.3|DPSE
OG0004265	LOC6047603|XP_038111767.1|CQUI	LOC4802936|XP_001359751.1|DPSE
OG0004266	LOC6039962|XP_038111686.1|CQUI	LOC4802886|XP_001359714.3|DPSE
OG0004267	LOC6039956|XP_001849449.1|CQUI	LOC4802802|XP_015038099.1|DPSE
OG0004268	LOC119767183|XP_038111051.1|CQUI	LOC4805408|XP_033233709.1|DPSE
OG0004269	LOC6046180|XP_038110057.1|CQUI	LOC4804648|XP_001361176.3|DPSE
OG0004270	LOC6046185|XP_001863417.1|CQUI	LOC4804886|XP_003736959.1|DPSE
OG0004271	LOC6031648|XP_038104709.1|CQUI	LOC4804170|XP_033234805.1|DPSE
OG0004272	LOC6046194|XP_001863425.2|CQUI	LOC4803201|XP_001359983.1|DPSE
OG0004273	LOC6046192|XP_001863423.1|CQUI	LOC4800830|XP_001358034.2|DPSE
OG0004275	LOC6033773|XP_038111200.1|CQUI	LOC4816030|XP_001355552.1|DPSE
OG0004276	LOC6031502|XP_038110587.1|CQUI	LOC4812451|XP_033240182.1|DPSE
OG0004278	LOC6031454|XP_001842258.2|CQUI	LOC4814546|XP_001355085.2|DPSE
OG0004279	LOC6041139|XP_001850439.2|CQUI	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004280	LOC6041134|XP_038108407.1|CQUI	LOC6901746|XP_033237735.1|DPSE
OG0004281	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI	LOC4803575|XP_001360282.2|DPSE
OG0004282	LOC119766970|XP_038109666.1|CQUI	LOC6903887|XP_002136634.1|DPSE
OG0004283	LOC119766971|XP_038109667.1|CQUI	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC6036903|XP_038110574.1|CQUI	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC6036911|XP_001846886.2|CQUI	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC6040037|XP_001849511.1|CQUI	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC6040039|XP_001849514.2|CQUI	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC6040049|XP_001849521.1|CQUI	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC6042529|XP_038114228.1|CQUI	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC119767857|XP_038113479.1|CQUI	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC6041433|XP_001850693.1|CQUI	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC6041436|XP_001850696.1|CQUI	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC6041439|XP_001850699.2|CQUI	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC6041444|XP_038112293.1|CQUI	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC6050956|XP_038108488.1|CQUI	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC6050959|XP_001867472.2|CQUI	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC6034299|XP_038111442.1|CQUI	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC6034273|XP_038109984.1|CQUI	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC6034268|XP_038113143.1|CQUI	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC6048678|XP_038112011.1|CQUI	LOC6898581|XP_002138601.1|DPSE
