Orthogroup	CQUI.longest_only	DKIK.longest_only
OG0003604	LOC6040582|XP_038121820.1|CQUI	LOC108073656|XP_017020872.1|DKIK
OG0003605	LOC6044647|XP_001862129.2|CQUI	LOC108081249|XP_017031822.1|DKIK
OG0003606	LOC6044648|XP_038122235.1|CQUI	LOC108073022|XP_017019969.1|DKIK
OG0003607	LOC6044652|XP_038122233.1|CQUI	LOC108073035|XP_017019985.1|DKIK
OG0003608	LOC6042841|XP_001870837.1|CQUI	LOC108078943|XP_017028581.1|DKIK, LOC108078941|XP_017028580.1|DKIK
OG0003609	LOC6039543|XP_001849141.1|CQUI	LOC108078208|XP_017027381.1|DKIK
OG0003610	LOC6039552|XP_001849149.2|CQUI	LOC108080671|XP_017030992.1|DKIK
OG0003611	LOC6048522|XP_038118889.1|CQUI	LOC108078716|XP_017028188.1|DKIK
OG0003612	LOC6048519|XP_001865428.1|CQUI	LOC108078016|XP_017027066.1|DKIK
OG0003613	LOC6043366|XP_001858610.2|CQUI	LOC108072177|XP_017018721.1|DKIK
OG0003614	LOC6043369|XP_001858605.1|CQUI	LOC108072178|XP_017018723.1|DKIK
OG0003615	LOC119770848|XP_038122362.1|CQUI	LOC108074207|XP_017021634.1|DKIK
OG0003616	LOC6036600|XP_001846632.1|CQUI	LOC108076760|XP_017025249.1|DKIK
OG0003618	LOC6041118|XP_038115310.1|CQUI	LOC108072924|XP_017019758.1|DKIK
OG0003619	LOC6053686|XP_038119222.1|CQUI	LOC108081797|XP_017032516.1|DKIK
OG0003620	LOC6048737|XP_001865613.2|CQUI	LOC108070895|XP_017017030.1|DKIK
OG0003621	LOC6040206|XP_001849650.2|CQUI	LOC108078768|XP_017028298.1|DKIK
OG0003622	LOC6040201|XP_001849651.2|CQUI	LOC108078766|XP_017028293.1|DKIK
OG0003623	LOC6042309|XP_001851443.1|CQUI	LOC108070833|XP_017016945.1|DKIK
OG0003624	LOC6037310|XP_038119602.1|CQUI	LOC108076537|XP_017024939.1|DKIK
OG0003625	LOC119770470|XP_038121349.1|CQUI, LOC6037313|XP_001847239.1|CQUI	LOC108076776|XP_017025269.1|DKIK
OG0003626	LOC6048596|XP_038117211.1|CQUI	LOC108078123|XP_017027235.1|DKIK
OG0003627	LOC6048595|XP_001865492.2|CQUI	LOC108082569|XP_017033515.1|DKIK
OG0003628	LOC6048591|XP_038115605.1|CQUI	LOC108078143|XP_017027271.1|DKIK
OG0003629	LOC6048586|XP_038119339.1|CQUI	LOC108080948|XP_017031348.1|DKIK
OG0003630	LOC6048585|XP_038119338.1|CQUI	LOC108072171|XP_017018710.1|DKIK
OG0003631	LOC6044414|XP_038118547.1|CQUI	LOC108083281|XP_017034499.1|DKIK
OG0003632	LOC119769941|XP_038119748.1|CQUI	LOC108070557|XP_017016571.1|DKIK
OG0003633	LOC6041335|XP_001850612.1|CQUI	LOC108078256|XP_017027479.1|DKIK
OG0003635	LOC6039424|XP_038116123.1|CQUI	LOC108073997|XP_017021339.1|DKIK
OG0003636	LOC6041333|XP_001850610.2|CQUI	LOC108078126|XP_017027239.1|DKIK
OG0003637	LOC6041328|XP_038119462.1|CQUI	LOC108077995|XP_017027037.1|DKIK
OG0003638	LOC6037294|XP_038118325.1|CQUI	LOC108074003|XP_017021353.1|DKIK
OG0003639	LOC6037295|XP_001847221.2|CQUI	LOC108077086|XP_017025742.1|DKIK
OG0003640	LOC6050485|XP_038118400.1|CQUI	LOC108078213|XP_017027389.1|DKIK
OG0003641	LOC6036278|XP_038121480.1|CQUI	LOC108082591|XP_017033545.1|DKIK
OG0003642	LOC6036279|XP_001846345.2|CQUI	LOC108078110|XP_017027203.1|DKIK
OG0003643	LOC6036280|XP_001846346.1|CQUI	LOC108070829|XP_017016936.1|DKIK
OG0003644	LOC6036255|XP_038116693.1|CQUI	LOC108082453|XP_017033313.1|DKIK
OG0003645	LOC6036238|XP_001846307.2|CQUI	LOC108075085|XP_017022858.1|DKIK
OG0003646	LOC6036242|XP_038119251.1|CQUI	LOC108070569|XP_017016610.1|DKIK
OG0003647	LOC6036227|XP_001846303.1|CQUI	LOC108078933|XP_017028570.1|DKIK
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC108086228|XP_017038585.1|DKIK
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC108085878|XP_017038128.1|DKIK
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC108070461|XP_017016431.1|DKIK
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC108073920|XP_017021207.1|DKIK
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC108078798|XP_017028352.1|DKIK
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC108082805|XP_017033852.1|DKIK
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC108070439|XP_017016403.1|DKIK
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC108073324|XP_017020374.1|DKIK
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC108073210|XP_017020227.1|DKIK
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC108083056|XP_017034176.1|DKIK
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC108079078|XP_017028790.1|DKIK
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC108075154|XP_017022930.1|DKIK
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC108085820|XP_017038060.1|DKIK
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC108084408|XP_017036095.1|DKIK
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC108084417|XP_017036110.1|DKIK
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC108079789|XP_017029735.1|DKIK
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC108071978|XP_017018441.1|DKIK
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC108078489|XP_017027860.1|DKIK
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC108078487|XP_017027859.1|DKIK
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC108076381|XP_017024681.1|DKIK
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC108071368|XP_017017600.1|DKIK
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC108076789|XP_017025289.1|DKIK
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC108078310|XP_017027592.1|DKIK
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC108076638|XP_017025054.1|DKIK
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC108070580|XP_017016627.1|DKIK
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC108073464|XP_017020591.1|DKIK
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC108073571|XP_017020746.1|DKIK
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC108073044|XP_017019996.1|DKIK
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC108082603|XP_017033565.1|DKIK
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC108077777|XP_017026763.1|DKIK
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC108081010|XP_017031435.1|DKIK
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC108078760|XP_017028285.1|DKIK
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC108078629|XP_017028042.1|DKIK
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC108078227|XP_017027416.1|DKIK
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC108072964|XP_017019885.1|DKIK
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC108078183|XP_017027338.1|DKIK
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC108072798|XP_017019575.1|DKIK
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC108080672|XP_017030994.1|DKIK
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC108083640|XP_017035000.1|DKIK
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC108073042|XP_017019994.1|DKIK
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC108079105|XP_017028832.1|DKIK
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC108071488|XP_017017739.1|DKIK
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC108077543|XP_017026421.1|DKIK
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC108073085|XP_017020041.1|DKIK
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC108085148|XP_017037156.1|DKIK
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC108078939|XP_017028577.1|DKIK
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC108070883|XP_017017017.1|DKIK
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC108074746|XP_017022409.1|DKIK
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC108077104|XP_017025787.1|DKIK
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC108083160|XP_017034336.1|DKIK
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC108079836|XP_017029825.1|DKIK
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC108077476|XP_017026284.1|DKIK
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC108076737|XP_017025208.1|DKIK
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC108083141|XP_017034312.1|DKIK
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC108073946|XP_017021251.1|DKIK
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC108078782|XP_017028319.1|DKIK
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC108081790|XP_017032496.1|DKIK
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC108081827|XP_017032556.1|DKIK
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC108083299|XP_017034526.1|DKIK
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC108074655|XP_017022261.1|DKIK
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC108076792|XP_017025299.1|DKIK
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC108076791|XP_017025298.1|DKIK
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC108078853|XP_017028437.1|DKIK
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC108075262|XP_017023117.1|DKIK
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC108079797|XP_017029765.1|DKIK
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC108072659|XP_017019381.1|DKIK
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC108083075|XP_017034203.1|DKIK
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC108074175|XP_017021600.1|DKIK
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC108078323|XP_017027611.1|DKIK
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC108078302|XP_017027578.1|DKIK
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC108078762|XP_017028289.1|DKIK
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC108086008|XP_017038309.1|DKIK
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC108070436|XP_017016394.1|DKIK
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC108086010|XP_017038311.1|DKIK
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC108078820|XP_017028393.1|DKIK
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC108084309|XP_017035962.1|DKIK
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC108079741|XP_017029643.1|DKIK
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC108075060|XP_017022830.1|DKIK
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC108079877|XP_017029882.1|DKIK
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC108073514|XP_017020676.1|DKIK
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC108080529|XP_017030821.1|DKIK
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC108078535|XP_017027939.1|DKIK
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC108072094|XP_017018597.1|DKIK
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC108081183|XP_017031731.1|DKIK
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC108078178|XP_017027331.1|DKIK
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC108076166|XP_017024381.1|DKIK
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC108076753|XP_017025239.1|DKIK
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC108073034|XP_017019984.1|DKIK
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC108080765|XP_017031118.1|DKIK
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC108085512|XP_017037624.1|DKIK
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC108076639|XP_017025059.1|DKIK
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC108072987|XP_017019924.1|DKIK
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC108072893|XP_017019705.1|DKIK
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC108078151|XP_017027283.1|DKIK
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC108083005|XP_017034118.1|DKIK
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC108083024|XP_017034145.1|DKIK
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC108073986|XP_017021327.1|DKIK
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC108083137|XP_017034305.1|DKIK
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC108073950|XP_017021255.1|DKIK
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC108078821|XP_017028394.1|DKIK
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC108079126|XP_017028859.1|DKIK
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC108079075|XP_017028786.1|DKIK
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC108078845|XP_017028429.1|DKIK
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC108075762|XP_017023810.1|DKIK
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC108072346|XP_017018926.1|DKIK
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC108082471|XP_017033351.1|DKIK
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC108077509|XP_017026350.1|DKIK
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC108072995|XP_017019931.1|DKIK
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC108077514|XP_017026367.1|DKIK
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC108077516|XP_017026368.1|DKIK
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC108071656|XP_017017941.1|DKIK
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC108071658|XP_017017946.1|DKIK
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC108085305|XP_017037351.1|DKIK
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC108076053|XP_017024227.1|DKIK
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC108082457|XP_017033322.1|DKIK
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC108078434|XP_017027804.1|DKIK
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC108078231|XP_017027422.1|DKIK
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC108077515|XP_017026371.1|DKIK
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC108072803|XP_017019583.1|DKIK
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC108078713|XP_017028186.1|DKIK
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC108078435|XP_017027805.1|DKIK
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC108082926|XP_017034006.1|DKIK
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC108080707|XP_017031033.1|DKIK
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC108076780|XP_017025274.1|DKIK
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC108078150|XP_017027282.1|DKIK
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC108076722|XP_017025177.1|DKIK
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC108074718|XP_017022351.1|DKIK
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC108082653|XP_017033633.1|DKIK
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC108079438|XP_017029260.1|DKIK
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC108083733|XP_017035130.1|DKIK
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC108078129|XP_017027245.1|DKIK
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC108085924|XP_017038191.1|DKIK
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC108076724|XP_017025183.1|DKIK
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC108076551|XP_017024951.1|DKIK
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC108078193|XP_017027350.1|DKIK
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC108071551|XP_017017818.1|DKIK
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC108081161|XP_017031694.1|DKIK
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC108072885|XP_017019695.1|DKIK
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC108072347|XP_017018927.1|DKIK
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC108078230|XP_017027421.1|DKIK
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC108072773|XP_017019540.1|DKIK
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC108073440|XP_017020552.1|DKIK
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC108077446|XP_017026253.1|DKIK
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC108078457|XP_017027837.1|DKIK
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC108076424|XP_017024758.1|DKIK
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC108077441|XP_017026249.1|DKIK
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC108072503|XP_017019163.1|DKIK
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC108072604|XP_017019315.1|DKIK
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC108084923|XP_017036808.1|DKIK
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC108077397|XP_017026179.1|DKIK
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC108079627|XP_017029498.1|DKIK
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC108072564|XP_017019244.1|DKIK
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC108075889|XP_017023987.1|DKIK
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC108071953|XP_017018409.1|DKIK
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC108079660|XP_017029546.1|DKIK
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC108077960|XP_017026989.1|DKIK
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC108076615|XP_017025025.1|DKIK
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC108070506|XP_017016492.1|DKIK
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC108082032|XP_017032792.1|DKIK
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC108077284|XP_017026051.1|DKIK
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC108072976|XP_017019906.1|DKIK
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC108082793|XP_017033829.1|DKIK
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC108077205|XP_017025942.1|DKIK
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC108079547|XP_017029374.1|DKIK
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC108086067|XP_017038374.1|DKIK
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC108072061|XP_017018546.1|DKIK
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC108074761|XP_017022425.1|DKIK
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC108082821|XP_017033870.1|DKIK
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC108074552|XP_017022139.1|DKIK
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC108072545|XP_017019206.1|DKIK, LOC108072543|XP_017019205.1|DKIK
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC108074839|XP_017022536.1|DKIK
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC108081364|XP_017032005.1|DKIK
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC108082211|XP_017033030.1|DKIK
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC108082174|XP_017032968.1|DKIK
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC108074445|XP_017021975.1|DKIK
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC108070510|XP_017016496.1|DKIK
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC108078859|XP_017028453.1|DKIK, LOC108073553|XP_017020727.1|DKIK
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC108075792|XP_017023849.1|DKIK
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC108075911|XP_017024025.1|DKIK
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC108075885|XP_017023981.1|DKIK
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC108075877|XP_017023970.1|DKIK
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC108074809|XP_017022492.1|DKIK
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC108074808|XP_017022491.1|DKIK
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC108086071|XP_017038379.1|DKIK
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC108077412|XP_017026201.1|DKIK
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC108076642|XP_017025062.1|DKIK
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC108077449|XP_017026257.1|DKIK
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC108077007|XP_017025571.1|DKIK
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC108085287|XP_017037332.1|DKIK
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC108079971|XP_017030025.1|DKIK
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC108085259|XP_017037298.1|DKIK
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC108077219|XP_017025963.1|DKIK
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC108082843|XP_017033899.1|DKIK
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC108084278|XP_017035923.1|DKIK
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC108074468|XP_017022024.1|DKIK
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC108075289|XP_017023174.1|DKIK
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC108076735|XP_017025202.1|DKIK
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC108074579|XP_017022175.1|DKIK
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC108072979|XP_017019905.1|DKIK
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC108077287|XP_017026053.1|DKIK
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC108077072|XP_017025729.1|DKIK
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC108081962|XP_017032685.1|DKIK
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC108072549|XP_017019212.1|DKIK
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC108079212|XP_017028974.1|DKIK
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC108079643|XP_017029522.1|DKIK
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC108073029|XP_017019978.1|DKIK
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC108086209|XP_017038561.1|DKIK
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC108082183|XP_017032991.1|DKIK
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC108082162|XP_017032952.1|DKIK
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC108082110|XP_017032899.1|DKIK
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC108077892|XP_017026918.1|DKIK
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC108075941|XP_017024073.1|DKIK
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC108083308|XP_017034534.1|DKIK
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC108076923|XP_017025456.1|DKIK
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC108082226|XP_017033053.1|DKIK
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC108083893|XP_017035379.1|DKIK
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC108074614|XP_017022226.1|DKIK
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC108078163|XP_017027304.1|DKIK
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC108081363|XP_017032004.1|DKIK
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC108070517|XP_017016505.1|DKIK
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC108074576|XP_017022167.1|DKIK
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC108081444|XP_017032122.1|DKIK
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC108075947|XP_017024082.1|DKIK
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC108079642|XP_017029519.1|DKIK
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC108079042|XP_017028714.1|DKIK
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC108073476|XP_017020617.1|DKIK
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC108083847|XP_017035314.1|DKIK
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC108085286|XP_017037331.1|DKIK
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC108082827|XP_017033875.1|DKIK
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC108082825|XP_017033873.1|DKIK
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC108077439|XP_017026247.1|DKIK
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC108084246|XP_017035872.1|DKIK
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC108074423|XP_017021946.1|DKIK
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC108079711|XP_017029608.1|DKIK
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC108085301|XP_017037348.1|DKIK
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC108079878|XP_017029883.1|DKIK
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC108078484|XP_017027856.1|DKIK, LOC108082764|XP_017033780.1|DKIK
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC108076933|XP_017025467.1|DKIK
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC108077962|XP_017026991.1|DKIK
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC108078388|XP_017027731.1|DKIK
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC108074720|XP_017022352.1|DKIK
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC108082748|XP_017033754.1|DKIK
