Orthogroup	CQUI.longest_only	BTRY.longest_only
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC120768412|XP_039951028.1|BTRY, LOC120768411|XP_039951027.1|BTRY
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC120769785|XP_039952906.1|BTRY
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC120767189|XP_039948922.1|BTRY
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC120782586|XP_039970868.1|BTRY
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC120769235|XP_039952069.1|BTRY
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC120768419|XP_039951034.1|BTRY
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC120776350|XP_039962839.1|BTRY
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC120768061|XP_039950516.1|BTRY
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC120781730|XP_039969900.1|BTRY
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC120771308|XP_039955177.1|BTRY
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC120771037|XP_039954760.1|BTRY
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC120772919|XP_039957753.1|BTRY
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC120768430|XP_039951048.1|BTRY
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC120767233|XP_039948996.1|BTRY
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC120767961|XP_039950286.1|BTRY
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC120767728|XP_039949871.1|BTRY
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC120768021|XP_039950420.1|BTRY
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC120769244|XP_039952078.1|BTRY
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC120769240|XP_039952073.1|BTRY
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC120770373|XP_039953724.1|BTRY
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC120771966|XP_039956236.1|BTRY
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC120769134|XP_039951940.1|BTRY
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC120768375|XP_039950974.1|BTRY
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC120772153|XP_039956518.1|BTRY
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC120772356|XP_039956856.1|BTRY
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC120767626|XP_039949718.1|BTRY
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC120769672|XP_039952725.1|BTRY
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC120781698|XP_039969848.1|BTRY
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC120776102|XP_039962526.1|BTRY
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC120774736|XP_039960423.1|BTRY
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC120767883|XP_039950143.1|BTRY
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC120769328|XP_039952218.1|BTRY
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC120768489|XP_039951139.1|BTRY
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC120768180|XP_039950681.1|BTRY
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC120771870|XP_039956055.1|BTRY
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC120781966|XP_039970076.1|BTRY
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC120767321|XP_039949189.1|BTRY
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC120781487|XP_039969646.1|BTRY
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC120771913|XP_039956134.1|BTRY
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC120767367|XP_039949275.1|BTRY
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC120769175|XP_039951995.1|BTRY
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC120768953|XP_039951676.1|BTRY
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC120769441|XP_039952358.1|BTRY
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC120768849|XP_039951534.1|BTRY
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC120768223|XP_039950735.1|BTRY
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC120769450|XP_039952377.1|BTRY
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC120770260|XP_039953504.1|BTRY
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC120768501|XP_039951159.1|BTRY
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC120767794|XP_039949993.1|BTRY
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC120770187|XP_039953351.1|BTRY
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC120770188|XP_039953352.1|BTRY
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC120771053|XP_039954790.1|BTRY
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC120767383|XP_039949313.1|BTRY
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC120767384|XP_039949322.1|BTRY
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC120768526|XP_039951189.1|BTRY
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC120769123|XP_039951919.1|BTRY
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC120769499|XP_039952464.1|BTRY
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC120771046|XP_039954781.1|BTRY
OG0003944	LOC6044257|XP_001861796.1|CQUI	LOC120769147|XP_039951956.1|BTRY
OG0003945	LOC119767019|XP_038110185.1|CQUI	LOC120770421|XP_039953800.1|BTRY
OG0003946	LOC6035280|XP_038111693.1|CQUI	LOC120768155|XP_039950650.1|BTRY
OG0003947	LOC6035274|XP_038110146.1|CQUI	LOC120768003|XP_039950360.1|BTRY
OG0003948	LOC6036175|XP_038111514.1|CQUI	LOC120769286|XP_039952140.1|BTRY
OG0003949	LOC6036172|XP_038112061.1|CQUI	LOC120768926|XP_039951640.1|BTRY
OG0003950	LOC6038625|XP_038111059.1|CQUI	LOC120769118|XP_039951912.1|BTRY
OG0003951	LOC6038613|XP_038107372.1|CQUI	LOC120768587|XP_039951280.1|BTRY
OG0003952	LOC6033759|XP_001844167.2|CQUI	LOC120781396|XP_039969539.1|BTRY, LOC120781377|XP_039969515.1|BTRY
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	LOC120767894|XP_039950165.1|BTRY
OG0003954	LOC6033741|XP_038111254.1|CQUI	LOC120769404|XP_039952316.1|BTRY
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC120781768|XP_039969934.1|BTRY
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC120769221|XP_039952051.1|BTRY
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC120777534|XP_039964850.1|BTRY
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC120775287|XP_039961334.1|BTRY
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC120771796|XP_039955928.1|BTRY
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC120774502|XP_039960115.1|BTRY
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC120767788|XP_039949980.1|BTRY
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC120767449|XP_039949450.1|BTRY
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC120768153|XP_039950648.1|BTRY
OG0003964	LOC6037545|XP_038109875.1|CQUI	LOC120767642|XP_039949747.1|BTRY
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC120767946|XP_039950265.1|BTRY
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC120771942|XP_039956175.1|BTRY
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC120772326|XP_039956791.1|BTRY
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC120770917|XP_039954547.1|BTRY
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC120767347|XP_039949239.1|BTRY
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC120774464|XP_039960054.1|BTRY, LOC120768339|XP_039950925.1|BTRY
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC120777946|XP_039965492.1|BTRY
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC120771948|XP_039956192.1|BTRY
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC120782346|XP_039970513.1|BTRY
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC120767633|XP_039949727.1|BTRY
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC120768221|XP_039950731.1|BTRY
OG0003977	LOC6034400|XP_038112337.1|CQUI	LOC120768637|XP_039951336.1|BTRY
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC120776803|XP_039963731.1|BTRY
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC120769781|XP_039952899.1|BTRY
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC120782383|XP_039970559.1|BTRY
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC120767590|XP_039949672.1|BTRY
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC120781665|XP_039969820.1|BTRY
OG0003983	LOC6038885|XP_038113321.1|CQUI	LOC120769620|XP_039952657.1|BTRY
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC120768278|XP_039950812.1|BTRY
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC120767949|XP_039950268.1|BTRY
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC120781853|XP_039970005.1|BTRY
OG0003987	LOC6038014|XP_038110646.1|CQUI	LOC120781124|XP_039969193.1|BTRY
OG0003988	LOC6047238|XP_038111315.1|CQUI	LOC120767972|XP_039950317.1|BTRY
OG0003989	LOC6035771|XP_038109362.1|CQUI	LOC120767639|XP_039949741.1|BTRY
OG0003990	LOC6035782|XP_038109675.1|CQUI	LOC120769368|XP_039952265.1|BTRY
OG0003991	LOC6035784|XP_038109844.1|CQUI	LOC120767920|XP_039950213.1|BTRY
OG0003992	LOC6035789|XP_001845913.2|CQUI	LOC120767991|XP_039950344.1|BTRY
OG0003993	LOC6045008|XP_038108291.1|CQUI	LOC120767812|XP_039950024.1|BTRY
OG0003994	LOC119767200|XP_038111176.1|CQUI	LOC120780854|XP_039969027.1|BTRY
OG0003995	LOC6053400|XP_001869494.2|CQUI	LOC120771452|XP_039955397.1|BTRY
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC120772189|XP_039956589.1|BTRY, LOC120772238|XP_039956666.1|BTRY
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC120767199|XP_039948934.1|BTRY
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC120767458|XP_039949465.1|BTRY
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC120768709|XP_039951413.1|BTRY
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC120775677|XP_039961902.1|BTRY
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC120772881|XP_039957661.1|BTRY
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC120768307|XP_039950877.1|BTRY
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC120781719|XP_039969886.1|BTRY
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC120769738|XP_039952826.1|BTRY
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC120769739|XP_039952827.1|BTRY
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC120767755|XP_039949904.1|BTRY
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC120768258|XP_039950785.1|BTRY
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC120767756|XP_039949906.1|BTRY
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC120769294|XP_039952157.1|BTRY
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC6032174|XP_001842819.2|CQUI	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC6033311|XP_001843777.1|CQUI	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC6048351|XP_038109620.1|CQUI	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC120782192|XP_039970270.1|BTRY
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC120779083|XP_039967167.1|BTRY
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC120771530|XP_039955522.1|BTRY
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC120770117|XP_039953223.1|BTRY
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC6032224|XP_001842863.1|CQUI	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC6033048|XP_038121895.1|CQUI	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC6046351|XP_001863568.2|CQUI	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC6050623|XP_038121897.1|CQUI	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC6050661|XP_038120714.1|CQUI	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC6043255|XP_001857982.2|CQUI	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC6034967|XP_001845223.1|CQUI	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC6034974|XP_038116395.1|CQUI	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC6039381|XP_001848990.2|CQUI	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC6039406|XP_038115414.1|CQUI	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC6041802|XP_038116435.1|CQUI	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC6032252|XP_001842889.1|CQUI	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC6032253|XP_038121019.1|CQUI	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC119769827|XP_038119446.1|CQUI	LOC120769336|XP_039952227.1|BTRY
OG0004128	LOC6035003|XP_001845248.2|CQUI	LOC120769161|XP_039951981.1|BTRY
OG0004129	LOC6035017|XP_038119404.1|CQUI	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY
OG0004130	LOC6048694|XP_038118319.1|CQUI	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC6038151|XP_001847985.2|CQUI	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC6038147|XP_038116639.1|CQUI	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC6043883|XP_001861472.1|CQUI	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC6043890|XP_038116402.1|CQUI	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC6049547|XP_038120776.1|CQUI	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC6041234|XP_038116026.1|CQUI	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC6041206|XP_001850500.2|CQUI	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC6041198|XP_001850492.1|CQUI	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC6041197|XP_001850491.2|CQUI	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC6049603|XP_038121325.1|CQUI	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC6050607|XP_038121998.1|CQUI	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC119769965|XP_038119821.1|CQUI	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC6047728|XP_001864747.2|CQUI	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC6052571|XP_038119946.1|CQUI	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC6052241|XP_001868539.2|CQUI	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC6052243|XP_038116152.1|CQUI	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC119769801|XP_038119380.1|CQUI	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC6049617|XP_038115589.1|CQUI	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC119768692|XP_038115202.1|CQUI	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC6045145|XP_001862545.1|CQUI	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC6050764|XP_038117838.1|CQUI	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC6042039|XP_038119959.1|CQUI	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC6049383|XP_001866158.2|CQUI	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC6049389|XP_038116134.1|CQUI	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC6036924|XP_001846901.2|CQUI	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC6053540|XP_001869607.2|CQUI	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC6046282|XP_038121893.1|CQUI	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC6046284|XP_001863510.2|CQUI	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC6046285|XP_001863511.2|CQUI	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC6039822|XP_038117664.1|CQUI	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC6039811|XP_038121742.1|CQUI	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC119770783|XP_038122198.1|CQUI	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC6049252|XP_038116717.1|CQUI	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC6050142|XP_038120929.1|CQUI	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC6051606|XP_001868025.2|CQUI	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC6051959|XP_001868300.2|CQUI	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC6043764|XP_038116584.1|CQUI	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC6043781|XP_001861382.2|CQUI	LOC120774847|XP_039960604.1|BTRY
OG0004171	LOC6045790|XP_038118640.1|CQUI	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC6048628|XP_038116374.1|CQUI	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC6039717|XP_001849271.2|CQUI	LOC120770879|XP_039954450.1|BTRY
