Orthogroup	CQUI.longest_only	DMEL.longest_only
OG0003823	LOC6032950|XP_038109686.1|CQUI	CG31663|NP_722738.1|DMEL
OG0003824	LOC119767406|XP_038111857.1|CQUI	CG13081|NP_609985.1|DMEL
OG0003825	LOC6041627|XP_001850858.2|CQUI	CG13097|NP_609237.1|DMEL
OG0003826	LOC6041635|XP_001850865.1|CQUI	CG14022|NP_608922.1|DMEL
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	CG3769|NP_609289.1|DMEL
OG0003828	LOC6036166|XP_038109206.1|CQUI	numb|NP_523523.2|DMEL
OG0003829	LOC6036165|XP_038106783.1|CQUI	CG43333|NP_788051.1|DMEL
OG0003830	LOC6036145|XP_038110347.1|CQUI	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC119766768|XP_038108431.1|CQUI	Idh3b|NP_651000.1|DMEL
OG0003832	LOC6038710|XP_038112791.1|CQUI	CG17378|NP_609073.2|DMEL
OG0003833	LOC6038715|XP_038109432.1|CQUI	nrv2|NP_477168.1|DMEL
OG0003834	LOC6050509|XP_038109517.1|CQUI	Wee1|NP_477035.1|DMEL
OG0003835	LOC6037372|XP_038109213.1|CQUI	CG4587|NP_001285962.1|DMEL
OG0003836	LOC6041480|XP_001850732.2|CQUI	CG31800|NP_724152.1|DMEL
OG0003837	LOC6050190|XP_038112790.1|CQUI	Sidpn|NP_523599.1|DMEL
OG0003838	LOC6053634|XP_001869689.1|CQUI	IFT57|NP_608792.1|DMEL
OG0003839	LOC6053638|XP_001869683.1|CQUI	RpL24|NP_609649.1|DMEL
OG0003840	LOC6031960|XP_001842636.1|CQUI	CSN4|NP_477444.1|DMEL
OG0003841	LOC6036358|XP_038112172.1|CQUI	Slh|NP_001137769.2|DMEL
OG0003842	LOC6031372|XP_038109518.1|CQUI	Nup154|NP_477287.1|DMEL
OG0003843	LOC6038506|XP_038108393.1|CQUI	Smg5|NP_609685.1|DMEL
OG0003844	LOC6038505|XP_001848299.2|CQUI	Ing5|NP_609647.1|DMEL
OG0003845	LOC6041503|XP_038109056.1|CQUI	CG15270|NP_609738.1|DMEL
OG0003846	LOC6041483|XP_038110843.1|CQUI	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC6050186|XP_038109972.1|CQUI	CG18661|NP_652562.2|DMEL
OG0003848	LOC6039579|XP_038113978.1|CQUI	GckIII|NP_650596.1|DMEL
OG0003849	LOC6054557|XP_001870450.2|CQUI	CG11777|NP_724939.1|DMEL
OG0003850	LOC6044117|XP_038107737.1|CQUI	rk|NP_476702.1|DMEL
OG0003851	LOC6044599|XP_038109872.1|CQUI	CG9945|NP_611494.1|DMEL
OG0003852	LOC6050049|XP_001866715.1|CQUI	CG15387|NP_001097058.1|DMEL
OG0003853	LOC6031771|XP_038107334.1|CQUI	ATPCL|NP_523755.2|DMEL
OG0003854	LOC6031758|XP_038112871.1|CQUI	yellow-b|NP_523586.1|DMEL
OG0003855	LOC6031757|XP_038114326.1|CQUI	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC119767171|XP_038110996.1|CQUI	AstCC|NP_001285830.1|DMEL
OG0003857	LOC6037110|XP_038112859.1|CQUI	crp|NP_476605.1|DMEL
OG0003858	LOC6036106|XP_038110475.1|CQUI	Pfrx|NP_477451.1|DMEL
OG0003859	LOC6031793|XP_038109625.1|CQUI	CG17321|NP_609915.1|DMEL
OG0003860	LOC6031805|XP_038112957.1|CQUI	CG34195|NP_001097360.1|DMEL
OG0003861	LOC6038298|XP_001848085.2|CQUI	Cwc25|NP_608705.1|DMEL
OG0003862	LOC6046309|XP_001863529.2|CQUI	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC6046306|XP_038109951.1|CQUI	tai|NP_001245949.1|DMEL
OG0003864	LOC6035655|XP_001845792.2|CQUI	CG9586|NP_001260279.1|DMEL
OG0003865	LOC6044451|XP_038112183.1|CQUI	CG5886|NP_651435.1|DMEL
OG0003866	LOC6044454|XP_001861968.2|CQUI	CG8665|NP_610107.1|DMEL
OG0003867	LOC6041552|XP_001850798.2|CQUI	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC6037126|XP_038106083.1|CQUI	SamDC|NP_477223.2|DMEL
OG0003869	LOC6051457|XP_038113631.1|CQUI	Ptpa|NP_523466.2|DMEL
OG0003870	LOC6049443|XP_038114375.1|CQUI	Pde11|NP_609885.2|DMEL
OG0003871	LOC6048787|XP_001865652.1|CQUI	CG6583|NP_609556.2|DMEL
OG0003872	LOC6041509|XP_001850759.2|CQUI	cyp33|NP_523773.1|DMEL
OG0003873	LOC6041511|XP_038108476.1|CQUI	E2f2|NP_477355.1|DMEL
OG0003874	LOC6041514|XP_038107054.1|CQUI	Mondo|NP_724326.1|DMEL
OG0003875	LOC6041516|XP_001850766.1|CQUI	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC6050860|XP_038111752.1|CQUI	RFeSP|NP_722715.1|DMEL
OG0003877	LOC6043914|XP_001861497.2|CQUI	Ku80|NP_609767.2|DMEL
OG0003878	LOC6043910|XP_001861493.2|CQUI	CG10602|NP_609916.5|DMEL
OG0003879	LOC6043908|XP_038108077.1|CQUI	CG34140|NP_001036574.1|DMEL
OG0003880	LOC6043901|XP_038111406.1|CQUI	klu|NP_001261690.1|DMEL
OG0003883	LOC6036390|XP_038109510.1|CQUI	Smox|NP_511079.1|DMEL
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	Sec71|NP_609675.2|DMEL
OG0003885	LOC6036385|XP_001846439.1|CQUI	COX5B|NP_609046.1|DMEL
OG0003886	LOC6036383|XP_001846437.1|CQUI	IFT52|NP_609045.2|DMEL
OG0003887	LOC6036372|XP_038111239.1|CQUI	oaf|NP_787963.2|DMEL
OG0003888	LOC6031210|XP_001842044.2|CQUI	mRRF2|NP_732771.2|DMEL
OG0003889	LOC6031241|XP_038111184.1|CQUI	Plap|NP_524666.2|DMEL
OG0003890	LOC6042256|XP_001851394.2|CQUI	CG12012|NP_647813.1|DMEL
OG0003891	LOC6042255|XP_001851393.2|CQUI	b|NP_476788.1|DMEL
OG0003892	LOC6042247|XP_038111118.1|CQUI	Pol31|NP_647659.1|DMEL
OG0003893	LOC6042239|XP_038108055.1|CQUI	Top2|NP_476760.1|DMEL
OG0003894	LOC6042236|XP_001851375.1|CQUI	STUB1|NP_477441.1|DMEL
OG0003895	LOC6032003|XP_001842670.2|CQUI	dgt3|NP_611533.2|DMEL
OG0003896	LOC6031998|XP_001842666.2|CQUI	CG9313|NP_001286657.1|DMEL
OG0003897	LOC6031996|XP_001842665.1|CQUI	Bap55|NP_611209.1|DMEL
OG0003898	LOC6031976|XP_001842649.1|CQUI	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC6037022|XP_001846985.2|CQUI	shv|NP_608525.1|DMEL
OG0003900	LOC6031843|XP_038109752.1|CQUI	S|NP_523450.1|DMEL
OG0003901	LOC6031842|XP_038113767.1|CQUI	CG4935|NP_609782.2|DMEL
OG0003902	LOC6031841|XP_001842544.1|CQUI	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC6031838|XP_001842541.2|CQUI	CG5287|NP_609608.1|DMEL
OG0003904	LOC6031840|XP_038108931.1|CQUI	CG31849|NP_723787.1|DMEL
OG0003905	LOC6031832|XP_038113512.1|CQUI	CG5808|NP_651291.1|DMEL
OG0003906	LOC6043727|XP_038107059.1|CQUI	MED16|NP_611650.2|DMEL
OG0003907	LOC6046364|XP_001863581.2|CQUI	kraken|NP_477265.1|DMEL
OG0003908	LOC6046365|XP_001863582.2|CQUI	CG13949|NP_608552.1|DMEL
OG0003909	LOC6035251|XP_038107907.1|CQUI	metro|NP_610642.2|DMEL
OG0003910	LOC6035252|XP_001845477.1|CQUI	pyd3|NP_649732.1|DMEL
OG0003911	LOC6035267|XP_001845489.1|CQUI	Mon1|NP_608868.1|DMEL
OG0003912	LOC6033192|XP_038113174.1|CQUI	CG18480|NP_609761.1|DMEL
OG0003913	LOC6033199|XP_038114237.1|CQUI	CG9008|NP_001285908.1|DMEL
OG0003914	LOC6033214|XP_001843691.1|CQUI	RfC38|NP_609494.1|DMEL
OG0003915	LOC6033212|XP_001843689.2|CQUI	CG32736|NP_727152.1|DMEL
OG0003916	LOC6040012|XP_001849487.1|CQUI	GMF|NP_609787.2|DMEL
OG0003917	LOC6040866|XP_001850196.2|CQUI	CG14020|NP_001260097.1|DMEL
OG0003918	LOC6031259|XP_001842089.2|CQUI	escl|NP_723702.1|DMEL
OG0003919	LOC6041526|XP_038109718.1|CQUI	Hydr2|NP_608751.2|DMEL
OG0003920	LOC6041532|XP_001850780.1|CQUI	Cdk9|NP_477226.2|DMEL
OG0003921	LOC6036061|XP_038108481.1|CQUI	Hr38|NP_477119.1|DMEL
OG0003922	LOC6042870|XP_001870851.2|CQUI	Wdr59|NP_995682.1|DMEL
OG0003923	LOC6052522|XP_001868780.1|CQUI	Zip102B|NP_651919.3|DMEL
OG0003924	LOC6052517|XP_038108718.1|CQUI	GstE14|NP_610855.1|DMEL
OG0003925	LOC6036646|XP_038107951.1|CQUI	Col4a1|NP_723044.1|DMEL
OG0003926	LOC6036651|XP_001846678.2|CQUI	eIF3h|NP_524834.2|DMEL
OG0003927	LOC6046033|XP_001863294.2|CQUI	mio|NP_608656.1|DMEL
OG0003928	LOC6033189|XP_001843669.2|CQUI	PIG-U|NP_609238.1|DMEL
OG0003929	LOC6033179|XP_038114437.1|CQUI	CG6230|NP_609490.1|DMEL
OG0003930	LOC6033283|XP_001843753.2|CQUI	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC6033287|XP_038108021.1|CQUI	Nhe3|NP_723202.2|DMEL
OG0003932	LOC6036993|XP_038113039.1|CQUI	flz|NP_001137622.1|DMEL
OG0003933	LOC6048401|XP_038111122.1|CQUI	tank|NP_608864.1|DMEL
OG0003934	LOC6048406|XP_001865324.2|CQUI	Trs23|NP_609247.1|DMEL
OG0003935	LOC6043726|XP_038107603.1|CQUI	CG8370|NP_611073.2|DMEL
OG0003936	LOC6043725|XP_001861346.1|CQUI	Ufc1|NP_611074.1|DMEL
OG0003937	LOC6033098|XP_038111241.1|CQUI	CG14764|NP_788283.1|DMEL
OG0003938	LOC6033105|XP_038114430.1|CQUI	CG34126|NP_001260066.1|DMEL
OG0003939	LOC6054454|XP_038111258.1|CQUI	CG7742|NP_608913.1|DMEL
OG0003940	LOC6033108|XP_001843603.2|CQUI	mRpL28|NP_608887.1|DMEL
OG0003941	LOC6033109|XP_038111262.1|CQUI	CG8891|NP_608890.1|DMEL
OG0003942	LOC6033122|XP_038111572.1|CQUI	spz3|NP_609160.2|DMEL
OG0003943	LOC6048231|XP_038113230.1|CQUI	CG31917|NP_608895.1|DMEL
OG0003944	LOC6044257|XP_001861796.1|CQUI	CG5446|NP_609565.1|DMEL
OG0003945	LOC119767019|XP_038110185.1|CQUI	levy|NP_611805.1|DMEL
OG0003946	LOC6035280|XP_038111693.1|CQUI	fon|NP_609959.1|DMEL
OG0003947	LOC6035274|XP_038110146.1|CQUI	pigeon|NP_476946.1|DMEL
OG0003948	LOC6036175|XP_038111514.1|CQUI	mEFTs|NP_609847.1|DMEL
OG0003949	LOC6036172|XP_038112061.1|CQUI	Dhc36C|NP_001369131.1|DMEL
OG0003950	LOC6038625|XP_038111059.1|CQUI	mtm|NP_523489.1|DMEL
OG0003951	LOC6038613|XP_038107372.1|CQUI	CG9098|NP_608979.2|DMEL
OG0003952	LOC6033759|XP_001844167.2|CQUI	Ppt2|NP_609500.1|DMEL
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	l_2_k09022|NP_609079.2|DMEL
OG0003954	LOC6033741|XP_038111254.1|CQUI	CG1273|NP_647883.1|DMEL
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	Ir31a|NP_001260346.1|DMEL
OG0003956	LOC6031181|XP_038108389.1|CQUI	kon|NP_609881.3|DMEL
OG0003957	LOC6033143|XP_038110679.1|CQUI	CG13671|NP_648202.1|DMEL
OG0003958	LOC6033148|XP_001843637.2|CQUI	CG9919|NP_573119.1|DMEL
OG0003959	LOC6033261|XP_038107519.1|CQUI	Ipk1|NP_001097387.1|DMEL
OG0003960	LOC6033232|XP_038113766.1|CQUI	tilB|NP_608460.1|DMEL
OG0003961	LOC6041541|XP_001850788.2|CQUI	CG7115|NP_609154.1|DMEL
OG0003962	LOC6040127|XP_001849586.1|CQUI	Rpn11|NP_608905.1|DMEL
OG0003963	LOC6037538|XP_038110070.1|CQUI	CG10702|NP_724157.1|DMEL
OG0003964	LOC6037545|XP_038109875.1|CQUI	Snx1|NP_608777.1|DMEL
OG0003965	LOC6050518|XP_038111968.1|CQUI	Bsg|NP_723346.2|DMEL
OG0003967	LOC6041584|XP_038112034.1|CQUI	MESK2|NP_995914.1|DMEL
OG0003968	LOC6048612|XP_038111891.1|CQUI	Fkbp14|NP_001246448.1|DMEL
OG0003969	LOC6032916|XP_038107052.1|CQUI	cnk|NP_725671.1|DMEL
OG0003970	LOC6031868|XP_038113838.1|CQUI	BBS8|NP_608524.1|DMEL
OG0003971	LOC6036443|XP_038108462.1|CQUI	CYLD|NP_723554.1|DMEL
OG0003972	LOC6036444|XP_038107978.1|CQUI	sstn|NP_648745.1|DMEL
OG0003973	LOC6036449|XP_001846500.2|CQUI	Atf-2|NP_001033973.1|DMEL
OG0003974	LOC6036470|XP_038109656.1|CQUI	RpIII128|NP_523706.1|DMEL
OG0003975	LOC6036481|XP_038113867.1|CQUI	CG34398|NP_001097127.1|DMEL
OG0003976	LOC6034401|XP_001844719.2|CQUI	CG10166|NP_609980.1|DMEL
OG0003977	LOC6034400|XP_038112337.1|CQUI	ND-B22|NP_609642.1|DMEL
OG0003978	LOC119767640|XP_038112573.1|CQUI	rept|NP_524156.1|DMEL
OG0003979	LOC6038881|XP_001848580.1|CQUI	CG6094|NP_609416.1|DMEL
OG0003980	LOC6038882|XP_001848581.1|CQUI	CG4338|NP_650441.1|DMEL
OG0003981	LOC6038883|XP_038108742.1|CQUI	eRF3|NP_477259.1|DMEL
OG0003982	LOC6038884|XP_001848583.2|CQUI	CG10026|NP_609968.3|DMEL
OG0003983	LOC6038885|XP_038113321.1|CQUI	CG31826|NP_001260473.1|DMEL
OG0003984	LOC6036439|XP_038112741.1|CQUI	Acn|NP_609935.1|DMEL
OG0003985	LOC6036433|XP_038108732.1|CQUI	CG10492|NP_001097179.1|DMEL
OG0003986	LOC6038013|XP_038113377.1|CQUI	Wnt10|NP_609109.3|DMEL
OG0003987	LOC6038014|XP_038110646.1|CQUI	ninaC|NP_523503.2|DMEL
OG0003988	LOC6047238|XP_038111315.1|CQUI	CG4230|NP_001260087.1|DMEL
OG0003989	LOC6035771|XP_038109362.1|CQUI	ThrRS|NP_723725.1|DMEL
OG0003990	LOC6035782|XP_038109675.1|CQUI	Su_H_|NP_476868.1|DMEL
OG0003991	LOC6035784|XP_038109844.1|CQUI	ine|NP_477012.1|DMEL
OG0003992	LOC6035789|XP_001845913.2|CQUI	CG15443|NP_608839.1|DMEL
OG0003993	LOC6045008|XP_038108291.1|CQUI	CG15431|NP_608831.1|DMEL
OG0003994	LOC119767200|XP_038111176.1|CQUI	beta4GalNAcTB|NP_651657.1|DMEL
OG0003995	LOC6053400|XP_001869494.2|CQUI	CG4679|NP_610854.1|DMEL
OG0003996	LOC6036135|XP_001846228.1|CQUI	CG13748|NP_610430.1|DMEL
OG0003997	LOC6054365|XP_038109595.1|CQUI	CG5160|NP_609112.1|DMEL
OG0003998	LOC6045776|XP_038112750.1|CQUI	Nipped-B|NP_001036451.1|DMEL
OG0003999	LOC6045769|XP_001863072.1|CQUI	Spf45|NP_001036426.1|DMEL
OG0004000	LOC6034347|XP_038113204.1|CQUI	Uros1|NP_572507.1|DMEL
OG0004001	LOC6034384|XP_038113314.1|CQUI	IntS1|NP_611875.1|DMEL
OG0004002	LOC6034395|XP_038109098.1|CQUI	mRpS18B|NP_523606.1|DMEL
OG0004003	LOC6039845|XP_038113654.1|CQUI	Ca-beta|NP_001260375.1|DMEL
OG0004004	LOC6039842|XP_001849349.2|CQUI	PGAP5|NP_609191.1|DMEL
OG0004005	LOC6039840|XP_038111465.1|CQUI	Oscillin|NP_608938.1|DMEL
OG0004006	LOC6034869|XP_001845139.2|CQUI	CG2614|NP_610045.1|DMEL
OG0004007	LOC6034873|XP_001845142.1|CQUI	CG9662|NP_001259997.1|DMEL
OG0004008	LOC6034877|XP_038107745.1|CQUI	kis|NP_001137761.1|DMEL
OG0004009	LOC6046643|XP_001863794.2|CQUI	Eogt|NP_608678.1|DMEL
OG0004010	LOC6048811|XP_038114221.1|CQUI	CenG1A|NP_723849.1|DMEL
OG0004011	LOC6050778|XP_001867333.2|CQUI	ics|NP_609665.2|DMEL
OG0004012	LOC6049536|XP_038109284.1|CQUI	sit|NP_651063.1|DMEL
OG0004013	LOC6043470|XP_038109075.1|CQUI	bgm|NP_524698.1|DMEL
OG0004014	LOC6043461|XP_038111183.1|CQUI	GlyRS|NP_730022.1|DMEL
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	CG16974|NP_609610.2|DMEL
OG0004016	LOC6036119|XP_038106299.1|CQUI	GATAd|NP_609383.2|DMEL
OG0004017	LOC6041781|XP_038108936.1|CQUI	Tps1|NP_608827.1|DMEL
OG0004018	LOC6041785|XP_038112504.1|CQUI	Pgant3|NP_610256.1|DMEL
OG0004019	LOC6047977|XP_038111471.1|CQUI	Rhau|NP_610056.1|DMEL
OG0004020	LOC6053858|XP_038111861.1|CQUI	SerRS|NP_608743.2|DMEL
OG0004021	LOC6049729|XP_038109716.1|CQUI	CG3542|NP_608738.1|DMEL
OG0004022	LOC6033336|XP_001843800.2|CQUI	heix|NP_523581.1|DMEL
OG0004023	LOC6033344|XP_038112699.1|CQUI	CG15905|NP_611436.2|DMEL
OG0004024	LOC6033360|XP_038108644.1|CQUI	Trpgamma|NP_001137830.2|DMEL
OG0004025	LOC6048073|XP_038107445.1|CQUI	Fkbp59|NP_524895.2|DMEL
OG0004026	LOC6048102|XP_038108461.1|CQUI	aop|NP_722766.1|DMEL
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	CG33680|NP_001027448.1|DMEL
OG0004028	LOC6035744|XP_001845871.2|CQUI	obst-E|NP_723116.1|DMEL
OG0004029	LOC6035735|XP_001845864.2|CQUI	Agpat2|NP_609231.2|DMEL
OG0004030	LOC6032147|XP_001842800.2|CQUI	Stoml2|NP_001261161.1|DMEL
OG0004031	LOC6032156|XP_038113038.1|CQUI	CG17211|NP_609552.1|DMEL
OG0004032	LOC6032174|XP_001842819.2|CQUI	cta|NP_001036421.1|DMEL
OG0004033	LOC6053250|XP_038110976.1|CQUI	CG5853|NP_788019.1|DMEL
OG0004034	LOC6036026|XP_038108093.1|CQUI	CG10600|NP_001137839.1|DMEL
OG0004035	LOC6036325|XP_038112834.1|CQUI	Rtnl1|NP_001162875.1|DMEL
OG0004036	LOC6036328|XP_001846391.1|CQUI	Syt1|NP_523460.2|DMEL
OG0004037	LOC6036336|XP_001846397.2|CQUI	Tor|NP_001260427.1|DMEL
OG0004038	LOC119766959|XP_038109606.1|CQUI	dbe|NP_477240.1|DMEL
OG0004039	LOC6033334|XP_038112140.1|CQUI	eys|NP_001259924.2|DMEL
OG0004040	LOC6047971|XP_038109177.1|CQUI	CG13531|NP_611726.1|DMEL
OG0004041	LOC6037995|XP_038109623.1|CQUI	Larp7|NP_524795.2|DMEL
OG0004042	LOC6033311|XP_001843777.1|CQUI	CG8549|NP_648057.2|DMEL
OG0004043	LOC6036008|XP_001846112.1|CQUI	EMC3|NP_609444.1|DMEL
OG0004044	LOC6033610|XP_001844038.2|CQUI	Hira|NP_572401.2|DMEL
OG0004045	LOC6033613|XP_038110293.1|CQUI	ATPsynG|NP_001036353.1|DMEL
OG0004046	LOC6033619|XP_001844046.2|CQUI	Ets21C|NP_523445.1|DMEL
OG0004047	LOC6033624|XP_038111353.1|CQUI	Tom70|NP_609536.1|DMEL
OG0004048	LOC6033625|XP_038109870.1|CQUI	CG3036|NP_608873.1|DMEL
OG0004049	LOC6047482|XP_001864539.2|CQUI	CG33635|NP_001027215.1|DMEL
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	CG10431|NP_609924.2|DMEL
OG0004051	LOC6048351|XP_038109620.1|CQUI	Dlg5|NP_609505.1|DMEL
OG0004052	LOC6042664|XP_038122278.1|CQUI	CG15373|NP_001097013.2|DMEL
OG0004053	LOC6042662|XP_038119027.1|CQUI	Vhl|NP_524986.1|DMEL
OG0004054	LOC6042656|XP_038121294.1|CQUI	IFT46|NP_609890.2|DMEL
OG0004055	LOC6042641|XP_038119206.1|CQUI	CG12420|NP_649985.1|DMEL
OG0004056	LOC119770120|XP_038120373.1|CQUI	CG14636|NP_001036655.1|DMEL
OG0004057	LOC6054097|XP_038116161.1|CQUI	Rpn1|NP_649158.1|DMEL
OG0004058	LOC6052560|XP_038118395.1|CQUI	Girdin|NP_647780.1|DMEL
OG0004059	LOC6048802|XP_038118616.1|CQUI	DNApol-alpha180|NP_536736.2|DMEL
OG0004060	LOC6040514|XP_001849900.2|CQUI	CG17726|NP_650054.2|DMEL
OG0004061	LOC6040508|XP_038118411.1|CQUI	CG1578|NP_001285140.1|DMEL
OG0004062	LOC6040506|XP_038118432.1|CQUI	Rap1|NP_476857.1|DMEL
OG0004063	LOC6040499|XP_038115198.1|CQUI	tko|NP_001245490.1|DMEL
OG0004064	LOC6040496|XP_001849882.1|CQUI	elgi|NP_648816.1|DMEL
OG0004065	LOC6040492|XP_038117152.1|CQUI	Vrp1|NP_001097406.1|DMEL
OG0004066	LOC6040491|XP_001849877.1|CQUI	Blos1|NP_725401.2|DMEL
OG0004067	LOC6040490|XP_001849876.2|CQUI	FucT6|NP_572740.1|DMEL
OG0004068	LOC6040480|XP_001849866.2|CQUI	Mst85C|NP_477476.1|DMEL
OG0004069	LOC6040481|XP_038116172.1|CQUI	Kdm2|NP_649864.2|DMEL
OG0004070	LOC6039007|XP_001848689.1|CQUI	Gr63a|NP_001137883.1|DMEL
OG0004071	LOC6040507|XP_001849893.2|CQUI	Srp68|NP_648273.1|DMEL
OG0004072	LOC6039004|XP_038119621.1|CQUI	CG5644|NP_648274.1|DMEL
OG0004073	LOC6039000|XP_001848682.1|CQUI	CG7772|NP_573257.1|DMEL
OG0004074	LOC6038990|XP_038118652.1|CQUI	dnr1|NP_001261137.1|DMEL
OG0004075	LOC6038984|XP_038119533.1|CQUI	cbs|NP_610875.1|DMEL
OG0004076	LOC6044757|XP_038116312.1|CQUI	cnn|NP_001246293.1|DMEL
OG0004077	LOC6044741|XP_038118752.1|CQUI	poe|NP_476986.1|DMEL
OG0004078	LOC6044734|XP_001862197.1|CQUI	Sld5|NP_651457.1|DMEL
OG0004079	LOC6046837|XP_038121016.1|CQUI	CG9657|NP_572397.1|DMEL
OG0004080	LOC6032209|XP_001842849.1|CQUI	RpS15|NP_611136.1|DMEL
OG0004081	LOC6032216|XP_038121566.1|CQUI	Pcf11|NP_610999.4|DMEL
OG0004082	LOC119770633|XP_038121816.1|CQUI	CG4038|NP_477043.1|DMEL
OG0004083	LOC6032224|XP_001842863.1|CQUI	LSm3|NP_732931.1|DMEL
OG0004084	LOC6032232|XP_038122391.1|CQUI	ash1|NP_524160.2|DMEL
OG0004085	LOC6047985|XP_038114781.1|CQUI	CG10324|NP_650571.2|DMEL
OG0004086	LOC6038138|XP_038120984.1|CQUI	TTLL6B|NP_651549.1|DMEL
OG0004087	LOC6033024|XP_001843527.2|CQUI	CG1582|NP_572663.1|DMEL
OG0004088	LOC6033048|XP_038121895.1|CQUI	CAH9|NP_651535.1|DMEL
OG0004089	LOC6033056|XP_038120971.1|CQUI	CHES-1-like|NP_996362.2|DMEL
OG0004090	LOC6054337|XP_038114862.1|CQUI	BRWD3|NP_732982.1|DMEL
OG0004091	LOC6046351|XP_001863568.2|CQUI	CG6974|NP_650414.1|DMEL
OG0004092	LOC6052288|XP_038121121.1|CQUI	Setd3|NP_727144.1|DMEL
OG0004094	LOC6039438|XP_038119393.1|CQUI	CG6414|NP_570089.1|DMEL
OG0004095	LOC6048703|XP_001865581.2|CQUI	CG14721|NP_650110.3|DMEL
OG0004096	LOC6048708|XP_001865580.2|CQUI	pll|NP_476971.1|DMEL
OG0004097	LOC6047986|XP_038114935.1|CQUI	ste14|NP_648623.1|DMEL
OG0004098	LOC6047987|XP_038114933.1|CQUI	CG14905|NP_650569.1|DMEL
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	ctrip|NP_649496.3|DMEL
OG0004100	LOC6053060|XP_038121254.1|CQUI	opa|NP_001368991.1|DMEL
OG0004101	LOC6051676|XP_038118839.1|CQUI	Gnf1|NP_001014605.1|DMEL
OG0004102	LOC6048766|XP_038118938.1|CQUI	Cdep|NP_001097685.2|DMEL
OG0004103	LOC6048761|XP_038121267.1|CQUI	Vps2|NP_651455.1|DMEL
OG0004104	LOC6048763|XP_038118682.1|CQUI	CG4374|NP_651146.2|DMEL
OG0004105	LOC6046232|XP_001863460.1|CQUI	l_3_72Ab|NP_648818.3|DMEL
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	Arv1|NP_730651.1|DMEL
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	ProRS-m|NP_647737.1|DMEL
OG0004108	LOC6053487|XP_001869558.2|CQUI	Set|NP_650438.2|DMEL
OG0004109	LOC6049909|XP_001866588.2|CQUI	CG5728|NP_651245.1|DMEL
OG0004110	LOC6041938|XP_001851128.1|CQUI	RpLP0|NP_524211.1|DMEL
OG0004111	LOC6041928|XP_038115770.1|CQUI	CG5028|NP_001097922.1|DMEL
OG0004112	LOC6045490|XP_038115043.1|CQUI	CG6154|NP_733146.2|DMEL
OG0004113	LOC6041791|XP_038119064.1|CQUI	Sep1|NP_523430.1|DMEL
OG0004114	LOC119769384|XP_038117388.1|CQUI	Snx27|NP_727023.1|DMEL
OG0004115	LOC6053164|XP_038114991.1|CQUI	AdamTS-B|NP_572247.2|DMEL
OG0004116	LOC6050623|XP_038121897.1|CQUI	RASSF8|NP_651411.1|DMEL
OG0004117	LOC6050661|XP_038120714.1|CQUI	CG7379|NP_650656.1|DMEL
OG0004118	LOC6043255|XP_001857982.2|CQUI	Rab4|NP_523777.1|DMEL
OG0004119	LOC6034967|XP_001845223.1|CQUI	Cbp20|NP_524396.1|DMEL
OG0004120	LOC6034974|XP_038116395.1|CQUI	ear|NP_001262595.1|DMEL
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	CG13707|NP_001246634.1|DMEL
OG0004122	LOC6039381|XP_001848990.2|CQUI	mRpS10|NP_524355.2|DMEL
OG0004123	LOC6039406|XP_038115414.1|CQUI	E2f1|NP_001262809.1|DMEL
OG0004124	LOC6041802|XP_038116435.1|CQUI	hep|NP_001368982.1|DMEL
OG0004125	LOC6032252|XP_001842889.1|CQUI	RpL32|NP_733339.1|DMEL
OG0004126	LOC6032253|XP_038121019.1|CQUI	Axn|NP_733336.1|DMEL
OG0004127	LOC119769827|XP_038119446.1|CQUI	RpL13|NP_523530.1|DMEL
OG0004128	LOC6035003|XP_001845248.2|CQUI	CG31249|NP_732262.1|DMEL
