Orthogroup	CQUI.longest_only	DVIR.longest_only
OG0004789	LOC6040268|XP_038104574.1|CQUI	LOC6634910|XP_032295321.1|DVIR
OG0004790	LOC6039077|XP_001848750.1|CQUI	LOC6630037|XP_002054028.3|DVIR
OG0004791	LOC119771181|XP_038122656.1|CQUI	LOC6631057|XP_002054223.1|DVIR
OG0004792	LOC6040663|XP_038105179.1|CQUI	LOC6635100|XP_002058348.1|DVIR
OG0004793	LOC6040662|XP_038104480.1|CQUI	LOC6631271|XP_032291750.1|DVIR
OG0004794	LOC6047061|XP_038122922.1|CQUI	LOC6630975|XP_002053863.1|DVIR
OG0004796	LOC6040872|XP_038105237.1|CQUI	LOC6635088|XP_002058418.2|DVIR
OG0004797	LOC6040880|XP_038105232.1|CQUI	LOC6630305|XP_032295393.1|DVIR
OG0004798	LOC6040882|XP_001850211.2|CQUI	LOC6635182|XP_002058586.1|DVIR
OG0004799	LOC6040692|XP_038111505.1|CQUI	LOC6630955|XP_002053945.1|DVIR
OG0004800	LOC6037510|XP_001847416.1|CQUI	LOC6629667|XP_032295057.1|DVIR
OG0004801	LOC6045592|XP_038105796.1|CQUI	LOC6629676|XP_002053659.1|DVIR
OG0004803	LOC6033723|XP_038105889.1|CQUI	LOC6630153|XP_032295299.1|DVIR
OG0004804	LOC6035052|XP_038104560.1|CQUI	LOC6630979|XP_032290751.1|DVIR
OG0004805	LOC6038022|XP_038105589.1|CQUI	LOC6629951|XP_032288746.1|DVIR
OG0004806	LOC6038033|XP_038123004.1|CQUI	LOC6634499|XP_002058237.1|DVIR
OG0004807	LOC6039897|XP_001849395.1|CQUI	LOC26530603|XP_015027812.1|DVIR
OG0004808	LOC6035066|XP_038104556.1|CQUI	LOC6632729|XP_002056052.1|DVIR
OG0004809	LOC6042403|XP_001851528.1|CQUI	LOC26531304|XP_015027883.1|DVIR
OG0004810	LOC6042402|XP_038123005.1|CQUI	LOC6629765|XP_002054150.2|DVIR
OG0004811	LOC6042397|XP_038108448.1|CQUI	LOC6624427|XP_015030508.1|DVIR
OG0004812	LOC6042392|XP_038112150.1|CQUI	LOC6629948|XP_032296718.1|DVIR
OG0004813	LOC6036810|XP_038104805.1|CQUI	LOC6629937|XP_002054365.1|DVIR
OG0004815	LOC6032039|XP_038105440.1|CQUI	LOC6634391|XP_002058144.2|DVIR
OG0004816	LOC6032045|XP_001842711.2|CQUI	LOC6632166|XP_002055264.3|DVIR
OG0004817	LOC6032046|XP_001842712.2|CQUI	LOC6632122|XP_002055260.2|DVIR
OG0004818	LOC6032061|XP_001842727.1|CQUI	LOC6629884|XP_002054544.1|DVIR
OG0004819	LOC6032069|XP_001842735.1|CQUI	LOC6630821|XP_002054728.1|DVIR
OG0004820	LOC6032070|XP_001842736.2|CQUI	LOC6632726|XP_002056049.3|DVIR
OG0004821	LOC6032072|XP_038115655.1|CQUI	LOC6635218|XP_032294788.1|DVIR
OG0004822	LOC6032080|XP_038104760.1|CQUI	LOC6631205|XP_015027691.1|DVIR
OG0004823	LOC6032083|XP_001842749.1|CQUI	LOC6635001|XP_002058514.2|DVIR
OG0004824	LOC6032084|XP_001842750.2|CQUI	LOC6635002|XP_002058515.1|DVIR
OG0004825	LOC6032099|XP_001842764.2|CQUI	LOC6636196|XP_032290148.1|DVIR
OG0004826	LOC6035186|XP_001845416.2|CQUI	LOC6634967|XP_002058714.2|DVIR
OG0004827	LOC6035188|XP_038105070.1|CQUI	LOC6634913|XP_002058673.1|DVIR
OG0004828	LOC6035191|XP_001845421.1|CQUI	LOC6630777|XP_002054811.1|DVIR
OG0004829	LOC6037399|XP_001847318.2|CQUI	LOC6635152|XP_002058636.1|DVIR
OG0004833	LOC6033922|XP_038105632.1|CQUI	LOC6629564|XP_002053652.1|DVIR
OG0004834	LOC6036795|XP_001846789.1|CQUI	LOC6630787|XP_002054821.1|DVIR
OG0004835	LOC6036793|XP_001846787.2|CQUI	LOC6630023|XP_002054473.1|DVIR
OG0004836	LOC6040910|XP_038122904.1|CQUI	LOC6631173|XP_002054303.1|DVIR
OG0004837	LOC6040912|XP_001850240.1|CQUI	LOC6624582|XP_002048089.1|DVIR
OG0004838	LOC6040929|XP_001850257.2|CQUI	LOC6633110|XP_015025949.1|DVIR
OG0004839	LOC6040928|XP_038123034.1|CQUI	LOC6632885|XP_002055792.2|DVIR
OG0004840	LOC6035404|XP_001845598.2|CQUI	LOC6630625|XP_002053299.1|DVIR
OG0004841	LOC6037352|XP_001847275.2|CQUI	LOC6628656|XP_002051506.1|DVIR
OG0004842	LOC6037342|XP_001847266.2|CQUI	LOC6632706|XP_002055829.1|DVIR
OG0004844	LOC6033964|XP_001844352.1|CQUI	LOC6632959|XP_002056576.1|DVIR
OG0004845	LOC6033967|XP_038104318.1|CQUI	LOC6632958|XP_002056575.1|DVIR
OG0004846	LOC6045714|XP_001863022.2|CQUI	LOC6628381|XP_002052633.2|DVIR
OG0004847	LOC6032647|XP_001843214.2|CQUI	LOC6628380|XP_002052632.1|DVIR
OG0004850	LOC6053351|XP_038115052.1|CQUI	LOC6631134|XP_015027468.1|DVIR
OG0004851	LOC6032009|XP_001842677.2|CQUI	LOC6631135|XP_002053511.1|DVIR
OG0004852	LOC6032101|XP_038122533.1|CQUI	LOC6631282|XP_032291418.1|DVIR
OG0004853	LOC6032797|XP_038117362.1|CQUI	LOC6626839|XP_002050841.2|DVIR
OG0004854	LOC6032828|XP_001843366.2|CQUI	LOC6623098|XP_015030871.1|DVIR
OG0004855	LOC6032837|XP_001843371.2|CQUI	LOC26530891|XP_015031662.1|DVIR
OG0004856	LOC6032889|XP_038115758.1|CQUI	LOC6623982|XP_015030488.1|DVIR
OG0004857	LOC6049345|XP_038121996.1|CQUI	LOC6624680|XP_002047151.2|DVIR
OG0004858	LOC6031074|XP_038117926.1|CQUI	LOC6624032|XP_032290321.1|DVIR
OG0004859	LOC6031066|XP_038121782.1|CQUI	LOC6623866|XP_002048301.1|DVIR
OG0004860	LOC6031076|XP_001841927.1|CQUI	LOC6624709|XP_002046631.1|DVIR
OG0004861	LOC6031081|XP_038114947.1|CQUI	LOC6622904|XP_032290283.1|DVIR
OG0004862	LOC6031090|XP_038114567.1|CQUI	LOC6622836|XP_032290626.1|DVIR
OG0004863	LOC6038677|XP_038116442.1|CQUI	LOC6622549|XP_002047004.2|DVIR
OG0004864	LOC6038678|XP_038119126.1|CQUI	LOC6622983|XP_002047080.1|DVIR
OG0004865	LOC6038680|XP_001848435.1|CQUI	LOC6633178|XP_002055966.1|DVIR
OG0004866	LOC6042793|XP_038116607.1|CQUI	LOC6624609|XP_002046990.1|DVIR
OG0004867	LOC6042378|XP_038113412.1|CQUI	LOC6635969|XP_002059333.1|DVIR
OG0004868	LOC6042789|XP_001870794.1|CQUI	LOC6635970|XP_002059334.1|DVIR
OG0004869	LOC6042795|XP_001870798.1|CQUI	LOC6626703|XP_002050465.1|DVIR
OG0004870	LOC6042810|XP_001870808.1|CQUI	LOC6626708|XP_015029187.1|DVIR
OG0004871	LOC6042816|XP_001870814.2|CQUI	LOC6626467|XP_002050369.3|DVIR
OG0004872	LOC6047865|XP_001864864.1|CQUI	LOC6625267|XP_002050630.1|DVIR
OG0004873	LOC6041056|XP_001850367.2|CQUI	LOC6627557|XP_002052641.1|DVIR
OG0004874	LOC6041052|XP_001850363.2|CQUI	LOC6629571|XP_002054854.2|DVIR
OG0004875	LOC6041042|XP_038121931.1|CQUI	LOC6631701|XP_002054971.2|DVIR
OG0004876	LOC119769880|XP_038119587.1|CQUI	LOC6631400|XP_002055670.2|DVIR
OG0004877	LOC6041025|XP_038122387.1|CQUI	LOC6623771|XP_002048628.1|DVIR
OG0004878	LOC6031108|XP_038120035.1|CQUI	LOC6626347|XP_002050348.1|DVIR
OG0004879	LOC6031116|XP_038118149.1|CQUI	LOC6626141|XP_002050006.2|DVIR
OG0004880	LOC6031119|XP_001841964.1|CQUI	LOC6624724|XP_002048124.1|DVIR
OG0004881	LOC6031120|XP_001841965.2|CQUI	LOC6623604|XP_002047334.1|DVIR
OG0004882	LOC6031127|XP_038121858.1|CQUI	LOC6623249|XP_002047296.1|DVIR
OG0004883	LOC6031128|XP_038121855.1|CQUI	LOC6623147|XP_002047752.2|DVIR
OG0004884	LOC6031153|XP_038122195.1|CQUI	LOC6625585|XP_032292240.1|DVIR
OG0004885	LOC6031160|XP_038122027.1|CQUI	LOC6636412|XP_002059868.2|DVIR, LOC116651371|XP_032293494.1|DVIR
OG0004886	LOC6031164|XP_001842007.1|CQUI	LOC6627278|XP_002050655.1|DVIR
OG0004887	LOC6031165|XP_038121190.1|CQUI	LOC6625352|XP_002051005.1|DVIR
OG0004888	LOC6031166|XP_038114576.1|CQUI	LOC6626821|XP_032292071.1|DVIR
OG0004889	LOC6030975|XP_001841829.2|CQUI	LOC6626018|XP_015029190.1|DVIR
OG0004890	LOC6030973|XP_038121809.1|CQUI	LOC6625340|XP_002050422.1|DVIR
OG0004891	LOC6030968|XP_038121630.1|CQUI	LOC6633253|XP_032296583.1|DVIR
OG0004892	LOC6031064|XP_038119798.1|CQUI	LOC6624796|XP_015029736.1|DVIR
OG0004893	LOC6043930|XP_001861513.1|CQUI	LOC6626289|XP_032292650.1|DVIR
OG0004894	LOC6043927|XP_001861510.2|CQUI	LOC6626076|XP_002048763.1|DVIR
OG0004895	LOC6045536|XP_001862891.2|CQUI	LOC6626838|XP_002050840.1|DVIR
OG0004896	LOC6051435|XP_038120460.1|CQUI	LOC6627124|XP_015029968.1|DVIR
OG0004897	LOC6041058|XP_038117480.1|CQUI	LOC6627204|XP_002050276.3|DVIR
OG0004898	LOC6041018|XP_038114929.1|CQUI	LOC6626497|XP_032292441.1|DVIR
OG0004899	LOC6031099|XP_038121429.1|CQUI	LOC6635927|XP_032291627.1|DVIR
OG0004900	LOC6054043|XP_038116191.1|CQUI	LOC6625914|XP_002050429.1|DVIR
OG0004901	LOC6043919|XP_001861504.2|CQUI	LOC6625915|XP_002050430.3|DVIR
OG0004902	LOC6043923|XP_038118580.1|CQUI	LOC6622353|XP_002046545.1|DVIR
OG0004903	LOC6052661|XP_038118295.1|CQUI	LOC6625867|XP_002050788.1|DVIR
OG0004904	LOC6046849|XP_001863984.1|CQUI	LOC6631190|XP_032294873.1|DVIR
OG0004905	LOC6046852|XP_038118359.1|CQUI	LOC6625678|XP_015029591.1|DVIR
OG0004906	LOC6030986|XP_001841839.2|CQUI	LOC6623196|XP_032290548.1|DVIR
OG0004907	LOC6040644|XP_001850009.2|CQUI	LOC6623413|XP_002047295.2|DVIR
OG0004908	LOC6043377|XP_038116517.1|CQUI	LOC6624162|XP_002046292.1|DVIR
OG0004909	LOC6049586|XP_038115882.1|CQUI	LOC6623779|XP_015031075.1|DVIR
OG0004910	LOC6039568|XP_001849162.2|CQUI	LOC6623959|XP_002046284.1|DVIR
OG0004911	LOC6039557|XP_038118886.1|CQUI	LOC6622181|XP_002046838.2|DVIR
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC6623130|XP_002047258.1|DVIR
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC6635839|XP_002059451.1|DVIR
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC6635823|XP_002059446.3|DVIR
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC6626472|XP_002050374.1|DVIR, LOC116649726|XP_032289795.1|DVIR
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC6624853|XP_002050854.3|DVIR
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC6622231|XP_002046355.2|DVIR
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC6624140|XP_032290929.1|DVIR
OG0004919	LOC6053382|XP_038119032.1|CQUI	LOC6629745|XP_002053887.1|DVIR
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC6622977|XP_002048482.2|DVIR
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC6624610|XP_032291031.1|DVIR
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC6623342|XP_002046751.1|DVIR
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC6624308|XP_002046344.1|DVIR
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC6623498|XP_002046149.1|DVIR
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC6623307|XP_002046115.3|DVIR
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC6623484|XP_002046165.1|DVIR
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC6623485|XP_015031016.1|DVIR
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC6626947|XP_015029034.1|DVIR
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC6622740|XP_015030934.1|DVIR
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC6635962|XP_032291698.1|DVIR
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC6635842|XP_002059454.1|DVIR
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC6623532|XP_032290834.1|DVIR
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC6625181|XP_032291968.1|DVIR
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC6635400|XP_002058843.1|DVIR
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC6625079|XP_002050984.1|DVIR
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC6636594|XP_032291410.1|DVIR
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC6623440|XP_002047298.2|DVIR
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC6622439|XP_002048189.2|DVIR
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC6622462|XP_002047505.1|DVIR
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC6622133|XP_002047513.3|DVIR
OG0004941	LOC6031042|XP_038114824.1|CQUI	LOC6623296|XP_032290830.1|DVIR
OG0004942	LOC6031047|XP_038117859.1|CQUI	LOC6623672|XP_002047388.1|DVIR
OG0004943	LOC6031049|XP_001841898.1|CQUI	LOC6624660|XP_002046592.1|DVIR
OG0004944	LOC6031063|XP_038122012.1|CQUI	LOC6623558|XP_002046616.2|DVIR
OG0004945	LOC6034091|XP_001844459.1|CQUI	LOC6625718|XP_032291925.1|DVIR
OG0004946	LOC6031006|XP_038120661.1|CQUI	LOC6624632|XP_002047612.2|DVIR
OG0004947	LOC6030999|XP_038118718.1|CQUI	LOC6622048|XP_002046381.1|DVIR
OG0004948	LOC6042818|XP_001870816.2|CQUI	LOC6624312|XP_032290890.1|DVIR
OG0004949	LOC6042820|XP_038120566.1|CQUI	LOC6624505|XP_032290887.1|DVIR
OG0004950	LOC6042821|XP_038119055.1|CQUI	LOC6627338|XP_002052235.1|DVIR
OG0004951	LOC6042824|XP_038116571.1|CQUI	LOC6632938|XP_032289671.1|DVIR
OG0004952	LOC6042826|XP_001870823.1|CQUI	LOC6622351|XP_002046966.1|DVIR
OG0004953	LOC6042828|XP_001870825.1|CQUI	LOC6623585|XP_002046183.1|DVIR
OG0004954	LOC6044579|XP_001862072.2|CQUI	LOC6623659|XP_002046181.1|DVIR
OG0004955	LOC6039263|XP_001848898.2|CQUI	LOC6623984|XP_002046855.1|DVIR
OG0004956	LOC6039267|XP_038115125.1|CQUI	LOC6635936|XP_002059375.1|DVIR
OG0004957	LOC6044083|XP_038114695.1|CQUI	LOC6622408|XP_002046973.2|DVIR
OG0004958	LOC6044069|XP_038116052.1|CQUI	LOC6622173|XP_032290213.1|DVIR
OG0004959	LOC6044062|XP_038121183.1|CQUI	LOC6623243|XP_032290217.1|DVIR
OG0004960	LOC6044067|XP_038122351.1|CQUI	LOC6623270|XP_015030875.1|DVIR
OG0004961	LOC6044063|XP_001861634.2|CQUI	LOC6626212|XP_002050547.2|DVIR
OG0004962	LOC6044088|XP_001861631.1|CQUI	LOC6623309|XP_002047755.1|DVIR
OG0004963	LOC119768573|XP_038114513.1|CQUI	LOC6622170|XP_032290191.1|DVIR
OG0004964	LOC6051406|XP_038117934.1|CQUI	LOC6624539|XP_002047109.1|DVIR
OG0004965	LOC6045672|XP_001862990.1|CQUI	LOC6623965|XP_002046878.1|DVIR
OG0004966	LOC119769641|XP_038118806.1|CQUI	LOC6622193|XP_002046879.1|DVIR
OG0004967	LOC6047369|XP_001864441.1|CQUI	LOC6626478|XP_002050463.1|DVIR
OG0004968	LOC119769240|XP_038117101.1|CQUI	LOC6623145|XP_002046091.3|DVIR
OG0004969	LOC6053218|XP_038121462.1|CQUI	LOC6626651|XP_002050645.1|DVIR
OG0004970	LOC6053219|XP_038121463.1|CQUI	LOC6623146|XP_002046092.1|DVIR
OG0004971	LOC6038838|XP_038121464.1|CQUI	LOC6623281|XP_002046095.1|DVIR
OG0004972	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI	LOC26531321|XP_015031728.1|DVIR
OG0004973	LOC6038820|XP_001848537.1|CQUI	LOC6636838|XP_002060311.1|DVIR
OG0004974	LOC6038807|XP_038117097.1|CQUI	LOC6623204|XP_002046738.1|DVIR
OG0004975	LOC6047332|XP_001864408.1|CQUI	LOC6624360|XP_002046346.1|DVIR
OG0004976	LOC6047334|XP_038120001.1|CQUI	LOC6636919|XP_032291477.1|DVIR
OG0004977	LOC6038664|XP_001848421.2|CQUI	LOC6635804|XP_002059313.1|DVIR
OG0004978	LOC6043644|XP_038118720.1|CQUI	LOC6625077|XP_002050982.1|DVIR
OG0004979	LOC6040580|XP_038119611.1|CQUI	LOC6624075|XP_002046586.1|DVIR
OG0004980	LOC6044646|XP_038121367.1|CQUI	LOC116650471|XP_032290035.1|DVIR, LOC6622060|XP_002048435.1|DVIR
OG0004981	LOC6030984|XP_001841837.2|CQUI	LOC6623013|XP_002047563.1|DVIR
OG0004982	LOC6030985|XP_001841838.2|CQUI	LOC6623023|XP_002047566.1|DVIR
OG0004983	LOC6030977|XP_001841831.2|CQUI	LOC6623318|XP_002047121.1|DVIR
OG0004984	LOC6042840|XP_001870836.1|CQUI	LOC6623738|XP_002047340.2|DVIR
OG0004985	LOC6039545|XP_038118683.1|CQUI	LOC6624509|XP_015030890.1|DVIR
OG0004986	LOC6039551|XP_038120315.1|CQUI	LOC6622197|XP_015031518.1|DVIR
OG0004987	LOC6039550|XP_038119871.1|CQUI	LOC6622079|XP_015030785.1|DVIR
OG0004988	LOC6039548|XP_038121779.1|CQUI	LOC6624515|XP_032291030.1|DVIR
OG0004989	LOC6039553|XP_001849150.2|CQUI	LOC6622100|XP_002047026.1|DVIR
OG0004990	LOC6048516|XP_038118480.1|CQUI	LOC116651023|XP_032292487.1|DVIR, LOC6635887|XP_002059412.1|DVIR
OG0004991	LOC6050162|XP_038114619.1|CQUI	LOC6626915|XP_002050969.1|DVIR
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC6626916|XP_002050970.1|DVIR
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC6636566|XP_002060070.1|DVIR
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC6623656|XP_002046560.3|DVIR
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC6623718|XP_002046271.1|DVIR
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC6625000|XP_002050671.2|DVIR
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC6625525|XP_002051019.1|DVIR
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC6622254|XP_002046941.1|DVIR
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC6626571|XP_002050550.1|DVIR
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC6624418|XP_002046925.2|DVIR
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC6630555|XP_002053273.1|DVIR
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC6622137|XP_002046418.1|DVIR
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC6623191|XP_002046859.2|DVIR
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC6622414|XP_002047500.1|DVIR
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC6622741|XP_015030776.1|DVIR
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC6623773|XP_015030856.1|DVIR
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC6623409|XP_002047780.1|DVIR
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC6623936|XP_002047372.1|DVIR
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC6623788|XP_002048630.2|DVIR
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC6625741|XP_002050001.2|DVIR
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC6623186|XP_002047760.1|DVIR
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC6629859|XP_002053182.2|DVIR
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC6624266|XP_002047114.1|DVIR
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC6623053|XP_002048498.1|DVIR
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC6622334|XP_032290750.1|DVIR
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC6624359|XP_032290311.1|DVIR
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC6622803|XP_002046482.1|DVIR
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC6624270|XP_002046538.1|DVIR
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC6626064|XP_002048854.1|DVIR
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC6629060|XP_002052388.1|DVIR
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC6624283|XP_002046372.1|DVIR
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC6625337|XP_015030006.1|DVIR
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC6636854|XP_002060284.2|DVIR
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC6622752|XP_002047727.1|DVIR
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC6624608|XP_002047143.1|DVIR
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC6636918|XP_032291512.1|DVIR
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC6633123|XP_032289645.1|DVIR
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC6623153|XP_002046825.1|DVIR
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC6623113|XP_002046120.2|DVIR
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC6624137|XP_032290454.1|DVIR
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC6624618|XP_002048275.1|DVIR
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC6623889|XP_032290399.1|DVIR
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC26531534|XP_015031754.1|DVIR
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC6623567|XP_002048270.2|DVIR
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC6624534|XP_002046629.1|DVIR
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC6623164|XP_015031277.1|DVIR
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC6624732|XP_002047186.1|DVIR
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC6635702|XP_032294555.1|DVIR
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC6623863|XP_002047170.1|DVIR
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC6623316|XP_002047756.1|DVIR
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC6623746|XP_002047351.1|DVIR
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC6625964|XP_002050958.1|DVIR
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC6627171|XP_002050956.1|DVIR
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC6626818|XP_015029949.1|DVIR
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC6625074|XP_002050979.1|DVIR
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC6622888|XP_002048165.1|DVIR
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC6622491|XP_002048167.1|DVIR
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC6623879|XP_032291132.1|DVIR
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC6626918|XP_032292357.1|DVIR
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC6623809|XP_002048285.1|DVIR
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC6623945|XP_002048287.1|DVIR
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC6628802|XP_002051225.1|DVIR
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC6622900|XP_002046671.2|DVIR
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC6622264|XP_032291220.1|DVIR
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC6625423|XP_032292510.1|DVIR
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC6625046|XP_032292509.1|DVIR
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC6634216|XP_002057809.1|DVIR
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC6625229|XP_015029871.1|DVIR
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC6626801|XP_032292566.1|DVIR
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC6622514|XP_002048186.1|DVIR
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC6625710|XP_032291565.1|DVIR
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC6636372|XP_002059901.1|DVIR
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC6624189|XP_002048353.1|DVIR
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC6625056|XP_032292232.1|DVIR
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC6625742|XP_032292491.1|DVIR
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC6623465|XP_002048605.1|DVIR
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC6631762|XP_002055170.1|DVIR
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC6626808|XP_002050925.1|DVIR
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC6624272|XP_015030668.2|DVIR
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC6624766|XP_002050730.1|DVIR
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC6635924|XP_002059364.1|DVIR
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC6624716|XP_002046579.2|DVIR
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC6626598|XP_015029120.2|DVIR
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC6623149|XP_002047750.1|DVIR
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC6636342|XP_002059941.2|DVIR
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC6624419|XP_002048677.1|DVIR
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC6631650|XP_002055340.1|DVIR
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC6623825|XP_032289927.1|DVIR
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC6622379|XP_002048531.2|DVIR
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC6635792|XP_002059381.1|DVIR
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC6622892|XP_032291148.1|DVIR
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC6635932|XP_032292201.1|DVIR
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC6635930|XP_002059369.1|DVIR
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC6625274|XP_002049365.1|DVIR
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC6636316|XP_002059876.2|DVIR
