Orthogroup	CQUI.longest_only	DANA.longest_only
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC6497344|XP_001962280.1|DANA
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC6498674|XP_001963296.1|DANA
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC6497075|XP_001962803.1|DANA
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC6497193|XP_001962581.1|DANA
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC6498323|XP_001962543.1|DANA
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC6505389|XP_001964875.1|DANA
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC6505399|XP_001964877.1|DANA
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC6498407|XP_001962736.1|DANA
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC6497148|XP_001962664.2|DANA
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC6499744|XP_001954015.1|DANA
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC6498234|XP_001962357.1|DANA
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC6497303|XP_032307723.1|DANA
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC6497297|XP_001962373.1|DANA
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC6497795|XP_014761824.1|DANA
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC6498031|XP_001961931.2|DANA
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC6497511|XP_001961933.1|DANA
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC6498056|XP_001961982.1|DANA
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC6504334|XP_032311162.1|DANA
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC6496490|XP_001961004.1|DANA
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC6503306|XP_001967580.1|DANA
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC6498646|XP_001963233.1|DANA
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC6498418|XP_001962765.1|DANA
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC6504335|XP_014760430.1|DANA
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC6497166|XP_032311349.1|DANA
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC6505435|XP_014760497.1|DANA
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC6505342|XP_014760475.1|DANA
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC6499913|XP_001953645.3|DANA
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC6496602|XP_001961230.1|DANA
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC6498411|XP_032311133.1|DANA
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC6495040|XP_001959185.1|DANA
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC6498109|XP_001962094.2|DANA
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC6496171|XP_014763646.1|DANA
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC6498171|XP_001962227.1|DANA
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC6498170|XP_001962226.3|DANA
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC6497060|XP_032311295.1|DANA
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC6504393|XP_001964966.1|DANA
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC6502906|XP_032311795.1|DANA
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC6507285|XP_001965344.1|DANA
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC6502519|XP_014763917.1|DANA
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC6496724|XP_001967334.1|DANA
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC6497328|XP_014761648.1|DANA
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC6505366|XP_032311167.1|DANA
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC6504729|XP_001964858.1|DANA
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC6499570|XP_001954361.1|DANA
OG0003866	LOC6044454|XP_001861968.2|CQUI	LOC6497158|XP_001962651.1|DANA
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC26514973|XP_014760160.1|DANA
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC6498573|XP_001963095.1|DANA
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC6497010|XP_001962932.1|DANA
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC6497659|XP_001961619.3|DANA
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC6498484|XP_001962920.2|DANA
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC6494210|XP_001960745.2|DANA
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC6497969|XP_001961817.1|DANA
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC6498374|XP_032311006.1|DANA
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC6496962|XP_032311352.1|DANA
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC6496864|XP_001963250.1|DANA
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC6497789|XP_001961455.1|DANA
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC6503372|XP_014760384.1|DANA
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC6507552|XP_001955903.1|DANA
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC6506451|XP_001957856.1|DANA
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC6503668|XP_001963966.1|DANA
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC6497084|XP_001962790.1|DANA
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC6496998|XP_001962960.1|DANA
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC6498504|XP_001962961.2|DANA
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC6503289|XP_001967578.3|DANA
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC6501630|XP_001955640.1|DANA
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC6497551|XP_001961840.1|DANA
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC6506842|XP_001957136.1|DANA
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC6497088|XP_001962784.1|DANA
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC6507463|XP_001955962.1|DANA
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC6498438|XP_001962822.1|DANA
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC6498597|XP_001963131.1|DANA
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC6495578|XP_001959134.1|DANA
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC6495067|XP_001959137.1|DANA
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC6494647|XP_001959940.1|DANA
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC6498018|XP_001961902.1|DANA
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC6503358|XP_001965366.1|DANA
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC6503785|XP_001965247.2|DANA
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC6505557|XP_001964965.1|DANA
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC6503458|XP_001965313.1|DANA
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC6497051|XP_001962847.1|DANA
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC6498451|XP_001962848.1|DANA
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC6501542|XP_001955449.1|DANA
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC6494518|XP_001960189.1|DANA
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC6497892|XP_001961660.1|DANA
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC6497893|XP_001961661.1|DANA
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC6495285|XP_032306358.1|DANA
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC6500073|XP_001953272.1|DANA
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC6506159|XP_001965123.1|DANA
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC6496704|XP_001967347.1|DANA
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC6504365|XP_032310985.1|DANA
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC6497053|XP_001962844.1|DANA
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC6503066|XP_032308938.1|DANA
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC6498140|XP_001962160.1|DANA
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC6497220|XP_001962533.3|DANA
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC6497950|XP_001961783.1|DANA
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC6503309|XP_032309225.1|DANA
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC6495851|XP_001959710.1|DANA
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC6497376|XP_001962211.2|DANA
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC6498446|XP_001962834.2|DANA
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC6506026|XP_001966650.1|DANA
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC6496520|XP_001961060.1|DANA
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC6498516|XP_032310932.1|DANA
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC6496986|XP_001962992.1|DANA
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC6497430|XP_001962097.1|DANA
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC6498340|XP_032307749.1|DANA
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC6497056|XP_001962840.2|DANA
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC6498246|XP_001962388.1|DANA
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC6497279|XP_014761610.1|DANA
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC6495571|XP_014763357.1|DANA
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC6497240|XP_014761576.1|DANA
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC6498347|XP_001962595.1|DANA
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC6494417|XP_001960368.1|DANA
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC6496170|XP_001960367.1|DANA
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC6494092|XP_001960993.1|DANA
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC6498514|XP_032311261.1|DANA
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC6498329|XP_001962555.1|DANA
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC6506298|XP_001965149.1|DANA
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC6496992|XP_001962975.1|DANA
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC6505480|XP_001964937.2|DANA
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC6498520|XP_001962987.1|DANA
OG0003944	LOC6044257|XP_001861796.1|CQUI	LOC6498480|XP_001962909.1|DANA
OG0003945	LOC119767019|XP_038110185.1|CQUI	LOC6495906|XP_001959832.1|DANA
OG0003946	LOC6035280|XP_038111693.1|CQUI	LOC6498012|XP_014761929.1|DANA
OG0003947	LOC6035274|XP_038110146.1|CQUI	LOC6497528|XP_001961899.1|DANA
OG0003948	LOC6036175|XP_038111514.1|CQUI	LOC6497909|XP_001961696.1|DANA
OG0003949	LOC6036172|XP_038112061.1|CQUI	LOC6497620|XP_001961694.2|DANA
OG0003950	LOC6038625|XP_038111059.1|CQUI	LOC6497111|XP_001962732.1|DANA
OG0003951	LOC6038613|XP_038107372.1|CQUI	LOC6497115|XP_014761520.1|DANA, LOC116656028|XP_032311056.1|DANA
OG0003952	LOC6033759|XP_001844167.2|CQUI	LOC6497589|XP_001961755.3|DANA
OG0003953	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI	LOC6498240|XP_001962368.1|DANA
OG0003954	LOC6033741|XP_038111254.1|CQUI	LOC6507683|XP_001956142.1|DANA
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC6498586|XP_032311044.1|DANA
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC6497658|XP_032307698.1|DANA
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC6493740|XP_001958346.1|DANA
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC6502372|XP_001967165.3|DANA
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC6495059|XP_032306532.1|DANA
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC6503689|XP_001963918.2|DANA
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC6504491|XP_014760438.1|DANA
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC6496984|XP_001962996.1|DANA
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC6498027|XP_032307402.1|DANA
OG0003964	LOC6037545|XP_038109875.1|CQUI	LOC6504256|XP_001965098.1|DANA
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC6497578|XP_032307562.1|DANA
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC6495665|XP_014763434.1|DANA
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC6494952|XP_014763084.1|DANA
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC6494649|XP_001959936.1|DANA
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC6503354|XP_001965369.1|DANA
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC6496947|XP_001963080.1|DANA
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC6493610|XP_014764466.1|DANA
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC6496187|XP_001960402.1|DANA
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC6495138|XP_001958974.1|DANA
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC6498360|XP_032310950.1|DANA
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC6498432|XP_001962808.1|DANA
OG0003977	LOC6034400|XP_038112337.1|CQUI	LOC6504340|XP_001965021.1|DANA
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC6506304|XP_032310610.1|DANA
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC6498604|XP_001963145.1|DANA
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC6494306|XP_001965940.1|DANA
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC6497026|XP_001962904.1|DANA
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC6497064|XP_001962821.2|DANA
OG0003983	LOC6038885|XP_038113321.1|CQUI	LOC6497788|XP_001961454.1|DANA
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC6497514|XP_014761717.1|DANA
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC26514494|XP_014762335.1|DANA
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC6498658|XP_001963262.3|DANA
OG0003987	LOC6038014|XP_038110646.1|CQUI	LOC6498659|XP_032311001.1|DANA
OG0003988	LOC6047238|XP_038111315.1|CQUI	LOC6497203|XP_001962563.3|DANA
OG0003989	LOC6035771|XP_038109362.1|CQUI	LOC6504241|XP_001965104.1|DANA
OG0003990	LOC6035782|XP_038109675.1|CQUI	LOC6497720|XP_001961492.1|DANA
OG0003991	LOC6035784|XP_038109844.1|CQUI	LOC6506615|XP_014760573.1|DANA
OG0003992	LOC6035789|XP_001845913.2|CQUI	LOC6506625|XP_001965217.1|DANA
OG0003993	LOC6045008|XP_038108291.1|CQUI	LOC6506712|XP_001965231.2|DANA
OG0003994	LOC119767200|XP_038111176.1|CQUI	LOC6501497|XP_001955373.1|DANA
OG0003995	LOC6053400|XP_001869494.2|CQUI	LOC6494062|XP_001961059.1|DANA
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC6495074|XP_001959124.1|DANA
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC6496855|XP_001963266.1|DANA
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC26513764|XP_032309419.1|DANA
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC6498703|XP_001965872.1|DANA
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC6501886|XP_001966733.1|DANA
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC6494225|XP_001960704.1|DANA
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC6498260|XP_001962418.1|DANA
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC6497942|XP_032307321.1|DANA
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC6503085|XP_001963401.2|DANA, LOC6497446|XP_001962060.1|DANA
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC6497961|XP_032307648.1|DANA
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC6498160|XP_001962206.1|DANA
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC6498488|XP_001962933.1|DANA
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC6507136|XP_032310971.1|DANA
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC6498314|XP_001962517.1|DANA
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC6497095|XP_014761516.1|DANA
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC6504374|XP_001964972.2|DANA
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC6498943|XP_014765836.1|DANA
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC6497104|XP_001962747.1|DANA
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC6506322|XP_032310081.1|DANA
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC6498450|XP_001962845.1|DANA
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC6498572|XP_014762186.1|DANA
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC6503831|XP_001965239.1|DANA
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC6495105|XP_001959056.1|DANA
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC6497371|XP_001962219.1|DANA
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC6498318|XP_001962529.1|DANA
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC116654946|XP_032307645.1|DANA, LOC6497954|XP_001961789.2|DANA
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC6498141|XP_001962162.1|DANA
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC6496016|XP_001960046.3|DANA
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC6498681|XP_001963316.2|DANA
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC6497494|XP_001961967.1|DANA
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC6498118|XP_032307369.1|DANA
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	LOC6496206|XP_001960449.1|DANA
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC6497131|XP_014761527.1|DANA
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC6497198|XP_001962572.1|DANA
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC6495725|XP_001959444.2|DANA
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC6497015|XP_001962925.1|DANA
OG0004032	LOC6032174|XP_001842819.2|CQUI	LOC6498720|XP_032308655.1|DANA
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC6496975|XP_032311078.1|DANA
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC6498230|XP_001962347.3|DANA
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC6496990|XP_001962979.1|DANA
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC6496706|XP_032309227.1|DANA
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC6497044|XP_001962861.1|DANA
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC6497645|XP_001961643.1|DANA
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC6497441|XP_014761707.1|DANA
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC6494189|XP_001960800.1|DANA
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC6501970|XP_001966788.1|DANA
OG0004042	LOC6033311|XP_001843777.1|CQUI	LOC6506189|XP_001958377.1|DANA
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC6496900|XP_001963184.1|DANA
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC6503842|XP_001963702.1|DANA
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC6496876|XP_001963226.1|DANA
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC6507338|XP_001965356.2|DANA
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC6498303|XP_001962498.1|DANA
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC6506199|XP_001965128.1|DANA
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC6507169|XP_001965322.1|DANA
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	LOC6498072|XP_001962023.2|DANA
OG0004051	LOC6048351|XP_038109620.1|CQUI	LOC6498154|XP_001962192.2|DANA
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC6502125|XP_032309414.1|DANA
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC6495390|XP_001958729.1|DANA
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC6497654|XP_001961627.1|DANA
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC6500239|XP_001952960.1|DANA
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC6500067|XP_032307678.1|DANA
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC6506242|XP_001958277.1|DANA
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC6492994|XP_014764171.1|DANA
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC6500591|XP_001953530.1|DANA
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC6499536|XP_001954419.1|DANA
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC6502958|XP_032308911.1|DANA
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC6507581|XP_014765335.1|DANA
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC6504620|XP_001966514.1|DANA
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC6506733|XP_001957335.1|DANA
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC6494455|XP_032306793.1|DANA
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC6494197|XP_001960773.1|DANA
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC116655270|XP_032308775.1|DANA, LOC6504121|XP_001964228.1|DANA
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC6499375|XP_001954759.1|DANA
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC6499376|XP_032305483.1|DANA
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC6493129|XP_001957102.1|DANA
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC6507002|XP_001956849.1|DANA
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC6493011|XP_001956848.1|DANA
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC6502285|XP_001966169.1|DANA
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC6495859|XP_001959722.3|DANA
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC6496531|XP_001961083.1|DANA
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC6494049|XP_014762609.1|DANA
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC6497948|XP_001961779.1|DANA
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC6500997|XP_001954323.1|DANA
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC6503834|XP_001963686.1|DANA
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC6494122|XP_001960925.1|DANA
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC6494940|XP_032305938.1|DANA
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC26513826|XP_014759736.1|DANA
OG0004083	LOC6032224|XP_001842863.1|CQUI	LOC26514390|XP_014767280.1|DANA
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC6493591|XP_001958056.1|DANA
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC6500709|XP_001953767.1|DANA
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC6501490|XP_001955356.1|DANA
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC6502918|XP_001963590.1|DANA
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC116656411|XP_032311868.1|DANA, LOC6503811|XP_032308509.1|DANA
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC6503432|XP_001967468.1|DANA
OG0004091	LOC6046351|XP_001863568.2|CQUI	LOC6499953|XP_001953567.1|DANA, LOC6499954|XP_001953566.2|DANA
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC6504095|XP_001964163.2|DANA
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC6493882|XP_001967782.3|DANA
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC6501173|XP_001954689.2|DANA
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC6501489|XP_001955355.1|DANA
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC6507260|XP_001956370.1|DANA
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC6499857|XP_001953763.1|DANA
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	LOC6498885|XP_032312207.1|DANA
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC6501680|XP_001955751.1|DANA
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC6501682|XP_001955754.2|DANA
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC6501683|XP_032312218.1|DANA
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC6499598|XP_001954325.1|DANA
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC6501535|XP_032311155.1|DANA
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC6493237|XP_001957333.1|DANA
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC6493574|XP_001958024.1|DANA
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC6493118|XP_001957079.1|DANA
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC6494274|XP_001965945.1|DANA
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC6503417|XP_001967469.1|DANA
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC6493813|XP_001958489.1|DANA
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC6505349|XP_001966890.2|DANA, LOC6499562|XP_032306021.1|DANA
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC6501719|XP_001955843.2|DANA
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC6503611|XP_001964067.1|DANA
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC6504150|XP_001964276.1|DANA
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC6503492|XP_001964279.1|DANA
