Orthogroup	CQUI.longest_only	DSIM.longest_only
OG0003648	LOC6045929|XP_038121438.1|CQUI	LOC6731030|XP_002078191.2|DSIM
OG0003651	LOC6039442|XP_038120426.1|CQUI	LOC6730171|XP_016036930.1|DSIM
OG0003652	LOC6050828|XP_001867355.1|CQUI	LOC6737856|XP_002084684.1|DSIM
OG0003653	LOC6048051|XP_038119042.1|CQUI	LOC6738743|XP_002085543.1|DSIM
OG0003654	LOC6048047|XP_001865020.2|CQUI	LOC6738420|XP_002085229.2|DSIM
OG0003655	LOC6049355|XP_001866133.2|CQUI	LOC6732823|XP_002079936.1|DSIM
OG0003656	LOC6052027|XP_038116155.1|CQUI	LOC6737861|XP_016031631.1|DSIM
OG0003657	LOC6041093|XP_001850400.1|CQUI	LOC6739630|XP_016031371.1|DSIM
OG0003658	LOC6041086|XP_001850393.2|CQUI	LOC27206879|XP_016035452.1|DSIM
OG0003659	LOC6041096|XP_038120077.1|CQUI	LOC6738775|XP_002085575.1|DSIM
OG0003660	LOC6043986|XP_038119655.1|CQUI	LOC6736217|XP_039149354.1|DSIM
OG0003661	LOC6047379|XP_038115612.1|CQUI	LOC6736509|XP_016030086.1|DSIM
OG0003662	LOC6050153|XP_001866806.2|CQUI	LOC6738974|XP_002085769.1|DSIM
OG0003663	LOC6036567|XP_001846608.1|CQUI	LOC27209237|XP_039149783.1|DSIM
OG0003664	LOC6036570|XP_038117672.1|CQUI	LOC6736924|XP_039149780.1|DSIM
OG0003667	LOC6041241|XP_038118058.1|CQUI	LOC6736610|XP_039149432.1|DSIM
OG0003668	LOC6050573|XP_038117223.1|CQUI	LOC27206146|XP_016026024.1|DSIM
OG0003669	LOC6052930|XP_001869107.1|CQUI	LOC6733906|XP_002080950.1|DSIM
OG0003670	LOC6052931|XP_001869108.2|CQUI	LOC6733905|XP_002080949.1|DSIM
OG0003671	LOC6037257|XP_038121487.1|CQUI	LOC6735911|XP_039148350.1|DSIM
OG0003672	LOC6037274|XP_001847201.2|CQUI	LOC6729569|XP_002104877.1|DSIM
OG0003673	LOC6037145|XP_038115536.1|CQUI	LOC6735685|XP_039147325.1|DSIM
OG0003674	LOC6037046|XP_038118264.1|CQUI	LOC6734694|XP_016027893.1|DSIM
OG0003676	LOC6037039|XP_038115810.1|CQUI	LOC6733469|XP_016026421.1|DSIM
OG0003677	LOC6036402|XP_001846455.1|CQUI	LOC27209031|XP_016033087.1|DSIM
OG0003678	LOC6036215|XP_038118982.1|CQUI	LOC6736713|XP_016030324.1|DSIM
OG0003679	LOC6036210|XP_001846285.2|CQUI	LOC6736708|XP_016030322.1|DSIM
OG0003680	LOC6036185|XP_038117129.1|CQUI	LOC6735010|XP_002081991.2|DSIM
OG0003681	LOC6046407|XP_038118856.1|CQUI	LOC6734662|XP_002081669.1|DSIM
OG0003682	LOC6047502|XP_038120653.1|CQUI	LOC6728362|XP_039150932.1|DSIM
OG0003683	LOC6047508|XP_001864559.2|CQUI	LOC6734263|XP_039148431.1|DSIM
OG0003684	LOC6035615|XP_001845764.2|CQUI	LOC27208937|XP_016031206.1|DSIM
OG0003685	LOC6033562|XP_038117166.1|CQUI, LOC6033563|XP_038120699.1|CQUI	LOC6737351|XP_016031078.1|DSIM
OG0003686	LOC6033552|XP_038117904.1|CQUI	LOC6733785|XP_016026735.1|DSIM
OG0003687	LOC6033546|XP_038120883.1|CQUI	LOC6734985|XP_002081967.2|DSIM
OG0003688	LOC6033545|XP_001843979.2|CQUI	LOC6735726|XP_002082639.1|DSIM
OG0003689	LOC6033541|XP_038120013.1|CQUI	LOC6739136|XP_016032982.1|DSIM
OG0003690	LOC6033539|XP_001843973.2|CQUI	LOC120284776|XP_039149547.1|DSIM, LOC6738509|XP_039149546.1|DSIM
OG0003691	LOC119770157|XP_038120472.1|CQUI	LOC6738207|XP_016032035.1|DSIM
OG0003692	LOC6038410|XP_001848215.2|CQUI	LOC6733376|XP_039147418.1|DSIM
OG0003693	LOC6038255|XP_038118211.1|CQUI	LOC6736209|XP_039149705.1|DSIM
OG0003694	LOC6038249|XP_038118233.1|CQUI	LOC6738314|XP_016032163.1|DSIM
OG0003695	LOC6054526|XP_038117182.1|CQUI	LOC6738459|XP_002085266.1|DSIM
OG0003696	LOC6040608|XP_001849979.2|CQUI	LOC6734022|XP_002081061.1|DSIM
OG0003697	LOC6036410|XP_038120392.1|CQUI	LOC6733826|XP_016026809.1|DSIM
OG0003698	LOC6036526|XP_001846568.1|CQUI	LOC6737443|XP_016031214.1|DSIM
OG0003699	LOC6035469|XP_038118336.1|CQUI	LOC6736083|XP_016029478.1|DSIM
OG0003700	LOC6035471|XP_038119264.1|CQUI	LOC6736132|XP_002083032.1|DSIM
OG0003701	LOC6035477|XP_001845661.2|CQUI	LOC6731429|XP_002078581.1|DSIM
OG0003702	LOC119770389|XP_038121080.1|CQUI	LOC6738011|XP_016031807.1|DSIM
OG0003703	LOC6042857|XP_038120463.1|CQUI	LOC6736578|XP_016030174.1|DSIM
OG0003704	LOC6042852|XP_001870841.2|CQUI	LOC6738457|XP_002085264.2|DSIM
OG0003705	LOC6041974|XP_038122298.1|CQUI	LOC6739319|XP_039148404.1|DSIM
OG0003706	LOC6040988|XP_038119951.1|CQUI	LOC27207062|XP_016030571.1|DSIM
OG0003707	LOC6040986|XP_038118412.1|CQUI	LOC6736308|XP_039149172.1|DSIM
OG0003708	LOC6040029|XP_038120557.1|CQUI	LOC27207496|XP_016032138.2|DSIM
OG0003709	LOC6040027|XP_038120940.1|CQUI	LOC6734241|XP_002081270.1|DSIM
OG0003710	LOC6054726|XP_038116079.1|CQUI	LOC6734242|XP_002081271.1|DSIM
OG0003711	LOC6035591|XP_001845742.2|CQUI	LOC6738701|XP_002085503.1|DSIM
OG0003712	LOC6035596|XP_038118095.1|CQUI	LOC6734484|XP_002081503.1|DSIM
OG0003713	LOC6035599|XP_001845749.2|CQUI	LOC6735398|XP_039147356.1|DSIM
OG0003714	LOC6035602|XP_038119526.1|CQUI	LOC6735399|XP_002082346.1|DSIM
OG0003715	LOC6047940|XP_001864925.2|CQUI	LOC6737261|XP_002084101.1|DSIM
OG0003716	LOC6034614|XP_038116207.1|CQUI	LOC6737908|XP_039148935.1|DSIM
OG0003717	LOC6034603|XP_001844897.1|CQUI	LOC6738366|XP_002085175.1|DSIM
OG0003718	LOC6034591|XP_001844885.2|CQUI	LOC6737233|XP_002084073.1|DSIM
OG0003719	LOC6050358|XP_001866978.2|CQUI	LOC6738005|XP_002084820.1|DSIM
OG0003720	LOC6047267|XP_038119191.1|CQUI	LOC6740277|XP_016040261.1|DSIM
OG0003721	LOC6047247|XP_001864330.2|CQUI	LOC6735722|XP_002082635.2|DSIM
OG0003722	LOC6035621|XP_038118125.1|CQUI	LOC6737163|XP_016030820.1|DSIM
OG0003723	LOC6051816|XP_001868185.2|CQUI	LOC6737429|XP_002084266.1|DSIM
OG0003724	LOC6054680|XP_038119331.1|CQUI	LOC6736896|XP_016030542.1|DSIM
OG0003725	LOC6040243|XP_038115933.1|CQUI	LOC6737837|XP_016031617.1|DSIM
OG0003726	LOC6047554|XP_001864599.1|CQUI	LOC6736871|XP_002083724.1|DSIM
OG0003727	LOC6036825|XP_038115481.1|CQUI	LOC6738997|XP_016032824.1|DSIM
OG0003728	LOC6048148|XP_038119679.1|CQUI	LOC6727862|XP_016034437.1|DSIM
OG0003729	LOC6048150|XP_038119678.1|CQUI	LOC6736408|XP_039150114.1|DSIM
OG0003730	LOC6042336|XP_038119721.1|CQUI	LOC6736532|XP_039149109.1|DSIM
OG0003731	LOC6045507|XP_001862869.1|CQUI	LOC6736752|XP_002083608.1|DSIM
OG0003732	LOC6044895|XP_038121394.1|CQUI	LOC6737604|XP_002084436.3|DSIM
OG0003733	LOC6044891|XP_001862331.2|CQUI	LOC6736327|XP_016029805.1|DSIM
OG0003734	LOC119766418|XP_038106881.1|CQUI, LOC6037174|XP_038115989.1|CQUI	LOC6734433|XP_039149368.1|DSIM
OG0003735	LOC6037162|XP_038117979.1|CQUI	LOC6735961|XP_002082870.1|DSIM
OG0003736	LOC6037161|XP_001847098.2|CQUI	LOC6735139|XP_002082116.1|DSIM
OG0003737	LOC6037157|XP_001847094.2|CQUI	LOC6735687|XP_002082603.1|DSIM
OG0003738	LOC6043795|XP_038120942.1|CQUI	LOC6735762|XP_016029135.1|DSIM
OG0003739	LOC6043789|XP_038117933.1|CQUI	LOC6733385|XP_002080442.1|DSIM
OG0003740	LOC6043783|XP_001861387.2|CQUI	LOC27208943|XP_016026304.1|DSIM
OG0003741	LOC6043786|XP_001861386.2|CQUI	LOC6736328|XP_016029806.1|DSIM
OG0003742	LOC6043815|XP_001861383.1|CQUI	LOC6738621|XP_002085423.1|DSIM
OG0003743	LOC6033508|XP_038114641.1|CQUI	LOC6733465|XP_016026416.1|DSIM
OG0003744	LOC6033507|XP_001843948.2|CQUI	LOC6739291|XP_016026309.1|DSIM
OG0003745	LOC6033504|XP_001843945.1|CQUI	LOC6734163|XP_002081192.1|DSIM
OG0003746	LOC6033496|XP_038117879.1|CQUI	LOC6735469|XP_039148256.1|DSIM
OG0003747	LOC6033489|XP_038114638.1|CQUI	LOC6737807|XP_002084635.1|DSIM
OG0003748	LOC6033487|XP_038114639.1|CQUI	LOC6737803|XP_016031588.1|DSIM
OG0003749	LOC119768656|XP_038114981.1|CQUI, LOC6033484|XP_038120459.1|CQUI	LOC6737798|XP_002084626.1|DSIM
OG0003750	LOC119769692|XP_038119009.1|CQUI, LOC6033483|XP_038114986.1|CQUI	LOC6737801|XP_016031584.1|DSIM
OG0003751	LOC119769192|XP_038117034.1|CQUI, LOC6033480|XP_038114976.1|CQUI	LOC6737795|XP_016031573.1|DSIM
OG0003752	LOC6033456|XP_038119080.1|CQUI	LOC6738406|XP_016032262.1|DSIM
OG0003753	LOC6033451|XP_001843898.2|CQUI	LOC6737044|XP_039150251.1|DSIM
OG0003754	LOC6033449|XP_038119079.1|CQUI	LOC6737043|XP_039150248.1|DSIM
OG0003755	LOC6050603|XP_038121281.1|CQUI	LOC27206218|XP_039150309.1|DSIM
OG0003756	LOC6050814|XP_001867351.2|CQUI	LOC6733148|XP_016026018.2|DSIM
OG0003757	LOC6036837|XP_038117025.1|CQUI	LOC6736146|XP_016029532.1|DSIM
OG0003758	LOC6030802|XP_038115982.1|CQUI	LOC6735163|XP_016028447.1|DSIM
OG0003759	LOC119770065|XP_038120174.1|CQUI, LOC6030836|XP_038120169.1|CQUI	LOC6737305|XP_016031018.1|DSIM
OG0003760	LOC6030777|XP_038115191.1|CQUI	LOC6734965|XP_016028264.1|DSIM
OG0003761	LOC6030789|XP_001841699.2|CQUI	LOC6737291|XP_002084131.1|DSIM
OG0003762	LOC6030818|XP_038115978.1|CQUI	LOC6737293|XP_016031006.1|DSIM
OG0003763	LOC6030793|XP_038116748.1|CQUI	LOC6736973|XP_039149124.1|DSIM
OG0003764	LOC6030838|XP_038119295.1|CQUI	LOC6736968|XP_016030608.1|DSIM
OG0003765	LOC6030841|XP_001841725.1|CQUI	LOC6732253|XP_002079382.1|DSIM
OG0003766	LOC6030847|XP_038115183.1|CQUI	LOC6725138|XP_016038109.1|DSIM
OG0003767	LOC6030852|XP_001841735.1|CQUI	LOC6734637|XP_002081645.1|DSIM
OG0003768	LOC6030859|XP_038120424.1|CQUI	LOC6739381|XP_016027018.1|DSIM
OG0003769	LOC6030864|XP_001841743.1|CQUI	LOC6733979|XP_002081023.1|DSIM
OG0003770	LOC6030866|XP_038119372.1|CQUI	LOC6724744|XP_016037435.1|DSIM
OG0003771	LOC6030881|XP_001841758.1|CQUI	LOC6737248|XP_016030960.1|DSIM
OG0003772	LOC6030891|XP_001841767.2|CQUI	LOC6737386|XP_002084224.1|DSIM
OG0003773	LOC6030893|XP_038118482.1|CQUI	LOC6733793|XP_016026753.1|DSIM
OG0003775	LOC6050977|XP_038109532.1|CQUI	LOC6740245|XP_039152754.1|DSIM
OG0003776	LOC6052624|XP_038115398.1|CQUI	LOC6733288|XP_016026193.1|DSIM
OG0003777	LOC6052805|XP_038121440.1|CQUI	LOC6733484|XP_002080541.1|DSIM
OG0003778	LOC6030958|XP_001841816.1|CQUI	LOC6733997|XP_039148869.1|DSIM
OG0003779	LOC6030937|XP_038122337.1|CQUI	LOC6735406|XP_016028720.1|DSIM
OG0003780	LOC6031324|XP_001842139.2|CQUI	LOC6734899|XP_002081896.1|DSIM
OG0003781	LOC6053004|XP_038117749.1|CQUI	LOC6740338|XP_039152157.1|DSIM
OG0003782	LOC119769447|XP_038117830.1|CQUI, LOC119769131|XP_038116960.1|CQUI	LOC27209123|XP_016037695.1|DSIM
OG0003783	LOC6052216|XP_038117536.1|CQUI	LOC6729876|XP_002105179.2|DSIM
OG0003784	LOC6041437|XP_038108426.1|CQUI	LOC6733659|XP_039148249.1|DSIM
OG0003785	LOC6048692|XP_001865571.1|CQUI	LOC27207467|XP_016026010.1|DSIM
OG0003786	LOC6054049|XP_038119516.1|CQUI	LOC6735064|XP_016028354.1|DSIM
OG0003787	LOC6049937|XP_001866624.2|CQUI	LOC6739466|XP_016028352.1|DSIM
OG0003789	LOC6054015|XP_038121442.1|CQUI	LOC6733417|XP_039148091.1|DSIM
OG0003790	LOC6040442|XP_001849832.2|CQUI	LOC6737108|XP_002083955.1|DSIM
OG0003791	LOC6041553|XP_001850799.2|CQUI	LOC6726968|XP_016033461.1|DSIM
OG0003792	LOC6041417|XP_038113441.1|CQUI	LOC6734970|XP_016028269.1|DSIM
OG0003793	LOC6041399|XP_001850662.2|CQUI	LOC6736148|XP_016029534.1|DSIM
OG0003794	LOC6041395|XP_001850659.2|CQUI	LOC6735710|XP_016029083.1|DSIM
OG0003795	LOC6041392|XP_038110569.1|CQUI	LOC27207737|XP_016031895.2|DSIM
OG0003796	LOC6041390|XP_001850654.2|CQUI	LOC6730089|XP_002105382.1|DSIM
OG0003797	LOC6051480|XP_001867917.2|CQUI	LOC6732323|XP_016024986.1|DSIM
OG0003798	LOC6051477|XP_038112864.1|CQUI	LOC6733720|XP_016026691.1|DSIM
OG0003799	LOC6053825|XP_001869843.2|CQUI	LOC27206600|XP_016029112.2|DSIM
OG0003800	LOC6031726|XP_001842449.2|CQUI	LOC6732328|XP_002079456.1|DSIM
OG0003801	LOC6041307|XP_038111065.1|CQUI	LOC6732891|XP_016025611.1|DSIM
OG0003802	LOC6041311|XP_001850591.1|CQUI	LOC6732899|XP_002080004.2|DSIM
OG0003803	LOC119767883|XP_038113629.1|CQUI	LOC6730087|XP_016036852.1|DSIM
OG0003804	LOC6041325|XP_038110827.1|CQUI	LOC6732346|XP_016024998.1|DSIM
OG0003805	LOC6047536|XP_038107793.1|CQUI	LOC6730406|XP_002077587.3|DSIM
OG0003806	LOC6047538|XP_038112877.1|CQUI	LOC6733155|XP_016026030.1|DSIM
OG0003807	LOC6032432|XP_001843030.1|CQUI	LOC6731142|XP_016023692.1|DSIM
OG0003808	LOC6032463|XP_038107410.1|CQUI	LOC27206216|XP_016032338.2|DSIM
OG0003809	LOC6032465|XP_001843058.1|CQUI	LOC6732733|XP_016025465.1|DSIM
OG0003810	LOC6032477|XP_038113754.1|CQUI	LOC6736088|XP_016029484.1|DSIM
OG0003811	LOC6034112|XP_001844481.2|CQUI	LOC6735259|XP_016028607.1|DSIM
OG0003812	LOC6034127|XP_038107727.1|CQUI	LOC6730420|XP_039147089.1|DSIM
OG0003813	LOC6034140|XP_001844501.1|CQUI	LOC6731693|XP_002078829.1|DSIM
OG0003814	LOC6037874|XP_001847740.2|CQUI	LOC6732096|XP_016024768.1|DSIM
OG0003815	LOC6037879|XP_038110398.1|CQUI	LOC27206460|XP_016033859.1|DSIM
OG0003816	LOC6037891|XP_001847754.2|CQUI	LOC6732825|XP_016025547.1|DSIM
OG0003817	LOC6048490|XP_001865392.1|CQUI	LOC6731635|XP_002078775.1|DSIM
OG0003818	LOC6034159|XP_038108843.1|CQUI	LOC6732726|XP_016025458.1|DSIM
OG0003819	LOC6034161|XP_038113153.1|CQUI	LOC6730926|XP_016023375.1|DSIM
OG0003820	LOC6043199|XP_001857524.1|CQUI	LOC6728842|XP_002104176.1|DSIM
OG0003821	LOC6032917|XP_038111533.1|CQUI	LOC6734482|XP_002081501.1|DSIM
OG0003822	LOC6032944|XP_038110885.1|CQUI	LOC6731210|XP_002078369.2|DSIM
OG0003823	LOC6032950|XP_038109686.1|CQUI	LOC6730615|XP_016023053.1|DSIM
OG0003824	LOC119767406|XP_038111857.1|CQUI	LOC6732837|XP_002079950.1|DSIM
OG0003825	LOC6041627|XP_001850858.2|CQUI	LOC6731533|XP_002078680.1|DSIM
OG0003826	LOC6041635|XP_001850865.1|CQUI	LOC27208514|XP_016023588.1|DSIM
OG0003827	LOC6036168|XP_001846252.2|CQUI, LOC119768095|XP_038114429.1|CQUI	LOC6731631|XP_002078771.1|DSIM
OG0003828	LOC6036166|XP_038109206.1|CQUI	LOC6731634|XP_016024314.1|DSIM
OG0003829	LOC6036165|XP_038106783.1|CQUI	LOC6739237|XP_039154423.1|DSIM
OG0003830	LOC6036145|XP_038110347.1|CQUI	LOC6733064|XP_002080141.1|DSIM
OG0003831	LOC119766768|XP_038108431.1|CQUI	LOC6729037|XP_002104358.1|DSIM
OG0003832	LOC6038710|XP_038112791.1|CQUI	LOC6731268|XP_016023829.1|DSIM
OG0003833	LOC6038715|XP_038109432.1|CQUI	LOC6731270|XP_016023832.1|DSIM
OG0003834	LOC6050509|XP_038109517.1|CQUI	LOC6731283|XP_016023848.1|DSIM
OG0003835	LOC6037372|XP_038109213.1|CQUI	LOC6732445|XP_016025088.1|DSIM
OG0003836	LOC6041480|XP_001850732.2|CQUI	LOC6732756|XP_002079869.2|DSIM
OG0003837	LOC6050190|XP_038112790.1|CQUI	LOC6732754|XP_002079867.2|DSIM
OG0003838	LOC6053634|XP_001869689.1|CQUI	LOC6730884|XP_016023309.1|DSIM
OG0003839	LOC6053638|XP_001869683.1|CQUI	LOC6732207|XP_002079336.1|DSIM
OG0003840	LOC6031960|XP_001842636.1|CQUI	LOC6733468|XP_002080525.1|DSIM
OG0003841	LOC6036358|XP_038112172.1|CQUI	LOC6730721|XP_016023152.1|DSIM
OG0003842	LOC6031372|XP_038109518.1|CQUI	LOC6731924|XP_016024595.1|DSIM
OG0003843	LOC6038506|XP_038108393.1|CQUI	LOC6732274|XP_039153672.1|DSIM
OG0003844	LOC6038505|XP_001848299.2|CQUI	LOC6732205|XP_016024883.1|DSIM
OG0003845	LOC6041503|XP_038109056.1|CQUI	LOC6732396|XP_039151659.1|DSIM
OG0003846	LOC6041483|XP_038110843.1|CQUI	LOC6731653|XP_016024334.1|DSIM
OG0003847	LOC6050186|XP_038109972.1|CQUI	LOC27207473|XP_016024271.1|DSIM
OG0003848	LOC6039579|XP_038113978.1|CQUI	LOC6739737|XP_002076630.2|DSIM
OG0003849	LOC6054557|XP_001870450.2|CQUI	LOC6733872|XP_002080916.1|DSIM
OG0003850	LOC6044117|XP_038107737.1|CQUI	LOC6732293|XP_016024955.1|DSIM
OG0003851	LOC6044599|XP_038109872.1|CQUI	LOC6735410|XP_016028725.1|DSIM
OG0003852	LOC6050049|XP_001866715.1|CQUI	LOC6730670|XP_039154430.1|DSIM
OG0003853	LOC6031771|XP_038107334.1|CQUI	LOC6734687|XP_016027883.1|DSIM
OG0003854	LOC6031758|XP_038112871.1|CQUI	LOC6732554|XP_016025205.1|DSIM
OG0003855	LOC6031757|XP_038114326.1|CQUI	LOC6732553|XP_002079672.3|DSIM
OG0003856	LOC119767171|XP_038110996.1|CQUI	LOC6731939|XP_002079074.1|DSIM
OG0003857	LOC6037110|XP_038112859.1|CQUI	LOC6732493|XP_002079613.1|DSIM
OG0003858	LOC6036106|XP_038110475.1|CQUI	LOC27208298|XP_039153828.1|DSIM
OG0003859	LOC6031793|XP_038109625.1|CQUI	LOC6732727|XP_016025459.1|DSIM
OG0003860	LOC6031805|XP_038112957.1|CQUI	LOC6734989|XP_002081971.2|DSIM
OG0003861	LOC6038298|XP_001848085.2|CQUI	LOC6730756|XP_002077924.1|DSIM
OG0003862	LOC6046309|XP_001863529.2|CQUI	LOC6731173|XP_016023720.1|DSIM
OG0003863	LOC6046306|XP_038109951.1|CQUI	LOC6731609|XP_039151129.1|DSIM
OG0003864	LOC6035655|XP_001845792.2|CQUI	LOC6731608|XP_002078749.1|DSIM
OG0003865	LOC6044451|XP_038112183.1|CQUI	LOC6729673|XP_002104979.2|DSIM
OG0003867	LOC6041552|XP_001850798.2|CQUI	LOC27207535|XP_016025867.1|DSIM
OG0003868	LOC6037126|XP_038106083.1|CQUI	LOC6731789|XP_016024479.2|DSIM
OG0003869	LOC6051457|XP_038113631.1|CQUI	LOC6730858|XP_002078022.2|DSIM
OG0003870	LOC6049443|XP_038114375.1|CQUI	LOC6732682|XP_016025407.1|DSIM
OG0003871	LOC6048787|XP_001865652.1|CQUI	LOC6732074|XP_002079206.1|DSIM
OG0003872	LOC6041509|XP_001850759.2|CQUI	LOC6734934|XP_002081931.1|DSIM
OG0003873	LOC6041511|XP_038108476.1|CQUI	LOC6733045|XP_002080123.1|DSIM
OG0003874	LOC6041514|XP_038107054.1|CQUI	LOC6733066|XP_016025769.1|DSIM
OG0003875	LOC6041516|XP_001850766.1|CQUI	LOC6731745|XP_016024418.1|DSIM
OG0003876	LOC6050860|XP_038111752.1|CQUI	LOC6730591|XP_016023035.1|DSIM
OG0003877	LOC6043914|XP_001861497.2|CQUI	LOC6732456|XP_002079576.1|DSIM
OG0003878	LOC6043910|XP_001861493.2|CQUI	LOC6732728|XP_039147215.1|DSIM
OG0003879	LOC6043908|XP_038108077.1|CQUI	LOC27209130|XP_016029640.2|DSIM
OG0003880	LOC6043901|XP_038111406.1|CQUI	LOC27206237|XP_016031379.1|DSIM
OG0003883	LOC6036390|XP_038109510.1|CQUI	LOC6739896|XP_016038500.1|DSIM
OG0003884	LOC6036387|XP_038108402.1|CQUI, LOC119770651|XP_038121862.1|CQUI	LOC6732250|XP_016024928.1|DSIM
OG0003885	LOC6036385|XP_001846439.1|CQUI	LOC6731230|XP_002078389.1|DSIM
OG0003886	LOC6036383|XP_001846437.1|CQUI	LOC6731229|XP_002078388.2|DSIM
OG0003887	LOC6036372|XP_038111239.1|CQUI	LOC6730722|XP_002077890.3|DSIM
OG0003888	LOC6031210|XP_001842044.2|CQUI	LOC6729132|XP_016035777.1|DSIM
OG0003889	LOC6031241|XP_038111184.1|CQUI	LOC6730544|XP_016022996.1|DSIM
OG0003890	LOC6042256|XP_001851394.2|CQUI	LOC6736639|XP_002083495.1|DSIM
OG0003891	LOC6042255|XP_001851393.2|CQUI	LOC6732259|XP_002079388.2|DSIM
OG0003892	LOC6042247|XP_038111118.1|CQUI	LOC6736405|XP_002083277.1|DSIM
OG0003893	LOC6042239|XP_038108055.1|CQUI	LOC6732814|XP_016025540.1|DSIM
OG0003894	LOC6042236|XP_001851375.1|CQUI	LOC6731829|XP_002078964.1|DSIM
OG0003895	LOC6032003|XP_001842670.2|CQUI	LOC6735467|XP_002082406.1|DSIM
OG0003896	LOC6031998|XP_001842666.2|CQUI	LOC6735464|XP_016028769.1|DSIM
OG0003897	LOC6031996|XP_001842665.1|CQUI	LOC6734901|XP_002081898.1|DSIM
OG0003898	LOC6031976|XP_001842649.1|CQUI	LOC6732783|XP_002079896.2|DSIM
OG0003899	LOC6037022|XP_001846985.2|CQUI	LOC6730462|XP_002077643.2|DSIM
OG0003900	LOC6031843|XP_038109752.1|CQUI	LOC6730523|XP_016022977.1|DSIM
OG0003901	LOC6031842|XP_038113767.1|CQUI	LOC6732492|XP_002079612.1|DSIM
OG0003902	LOC6031841|XP_001842544.1|CQUI	LOC6731315|XP_016023887.1|DSIM
OG0003903	LOC6031838|XP_001842541.2|CQUI	LOC6732158|XP_002079290.2|DSIM
OG0003904	LOC6031840|XP_038108931.1|CQUI	LOC6732159|XP_002079291.2|DSIM
OG0003905	LOC6031832|XP_038113512.1|CQUI	LOC6729470|XP_016036142.1|DSIM
OG0003906	LOC6043727|XP_038107059.1|CQUI	LOC6735673|XP_002082591.2|DSIM
OG0003907	LOC6046364|XP_001863581.2|CQUI	LOC6730505|XP_002077686.1|DSIM
OG0003908	LOC6046365|XP_001863582.2|CQUI	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC6035251|XP_038107907.1|CQUI	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC6035252|XP_001845477.1|CQUI	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC6035267|XP_001845489.1|CQUI	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC6033192|XP_038113174.1|CQUI	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC6033199|XP_038114237.1|CQUI	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC6033214|XP_001843691.1|CQUI	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC6033212|XP_001843689.2|CQUI	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC6040012|XP_001849487.1|CQUI	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC6040866|XP_001850196.2|CQUI	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC6031259|XP_001842089.2|CQUI	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC6041526|XP_038109718.1|CQUI	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC6041532|XP_001850780.1|CQUI	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC6036061|XP_038108481.1|CQUI	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC6042870|XP_001870851.2|CQUI	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC6052522|XP_001868780.1|CQUI	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC6052517|XP_038108718.1|CQUI	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC6036646|XP_038107951.1|CQUI	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC6036651|XP_001846678.2|CQUI	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC6046033|XP_001863294.2|CQUI	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC6033189|XP_001843669.2|CQUI	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC6033179|XP_038114437.1|CQUI	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC6033283|XP_001843753.2|CQUI	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC6033287|XP_038108021.1|CQUI	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC6036993|XP_038113039.1|CQUI	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC6048401|XP_038111122.1|CQUI	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC6048406|XP_001865324.2|CQUI	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC6043726|XP_038107603.1|CQUI	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC6043725|XP_001861346.1|CQUI	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC6033098|XP_038111241.1|CQUI	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC6033105|XP_038114430.1|CQUI	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC6054454|XP_038111258.1|CQUI	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC6033108|XP_001843603.2|CQUI	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC6033109|XP_038111262.1|CQUI	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC6033122|XP_038111572.1|CQUI	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC6048231|XP_038113230.1|CQUI	LOC27206521|XP_016023531.1|DSIM
