Orthogroup	CQUI.longest_only	SLEB.longest_only
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC115632527|XP_030385584.1|SLEB
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC115622693|XP_030372579.1|SLEB
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC115622379|XP_030372162.1|SLEB
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC115623282|XP_030373424.1|SLEB
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC115628245|XP_030380121.1|SLEB
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC115632101|XP_030384942.1|SLEB
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC115633635|XP_030386933.1|SLEB
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC115631703|XP_030384389.1|SLEB
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC115628289|XP_030380196.1|SLEB
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC115626651|XP_030377919.1|SLEB
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC115628408|XP_030380357.1|SLEB
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC115622915|XP_030372899.1|SLEB
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC115622161|XP_030371890.1|SLEB
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC115628247|XP_030380122.1|SLEB
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC115620749|XP_030370004.1|SLEB
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC115632333|XP_030385298.1|SLEB
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC115620523|XP_030369649.1|SLEB
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC115632247|XP_030385168.1|SLEB
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC115623240|XP_030373358.1|SLEB
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC115622332|XP_030372102.1|SLEB
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC115622328|XP_030372097.1|SLEB
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC115623241|XP_030373359.1|SLEB
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC115622248|XP_030372006.1|SLEB
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC115633033|XP_030386237.1|SLEB
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC115632253|XP_030385181.1|SLEB
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC115630660|XP_030383162.1|SLEB
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC115623256|XP_030373386.1|SLEB
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC115632856|XP_030385976.1|SLEB
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC115622612|XP_030372473.1|SLEB
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC115634669|XP_030388389.1|SLEB
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC115634667|XP_030388386.1|SLEB
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC115633441|XP_030386759.1|SLEB
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC115628892|XP_030381014.1|SLEB
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC115624738|XP_030375424.1|SLEB
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC115624616|XP_030375227.1|SLEB
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC115622500|XP_030372307.1|SLEB
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC115625823|XP_030376877.1|SLEB
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC115622834|XP_030372773.1|SLEB
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC115622832|XP_030372771.1|SLEB
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC115625822|XP_030376873.1|SLEB
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC115628243|XP_030380116.1|SLEB
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC115622987|XP_030373002.1|SLEB
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC115633213|XP_030386498.1|SLEB
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC115626401|XP_030377627.1|SLEB
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC115625906|XP_030376997.1|SLEB
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC115625029|XP_030375737.1|SLEB
OG0005063	LOC6044013|XP_038121383.1|CQUI	LOC115633802|XP_030387144.1|SLEB
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC115622957|XP_030372956.1|SLEB
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC115631957|XP_030384679.1|SLEB
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC115622066|XP_030371789.1|SLEB
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC115622636|XP_030372504.1|SLEB
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC115622736|XP_030372640.1|SLEB
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC115623727|XP_030374084.1|SLEB
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC115622745|XP_030372653.1|SLEB
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC115627758|XP_030379403.1|SLEB
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC115633633|XP_030386931.1|SLEB
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC115632475|XP_030385507.1|SLEB
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC115633655|XP_030386960.1|SLEB
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC115629759|XP_030382168.1|SLEB
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC115632733|XP_030385839.1|SLEB
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC115631545|XP_030384194.1|SLEB
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC115632408|XP_030385403.1|SLEB
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC115621269|XP_030370733.1|SLEB
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC115633781|XP_030387118.1|SLEB
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC115627234|XP_030378716.1|SLEB
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC115623052|XP_030373091.1|SLEB
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC115623048|XP_030373087.1|SLEB
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC115619998|XP_030368947.1|SLEB
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC115622893|XP_030372864.1|SLEB
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC115624548|XP_030375135.1|SLEB
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC115624538|XP_030375125.1|SLEB
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC115629424|XP_030381739.1|SLEB
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC115632048|XP_030384885.1|SLEB
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC115628332|XP_030380253.1|SLEB
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC115622478|XP_030372282.1|SLEB
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC115632185|XP_030385080.1|SLEB
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC115621541|XP_030371070.1|SLEB
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC115629054|XP_030381224.1|SLEB
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC115628609|XP_030380656.1|SLEB
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC115631127|XP_030383665.1|SLEB
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC115633906|XP_030387275.1|SLEB
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC115625598|XP_030376583.1|SLEB
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC115623496|XP_030373733.1|SLEB
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC115634690|XP_030388415.1|SLEB
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC115620967|XP_030370351.1|SLEB
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC115628556|XP_030380578.1|SLEB
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC115632707|XP_030385808.1|SLEB
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC115623213|XP_030373312.1|SLEB
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC115632456|XP_030385472.1|SLEB
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC115634287|XP_030387801.1|SLEB
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC115627488|XP_030379031.1|SLEB
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC115633102|XP_030386343.1|SLEB
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC115632486|XP_030385523.1|SLEB
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC115624667|XP_030375320.1|SLEB
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC115632539|XP_030385606.1|SLEB
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC115622722|XP_030372623.1|SLEB
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC115630559|XP_030383032.1|SLEB
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC115632479|XP_030385513.1|SLEB
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC115629103|XP_030381284.1|SLEB
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC115625693|XP_030376693.1|SLEB
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC115631427|XP_030384109.1|SLEB
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC115622963|XP_030372971.1|SLEB
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC115633972|XP_030387356.1|SLEB
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC115622648|XP_030372519.1|SLEB
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC115625412|XP_030376315.1|SLEB
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC115632275|XP_030385218.1|SLEB
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC115633171|XP_030386443.1|SLEB
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC115622880|XP_030372833.1|SLEB
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC115622145|XP_030371869.1|SLEB
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC115626184|XP_030377360.1|SLEB
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC115624825|XP_030375535.1|SLEB
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC115634506|XP_030388132.1|SLEB
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC115628258|XP_030380136.1|SLEB
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC115623179|XP_030373259.1|SLEB
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC115628344|XP_030380269.1|SLEB
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC115632396|XP_030385386.1|SLEB
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC115622716|XP_030372614.1|SLEB
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC115622784|XP_030372701.1|SLEB
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC115621264|XP_030370723.1|SLEB
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC115622854|XP_030372797.1|SLEB
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC115632739|XP_030385846.1|SLEB
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC115630928|XP_030383354.1|SLEB
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC115623622|XP_030373916.1|SLEB
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC115622229|XP_030371986.1|SLEB
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC115633061|XP_030386275.1|SLEB
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC115633026|XP_030386209.1|SLEB
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC115632315|XP_030385276.1|SLEB
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC115622513|XP_030372327.1|SLEB
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC115622953|XP_030372953.1|SLEB
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC115622471|XP_030372275.1|SLEB
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC115629056|XP_030381233.1|SLEB
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC115632329|XP_030385292.1|SLEB
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC115624543|XP_030375129.1|SLEB
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC115624598|XP_030375198.1|SLEB
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC115624587|XP_030375185.1|SLEB
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC115628254|XP_030380133.1|SLEB
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC115628307|XP_030380217.1|SLEB
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC115624009|XP_030374442.1|SLEB
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC115634649|XP_030388365.1|SLEB
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC115633070|XP_030386300.1|SLEB
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC115632444|XP_030385450.1|SLEB
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC115632818|XP_030385930.1|SLEB
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC115627574|XP_030379159.1|SLEB
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC115633234|XP_030386488.1|SLEB
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC115622932|XP_030372920.1|SLEB
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC115632273|XP_030385213.1|SLEB
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC115624509|XP_030375081.1|SLEB
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC115624291|XP_030374776.1|SLEB
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC115624295|XP_030374779.1|SLEB
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC115632090|XP_030384925.1|SLEB
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC115622495|XP_030372301.1|SLEB
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC115622165|XP_030371896.1|SLEB
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC115623247|XP_030373370.1|SLEB
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC115628232|XP_030380100.1|SLEB
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC115633253|XP_030386518.1|SLEB
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC115633668|XP_030386972.1|SLEB
OG0005175	LOC6030833|XP_038115984.1|CQUI	LOC115624686|XP_030375353.1|SLEB
OG0005176	LOC6030790|XP_038116008.1|CQUI	LOC115634045|XP_030387448.1|SLEB
OG0005177	LOC6030788|XP_038115994.1|CQUI	LOC115629827|XP_030382266.1|SLEB
OG0005178	LOC6030819|XP_001841687.2|CQUI	LOC115632323|XP_030385288.1|SLEB
OG0005179	LOC6030806|XP_001841695.2|CQUI	LOC115632413|XP_030385412.1|SLEB
OG0005180	LOC6030843|XP_001841727.2|CQUI	LOC115628396|XP_030380344.1|SLEB
OG0005181	LOC6030846|XP_038115184.1|CQUI	LOC115627775|XP_030379441.1|SLEB
OG0005182	LOC6030849|XP_038114778.1|CQUI	LOC115634306|XP_030387821.1|SLEB
OG0005183	LOC6030853|XP_038121172.1|CQUI	LOC115634779|XP_030388534.1|SLEB
OG0005184	LOC6030855|XP_038114565.1|CQUI	LOC115624993|XP_030375729.1|SLEB
OG0005185	LOC6030857|XP_001841739.2|CQUI	LOC115633894|XP_030387259.1|SLEB
OG0005186	LOC6030862|XP_038119644.1|CQUI	LOC115634834|XP_030388615.1|SLEB
OG0005189	LOC119768798|XP_038115958.1|CQUI	LOC115627519|XP_030379079.1|SLEB
OG0005191	LOC6051822|XP_038115401.1|CQUI	LOC115623611|XP_030373888.1|SLEB
OG0005192	LOC6042901|XP_038115665.1|CQUI	LOC115632258|XP_030385195.1|SLEB
OG0005193	LOC6042894|XP_038116234.1|CQUI	LOC115633740|XP_030387073.1|SLEB
OG0005194	LOC6030941|XP_038116018.1|CQUI	LOC115628088|XP_030379928.1|SLEB
OG0005195	LOC6030939|XP_001841801.2|CQUI	LOC115620893|XP_030370240.1|SLEB
OG0005196	LOC6042982|XP_038111849.1|CQUI	LOC115632795|XP_030385907.1|SLEB
OG0005197	LOC6030936|XP_038119062.1|CQUI	LOC115633672|XP_030386978.1|SLEB
OG0005198	LOC6030933|XP_038119635.1|CQUI	LOC115624636|XP_030375257.1|SLEB
OG0005199	LOC119770639|XP_038121828.1|CQUI	LOC115627790|XP_030379474.1|SLEB
OG0005200	LOC6045730|XP_001863038.1|CQUI	LOC115630337|XP_030382734.1|SLEB
OG0005201	LOC6053185|XP_038117002.1|CQUI	LOC115634786|XP_030388553.1|SLEB
OG0005202	LOC6044309|XP_001861839.2|CQUI	LOC115632876|XP_030386014.1|SLEB
OG0005203	LOC6048111|XP_038110579.1|CQUI	LOC115634622|XP_030388333.1|SLEB
OG0005204	LOC6041408|XP_001850671.2|CQUI	LOC115628989|XP_030381130.1|SLEB
OG0005205	LOC6041406|XP_001850669.2|CQUI	LOC115631034|XP_030383517.1|SLEB
OG0005206	LOC6051787|XP_001868159.2|CQUI	LOC115634727|XP_030388471.1|SLEB
OG0005207	LOC6046469|XP_038108912.1|CQUI	LOC115633790|XP_030387127.1|SLEB
OG0005208	LOC6046463|XP_001863656.2|CQUI	LOC115633827|XP_030387175.1|SLEB
OG0005209	LOC6046464|XP_038109979.1|CQUI	LOC115626637|XP_030377907.1|SLEB
OG0005210	LOC6046465|XP_038114366.1|CQUI	LOC115626356|XP_030377567.1|SLEB
OG0005211	LOC6048636|XP_038109044.1|CQUI	LOC115624687|XP_030375349.1|SLEB
OG0005213	LOC6041305|XP_001850585.1|CQUI	LOC115633361|XP_030386662.1|SLEB
OG0005214	LOC6041316|XP_038113615.1|CQUI	LOC115631978|XP_030384738.1|SLEB
OG0005215	LOC6041317|XP_038113616.1|CQUI	LOC115631005|XP_030383464.1|SLEB
OG0005216	LOC6041324|XP_001850603.1|CQUI	LOC115625762|XP_030376783.1|SLEB
OG0005217	LOC6032431|XP_038106100.1|CQUI	LOC115629078|XP_030381253.1|SLEB
OG0005218	LOC6032434|XP_038108060.1|CQUI	LOC115626257|XP_030377422.1|SLEB
OG0005219	LOC6032437|XP_001843034.2|CQUI	LOC115622318|XP_030372088.1|SLEB
OG0005220	LOC6032438|XP_001843035.1|CQUI	LOC115632376|XP_030385357.1|SLEB
OG0005221	LOC6032440|XP_038109223.1|CQUI	LOC115626397|XP_030377620.1|SLEB
OG0005222	LOC6032445|XP_038111243.1|CQUI	LOC115630505|XP_030382956.1|SLEB
OG0005223	LOC6032464|XP_001843057.1|CQUI	LOC115625803|XP_030376841.1|SLEB
OG0005224	LOC6032489|XP_038106041.1|CQUI	LOC115628457|XP_030380435.1|SLEB
OG0005225	LOC6038603|XP_001848380.1|CQUI, LOC119769461|XP_038117900.1|CQUI	LOC115626158|XP_030377292.1|SLEB
OG0005226	LOC6034105|XP_038113260.1|CQUI	LOC115631202|XP_030383756.1|SLEB
OG0005227	LOC119767894|XP_038113700.1|CQUI	LOC115631599|XP_030384261.1|SLEB
OG0005228	LOC6034101|XP_001844474.1|CQUI	LOC115631654|XP_030384326.1|SLEB
OG0005229	LOC6034118|XP_038113399.1|CQUI	LOC115631557|XP_030384204.1|SLEB
OG0005230	LOC6038322|XP_038119425.1|CQUI, LOC6034122|XP_038109338.1|CQUI	LOC115631109|XP_030383628.1|SLEB
OG0005231	LOC6034134|XP_001844499.2|CQUI	LOC115628552|XP_030380574.1|SLEB
OG0005232	LOC6034142|XP_001844503.2|CQUI	LOC115626339|XP_030377545.1|SLEB
OG0005233	LOC6034148|XP_001844507.1|CQUI	LOC115626384|XP_030377603.1|SLEB
OG0005234	LOC6037887|XP_001847753.1|CQUI	LOC115625746|XP_030376761.1|SLEB
OG0005235	LOC6036688|XP_038112310.1|CQUI	LOC115631204|XP_030383768.1|SLEB
OG0005236	LOC6036685|XP_001846691.2|CQUI	LOC115630664|XP_030383166.1|SLEB
OG0005237	LOC6036684|XP_038109375.1|CQUI	LOC115630662|XP_030383164.1|SLEB
OG0005238	LOC6036678|XP_001846686.2|CQUI	LOC115630709|XP_030383222.1|SLEB
OG0005239	LOC6046042|XP_038111302.1|CQUI	LOC115630995|XP_030383446.1|SLEB
OG0005240	LOC6034151|XP_001844510.1|CQUI	LOC115632014|XP_030384806.1|SLEB
OG0005241	LOC6034152|XP_038114275.1|CQUI	LOC115630568|XP_030383044.1|SLEB
OG0005242	LOC6034155|XP_038113567.1|CQUI	LOC115630406|XP_030382797.1|SLEB
OG0005243	LOC6043210|XP_038108301.1|CQUI	LOC115631959|XP_030384682.1|SLEB
OG0005244	LOC6043206|XP_038110714.1|CQUI	LOC115621377|XP_030370863.1|SLEB
OG0005245	LOC6043205|XP_001857545.2|CQUI	LOC115625262|XP_030376123.1|SLEB
OG0005246	LOC6043204|XP_001857534.2|CQUI	LOC115631245|XP_030383814.1|SLEB
OG0005247	LOC6043215|XP_001857520.2|CQUI	LOC115634723|XP_030388466.1|SLEB
OG0005248	LOC6032931|XP_001843451.2|CQUI	LOC115629644|XP_030382015.1|SLEB
OG0005249	LOC6032936|XP_038110322.1|CQUI	LOC115623544|XP_030373790.1|SLEB
OG0005250	LOC6032942|XP_038113467.1|CQUI	LOC115625764|XP_030376792.1|SLEB
OG0005251	LOC6032963|XP_038109704.1|CQUI	LOC115631422|XP_030384008.1|SLEB
OG0005252	LOC6050968|XP_038106067.1|CQUI	LOC115626150|XP_030377274.1|SLEB
OG0005253	LOC6041619|XP_038109608.1|CQUI	LOC115628492|XP_030380481.1|SLEB
OG0005254	LOC6041625|XP_001850856.2|CQUI	LOC115626078|XP_030377191.1|SLEB
OG0005255	LOC6041626|XP_001850857.2|CQUI	LOC115625735|XP_030376746.1|SLEB
OG0005256	LOC6041634|XP_038111814.1|CQUI	LOC115633470|XP_030386785.1|SLEB
OG0005257	LOC6041633|XP_001850863.2|CQUI	LOC115625840|XP_030376903.1|SLEB
OG0005258	LOC6036170|XP_038112094.1|CQUI	LOC115625967|XP_030377069.1|SLEB
OG0005259	LOC6036150|XP_038111104.1|CQUI	LOC115625847|XP_030376910.1|SLEB
OG0005260	LOC6036141|XP_001846233.2|CQUI	LOC115625942|XP_030377037.1|SLEB
OG0005261	LOC6036182|XP_001846229.2|CQUI	LOC115623710|XP_030374050.1|SLEB
OG0005262	LOC6050506|XP_038110292.1|CQUI	LOC115630567|XP_030383042.1|SLEB
OG0005263	LOC6031316|XP_038108340.1|CQUI	LOC115626218|XP_030377372.1|SLEB
OG0005264	LOC6031319|XP_001842132.2|CQUI	LOC115621382|XP_030370871.1|SLEB
OG0005265	LOC6031342|XP_038106174.1|CQUI	LOC115625877|XP_030376952.1|SLEB
OG0005266	LOC6037371|XP_001847294.2|CQUI	LOC115626451|XP_030377687.1|SLEB
OG0005267	LOC6045648|XP_038110344.1|CQUI	LOC115630454|XP_030382875.1|SLEB
OG0005268	LOC6045645|XP_038110330.1|CQUI	LOC115630452|XP_030382872.1|SLEB
OG0005269	LOC6032427|XP_038110264.1|CQUI	LOC115630434|XP_030382849.1|SLEB
OG0005270	LOC6041476|XP_038113543.1|CQUI	LOC115631483|XP_030384098.1|SLEB
OG0005271	LOC6041475|XP_038108825.1|CQUI	LOC115625827|XP_030376878.1|SLEB
OG0005272	LOC6041481|XP_001850733.2|CQUI	LOC115625855|XP_030376923.1|SLEB
OG0005273	LOC6037064|XP_038113932.1|CQUI	LOC115625663|XP_030376656.1|SLEB
OG0005274	LOC6037060|XP_038108033.1|CQUI	LOC115631480|XP_030384096.1|SLEB
OG0005275	LOC6037067|XP_038108285.1|CQUI	LOC115630943|XP_030383370.1|SLEB
OG0005276	LOC6037085|XP_038111841.1|CQUI	LOC115631296|XP_030383871.1|SLEB
OG0005277	LOC6053835|XP_038110246.1|CQUI	LOC115631445|XP_030384049.1|SLEB
OG0005278	LOC6053834|XP_038110247.1|CQUI	LOC115627877|XP_030379625.1|SLEB
OG0005279	LOC6043315|XP_001870930.1|CQUI	LOC115626343|XP_030377552.1|SLEB
OG0005280	LOC6031966|XP_001842642.2|CQUI	LOC115630408|XP_030382800.1|SLEB
OG0005281	LOC6031380|XP_038111462.1|CQUI	LOC115630939|XP_030383366.1|SLEB
OG0005282	LOC6031374|XP_038107873.1|CQUI	LOC115623681|XP_030374011.1|SLEB
OG0005283	LOC6031373|XP_038108269.1|CQUI	LOC115620238|XP_030369243.1|SLEB
OG0005284	LOC6031363|XP_038108741.1|CQUI	LOC115628583|XP_030380627.1|SLEB
OG0005285	LOC6031362|XP_001842174.2|CQUI	LOC115628504|XP_030380506.1|SLEB
OG0005286	LOC6031355|XP_038107533.1|CQUI	LOC115630400|XP_030382785.1|SLEB
OG0005287	LOC6031351|XP_038110921.1|CQUI	LOC115630399|XP_030382784.1|SLEB
OG0005288	LOC6037381|XP_038112114.1|CQUI	LOC115631735|XP_030384433.1|SLEB
OG0005289	LOC6037382|XP_038113883.1|CQUI	LOC115631124|XP_030383650.1|SLEB
OG0005290	LOC6037392|XP_001847310.2|CQUI	LOC115625102|XP_030375866.1|SLEB
OG0005291	LOC6038515|XP_001848306.2|CQUI	LOC115626174|XP_030377310.1|SLEB
OG0005292	LOC6038513|XP_038108928.1|CQUI	LOC115626171|XP_030377306.1|SLEB
OG0005293	LOC6038504|XP_038112930.1|CQUI	LOC115626576|XP_030377815.1|SLEB
OG0005294	LOC6041498|XP_001850749.2|CQUI	LOC115630985|XP_030383427.1|SLEB
OG0005295	LOC6041488|XP_038108224.1|CQUI	LOC115626157|XP_030377290.1|SLEB
OG0005296	LOC6038297|XP_038114400.1|CQUI	LOC115625062|XP_030375795.1|SLEB
OG0005297	LOC6051283|XP_038110274.1|CQUI	LOC115628612|XP_030380655.1|SLEB
OG0005298	LOC6044548|XP_001862044.2|CQUI	LOC115626686|XP_030377974.1|SLEB, LOC115625734|XP_030376745.1|SLEB
OG0005299	LOC6044555|XP_001862054.1|CQUI	LOC115620856|XP_030370162.1|SLEB
OG0005300	LOC6044556|XP_001862055.1|CQUI	LOC115629647|XP_030382018.1|SLEB
OG0005301	LOC6044586|XP_038109636.1|CQUI	LOC115625689|XP_030376688.1|SLEB
OG0005302	LOC6044598|XP_001862087.1|CQUI	LOC115634648|XP_030388368.1|SLEB
OG0005303	LOC6050048|XP_001866714.2|CQUI	LOC115630496|XP_030382943.1|SLEB
OG0005304	LOC6050044|XP_001866716.2|CQUI	LOC115625658|XP_030376647.1|SLEB
OG0005305	LOC6031769|XP_038109419.1|CQUI	LOC115627867|XP_030379613.1|SLEB
OG0005306	LOC6031763|XP_001842474.2|CQUI	LOC115631072|XP_030383578.1|SLEB
OG0005307	LOC119767749|XP_038113051.1|CQUI	LOC115631790|XP_030384485.1|SLEB
OG0005308	LOC6037124|XP_038107545.1|CQUI	LOC115631563|XP_030384214.1|SLEB
OG0005309	LOC6037123|XP_038109038.1|CQUI	LOC115630993|XP_030383444.1|SLEB
OG0005310	LOC6037120|XP_001847063.1|CQUI	LOC115631088|XP_030383596.1|SLEB
OG0005311	LOC6037118|XP_038112943.1|CQUI	LOC115631451|XP_030384056.1|SLEB
