Orthogroup	CQUI.longest_only	DPER.longest_only
OG0003955	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI	LOC113565658|XP_026844117.1|DPER, LOC113565657|XP_026844116.1|DPER
OG0003956	LOC6031181|XP_038108389.1|CQUI	LOC6588807|XP_026844241.1|DPER
OG0003957	LOC6033143|XP_038110679.1|CQUI	LOC6599487|XP_002024584.1|DPER
OG0003958	LOC6033148|XP_001843637.2|CQUI	LOC6599362|XP_002024485.1|DPER
OG0003959	LOC6033261|XP_038107519.1|CQUI	LOC6593083|XP_002017896.2|DPER
OG0003960	LOC6033232|XP_038113766.1|CQUI	LOC6600126|XP_002025293.1|DPER
OG0003961	LOC6041541|XP_001850788.2|CQUI	LOC6589528|XP_002015016.1|DPER
OG0003962	LOC6040127|XP_001849586.1|CQUI	LOC6596517|XP_002021512.2|DPER
OG0003963	LOC6037538|XP_038110070.1|CQUI	LOC6597975|XP_026843351.1|DPER
OG0003964	LOC6037545|XP_038109875.1|CQUI	LOC6589057|XP_002014545.1|DPER
OG0003965	LOC6050518|XP_038111968.1|CQUI	LOC6602227|XP_026843815.1|DPER
OG0003967	LOC6041584|XP_038112034.1|CQUI	LOC6593206|XP_026842795.1|DPER
OG0003968	LOC6048612|XP_038111891.1|CQUI	LOC6593209|XP_002018038.1|DPER
OG0003969	LOC6032916|XP_038107052.1|CQUI	LOC6590867|XP_026840740.1|DPER
OG0003970	LOC6031868|XP_038113838.1|CQUI	LOC6589870|XP_002014583.1|DPER
OG0003971	LOC6036443|XP_038108462.1|CQUI	LOC6588711|XP_026844462.1|DPER
OG0003972	LOC6036444|XP_038107978.1|CQUI	LOC6596987|XP_002022234.2|DPER
OG0003973	LOC6036449|XP_001846500.2|CQUI	LOC6592285|XP_002018404.1|DPER
OG0003974	LOC6036470|XP_038109656.1|CQUI	LOC6592200|XP_002017835.1|DPER
OG0003975	LOC6036481|XP_038113867.1|CQUI	LOC6593495|XP_026843242.1|DPER
OG0003976	LOC6034401|XP_001844719.2|CQUI	LOC6593323|XP_002018945.1|DPER
OG0003977	LOC6034400|XP_038112337.1|CQUI	LOC6593591|XP_002018882.1|DPER
OG0003978	LOC119767640|XP_038112573.1|CQUI	LOC6602378|XP_002027382.1|DPER
OG0003979	LOC6038881|XP_001848580.1|CQUI	LOC6596456|XP_002021626.1|DPER
OG0003980	LOC6038882|XP_001848581.1|CQUI	LOC6594455|XP_002019706.1|DPER
OG0003981	LOC6038883|XP_038108742.1|CQUI	LOC6589684|XP_002014769.1|DPER
OG0003982	LOC6038884|XP_001848583.2|CQUI	LOC6597968|XP_026843234.1|DPER
OG0003983	LOC6038885|XP_038113321.1|CQUI	LOC6603517|XP_002028495.2|DPER
OG0003984	LOC6036439|XP_038112741.1|CQUI	LOC6589552|XP_026843907.1|DPER
OG0003985	LOC6036433|XP_038108732.1|CQUI	LOC113565463|XP_026843327.1|DPER
OG0003986	LOC6038013|XP_038113377.1|CQUI	LOC6589313|XP_026844696.1|DPER
OG0003987	LOC6038014|XP_038110646.1|CQUI	LOC6589075|XP_026844014.1|DPER
OG0003988	LOC6047238|XP_038111315.1|CQUI	LOC6589830|XP_002014709.1|DPER
OG0003989	LOC6035771|XP_038109362.1|CQUI	LOC6589421|XP_002014541.1|DPER
OG0003990	LOC6035782|XP_038109675.1|CQUI	LOC6593746|XP_002018850.1|DPER
OG0003991	LOC6035784|XP_038109844.1|CQUI	LOC6595354|XP_026844296.1|DPER, LOC6604533|XP_026845163.1|DPER
OG0003992	LOC6035789|XP_001845913.2|CQUI	LOC6595507|XP_002020612.1|DPER
OG0003993	LOC6045008|XP_038108291.1|CQUI	LOC6595545|XP_026844725.1|DPER
OG0003994	LOC119767200|XP_038111176.1|CQUI	LOC6587589|XP_002013647.1|DPER
OG0003995	LOC6053400|XP_001869494.2|CQUI	LOC6590643|XP_002016604.1|DPER
OG0003996	LOC6036135|XP_001846228.1|CQUI	LOC6590011|XP_026842093.1|DPER
OG0003997	LOC6054365|XP_038109595.1|CQUI	LOC6593645|XP_026843453.1|DPER
OG0003998	LOC6045776|XP_038112750.1|CQUI	LOC6589200|XP_026844756.1|DPER
OG0003999	LOC6045769|XP_001863072.1|CQUI	LOC6597969|XP_002023107.1|DPER
OG0004000	LOC6034347|XP_038113204.1|CQUI	LOC6597300|XP_026846410.1|DPER
OG0004001	LOC6034384|XP_038113314.1|CQUI	LOC6590018|XP_002016572.1|DPER
OG0004002	LOC6034395|XP_038109098.1|CQUI	LOC6596531|XP_002021728.1|DPER
OG0004003	LOC6039845|XP_038113654.1|CQUI	LOC6604572|XP_026844939.1|DPER
OG0004004	LOC6039842|XP_001849349.2|CQUI	LOC6588888|XP_002014857.1|DPER
OG0004005	LOC6039840|XP_038111465.1|CQUI	LOC6593677|XP_026843145.1|DPER
OG0004006	LOC6034869|XP_001845139.2|CQUI	LOC6589369|XP_002015253.1|DPER
OG0004007	LOC6034873|XP_001845142.1|CQUI	LOC6589034|XP_002015081.1|DPER
OG0004008	LOC6034877|XP_038107745.1|CQUI	LOC6593600|XP_026843736.1|DPER
OG0004009	LOC6046643|XP_001863794.2|CQUI	LOC6596522|XP_026843080.1|DPER
OG0004010	LOC6048811|XP_038114221.1|CQUI	LOC6597999|XP_026843480.1|DPER
OG0004011	LOC6050778|XP_001867333.2|CQUI	LOC6593860|XP_002018930.1|DPER
OG0004012	LOC6049536|XP_038109284.1|CQUI	LOC6594870|XP_026850614.1|DPER
OG0004013	LOC6043470|XP_038109075.1|CQUI	LOC6598107|XP_002023248.1|DPER
OG0004014	LOC6043461|XP_038111183.1|CQUI	LOC6596986|XP_002022233.2|DPER
OG0004015	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI	LOC6602237|XP_002027267.1|DPER
OG0004016	LOC6036119|XP_038106299.1|CQUI	LOC6588727|XP_002014369.2|DPER
OG0004017	LOC6041781|XP_038108936.1|CQUI	LOC6595553|XP_026844768.1|DPER
OG0004018	LOC6041785|XP_038112504.1|CQUI	LOC6591147|XP_002015570.1|DPER
OG0004019	LOC6047977|XP_038111471.1|CQUI	LOC6589483|XP_002015239.1|DPER
OG0004020	LOC6053858|XP_038111861.1|CQUI	LOC6589518|XP_002015192.1|DPER
OG0004021	LOC6049729|XP_038109716.1|CQUI	LOC6589410|XP_002015198.1|DPER
OG0004022	LOC6033336|XP_001843800.2|CQUI	LOC6595557|XP_002020905.1|DPER
OG0004023	LOC6033344|XP_038112699.1|CQUI	LOC6590241|XP_026842543.1|DPER
OG0004024	LOC6033360|XP_038108644.1|CQUI	LOC6588881|XP_026844447.1|DPER
OG0004025	LOC6048073|XP_038107445.1|CQUI	LOC6603510|XP_002028489.1|DPER, LOC6588674|XP_002014469.1|DPER
OG0004026	LOC6048102|XP_038108461.1|CQUI	LOC6589372|XP_026844160.1|DPER
OG0004027	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI	LOC6593156|XP_002018330.2|DPER
OG0004028	LOC6035744|XP_001845871.2|CQUI	LOC6589322|XP_002014282.1|DPER
OG0004029	LOC6035735|XP_001845864.2|CQUI	LOC6593949|XP_002019013.1|DPER
OG0004030	LOC6032147|XP_001842800.2|CQUI	LOC6590495|XP_026841694.1|DPER
OG0004031	LOC6032156|XP_038113038.1|CQUI	LOC6589546|XP_002015074.2|DPER
OG0004032	LOC6032174|XP_001842819.2|CQUI	LOC6597992|XP_026843082.1|DPER
OG0004033	LOC6053250|XP_038110976.1|CQUI	LOC6589223|XP_026844933.1|DPER
OG0004034	LOC6036026|XP_038108093.1|CQUI	LOC6588703|XP_002014944.1|DPER
OG0004035	LOC6036325|XP_038112834.1|CQUI	LOC6596358|XP_026842938.1|DPER
OG0004036	LOC6036328|XP_001846391.1|CQUI	LOC6596501|XP_002021575.1|DPER
OG0004037	LOC6036336|XP_001846397.2|CQUI	LOC6602261|XP_026843390.1|DPER
OG0004038	LOC119766959|XP_038109606.1|CQUI	LOC6589378|XP_002015050.1|DPER
OG0004039	LOC6033334|XP_038112140.1|CQUI	LOC6589452|XP_026844175.1|DPER
OG0004040	LOC6047971|XP_038109177.1|CQUI	LOC6590000|XP_002016050.1|DPER
OG0004041	LOC6037995|XP_038109623.1|CQUI	LOC6600672|XP_026848699.1|DPER
OG0004042	LOC6033311|XP_001843777.1|CQUI	LOC6601674|XP_002026739.2|DPER
OG0004043	LOC6036008|XP_001846112.1|CQUI	LOC6596652|XP_002021660.1|DPER
OG0004044	LOC6033610|XP_001844038.2|CQUI	LOC6597486|XP_002022722.1|DPER
OG0004045	LOC6033613|XP_038110293.1|CQUI	LOC6589602|XP_002014309.1|DPER
OG0004046	LOC6033619|XP_001844046.2|CQUI	LOC6588979|XP_002014571.1|DPER
OG0004047	LOC6033624|XP_038111353.1|CQUI	LOC6595445|XP_002020866.1|DPER
OG0004048	LOC6033625|XP_038109870.1|CQUI	LOC6589169|XP_002015026.1|DPER
OG0004049	LOC6047482|XP_001864539.2|CQUI	LOC6589791|XP_002014638.1|DPER, LOC113565902|XP_026845071.1|DPER
OG0004050	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI	LOC6589399|XP_026844346.1|DPER
OG0004051	LOC6048351|XP_038109620.1|CQUI	LOC6589860|XP_002015165.2|DPER
OG0004052	LOC6042664|XP_038122278.1|CQUI	LOC6599283|XP_002024248.1|DPER
OG0004053	LOC6042662|XP_038119027.1|CQUI	LOC6593058|XP_002018470.1|DPER
OG0004054	LOC6042656|XP_038121294.1|CQUI	LOC6588895|XP_002014683.1|DPER
OG0004055	LOC6042641|XP_038119206.1|CQUI	LOC6587775|XP_002012891.2|DPER
OG0004056	LOC119770120|XP_038120373.1|CQUI	LOC6594681|XP_002019316.2|DPER
OG0004057	LOC6054097|XP_038116161.1|CQUI	LOC6599079|XP_026849037.1|DPER
OG0004058	LOC6052560|XP_038118395.1|CQUI	LOC6596216|XP_026845441.1|DPER
OG0004059	LOC6048802|XP_038118616.1|CQUI	LOC6591457|XP_002017478.1|DPER
OG0004060	LOC6040514|XP_001849900.2|CQUI	LOC6594143|XP_002019769.1|DPER
OG0004061	LOC6040508|XP_038118411.1|CQUI	LOC6598352|XP_026846164.1|DPER
OG0004062	LOC6040506|XP_038118432.1|CQUI	LOC6595862|XP_026845531.1|DPER
OG0004063	LOC6040499|XP_038115198.1|CQUI	LOC6596930|XP_002021838.1|DPER
OG0004064	LOC6040496|XP_001849882.1|CQUI	LOC6596045|XP_002021229.1|DPER
OG0004065	LOC6040492|XP_038117152.1|CQUI	LOC6601616|XP_026842273.1|DPER
OG0004066	LOC6040491|XP_001849877.1|CQUI	LOC6590936|XP_002016169.1|DPER
OG0004067	LOC6040490|XP_001849876.2|CQUI	LOC6600409|XP_002025514.2|DPER
OG0004068	LOC6040480|XP_001849866.2|CQUI	LOC6594688|XP_002019615.2|DPER
OG0004069	LOC6040481|XP_038116172.1|CQUI	LOC6591794|XP_026840053.1|DPER
OG0004070	LOC6039007|XP_001848689.1|CQUI	LOC6595879|XP_002021392.2|DPER
OG0004071	LOC6040507|XP_001849893.2|CQUI	LOC6602997|XP_026849470.1|DPER
OG0004072	LOC6039004|XP_038119621.1|CQUI	LOC6602998|XP_002028025.2|DPER
OG0004073	LOC6039000|XP_001848682.1|CQUI	LOC6597779|XP_002022982.2|DPER
OG0004074	LOC6038990|XP_038118652.1|CQUI	LOC6590774|XP_002016462.1|DPER
OG0004075	LOC6038984|XP_038119533.1|CQUI	LOC6592641|XP_002017862.1|DPER
OG0004076	LOC6044757|XP_038116312.1|CQUI	LOC6592642|XP_026841031.1|DPER
OG0004077	LOC6044741|XP_038118752.1|CQUI	LOC6602213|XP_026843604.1|DPER
OG0004078	LOC6044734|XP_001862197.1|CQUI	LOC6591676|XP_002016891.1|DPER
OG0004079	LOC6046837|XP_038121016.1|CQUI	LOC6597660|XP_026849302.1|DPER
OG0004080	LOC6032209|XP_001842849.1|CQUI	LOC6590140|XP_002015953.1|DPER
OG0004081	LOC6032216|XP_038121566.1|CQUI	LOC6593127|XP_026842560.1|DPER
OG0004082	LOC119770633|XP_038121816.1|CQUI	LOC6602032|XP_002027029.2|DPER
OG0004084	LOC6032232|XP_038122391.1|CQUI	LOC6602353|XP_026848443.1|DPER
OG0004085	LOC6047985|XP_038114781.1|CQUI	LOC6588335|XP_002014156.1|DPER
OG0004086	LOC6038138|XP_038120984.1|CQUI	LOC6587892|XP_026850882.1|DPER
OG0004087	LOC6033024|XP_001843527.2|CQUI	LOC6598383|XP_026846147.1|DPER
OG0004088	LOC6033048|XP_038121895.1|CQUI	LOC6587321|XP_026850706.1|DPER
OG0004089	LOC6033056|XP_038120971.1|CQUI	LOC6597482|XP_026848867.1|DPER
OG0004090	LOC6054337|XP_038114862.1|CQUI	LOC6591656|XP_002016851.1|DPER
OG0004091	LOC6046351|XP_001863568.2|CQUI	LOC6591618|XP_002017120.1|DPER
OG0004092	LOC6052288|XP_038121121.1|CQUI	LOC6600124|XP_002025291.1|DPER
OG0004094	LOC6039438|XP_038119393.1|CQUI	LOC6597596|XP_026848892.1|DPER
OG0004095	LOC6048703|XP_001865581.2|CQUI	LOC6594717|XP_002019402.2|DPER
OG0004096	LOC6048708|XP_001865580.2|CQUI	LOC6587716|XP_002014074.2|DPER
OG0004097	LOC6047986|XP_038114935.1|CQUI	LOC6595775|XP_002021322.1|DPER
OG0004098	LOC6047987|XP_038114933.1|CQUI	LOC6588231|XP_026844913.1|DPER
OG0004099	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI	LOC6591702|XP_026839981.1|DPER
OG0004100	LOC6053060|XP_038121254.1|CQUI	LOC6591804|XP_002017265.1|DPER
OG0004101	LOC6051676|XP_038118839.1|CQUI	LOC6604201|XP_026848364.1|DPER, LOC6591802|XP_026845381.1|DPER
OG0004102	LOC6048766|XP_038118938.1|CQUI	LOC6591800|XP_002017261.2|DPER
OG0004103	LOC6048761|XP_038121267.1|CQUI	LOC6591678|XP_002016893.1|DPER
OG0004104	LOC6048763|XP_038118682.1|CQUI	LOC6595112|XP_026850534.1|DPER
OG0004105	LOC6046232|XP_001863460.1|CQUI	LOC113565964|XP_026845218.1|DPER
OG0004106	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI	LOC6603335|XP_026848202.1|DPER
OG0004107	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI	LOC113566748|XP_026849549.1|DPER
OG0004108	LOC6053487|XP_001869558.2|CQUI	LOC6594501|XP_002019700.1|DPER
OG0004109	LOC6049909|XP_001866588.2|CQUI	LOC6591655|XP_002016850.1|DPER
OG0004110	LOC6041938|XP_001851128.1|CQUI	LOC6602180|XP_026847978.1|DPER
OG0004111	LOC6041928|XP_038115770.1|CQUI	LOC6592005|XP_002017433.1|DPER
OG0004112	LOC6045490|XP_038115043.1|CQUI	LOC6591912|XP_002016869.1|DPER
OG0004113	LOC6041791|XP_038119064.1|CQUI	LOC6602631|XP_002027653.1|DPER
OG0004114	LOC119769384|XP_038117388.1|CQUI	LOC6596878|XP_002022093.2|DPER
OG0004115	LOC6053164|XP_038114991.1|CQUI	LOC6596859|XP_026846028.1|DPER
OG0004116	LOC6050623|XP_038121897.1|CQUI	LOC6592010|XP_026850769.1|DPER
OG0004117	LOC6050661|XP_038120714.1|CQUI	LOC6594534|XP_002019426.2|DPER
OG0004118	LOC6043255|XP_001857982.2|CQUI	LOC6590322|XP_002016211.1|DPER
OG0004119	LOC6034967|XP_001845223.1|CQUI	LOC6594300|XP_002019798.1|DPER
OG0004120	LOC6034974|XP_038116395.1|CQUI	LOC6594462|XP_026850240.1|DPER
OG0004121	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI	LOC6599677|XP_026847340.1|DPER
OG0004122	LOC6039381|XP_001848990.2|CQUI	LOC6594099|XP_002019691.1|DPER
OG0004123	LOC6039406|XP_038115414.1|CQUI	LOC6591452|XP_026851078.1|DPER
OG0004124	LOC6041802|XP_038116435.1|CQUI	LOC6597692|XP_026846419.1|DPER
OG0004125	LOC6032252|XP_001842889.1|CQUI	LOC6594895|XP_002020495.1|DPER
OG0004126	LOC6032253|XP_038121019.1|CQUI	LOC6594969|XP_026841149.1|DPER
OG0004127	LOC119769827|XP_038119446.1|CQUI	LOC6589021|XP_002014440.1|DPER
OG0004128	LOC6035003|XP_001845248.2|CQUI	LOC6591557|XP_002017106.1|DPER
OG0004129	LOC6035017|XP_038119404.1|CQUI	LOC6592300|XP_026842422.1|DPER
OG0004130	LOC6048694|XP_038118319.1|CQUI	LOC6597322|XP_002022510.1|DPER
OG0004131	LOC6038151|XP_001847985.2|CQUI	LOC6594174|XP_002019444.2|DPER
OG0004132	LOC6038147|XP_038116639.1|CQUI	LOC6602843|XP_002027811.2|DPER
OG0004133	LOC6043883|XP_001861472.1|CQUI	LOC6595437|XP_002020858.1|DPER
OG0004134	LOC6043890|XP_038116402.1|CQUI	LOC6591337|XP_026850490.1|DPER
OG0004135	LOC6049547|XP_038120776.1|CQUI	LOC6594649|XP_026850398.1|DPER
OG0004136	LOC6041234|XP_038116026.1|CQUI	LOC6592021|XP_026850917.1|DPER
OG0004137	LOC6041206|XP_001850500.2|CQUI	LOC6592785|XP_002018436.1|DPER
OG0004138	LOC6041198|XP_001850492.1|CQUI	LOC6599765|XP_002024885.1|DPER
OG0004139	LOC6041197|XP_001850491.2|CQUI	LOC6598566|XP_026846360.1|DPER
OG0004140	LOC6049603|XP_038121325.1|CQUI	LOC6599985|XP_026849184.1|DPER
OG0004141	LOC6050607|XP_038121998.1|CQUI	LOC6593115|XP_026841062.1|DPER
OG0004142	LOC119769965|XP_038119821.1|CQUI	LOC6602567|XP_002027601.1|DPER
OG0004143	LOC6047728|XP_001864747.2|CQUI	LOC6598702|XP_002023881.1|DPER
OG0004144	LOC6052571|XP_038119946.1|CQUI	LOC6589710|XP_002014460.1|DPER
OG0004145	LOC6052241|XP_001868539.2|CQUI	LOC6599656|XP_002024583.1|DPER
OG0004146	LOC6052243|XP_038116152.1|CQUI	LOC6592101|XP_026840198.1|DPER
OG0004147	LOC119769801|XP_038119380.1|CQUI	LOC6589220|XP_002014445.1|DPER
OG0004148	LOC6049617|XP_038115589.1|CQUI	LOC113564872|XP_026850982.1|DPER
OG0004149	LOC119768692|XP_038115202.1|CQUI	LOC6591423|XP_026849343.1|DPER
OG0004150	LOC6045145|XP_001862545.1|CQUI	LOC6591773|XP_002017134.1|DPER
OG0004151	LOC6050764|XP_038117838.1|CQUI	LOC6588631|XP_002013180.2|DPER
OG0004152	LOC6042039|XP_038119959.1|CQUI	LOC6591404|XP_026840109.1|DPER
OG0004153	LOC6049383|XP_001866158.2|CQUI	LOC6591038|XP_002016630.1|DPER
OG0004154	LOC6049389|XP_038116134.1|CQUI	LOC6599719|XP_002024904.1|DPER
OG0004155	LOC6036924|XP_001846901.2|CQUI	LOC6591630|XP_002017197.1|DPER
OG0004156	LOC6036926|XP_001846898.2|CQUI	LOC6591622|XP_026847742.1|DPER
OG0004157	LOC6053540|XP_001869607.2|CQUI	LOC6597449|XP_026846452.1|DPER
OG0004158	LOC6046282|XP_038121893.1|CQUI	LOC6603281|XP_002028257.2|DPER
OG0004159	LOC6046284|XP_001863510.2|CQUI	LOC6591883|XP_002017081.1|DPER
OG0004160	LOC6046285|XP_001863511.2|CQUI	LOC6595863|XP_026845233.1|DPER
OG0004161	LOC6039822|XP_038117664.1|CQUI	LOC6594019|XP_026850384.1|DPER
OG0004162	LOC6039811|XP_038121742.1|CQUI	LOC6592149|XP_002017285.1|DPER
OG0004163	LOC119770783|XP_038122198.1|CQUI	LOC6594149|XP_026850658.1|DPER
OG0004164	LOC6049252|XP_038116717.1|CQUI	LOC6591975|XP_026851260.1|DPER
OG0004165	LOC6050142|XP_038120929.1|CQUI	LOC6592726|XP_026842051.1|DPER
OG0004166	LOC6051606|XP_001868025.2|CQUI	LOC6590496|XP_026841692.1|DPER
OG0004167	LOC6051959|XP_001868300.2|CQUI	LOC6588647|XP_002013142.1|DPER
OG0004168	LOC6043764|XP_038116584.1|CQUI	LOC6595194|XP_002020229.1|DPER
OG0004169	LOC6043781|XP_001861382.2|CQUI	LOC6597539|XP_026849298.1|DPER
OG0004171	LOC6045790|XP_038118640.1|CQUI	LOC6597505|XP_002022653.1|DPER
OG0004172	LOC6048628|XP_038116374.1|CQUI	LOC6599354|XP_002024477.2|DPER
OG0004173	LOC6039717|XP_001849271.2|CQUI	LOC6590701|XP_002016059.1|DPER
OG0004174	LOC6039714|XP_038118028.1|CQUI	LOC6592759|XP_026841006.1|DPER
OG0004175	LOC6039706|XP_001849262.2|CQUI	LOC6590419|XP_002016432.1|DPER
OG0004176	LOC6039685|XP_001849250.2|CQUI	LOC6601207|XP_002026303.1|DPER
OG0004177	LOC6042974|XP_038122228.1|CQUI	LOC6591620|XP_026840921.1|DPER
OG0004178	LOC6042957|XP_038115866.1|CQUI	LOC6594471|XP_026850691.1|DPER
OG0004179	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI	LOC6596889|XP_002022104.1|DPER
OG0004180	LOC6032526|XP_038116286.1|CQUI	LOC6594644|XP_026850412.1|DPER
OG0004181	LOC6032550|XP_001843129.2|CQUI	LOC6587766|XP_002013686.1|DPER
OG0004182	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI	LOC6596154|XP_026845356.1|DPER
OG0004183	LOC6050274|XP_038118401.1|CQUI	LOC6596153|XP_002021165.1|DPER
OG0004184	LOC6042562|XP_038118462.1|CQUI	LOC6601878|XP_002026927.1|DPER
OG0004185	LOC6042561|XP_038116122.1|CQUI	LOC6602260|XP_026843391.1|DPER
OG0004186	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI	LOC6598375|XP_002023400.1|DPER
OG0004187	LOC6042546|XP_001852007.2|CQUI	LOC6591393|XP_002017363.1|DPER
OG0004188	LOC6047146|XP_038116604.1|CQUI	LOC6594454|XP_002019705.1|DPER
OG0004189	LOC6047145|XP_001864241.2|CQUI	LOC6594456|XP_002019707.1|DPER
OG0004190	LOC6047140|XP_038117805.1|CQUI	LOC6594197|XP_002019505.1|DPER
OG0004191	LOC6054662|XP_038120423.1|CQUI	LOC6594194|XP_002019502.2|DPER
OG0004192	LOC6046833|XP_038115947.1|CQUI	LOC6594046|XP_026850302.1|DPER
OG0004193	LOC6046831|XP_038118385.1|CQUI	LOC6599245|XP_026848309.1|DPER
OG0004194	LOC6039515|XP_038118045.1|CQUI	LOC6594180|XP_002019811.1|DPER
OG0004195	LOC6039504|XP_038114738.1|CQUI	LOC6600207|XP_002025307.1|DPER
OG0004196	LOC6039502|XP_038114594.1|CQUI	LOC6587470|XP_002013655.1|DPER
OG0004197	LOC6039495|XP_038120453.1|CQUI	LOC6594544|XP_002019374.1|DPER
OG0004198	LOC6043432|XP_001859032.1|CQUI	LOC6591627|XP_002017194.1|DPER
OG0004199	LOC6044522|XP_038118488.1|CQUI	LOC6591942|XP_002017309.1|DPER
OG0004200	LOC6044504|XP_038119127.1|CQUI	LOC6592725|XP_002018092.1|DPER
OG0004201	LOC6044505|XP_001862015.2|CQUI	LOC6587431|XP_002013037.1|DPER
OG0004202	LOC6045560|XP_001862905.2|CQUI	LOC6587697|XP_002012755.1|DPER
OG0004203	LOC6045565|XP_038122062.1|CQUI	LOC6594173|XP_002019443.1|DPER
OG0004204	LOC6042292|XP_001851428.2|CQUI	LOC6602357|XP_002027436.1|DPER
OG0004205	LOC6042269|XP_001851406.2|CQUI	LOC6596996|XP_002022243.2|DPER
OG0004206	LOC6042264|XP_038118456.1|CQUI	LOC6594412|XP_002019676.1|DPER
OG0004207	LOC6048488|XP_038119424.1|CQUI	LOC6594413|XP_002019677.1|DPER
OG0004208	LOC6044293|XP_001861824.2|CQUI	LOC6594125|XP_026842880.1|DPER
OG0004209	LOC6046906|XP_038121587.1|CQUI	LOC6595273|XP_026850017.1|DPER
OG0004210	LOC6050401|XP_038114801.1|CQUI	LOC6598798|XP_002023909.1|DPER
OG0004211	LOC6046398|XP_038114799.1|CQUI	LOC6589152|XP_002014759.1|DPER
OG0004212	LOC6037572|XP_038118010.1|CQUI	LOC6592147|XP_002017283.1|DPER
OG0004213	LOC6037556|XP_001847454.1|CQUI	LOC6594283|XP_002019609.2|DPER
OG0004214	LOC6042261|XP_001851399.1|CQUI	LOC6600815|XP_002025882.1|DPER
OG0004215	LOC6039223|XP_038118519.1|CQUI	LOC6601561|XP_026842008.1|DPER
OG0004216	LOC6032731|XP_038119817.1|CQUI	LOC6601974|XP_026849616.1|DPER
OG0004217	LOC6032732|XP_038116049.1|CQUI	LOC6600334|XP_002025343.2|DPER
OG0004218	LOC6032753|XP_001843296.2|CQUI	LOC6597565|XP_002022782.1|DPER
OG0004219	LOC6033837|XP_001844230.1|CQUI	LOC6594559|XP_002019578.1|DPER
OG0004220	LOC6033834|XP_038116220.1|CQUI	LOC6591900|XP_026840390.1|DPER
OG0004221	LOC6037780|XP_001847658.2|CQUI	LOC6594543|XP_002019373.1|DPER
OG0004222	LOC6037772|XP_001847651.2|CQUI	LOC6591871|XP_026851159.1|DPER
OG0004223	LOC6037769|XP_038115679.1|CQUI	LOC6591874|XP_026851151.1|DPER
OG0004224	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI	LOC6592051|XP_002017164.1|DPER
OG0004225	LOC6037761|XP_001847641.1|CQUI	LOC6598570|XP_002023633.2|DPER
OG0004226	LOC6040838|XP_038122184.1|CQUI	LOC6592028|XP_026850988.1|DPER
OG0004227	LOC6040828|XP_038115079.1|CQUI	LOC6594176|XP_026850517.1|DPER
OG0004228	LOC6040819|XP_001850159.1|CQUI	LOC6594175|XP_002019445.1|DPER
OG0004230	LOC6035833|XP_038117826.1|CQUI	LOC6599120|XP_026849266.1|DPER
OG0004231	LOC6035821|XP_038115161.1|CQUI	LOC6601887|XP_002026936.2|DPER
OG0004232	LOC6035819|XP_038115166.1|CQUI	LOC6601891|XP_026849388.1|DPER
OG0004233	LOC6035818|XP_001845940.1|CQUI	LOC6601892|XP_026849386.1|DPER
OG0004234	LOC6035805|XP_038120038.1|CQUI	LOC6601900|XP_002026949.2|DPER
OG0004235	LOC6035802|XP_001845925.2|CQUI	LOC6599945|XP_002025135.2|DPER
OG0004236	LOC6042760|XP_038118906.1|CQUI	LOC6594184|XP_002019815.1|DPER
OG0004237	LOC6038979|XP_038118373.1|CQUI	LOC6594119|XP_026851013.1|DPER
OG0004238	LOC6038963|XP_038120804.1|CQUI	LOC6594245|XP_002019775.1|DPER
OG0004239	LOC6038962|XP_001848651.2|CQUI	LOC6594536|XP_026845705.1|DPER
OG0004240	LOC6038956|XP_038120799.1|CQUI	LOC6591814|XP_002017235.1|DPER
OG0004241	LOC6038950|XP_001848641.1|CQUI	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC6038947|XP_001848639.2|CQUI	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC6038944|XP_001848636.2|CQUI	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC6038941|XP_038120810.1|CQUI	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC6038940|XP_001848634.1|CQUI	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC6033996|XP_038119643.1|CQUI	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC6034001|XP_001844388.2|CQUI	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC6034005|XP_038118714.1|CQUI	LOC6593241|XP_002018362.1|DPER
