Orthogroup	CQUI.longest_only	DSAN.longest_only
OG0004879	LOC6031116|XP_038118149.1|CQUI	LOC120446796|XP_039483886.1|DSAN
OG0004880	LOC6031119|XP_001841964.1|CQUI	LOC120448307|XP_039486185.1|DSAN
OG0004881	LOC6031120|XP_001841965.2|CQUI	LOC120447809|XP_039485319.1|DSAN
OG0004882	LOC6031127|XP_038121858.1|CQUI	LOC120449193|XP_039487480.1|DSAN
OG0004883	LOC6031128|XP_038121855.1|CQUI	LOC120450160|XP_039488938.1|DSAN
OG0004884	LOC6031153|XP_038122195.1|CQUI	LOC120447049|XP_039484352.1|DSAN
OG0004885	LOC6031160|XP_038122027.1|CQUI	LOC120444955|XP_039480899.1|DSAN
OG0004886	LOC6031164|XP_001842007.1|CQUI	LOC120444573|XP_039480267.1|DSAN
OG0004887	LOC6031165|XP_038121190.1|CQUI	LOC120446232|XP_039483036.1|DSAN
OG0004888	LOC6031166|XP_038114576.1|CQUI	LOC120445903|XP_039482489.1|DSAN
OG0004889	LOC6030975|XP_001841829.2|CQUI	LOC120450349|XP_039489279.1|DSAN
OG0004890	LOC6030973|XP_038121809.1|CQUI	LOC120444491|XP_039480131.1|DSAN
OG0004891	LOC6030968|XP_038121630.1|CQUI	LOC120456725|XP_039499642.1|DSAN
OG0004892	LOC6031064|XP_038119798.1|CQUI	LOC120446399|XP_039483268.1|DSAN
OG0004893	LOC6043930|XP_001861513.1|CQUI	LOC120444958|XP_039480907.1|DSAN
OG0004894	LOC6043927|XP_001861510.2|CQUI	LOC120445102|XP_039481178.1|DSAN
OG0004895	LOC6045536|XP_001862891.2|CQUI	LOC120445673|XP_039482158.1|DSAN
OG0004896	LOC6051435|XP_038120460.1|CQUI	LOC120445358|XP_039481637.1|DSAN
OG0004897	LOC6041058|XP_038117480.1|CQUI	LOC120445771|XP_039482303.1|DSAN
OG0004898	LOC6041018|XP_038114929.1|CQUI	LOC120450790|XP_039489927.1|DSAN
OG0004899	LOC6031099|XP_038121429.1|CQUI	LOC120457813|XP_039501244.1|DSAN
OG0004900	LOC6054043|XP_038116191.1|CQUI	LOC120449825|XP_039488410.1|DSAN
OG0004901	LOC6043919|XP_001861504.2|CQUI	LOC120450497|XP_039489520.1|DSAN
OG0004902	LOC6043923|XP_038118580.1|CQUI	LOC120448151|XP_039485919.1|DSAN
OG0004903	LOC6052661|XP_038118295.1|CQUI	LOC120446283|XP_039483105.1|DSAN
OG0004904	LOC6046849|XP_001863984.1|CQUI	LOC120451781|XP_039491664.1|DSAN
OG0004905	LOC6046852|XP_038118359.1|CQUI	LOC120446817|XP_039483924.1|DSAN
OG0004906	LOC6030986|XP_001841839.2|CQUI	LOC120448259|XP_039486110.1|DSAN
OG0004907	LOC6040644|XP_001850009.2|CQUI	LOC120449486|XP_039487897.1|DSAN
OG0004908	LOC6043377|XP_038116517.1|CQUI	LOC120448916|XP_039487073.1|DSAN
OG0004909	LOC6049586|XP_038115882.1|CQUI	LOC120448402|XP_039486326.1|DSAN
OG0004910	LOC6039568|XP_001849162.2|CQUI	LOC120448400|XP_039486324.1|DSAN
OG0004911	LOC6039557|XP_038118886.1|CQUI	LOC120448224|XP_039486053.1|DSAN
OG0004912	LOC6053801|XP_038120512.1|CQUI	LOC120448261|XP_039486113.1|DSAN
OG0004913	LOC6052188|XP_001868490.1|CQUI	LOC120444413|XP_039479972.1|DSAN
OG0004914	LOC6043324|XP_038116587.1|CQUI	LOC120444410|XP_039479966.1|DSAN
OG0004915	LOC6043331|XP_001858490.1|CQUI	LOC120445837|XP_039482392.1|DSAN
OG0004916	LOC6043338|XP_038118846.1|CQUI	LOC120446078|XP_039482792.1|DSAN
OG0004917	LOC6053707|XP_001867574.2|CQUI	LOC120447532|XP_039484903.1|DSAN
OG0004918	LOC6053706|XP_038117721.1|CQUI	LOC120447531|XP_039484900.1|DSAN
OG0004919	LOC6053382|XP_038119032.1|CQUI	LOC120454622|XP_039496024.1|DSAN
OG0004920	LOC6050541|XP_038120184.1|CQUI	LOC120447969|XP_039485594.1|DSAN
OG0004921	LOC6047306|XP_038116264.1|CQUI	LOC120447564|XP_039484954.1|DSAN
OG0004922	LOC6043699|XP_038117260.1|CQUI	LOC120448221|XP_039486045.1|DSAN
OG0004923	LOC6047329|XP_001864405.2|CQUI	LOC120447558|XP_039484946.1|DSAN
OG0004924	LOC6049786|XP_001866493.2|CQUI	LOC120449270|XP_039487587.1|DSAN
OG0004925	LOC6054018|XP_038121726.1|CQUI	LOC120449720|XP_039488280.1|DSAN
OG0004926	LOC6050503|XP_038119835.1|CQUI	LOC120449984|XP_039488626.1|DSAN
OG0004927	LOC6040746|XP_038119907.1|CQUI	LOC120450464|XP_039489423.1|DSAN
OG0004928	LOC6035292|XP_038117794.1|CQUI	LOC120444387|XP_039479929.1|DSAN
OG0004929	LOC6035309|XP_038118096.1|CQUI	LOC120448181|XP_039485965.1|DSAN
OG0004930	LOC6041606|XP_038119499.1|CQUI	LOC120444660|XP_039480436.1|DSAN
OG0004931	LOC6049358|XP_001866123.2|CQUI	LOC120444417|XP_039479978.1|DSAN
OG0004932	LOC6049348|XP_001866127.2|CQUI	LOC120447983|XP_039485612.1|DSAN
OG0004933	LOC6049349|XP_001866128.1|CQUI	LOC120446111|XP_039482839.1|DSAN
OG0004934	LOC6049350|XP_001866129.2|CQUI	LOC120444885|XP_039480802.1|DSAN
OG0004935	LOC6047852|XP_001864855.2|CQUI	LOC120444392|XP_039479948.1|DSAN
OG0004936	LOC6030990|XP_038115490.1|CQUI	LOC120449024|XP_039487239.1|DSAN
OG0004937	LOC6030983|XP_001841836.2|CQUI	LOC120449267|XP_039487583.1|DSAN
OG0004938	LOC119771269|XP_038123052.1|CQUI, LOC6031028|XP_001841880.1|CQUI	LOC120448063|XP_039485762.1|DSAN
OG0004939	LOC6031030|XP_038120410.1|CQUI	LOC120448470|XP_039486428.1|DSAN
OG0004940	LOC6031035|XP_038117384.1|CQUI	LOC120448841|XP_039486976.1|DSAN
OG0004941	LOC6031042|XP_038114824.1|CQUI	LOC120448242|XP_039486081.1|DSAN
OG0004942	LOC6031047|XP_038117859.1|CQUI	LOC120448227|XP_039486057.1|DSAN
OG0004943	LOC6031049|XP_001841898.1|CQUI	LOC120448328|XP_039486214.1|DSAN
OG0004944	LOC6031063|XP_038122012.1|CQUI	LOC120449302|XP_039487628.1|DSAN
OG0004945	LOC6034091|XP_001844459.1|CQUI	LOC120458111|XP_039501575.1|DSAN
OG0004946	LOC6031006|XP_038120661.1|CQUI	LOC120448138|XP_039485889.1|DSAN
OG0004947	LOC6030999|XP_038118718.1|CQUI	LOC120450425|XP_039489367.1|DSAN
OG0004948	LOC6042818|XP_001870816.2|CQUI	LOC120449683|XP_039488233.1|DSAN
OG0004949	LOC6042820|XP_038120566.1|CQUI	LOC120449931|XP_039488562.1|DSAN
OG0004950	LOC6042821|XP_038119055.1|CQUI	LOC120450302|XP_039489174.1|DSAN
OG0004951	LOC6042824|XP_038116571.1|CQUI	LOC120450795|XP_039489894.1|DSAN
OG0004952	LOC6042826|XP_001870823.1|CQUI	LOC120447896|XP_039485472.1|DSAN
OG0004953	LOC6042828|XP_001870825.1|CQUI	LOC120448966|XP_039487159.1|DSAN
OG0004954	LOC6044579|XP_001862072.2|CQUI	LOC120449352|XP_039487696.1|DSAN
OG0004955	LOC6039263|XP_001848898.2|CQUI	LOC120450373|XP_039489295.1|DSAN
OG0004956	LOC6039267|XP_038115125.1|CQUI	LOC120458550|XP_039502165.1|DSAN
OG0004957	LOC6044083|XP_038114695.1|CQUI	LOC120447565|XP_039484957.1|DSAN
OG0004958	LOC6044069|XP_038116052.1|CQUI	LOC120448413|XP_039486344.1|DSAN
OG0004959	LOC6044062|XP_038121183.1|CQUI	LOC120447792|XP_039485286.1|DSAN
OG0004960	LOC6044067|XP_038122351.1|CQUI	LOC120447790|XP_039485282.1|DSAN
OG0004961	LOC6044063|XP_001861634.2|CQUI	LOC120443711|XP_039478890.1|DSAN
OG0004962	LOC6044088|XP_001861631.1|CQUI	LOC120448695|XP_039486783.1|DSAN
OG0004963	LOC119768573|XP_038114513.1|CQUI	LOC120450566|XP_039489610.1|DSAN
OG0004964	LOC6051406|XP_038117934.1|CQUI	LOC120450558|XP_039489600.1|DSAN
OG0004965	LOC6045672|XP_001862990.1|CQUI	LOC120447607|XP_039485014.1|DSAN
OG0004966	LOC119769641|XP_038118806.1|CQUI	LOC120447606|XP_039485011.1|DSAN
OG0004967	LOC6047369|XP_001864441.1|CQUI	LOC120444875|XP_039480794.1|DSAN
OG0004968	LOC119769240|XP_038117101.1|CQUI	LOC120449223|XP_039487529.1|DSAN
OG0004969	LOC6053218|XP_038121462.1|CQUI	LOC120446624|XP_039483618.1|DSAN
OG0004970	LOC6053219|XP_038121463.1|CQUI	LOC120449753|XP_039488321.1|DSAN
OG0004971	LOC6038838|XP_038121464.1|CQUI	LOC120449000|XP_039487202.1|DSAN
OG0004972	LOC119770493|XP_038121416.1|CQUI, LOC119769771|XP_038119276.1|CQUI	LOC120450277|XP_039489127.1|DSAN
OG0004973	LOC6038820|XP_001848537.1|CQUI	LOC120449317|XP_039487647.1|DSAN
OG0004974	LOC6038807|XP_038117097.1|CQUI	LOC120448739|XP_039486853.1|DSAN
OG0004975	LOC6047332|XP_001864408.1|CQUI	LOC120447559|XP_039484947.1|DSAN
OG0004976	LOC6047334|XP_038120001.1|CQUI	LOC120449697|XP_039488247.1|DSAN
OG0004977	LOC6038664|XP_001848421.2|CQUI	LOC120445428|XP_039481789.1|DSAN
OG0004978	LOC6043644|XP_038118720.1|CQUI	LOC120447019|XP_039484272.1|DSAN
OG0004979	LOC6040580|XP_038119611.1|CQUI	LOC120449469|XP_039487875.1|DSAN
OG0004980	LOC6044646|XP_038121367.1|CQUI	LOC120448748|XP_039486862.1|DSAN
OG0004981	LOC6030984|XP_001841837.2|CQUI	LOC120449784|XP_039488359.1|DSAN
OG0004982	LOC6030985|XP_001841838.2|CQUI	LOC120448343|XP_039486239.1|DSAN
OG0004983	LOC6030977|XP_001841831.2|CQUI	LOC120447964|XP_039485589.1|DSAN
OG0004984	LOC6042840|XP_001870836.1|CQUI	LOC120448712|XP_039486808.1|DSAN
OG0004985	LOC6039545|XP_038118683.1|CQUI	LOC120450413|XP_039489354.1|DSAN
OG0004986	LOC6039551|XP_038120315.1|CQUI	LOC120448939|XP_039487117.1|DSAN
OG0004987	LOC6039550|XP_038119871.1|CQUI	LOC120450514|XP_039489521.1|DSAN
OG0004988	LOC6039548|XP_038121779.1|CQUI	LOC120450414|XP_039489356.1|DSAN
OG0004989	LOC6039553|XP_001849150.2|CQUI	LOC120449051|XP_039487277.1|DSAN
OG0004990	LOC6048516|XP_038118480.1|CQUI	LOC120445985|XP_039482652.1|DSAN
OG0004991	LOC6050162|XP_038114619.1|CQUI	LOC120446929|XP_039484114.1|DSAN
OG0004992	LOC119770788|XP_038122210.1|CQUI	LOC120446940|XP_039484124.1|DSAN
OG0004994	LOC6048750|XP_038120756.1|CQUI	LOC120450044|XP_039488731.1|DSAN
OG0004995	LOC6053538|XP_038122203.1|CQUI	LOC120450339|XP_039489242.1|DSAN
OG0004996	LOC6040205|XP_038115200.1|CQUI	LOC120449451|XP_039487857.1|DSAN
OG0004997	LOC6047338|XP_038120638.1|CQUI	LOC120445362|XP_039481667.1|DSAN
OG0004998	LOC6042306|XP_038120682.1|CQUI	LOC120447059|XP_039484382.1|DSAN
OG0004999	LOC6042305|XP_001851441.2|CQUI	LOC120449227|XP_039487532.1|DSAN
OG0005000	LOC6042316|XP_001851449.1|CQUI	LOC120444520|XP_039480197.1|DSAN
OG0005001	LOC6042318|XP_038117643.1|CQUI	LOC120448366|XP_039486268.1|DSAN
OG0005002	LOC6036305|XP_001846371.1|CQUI	LOC120451804|XP_039491691.1|DSAN
OG0005003	LOC6039421|XP_001849033.1|CQUI	LOC120448199|XP_039485999.1|DSAN
OG0005004	LOC6039420|XP_038117210.1|CQUI	LOC120448039|XP_039485716.1|DSAN
OG0005005	LOC6050235|XP_038121592.1|CQUI	LOC120447808|XP_039485318.1|DSAN
OG0005006	LOC6048924|XP_038118322.1|CQUI	LOC120448871|XP_039487017.1|DSAN
OG0005007	LOC6050230|XP_038118701.1|CQUI	LOC120448226|XP_039486055.1|DSAN
OG0005008	LOC6050233|XP_038117209.1|CQUI	LOC120449525|XP_039487971.1|DSAN
OG0005009	LOC6050239|XP_001866878.2|CQUI	LOC120449588|XP_039488085.1|DSAN
OG0005010	LOC6037314|XP_001847240.1|CQUI	LOC120448395|XP_039486317.1|DSAN
OG0005011	LOC6037315|XP_038115551.1|CQUI	LOC120446311|XP_039483160.1|DSAN
OG0005012	LOC6052708|XP_001868935.2|CQUI	LOC120449393|XP_039487770.1|DSAN
OG0005013	LOC6044826|XP_038117755.1|CQUI	LOC120453320|XP_039493911.1|DSAN
OG0005014	LOC6044836|XP_001862283.1|CQUI	LOC120449296|XP_039487620.1|DSAN
OG0005015	LOC6051592|XP_001868010.2|CQUI	LOC120450545|XP_039489582.1|DSAN
OG0005016	LOC6038609|XP_038118944.1|CQUI	LOC120449523|XP_039487969.1|DSAN
OG0005017	LOC6037297|XP_038114771.1|CQUI	LOC120447446|XP_039484737.1|DSAN
OG0005018	LOC6037303|XP_001847229.2|CQUI	LOC120447667|XP_039485118.1|DSAN
OG0005019	LOC6037304|XP_001847230.1|CQUI	LOC120447540|XP_039484920.1|DSAN
OG0005020	LOC6050486|XP_038120893.1|CQUI	LOC120458641|XP_039502303.1|DSAN
OG0005021	LOC6036268|XP_038119928.1|CQUI	LOC120444606|XP_039480319.1|DSAN
OG0005022	LOC6036263|XP_001846330.2|CQUI	LOC120450416|XP_039489359.1|DSAN
OG0005023	LOC6036264|XP_038115842.1|CQUI	LOC120458605|XP_039502244.1|DSAN
OG0005024	LOC6036261|XP_001846328.2|CQUI	LOC120448223|XP_039486052.1|DSAN
OG0005025	LOC6036240|XP_001846309.2|CQUI	LOC120448238|XP_039486076.1|DSAN
OG0005026	LOC6036244|XP_038121384.1|CQUI	LOC120448370|XP_039486273.1|DSAN
OG0005027	LOC6036233|XP_038121295.1|CQUI	LOC120449077|XP_039487313.1|DSAN
OG0005028	LOC6045930|XP_001863207.2|CQUI	LOC120452285|XP_039492351.1|DSAN
OG0005029	LOC6045920|XP_001863201.2|CQUI	LOC120450527|XP_039489548.1|DSAN
OG0005030	LOC6040216|XP_038119880.1|CQUI	LOC120450366|XP_039489284.1|DSAN
OG0005031	LOC6040213|XP_038117752.1|CQUI	LOC120448184|XP_039485973.1|DSAN
OG0005032	LOC6039452|XP_038117304.1|CQUI	LOC120448248|XP_039486092.1|DSAN
OG0005033	LOC6039439|XP_038117909.1|CQUI	LOC120447945|XP_039485557.1|DSAN
OG0005034	LOC6045462|XP_038119624.1|CQUI	LOC120448804|XP_039486929.1|DSAN
OG0005035	LOC6049109|XP_001865920.2|CQUI	LOC120448249|XP_039486093.1|DSAN
OG0005036	LOC6049110|XP_001865922.2|CQUI	LOC120450097|XP_039488825.1|DSAN
OG0005037	LOC6049111|XP_038120273.1|CQUI	LOC120449974|XP_039488615.1|DSAN
OG0005038	LOC6041092|XP_038116136.1|CQUI	LOC120447543|XP_039484923.1|DSAN
OG0005039	LOC6041078|XP_038119620.1|CQUI	LOC120444104|XP_039479566.1|DSAN
OG0005040	LOC6041089|XP_038118648.1|CQUI	LOC120449341|XP_039487681.1|DSAN
OG0005041	LOC6043984|XP_038121891.1|CQUI	LOC120448696|XP_039486784.1|DSAN
OG0005042	LOC6043982|XP_038121313.1|CQUI	LOC120449685|XP_039488235.1|DSAN
OG0005043	LOC6043975|XP_001861555.2|CQUI	LOC120445071|XP_039481132.1|DSAN
OG0005044	LOC6043973|XP_038118148.1|CQUI	LOC120445059|XP_039481118.1|DSAN
OG0005045	LOC6043971|XP_001861551.1|CQUI	LOC120445066|XP_039481126.1|DSAN
OG0005046	LOC6043966|XP_001861546.1|CQUI	LOC120444911|XP_039480837.1|DSAN
OG0005047	LOC119769670|XP_038118910.1|CQUI, LOC6047386|XP_038118871.1|CQUI	LOC120449149|XP_039487418.1|DSAN
OG0005048	LOC6043964|XP_038119506.1|CQUI	LOC120449349|XP_039487694.1|DSAN
OG0005049	LOC119768748|XP_038115634.1|CQUI	LOC120448247|XP_039486090.1|DSAN
OG0005050	LOC6050302|XP_038115618.1|CQUI	LOC120444972|XP_039480926.1|DSAN
OG0005051	LOC6050157|XP_001866807.2|CQUI	LOC120450633|XP_039489716.1|DSAN
OG0005052	LOC6050152|XP_038115639.1|CQUI	LOC120450635|XP_039489719.1|DSAN
OG0005053	LOC6036573|XP_001846610.2|CQUI	LOC120444388|XP_039479941.1|DSAN
OG0005057	LOC6041258|XP_038116376.1|CQUI	LOC120448081|XP_039485790.1|DSAN
OG0005058	LOC6041261|XP_038117457.1|CQUI	LOC120450058|XP_039488762.1|DSAN
OG0005059	LOC6044170|XP_038122016.1|CQUI	LOC120445207|XP_039481390.1|DSAN
OG0005060	LOC6044171|XP_038115936.1|CQUI	LOC120444685|XP_039480482.1|DSAN
OG0005061	LOC6049748|XP_001866458.2|CQUI	LOC120444005|XP_039479419.1|DSAN
OG0005062	LOC6051819|XP_038121089.1|CQUI	LOC120445945|XP_039482556.1|DSAN
OG0005064	LOC6037286|XP_001847212.2|CQUI	LOC120450582|XP_039489635.1|DSAN
OG0005065	LOC6048327|XP_038118967.1|CQUI	LOC120450642|XP_039489730.1|DSAN
OG0005067	LOC6037144|XP_038120186.1|CQUI	LOC120446163|XP_039482928.1|DSAN
OG0005068	LOC6037049|XP_001847010.1|CQUI	LOC120449328|XP_039487661.1|DSAN
OG0005069	LOC6037041|XP_038115812.1|CQUI	LOC120444132|XP_039479630.1|DSAN
OG0005070	LOC6047528|XP_038121907.1|CQUI	LOC120444643|XP_039480402.1|DSAN
OG0005071	LOC6054513|XP_038114831.1|CQUI	LOC120449524|XP_039487970.1|DSAN
OG0005072	LOC6036533|XP_001846578.2|CQUI	LOC120455107|XP_039496927.1|DSAN
OG0005073	LOC6036535|XP_038121266.1|CQUI	LOC120445916|XP_039482508.1|DSAN
OG0005074	LOC6036544|XP_038121792.1|CQUI	LOC120450242|XP_039489057.1|DSAN
OG0005075	LOC6036276|XP_038117547.1|CQUI	LOC120446348|XP_039483209.1|DSAN
OG0005076	LOC6036274|XP_038117548.1|CQUI	LOC120457793|XP_039501224.1|DSAN
OG0005078	LOC6031918|XP_038114633.1|CQUI	LOC120448322|XP_039486204.1|DSAN
OG0005079	LOC6036188|XP_038116591.1|CQUI	LOC120447011|XP_039484260.1|DSAN
OG0005080	LOC6033569|XP_001843998.2|CQUI	LOC120447804|XP_039485309.1|DSAN
OG0005081	LOC6033555|XP_038119394.1|CQUI	LOC120458939|XP_039502728.1|DSAN
OG0005082	LOC6033536|XP_038122025.1|CQUI	LOC120449324|XP_039487655.1|DSAN
OG0005083	LOC6033535|XP_001843970.2|CQUI	LOC120458335|XP_039501886.1|DSAN
OG0005084	LOC6038416|XP_038122250.1|CQUI	LOC120447664|XP_039485115.1|DSAN
OG0005085	LOC6038412|XP_038120978.1|CQUI	LOC120448097|XP_039485834.1|DSAN
OG0005086	LOC6038411|XP_038118992.1|CQUI	LOC120454809|XP_039496239.1|DSAN
OG0005087	LOC6038405|XP_038114899.1|CQUI	LOC120447821|XP_039485332.1|DSAN
OG0005088	LOC6038385|XP_038121178.1|CQUI	LOC120457810|XP_039501241.1|DSAN
OG0005089	LOC6038260|XP_038118216.1|CQUI	LOC120457808|XP_039501238.1|DSAN
OG0005090	LOC6051933|XP_038110339.1|CQUI	LOC120444817|XP_039480707.1|DSAN
OG0005091	LOC6038240|XP_038118214.1|CQUI	LOC120445758|XP_039482273.1|DSAN
OG0005092	LOC6038873|XP_001848572.2|CQUI	LOC120449765|XP_039488337.1|DSAN
OG0005093	LOC6038875|XP_038122071.1|CQUI	LOC120450544|XP_039489580.1|DSAN
OG0005094	LOC6040611|XP_038115659.1|CQUI	LOC120447470|XP_039484791.1|DSAN
OG0005095	LOC6040617|XP_038115780.1|CQUI	LOC120444436|XP_039480024.1|DSAN
OG0005096	LOC6040626|XP_001849994.1|CQUI	LOC120452837|XP_039493201.1|DSAN
OG0005097	LOC6036430|XP_038119003.1|CQUI	LOC120444566|XP_039480256.1|DSAN
OG0005098	LOC6036428|XP_038118364.1|CQUI	LOC120444501|XP_039480147.1|DSAN
OG0005099	LOC6036413|XP_038119504.1|CQUI	LOC120445167|XP_039481280.1|DSAN
OG0005100	LOC6036412|XP_001846465.2|CQUI	LOC120445165|XP_039481277.1|DSAN
OG0005101	LOC6036404|XP_001846457.1|CQUI	LOC120451506|XP_039491194.1|DSAN
OG0005102	LOC6035467|XP_038118332.1|CQUI	LOC120445041|XP_039481065.1|DSAN
OG0005103	LOC6035478|XP_001845662.2|CQUI	LOC120444662|XP_039480438.1|DSAN
OG0005104	LOC6050895|XP_001867416.1|CQUI	LOC120444013|XP_039479430.1|DSAN
OG0005105	LOC6042843|XP_001853591.2|CQUI	LOC120448843|XP_039486982.1|DSAN
OG0005106	LOC6041987|XP_038117711.1|CQUI	LOC120449557|XP_039488022.1|DSAN
OG0005107	LOC6041984|XP_038114808.1|CQUI	LOC120447566|XP_039484958.1|DSAN
OG0005108	LOC6041972|XP_001851147.2|CQUI	LOC120447045|XP_039484342.1|DSAN
OG0005109	LOC6049627|XP_038120187.1|CQUI	LOC120455408|XP_039497483.1|DSAN
OG0005110	LOC6041010|XP_001850325.2|CQUI	LOC120449865|XP_039488459.1|DSAN
OG0005111	LOC6040982|XP_001850303.2|CQUI	LOC120450037|XP_039488724.1|DSAN
OG0005112	LOC6040981|XP_001850302.2|CQUI	LOC120449368|XP_039487734.1|DSAN
OG0005113	LOC6040983|XP_038119327.1|CQUI	LOC120450040|XP_039488729.1|DSAN
OG0005114	LOC6031301|XP_001842121.2|CQUI	LOC120450116|XP_039488872.1|DSAN
OG0005115	LOC6040026|XP_038121352.1|CQUI	LOC120456862|XP_039499881.1|DSAN
OG0005116	LOC6033575|XP_038116391.1|CQUI	LOC120447784|XP_039485272.1|DSAN
OG0005117	LOC6033582|XP_038119328.1|CQUI	LOC120457070|XP_039500183.1|DSAN
OG0005118	LOC6033583|XP_001844011.2|CQUI	LOC120458896|XP_039502673.1|DSAN
OG0005119	LOC6047935|XP_038115214.1|CQUI	LOC120446978|XP_039484183.1|DSAN
OG0005120	LOC6034650|XP_038117323.1|CQUI	LOC120449373|XP_039487738.1|DSAN
OG0005121	LOC6034619|XP_001844911.2|CQUI	LOC120448542|XP_039486523.1|DSAN
OG0005122	LOC6034613|XP_038119711.1|CQUI	LOC120448499|XP_039486465.1|DSAN
OG0005123	LOC6034608|XP_001844900.2|CQUI	LOC120449550|XP_039488012.1|DSAN
OG0005124	LOC6034597|XP_038120146.1|CQUI	LOC120450503|XP_039489489.1|DSAN
OG0005125	LOC6034595|XP_038120135.1|CQUI	LOC120450493|XP_039489474.1|DSAN
OG0005126	LOC6034586|XP_001844881.2|CQUI	LOC120449526|XP_039487973.1|DSAN
OG0005127	LOC6034572|XP_038120155.1|CQUI	LOC120447575|XP_039484972.1|DSAN
OG0005128	LOC6048528|XP_001865431.2|CQUI	LOC120445199|XP_039481357.1|DSAN
OG0005129	LOC6050361|XP_038121486.1|CQUI	LOC120448956|XP_039487142.1|DSAN
OG0005130	LOC119770387|XP_038121078.1|CQUI	LOC120448062|XP_039485761.1|DSAN
OG0005131	LOC6043145|XP_038117608.1|CQUI	LOC120447974|XP_039485601.1|DSAN
OG0005132	LOC6051820|XP_001868182.1|CQUI	LOC120449029|XP_039487247.1|DSAN
OG0005133	LOC6050837|XP_038120361.1|CQUI	LOC120449831|XP_039488414.1|DSAN
OG0005134	LOC6053181|XP_038118094.1|CQUI	LOC120449401|XP_039487780.1|DSAN
OG0005135	LOC6040246|XP_038121871.1|CQUI	LOC120450398|XP_039489327.1|DSAN
OG0005136	LOC6047556|XP_038118186.1|CQUI	LOC120450394|XP_039489323.1|DSAN
OG0005137	LOC6040230|XP_038118121.1|CQUI	LOC120454285|XP_039495402.1|DSAN
OG0005138	LOC6045922|XP_001863197.1|CQUI	LOC120449848|XP_039488440.1|DSAN
OG0005139	LOC6054772|XP_038118912.1|CQUI	LOC120449475|XP_039487884.1|DSAN
OG0005140	LOC6052506|XP_001868761.1|CQUI	LOC120456901|XP_039499943.1|DSAN
OG0005141	LOC6053153|XP_038117252.1|CQUI	LOC120444571|XP_039480265.1|DSAN
OG0005142	LOC6036833|XP_001846824.2|CQUI	LOC120449065|XP_039487295.1|DSAN
OG0005143	LOC6048137|XP_001865101.2|CQUI	LOC120447614|XP_039485022.1|DSAN
OG0005144	LOC6048136|XP_038121356.1|CQUI	LOC120448721|XP_039486825.1|DSAN
OG0005145	LOC6045374|XP_001865099.1|CQUI	LOC120449589|XP_039488086.1|DSAN
OG0005146	LOC6048154|XP_038120768.1|CQUI	LOC120450572|XP_039489621.1|DSAN
OG0005147	LOC6046866|XP_038120770.1|CQUI	LOC120450574|XP_039489626.1|DSAN
OG0005148	LOC6042326|XP_038116062.1|CQUI	LOC120448538|XP_039486517.1|DSAN
OG0005149	LOC6042328|XP_038115815.1|CQUI	LOC120446920|XP_039484096.1|DSAN
OG0005150	LOC6042337|XP_001851465.2|CQUI	LOC120447889|XP_039485433.1|DSAN
OG0005151	LOC6045499|XP_001862861.1|CQUI	LOC120448780|XP_039486903.1|DSAN
OG0005152	LOC6042340|XP_038121484.1|CQUI	LOC120449071|XP_039487303.1|DSAN
OG0005153	LOC6045506|XP_038114837.1|CQUI	LOC120450170|XP_039488952.1|DSAN
OG0005154	LOC6044906|XP_038115199.1|CQUI	LOC120450168|XP_039488950.1|DSAN
OG0005155	LOC6037186|XP_038119754.1|CQUI	LOC120449644|XP_039488171.1|DSAN
OG0005156	LOC6037163|XP_001847100.1|CQUI	LOC120450939|XP_039490140.1|DSAN
OG0005157	LOC6037152|XP_038114887.1|CQUI	LOC120446950|XP_039484136.1|DSAN
OG0005158	LOC6035490|XP_038115157.1|CQUI	LOC120450587|XP_039489641.1|DSAN
OG0005159	LOC6035487|XP_001845668.1|CQUI	LOC120448110|XP_039485847.1|DSAN
OG0005160	LOC6035479|XP_038118863.1|CQUI	LOC120448192|XP_039485991.1|DSAN
OG0005161	LOC6043802|XP_038119579.1|CQUI	LOC120444423|XP_039479988.1|DSAN
OG0005162	LOC6043791|XP_001861392.2|CQUI	LOC120455863|XP_039498268.1|DSAN
OG0005163	LOC6033516|XP_038116265.1|CQUI	LOC120450511|XP_039489508.1|DSAN
OG0005164	LOC6033486|XP_038119447.1|CQUI	LOC120449056|XP_039487285.1|DSAN
OG0005165	LOC6033464|XP_038119075.1|CQUI	LOC120443945|XP_039479327.1|DSAN
OG0005166	LOC6052584|XP_038119667.1|CQUI	LOC120452380|XP_039492507.1|DSAN
OG0005167	LOC6052583|XP_001868823.2|CQUI	LOC120452382|XP_039492509.1|DSAN
OG0005168	LOC6050599|XP_038118914.1|CQUI	LOC120450342|XP_039489251.1|DSAN
OG0005169	LOC6052233|XP_038115875.1|CQUI	LOC120450239|XP_039489054.1|DSAN
OG0005170	LOC6052228|XP_001868526.2|CQUI	LOC120450235|XP_039489048.1|DSAN
OG0005171	LOC6052229|XP_001868527.2|CQUI	LOC120450238|XP_039489053.1|DSAN
OG0005172	LOC6050816|XP_038118180.1|CQUI	LOC120445115|XP_039481196.1|DSAN
OG0005173	LOC6053984|XP_001869972.2|CQUI	LOC120443739|XP_039478929.1|DSAN
OG0005174	LOC6036836|XP_001846827.2|CQUI	LOC120445679|XP_039482168.1|DSAN
