Orthogroup	DKIK.longest_only	AAEG.longest_only
OG0004806	LOC108084235|XP_017035856.1|DKIK	LOC5576204|XP_001662541.1|AAEG
OG0004807	LOC108073497|XP_017020646.1|DKIK	LOC5576196|XP_001662533.2|AAEG
OG0004808	LOC108084273|XP_017035918.1|DKIK	LOC5576522|XP_001662715.2|AAEG
OG0004809	LOC108071319|XP_017017518.1|DKIK	LOC5575645|XP_001655791.1|AAEG
OG0004810	LOC108071338|XP_017017551.1|DKIK	LOC5575646|XP_021693746.1|AAEG
OG0004811	LOC108075234|XP_017023076.1|DKIK	LOC23687923|XP_021693761.1|AAEG
OG0004812	LOC108073372|XP_017020425.1|DKIK	LOC5565754|XP_021693766.1|AAEG
OG0004813	LOC108084577|XP_017036339.1|DKIK	LOC110680668|XP_021712149.1|AAEG, LOC5565615|XP_001649944.1|AAEG
OG0004814	LOC108084222|XP_017035836.1|DKIK	LOC5565593|XP_021693801.1|AAEG
OG0004815	LOC108070955|XP_017017114.1|DKIK	LOC110681465|XP_021712923.1|AAEG, LOC5565596|XP_021693805.1|AAEG
OG0004816	LOC108071729|XP_017018043.1|DKIK	LOC5569688|XP_021694424.1|AAEG
OG0004817	LOC108071821|XP_017018216.1|DKIK	LOC5565992|XP_001650360.2|AAEG
OG0004818	LOC108085018|XP_017036951.1|DKIK	LOC110673983|XP_021693821.1|AAEG
OG0004819	LOC108071325|XP_017017526.1|DKIK	LOC5577654|XP_001656652.2|AAEG
OG0004820	LOC108084243|XP_017035865.1|DKIK	LOC5577653|XP_021693824.1|AAEG
OG0004821	LOC108077872|XP_017026898.1|DKIK	LOC5577652|XP_001656650.2|AAEG
OG0004822	LOC108077606|XP_017026498.1|DKIK	LOC5577644|XP_021693837.1|AAEG
OG0004823	LOC108084150|XP_017035689.1|DKIK	LOC5577640|XP_001656638.2|AAEG
OG0004824	LOC108084152|XP_017035696.1|DKIK	LOC5577639|XP_001656637.1|AAEG
OG0004825	LOC108072477|XP_017019132.1|DKIK	LOC5577632|XP_021693883.1|AAEG
OG0004826	LOC108070701|XP_017016774.1|DKIK	LOC5565948|XP_001650325.1|AAEG
OG0004827	LOC108084605|XP_017036377.1|DKIK	LOC5565946|XP_001650323.1|AAEG
OG0004828	LOC108081112|XP_017031602.1|DKIK	LOC5565943|XP_001650318.1|AAEG
OG0004829	LOC108084628|XP_017036406.1|DKIK	LOC5568524|XP_001652351.2|AAEG
OG0004830	LOC108077722|XP_017026664.1|DKIK	LOC5568377|XP_021693933.1|AAEG
OG0004831	LOC108071657|XP_017017945.1|DKIK	LOC5573533|XP_001654671.2|AAEG
OG0004832	LOC108085738|XP_017037957.1|DKIK	LOC5565148|XP_021694009.1|AAEG
OG0004833	LOC108075494|XP_017023443.1|DKIK	LOC5576153|XP_001662502.1|AAEG, LOC5566762|XP_001651168.1|AAEG
OG0004834	LOC108081198|XP_017031753.1|DKIK	LOC5565637|XP_001649990.2|AAEG
OG0004835	LOC108080900|XP_017031291.1|DKIK	LOC5564104|XP_021694072.1|AAEG
OG0004836	LOC108071286|XP_017017468.1|DKIK	LOC5576112|XP_021694087.1|AAEG
OG0004837	LOC108075207|XP_017023032.1|DKIK	LOC5576113|XP_001662458.2|AAEG
OG0004838	LOC108073275|XP_017020321.1|DKIK	LOC5576125|XP_001662471.2|AAEG
OG0004839	LOC108073505|XP_017020663.1|DKIK	LOC5576127|XP_021694095.1|AAEG
OG0004840	LOC108073201|XP_017020205.1|DKIK	LOC5575234|XP_001655640.2|AAEG
OG0004841	LOC108085247|XP_017037283.1|DKIK	LOC110681192|XP_021712660.1|AAEG, LOC5575231|XP_021694126.1|AAEG
OG0004842	LOC108075718|XP_017023745.1|DKIK	LOC5565162|XP_001649526.2|AAEG
OG0004843	LOC108081234|XP_017031802.1|DKIK	LOC5565185|XP_001649514.2|AAEG
OG0004844	LOC108076952|XP_017025490.1|DKIK	LOC5577586|XP_021694153.1|AAEG
OG0004845	LOC108084342|XP_017035992.1|DKIK	LOC23687573|XP_021694154.1|AAEG, LOC110681328|XP_021712775.1|AAEG
OG0004846	LOC108076868|XP_017025386.1|DKIK, LOC108077181|XP_017025913.1|DKIK	LOC5572603|XP_021694172.1|AAEG
OG0004847	LOC108077180|XP_017025912.1|DKIK, LOC108076866|XP_017025385.1|DKIK	LOC5572605|XP_001654115.2|AAEG
OG0004848	LOC108071449|XP_017017693.1|DKIK	LOC23687388|XP_021694181.1|AAEG
OG0004850	LOC108081083|XP_017031559.1|DKIK	LOC5572676|XP_021694197.1|AAEG
OG0004851	LOC108080920|XP_017031314.1|DKIK	LOC110674250|XP_021694203.1|AAEG
OG0004852	LOC108080490|XP_017030741.1|DKIK	LOC5566256|XP_021694208.1|AAEG
OG0004853	LOC108082590|XP_017033543.1|DKIK	LOC5566125|XP_001650487.2|AAEG
OG0004854	LOC108073976|XP_017021308.1|DKIK	LOC5571449|XP_021695479.1|AAEG
OG0004855	LOC108074012|XP_017021367.1|DKIK	LOC5573692|XP_001661015.2|AAEG
OG0004856	LOC108070560|XP_017016577.1|DKIK	LOC5576514|XP_021695531.1|AAEG
OG0004857	LOC108075087|XP_017022860.1|DKIK	LOC5579860|XP_001664321.2|AAEG
OG0004858	LOC108070587|XP_017016634.1|DKIK	LOC5567813|XP_021695571.1|AAEG
OG0004859	LOC108070605|XP_017016667.1|DKIK	LOC5567812|XP_021695576.1|AAEG
OG0004860	LOC108075313|XP_017023206.1|DKIK	LOC5567848|XP_001657711.1|AAEG
OG0004861	LOC108078739|XP_017028244.1|DKIK	LOC5567847|XP_021695583.1|AAEG
OG0004862	LOC108078792|XP_017028338.1|DKIK	LOC5569145|XP_021699736.1|AAEG
OG0004863	LOC108083085|XP_017034220.1|DKIK	LOC5575754|XP_001662174.2|AAEG
OG0004864	LOC108079815|XP_017029787.1|DKIK	LOC5575753|XP_021695616.1|AAEG
OG0004865	LOC108083721|XP_017035116.1|DKIK	LOC5575752|XP_001662176.1|AAEG
OG0004866	LOC108071542|XP_017017807.1|DKIK	LOC5564540|XP_021695631.1|AAEG
OG0004867	LOC108082482|XP_017033385.1|DKIK	LOC5564539|XP_021695635.1|AAEG
OG0004868	LOC108071383|XP_017017610.1|DKIK	LOC5564537|XP_001648880.2|AAEG
OG0004869	LOC108076338|XP_017024614.1|DKIK	LOC5578207|XP_001656851.2|AAEG
OG0004870	LOC108076495|XP_017024875.1|DKIK	LOC5578218|XP_001656861.1|AAEG
OG0004871	LOC108078373|XP_017027690.1|DKIK	LOC5578223|XP_021695666.1|AAEG
OG0004872	LOC108072332|XP_017018906.1|DKIK	LOC5576744|XP_021695708.1|AAEG
OG0004873	LOC108079625|XP_017029493.1|DKIK	LOC5575734|XP_001655836.1|AAEG, LOC110674017|XP_021695727.1|AAEG
OG0004874	LOC108077597|XP_017026480.1|DKIK	LOC110675354|XP_021695729.1|AAEG, LOC5563734|XP_021695730.1|AAEG
OG0004875	LOC108079145|XP_017028882.1|DKIK	LOC5571774|XP_021695744.1|AAEG
OG0004876	LOC108080373|XP_017030582.1|DKIK	LOC5571765|XP_021695751.1|AAEG, LOC110680346|XP_021711857.1|AAEG
OG0004877	LOC108073804|XP_017021067.1|DKIK	LOC5571761|XP_001659892.2|AAEG
OG0004878	LOC108078451|XP_017027829.1|DKIK	LOC5576635|XP_001662785.1|AAEG
OG0004879	LOC108072169|XP_017018706.1|DKIK	LOC5570673|XP_021695783.1|AAEG
OG0004880	LOC108083251|XP_017034447.1|DKIK	LOC5570671|XP_001659260.2|AAEG
OG0004881	LOC108079111|XP_017028837.1|DKIK	LOC5570669|XP_001659262.2|AAEG
OG0004882	LOC108071549|XP_017017815.1|DKIK	LOC5570675|XP_011493055.1|AAEG
OG0004883	LOC108075286|XP_017023167.1|DKIK	LOC5570676|XP_001659270.2|AAEG
OG0004884	LOC108078121|XP_017027227.1|DKIK	LOC5571294|XP_021695841.1|AAEG
OG0004885	LOC108078291|XP_017027555.1|DKIK	LOC5571287|XP_001653588.1|AAEG
OG0004886	LOC108073009|XP_017019954.1|DKIK	LOC5571283|XP_001653584.2|AAEG
OG0004887	LOC108076824|XP_017025345.1|DKIK	LOC5571282|XP_001653583.1|AAEG
OG0004888	LOC108082469|XP_017033349.1|DKIK	LOC5571281|XP_021695870.1|AAEG
OG0004889	LOC108078331|XP_017027620.1|DKIK	LOC5571279|XP_001653580.1|AAEG
OG0004890	LOC108076499|XP_017024881.1|DKIK	LOC5571273|XP_001653571.1|AAEG
OG0004891	LOC108079778|XP_017029711.1|DKIK, LOC108079931|XP_017029954.1|DKIK	LOC5571271|XP_001653569.1|AAEG
OG0004892	LOC108080915|XP_017031308.1|DKIK	LOC5571269|XP_021695908.1|AAEG
OG0004893	LOC108078446|XP_017027822.1|DKIK	LOC5578056|XP_021695962.1|AAEG
OG0004894	LOC108081796|XP_017032515.1|DKIK	LOC5579030|XP_021695968.1|AAEG
OG0004895	LOC108076438|XP_017024782.1|DKIK	LOC23687608|XP_021695975.1|AAEG
OG0004896	LOC108082567|XP_017033508.1|DKIK	LOC5568474|XP_021695989.1|AAEG
OG0004897	LOC108082588|XP_017033539.1|DKIK	LOC5568466|XP_001652305.2|AAEG
OG0004898	LOC108073090|XP_017020064.1|DKIK	LOC5568471|XP_021695999.1|AAEG
OG0004899	LOC108072089|XP_017018586.1|DKIK	LOC110675397|XP_021696008.1|AAEG
OG0004900	LOC108073091|XP_017020066.1|DKIK	LOC5573478|XP_021696015.1|AAEG
OG0004901	LOC108073137|XP_017020126.1|DKIK	LOC5573480|XP_001654630.1|AAEG
OG0004902	LOC108079821|XP_017029794.1|DKIK	LOC5577803|XP_001663565.2|AAEG
OG0004903	LOC108076751|XP_017025234.1|DKIK	LOC5577802|XP_021696032.1|AAEG
OG0004904	LOC108084598|XP_017036365.1|DKIK	LOC5575912|XP_001662288.2|AAEG
OG0004905	LOC108076698|XP_017025141.1|DKIK	LOC5566323|XP_021696047.1|AAEG
OG0004906	LOC108078893|XP_017028514.1|DKIK	LOC5575484|XP_021696065.1|AAEG
OG0004907	LOC108071556|XP_017017824.1|DKIK	LOC5578178|XP_021696080.1|AAEG
OG0004908	LOC108080200|XP_017030345.1|DKIK	LOC5574115|XP_021696086.1|AAEG
OG0004909	LOC108083688|XP_017035059.1|DKIK	LOC5574099|XP_021696099.1|AAEG
OG0004910	LOC108083686|XP_017035056.1|DKIK	LOC5573286|XP_021696108.1|AAEG
OG0004911	LOC108073988|XP_017021329.1|DKIK	LOC5574089|XP_001661159.1|AAEG
OG0004912	LOC108078614|XP_017028026.1|DKIK	LOC5565111|XP_001649458.1|AAEG
OG0004913	LOC108076770|XP_017025263.1|DKIK	LOC5572879|XP_001654230.1|AAEG
OG0004914	LOC108076706|XP_017025153.1|DKIK	LOC5572883|XP_001654238.1|AAEG
OG0004915	LOC108070900|XP_017017039.1|DKIK	LOC5572890|XP_001654241.1|AAEG
OG0004916	LOC108076163|XP_017024377.1|DKIK	LOC5572892|XP_021696207.1|AAEG
OG0004917	LOC108078700|XP_017028143.1|DKIK	LOC5569891|XP_021696240.1|AAEG
OG0004918	LOC108078699|XP_017028141.1|DKIK	LOC5569896|XP_021696242.1|AAEG
OG0004919	LOC108084977|XP_017036888.1|DKIK	LOC5569894|XP_001658793.2|AAEG
OG0004920	LOC108083059|XP_017034180.1|DKIK	LOC5569897|XP_001658795.2|AAEG
OG0004921	LOC108083744|XP_017035145.1|DKIK	LOC5569899|XP_021696250.1|AAEG
OG0004922	LOC108077539|XP_017026418.1|DKIK	LOC5574844|XP_021696259.1|AAEG
OG0004923	LOC108079846|XP_017029843.1|DKIK	LOC5574842|XP_001661672.2|AAEG
OG0004924	LOC108071608|XP_017017879.1|DKIK	LOC5579986|XP_001660252.2|AAEG
OG0004925	LOC108071481|XP_017017729.1|DKIK	LOC23687540|XP_021696286.1|AAEG
OG0004926	LOC108079026|XP_017028695.1|DKIK	LOC5579997|XP_001660263.1|AAEG
OG0004927	LOC108078862|XP_017028456.1|DKIK	LOC5570466|XP_021696313.1|AAEG
OG0004928	LOC108082528|XP_017033445.1|DKIK	LOC5577066|XP_021696339.1|AAEG
OG0004929	LOC108078630|XP_017028047.1|DKIK	LOC5577072|XP_001663169.2|AAEG
OG0004930	LOC108082513|XP_017033430.1|DKIK	LOC5571872|XP_001659983.2|AAEG
OG0004931	LOC108076772|XP_017025265.1|DKIK	LOC5570512|XP_001659200.1|AAEG
OG0004932	LOC108079066|XP_017028769.1|DKIK	LOC5570507|XP_001659195.2|AAEG
OG0004933	LOC108076502|XP_017024886.1|DKIK	LOC5570506|XP_001659194.1|AAEG
OG0004934	LOC108072168|XP_017018705.1|DKIK	LOC5570504|XP_001659193.1|AAEG
OG0004935	LOC108081117|XP_017031611.1|DKIK	LOC5570534|XP_021696448.1|AAEG
OG0004936	LOC108078568|XP_017027977.1|DKIK	LOC23687720|XP_021696450.1|AAEG
OG0004937	LOC108071628|XP_017017900.1|DKIK	LOC5570537|XP_001659181.2|AAEG
OG0004938	LOC108070593|XP_017016651.1|DKIK	LOC5567635|XP_021696489.1|AAEG
OG0004939	LOC108083698|XP_017035082.1|DKIK	LOC5567623|XP_021696505.1|AAEG
OG0004940	LOC108083641|XP_017035002.1|DKIK	LOC5563894|XP_021696516.1|AAEG
OG0004941	LOC108078706|XP_017028153.1|DKIK	LOC5576608|XP_021696518.1|AAEG
OG0004942	LOC108086003|XP_017038304.1|DKIK	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG
OG0004943	LOC108078850|XP_017028433.1|DKIK	LOC5564098|XP_001648424.1|AAEG
OG0004944	LOC108075320|XP_017023215.1|DKIK	LOC5566278|XP_021696528.1|AAEG
OG0004945	LOC108070539|XP_017016554.1|DKIK	LOC5570089|XP_001653076.1|AAEG
OG0004946	LOC108083277|XP_017034491.1|DKIK	LOC5568099|XP_021696622.1|AAEG
OG0004947	LOC108079875|XP_017029880.1|DKIK	LOC23687936|XP_011493344.1|AAEG
OG0004948	LOC108079750|XP_017029654.1|DKIK	LOC5568105|XP_021702168.1|AAEG
OG0004949	LOC108079773|XP_017029705.1|DKIK	LOC5568106|XP_021696641.1|AAEG
OG0004950	LOC108079053|XP_017028749.1|DKIK	LOC5568107|XP_021696646.1|AAEG
OG0004951	LOC108084221|XP_017035834.1|DKIK	LOC5568110|XP_021696649.1|AAEG
OG0004952	LOC108073855|XP_017021126.1|DKIK	LOC5568111|XP_001652050.1|AAEG
OG0004953	LOC108078868|XP_017028470.1|DKIK	LOC5568113|XP_001652052.1|AAEG
OG0004954	LOC108078969|XP_017028623.1|DKIK	LOC5568119|XP_001652058.1|AAEG
OG0004955	LOC108079097|XP_017028813.1|DKIK	LOC5574279|XP_001661327.1|AAEG
OG0004956	LOC108073106|XP_017020085.1|DKIK	LOC5574290|XP_021696709.1|AAEG
OG0004957	LOC108079844|XP_017029838.1|DKIK	LOC5566334|XP_021696744.1|AAEG
OG0004958	LOC108074004|XP_017021354.1|DKIK	LOC5566350|XP_021702394.1|AAEG
OG0004959	LOC108073864|XP_017021139.1|DKIK	LOC5566351|XP_001650745.2|AAEG
OG0004960	LOC108073968|XP_017021299.1|DKIK	LOC5566352|XP_021696768.1|AAEG
OG0004961	LOC108074466|XP_017022023.1|DKIK	LOC5578958|XP_001664137.1|AAEG
OG0004962	LOC108085825|XP_017038067.1|DKIK	LOC110675613|XP_021696773.1|AAEG
OG0004963	LOC108085519|XP_017037635.1|DKIK	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG
OG0004964	LOC108078842|XP_017028426.1|DKIK	LOC5566214|XP_021696852.1|AAEG
OG0004965	LOC108084416|XP_017036109.1|DKIK	LOC5565657|XP_001650015.1|AAEG
OG0004966	LOC108084415|XP_017036107.1|DKIK	LOC5565667|XP_021696881.1|AAEG
OG0004967	LOC108076339|XP_017024615.1|DKIK	LOC5565658|XP_001650006.1|AAEG
OG0004968	LOC108078954|XP_017028598.1|DKIK	LOC5573786|XP_021696913.1|AAEG
OG0004969	LOC108072922|XP_017019755.1|DKIK	LOC5573764|XP_001654793.1|AAEG
OG0004970	LOC108078959|XP_017028602.1|DKIK	LOC110675656|XP_021696914.1|AAEG
OG0004971	LOC108078977|XP_017028638.1|DKIK	LOC5573765|XP_021696915.1|AAEG
OG0004972	LOC108084429|XP_017036125.1|DKIK	LOC110675657|XP_021696922.1|AAEG
OG0004973	LOC108079085|XP_017028799.1|DKIK	LOC5573778|XP_001654799.1|AAEG
OG0004974	LOC108073991|XP_017021333.1|DKIK	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG
OG0004975	LOC108079847|XP_017029844.1|DKIK	LOC5565225|XP_001649547.1|AAEG
OG0004976	LOC108072656|XP_017019379.1|DKIK	LOC5565227|XP_021696981.1|AAEG
OG0004977	LOC108076368|XP_017024659.1|DKIK	LOC5574032|XP_001661121.1|AAEG
OG0004978	LOC108081107|XP_017031591.1|DKIK	LOC5574826|XP_021697011.1|AAEG
OG0004979	LOC108078579|XP_017027988.1|DKIK	LOC5579980|XP_001658607.2|AAEG
OG0004980	LOC108083120|XP_017034279.1|DKIK	LOC5568319|XP_021697069.1|AAEG
OG0004981	LOC108085533|XP_017037655.1|DKIK	LOC5568313|XP_001652190.1|AAEG
OG0004982	LOC108085546|XP_017037670.1|DKIK	LOC5568312|XP_001652189.1|AAEG
OG0004983	LOC108078910|XP_017028531.1|DKIK	LOC5568306|XP_001652183.1|AAEG
OG0004984	LOC108079122|XP_017028854.1|DKIK	LOC5568305|XP_021697087.1|AAEG
OG0004985	LOC108079753|XP_017029660.1|DKIK	LOC5568289|XP_001652165.1|AAEG
OG0004986	LOC108080670|XP_017030991.1|DKIK	LOC5576962|XP_001663057.1|AAEG
OG0004987	LOC108078779|XP_017028313.1|DKIK	LOC5565246|XP_021697111.1|AAEG
OG0004988	LOC108079754|XP_017029662.1|DKIK	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG
OG0004989	LOC108078965|XP_017028620.1|DKIK	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG
OG0004990	LOC108078059|XP_017027111.1|DKIK	LOC110675733|XP_021697146.1|AAEG
OG0004991	LOC108072433|XP_017019043.1|DKIK	LOC5572690|XP_001660510.1|AAEG
OG0004992	LOC108072434|XP_017019044.1|DKIK	LOC5572691|XP_001660509.1|AAEG
OG0004993	LOC108073871|XP_017021147.1|DKIK	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG
OG0004994	LOC108073838|XP_017021107.1|DKIK	LOC5571602|XP_001653714.2|AAEG
OG0004995	LOC108080492|XP_017030746.1|DKIK	LOC5571599|XP_021697309.1|AAEG
OG0004996	LOC108078870|XP_017028472.1|DKIK	LOC110675809|XP_021697326.1|AAEG
OG0004997	LOC108078261|XP_017027488.1|DKIK	LOC5566658|XP_021697337.1|AAEG
OG0004998	LOC108078170|XP_017027314.1|DKIK	LOC5570732|XP_021697365.1|AAEG
OG0004999	LOC108070575|XP_017016618.1|DKIK	LOC5570738|XP_001659327.1|AAEG
OG0005000	LOC108074459|XP_017022009.1|DKIK	LOC5564517|XP_001648857.2|AAEG
OG0005001	LOC108070600|XP_017016659.1|DKIK	LOC5570740|XP_021695187.1|AAEG
OG0005002	LOC108080436|XP_017030660.1|DKIK	LOC5578811|XP_001657178.1|AAEG
OG0005003	LOC108072758|XP_017019519.1|DKIK	LOC5571387|XP_021697409.1|AAEG
OG0005004	LOC108079804|XP_017029772.1|DKIK	LOC5571388|XP_001653637.1|AAEG
OG0005005	LOC108082972|XP_017034084.1|DKIK	LOC5576086|XP_021697447.1|AAEG
OG0005006	LOC108075280|XP_017023157.1|DKIK	LOC5567090|XP_021697448.1|AAEG
OG0005007	LOC108071958|XP_017018417.1|DKIK	LOC5567089|XP_021697452.1|AAEG
OG0005008	LOC108073581|XP_017020756.1|DKIK	LOC5567088|XP_021697462.1|AAEG
OG0005009	LOC108078620|XP_017028032.1|DKIK	LOC5576079|XP_001662410.1|AAEG
OG0005010	LOC108073808|XP_017021072.1|DKIK	LOC5576084|XP_001662406.2|AAEG
OG0005011	LOC108072184|XP_017018729.1|DKIK	LOC5574423|XP_021697465.1|AAEG
OG0005012	LOC108080206|XP_017030351.1|DKIK	LOC5575240|XP_021697536.1|AAEG
OG0005013	LOC108072060|XP_017018545.1|DKIK	LOC5569427|XP_021697567.1|AAEG
OG0005014	LOC108078849|XP_017028432.1|DKIK	LOC110675265|XP_021695436.1|AAEG
OG0005015	LOC108073917|XP_017021204.1|DKIK	LOC5574064|XP_021697593.1|AAEG
OG0005016	LOC108078892|XP_017028513.1|DKIK	LOC5567751|XP_021697603.1|AAEG
OG0005017	LOC108078703|XP_017028148.1|DKIK	LOC5572753|XP_001660573.2|AAEG
OG0005018	LOC108078619|XP_017028035.1|DKIK	LOC5572751|XP_021697622.1|AAEG
OG0005019	LOC108078707|XP_017028155.1|DKIK	LOC5572750|XP_001660577.1|AAEG
OG0005020	LOC108077963|XP_017026992.1|DKIK	LOC5572764|XP_001660585.2|AAEG
OG0005021	LOC108077195|XP_017025928.1|DKIK	LOC5571961|XP_021697657.1|AAEG
OG0005022	LOC108079800|XP_017029769.1|DKIK	LOC5571962|XP_001660065.2|AAEG
OG0005023	LOC108078317|XP_017027604.1|DKIK	LOC5571963|XP_021697663.1|AAEG
OG0005024	LOC108079894|XP_017029910.1|DKIK	LOC5576174|XP_001662520.2|AAEG
OG0005025	LOC108078810|XP_017028377.1|DKIK	LOC5571701|XP_001659843.2|AAEG
OG0005026	LOC108070570|XP_017016611.1|DKIK	LOC5571697|XP_021697701.1|AAEG
OG0005027	LOC108072791|XP_017019561.1|DKIK	LOC110675125|XP_021695198.1|AAEG
OG0005028	LOC108077707|XP_017026635.1|DKIK	LOC5565749|XP_021697723.1|AAEG
OG0005029	LOC108071946|XP_017018400.1|DKIK	LOC5565562|XP_021697725.1|AAEG
OG0005030	LOC108079099|XP_017028816.1|DKIK	LOC5565537|XP_021697742.1|AAEG
OG0005031	LOC108071920|XP_017018368.1|DKIK	LOC110675957|XP_021697752.1|AAEG
OG0005032	LOC108085814|XP_017038053.1|DKIK	LOC5564450|XP_021697772.1|AAEG
OG0005033	LOC108086002|XP_017038301.1|DKIK	LOC5578584|XP_021697776.1|AAEG
OG0005034	LOC108086001|XP_017038299.1|DKIK	LOC5564462|XP_021697781.1|AAEG
OG0005035	LOC108085807|XP_017038047.1|DKIK	LOC5564457|XP_001648798.2|AAEG
OG0005036	LOC108075158|XP_017022935.1|DKIK	LOC5564447|XP_001648794.1|AAEG
OG0005037	LOC108078778|XP_017028311.1|DKIK	LOC5570338|XP_001653167.1|AAEG
OG0005038	LOC108079884|XP_017029891.1|DKIK	LOC5563743|XP_001648026.2|AAEG
OG0005039	LOC108077432|XP_017026228.1|DKIK	LOC5578033|XP_001663661.1|AAEG
OG0005040	LOC108077519|XP_017026372.1|DKIK	LOC5563747|XP_021697834.1|AAEG
OG0005041	LOC108085826|XP_017038068.1|DKIK	LOC5565967|XP_001650335.1|AAEG
OG0005042	LOC108075086|XP_017022859.1|DKIK	LOC5576552|XP_001656152.1|AAEG
OG0005043	LOC108078020|XP_017027069.1|DKIK	LOC5578594|XP_001657016.1|AAEG
OG0005044	LOC108078394|XP_017027739.1|DKIK	LOC5578596|XP_021697872.1|AAEG
OG0005045	LOC108077956|XP_017026984.1|DKIK	LOC5578833|XP_001657186.1|AAEG
OG0005046	LOC108081151|XP_017031679.1|DKIK	LOC5573518|XP_001660910.1|AAEG
OG0005047	LOC108070444|XP_017016411.1|DKIK	LOC5574930|XP_001661733.1|AAEG
OG0005048	LOC108070489|XP_017016471.1|DKIK	LOC5574929|XP_021697880.1|AAEG
OG0005049	LOC108085806|XP_017038045.1|DKIK	LOC110675138|XP_021695211.1|AAEG
OG0005050	LOC108072444|XP_017019061.1|DKIK	LOC5575134|XP_021697902.1|AAEG
OG0005051	LOC108085819|XP_017038059.1|DKIK	LOC5575142|XP_001655519.1|AAEG
OG0005052	LOC108085809|XP_017038049.1|DKIK	LOC5575145|XP_001655522.2|AAEG
OG0005053	LOC108077270|XP_017026026.1|DKIK	LOC5577080|XP_001656318.2|AAEG
OG0005054	LOC108075002|XP_017022734.1|DKIK	LOC5564816|XP_021697931.1|AAEG
OG0005055	LOC108083414|XP_017034658.1|DKIK	LOC5571184|XP_001653501.2|AAEG
OG0005056	LOC108078461|XP_017027842.1|DKIK	LOC5573486|XP_021697946.1|AAEG
OG0005057	LOC108078223|XP_017027480.1|DKIK	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC108079307|XP_017029077.1|DKIK	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC108076202|XP_017024425.1|DKIK	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC108076308|XP_017024567.1|DKIK	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC108082777|XP_017033799.1|DKIK	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC108072105|XP_017018608.1|DKIK	LOC5568141|XP_001652085.2|AAEG
OG0005063	LOC108083314|XP_017034545.1|DKIK	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC108078881|XP_017028497.1|DKIK	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC108072176|XP_017018720.1|DKIK	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC108076182|XP_017024401.1|DKIK	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC108076790|XP_017025296.1|DKIK	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC108080571|XP_017030865.1|DKIK, LOC108080646|XP_017030960.1|DKIK	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC108076641|XP_017025060.1|DKIK	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC108072155|XP_017018688.1|DKIK	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC108073835|XP_017021105.1|DKIK	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC108080338|XP_017030527.1|DKIK	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC108076801|XP_017025315.1|DKIK	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC108070566|XP_017016595.1|DKIK	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC108074756|XP_017022421.1|DKIK	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC108072206|XP_017018756.1|DKIK	LOC5564246|XP_001648589.2|AAEG
OG0005078	LOC108079830|XP_017029817.1|DKIK	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC108072388|XP_017018984.1|DKIK	LOC5568868|XP_021698382.1|AAEG
OG0005080	LOC108079818|XP_017029790.1|DKIK	LOC5574156|XP_001655063.1|AAEG
OG0005081	LOC108080719|XP_017031059.1|DKIK	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC108083144|XP_017034315.1|DKIK	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC108071752|XP_017018066.1|DKIK	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC108075109|XP_017022880.1|DKIK	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC108073905|XP_017021189.1|DKIK	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC108073041|XP_017019993.1|DKIK	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC108078841|XP_017028425.1|DKIK	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC108072148|XP_017018680.1|DKIK	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC108072147|XP_017018679.1|DKIK	LOC5570792|XP_021698592.1|AAEG
