Orthogroup	DKIK.longest_only	CPIP.longest_only
OG0004242	LOC108072134|XP_017018661.1|DKIK	LOC120422752|XP_039442229.1|CPIP
OG0004243	LOC108070576|XP_017016619.1|DKIK	LOC120422736|XP_039442209.1|CPIP
OG0004244	LOC108084811|XP_017036659.1|DKIK	LOC120422737|XP_039442210.1|CPIP
OG0004245	LOC108075242|XP_017023087.1|DKIK	LOC120422726|XP_039442188.1|CPIP
OG0004246	LOC108073989|XP_017021331.1|DKIK	LOC120418254|XP_039436501.1|CPIP, LOC120422740|XP_039442213.1|CPIP
OG0004247	LOC108083404|XP_017034647.1|DKIK	LOC120418261|XP_039436511.1|CPIP, LOC120422744|XP_039442221.1|CPIP
OG0004248	LOC108076645|XP_017025066.1|DKIK	LOC120418277|XP_039436531.1|CPIP
OG0004249	LOC108079040|XP_017028711.1|DKIK	LOC120431601|XP_039452640.1|CPIP
OG0004253	LOC108085394|XP_017037451.1|DKIK	LOC120431178|XP_039452246.1|CPIP
OG0004257	LOC108077820|XP_017026831.1|DKIK	LOC120429515|XP_039450521.1|CPIP
OG0004258	LOC108073397|XP_017020475.1|DKIK	LOC120425158|XP_039445522.1|CPIP
OG0004260	LOC108080764|XP_017031108.1|DKIK	LOC120430960|XP_039452026.1|CPIP
OG0004261	LOC108075511|XP_017023477.1|DKIK	LOC120431529|XP_039452557.1|CPIP
OG0004262	LOC108073262|XP_017020309.1|DKIK	LOC120420190|XP_039439111.1|CPIP
OG0004263	LOC108084347|XP_017035999.1|DKIK	LOC120417918|XP_039436089.1|CPIP
OG0004264	LOC108081143|XP_017031670.1|DKIK	LOC120422886|XP_039442381.1|CPIP
OG0004265	LOC108085463|XP_017037569.1|DKIK	LOC120429182|XP_039450329.1|CPIP
OG0004266	LOC108081099|XP_017031579.1|DKIK	LOC120423160|XP_039442775.1|CPIP
OG0004267	LOC108083227|XP_017034427.1|DKIK	LOC120429730|XP_039450715.1|CPIP, LOC120423158|XP_039442773.1|CPIP
OG0004268	LOC108073133|XP_017020122.1|DKIK	LOC120423149|XP_039442764.1|CPIP
OG0004269	LOC108082543|XP_017033470.1|DKIK	LOC120419442|XP_039438058.1|CPIP
OG0004270	LOC108078115|XP_017027220.1|DKIK	LOC120419446|XP_039438062.1|CPIP
OG0004271	LOC108081805|XP_017032530.1|DKIK	LOC120427161|XP_039447953.1|CPIP
OG0004272	LOC108077728|XP_017026672.1|DKIK	LOC120419429|XP_039438041.1|CPIP
OG0004273	LOC108077814|XP_017026826.1|DKIK	LOC120419440|XP_039438056.1|CPIP
OG0004274	LOC108083836|XP_017035302.1|DKIK	LOC120424118|XP_039444091.1|CPIP, LOC120430597|XP_039451636.1|CPIP
OG0004275	LOC108083779|XP_017035192.1|DKIK, LOC108084659|XP_017036470.1|DKIK	LOC120421354|XP_039440473.1|CPIP
OG0004276	LOC108070609|XP_017016671.1|DKIK	LOC120419559|XP_039438217.1|CPIP
OG0004278	LOC108080293|XP_017030450.1|DKIK	LOC120416644|XP_039434389.1|CPIP
OG0004279	LOC108079076|XP_017028791.1|DKIK	LOC120416640|XP_039434384.1|CPIP
OG0004280	LOC108079436|XP_017029259.1|DKIK	LOC120416662|XP_039434405.1|CPIP, LOC120415010|XP_039432304.1|CPIP
OG0004281	LOC108078404|XP_017027750.1|DKIK	LOC120419936|XP_039438733.1|CPIP
OG0004282	LOC108076277|XP_017024514.1|DKIK	LOC120419949|XP_039438743.1|CPIP
OG0004283	LOC108076282|XP_017024520.1|DKIK	LOC120419952|XP_039438747.1|CPIP
OG0004284	LOC108081387|XP_017032032.1|DKIK	LOC120412523|XP_039428951.1|CPIP
OG0004285	LOC108084579|XP_017036342.1|DKIK	LOC120412552|XP_039428991.1|CPIP
OG0004286	LOC108073907|XP_017021191.1|DKIK	LOC120418005|XP_039436182.1|CPIP
OG0004287	LOC108074007|XP_017021357.1|DKIK	LOC120417993|XP_039436171.1|CPIP
OG0004288	LOC108073993|XP_017021335.1|DKIK	LOC120418009|XP_039436187.1|CPIP
OG0004289	LOC108083268|XP_017034468.1|DKIK	LOC120423635|XP_039443437.1|CPIP
OG0004290	LOC108074657|XP_017022263.1|DKIK	LOC120425232|XP_039445601.1|CPIP
OG0004292	LOC108084412|XP_017036102.1|DKIK	LOC120420848|XP_039439899.1|CPIP
OG0004293	LOC108083648|XP_017035009.1|DKIK	LOC120420854|XP_039439906.1|CPIP
OG0004294	LOC108072806|XP_017019586.1|DKIK	LOC120420858|XP_039439910.1|CPIP
OG0004295	LOC108072772|XP_017019536.1|DKIK	LOC120420841|XP_039439893.1|CPIP
OG0004296	LOC108072800|XP_017019573.1|DKIK	LOC120420851|XP_039439902.1|CPIP
OG0004297	LOC108070918|XP_017017066.1|DKIK	LOC120425396|XP_039445846.1|CPIP
OG0004298	LOC108080854|XP_017031246.1|DKIK	LOC120431028|XP_039452115.1|CPIP
OG0004299	LOC108079549|XP_017029379.1|DKIK	LOC120415272|XP_039432676.1|CPIP
OG0004300	LOC108076584|XP_017024985.1|DKIK	LOC120422168|XP_039441479.1|CPIP
OG0004301	LOC108084410|XP_017036098.1|DKIK	LOC120422166|XP_039441477.1|CPIP
OG0004302	LOC108082413|XP_017033250.1|DKIK	LOC120420420|XP_039439372.1|CPIP
OG0004303	LOC108078301|XP_017027574.1|DKIK	LOC120427529|XP_039448329.1|CPIP
OG0004304	LOC108078046|XP_017027097.1|DKIK	LOC120427542|XP_039448345.1|CPIP
OG0004305	LOC108070817|XP_017016906.1|DKIK	LOC120416760|XP_039434528.1|CPIP
OG0004309	LOC108078642|XP_017028060.1|DKIK	LOC120431247|XP_039452319.1|CPIP
OG0004310	LOC108082532|XP_017033457.1|DKIK	LOC120417563|XP_039435589.1|CPIP
OG0004311	LOC108075000|XP_017022732.1|DKIK	LOC120417587|XP_039435632.1|CPIP
OG0004314	LOC108072305|XP_017018862.1|DKIK	LOC120415271|XP_039432669.1|CPIP
OG0004315	LOC108070888|XP_017017022.1|DKIK	LOC120415301|XP_039432707.1|CPIP
OG0004316	LOC108078533|XP_017027934.1|DKIK	LOC120415315|XP_039432731.1|CPIP
OG0004317	LOC108078462|XP_017027845.1|DKIK	LOC120415286|XP_039432689.1|CPIP
OG0004318	LOC108070824|XP_017016926.1|DKIK	LOC120415322|XP_039432739.1|CPIP
OG0004319	LOC108078380|XP_017027704.1|DKIK	LOC120424969|XP_039445262.1|CPIP
OG0004320	LOC108084219|XP_017035830.1|DKIK	LOC120418469|XP_039436837.1|CPIP
OG0004321	LOC108074857|XP_017022557.1|DKIK	LOC120426480|XP_039447180.1|CPIP
OG0004322	LOC108084304|XP_017035956.1|DKIK	LOC120426487|XP_039447185.1|CPIP
OG0004323	LOC108079102|XP_017028819.1|DKIK	LOC120420374|XP_039439308.1|CPIP
OG0004324	LOC108081402|XP_017032051.1|DKIK	LOC120420375|XP_039439312.1|CPIP
OG0004325	LOC108086162|XP_017038512.1|DKIK	LOC120420387|XP_039439334.1|CPIP
OG0004326	LOC108086161|XP_017038511.1|DKIK	LOC120416214|XP_039433839.1|CPIP
OG0004327	LOC108084669|XP_017036484.1|DKIK	LOC120428352|XP_039449286.1|CPIP
OG0004328	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK	LOC120423253|XP_039442907.1|CPIP
OG0004329	LOC108072092|XP_017018593.1|DKIK	LOC120423243|XP_039442891.1|CPIP
OG0004330	LOC108078316|XP_017027603.1|DKIK	LOC120414924|XP_039432192.1|CPIP
OG0004331	LOC108078555|XP_017027963.1|DKIK	LOC120414902|XP_039432165.1|CPIP
OG0004332	LOC108077309|XP_017026086.1|DKIK	LOC120414911|XP_039432179.1|CPIP
OG0004333	LOC108077113|XP_017025795.1|DKIK	LOC120414894|XP_039432150.1|CPIP
OG0004334	LOC108073611|XP_017020791.1|DKIK	LOC120414895|XP_039432152.1|CPIP
OG0004335	LOC108076444|XP_017024801.1|DKIK	LOC120414893|XP_039432149.1|CPIP
OG0004336	LOC108076712|XP_017025163.1|DKIK	LOC120414904|XP_039432167.1|CPIP
OG0004337	LOC108079638|XP_017029513.1|DKIK	LOC120414897|XP_039432158.1|CPIP
OG0004338	LOC108078884|XP_017028504.1|DKIK	LOC120418452|XP_039436809.1|CPIP
OG0004339	LOC108076403|XP_017024732.1|DKIK	LOC120418441|XP_039436783.1|CPIP
OG0004340	LOC108076402|XP_017024731.1|DKIK	LOC120418440|XP_039436782.1|CPIP
OG0004341	LOC108072309|XP_017018870.1|DKIK	LOC120431261|XP_039452328.1|CPIP
OG0004342	LOC108072389|XP_017018986.1|DKIK	LOC120417243|XP_039435137.1|CPIP
OG0004343	LOC108072369|XP_017018954.1|DKIK	LOC120417222|XP_039435117.1|CPIP
OG0004344	LOC108072371|XP_017018958.1|DKIK	LOC120417227|XP_039435121.1|CPIP
OG0004345	LOC108079517|XP_017029345.1|DKIK	LOC120427046|XP_039447811.1|CPIP
OG0004346	LOC108070770|XP_017016858.1|DKIK	LOC120427044|XP_039447809.1|CPIP
OG0004347	LOC108070890|XP_017017024.1|DKIK	LOC120421729|XP_039440916.1|CPIP
OG0004348	LOC108071997|XP_017018461.1|DKIK	LOC120427759|XP_039448602.1|CPIP
OG0004349	LOC108072066|XP_017018553.1|DKIK	LOC120428141|XP_039449060.1|CPIP
OG0004350	LOC108081785|XP_017032492.1|DKIK	LOC120424452|XP_039444518.1|CPIP
OG0004351	LOC108085119|XP_017037108.1|DKIK	LOC120425053|XP_039445363.1|CPIP
OG0004352	LOC108084362|XP_017036024.1|DKIK	LOC120415282|XP_039432686.1|CPIP
OG0004353	LOC108083720|XP_017035115.1|DKIK	LOC120424181|XP_039444174.1|CPIP
OG0004354	LOC108081193|XP_017031748.1|DKIK	LOC120424208|XP_039444199.1|CPIP
OG0004355	LOC108081201|XP_017031756.1|DKIK	LOC120425122|XP_039445482.1|CPIP
OG0004356	LOC108078399|XP_017027744.1|DKIK	LOC120424388|XP_039444423.1|CPIP
OG0004357	LOC108081817|XP_017032544.1|DKIK	LOC120418003|XP_039436180.1|CPIP
OG0004358	LOC108082560|XP_017033499.1|DKIK	LOC120429097|XP_039450195.1|CPIP
OG0004359	LOC108082490|XP_017033393.1|DKIK	LOC120428515|XP_039449462.1|CPIP
OG0004361	LOC108084868|XP_017036748.1|DKIK	LOC120421469|XP_039440621.1|CPIP
OG0004362	LOC108072795|XP_017019568.1|DKIK	LOC120421462|XP_039440608.1|CPIP
OG0004363	LOC108080292|XP_017030449.1|DKIK	LOC120431871|XP_039452936.1|CPIP
OG0004364	LOC108081809|XP_017032534.1|DKIK	LOC120421461|XP_039440607.1|CPIP
OG0004365	LOC108078188|XP_017027345.1|DKIK	LOC120416734|XP_039434495.1|CPIP
OG0004366	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK	LOC120427348|XP_039448139.1|CPIP
OG0004367	LOC108075076|XP_017022847.1|DKIK	LOC120426855|XP_039447591.1|CPIP, LOC120427340|XP_039448128.1|CPIP
OG0004368	LOC108083326|XP_017034562.1|DKIK	LOC120426868|XP_039447606.1|CPIP
OG0004369	LOC108074712|XP_017022341.1|DKIK	LOC120428057|XP_039448950.1|CPIP
OG0004370	LOC108076279|XP_017024516.1|DKIK	LOC120415122|XP_039432477.1|CPIP
OG0004371	LOC108079238|XP_017029011.1|DKIK	LOC120422942|XP_039442458.1|CPIP
OG0004372	LOC108070903|XP_017017048.1|DKIK	LOC120422940|XP_039442452.1|CPIP
OG0004373	LOC108071386|XP_017017619.1|DKIK	LOC120422964|XP_039442486.1|CPIP
OG0004374	LOC108072951|XP_017019818.1|DKIK	LOC120415366|XP_039432792.1|CPIP
OG0004375	LOC108071550|XP_017017816.1|DKIK	LOC120415852|XP_039433423.1|CPIP
OG0004376	LOC108083026|XP_017034147.1|DKIK	LOC120430333|XP_039451367.1|CPIP
OG0004377	LOC108078908|XP_017028530.1|DKIK	LOC120415103|XP_039432455.1|CPIP
OG0004378	LOC108072426|XP_017019029.1|DKIK	LOC120415142|XP_039432503.1|CPIP
OG0004379	LOC108078137|XP_017027252.1|DKIK	LOC120415132|XP_039432492.1|CPIP
OG0004380	LOC108078525|XP_017027924.1|DKIK	LOC120415448|XP_039432931.1|CPIP
OG0004381	LOC108071448|XP_017017691.1|DKIK	LOC120420350|XP_039439279.1|CPIP
OG0004382	LOC108074696|XP_017022326.1|DKIK	LOC120419145|XP_039437713.1|CPIP
OG0004383	LOC108072988|XP_017019925.1|DKIK	LOC120419169|XP_039437755.1|CPIP
OG0004384	LOC108072961|XP_017019880.1|DKIK	LOC120419170|XP_039437757.1|CPIP
OG0004385	LOC108073122|XP_017020109.1|DKIK	LOC120412759|XP_039429285.1|CPIP
OG0004386	LOC108082332|XP_017033151.1|DKIK	LOC120412772|XP_039429301.1|CPIP
OG0004387	LOC108070431|XP_017016388.1|DKIK	LOC120412713|XP_039429221.1|CPIP
OG0004388	LOC108074669|XP_017022277.1|DKIK	LOC120412762|XP_039429288.1|CPIP
OG0004389	LOC108072764|XP_017019526.1|DKIK	LOC120412716|XP_039429234.1|CPIP
OG0004390	LOC108083765|XP_017035178.1|DKIK	LOC120415840|XP_039433410.1|CPIP
OG0004391	LOC108082135|XP_017032927.1|DKIK	LOC120415885|XP_039433456.1|CPIP
OG0004392	LOC108083655|XP_017035014.1|DKIK	LOC120415406|XP_039432867.1|CPIP
OG0004393	LOC108082593|XP_017033549.1|DKIK	LOC120415444|XP_039432926.1|CPIP, LOC120427099|XP_039447887.1|CPIP
OG0004394	LOC108076446|XP_017024803.1|DKIK	LOC120419311|XP_039437913.1|CPIP
OG0004395	LOC108078772|XP_017028308.1|DKIK	LOC120427990|XP_039448881.1|CPIP
OG0004396	LOC108071384|XP_017017611.1|DKIK	LOC120429998|XP_039451029.1|CPIP
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC120431568|XP_039452609.1|CPIP, LOC120430002|XP_039451034.1|CPIP
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC120429997|XP_039451028.1|CPIP, LOC120431570|XP_039452611.1|CPIP
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC120429994|XP_039451022.1|CPIP
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC120415133|XP_039432493.1|CPIP
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC120415121|XP_039432474.1|CPIP
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC120415124|XP_039432481.1|CPIP
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC120429091|XP_039450190.1|CPIP
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC120429158|XP_039450303.1|CPIP
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC120429180|XP_039450330.1|CPIP
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC120429230|XP_039450377.1|CPIP
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC120429782|XP_039450778.1|CPIP
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC120415384|XP_039432842.1|CPIP
OG0004409	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK	LOC120418158|XP_039436389.1|CPIP
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC120429991|XP_039451018.1|CPIP
OG0004411	LOC108070468|XP_017016439.1|DKIK	LOC120429988|XP_039451015.1|CPIP
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC120419171|XP_039437758.1|CPIP, LOC120420329|XP_039439258.1|CPIP
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC120418141|XP_039436368.1|CPIP
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC120418136|XP_039436357.1|CPIP
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC120432665|XP_039453845.1|CPIP
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC120412363|XP_039428721.1|CPIP
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC120412360|XP_039428717.1|CPIP
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC120412358|XP_039428707.1|CPIP
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC120432641|XP_039453817.1|CPIP
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC120412333|XP_039428667.1|CPIP
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC120425247|XP_039445625.1|CPIP
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC120425962|XP_039446543.1|CPIP
OG0004423	LOC108076356|XP_017024642.1|DKIK	LOC120416845|XP_039434668.1|CPIP
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC120416837|XP_039434660.1|CPIP
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC120416832|XP_039434652.1|CPIP
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC120416810|XP_039434619.1|CPIP
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC120428653|XP_039449634.1|CPIP
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC120428654|XP_039449635.1|CPIP
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC120431001|XP_039452095.1|CPIP
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC120418195|XP_039436435.1|CPIP
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC120417013|XP_039434884.1|CPIP
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC120416993|XP_039434862.1|CPIP
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC120421847|XP_039441070.1|CPIP
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC120421877|XP_039441108.1|CPIP
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC120426626|XP_039447352.1|CPIP
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC120420263|XP_039439192.1|CPIP
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC120420280|XP_039439212.1|CPIP
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC120426517|XP_039447220.1|CPIP
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC120426512|XP_039447216.1|CPIP
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC120426520|XP_039447223.1|CPIP
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC120415200|XP_039432592.1|CPIP
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC120415178|XP_039432570.1|CPIP
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC120429785|XP_039450779.1|CPIP, LOC120430863|XP_039451922.1|CPIP
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC120425102|XP_039445431.1|CPIP
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC120416358|XP_039434024.1|CPIP
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC120416357|XP_039434023.1|CPIP
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC120416351|XP_039434017.1|CPIP
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC120416363|XP_039434031.1|CPIP
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC120421568|XP_039440731.1|CPIP
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC120427131|XP_039447921.1|CPIP
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC120432579|XP_039453748.1|CPIP
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC120432581|XP_039453750.1|CPIP
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC120432549|XP_039453710.1|CPIP
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC120421562|XP_039440723.1|CPIP
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC120421581|XP_039440747.1|CPIP
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC120421563|XP_039440724.1|CPIP
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC120421553|XP_039440715.1|CPIP
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC120421569|XP_039440735.1|CPIP
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC120423755|XP_039443604.1|CPIP
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC120423740|XP_039443586.1|CPIP
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC120426242|XP_039446913.1|CPIP
OG0004462	LOC108085543|XP_017037668.1|DKIK, LOC108070623|XP_017016712.1|DKIK	LOC120422202|XP_039441518.1|CPIP
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC120422215|XP_039441534.1|CPIP
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC120422208|XP_039441524.1|CPIP
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC120416381|XP_039434050.1|CPIP
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC120416373|XP_039434040.1|CPIP
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC120416338|XP_039433999.1|CPIP
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC120416336|XP_039433996.1|CPIP
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC120416346|XP_039434009.1|CPIP
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC120431317|XP_039452384.1|CPIP, LOC120428921|XP_039449994.1|CPIP
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC120428932|XP_039450010.1|CPIP
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC120423890|XP_039443800.1|CPIP
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC120423904|XP_039443818.1|CPIP
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC120423908|XP_039443822.1|CPIP
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC120428253|XP_039449177.1|CPIP
OG0004476	LOC108073625|XP_017020813.1|DKIK	LOC120428263|XP_039449188.1|CPIP
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC120428256|XP_039449180.1|CPIP
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC120428250|XP_039449172.1|CPIP
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC120414535|XP_039431712.1|CPIP, LOC120412607|XP_039429094.1|CPIP
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC120427979|XP_039448870.1|CPIP
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC120416241|XP_039433877.1|CPIP
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC120423048|XP_039442654.1|CPIP
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC120429513|XP_039450517.1|CPIP
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC120413804|XP_039430695.1|CPIP
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC120418473|XP_039436841.1|CPIP, LOC120416755|XP_039434522.1|CPIP
OG0004487	LOC108078693|XP_017028133.1|DKIK, LOC108078797|XP_017028351.1|DKIK	LOC120429277|XP_039450435.1|CPIP
OG0004488	LOC108080714|XP_017031054.1|DKIK	LOC120418845|XP_039437302.1|CPIP
OG0004489	LOC108079756|XP_017029666.1|DKIK	LOC120432093|XP_039453164.1|CPIP
OG0004490	LOC108078035|XP_017027085.1|DKIK	LOC120412407|XP_039428803.1|CPIP
OG0004504	LOC108077168|XP_017025896.1|DKIK	LOC120415043|XP_039432350.1|CPIP
OG0004505	LOC108073925|XP_017021253.1|DKIK	LOC120413299|XP_039429991.1|CPIP
OG0004506	LOC108077757|XP_017026726.1|DKIK	LOC120415060|XP_039432381.1|CPIP
OG0004507	LOC108085659|XP_017037839.1|DKIK	LOC120421077|XP_039440156.1|CPIP
OG0004508	LOC108085557|XP_017037684.1|DKIK	LOC120415046|XP_039432354.1|CPIP
OG0004509	LOC108073836|XP_017021106.1|DKIK	LOC120415084|XP_039432434.1|CPIP
OG0004510	LOC108084480|XP_017036191.1|DKIK	LOC120415024|XP_039432323.1|CPIP
OG0004511	LOC108073402|XP_017020483.1|DKIK	LOC120430611|XP_039451644.1|CPIP
OG0004512	LOC108074893|XP_017022603.1|DKIK	LOC120413310|XP_039430006.1|CPIP
OG0004513	LOC108071861|XP_017018276.1|DKIK	LOC120413293|XP_039429982.1|CPIP
OG0004514	LOC108082648|XP_017033620.1|DKIK	LOC120413285|XP_039429956.1|CPIP
OG0004515	LOC108079249|XP_017029026.1|DKIK	LOC120420237|XP_039439159.1|CPIP
OG0004516	LOC108076075|XP_017024273.1|DKIK	LOC120420249|XP_039439172.1|CPIP
OG0004517	LOC108076778|XP_017025275.1|DKIK	LOC120432221|XP_039453329.1|CPIP
OG0004518	LOC108084203|XP_017035807.1|DKIK	LOC120431219|XP_039452296.1|CPIP, LOC120428466|XP_039449413.1|CPIP
OG0004519	LOC108075747|XP_017023791.1|DKIK	LOC120412670|XP_039429170.1|CPIP
OG0004520	LOC108071857|XP_017018263.1|DKIK	LOC120413708|XP_039430562.1|CPIP
OG0004521	LOC108071381|XP_017017608.1|DKIK	LOC120413437|XP_039430184.1|CPIP
OG0004522	LOC108083780|XP_017035195.1|DKIK	LOC120432170|XP_039453244.1|CPIP
OG0004523	LOC108082824|XP_017033876.1|DKIK	LOC120424291|XP_039444304.1|CPIP
OG0004524	LOC108071840|XP_017018241.1|DKIK	LOC120432269|XP_039453383.1|CPIP, LOC120423093|XP_039442703.1|CPIP
OG0004525	LOC108084444|XP_017036145.1|DKIK	LOC120417486|XP_039435607.1|CPIP
OG0004526	LOC108076049|XP_017024212.1|DKIK	LOC120420014|XP_039438885.1|CPIP
OG0004527	LOC108078220|XP_017027401.1|DKIK	LOC120418123|XP_039436335.1|CPIP
OG0004528	LOC108080133|XP_017030256.1|DKIK	LOC120432235|XP_039453381.1|CPIP
OG0004529	LOC108070926|XP_017017070.1|DKIK	LOC120432309|XP_039453427.1|CPIP
OG0004530	LOC108079967|XP_017030018.1|DKIK	LOC120416126|XP_039433768.1|CPIP
OG0004531	LOC108084045|XP_017035552.1|DKIK	LOC120422317|XP_039441669.1|CPIP
OG0004532	LOC108085065|XP_017037016.1|DKIK	LOC120429205|XP_039450349.1|CPIP
OG0004533	LOC108079420|XP_017029236.1|DKIK	LOC120412926|XP_039429495.1|CPIP
OG0004534	LOC108076471|XP_017024847.1|DKIK	LOC120432237|XP_039453345.1|CPIP
OG0004535	LOC108071535|XP_017017796.1|DKIK	LOC120432491|XP_039453639.1|CPIP
OG0004536	LOC108080087|XP_017030173.1|DKIK	LOC120430783|XP_039451834.1|CPIP
OG0004537	LOC108080375|XP_017030585.1|DKIK	LOC120414955|XP_039432221.1|CPIP
OG0004538	LOC108076369|XP_017024660.1|DKIK	LOC120426001|XP_039446603.1|CPIP
OG0004539	LOC108073216|XP_017020236.1|DKIK	LOC120432297|XP_039453417.1|CPIP
OG0004540	LOC108079273|XP_017029056.1|DKIK	LOC120422049|XP_039441309.1|CPIP
OG0004541	LOC108082404|XP_017033238.1|DKIK	LOC120414161|XP_039431145.1|CPIP
OG0004542	LOC108071828|XP_017018225.1|DKIK	LOC120414164|XP_039431150.1|CPIP
OG0004543	LOC108083896|XP_017035380.1|DKIK	LOC120417693|XP_039435767.1|CPIP
OG0004544	LOC108082923|XP_017034001.1|DKIK	LOC120431148|XP_039452221.1|CPIP
OG0004545	LOC108075595|XP_017023605.1|DKIK	LOC120422452|XP_039441829.1|CPIP
OG0004546	LOC108073019|XP_017019966.1|DKIK	LOC120422474|XP_039441863.1|CPIP
OG0004547	LOC108079206|XP_017028958.1|DKIK	LOC120424305|XP_039444324.1|CPIP
OG0004548	LOC108083566|XP_017034913.1|DKIK, LOC108079457|XP_017029289.1|DKIK	LOC120431128|XP_039452214.1|CPIP
OG0004549	LOC108076062|XP_017024245.1|DKIK	LOC120422523|XP_039441911.1|CPIP
OG0004550	LOC108079463|XP_017029293.1|DKIK	LOC120420172|XP_039439071.1|CPIP
OG0004551	LOC108076719|XP_017025175.1|DKIK	LOC120420173|XP_039439072.1|CPIP
