Orthogroup	DKIK.longest_only	ASTE.longest_only
OG0005108	LOC108072950|XP_017019817.1|DKIK	LOC118512311|XP_035912455.1|ASTE
OG0005109	LOC108075201|XP_017023027.1|DKIK	LOC118506437|XP_035899457.1|ASTE
OG0005110	LOC108079857|XP_017029858.1|DKIK	LOC118512299|XP_035912423.1|ASTE
OG0005111	LOC108083142|XP_017034313.1|DKIK	LOC118512868|XP_035913849.1|ASTE
OG0005112	LOC108073947|XP_017021252.1|DKIK	LOC118512866|XP_035913847.1|ASTE
OG0005113	LOC108083143|XP_017034314.1|DKIK	LOC118512870|XP_035913853.1|ASTE
OG0005114	LOC108075040|XP_017022796.1|DKIK	LOC118509371|XP_035905796.1|ASTE
OG0005115	LOC108086240|XP_017038601.1|DKIK	LOC118514611|XP_035917499.1|ASTE
OG0005116	LOC108079913|XP_017029938.1|DKIK	LOC118514221|XP_035916812.1|ASTE
OG0005117	LOC108076102|XP_017024314.1|DKIK	LOC118513293|XP_035914760.1|ASTE
OG0005118	LOC108082024|XP_017032781.1|DKIK	LOC118509920|XP_035907123.1|ASTE
OG0005119	LOC108078242|XP_017027439.1|DKIK	LOC118509915|XP_035907089.1|ASTE
OG0005120	LOC108079724|XP_017029623.1|DKIK	LOC118510890|XP_035909168.1|ASTE
OG0005121	LOC108083233|XP_017034429.1|DKIK	LOC118510889|XP_035909167.1|ASTE
OG0005122	LOC108075311|XP_017023204.1|DKIK	LOC118510167|XP_035907571.1|ASTE
OG0005123	LOC108080689|XP_017031015.1|DKIK	LOC118509822|XP_035906877.1|ASTE
OG0005124	LOC108079795|XP_017029760.1|DKIK	LOC118511248|XP_035909989.1|ASTE
OG0005125	LOC108079791|XP_017029747.1|DKIK	LOC118511269|XP_035910047.1|ASTE
OG0005126	LOC108078769|XP_017028300.1|DKIK	LOC118509908|XP_035907059.1|ASTE
OG0005127	LOC108075283|XP_017023160.1|DKIK	LOC118510581|XP_035908466.1|ASTE
OG0005128	LOC108081180|XP_017031728.1|DKIK	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE
OG0005129	LOC108075275|XP_017023145.1|DKIK	LOC118509557|XP_035906204.1|ASTE
OG0005130	LOC108075230|XP_017023065.1|DKIK	LOC118511280|XP_035910067.1|ASTE
OG0005131	LOC108078283|XP_017027539.1|DKIK	LOC118511300|XP_035910102.1|ASTE
OG0005132	LOC108073431|XP_017020540.1|DKIK	LOC118510485|XP_035908259.1|ASTE
OG0005133	LOC108073861|XP_017021133.1|DKIK	LOC118512833|XP_035913761.1|ASTE
OG0005134	LOC108070445|XP_017016412.1|DKIK	LOC118514217|XP_035916806.1|ASTE
OG0005135	LOC108075300|XP_017023183.1|DKIK	LOC118514243|XP_035916842.1|ASTE
OG0005136	LOC108075263|XP_017023119.1|DKIK	LOC118512697|XP_035913404.1|ASTE
OG0005137	LOC108083975|XP_017035474.1|DKIK	LOC118513481|XP_035915173.1|ASTE
OG0005138	LOC108085987|XP_017038277.1|DKIK	LOC118513492|XP_035915208.1|ASTE
OG0005139	LOC108071614|XP_017017886.1|DKIK	LOC118514374|XP_035917129.1|ASTE
OG0005140	LOC108086230|XP_017038587.1|DKIK	LOC118514391|XP_035917165.1|ASTE
OG0005141	LOC108078165|XP_017027307.1|DKIK	LOC118511552|XP_035910664.1|ASTE
OG0005142	LOC108077548|XP_017026429.1|DKIK	LOC118512968|XP_035914088.1|ASTE
OG0005143	LOC108077530|XP_017026387.1|DKIK	LOC118509469|XP_035905990.1|ASTE
OG0005144	LOC108077491|XP_017026304.1|DKIK	LOC118509470|XP_035905997.1|ASTE
OG0005145	LOC108077561|XP_017026442.1|DKIK	LOC118509473|XP_035906001.1|ASTE
OG0005146	LOC108078836|XP_017028416.1|DKIK	LOC118509476|XP_035906009.1|ASTE
OG0005147	LOC108078838|XP_017028419.1|DKIK	LOC118509477|XP_035906010.1|ASTE
OG0005148	LOC108078804|XP_017028361.1|DKIK	LOC118510266|XP_035907755.1|ASTE
OG0005149	LOC108072963|XP_017019884.1|DKIK	LOC118510265|XP_035907753.1|ASTE
OG0005150	LOC108071552|XP_017017819.1|DKIK	LOC118514239|XP_035916835.1|ASTE
OG0005151	LOC108079859|XP_017029860.1|DKIK	LOC118509399|XP_035905850.1|ASTE
OG0005152	LOC108079888|XP_017029900.1|DKIK	LOC118509454|XP_035905967.1|ASTE
OG0005153	LOC108079876|XP_017029881.1|DKIK	LOC118509396|XP_035905843.1|ASTE
OG0005154	LOC108072730|XP_017019480.1|DKIK	LOC118509395|XP_035905838.1|ASTE
OG0005155	LOC108078638|XP_017028059.1|DKIK	LOC118509430|XP_035905912.1|ASTE
OG0005156	LOC108084871|XP_017036752.1|DKIK	LOC118509241|XP_035905448.1|ASTE
OG0005157	LOC108078177|XP_017027330.1|DKIK	LOC118514328|XP_035917006.1|ASTE
OG0005158	LOC108071622|XP_017017892.1|DKIK	LOC118511817|XP_035911250.1|ASTE
OG0005159	LOC108079862|XP_017029862.1|DKIK	LOC118511820|XP_035911253.1|ASTE
OG0005160	LOC108071942|XP_017018397.1|DKIK	LOC118511832|XP_035911268.1|ASTE
OG0005161	LOC108072191|XP_017018737.1|DKIK	LOC118511835|XP_035911273.1|ASTE
OG0005163	LOC108084802|XP_017036648.1|DKIK	LOC118511854|XP_035911293.1|ASTE
OG0005164	LOC108083150|XP_017034320.1|DKIK	LOC118511529|XP_035910611.1|ASTE
OG0005165	LOC108076361|XP_017024649.1|DKIK	LOC118510406|XP_035908050.1|ASTE
OG0005166	LOC108075665|XP_017023703.1|DKIK	LOC118510355|XP_035907949.1|ASTE
OG0005167	LOC108075600|XP_017023611.1|DKIK	LOC118510394|XP_035908043.1|ASTE
OG0005168	LOC108078844|XP_017028428.1|DKIK	LOC118510339|XP_035907903.1|ASTE
OG0005169	LOC108073475|XP_017020615.1|DKIK	LOC118510385|XP_035908029.1|ASTE
OG0005170	LOC108073473|XP_017020611.1|DKIK	LOC118510361|XP_035907962.1|ASTE
OG0005171	LOC108073317|XP_017020366.1|DKIK	LOC118510372|XP_035907990.1|ASTE
OG0005172	LOC108074738|XP_017022396.1|DKIK	LOC118511342|XP_035910182.1|ASTE
OG0005173	LOC108080715|XP_017031055.1|DKIK	LOC118511346|XP_035910193.1|ASTE
OG0005174	LOC108076541|XP_017024943.1|DKIK	LOC118511348|XP_035910197.1|ASTE
OG0005175	LOC108074212|XP_017021643.1|DKIK	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE
OG0005176	LOC108082594|XP_017033550.1|DKIK	LOC118513142|XP_035914461.1|ASTE
OG0005177	LOC108074201|XP_017021629.1|DKIK	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE
OG0005178	LOC108077566|XP_017026450.1|DKIK	LOC118513143|XP_035914462.1|ASTE
OG0005179	LOC108077510|XP_017026357.1|DKIK	LOC118509942|XP_035907167.1|ASTE
OG0005180	LOC108079751|XP_017029655.1|DKIK	LOC118513176|XP_035914529.1|ASTE
OG0005181	LOC108083851|XP_017035323.1|DKIK, LOC108075135|XP_017022907.1|DKIK	LOC118513173|XP_035914518.1|ASTE
OG0005182	LOC108078241|XP_017027437.1|DKIK	LOC118513182|XP_035914538.1|ASTE
OG0005183	LOC108074464|XP_017022016.1|DKIK	LOC118513188|XP_035914569.1|ASTE
OG0005184	LOC108072932|XP_017019770.1|DKIK	LOC118509674|XP_035906572.1|ASTE
OG0005185	LOC108076300|XP_017024560.1|DKIK	LOC118511412|XP_035910365.1|ASTE
OG0005186	LOC108078423|XP_017027777.1|DKIK	LOC118511407|XP_035910354.1|ASTE
OG0005187	LOC108080712|XP_017031038.1|DKIK	LOC118512906|XP_035913924.1|ASTE
OG0005188	LOC108081191|XP_017031745.1|DKIK	LOC118509701|XP_035906671.1|ASTE
OG0005189	LOC108079363|XP_017029162.1|DKIK	LOC118510957|XP_035909308.1|ASTE
OG0005190	LOC108070610|XP_017016672.1|DKIK	LOC118509697|XP_035906658.1|ASTE
OG0005191	LOC108070696|XP_017016769.1|DKIK	LOC118512005|XP_035911657.1|ASTE
OG0005192	LOC108072886|XP_017019696.1|DKIK	LOC118511996|XP_035911628.1|ASTE
OG0005193	LOC108076299|XP_017024559.1|DKIK	LOC118512010|XP_035911667.1|ASTE
OG0005194	LOC108076721|XP_017025176.1|DKIK	LOC118509656|XP_035906505.1|ASTE
OG0005195	LOC108078119|XP_017027225.1|DKIK	LOC118509747|XP_035906770.1|ASTE
OG0005196	LOC108075001|XP_017022733.1|DKIK	LOC118509658|XP_035906511.1|ASTE
OG0005197	LOC108070755|XP_017016841.1|DKIK	LOC118509667|XP_035906545.1|ASTE
OG0005198	LOC108070456|XP_017016427.1|DKIK	LOC118509682|XP_035906618.1|ASTE
OG0005199	LOC108076498|XP_017024880.1|DKIK	LOC118511961|XP_035911576.1|ASTE
OG0005200	LOC108074717|XP_017022349.1|DKIK	LOC118511954|XP_035911565.1|ASTE
OG0005201	LOC108072367|XP_017018950.1|DKIK	LOC118512242|XP_035912275.1|ASTE
OG0005202	LOC108070891|XP_017017025.1|DKIK	LOC118512238|XP_035912271.1|ASTE
OG0005203	LOC108074724|XP_017022357.1|DKIK	LOC118504533|XP_035894971.1|ASTE
OG0005204	LOC108075905|XP_017024014.1|DKIK	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE
OG0005205	LOC108082218|XP_017033040.1|DKIK	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE
OG0005206	LOC108076516|XP_017024913.1|DKIK	LOC118511881|XP_035911398.1|ASTE
OG0005207	LOC108078145|XP_017027273.1|DKIK	LOC118510972|XP_035909357.1|ASTE
OG0005208	LOC108078006|XP_017027050.1|DKIK	LOC118510968|XP_035909352.1|ASTE
OG0005209	LOC108085255|XP_017037291.1|DKIK	LOC118510967|XP_035909351.1|ASTE
OG0005210	LOC108085260|XP_017037299.1|DKIK	LOC118510966|XP_035909345.1|ASTE
OG0005211	LOC108070446|XP_017016414.1|DKIK	LOC118511204|XP_035909877.1|ASTE
OG0005212	LOC108070777|XP_017016865.1|DKIK	LOC118511121|XP_035909746.1|ASTE
OG0005213	LOC108079382|XP_017029192.1|DKIK	LOC118511036|XP_035909520.1|ASTE
OG0005214	LOC108077091|XP_017025751.1|DKIK	LOC118513662|XP_035915648.1|ASTE
OG0005215	LOC108074337|XP_017021845.1|DKIK	LOC118513390|XP_035914960.1|ASTE
OG0005216	LOC108082769|XP_017033787.1|DKIK	LOC118513401|XP_035914977.1|ASTE
OG0005217	LOC108081530|XP_017032237.1|DKIK	LOC118513378|XP_035914921.1|ASTE
OG0005218	LOC108082844|XP_017033901.1|DKIK	LOC118513371|XP_035914895.1|ASTE
OG0005219	LOC108078204|XP_017027377.1|DKIK	LOC118512451|XP_035912809.1|ASTE
OG0005220	LOC108079055|XP_017028751.1|DKIK	LOC118513922|XP_035916182.1|ASTE
OG0005221	LOC108082109|XP_017032898.1|DKIK	LOC118513955|XP_035916244.1|ASTE
OG0005222	LOC108076999|XP_017025558.1|DKIK	LOC118513907|XP_035916125.1|ASTE
OG0005223	LOC108079983|XP_017030038.1|DKIK	LOC118512700|XP_035913415.1|ASTE
OG0005224	LOC108074788|XP_017022454.1|DKIK	LOC118512724|XP_035913465.1|ASTE
OG0005225	LOC108075917|XP_017024039.1|DKIK	LOC118511739|XP_035911082.1|ASTE
OG0005226	LOC108077103|XP_017025781.1|DKIK	LOC118511725|XP_035911056.1|ASTE
OG0005227	LOC108072630|XP_017019349.1|DKIK	LOC118511731|XP_035911070.1|ASTE
OG0005228	LOC108072556|XP_017019224.1|DKIK	LOC118511729|XP_035911068.1|ASTE
OG0005229	LOC108079045|XP_017028726.1|DKIK	LOC118511108|XP_035909725.1|ASTE
OG0005230	LOC108082058|XP_017032824.1|DKIK	LOC118513669|XP_035915663.1|ASTE
OG0005231	LOC108074351|XP_017021865.1|DKIK	LOC118512660|XP_035913302.1|ASTE
OG0005232	LOC108075891|XP_017023990.1|DKIK	LOC118512226|XP_035912235.1|ASTE
OG0005233	LOC108085250|XP_017037286.1|DKIK	LOC118513840|XP_035916010.1|ASTE
OG0005234	LOC108082866|XP_017033933.1|DKIK	LOC118512028|XP_035911712.1|ASTE
OG0005235	LOC108082871|XP_017033938.1|DKIK	LOC118508933|XP_035904734.1|ASTE
OG0005236	LOC108077433|XP_017026229.1|DKIK	LOC118508932|XP_035904733.1|ASTE
OG0005237	LOC108077431|XP_017026225.1|DKIK	LOC118508928|XP_035904727.1|ASTE
OG0005238	LOC108077354|XP_017026135.1|DKIK	LOC118508931|XP_035904732.1|ASTE
OG0005239	LOC108074577|XP_017022170.1|DKIK	LOC118511096|XP_035909698.1|ASTE
OG0005240	LOC108077177|XP_017025903.1|DKIK	LOC118511101|XP_035909714.1|ASTE
OG0005241	LOC108074420|XP_017021942.1|DKIK	LOC118511074|XP_035909626.1|ASTE
OG0005242	LOC108077261|XP_017026016.1|DKIK	LOC118511114|XP_035909732.1|ASTE
OG0005243	LOC108079031|XP_017028712.1|DKIK	LOC118511088|XP_035909667.1|ASTE
OG0005244	LOC108085726|XP_017037941.1|DKIK	LOC118513938|XP_035916215.1|ASTE
OG0005245	LOC108081156|XP_017031684.1|DKIK	LOC118513923|XP_035916184.1|ASTE
OG0005246	LOC108086129|XP_017038470.1|DKIK	LOC118513959|XP_035916251.1|ASTE
OG0005247	LOC108076302|XP_017024562.1|DKIK	LOC118513561|XP_035915382.1|ASTE
OG0005248	LOC108084255|XP_017035887.1|DKIK	LOC118511628|XP_035910830.1|ASTE
OG0005249	LOC108084832|XP_017036687.1|DKIK	LOC118510632|XP_035908564.1|ASTE
OG0005250	LOC108070521|XP_017016520.1|DKIK	LOC118510621|XP_035908542.1|ASTE
OG0005251	LOC108076891|XP_017025412.1|DKIK	LOC118511561|XP_035910689.1|ASTE
OG0005252	LOC108082745|XP_017033744.1|DKIK	LOC118511210|XP_035909887.1|ASTE
OG0005253	LOC108081410|XP_017032076.1|DKIK	LOC118514518|XP_035917377.1|ASTE
OG0005254	LOC108072511|XP_017019172.1|DKIK	LOC118513531|XP_035915296.1|ASTE
OG0005255	LOC108072606|XP_017019318.1|DKIK	LOC118513532|XP_035915297.1|ASTE
OG0005256	LOC108080692|XP_017031017.1|DKIK	LOC118509159|XP_035905300.1|ASTE
OG0005257	LOC108074855|XP_017022554.1|DKIK	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE
OG0005258	LOC108082208|XP_017033029.1|DKIK	LOC118514705|XP_035917671.1|ASTE
OG0005259	LOC108077413|XP_017026202.1|DKIK	LOC118513585|XP_035915446.1|ASTE
OG0005260	LOC108077416|XP_017026206.1|DKIK	LOC118513539|XP_035915305.1|ASTE
OG0005261	LOC108077208|XP_017025947.1|DKIK	LOC118513537|XP_035915302.1|ASTE
OG0005262	LOC108081419|XP_017032091.1|DKIK	LOC118513988|XP_035916312.1|ASTE
OG0005263	LOC108072600|XP_017019309.1|DKIK	LOC118513912|XP_035916146.1|ASTE
OG0005264	LOC108075661|XP_017023699.1|DKIK	LOC118513958|XP_035916249.1|ASTE
OG0005265	LOC108082802|XP_017033849.1|DKIK	LOC118510582|XP_035908467.1|ASTE
OG0005266	LOC108075916|XP_017024038.1|DKIK	LOC118513223|XP_035914643.1|ASTE
OG0005267	LOC108077342|XP_017026119.1|DKIK	LOC118513516|XP_035915268.1|ASTE
OG0005268	LOC108077447|XP_017026254.1|DKIK	LOC118513515|XP_035915267.1|ASTE
OG0005269	LOC108077451|XP_017026259.1|DKIK	LOC118513524|XP_035915279.1|ASTE
OG0005270	LOC108081972|XP_017032695.1|DKIK	LOC118513567|XP_035915389.1|ASTE
OG0005271	LOC108074806|XP_017022489.1|DKIK	LOC118513560|XP_035915376.1|ASTE
OG0005272	LOC108074807|XP_017022490.1|DKIK	LOC118513563|XP_035915384.1|ASTE
OG0005273	LOC108074833|XP_017022523.1|DKIK	LOC118513558|XP_035915373.1|ASTE
OG0005274	LOC108082057|XP_017032823.1|DKIK	LOC118513556|XP_035915371.1|ASTE
OG0005275	LOC108077052|XP_017025694.1|DKIK	LOC118513554|XP_035915343.1|ASTE
OG0005276	LOC108086157|XP_017038508.1|DKIK	LOC118513548|XP_035915327.1|ASTE
OG0005277	LOC108086176|XP_017038529.1|DKIK	LOC118513546|XP_035915325.1|ASTE
OG0005278	LOC108076767|XP_017025257.1|DKIK	LOC118513547|XP_035915326.1|ASTE
OG0005279	LOC108082232|XP_017033059.1|DKIK	LOC118511042|XP_035909529.1|ASTE
OG0005280	LOC108074429|XP_017021954.1|DKIK	LOC118513913|XP_035916147.1|ASTE
OG0005281	LOC108077435|XP_017026237.1|DKIK	LOC118513861|XP_035916054.1|ASTE
OG0005282	LOC108085468|XP_017037574.1|DKIK	LOC118513851|XP_035916029.1|ASTE
OG0005283	LOC108084597|XP_017036361.1|DKIK	LOC118513852|XP_035916036.1|ASTE
OG0005284	LOC108081403|XP_017032052.1|DKIK	LOC118511091|XP_035909677.1|ASTE
OG0005285	LOC108081415|XP_017032086.1|DKIK	LOC118511762|XP_035911125.1|ASTE
OG0005286	LOC108074428|XP_017021951.1|DKIK	LOC118513969|XP_035916286.1|ASTE
OG0005287	LOC108074437|XP_017021965.1|DKIK	LOC118513925|XP_035916186.1|ASTE
OG0005288	LOC108082596|XP_017033557.1|DKIK	LOC118511068|XP_035909569.1|ASTE
OG0005289	LOC108081409|XP_017032075.1|DKIK	LOC118511058|XP_035909560.1|ASTE
OG0005290	LOC108075526|XP_017023512.1|DKIK	LOC118511059|XP_035909562.1|ASTE
OG0005291	LOC108072571|XP_017019265.1|DKIK	LOC118511579|XP_035910723.1|ASTE
OG0005292	LOC108072569|XP_017019251.1|DKIK	LOC118513663|XP_035915650.1|ASTE
OG0005293	LOC108085235|XP_017037264.1|DKIK	LOC118512209|XP_035912215.1|ASTE
OG0005294	LOC108082167|XP_017032962.1|DKIK	LOC118509332|XP_035905692.1|ASTE
OG0005295	LOC108072570|XP_017019260.1|DKIK	LOC118509335|XP_035905695.1|ASTE
OG0005296	LOC108085415|XP_017037471.1|DKIK	LOC118513543|XP_035915313.1|ASTE
OG0005297	LOC108074845|XP_017022541.1|DKIK	LOC118509046|XP_035905014.1|ASTE
OG0005298	LOC108077082|XP_017025739.1|DKIK	LOC118513312|XP_035914793.1|ASTE
OG0005299	LOC108073487|XP_017020634.1|DKIK	LOC118509059|XP_035905064.1|ASTE
OG0005300	LOC108083434|XP_017034678.1|DKIK	LOC118513389|XP_035914959.1|ASTE
OG0005301	LOC108082036|XP_017032794.1|DKIK	LOC118511720|XP_035911041.1|ASTE
OG0005302	LOC108073129|XP_017020116.1|DKIK	LOC118514002|XP_035916331.1|ASTE
OG0005303	LOC108082865|XP_017033932.1|DKIK	LOC118513881|XP_035916082.1|ASTE
OG0005304	LOC108079976|XP_017030028.1|DKIK	LOC118513880|XP_035916081.1|ASTE
OG0005305	LOC108076766|XP_017025256.1|DKIK	LOC118511079|XP_035909645.1|ASTE
OG0005306	LOC108076991|XP_017025540.1|DKIK	LOC118511102|XP_035909715.1|ASTE
OG0005307	LOC108081988|XP_017032715.1|DKIK	LOC118511129|XP_035909755.1|ASTE
OG0005308	LOC108077075|XP_017025731.1|DKIK	LOC118511081|XP_035909651.1|ASTE
OG0005309	LOC108082192|XP_017033002.1|DKIK	LOC118511084|XP_035909657.1|ASTE
OG0005310	LOC108079623|XP_017029490.1|DKIK	LOC118510084|XP_035907386.1|ASTE
OG0005311	LOC108077152|XP_017025871.1|DKIK	LOC118514027|XP_035916395.1|ASTE
OG0005312	LOC108077144|XP_017025851.1|DKIK	LOC118511052|XP_035909544.1|ASTE
OG0005313	LOC108077276|XP_017026038.1|DKIK	LOC118511638|XP_035910844.1|ASTE
OG0005314	LOC108082182|XP_017032988.1|DKIK	LOC118513911|XP_035916145.1|ASTE
OG0005315	LOC108070536|XP_017016549.1|DKIK	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE
OG0005316	LOC108076736|XP_017025203.1|DKIK	LOC118514028|XP_035916398.1|ASTE
OG0005317	LOC108077407|XP_017026196.1|DKIK	LOC118514015|XP_035916378.1|ASTE
OG0005319	LOC108085245|XP_017037279.1|DKIK	LOC118511753|XP_035911111.1|ASTE
OG0005320	LOC108072591|XP_017019292.1|DKIK	LOC118511754|XP_035911112.1|ASTE
OG0005321	LOC108077167|XP_017025891.1|DKIK	LOC118513412|XP_035915013.1|ASTE
OG0005322	LOC108074581|XP_017022178.1|DKIK	LOC118510081|XP_035907382.1|ASTE
OG0005323	LOC108082198|XP_017033010.1|DKIK	LOC118511592|XP_035910745.1|ASTE
OG0005324	LOC108077292|XP_017026060.1|DKIK	LOC118510608|XP_035908513.1|ASTE
OG0005325	LOC108075868|XP_017023959.1|DKIK	LOC118510607|XP_035908511.1|ASTE
OG0005326	LOC108077318|XP_017026096.1|DKIK	LOC118510609|XP_035908515.1|ASTE
OG0005327	LOC108082888|XP_017033959.1|DKIK	LOC118510614|XP_035908524.1|ASTE
OG0005328	LOC108075565|XP_017023569.1|DKIK	LOC118513399|XP_035914972.1|ASTE
OG0005329	LOC108078947|XP_017028585.1|DKIK	LOC118509136|XP_035905229.1|ASTE
OG0005330	LOC108078945|XP_017028583.1|DKIK	LOC118509134|XP_035905227.1|ASTE
OG0005331	LOC108077457|XP_017026270.1|DKIK	LOC118511234|XP_035909964.1|ASTE
OG0005332	LOC108074602|XP_017022206.1|DKIK	LOC118511230|XP_035909958.1|ASTE
OG0005333	LOC108075786|XP_017023843.1|DKIK	LOC118514608|XP_035917497.1|ASTE
OG0005334	LOC108077204|XP_017025940.1|DKIK	LOC118511661|XP_035910902.1|ASTE
OG0005335	LOC108081810|XP_017032535.1|DKIK	LOC118511665|XP_035910910.1|ASTE
OG0005336	LOC108078553|XP_017027959.1|DKIK	LOC118511640|XP_035910854.1|ASTE
OG0005337	LOC108078276|XP_017027517.1|DKIK	LOC118513418|XP_035915023.1|ASTE
OG0005338	LOC108074573|XP_017022164.1|DKIK	LOC118513425|XP_035915032.1|ASTE
OG0005339	LOC108076880|XP_017025399.1|DKIK	LOC118513438|XP_035915071.1|ASTE
OG0005340	LOC108082072|XP_017032851.1|DKIK	LOC118513442|XP_035915077.1|ASTE
OG0005341	LOC108070879|XP_017017011.1|DKIK	LOC118512455|XP_035912814.1|ASTE
OG0005342	LOC108082073|XP_017032853.1|DKIK	LOC118508999|XP_035904896.1|ASTE
OG0005343	LOC108073043|XP_017019995.1|DKIK	LOC118509006|XP_035904914.1|ASTE
OG0005345	LOC108082779|XP_017033803.1|DKIK	LOC118509083|XP_035905109.1|ASTE
OG0005346	LOC108075876|XP_017023969.1|DKIK	LOC118511611|XP_035910794.1|ASTE
OG0005347	LOC108086124|XP_017038461.1|DKIK	LOC118511676|XP_035910930.1|ASTE
OG0005348	LOC108077256|XP_017026008.1|DKIK	LOC118511667|XP_035910912.1|ASTE
OG0005349	LOC108077059|XP_017025714.1|DKIK	LOC118511663|XP_035910905.1|ASTE
OG0005350	LOC108081984|XP_017032711.1|DKIK	LOC118511647|XP_035910874.1|ASTE
OG0005351	LOC108070567|XP_017016607.1|DKIK	LOC118512444|XP_035912801.1|ASTE
OG0005352	LOC108077126|XP_017025819.1|DKIK	LOC118513406|XP_035914995.1|ASTE
OG0005353	LOC108082461|XP_017033326.1|DKIK	LOC118512647|XP_035913256.1|ASTE
OG0005354	LOC108075838|XP_017023903.1|DKIK	LOC118512657|XP_035913282.1|ASTE
OG0005355	LOC108074288|XP_017021763.1|DKIK	LOC118512448|XP_035912805.1|ASTE
OG0005356	LOC108074302|XP_017021780.1|DKIK	LOC118512462|XP_035912825.1|ASTE
OG0005357	LOC108079618|XP_017029482.1|DKIK	LOC118512456|XP_035912816.1|ASTE
OG0005358	LOC108075865|XP_017023949.1|DKIK	LOC118513445|XP_035915081.1|ASTE
OG0005359	LOC108086135|XP_017038477.1|DKIK	LOC118508998|XP_035904895.1|ASTE
OG0005360	LOC108085511|XP_017037623.1|DKIK	LOC118513443|XP_035915078.1|ASTE
OG0005361	LOC108077247|XP_017025996.1|DKIK	LOC118513506|XP_035915248.1|ASTE
OG0005362	LOC108074504|XP_017022071.1|DKIK	LOC118513292|XP_035914758.1|ASTE
OG0005363	LOC108073637|XP_017020845.1|DKIK	LOC118511787|XP_035911198.1|ASTE
OG0005364	LOC108078389|XP_017027733.1|DKIK	LOC118510123|XP_035907485.1|ASTE
OG0005365	LOC108082191|XP_017033000.1|DKIK	LOC118511621|XP_035910812.1|ASTE
OG0005366	LOC108082231|XP_017033058.1|DKIK	LOC118511607|XP_035910783.1|ASTE
OG0005367	LOC108082168|XP_017032963.1|DKIK	LOC118509150|XP_035905259.1|ASTE
OG0005368	LOC108073321|XP_017020371.1|DKIK	LOC118509151|XP_035905267.1|ASTE
OG0005369	LOC108072624|XP_017019342.1|DKIK	LOC118509148|XP_035905255.1|ASTE
OG0005370	LOC108082039|XP_017032801.1|DKIK	LOC118509149|XP_035905256.1|ASTE
OG0005371	LOC108081973|XP_017032696.1|DKIK	LOC118509147|XP_035905253.1|ASTE
OG0005372	LOC108084199|XP_017035797.1|DKIK	LOC118508801|XP_035904413.1|ASTE
OG0005373	LOC108074550|XP_017022176.1|DKIK	LOC118513901|XP_035916116.1|ASTE
OG0005374	LOC108077071|XP_017025728.1|DKIK	LOC118513735|XP_035915783.1|ASTE
OG0005375	LOC108077070|XP_017025727.1|DKIK	LOC118513732|XP_035915778.1|ASTE
OG0005376	LOC108077400|XP_017026185.1|DKIK	LOC118513727|XP_035915771.1|ASTE
OG0005377	LOC108079799|XP_017029767.1|DKIK	LOC118510993|XP_035909401.1|ASTE
OG0005378	LOC108074415|XP_017021932.1|DKIK	LOC118511006|XP_035909416.1|ASTE
OG0005379	LOC108074567|XP_017022158.1|DKIK	LOC118511008|XP_035909421.1|ASTE
OG0005380	LOC108074436|XP_017021964.1|DKIK	LOC118511010|XP_035909424.1|ASTE
OG0005381	LOC108082740|XP_017033735.1|DKIK	LOC118511017|XP_035909439.1|ASTE
OG0005382	LOC108074803|XP_017022487.1|DKIK	LOC118511018|XP_035909447.1|ASTE
OG0005383	LOC108071917|XP_017018365.1|DKIK	LOC118509157|XP_035905293.1|ASTE
OG0005384	LOC108070697|XP_017016770.1|DKIK	LOC118514589|XP_035917484.1|ASTE
OG0005385	LOC108076710|XP_017025160.1|DKIK	LOC118514510|XP_035917344.1|ASTE
OG0005386	LOC108076195|XP_017024417.1|DKIK	LOC118514526|XP_035917393.1|ASTE
OG0005387	LOC108075521|XP_017023503.1|DKIK	LOC118508995|XP_035904887.1|ASTE
OG0005388	LOC108081456|XP_017032135.1|DKIK	LOC118512506|XP_035912911.1|ASTE
OG0005389	LOC108076109|XP_017024326.1|DKIK	LOC118512518|XP_035912952.1|ASTE
OG0005390	LOC108086224|XP_017038578.1|DKIK	LOC118512565|XP_035913049.1|ASTE
OG0005391	LOC108086226|XP_017038582.1|DKIK	LOC118512566|XP_035913050.1|ASTE
OG0005392	LOC108077029|XP_017025643.1|DKIK	LOC118512571|XP_035913081.1|ASTE
OG0005393	LOC108080793|XP_017031168.1|DKIK	LOC118510086|XP_035907390.1|ASTE
OG0005394	LOC108077124|XP_017025816.1|DKIK	LOC118511218|XP_035909925.1|ASTE
OG0005395	LOC108074333|XP_017021835.1|DKIK	LOC118514704|XP_035917666.1|ASTE
OG0005396	LOC108079605|XP_017029454.1|DKIK	LOC118509155|XP_035905279.1|ASTE
OG0005397	LOC108079624|XP_017029491.1|DKIK	LOC118509158|XP_035905299.1|ASTE
