Orthogroup	DKIK.longest_only	HILL.longest_only
OG0005521	LOC108077138|XP_017025841.1|DKIK	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC108073790|XP_017021046.1|DKIK	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC108081452|XP_017032131.1|DKIK	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC108075835|XP_017023899.1|DKIK	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC108077250|XP_017026000.1|DKIK	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC108077229|XP_017025975.1|DKIK	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC108074891|XP_017022594.1|DKIK	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC108072867|XP_017019674.1|DKIK	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC108070529|XP_017016537.1|DKIK	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC108075790|XP_017023845.1|DKIK	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC108077520|XP_017026374.1|DKIK	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC108079626|XP_017029495.1|DKIK	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC108086212|XP_017038564.1|DKIK	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC108079086|XP_017028800.1|DKIK	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC108074549|XP_017022135.1|DKIK	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC108077264|XP_017026020.1|DKIK	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC108074326|XP_017021822.1|DKIK	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC108079661|XP_017029547.1|DKIK	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC108079192|XP_017028942.1|DKIK	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC108084750|XP_017036551.1|DKIK	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC108073941|XP_017021243.1|DKIK	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC108082767|XP_017033783.1|DKIK	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC108074304|XP_017021786.1|DKIK	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC108082084|XP_017032868.1|DKIK	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC108081420|XP_017032092.1|DKIK	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC108079622|XP_017029487.1|DKIK	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC108079614|XP_017029478.1|DKIK	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC108079648|XP_017029530.1|DKIK	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC108081378|XP_017032019.1|DKIK	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC108082599|XP_017033561.1|DKIK	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC108082573|XP_017033519.1|DKIK	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC108081427|XP_017032099.1|DKIK	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC108079599|XP_017029445.1|DKIK	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC108079663|XP_017029549.1|DKIK	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC108079658|XP_017029544.1|DKIK	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC108077409|XP_017026198.1|DKIK	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC108080110|XP_017030214.1|DKIK	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC108074561|XP_017022152.1|DKIK	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC108081411|XP_017032079.1|DKIK	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC108085936|XP_017038207.1|DKIK	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC108077119|XP_017025802.1|DKIK	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC108072465|XP_017019097.1|DKIK	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC108077074|XP_017025730.1|DKIK	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC108077027|XP_017025641.1|DKIK	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC108077028|XP_017025642.1|DKIK	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC108073564|XP_017020740.1|DKIK	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC108086242|XP_017038603.1|DKIK	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC108074592|XP_017022190.1|DKIK	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC108074430|XP_017021955.1|DKIK	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC108072360|XP_017018940.1|DKIK	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC108072977|XP_017019903.1|DKIK	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC108072126|XP_017018647.1|DKIK	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC108072057|XP_017018540.1|DKIK	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC108085886|XP_017038138.1|DKIK	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC108078536|XP_017027936.1|DKIK	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC108072789|XP_017019559.1|DKIK	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC108074996|XP_017022725.1|DKIK	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC108075005|XP_017022739.1|DKIK	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC108078715|XP_017028187.1|DKIK	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC108080225|XP_017030369.1|DKIK	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC108075246|XP_017023093.1|DKIK	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC108077555|XP_017026437.1|DKIK	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC108082867|XP_017033934.1|DKIK	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC108081103|XP_017031588.1|DKIK	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC108075528|XP_017023514.1|DKIK	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC108077251|XP_017026002.1|DKIK	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC108078719|XP_017028204.1|DKIK	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC108072079|XP_017018579.1|DKIK	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC108070542|XP_017016556.1|DKIK	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC108084217|XP_017035833.1|DKIK	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC108077815|XP_017026827.1|DKIK	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC108075268|XP_017023125.1|DKIK	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC108073957|XP_017021273.1|DKIK	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC108073956|XP_017021271.1|DKIK	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC108079744|XP_017029647.1|DKIK	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC108085015|XP_017036948.1|DKIK	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC108073479|XP_017020622.1|DKIK	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC108072975|XP_017019899.1|DKIK	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC108081256|XP_017031837.1|DKIK	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC108083546|XP_017034880.1|DKIK	LOC119653662|XP_037914420.1|HILL
OG0005602	LOC108085893|XP_017038147.1|DKIK	LOC119660284|XP_037924683.1|HILL
OG0005603	LOC108073111|XP_017020094.1|DKIK	LOC119655015|XP_037916615.1|HILL
OG0005604	LOC108073119|XP_017020101.1|DKIK	LOC119653455|XP_037913992.1|HILL
OG0005605	LOC108082503|XP_017033420.1|DKIK	LOC119653711|XP_037914520.1|HILL
OG0005606	LOC108082207|XP_017033028.1|DKIK	LOC119656843|XP_037919424.1|HILL
OG0005607	LOC108085666|XP_017037845.1|DKIK	LOC119658762|XP_037922383.1|HILL
OG0005608	LOC108077729|XP_017026673.1|DKIK	LOC119660542|XP_037925103.1|HILL
OG0005609	LOC108079767|XP_017029679.1|DKIK	LOC119660853|XP_037925676.1|HILL
OG0005610	LOC108071956|XP_017018414.1|DKIK	LOC119660304|XP_037924706.1|HILL
OG0005611	LOC108073927|XP_017021213.1|DKIK	LOC119647505|XP_037904388.1|HILL
OG0005612	LOC108085630|XP_017037801.1|DKIK	LOC119659154|XP_037923032.1|HILL
OG0005613	LOC108070645|XP_017016702.1|DKIK	LOC119659693|XP_037923876.1|HILL
OG0005614	LOC108075555|XP_017023552.1|DKIK	LOC119659003|XP_037922817.1|HILL
OG0005615	LOC108084985|XP_017036898.1|DKIK	LOC119659598|XP_037923691.1|HILL
OG0005616	LOC108084232|XP_017035845.1|DKIK	LOC119659379|XP_037923368.1|HILL
OG0005617	LOC108081187|XP_017031734.1|DKIK	LOC119659109|XP_037922960.1|HILL
OG0005618	LOC108072880|XP_017019688.1|DKIK	LOC119657815|XP_037920858.1|HILL
OG0005619	LOC108083941|XP_017035436.1|DKIK	LOC119653802|XP_037914748.1|HILL
OG0005620	LOC108079236|XP_017029008.1|DKIK	LOC119653659|XP_037914411.1|HILL
OG0005621	LOC108080546|XP_017030837.1|DKIK	LOC119654208|XP_037915339.1|HILL
OG0005622	LOC108079386|XP_017029198.1|DKIK	LOC119655139|XP_037916802.1|HILL
OG0005623	LOC108085764|XP_017037997.1|DKIK	LOC119655392|XP_037917192.1|HILL
OG0005624	LOC108081153|XP_017031681.1|DKIK	LOC119659714|XP_037923896.1|HILL
OG0005625	LOC108081070|XP_017031540.1|DKIK	LOC119659651|XP_037923786.1|HILL
OG0005626	LOC108079444|XP_017029267.1|DKIK	LOC119660001|XP_037924307.1|HILL
OG0005627	LOC108084143|XP_017035677.1|DKIK	LOC119658810|XP_037922459.1|HILL
OG0005628	LOC108081064|XP_017031532.1|DKIK	LOC119660579|XP_037925160.1|HILL
OG0005629	LOC108078275|XP_017027516.1|DKIK	LOC119651545|XP_037911106.1|HILL
OG0005630	LOC108073005|XP_017019950.1|DKIK	LOC119653390|XP_037913869.1|HILL
OG0005631	LOC108084493|XP_017036219.1|DKIK	LOC119648344|XP_037905967.1|HILL
OG0005632	LOC108079808|XP_017029777.1|DKIK, LOC108080541|XP_017030833.1|DKIK	LOC119653812|XP_037914764.1|HILL
OG0005633	LOC108084357|XP_017036011.1|DKIK	LOC119659603|XP_037923699.1|HILL
OG0005634	LOC108075560|XP_017023560.1|DKIK	LOC119659541|XP_037923613.1|HILL
OG0005635	LOC108077278|XP_017026040.1|DKIK	LOC119660305|XP_037924707.1|HILL
OG0005636	LOC108081212|XP_017031775.1|DKIK	LOC119658587|XP_037921971.1|HILL
OG0005637	LOC108083216|XP_017034414.1|DKIK	LOC119659342|XP_037923314.1|HILL
OG0005638	LOC108076718|XP_017025173.1|DKIK	LOC119653552|XP_037914188.1|HILL
OG0005639	LOC108078214|XP_017027390.1|DKIK	LOC119656286|XP_037918643.1|HILL
OG0005640	LOC108072038|XP_017018510.1|DKIK	LOC119659711|XP_037923893.1|HILL
OG0005641	LOC108085965|XP_017038252.1|DKIK	LOC119654219|XP_037915360.1|HILL
OG0005642	LOC108075616|XP_017023637.1|DKIK	LOC119651564|XP_037911126.1|HILL
OG0005643	LOC108079720|XP_017029618.1|DKIK	LOC119648935|XP_037906777.1|HILL
OG0005644	LOC108078858|XP_017028451.1|DKIK	LOC119648934|XP_037906775.1|HILL
OG0005645	LOC108082940|XP_017034036.1|DKIK	LOC119653720|XP_037914541.1|HILL
OG0005646	LOC108074939|XP_017022660.1|DKIK	LOC119654832|XP_037916332.1|HILL
OG0005647	LOC108082868|XP_017033935.1|DKIK	LOC119649850|XP_037908135.1|HILL
OG0005648	LOC108083089|XP_017034225.1|DKIK	LOC119648255|XP_037905827.1|HILL
OG0005649	LOC108080830|XP_017031223.1|DKIK	LOC119659244|XP_037923152.1|HILL
OG0005650	LOC108080821|XP_017031212.1|DKIK	LOC119659778|XP_037923971.1|HILL
OG0005651	LOC108075605|XP_017023629.1|DKIK	LOC119660132|XP_037924459.1|HILL
OG0005652	LOC108083970|XP_017035466.1|DKIK	LOC119659074|XP_037922914.1|HILL
OG0005653	LOC108076890|XP_017025410.1|DKIK	LOC119653607|XP_037914297.1|HILL
OG0005654	LOC108080771|XP_017031123.1|DKIK	LOC119660374|XP_037924819.1|HILL
OG0005655	LOC108084177|XP_017035754.1|DKIK	LOC119660251|XP_037924634.1|HILL
OG0005656	LOC108084153|XP_017035698.1|DKIK	LOC119659486|XP_037923527.1|HILL
OG0005657	LOC108073215|XP_017020232.1|DKIK	LOC119660540|XP_037925095.1|HILL
OG0005658	LOC108081777|XP_017032482.1|DKIK	LOC119659980|XP_037924277.1|HILL
OG0005659	LOC108081211|XP_017031774.1|DKIK	LOC119659062|XP_037922898.1|HILL
OG0005660	LOC108071524|XP_017017782.1|DKIK	LOC119648213|XP_037905749.1|HILL
OG0005661	LOC108073202|XP_017020207.1|DKIK	LOC119659404|XP_037923403.1|HILL
OG0005662	LOC108072028|XP_017018498.1|DKIK	LOC119659579|XP_037923664.1|HILL
OG0005663	LOC108080235|XP_017030380.1|DKIK	LOC119653508|XP_037914096.1|HILL
OG0005664	LOC108083749|XP_017035154.1|DKIK	LOC119659258|XP_037923178.1|HILL
OG0005665	LOC108072164|XP_017018700.1|DKIK	LOC119658696|XP_037922212.1|HILL
OG0005666	LOC108074156|XP_017021550.1|DKIK	LOC119656146|XP_037918407.1|HILL
OG0005667	LOC108079886|XP_017029895.1|DKIK	LOC119654585|XP_037915971.1|HILL
OG0005668	LOC108083125|XP_017034288.1|DKIK	LOC119648246|XP_037905811.1|HILL
OG0005669	LOC108079608|XP_017029459.1|DKIK	LOC119658940|XP_037922725.1|HILL
OG0005670	LOC108072181|XP_017018725.1|DKIK	LOC119660328|XP_037924734.1|HILL
OG0005671	LOC108084314|XP_017035967.1|DKIK	LOC119660504|XP_037925029.1|HILL
OG0005672	LOC108077311|XP_017026088.1|DKIK	LOC119659521|XP_037923584.1|HILL
OG0005673	LOC108075183|XP_017023005.1|DKIK	LOC119651810|XP_037911529.1|HILL
OG0005674	LOC108075266|XP_017023122.1|DKIK, LOC108080905|XP_017031299.1|DKIK	LOC119659071|XP_037922910.1|HILL
OG0005675	LOC108081228|XP_017031793.1|DKIK	LOC119659160|XP_037923038.1|HILL
OG0005676	LOC108078891|XP_017028511.1|DKIK	LOC119648030|XP_037905383.1|HILL
OG0005677	LOC108076501|XP_017024883.1|DKIK	LOC119658267|XP_037921490.1|HILL
OG0005678	LOC108072106|XP_017018615.1|DKIK	LOC119658732|XP_037922323.1|HILL
OG0005679	LOC108077506|XP_017026333.1|DKIK	LOC119660111|XP_037924424.1|HILL
OG0005680	LOC108079628|XP_017029499.1|DKIK	LOC119650582|XP_037909342.1|HILL
OG0005681	LOC108084272|XP_017035917.1|DKIK	LOC119658950|XP_037922751.1|HILL
OG0005682	LOC108084271|XP_017035915.1|DKIK	LOC119658948|XP_037922748.1|HILL
OG0005683	LOC108079315|XP_017029098.1|DKIK, LOC108079371|XP_017029172.1|DKIK	LOC119655154|XP_037916823.1|HILL
OG0005684	LOC108071974|XP_017018439.1|DKIK	LOC119648067|XP_037905469.1|HILL
OG0005685	LOC108080027|XP_017030093.1|DKIK	LOC119653416|XP_037913913.1|HILL
OG0005686	LOC108075664|XP_017023702.1|DKIK	LOC119659631|XP_037923757.1|HILL
OG0005687	LOC108085505|XP_017037616.1|DKIK	LOC119654443|XP_037915771.1|HILL
OG0005688	LOC108078490|XP_017027861.1|DKIK	LOC119655931|XP_037918041.1|HILL
OG0005690	LOC108084547|XP_017036284.1|DKIK	LOC119654051|XP_037915140.1|HILL
OG0005691	LOC108073250|XP_017020295.1|DKIK	LOC119659560|XP_037923637.1|HILL
OG0005692	LOC108074315|XP_017021800.1|DKIK	LOC119660011|XP_037924318.1|HILL
OG0005693	LOC108086009|XP_017038310.1|DKIK	LOC119658716|XP_037922263.1|HILL
OG0005694	LOC108083943|XP_017035437.1|DKIK	LOC119660213|XP_037924575.1|HILL
OG0005695	LOC108084364|XP_017036026.1|DKIK	LOC119659977|XP_037924271.1|HILL
OG0005696	LOC108084365|XP_017036028.1|DKIK	LOC119659649|XP_037923785.1|HILL
OG0005697	LOC108084356|XP_017036010.1|DKIK	LOC119659700|XP_037923880.1|HILL
OG0005698	LOC108078081|XP_017027158.1|DKIK	LOC119659180|XP_037923066.1|HILL
OG0005699	LOC108072157|XP_017018690.1|DKIK	LOC119660533|XP_037925090.1|HILL
OG0005700	LOC108084668|XP_017036480.1|DKIK	LOC119653506|XP_037914091.1|HILL
OG0005701	LOC108074447|XP_017021977.1|DKIK	LOC119654187|XP_037915309.1|HILL
OG0005702	LOC108083782|XP_017035197.1|DKIK	LOC119655483|XP_037917313.1|HILL
OG0005703	LOC108078286|XP_017027544.1|DKIK	LOC119655998|XP_037918165.1|HILL
OG0005705	LOC108078631|XP_017028044.1|DKIK	LOC119648410|XP_037906088.1|HILL
OG0005706	LOC108081063|XP_017031531.1|DKIK	LOC119659044|XP_037922878.1|HILL
OG0005707	LOC108083899|XP_017035383.1|DKIK	LOC119654235|XP_037915390.1|HILL
OG0005708	LOC108080337|XP_017030525.1|DKIK	LOC119654827|XP_037916323.1|HILL
OG0005709	LOC108070649|XP_017016707.1|DKIK	LOC119659738|XP_037923926.1|HILL
OG0005710	LOC108084815|XP_017036664.1|DKIK	LOC119659210|XP_037923107.1|HILL
OG0005711	LOC108073922|XP_017021208.1|DKIK	LOC119649929|XP_037908276.1|HILL
OG0005712	LOC108077211|XP_017025950.1|DKIK	LOC119649380|XP_037907426.1|HILL
OG0005713	LOC108085841|XP_017038087.1|DKIK	LOC119660589|XP_037925186.1|HILL
OG0005714	LOC108073450|XP_017020564.1|DKIK	LOC119654216|XP_037915357.1|HILL
OG0005715	LOC108075558|XP_017023556.1|DKIK	LOC119660584|XP_037925167.1|HILL
OG0005716	LOC108083181|XP_017034365.1|DKIK	LOC119658727|XP_037922317.1|HILL
OG0005717	LOC108084344|XP_017035995.1|DKIK	LOC119660142|XP_037924470.1|HILL
OG0005718	LOC108075607|XP_017023630.1|DKIK	LOC119659629|XP_037923755.1|HILL
OG0005719	LOC108078832|XP_017028415.1|DKIK	LOC119660422|XP_037924897.1|HILL
OG0005720	LOC108084817|XP_017036666.1|DKIK	LOC119654496|XP_037915848.1|HILL
OG0005721	LOC108078871|XP_017028478.1|DKIK	LOC119659509|XP_037923567.1|HILL
OG0005722	LOC108085458|XP_017037560.1|DKIK	LOC119659534|XP_037923603.1|HILL
OG0005723	LOC108075401|XP_017023311.1|DKIK	LOC119660174|XP_037924508.1|HILL
OG0005724	LOC108084151|XP_017035697.1|DKIK	LOC119654893|XP_037916439.1|HILL
OG0005725	LOC108075650|XP_017023685.1|DKIK	LOC119660299|XP_037924700.1|HILL
OG0005726	LOC108077877|XP_017026905.1|DKIK	LOC119653697|XP_037914500.1|HILL
OG0005727	LOC108081138|XP_017031649.1|DKIK	LOC119659481|XP_037923519.1|HILL
OG0005728	LOC108073244|XP_017020286.1|DKIK	LOC119659113|XP_037922963.1|HILL
OG0005729	LOC108073236|XP_017020274.1|DKIK	LOC119658862|XP_037922546.1|HILL
OG0005730	LOC108081254|XP_017031833.1|DKIK	LOC119660292|XP_037924690.1|HILL
OG0005731	LOC108081252|XP_017031832.1|DKIK	LOC119660107|XP_037924417.1|HILL
OG0005732	LOC108085635|XP_017037810.1|DKIK	LOC119659455|XP_037923468.1|HILL
OG0005733	LOC108085634|XP_017037807.1|DKIK	LOC119659795|XP_037923992.1|HILL
OG0005734	LOC108083792|XP_017035208.1|DKIK, LOC108071316|XP_017017513.1|DKIK	LOC119659826|XP_037924040.1|HILL
OG0005735	LOC108080816|XP_017031207.1|DKIK	LOC119660343|XP_037924757.1|HILL
OG0005736	LOC108085418|XP_017037478.1|DKIK	LOC119659202|XP_037923098.1|HILL
OG0005737	LOC108083202|XP_017034395.1|DKIK	LOC119659229|XP_037923131.1|HILL
OG0005738	LOC108075639|XP_017023672.1|DKIK	LOC119659712|XP_037923894.1|HILL
OG0005739	LOC108072109|XP_017018620.1|DKIK	LOC119659155|XP_037923033.1|HILL
OG0005740	LOC108070689|XP_017016760.1|DKIK	LOC119660000|XP_037924306.1|HILL
OG0005741	LOC108073227|XP_017020253.1|DKIK	LOC119660119|XP_037924441.1|HILL
OG0005742	LOC108083219|XP_017034418.1|DKIK	LOC119660120|XP_037924442.1|HILL
OG0005743	LOC108075499|XP_017023450.1|DKIK	LOC119659368|XP_037923351.1|HILL
OG0005744	LOC108072080|XP_017018580.1|DKIK	LOC119659366|XP_037923350.1|HILL
OG0005745	LOC108075512|XP_017023478.1|DKIK	LOC119658683|XP_037922175.1|HILL
OG0005746	LOC108075424|XP_017023338.1|DKIK	LOC119660166|XP_037924500.1|HILL
OG0005747	LOC108075638|XP_017023671.1|DKIK	LOC119660124|XP_037924444.1|HILL
OG0005748	LOC108084885|XP_017036770.1|DKIK	LOC119658787|XP_037922422.1|HILL
OG0005749	LOC108083473|XP_017034750.1|DKIK	LOC119653591|XP_037914268.1|HILL
OG0005750	LOC108085444|XP_017037542.1|DKIK	LOC119655899|XP_037917982.1|HILL
OG0005751	LOC108079892|XP_017029908.1|DKIK	LOC119653613|XP_037914308.1|HILL
OG0005752	LOC108078167|XP_017027312.1|DKIK	LOC119646287|XP_037902626.1|HILL
OG0005753	LOC108077097|XP_017025768.1|DKIK	LOC119657099|XP_037919786.1|HILL
OG0005754	LOC108076545|XP_017024945.1|DKIK	LOC119654284|XP_037915499.1|HILL
OG0005755	LOC108072196|XP_017018744.1|DKIK	LOC119660358|XP_037924789.1|HILL
OG0005756	LOC108073206|XP_017020215.1|DKIK	LOC119659408|XP_037923408.1|HILL
OG0005757	LOC108075500|XP_017023451.1|DKIK	LOC119659433|XP_037923444.1|HILL
OG0005758	LOC108084343|XP_017035994.1|DKIK	LOC119659176|XP_037923060.1|HILL
OG0005759	LOC108075540|XP_017023530.1|DKIK	LOC119659324|XP_037923279.1|HILL
OG0005760	LOC108084146|XP_017035680.1|DKIK	LOC119659941|XP_037924209.1|HILL
OG0005761	LOC108077106|XP_017025832.1|DKIK	LOC119658867|XP_037922553.1|HILL
OG0005762	LOC108084862|XP_017036736.1|DKIK	LOC119659530|XP_037923595.1|HILL
OG0005763	LOC108076478|XP_017024856.1|DKIK	LOC119661004|XP_037926054.1|HILL
OG0005764	LOC108073231|XP_017020268.1|DKIK	LOC119660498|XP_037925021.1|HILL
OG0005765	LOC108073229|XP_017020257.1|DKIK	LOC119660491|XP_037925006.1|HILL
OG0005766	LOC108084857|XP_017036726.1|DKIK	LOC119659905|XP_037924158.1|HILL
OG0005767	LOC108072968|XP_017019894.1|DKIK	LOC119652001|XP_037911857.1|HILL
OG0005768	LOC108083594|XP_017034946.1|DKIK	LOC119655042|XP_037916651.1|HILL
OG0005770	LOC108081026|XP_017031477.1|DKIK	LOC119659120|XP_037922973.1|HILL
OG0005771	LOC108073389|XP_017020462.1|DKIK	LOC119660424|XP_037924900.1|HILL
OG0005772	LOC108085052|XP_017037001.1|DKIK	LOC119659953|XP_037924230.1|HILL
OG0005773	LOC108081101|XP_017031586.1|DKIK	LOC119659207|XP_037923103.1|HILL
OG0005774	LOC108085689|XP_017037885.1|DKIK	LOC119658692|XP_037922205.1|HILL
OG0005775	LOC108073938|XP_017021235.1|DKIK	LOC119650237|XP_037908745.1|HILL
OG0005776	LOC108072786|XP_017019557.1|DKIK	LOC119648156|XP_037905659.1|HILL
OG0005777	LOC108074841|XP_017022538.1|DKIK	LOC119659320|XP_037923273.1|HILL
OG0005778	LOC108085422|XP_017037486.1|DKIK	LOC119658607|XP_037922012.1|HILL
OG0005779	LOC108081119|XP_017031614.1|DKIK	LOC119658568|XP_037921941.1|HILL
OG0005780	LOC108073970|XP_017021302.1|DKIK	LOC119648305|XP_037905898.1|HILL
OG0005781	LOC108083034|XP_017034152.1|DKIK	LOC119649063|XP_037906978.1|HILL
OG0005782	LOC108083107|XP_017034254.1|DKIK	LOC119648248|XP_037905815.1|HILL
OG0005783	LOC108078550|XP_017027955.1|DKIK	LOC119656321|XP_037918705.1|HILL
OG0005784	LOC108077842|XP_017026858.1|DKIK	LOC119659304|XP_037923245.1|HILL
OG0005785	LOC108077806|XP_017026810.1|DKIK	LOC119659270|XP_037923201.1|HILL
OG0005786	LOC108085632|XP_017037802.1|DKIK	LOC119660169|XP_037924503.1|HILL
OG0005787	LOC108080772|XP_017031124.1|DKIK	LOC119660275|XP_037924669.1|HILL
OG0005788	LOC108074741|XP_017022402.1|DKIK	LOC119653672|XP_037914432.1|HILL
OG0005789	LOC108072911|XP_017019730.1|DKIK	LOC119659505|XP_037923561.1|HILL
OG0005790	LOC108073387|XP_017020461.1|DKIK	LOC119653025|XP_037913397.1|HILL
OG0005791	LOC108084253|XP_017035883.1|DKIK	LOC119659782|XP_037923976.1|HILL
OG0005792	LOC108084254|XP_017035885.1|DKIK	LOC119659851|XP_037924082.1|HILL
OG0005793	LOC108081244|XP_017031812.1|DKIK	LOC119660383|XP_037924835.1|HILL
OG0005794	LOC108078274|XP_017027515.1|DKIK	LOC119659204|XP_037923101.1|HILL
OG0005795	LOC108070681|XP_017016743.1|DKIK	LOC119660419|XP_037924894.1|HILL
OG0005796	LOC108073984|XP_017021324.1|DKIK	LOC119648976|XP_037906826.1|HILL
OG0005797	LOC108078744|XP_017028257.1|DKIK	LOC119648380|XP_037906041.1|HILL
OG0005798	LOC108073219|XP_017020238.1|DKIK	LOC119658804|XP_037922454.1|HILL
OG0005799	LOC108077696|XP_017026622.1|DKIK	LOC119660548|XP_037925111.1|HILL
OG0005800	LOC108077833|XP_017026848.1|DKIK	LOC119658835|XP_037922502.1|HILL
OG0005801	LOC108077832|XP_017026847.1|DKIK	LOC119660151|XP_037924480.1|HILL
OG0005802	LOC108081047|XP_017031506.1|DKIK	LOC119659926|XP_037924191.1|HILL
OG0005803	LOC108073209|XP_017020219.1|DKIK	LOC119659854|XP_037924084.1|HILL
OG0005804	LOC108084813|XP_017036661.1|DKIK	LOC119658782|XP_037922414.1|HILL
OG0005805	LOC108070881|XP_017017014.1|DKIK	LOC119653753|XP_037914611.1|HILL
OG0005806	LOC108073166|XP_017020162.1|DKIK	LOC119659987|XP_037924287.1|HILL
OG0005807	LOC108073185|XP_017020183.1|DKIK	LOC119646140|XP_037902425.1|HILL
OG0005808	LOC108079185|XP_017028925.1|DKIK	LOC119654666|XP_037916088.1|HILL
OG0005809	LOC108079757|XP_017029668.1|DKIK	LOC119653819|XP_037914781.1|HILL
OG0005810	LOC108077701|XP_017026628.1|DKIK	LOC119660279|XP_037924678.1|HILL
OG0005811	LOC108077702|XP_017026630.1|DKIK	LOC119660281|XP_037924679.1|HILL
OG0005812	LOC108073258|XP_017020305.1|DKIK	LOC119658783|XP_037922415.1|HILL
OG0005813	LOC108084030|XP_017035532.1|DKIK	LOC119660613|XP_037925235.1|HILL
OG0005814	LOC108085473|XP_017037579.1|DKIK	LOC119659959|XP_037924242.1|HILL
OG0005815	LOC108076443|XP_017024800.1|DKIK	LOC119646199|XP_037902510.1|HILL
OG0005816	LOC108084973|XP_017036882.1|DKIK	LOC119656495|XP_037918757.1|HILL, LOC119656494|XP_037918755.1|HILL
OG0005817	LOC108084941|XP_017036828.1|DKIK	LOC119659783|XP_037923977.1|HILL
