Orthogroup	DKIK.longest_only	DALB.longest_only
OG0004194	LOC108084842|XP_017036705.1|DKIK	LOC117575721|XP_034115952.1|DALB
OG0004195	LOC108074311|XP_017021797.1|DKIK	LOC117566993|XP_034102558.1|DALB
OG0004196	LOC108070714|XP_017016797.1|DKIK	LOC117576806|XP_034117757.1|DALB
OG0004197	LOC108085719|XP_017037931.1|DKIK	LOC117574755|XP_034114589.1|DALB
OG0004198	LOC108080766|XP_017031115.1|DKIK	LOC117576325|XP_034116884.1|DALB
OG0004199	LOC108070653|XP_017016710.1|DKIK	LOC117575526|XP_034115663.1|DALB
OG0004200	LOC108072356|XP_017018935.1|DKIK	LOC117567065|XP_034102696.1|DALB
OG0004201	LOC108075753|XP_017023797.1|DKIK	LOC117574404|XP_034114133.1|DALB
OG0004202	LOC108083693|XP_017035068.1|DKIK	LOC117575738|XP_034115978.1|DALB
OG0004203	LOC108081132|XP_017031641.1|DKIK	LOC117574936|XP_034114877.1|DALB
OG0004204	LOC108083280|XP_017034497.1|DKIK	LOC117572051|XP_034110518.1|DALB
OG0004205	LOC108072807|XP_017019588.1|DKIK	LOC117570470|XP_034108043.1|DALB
OG0004206	LOC108073341|XP_017020398.1|DKIK	LOC117575187|XP_034115191.1|DALB
OG0004207	LOC108073396|XP_017020479.1|DKIK	LOC117575192|XP_034115196.1|DALB
OG0004208	LOC108072199|XP_017018747.1|DKIK	LOC117574021|XP_034113501.1|DALB
OG0004209	LOC108073484|XP_017020630.1|DKIK	LOC117573924|XP_034113328.1|DALB
OG0004210	LOC108075627|XP_017023653.1|DKIK	LOC117574212|XP_034113809.1|DALB
OG0004211	LOC108081426|XP_017032098.1|DKIK	LOC117563924|XP_034098384.1|DALB
OG0004212	LOC108073255|XP_017020299.1|DKIK	LOC117576445|XP_034117098.1|DALB
OG0004213	LOC108085442|XP_017037540.1|DKIK	LOC117573801|XP_034113101.1|DALB
OG0004214	LOC108078217|XP_017027394.1|DKIK	LOC117572685|XP_034111614.1|DALB
OG0004215	LOC108082535|XP_017033459.1|DKIK	LOC117568099|XP_034104370.1|DALB
OG0004216	LOC108072647|XP_017019366.1|DKIK	LOC117571038|XP_034108892.1|DALB
OG0004217	LOC108084768|XP_017036620.1|DKIK	LOC117570123|XP_034107479.1|DALB
OG0004218	LOC108083587|XP_017034935.1|DKIK	LOC117575539|XP_034115684.1|DALB
OG0004219	LOC108085467|XP_017037573.1|DKIK	LOC117575429|XP_034115524.1|DALB
OG0004220	LOC108081055|XP_017031513.1|DKIK	LOC117576423|XP_034117046.1|DALB
OG0004221	LOC108083226|XP_017034426.1|DKIK	LOC117573930|XP_034113346.1|DALB
OG0004222	LOC108085640|XP_017037814.1|DKIK	LOC117574690|XP_034114487.1|DALB
OG0004223	LOC108085633|XP_017037803.1|DKIK	LOC117575034|XP_034115004.1|DALB
OG0004224	LOC108075510|XP_017023474.1|DKIK	LOC117573647|XP_034112856.1|DALB
OG0004225	LOC108079005|XP_017028671.1|DKIK	LOC117577189|XP_034118103.1|DALB
OG0004226	LOC108070702|XP_017016775.1|DKIK	LOC117576334|XP_034116898.1|DALB
OG0004227	LOC108081130|XP_017031637.1|DKIK	LOC117576348|XP_034116923.1|DALB
OG0004228	LOC108081133|XP_017031643.1|DKIK	LOC117574845|XP_034114732.1|DALB
OG0004229	LOC108082434|XP_017033294.1|DKIK	LOC117566416|XP_034101831.1|DALB
OG0004230	LOC108074243|XP_017021677.1|DKIK	LOC117577642|XP_034118402.1|DALB
OG0004231	LOC108072733|XP_017019484.1|DKIK	LOC117572113|XP_034110625.1|DALB
OG0004232	LOC108072737|XP_017019488.1|DKIK	LOC117572116|XP_034110632.1|DALB
OG0004233	LOC108072736|XP_017019487.1|DKIK	LOC117572115|XP_034110631.1|DALB
OG0004234	LOC108072725|XP_017019475.1|DKIK	LOC117571618|XP_034109731.1|DALB
OG0004235	LOC108071690|XP_017017993.1|DKIK	LOC117571458|XP_034109541.1|DALB, LOC117571687|XP_034109875.1|DALB
OG0004236	LOC108083210|XP_017034408.1|DKIK	LOC117574683|XP_034114480.1|DALB
OG0004237	LOC108084291|XP_017035941.1|DKIK	LOC117576449|XP_034117105.1|DALB
OG0004238	LOC108084891|XP_017036776.1|DKIK	LOC117575027|XP_034114997.1|DALB
OG0004239	LOC108083192|XP_017034383.1|DKIK	LOC117575809|XP_034116092.1|DALB
OG0004240	LOC108084341|XP_017035991.1|DKIK	LOC117574703|XP_034114506.1|DALB
OG0004241	LOC108081114|XP_017031605.1|DKIK	LOC117575533|XP_034115674.1|DALB
OG0004242	LOC108072134|XP_017018661.1|DKIK	LOC117574500|XP_034114235.1|DALB
OG0004243	LOC108070576|XP_017016619.1|DKIK	LOC117572359|XP_034111013.1|DALB
OG0004244	LOC108084811|XP_017036659.1|DKIK	LOC117575726|XP_034115960.1|DALB
OG0004245	LOC108075242|XP_017023087.1|DKIK	LOC117569824|XP_034107039.1|DALB
OG0004246	LOC108073989|XP_017021331.1|DKIK	LOC117567262|XP_034103010.1|DALB
OG0004247	LOC108083404|XP_017034647.1|DKIK	LOC117576775|XP_034117721.1|DALB
OG0004248	LOC108076645|XP_017025066.1|DKIK	LOC117571104|XP_034108976.1|DALB
OG0004249	LOC108079040|XP_017028711.1|DKIK	LOC117571566|XP_034109666.1|DALB
OG0004250	LOC108074132|XP_017021521.1|DKIK, LOC108072605|XP_017019317.1|DKIK	LOC117564870|XP_034099709.1|DALB
OG0004251	LOC108076063|XP_017024246.1|DKIK	LOC117567390|XP_034103275.1|DALB
OG0004252	LOC108073217|XP_017020235.1|DKIK	LOC117576441|XP_034117095.1|DALB
OG0004253	LOC108085394|XP_017037451.1|DKIK	LOC117576466|XP_034117128.1|DALB
OG0004254	LOC108080013|XP_017030068.1|DKIK	LOC117566073|XP_034101443.1|DALB
OG0004255	LOC108077323|XP_017026100.1|DKIK	LOC117564911|XP_034099757.1|DALB
OG0004256	LOC108076395|XP_017024721.1|DKIK	LOC117567780|XP_034103871.1|DALB
OG0004257	LOC108077820|XP_017026831.1|DKIK	LOC117576768|XP_034117708.1|DALB
OG0004258	LOC108073397|XP_017020475.1|DKIK	LOC117574687|XP_034114483.1|DALB
OG0004259	LOC108076519|XP_017024917.1|DKIK	LOC117566995|XP_034102561.1|DALB
OG0004260	LOC108080764|XP_017031108.1|DKIK	LOC117574379|XP_034114104.1|DALB
OG0004261	LOC108075511|XP_017023477.1|DKIK	LOC117576872|XP_034117864.1|DALB
OG0004262	LOC108073262|XP_017020309.1|DKIK	LOC117574574|XP_034114342.1|DALB
OG0004263	LOC108084347|XP_017035999.1|DKIK	LOC117575125|XP_034115117.1|DALB
OG0004264	LOC108081143|XP_017031670.1|DKIK	LOC117576745|XP_034117669.1|DALB
OG0004265	LOC108085463|XP_017037569.1|DKIK	LOC117575612|XP_034115776.1|DALB
OG0004266	LOC108081099|XP_017031579.1|DKIK	LOC117576539|XP_034117265.1|DALB
OG0004267	LOC108083227|XP_017034427.1|DKIK	LOC117575814|XP_034116099.1|DALB
OG0004268	LOC108073133|XP_017020122.1|DKIK	LOC117567963|XP_034104160.1|DALB
OG0004269	LOC108082543|XP_017033470.1|DKIK	LOC117567902|XP_034104066.1|DALB
OG0004270	LOC108078115|XP_017027220.1|DKIK	LOC117570370|XP_034107855.1|DALB
OG0004271	LOC108081805|XP_017032530.1|DKIK	LOC117572124|XP_034110642.1|DALB
OG0004272	LOC108077728|XP_017026672.1|DKIK	LOC117573593|XP_034112779.1|DALB
OG0004273	LOC108077814|XP_017026826.1|DKIK	LOC117576019|XP_034116418.1|DALB
OG0004274	LOC108083836|XP_017035302.1|DKIK	LOC117578277|XP_034119595.1|DALB
OG0004275	LOC108084659|XP_017036470.1|DKIK	LOC117574480|XP_034114212.1|DALB
OG0004276	LOC108070609|XP_017016671.1|DKIK	LOC117570062|XP_034107387.1|DALB
OG0004277	LOC108073886|XP_017021160.1|DKIK	LOC117571568|XP_034109668.1|DALB
OG0004278	LOC108080293|XP_017030450.1|DKIK	LOC117577758|XP_034118559.1|DALB
OG0004279	LOC108079076|XP_017028791.1|DKIK	LOC117564078|XP_034098595.1|DALB
OG0004280	LOC108079436|XP_017029259.1|DKIK	LOC117578236|XP_034119526.1|DALB
OG0004281	LOC108078404|XP_017027750.1|DKIK	LOC117570548|XP_034108161.1|DALB
OG0004282	LOC108076277|XP_017024514.1|DKIK	LOC117568969|XP_034105818.1|DALB
OG0004283	LOC108076282|XP_017024520.1|DKIK	LOC117568970|XP_034105819.1|DALB
OG0004284	LOC108081387|XP_017032032.1|DKIK	LOC117565630|XP_034100731.1|DALB
OG0004285	LOC108084579|XP_017036342.1|DKIK	LOC117575835|XP_034116130.1|DALB, LOC117575514|XP_034115653.1|DALB
OG0004286	LOC108073907|XP_017021191.1|DKIK	LOC117569134|XP_034106053.1|DALB
OG0004287	LOC108074007|XP_017021357.1|DKIK	LOC117568037|XP_034104272.1|DALB
OG0004288	LOC108073993|XP_017021335.1|DKIK	LOC117571708|XP_034109899.1|DALB
OG0004289	LOC108083268|XP_017034468.1|DKIK	LOC117566879|XP_034102380.1|DALB
OG0004290	LOC108074657|XP_017022263.1|DKIK	LOC117572432|XP_034111151.1|DALB
OG0004291	LOC108076321|XP_017024594.1|DKIK	LOC117572649|XP_034111519.1|DALB
OG0004292	LOC108084412|XP_017036102.1|DKIK	LOC117567309|XP_034103087.1|DALB
OG0004293	LOC108083648|XP_017035009.1|DKIK	LOC117570509|XP_034108098.1|DALB
OG0004294	LOC108072806|XP_017019586.1|DKIK	LOC117570469|XP_034108035.1|DALB
OG0004295	LOC108072772|XP_017019536.1|DKIK	LOC117568973|XP_034105821.1|DALB
OG0004296	LOC108072800|XP_017019573.1|DKIK	LOC117568961|XP_034105810.1|DALB
OG0004297	LOC108070918|XP_017017066.1|DKIK	LOC117570272|XP_034107679.1|DALB
OG0004298	LOC108080854|XP_017031246.1|DKIK	LOC117568536|XP_034105145.1|DALB
OG0004299	LOC108079549|XP_017029379.1|DKIK	LOC117571686|XP_034109820.1|DALB
OG0004300	LOC108076584|XP_017024985.1|DKIK	LOC117570815|XP_034108566.1|DALB
OG0004301	LOC108084410|XP_017036098.1|DKIK	LOC117570145|XP_034107500.1|DALB
OG0004302	LOC108082413|XP_017033250.1|DKIK	LOC117570168|XP_034107535.1|DALB
OG0004303	LOC108078301|XP_017027574.1|DKIK	LOC117567253|XP_034102993.1|DALB
OG0004304	LOC108078046|XP_017027097.1|DKIK	LOC117571718|XP_034109908.1|DALB
OG0004305	LOC108070817|XP_017016906.1|DKIK	LOC117572164|XP_034110705.1|DALB
OG0004306	LOC108082583|XP_017033530.1|DKIK	LOC117568339|XP_034104815.1|DALB
OG0004307	LOC108085165|XP_017037185.1|DKIK	LOC117572078|XP_034110561.1|DALB
OG0004308	LOC108072116|XP_017018628.1|DKIK	LOC117569986|XP_034107256.1|DALB
OG0004309	LOC108078642|XP_017028060.1|DKIK	LOC117567919|XP_034104089.1|DALB
OG0004310	LOC108082532|XP_017033457.1|DKIK	LOC117568794|XP_034105544.1|DALB
OG0004311	LOC108075000|XP_017022732.1|DKIK	LOC117572396|XP_034111067.1|DALB
OG0004312	LOC108070826|XP_017016934.1|DKIK	LOC117566834|XP_034102306.1|DALB
OG0004313	LOC108085112|XP_017037078.1|DKIK	LOC117567419|XP_034103300.1|DALB
OG0004314	LOC108072305|XP_017018862.1|DKIK	LOC117568076|XP_034104337.1|DALB
OG0004315	LOC108070888|XP_017017022.1|DKIK	LOC117570883|XP_034108672.1|DALB
OG0004316	LOC108078533|XP_017027934.1|DKIK	LOC117571785|XP_034110035.1|DALB
OG0004317	LOC108078462|XP_017027845.1|DKIK	LOC117570618|XP_034108271.1|DALB
OG0004318	LOC108070824|XP_017016926.1|DKIK	LOC117572062|XP_034110531.1|DALB
OG0004319	LOC108078380|XP_017027704.1|DKIK	LOC117568556|XP_034105170.1|DALB
OG0004320	LOC108084219|XP_017035830.1|DKIK	LOC117576767|XP_034117707.1|DALB
OG0004321	LOC108074857|XP_017022557.1|DKIK	LOC117565427|XP_034100403.1|DALB
OG0004322	LOC108084304|XP_017035956.1|DKIK	LOC117575468|XP_034115574.1|DALB
OG0004323	LOC108079102|XP_017028819.1|DKIK	LOC117572599|XP_034111401.1|DALB
OG0004324	LOC108081402|XP_017032051.1|DKIK	LOC117564439|XP_034099068.1|DALB
OG0004325	LOC108086162|XP_017038512.1|DKIK	LOC117569281|XP_034106278.1|DALB
OG0004326	LOC108086161|XP_017038511.1|DKIK	LOC117569280|XP_034106277.1|DALB
OG0004327	LOC108084669|XP_017036484.1|DKIK	LOC117574061|XP_034113574.1|DALB
OG0004328	LOC108081535|XP_017032241.1|DKIK, LOC108076304|XP_017024564.1|DKIK	LOC117566921|XP_034102432.1|DALB
OG0004329	LOC108072092|XP_017018593.1|DKIK	LOC117568510|XP_034105102.1|DALB
OG0004330	LOC108078316|XP_017027603.1|DKIK	LOC117567158|XP_034102862.1|DALB
OG0004331	LOC108078555|XP_017027963.1|DKIK	LOC117570817|XP_034108568.1|DALB
OG0004332	LOC108077309|XP_017026086.1|DKIK	LOC117565823|XP_034101018.1|DALB
OG0004333	LOC108077113|XP_017025795.1|DKIK	LOC117564658|XP_034099407.1|DALB
OG0004334	LOC108073611|XP_017020791.1|DKIK	LOC117565225|XP_034100123.1|DALB
OG0004335	LOC108076444|XP_017024801.1|DKIK	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC108076712|XP_017025163.1|DKIK	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC108079638|XP_017029513.1|DKIK	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC108078884|XP_017028504.1|DKIK	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC108076403|XP_017024732.1|DKIK	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC108076402|XP_017024731.1|DKIK	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC108072309|XP_017018870.1|DKIK	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC108072389|XP_017018986.1|DKIK	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC108072369|XP_017018954.1|DKIK	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC108072371|XP_017018958.1|DKIK	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC108079517|XP_017029345.1|DKIK	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC108070770|XP_017016858.1|DKIK	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC108070890|XP_017017024.1|DKIK	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC108071997|XP_017018461.1|DKIK	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC108072066|XP_017018553.1|DKIK	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC108081785|XP_017032492.1|DKIK	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC108085119|XP_017037108.1|DKIK	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC108084362|XP_017036024.1|DKIK	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC108083720|XP_017035115.1|DKIK	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC108081193|XP_017031748.1|DKIK	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC108081201|XP_017031756.1|DKIK	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC108078399|XP_017027744.1|DKIK	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC108081817|XP_017032544.1|DKIK	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC108082560|XP_017033499.1|DKIK	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC108082490|XP_017033393.1|DKIK	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC108085489|XP_017037598.1|DKIK	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC108084868|XP_017036748.1|DKIK	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC108072795|XP_017019568.1|DKIK	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC108080292|XP_017030449.1|DKIK	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC108081809|XP_017032534.1|DKIK	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC108078188|XP_017027345.1|DKIK	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC108073285|XP_017020329.1|DKIK, LOC108078932|XP_017028573.1|DKIK	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC108075076|XP_017022847.1|DKIK	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC108083326|XP_017034562.1|DKIK	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC108074712|XP_017022341.1|DKIK	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC108076279|XP_017024516.1|DKIK	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC108079238|XP_017029011.1|DKIK	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC108070903|XP_017017048.1|DKIK	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC108071386|XP_017017619.1|DKIK	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC108072951|XP_017019818.1|DKIK	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC108071550|XP_017017816.1|DKIK	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC108083026|XP_017034147.1|DKIK	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC108078908|XP_017028530.1|DKIK	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC108072426|XP_017019029.1|DKIK	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC108078137|XP_017027252.1|DKIK	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC108078525|XP_017027924.1|DKIK	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC108071448|XP_017017691.1|DKIK	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC108074696|XP_017022326.1|DKIK	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC108072988|XP_017019925.1|DKIK	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC108072961|XP_017019880.1|DKIK	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC108073122|XP_017020109.1|DKIK	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC108082332|XP_017033151.1|DKIK	LOC117569287|XP_034106284.1|DALB
OG0004387	LOC108070431|XP_017016388.1|DKIK	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC108074669|XP_017022277.1|DKIK	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC108072764|XP_017019526.1|DKIK	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC108083765|XP_017035178.1|DKIK	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC108082135|XP_017032927.1|DKIK	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC108083655|XP_017035014.1|DKIK	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC108082593|XP_017033549.1|DKIK	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC108076446|XP_017024803.1|DKIK	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC108078772|XP_017028308.1|DKIK	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC108071384|XP_017017611.1|DKIK	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC108081823|XP_017032553.1|DKIK	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC108081826|XP_017032555.1|DKIK	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC108082547|XP_017033477.1|DKIK	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC108085428|XP_017037506.1|DKIK	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC108072201|XP_017018749.1|DKIK	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC108078367|XP_017027682.1|DKIK	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC108076331|XP_017024604.1|DKIK	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC108085106|XP_017037068.1|DKIK	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC108075003|XP_017022737.1|DKIK	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC108084799|XP_017036639.1|DKIK	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC108082439|XP_017033297.1|DKIK	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC108075129|XP_017022901.1|DKIK	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC108076451|XP_017024820.1|DKIK, LOC108086013|XP_017038313.1|DKIK	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC108078162|XP_017027303.1|DKIK	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC108070468|XP_017016439.1|DKIK	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC108070467|XP_017016438.1|DKIK	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC108072187|XP_017018732.1|DKIK	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC108071995|XP_017018459.1|DKIK	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC108072447|XP_017019064.1|DKIK	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC108081830|XP_017032560.1|DKIK	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC108073566|XP_017020742.1|DKIK	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC108081246|XP_017031817.1|DKIK	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC108078497|XP_017027883.1|DKIK	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC108078383|XP_017027711.1|DKIK	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC108080587|XP_017030881.1|DKIK	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC108071881|XP_017018298.1|DKIK	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC108076356|XP_017024642.1|DKIK	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC108070861|XP_017016983.1|DKIK	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC108075124|XP_017022896.1|DKIK	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC108075238|XP_017023083.1|DKIK	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC108078279|XP_017027525.1|DKIK	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC108074044|XP_017021400.1|DKIK	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC108081388|XP_017032034.1|DKIK	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC108072762|XP_017019523.1|DKIK	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC108073471|XP_017020604.1|DKIK	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC108073470|XP_017020602.1|DKIK	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC108070480|XP_017016455.1|DKIK	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC108081824|XP_017032554.1|DKIK	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC108076808|XP_017025324.1|DKIK	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC108072907|XP_017019720.1|DKIK	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC108072391|XP_017018988.1|DKIK	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC108072991|XP_017019928.1|DKIK	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC108076454|XP_017024819.1|DKIK	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC108078164|XP_017027306.1|DKIK	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC108074505|XP_017022072.1|DKIK	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC108078372|XP_017027689.1|DKIK	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC108073987|XP_017021328.1|DKIK	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC108076283|XP_017024521.1|DKIK	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC108071999|XP_017018463.1|DKIK	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC108085320|XP_017037365.1|DKIK	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC108084530|XP_017036256.1|DKIK	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC108078028|XP_017027078.1|DKIK	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC108083134|XP_017034300.1|DKIK	LOC117569478|XP_034106536.1|DALB
OG0004450	LOC108082512|XP_017033429.1|DKIK	LOC117567626|XP_034103608.1|DALB
OG0004451	LOC108082431|XP_017033290.1|DKIK	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC108076577|XP_017024975.1|DKIK	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC108082484|XP_017033387.1|DKIK	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC108085593|XP_017037748.1|DKIK	LOC117575038|XP_034115010.1|DALB
OG0004455	LOC108082994|XP_017034106.1|DKIK	LOC117570786|XP_034108519.1|DALB
OG0004456	LOC108082922|XP_017034000.1|DKIK	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC108073913|XP_017021198.1|DKIK	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC108073999|XP_017021341.1|DKIK	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC108070459|XP_017016428.1|DKIK	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC108077552|XP_017026432.1|DKIK	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC108083105|XP_017034252.1|DKIK	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC108085543|XP_017037668.1|DKIK	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC108072778|XP_017019551.1|DKIK	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC108084797|XP_017036634.1|DKIK	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC108083307|XP_017034532.1|DKIK	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC108085498|XP_017037608.1|DKIK	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC108083149|XP_017034319.1|DKIK	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC108083027|XP_017034148.1|DKIK	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC108083155|XP_017034328.1|DKIK	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC108082743|XP_017033742.1|DKIK	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC108075637|XP_017023670.1|DKIK	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC108078268|XP_017027506.1|DKIK	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC108082509|XP_017033426.1|DKIK	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC108082505|XP_017033423.1|DKIK	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC108071385|XP_017017618.1|DKIK	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC108073625|XP_017020813.1|DKIK	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC108078409|XP_017027754.1|DKIK	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC108074764|XP_017022431.1|DKIK	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC108072212|XP_017018762.1|DKIK	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC108074178|XP_017021603.1|DKIK	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC108076763|XP_017025252.1|DKIK	LOC117571346|XP_034109346.1|DALB
OG0004482	LOC108073716|XP_017020951.1|DKIK	LOC117576031|XP_034116431.1|DALB
OG0004483	LOC108072098|XP_017018600.1|DKIK	LOC117567203|XP_034102924.1|DALB
OG0004484	LOC108084003|XP_017035505.1|DKIK	LOC117575377|XP_034115441.1|DALB
OG0004485	LOC108076041|XP_017024188.1|DKIK	LOC117577719|XP_034118514.1|DALB
OG0004486	LOC108078203|XP_017027376.1|DKIK	LOC117572148|XP_034110679.1|DALB
