Orthogroup	DKIK.longest_only	DHYD.longest_only
OG0006731	LOC108075897|XP_017024002.1|DKIK	LOC111605030|XP_023179128.1|DHYD
OG0006732	LOC108070546|XP_017016560.1|DKIK	LOC111601698|XP_023174182.2|DHYD
OG0006733	LOC108079715|XP_017029613.1|DKIK, LOC108071879|XP_017018297.1|DKIK, LOC108071201|XP_017017367.1|DKIK	LOC111601051|XP_023173236.2|DHYD
OG0006734	LOC108079806|XP_017029774.1|DKIK	LOC111601063|XP_023173252.1|DHYD
OG0006735	LOC108072756|XP_017019517.1|DKIK	LOC111592824|XP_023161017.2|DHYD
OG0006736	LOC108070598|XP_017016657.1|DKIK	LOC111601660|XP_023174112.1|DHYD
OG0006737	LOC108071892|XP_017018308.1|DKIK	LOC111601113|XP_023173328.1|DHYD
OG0006738	LOC108079819|XP_017029795.1|DKIK	LOC111595571|XP_023165136.1|DHYD
OG0006739	LOC108083071|XP_017034198.1|DKIK	LOC111599539|XP_023170961.1|DHYD
OG0006740	LOC108070585|XP_017016630.1|DKIK	LOC111601733|XP_023174225.2|DHYD
OG0006741	LOC108070584|XP_017016628.1|DKIK	LOC111601738|XP_023174230.1|DHYD
OG0006742	LOC108081095|XP_017031573.1|DKIK	LOC111603451|XP_023176807.1|DHYD
OG0006743	LOC108086120|XP_017038457.1|DKIK	LOC111602464|XP_023175292.2|DHYD
OG0006744	LOC108078888|XP_017028507.1|DKIK	LOC111598208|XP_023169113.2|DHYD
OG0006745	LOC108070705|XP_017016785.1|DKIK	LOC111603003|XP_023176170.2|DHYD
OG0006746	LOC108077536|XP_017026413.1|DKIK	LOC111605194|XP_023179365.1|DHYD
OG0006747	LOC108071926|XP_017018378.1|DKIK	LOC111598198|XP_023169092.2|DHYD
OG0006748	LOC108080368|XP_017030578.1|DKIK	LOC111602833|XP_023175914.1|DHYD
OG0006749	LOC108079855|XP_017029852.1|DKIK	LOC111596974|XP_023167222.2|DHYD
OG0006750	LOC108076116|XP_017024334.1|DKIK	LOC111596801|XP_023166929.1|DHYD
OG0006752	LOC108072668|XP_017019392.1|DKIK	LOC111604494|XP_023178353.2|DHYD
OG0006753	LOC108072670|XP_017019394.1|DKIK	LOC111604491|XP_023178350.2|DHYD
OG0006754	LOC108079101|XP_017028818.1|DKIK	LOC111600513|XP_023172410.1|DHYD
OG0006755	LOC108080641|XP_017030958.1|DKIK	LOC111598761|XP_023169941.1|DHYD
OG0006756	LOC108071587|XP_017017858.1|DKIK	LOC111600485|XP_023172379.2|DHYD
OG0006757	LOC108071605|XP_017017876.1|DKIK	LOC111600517|XP_023172413.1|DHYD
OG0006758	LOC108075111|XP_017022882.1|DKIK	LOC111602907|XP_023176017.2|DHYD
OG0006759	LOC108075155|XP_017022931.1|DKIK	LOC111602882|XP_023175981.2|DHYD
OG0006760	LOC108085823|XP_017038065.1|DKIK	LOC111597461|XP_023167978.2|DHYD
OG0006761	LOC108073224|XP_017020249.1|DKIK	LOC111600239|XP_023172042.1|DHYD
OG0006762	LOC108074173|XP_017021597.1|DKIK	LOC111598165|XP_023169025.2|DHYD
OG0006763	LOC108081147|XP_017031675.1|DKIK	LOC111602363|XP_023175144.2|DHYD
OG0006764	LOC108072958|XP_017019875.1|DKIK	LOC111593696|XP_023162403.2|DHYD
OG0006765	LOC108081148|XP_017031676.1|DKIK	LOC111602364|XP_023175145.1|DHYD
OG0006766	LOC108079079|XP_017028792.1|DKIK	LOC111603712|XP_023177181.2|DHYD
OG0006767	LOC108085830|XP_017038077.1|DKIK	LOC111594365|XP_023163396.1|DHYD
OG0006768	LOC108085829|XP_017038072.1|DKIK	LOC111594360|XP_023163388.2|DHYD
OG0006769	LOC108085832|XP_017038079.1|DKIK	LOC111594364|XP_023163395.1|DHYD
OG0006770	LOC108084396|XP_017036080.1|DKIK	LOC111594861|XP_023164107.2|DHYD
OG0006771	LOC108083419|XP_017034662.1|DKIK	LOC111603462|XP_023176858.1|DHYD
OG0006772	LOC108084007|XP_017035512.1|DKIK	LOC111595325|XP_023164750.2|DHYD
OG0006773	LOC108079780|XP_017029715.1|DKIK	LOC111597385|XP_023167815.2|DHYD
OG0006774	LOC108083271|XP_017034478.1|DKIK	LOC111605082|XP_023179185.1|DHYD
OG0006775	LOC108078796|XP_017028349.1|DKIK	LOC111595306|XP_023164731.2|DHYD
OG0006776	LOC108072792|XP_017019564.1|DKIK	LOC111596615|XP_023166667.1|DHYD
OG0006777	LOC108078799|XP_017028353.1|DKIK	LOC111599540|XP_023170962.1|DHYD
OG0006778	LOC108075081|XP_017022852.1|DKIK	LOC111596612|XP_023166663.2|DHYD
OG0006779	LOC108079112|XP_017028838.1|DKIK	LOC111592451|XP_023160404.1|DHYD
OG0006780	LOC108078319|XP_017027609.1|DKIK	LOC111593211|XP_023161624.2|DHYD
OG0006781	LOC108084670|XP_017036524.1|DKIK	LOC111601688|XP_023174162.1|DHYD
OG0006782	LOC108079719|XP_017029617.1|DKIK	LOC111595289|XP_023164710.2|DHYD
OG0006783	LOC108082419|XP_017033259.1|DKIK	LOC111599949|XP_030079773.1|DHYD
OG0006784	LOC108078806|XP_017028364.1|DKIK	LOC111604762|XP_023178723.1|DHYD
OG0006785	LOC108076805|XP_017025320.1|DKIK	LOC111605216|XP_023179406.1|DHYD
OG0006786	LOC108081182|XP_017031730.1|DKIK	LOC111603373|XP_023176696.2|DHYD
OG0006787	LOC108073981|XP_017021319.1|DKIK	LOC111592786|XP_023160957.2|DHYD
OG0006788	LOC108073982|XP_017021321.1|DKIK	LOC111592788|XP_023160963.1|DHYD
OG0006789	LOC108085974|XP_017038264.1|DKIK	LOC111594059|XP_023162952.1|DHYD
OG0006790	LOC108086258|XP_017038631.1|DKIK	LOC111601150|XP_023173388.1|DHYD
OG0006791	LOC108074015|XP_017021371.1|DKIK	LOC111601707|XP_023174194.2|DHYD
OG0006792	LOC108078681|XP_017028116.1|DKIK	LOC111603722|XP_023177202.1|DHYD
OG0006793	LOC108078936|XP_017028574.1|DKIK	LOC111603734|XP_023177218.2|DHYD
OG0006794	LOC108070528|XP_017016535.1|DKIK	LOC111601737|XP_023174267.1|DHYD
OG0006795	LOC108073567|XP_017020743.1|DKIK	LOC111597514|XP_023168051.2|DHYD
OG0006796	LOC108083300|XP_017034527.1|DKIK	LOC111605738|XP_023180207.1|DHYD
OG0006797	LOC108077234|XP_017025981.1|DKIK	LOC111592613|XP_023160713.1|DHYD
OG0006798	LOC108077500|XP_017026317.1|DKIK	LOC111592763|XP_023160931.2|DHYD
OG0006799	LOC108078751|XP_017028269.1|DKIK	LOC111605674|XP_023180107.2|DHYD
OG0006800	LOC108075223|XP_017023057.1|DKIK	LOC111593539|XP_023162111.2|DHYD
OG0006801	LOC108083956|XP_017035451.1|DKIK	LOC111594060|XP_023162953.1|DHYD
OG0006802	LOC108076439|XP_017024783.1|DKIK	LOC111593919|XP_023162760.1|DHYD
OG0006803	LOC108072150|XP_017018683.1|DKIK	LOC111599952|XP_023171591.1|DHYD
OG0006804	LOC108078743|XP_017028255.1|DKIK	LOC111598677|XP_023169804.2|DHYD
OG0006805	LOC108078172|XP_017027316.1|DKIK	LOC111605205|XP_023179390.2|DHYD
OG0006806	LOC108071537|XP_017017802.1|DKIK	LOC111604692|XP_023178628.2|DHYD
OG0006807	LOC108083292|XP_017034515.1|DKIK	LOC111605095|XP_023179202.1|DHYD
OG0006808	LOC108076497|XP_017024879.1|DKIK	LOC111593827|XP_023162628.1|DHYD
OG0006809	LOC108079702|XP_017029597.1|DKIK	LOC111601084|XP_023173279.2|DHYD
OG0006810	LOC108078815|XP_017028386.1|DKIK	LOC111595119|XP_023164456.1|DHYD
OG0006811	LOC108077669|XP_017026578.1|DKIK	LOC111597169|XP_023167501.1|DHYD
OG0006812	LOC108071957|XP_017018415.1|DKIK	LOC111601033|XP_023173210.1|DHYD
OG0006813	LOC108074085|XP_017021454.1|DKIK	LOC111592872|XP_023161093.1|DHYD
OG0006814	LOC108073975|XP_017021307.1|DKIK	LOC111605200|XP_023179376.2|DHYD
OG0006815	LOC108079792|XP_017029752.1|DKIK	LOC111601042|XP_023173223.2|DHYD
OG0006816	LOC108079825|XP_017029807.1|DKIK	LOC111601114|XP_023173330.2|DHYD
OG0006817	LOC108075036|XP_017022793.1|DKIK	LOC111598673|XP_023169799.2|DHYD
OG0006818	LOC108073451|XP_017020573.1|DKIK	LOC111604765|XP_023178731.2|DHYD
OG0006819	LOC108083274|XP_017034487.1|DKIK	LOC111605063|XP_023179162.1|DHYD
OG0006820	LOC108083244|XP_017034439.1|DKIK	LOC111605091|XP_023179198.1|DHYD
OG0006821	LOC108082049|XP_017032815.1|DKIK	LOC111592535|XP_023160586.2|DHYD
OG0006822	LOC108076814|XP_017025334.1|DKIK	LOC111600660|XP_023172654.1|DHYD
OG0006823	LOC108079813|XP_017029785.1|DKIK	LOC111605659|XP_023180090.1|DHYD
OG0006824	LOC108085982|XP_017038272.1|DKIK	LOC111601684|XP_023174156.1|DHYD
OG0006825	LOC108075106|XP_017022877.1|DKIK	LOC111594912|XP_023164166.2|DHYD
OG0006826	LOC108079723|XP_017029622.1|DKIK	LOC111605672|XP_023180105.1|DHYD
OG0006827	LOC108081238|XP_017031805.1|DKIK	LOC111603582|XP_023177003.1|DHYD
OG0006828	LOC108077053|XP_017025697.1|DKIK	LOC111594391|XP_023163425.1|DHYD
OG0006829	LOC108084421|XP_017036116.1|DKIK	LOC111594838|XP_023164070.1|DHYD
OG0006830	LOC108079867|XP_017029868.1|DKIK	LOC111596975|XP_030081137.1|DHYD
OG0006831	LOC108078770|XP_017028301.1|DKIK	LOC111601554|XP_030081185.1|DHYD
OG0006832	LOC108077563|XP_017026443.1|DKIK	LOC111605164|XP_023179317.1|DHYD
OG0006833	LOC108078837|XP_017028417.1|DKIK	LOC111598788|XP_030081797.1|DHYD
OG0006834	LOC108073318|XP_017020367.1|DKIK	LOC111595133|XP_023164473.2|DHYD, LOC111595134|XP_023164474.2|DHYD
OG0006835	LOC108070574|XP_017016617.1|DKIK	LOC111601732|XP_023174222.2|DHYD
OG0006836	LOC108075116|XP_017022888.1|DKIK	LOC111597522|XP_023168064.2|DHYD
OG0006837	LOC108079858|XP_017029859.1|DKIK	LOC111597425|XP_023167891.2|DHYD
OG0006838	LOC108078927|XP_017028563.1|DKIK	LOC111598717|XP_023169877.1|DHYD
OG0006839	LOC108079887|XP_017029899.1|DKIK	LOC111597418|XP_023167882.1|DHYD
OG0006840	LOC108082773|XP_017033795.1|DKIK	LOC111596312|XP_023166243.1|DHYD
OG0006841	LOC108078577|XP_017027985.1|DKIK	LOC111591930|XP_023159628.2|DHYD
OG0006842	LOC108079827|XP_017029813.1|DKIK	LOC111601580|XP_023174003.2|DHYD
OG0006843	LOC108079406|XP_017029221.1|DKIK	LOC111596818|XP_023166953.1|DHYD
OG0006844	LOC108084952|XP_017036841.1|DKIK	LOC111601792|XP_023174331.1|DHYD
OG0006845	LOC108078922|XP_017028557.1|DKIK	LOC111603731|XP_023177209.1|DHYD
OG0006846	LOC108079027|XP_017028696.1|DKIK	LOC111601107|XP_023173321.2|DHYD
OG0006847	LOC108079110|XP_017028836.1|DKIK	LOC111601034|XP_023173213.2|DHYD
OG0006848	LOC108074673|XP_017022280.1|DKIK	LOC111593568|XP_023162198.2|DHYD
OG0006849	LOC108077538|XP_017026417.1|DKIK	LOC111605161|XP_023179314.1|DHYD
OG0006850	LOC108077547|XP_017026428.1|DKIK	LOC111605176|XP_030081461.1|DHYD
OG0006851	LOC108077550|XP_017026431.1|DKIK	LOC111605168|XP_023179324.2|DHYD
OG0006852	LOC108074462|XP_017022011.1|DKIK	LOC111599062|XP_030080877.1|DHYD
OG0006853	LOC108072671|XP_017019396.1|DKIK	LOC111592823|XP_023161016.2|DHYD
OG0006854	LOC108077953|XP_017026982.1|DKIK	LOC111597684|XP_023168282.2|DHYD
OG0006855	LOC108070443|XP_017016410.1|DKIK	LOC111595101|XP_023164435.2|DHYD
OG0006856	LOC108081108|XP_017031592.1|DKIK	LOC111602380|XP_023175164.1|DHYD
OG0006857	LOC108070628|XP_017016685.1|DKIK	LOC111600900|XP_030080970.1|DHYD
OG0006858	LOC108070591|XP_017016639.1|DKIK	LOC111603041|XP_023176239.2|DHYD
OG0006859	LOC108076695|XP_017025138.1|DKIK	LOC111593818|XP_023162616.2|DHYD
OG0006860	LOC108078547|XP_017027951.1|DKIK	LOC111593302|XP_023161752.1|DHYD
OG0006861	LOC108078290|XP_017027549.1|DKIK	LOC111605209|XP_023179394.1|DHYD
OG0006862	LOC108078915|XP_017028539.1|DKIK	LOC111599786|XP_030079292.1|DHYD
OG0006863	LOC108083602|XP_017034960.1|DKIK	LOC111593036|XP_023161370.2|DHYD
OG0006864	LOC108081788|XP_017032494.1|DKIK	LOC111593873|XP_023162709.2|DHYD
OG0006865	LOC108075396|XP_017023306.1|DKIK	LOC111601468|XP_023173819.1|DHYD, LOC115482814|XP_030078838.1|DHYD
OG0006866	LOC108078184|XP_017027339.1|DKIK	LOC111593921|XP_023162763.2|DHYD
OG0006867	LOC108072900|XP_017019712.1|DKIK	LOC111605365|XP_023179612.2|DHYD
OG0006868	LOC108072993|XP_017019929.1|DKIK	LOC111605347|XP_023179590.2|DHYD
OG0006869	LOC108081013|XP_017031438.1|DKIK	LOC111595317|XP_030080963.1|DHYD, LOC115483381|XP_030080964.1|DHYD
OG0006870	LOC108078513|XP_017027905.1|DKIK	LOC111599347|XP_030080978.1|DHYD
OG0006871	LOC108078109|XP_017027202.1|DKIK	LOC111600793|XP_023172851.2|DHYD
OG0006872	LOC108078407|XP_017027753.1|DKIK	LOC111604122|XP_023177800.1|DHYD
OG0006873	LOC108082606|XP_017033574.1|DKIK	LOC111604145|XP_023177835.2|DHYD
OG0006874	LOC108081519|XP_017032226.1|DKIK	LOC111593146|XP_023161514.2|DHYD
OG0006875	LOC108082814|XP_017033861.1|DKIK	LOC111595781|XP_023165433.1|DHYD
OG0006876	LOC108072119|XP_017018633.1|DKIK	LOC111600008|XP_023171678.2|DHYD
OG0006877	LOC108078923|XP_017028561.1|DKIK	LOC111599159|XP_023170499.1|DHYD
OG0006878	LOC108075859|XP_017023940.1|DKIK	LOC111602297|XP_030079033.1|DHYD
OG0006879	LOC108076429|XP_017024772.1|DKIK	LOC111593908|XP_023162747.2|DHYD
OG0006880	LOC108072584|XP_017019281.1|DKIK	LOC111602525|XP_030079273.1|DHYD
OG0006881	LOC108077448|XP_017026255.1|DKIK	LOC111594103|XP_023163025.2|DHYD
OG0006882	LOC108078522|XP_017027920.1|DKIK	LOC111604092|XP_023177757.2|DHYD
OG0006883	LOC108083418|XP_017034664.1|DKIK	LOC111592061|XP_023159831.2|DHYD
OG0006884	LOC108075918|XP_017024041.1|DKIK	LOC111603910|XP_023177502.1|DHYD
OG0006885	LOC108077041|XP_017025660.1|DKIK	LOC111600665|XP_023172664.1|DHYD
OG0006886	LOC108071289|XP_017017471.1|DKIK	LOC111598258|XP_023169199.2|DHYD
OG0006887	LOC108079203|XP_017028956.1|DKIK	LOC111605340|XP_023179581.2|DHYD
OG0006888	LOC108077158|XP_017025880.1|DKIK	LOC111603870|XP_023177445.1|DHYD
OG0006889	LOC108083443|XP_017034697.1|DKIK	LOC111592071|XP_023159845.1|DHYD
OG0006890	LOC108080195|XP_017030340.1|DKIK	LOC111605471|XP_023179755.2|DHYD
OG0006891	LOC108076357|XP_017024647.1|DKIK	LOC111603763|XP_023177263.2|DHYD
OG0006892	LOC108079215|XP_017028983.1|DKIK	LOC111599099|XP_023170408.1|DHYD
OG0006893	LOC108083974|XP_017035476.1|DKIK	LOC111602481|XP_023175311.2|DHYD
OG0006894	LOC108083965|XP_017035464.1|DKIK	LOC111602480|XP_023175309.1|DHYD
OG0006895	LOC108080318|XP_017030498.1|DKIK	LOC111596480|XP_023166506.2|DHYD
OG0006896	LOC108075795|XP_017023853.1|DKIK	LOC111596197|XP_023166076.1|DHYD
OG0006897	LOC108077147|XP_017025857.1|DKIK	LOC111603856|XP_023177424.2|DHYD
OG0006898	LOC108082875|XP_017033944.1|DKIK	LOC111595759|XP_023165399.1|DHYD
OG0006899	LOC108074499|XP_017022062.1|DKIK	LOC111599320|XP_023170703.2|DHYD
OG0006900	LOC108079268|XP_017029048.1|DKIK	LOC111602844|XP_023175924.1|DHYD
OG0006901	LOC108086163|XP_017038513.1|DKIK	LOC111602473|XP_023175303.1|DHYD
OG0006902	LOC108080025|XP_017030088.1|DKIK	LOC111601619|XP_023174054.1|DHYD
OG0006903	LOC108074373|XP_017021886.1|DKIK	LOC111604252|XP_023178007.2|DHYD
OG0006904	LOC108085265|XP_017037303.1|DKIK	LOC111594657|XP_023163826.1|DHYD
OG0006905	LOC108077065|XP_017025719.1|DKIK	LOC111601889|XP_023174499.2|DHYD
OG0006906	LOC108079616|XP_017029480.1|DKIK	LOC111601950|XP_023174574.1|DHYD
OG0006907	LOC108081408|XP_017032057.1|DKIK	LOC111605574|XP_023179928.2|DHYD
OG0006908	LOC108085256|XP_017037292.1|DKIK	LOC111598932|XP_023170174.1|DHYD
OG0006909	LOC108077321|XP_017026098.1|DKIK	LOC111597788|XP_023168431.1|DHYD
OG0006910	LOC108074814|XP_017022499.1|DKIK	LOC111600498|XP_023172397.1|DHYD
OG0006911	LOC108080164|XP_017030296.1|DKIK	LOC111602806|XP_023175866.1|DHYD
OG0006912	LOC108072580|XP_017019274.1|DKIK	LOC111594104|XP_023163026.2|DHYD
OG0006913	LOC108072865|XP_017019671.1|DKIK	LOC111601293|XP_023173575.1|DHYD
OG0006914	LOC108070432|XP_017016390.1|DKIK	LOC111599858|XP_023171446.2|DHYD
OG0006915	LOC108082193|XP_017033003.1|DKIK	LOC111596131|XP_023165972.1|DHYD
OG0006916	LOC108086263|XP_017038641.1|DKIK	LOC111594769|XP_023163986.2|DHYD
OG0006917	LOC108075860|XP_017023941.1|DKIK	LOC111600633|XP_023172608.1|DHYD
OG0006918	LOC108075797|XP_017023856.1|DKIK, LOC108085691|XP_017037892.1|DKIK	LOC111596334|XP_023166269.1|DHYD
OG0006919	LOC108077142|XP_017025845.1|DKIK	LOC111603881|XP_023177464.2|DHYD
OG0006920	LOC108081965|XP_017032689.1|DKIK	LOC111592536|XP_023160587.2|DHYD
OG0006921	LOC108086089|XP_017038396.1|DKIK	LOC111601364|XP_030080320.1|DHYD
OG0006922	LOC108079985|XP_017030040.1|DKIK	LOC111592569|XP_023160635.2|DHYD
OG0006923	LOC108074352|XP_017021866.1|DKIK	LOC111605470|XP_023179754.1|DHYD
OG0006924	LOC108070627|XP_017016684.1|DKIK	LOC111592063|XP_023159833.1|DHYD
OG0006925	LOC108075704|XP_017023720.1|DKIK	LOC111604261|XP_023178023.1|DHYD
OG0006926	LOC108077421|XP_017026212.1|DKIK	LOC111599355|XP_023170753.2|DHYD
OG0006927	LOC108077450|XP_017026258.1|DKIK	LOC111599340|XP_023170732.2|DHYD
OG0006928	LOC108077363|XP_017026147.1|DKIK	LOC111599314|XP_023170692.1|DHYD
OG0006929	LOC108084043|XP_017035588.1|DKIK, LOC108084748|XP_017036548.1|DKIK	LOC111596008|XP_023165791.2|DHYD
OG0006930	LOC108077274|XP_017026033.1|DKIK	LOC111601884|XP_023174494.2|DHYD, LOC111601872|XP_023174481.1|DHYD
OG0006931	LOC108082166|XP_017032961.1|DKIK	LOC111602446|XP_023175272.2|DHYD
OG0006932	LOC108077109|XP_017025790.1|DKIK	LOC111592624|XP_023160727.1|DHYD
OG0006933	LOC108077271|XP_017026027.1|DKIK	LOC111592601|XP_023160694.1|DHYD
OG0006934	LOC108081492|XP_017032191.1|DKIK	LOC111600245|XP_023172052.2|DHYD
OG0006935	LOC108075862|XP_017023945.1|DKIK	LOC111600431|XP_023172295.2|DHYD
OG0006936	LOC108082700|XP_017033697.1|DKIK	LOC111592570|XP_023160639.2|DHYD
OG0006937	LOC108077237|XP_017025984.1|DKIK	LOC111594696|XP_023163883.1|DHYD
OG0006938	LOC108082029|XP_017032788.1|DKIK	LOC111599973|XP_023171635.2|DHYD
OG0006939	LOC108076106|XP_017024319.1|DKIK	LOC111596788|XP_023166908.2|DHYD
OG0006940	LOC108072857|XP_017019662.1|DKIK	LOC111600716|XP_023172745.2|DHYD
OG0006941	LOC108082041|XP_017032804.1|DKIK	LOC111596136|XP_023165980.2|DHYD
OG0006942	LOC108074465|XP_017022020.1|DKIK	LOC111599356|XP_023170759.1|DHYD
OG0006943	LOC108077114|XP_017025796.1|DKIK	LOC111601198|XP_023173454.2|DHYD
OG0006944	LOC108072546|XP_017019207.1|DKIK	LOC111596366|XP_023166331.1|DHYD
OG0006945	LOC108070532|XP_017016546.1|DKIK	LOC111595417|XP_023164907.1|DHYD
OG0006946	LOC108084588|XP_017036350.1|DKIK	LOC111594454|XP_023163516.1|DHYD
OG0006947	LOC108085249|XP_017037285.1|DKIK	LOC111598941|XP_023170187.1|DHYD
OG0006948	LOC108072592|XP_017019293.1|DKIK	LOC111600396|XP_023172243.1|DHYD
OG0006949	LOC108077426|XP_017026219.1|DKIK	LOC111599162|XP_023170504.1|DHYD
OG0006950	LOC108081473|XP_017032159.1|DKIK	LOC111592051|XP_023159818.1|DHYD
OG0006951	LOC108074795|XP_017022462.1|DKIK	LOC111600125|XP_023171861.2|DHYD
OG0006952	LOC108085729|XP_017037946.1|DKIK	LOC111596036|XP_023165842.1|DHYD
OG0006953	LOC108070602|XP_017016662.1|DKIK	LOC111603036|XP_023176233.1|DHYD
OG0006954	LOC108077258|XP_017026014.1|DKIK	LOC111595842|XP_023165520.1|DHYD
OG0006955	LOC108073038|XP_017019992.1|DKIK	LOC111600635|XP_023172609.1|DHYD
OG0006956	LOC108085349|XP_017037403.1|DKIK	LOC111599467|XP_023170905.2|DHYD
OG0006957	LOC108085288|XP_017037334.1|DKIK	LOC111594674|XP_023163852.2|DHYD
OG0006958	LOC108072097|XP_017018599.1|DKIK	LOC111600036|XP_023171722.2|DHYD
OG0006959	LOC108078557|XP_017027968.1|DKIK	LOC111601081|XP_023173275.1|DHYD
OG0006960	LOC108074801|XP_017022475.1|DKIK	LOC111598947|XP_023170196.2|DHYD
OG0006961	LOC108085336|XP_017037381.1|DKIK	LOC111594210|XP_023163177.2|DHYD
OG0006962	LOC108075909|XP_017024021.1|DKIK	LOC111602236|XP_023174990.2|DHYD
OG0006963	LOC108082030|XP_017032789.1|DKIK	LOC111603972|XP_023177583.2|DHYD
OG0006964	LOC108081983|XP_017032710.1|DKIK	LOC111603925|XP_023177519.1|DHYD
OG0006965	LOC108082811|XP_017033859.1|DKIK	LOC111595768|XP_023165418.2|DHYD
OG0006966	LOC108073651|XP_017020866.1|DKIK	LOC111601184|XP_023173433.1|DHYD
OG0006967	LOC108076733|XP_017025200.1|DKIK	LOC111602110|XP_023174821.2|DHYD
OG0006968	LOC108073086|XP_017020042.1|DKIK	LOC111600601|XP_023172562.2|DHYD
OG0006969	LOC108073517|XP_017020681.1|DKIK	LOC111597548|XP_023168112.1|DHYD
OG0006970	LOC108083681|XP_017035047.1|DKIK	LOC111603473|XP_023176830.1|DHYD
OG0006971	LOC108074438|XP_017021966.1|DKIK	LOC111599093|XP_023170401.2|DHYD
OG0006972	LOC108077089|XP_017025749.1|DKIK	LOC111592606|XP_023160703.1|DHYD
OG0006973	LOC108074261|XP_017021721.1|DKIK	LOC111594078|XP_023162988.2|DHYD
OG0006974	LOC108082774|XP_017033797.1|DKIK	LOC111596313|XP_023166245.1|DHYD
OG0006975	LOC108086218|XP_017038573.1|DKIK	LOC111599364|XP_023170764.1|DHYD
OG0006976	LOC108074455|XP_017022002.1|DKIK	LOC111602285|XP_030079103.1|DHYD
OG0006977	LOC108082563|XP_017033502.1|DKIK	LOC111593290|XP_023161734.2|DHYD
OG0006978	LOC108085366|XP_017037427.1|DKIK	LOC111594940|XP_023164201.2|DHYD
OG0006979	LOC108086175|XP_017038526.1|DKIK	LOC111599051|XP_023170337.2|DHYD
OG0006980	LOC108082247|XP_017033076.1|DKIK	LOC111596263|XP_023166167.1|DHYD
OG0006981	LOC108075853|XP_017023930.1|DKIK	LOC111603905|XP_023177491.2|DHYD
OG0006982	LOC108073645|XP_017020852.1|DKIK	LOC111602311|XP_023175080.1|DHYD
OG0006983	LOC108079544|XP_017029370.1|DKIK	LOC111592067|XP_023159837.1|DHYD
OG0006984	LOC108072565|XP_017019241.1|DKIK	LOC111596373|XP_023166344.1|DHYD
OG0006985	LOC108079548|XP_017029375.1|DKIK	LOC111601937|XP_023174559.1|DHYD
OG0006986	LOC108077223|XP_017025970.1|DKIK	LOC111595191|XP_023164542.1|DHYD
OG0006987	LOC108070525|XP_017016528.1|DKIK	LOC111601469|XP_023173859.1|DHYD
OG0006988	LOC108083934|XP_017035428.1|DKIK	LOC111595416|XP_023164906.2|DHYD
OG0006989	LOC108077156|XP_017025877.1|DKIK	LOC111599060|XP_023170349.1|DHYD
OG0006990	LOC108081445|XP_017032123.1|DKIK	LOC111601867|XP_030080336.1|DHYD
OG0006991	LOC108077691|XP_017026617.1|DKIK	LOC111597112|XP_023167843.2|DHYD
OG0006992	LOC108086237|XP_017038595.1|DKIK	LOC111599310|XP_030079237.1|DHYD
OG0006993	LOC108077023|XP_017025621.1|DKIK	LOC111595194|XP_030079245.1|DHYD
OG0006994	LOC108077149|XP_017025865.1|DKIK	LOC111594944|XP_023164206.2|DHYD
OG0006995	LOC108079978|XP_017030031.1|DKIK	LOC111592567|XP_023160632.1|DHYD
OG0006996	LOC108079980|XP_017030033.1|DKIK	LOC111592555|XP_023160614.1|DHYD
OG0006998	LOC108073325|XP_017020375.1|DKIK	LOC111600840|XP_023172913.1|DHYD
OG0006999	LOC108072486|XP_017019140.1|DKIK	LOC111596300|XP_023166226.2|DHYD
OG0007000	LOC108086148|XP_017038499.1|DKIK	LOC111599137|XP_023170468.2|DHYD
OG0007001	LOC108082356|XP_017033185.1|DKIK	LOC111597899|XP_023168603.1|DHYD
OG0007002	LOC108082786|XP_017033815.1|DKIK	LOC111592664|XP_030079030.1|DHYD
OG0007003	LOC108076332|XP_017024605.1|DKIK	LOC111601253|XP_023173520.1|DHYD
OG0007004	LOC108074571|XP_017022161.1|DKIK	LOC111595518|XP_023165066.2|DHYD
OG0007005	LOC108085368|XP_017037431.1|DKIK	LOC111594216|XP_023163183.2|DHYD
OG0007006	LOC108075765|XP_017023814.1|DKIK	LOC111602293|XP_023175062.2|DHYD
OG0007007	LOC108077129|XP_017025828.1|DKIK	LOC111592674|XP_023160809.1|DHYD
OG0007008	LOC108077349|XP_017026127.1|DKIK	LOC111599177|XP_023170529.2|DHYD
OG0007009	LOC108077111|XP_017025793.1|DKIK	LOC111592602|XP_023160695.1|DHYD
OG0007010	LOC108074334|XP_017021836.1|DKIK	LOC111595550|XP_023165106.2|DHYD
OG0007011	LOC108075737|XP_017023773.1|DKIK	LOC111602617|XP_023175547.1|DHYD
OG0007012	LOC108086187|XP_017038539.1|DKIK	LOC111601958|XP_023174603.1|DHYD
OG0007013	LOC108074539|XP_017022122.1|DKIK	LOC111596296|XP_023166220.2|DHYD
OG0007014	LOC108074166|XP_017021577.1|DKIK	LOC111596278|XP_023166191.2|DHYD
OG0007015	LOC108075856|XP_017023935.1|DKIK	LOC111603903|XP_023177489.2|DHYD
OG0007016	LOC108075834|XP_017023893.1|DKIK	LOC111594106|XP_023163029.1|DHYD
OG0007017	LOC108075893|XP_017023997.1|DKIK	LOC111602209|XP_023174949.1|DHYD
OG0007018	LOC108075937|XP_017024066.1|DKIK	LOC111603909|XP_023177497.2|DHYD
OG0007019	LOC108081467|XP_017032149.1|DKIK	LOC111592085|XP_030079078.1|DHYD
