Orthogroup	DKIK.longest_only	AEAL.longest_only
OG0003006	LOC108070646|XP_017016703.1|DKIK	LOC109418323|XP_029707581.1|AEAL, LOC109428102|XP_029733371.1|AEAL
OG0003007	LOC108081267|XP_017031853.1|DKIK	LOC109418327|XP_019548056.2|AEAL, LOC109428107|XP_019559342.2|AEAL
OG0003008	LOC108077634|XP_017026540.1|DKIK	LOC115254094|XP_029720905.1|AEAL, LOC109418203|XP_029721152.1|AEAL
OG0003009	LOC108080345|XP_017030537.1|DKIK	LOC109426168|XP_029712636.1|AEAL, LOC115261476|XP_029719055.1|AEAL, LOC109418385|XP_029719722.1|AEAL
OG0003010	LOC108073027|XP_017019976.1|DKIK	LOC115253835|XP_029725035.1|AEAL, LOC115263759|XP_029722956.1|AEAL, LOC109413524|XP_019542754.2|AEAL, LOC109419138|XP_029722800.1|AEAL
OG0003011	LOC108077973|XP_017027005.1|DKIK	LOC115263291|XP_029722585.1|AEAL, LOC115263706|XP_029722812.1|AEAL, LOC109419187|XP_029722963.1|AEAL
OG0003012	LOC108077385|XP_017026171.1|DKIK, LOC108077445|XP_017026256.1|DKIK	LOC109427333|XP_029723771.1|AEAL
OG0003013	LOC108085935|XP_017038205.1|DKIK	LOC115254119|XP_029723888.1|AEAL, LOC109426106|XP_029733172.1|AEAL, LOC109419296|XP_029714018.1|AEAL, LOC115253831|XP_029723993.1|AEAL
OG0003014	LOC108083479|XP_017034762.1|DKIK	LOC115264449|XP_029724003.1|AEAL, LOC109419297|XP_029733174.1|AEAL, LOC109426103|XP_029714015.1|AEAL, LOC109431812|XP_029723915.1|AEAL
OG0003015	LOC108071848|XP_017018251.1|DKIK	LOC109400188|XP_019528552.2|AEAL, LOC109415465|XP_019544886.2|AEAL
OG0003016	LOC108075278|XP_017023152.1|DKIK	LOC109429497|XP_019561004.2|AEAL, LOC109415714|XP_029724305.1|AEAL
OG0003017	LOC108080797|XP_017031178.1|DKIK	LOC109402996|XP_029724791.1|AEAL, LOC109429513|XP_019561028.2|AEAL
OG0003018	LOC108083978|XP_017035478.1|DKIK	LOC115254143|XP_029725111.1|AEAL, LOC115262610|XP_029720865.1|AEAL, LOC109410423|XP_029725262.1|AEAL
OG0003019	LOC108074010|XP_017021361.1|DKIK	LOC109401456|XP_019529565.2|AEAL, LOC109410441|XP_029725838.1|AEAL
OG0003020	LOC108084259|XP_017035892.1|DKIK	LOC109410459|XP_029725734.1|AEAL, LOC109401495|XP_019529616.2|AEAL
OG0003021	LOC108081779|XP_017032483.1|DKIK	LOC109410413|XP_019539508.2|AEAL
OG0003022	LOC108071534|XP_017017795.1|DKIK	LOC109410480|XP_029726102.1|AEAL, LOC109405826|XP_029718273.1|AEAL
OG0003023	LOC108085217|XP_017037237.1|DKIK	LOC109415384|XP_019544795.2|AEAL, LOC109415394|XP_019544806.2|AEAL, LOC115265444|XP_029726449.1|AEAL
OG0003024	LOC108075253|XP_017023102.1|DKIK	LOC109413677|XP_019542937.2|AEAL
OG0003025	LOC108080756|XP_017031099.1|DKIK	LOC109400205|XP_019528231.2|AEAL, LOC115266150|XP_029727976.1|AEAL, LOC109427010|XP_029728231.1|AEAL, LOC115260907|XP_029718111.1|AEAL, LOC115260901|XP_029718104.1|AEAL
OG0003026	LOC108080757|XP_017031100.1|DKIK	LOC109427096|XP_019558212.1|AEAL, LOC115266991|XP_029729624.1|AEAL, LOC109400176|XP_019528193.2|AEAL
OG0003027	LOC108080917|XP_017031310.1|DKIK	LOC109427008|XP_029728313.1|AEAL, LOC115266138|XP_029727964.1|AEAL, LOC109400203|XP_029728254.1|AEAL, LOC115266353|XP_029728354.1|AEAL
OG0003028	LOC108075095|XP_017022867.1|DKIK	LOC109402029|XP_019530178.2|AEAL, LOC115263779|XP_029723007.1|AEAL, LOC109399759|XP_019527820.2|AEAL
OG0003029	LOC108079087|XP_017028801.1|DKIK	LOC109402003|XP_029723008.1|AEAL, LOC109399749|XP_029722995.1|AEAL
OG0003032	LOC108075895|XP_017024001.1|DKIK	LOC109401340|XP_029728608.1|AEAL, LOC115254174|XP_029728684.1|AEAL
OG0003033	LOC108085981|XP_017038271.1|DKIK	LOC109423811|XP_029729039.1|AEAL, LOC115266717|XP_029729112.1|AEAL, LOC109415331|XP_019544760.2|AEAL, LOC115254193|XP_029731092.1|AEAL
OG0003034	LOC108081177|XP_017031722.1|DKIK	LOC109411724|XP_019540852.2|AEAL
OG0003035	LOC108084944|XP_017036830.1|DKIK	LOC109411595|XP_019540689.2|AEAL, LOC109421352|XP_029732702.1|AEAL
OG0003036	LOC108085109|XP_017037076.1|DKIK	LOC109421319|XP_019551376.2|AEAL, LOC109411577|XP_029729526.1|AEAL
OG0003037	LOC108083158|XP_017034334.1|DKIK	LOC109411159|XP_019540184.2|AEAL, LOC115267634|XP_029730640.1|AEAL, LOC109425605|XP_019556395.2|AEAL
OG0003038	LOC108086064|XP_017038371.1|DKIK	LOC109416762|XP_029731122.1|AEAL, LOC109400877|XP_019528905.2|AEAL
OG0003039	LOC108082074|XP_017032856.1|DKIK	LOC109400870|XP_019528900.2|AEAL
OG0003040	LOC108078685|XP_017028121.1|DKIK	LOC109416017|XP_019545528.2|AEAL
OG0003041	LOC108079817|XP_017029789.1|DKIK	LOC115267280|XP_029730052.1|AEAL, LOC109423455|XP_029731572.1|AEAL, LOC109414752|XP_029731467.1|AEAL
OG0003042	LOC108084593|XP_017036358.1|DKIK	LOC115267970|XP_029731678.1|AEAL
OG0003043	LOC108083021|XP_017034143.1|DKIK	LOC115254550|XP_029708033.1|AEAL, LOC109414568|XP_019543955.2|AEAL
OG0003044	LOC108070839|XP_017016950.1|DKIK	LOC109423417|XP_019553944.2|AEAL, LOC109414546|XP_029731708.1|AEAL
OG0003045	LOC108085891|XP_017038145.1|DKIK	LOC109414508|XP_019543894.2|AEAL
OG0003046	LOC108080923|XP_017031316.1|DKIK	LOC109430468|XP_029732271.1|AEAL, LOC109409582|XP_029732442.1|AEAL, LOC115268461|XP_029732327.1|AEAL
OG0003047	LOC108080924|XP_017031317.1|DKIK	LOC115268509|XP_029732456.1|AEAL, LOC115268465|XP_029732343.1|AEAL, LOC109430469|XP_029732293.1|AEAL
OG0003048	LOC108076377|XP_017024677.1|DKIK	LOC109409590|XP_029732487.1|AEAL, LOC109430464|XP_029732604.1|AEAL
OG0003049	LOC108085714|XP_017037926.1|DKIK	LOC109405766|XP_029732586.1|AEAL, LOC109430495|XP_019562105.1|AEAL
OG0003050	LOC108078848|XP_017028435.1|DKIK	LOC109399319|XP_019527303.2|AEAL
OG0003051	LOC108079833|XP_017029823.1|DKIK	LOC109622069|XP_019931852.2|AEAL, LOC109413925|XP_019543201.2|AEAL
OG0003052	LOC108081140|XP_017031659.1|DKIK	LOC109405050|XP_029712023.1|AEAL, LOC109622061|XP_029734335.1|AEAL, LOC115254232|XP_029734042.1|AEAL
OG0003053	LOC108084311|XP_017035965.1|DKIK	LOC109416440|XP_019546045.2|AEAL, LOC109622371|XP_029729812.1|AEAL, LOC115258213|XP_029714160.1|AEAL
OG0003054	LOC108081237|XP_017031804.1|DKIK	LOC109416447|XP_029734402.1|AEAL, LOC109416435|XP_029729798.1|AEAL
OG0003055	LOC108081139|XP_017031654.1|DKIK	LOC109419338|XP_029734767.1|AEAL, LOC109408461|XP_029734763.1|AEAL
OG0003056	LOC108074129|XP_017021518.1|DKIK, LOC108081726|XP_017032434.1|DKIK	LOC109408449|XP_029735147.1|AEAL
OG0003057	LOC108072959|XP_017019876.1|DKIK	LOC109419388|XP_019549166.2|AEAL
OG0003058	LOC108076405|XP_017024733.1|DKIK	LOC115254638|XP_029708114.1|AEAL, LOC109401056|XP_029735331.1|AEAL
OG0003059	LOC108079388|XP_017029200.1|DKIK	LOC115261751|XP_029719494.1|AEAL, LOC115270237|XP_029735365.1|AEAL, LOC109401047|XP_029735397.1|AEAL, LOC109408424|XP_029735354.1|AEAL
OG0003060	LOC108072140|XP_017018669.1|DKIK	LOC115270295|XP_029735522.1|AEAL, LOC109401041|XP_019529064.1|AEAL, LOC109408507|XP_019537382.2|AEAL
OG0003061	LOC108085778|XP_017038017.1|DKIK, LOC108084335|XP_017035985.1|DKIK	LOC109416429|XP_019546032.2|AEAL, LOC115266125|XP_029727955.1|AEAL, LOC115266122|XP_029727952.1|AEAL
OG0003062	LOC108071337|XP_017017550.1|DKIK	LOC109416413|XP_019546023.2|AEAL, LOC109424020|XP_029727761.1|AEAL
OG0003063	LOC108083257|XP_017034453.1|DKIK	LOC109423975|XP_029727793.1|AEAL, LOC109416407|XP_029727751.1|AEAL
OG0003064	LOC108077710|XP_017026649.1|DKIK	LOC109404400|XP_029727829.1|AEAL, LOC109431914|XP_019563765.2|AEAL, LOC115266062|XP_029727782.1|AEAL
OG0003065	LOC108072422|XP_017019025.1|DKIK	LOC109431857|XP_019563660.2|AEAL
OG0003066	LOC108084184|XP_017035764.1|DKIK	LOC109422756|XP_029727921.1|AEAL, LOC109431878|XP_029727880.1|AEAL
OG0003067	LOC108085688|XP_017037883.1|DKIK	LOC109431861|XP_029727926.1|AEAL, LOC109422735|XP_029727912.1|AEAL
OG0003068	LOC108082789|XP_017033827.1|DKIK	LOC109422557|XP_029727965.1|AEAL, LOC109412332|XP_029727973.1|AEAL, LOC115264862|XP_029724757.1|AEAL
OG0003069	LOC108073037|XP_017019987.1|DKIK	LOC115266182|XP_029728010.1|AEAL, LOC109401128|XP_029736386.1|AEAL, LOC109422687|XP_029727937.1|AEAL
OG0003070	LOC108082249|XP_017033077.1|DKIK	LOC115269024|XP_029733168.1|AEAL, LOC109401127|XP_029727944.1|AEAL, LOC109422678|XP_029736390.1|AEAL
OG0003071	LOC108071883|XP_017018300.1|DKIK	LOC109402842|XP_029736412.1|AEAL, LOC115260159|XP_029716925.1|AEAL
OG0003072	LOC108084366|XP_017036029.1|DKIK	LOC109422651|XP_019553042.2|AEAL, LOC109402832|XP_029736416.1|AEAL
OG0003073	LOC108084367|XP_017036030.1|DKIK	LOC115254042|XP_029716866.1|AEAL, LOC109402807|XP_029736419.1|AEAL
OG0003074	LOC108081429|XP_017032101.1|DKIK	LOC115271077|XP_029736375.1|AEAL, LOC115265119|XP_029725213.1|AEAL, LOC109422630|XP_029736441.1|AEAL, LOC109402802|XP_029725217.1|AEAL
OG0003075	LOC108073223|XP_017020250.1|DKIK	LOC109402816|XP_029712184.1|AEAL, LOC115259223|XP_029715611.1|AEAL, LOC109422598|XP_029712235.1|AEAL
OG0003076	LOC108072779|XP_017019548.1|DKIK	LOC109406132|XP_029718420.1|AEAL, LOC109401764|XP_019529900.2|AEAL
OG0003077	LOC108084873|XP_017036754.1|DKIK	LOC109398951|XP_029724781.1|AEAL, LOC109403710|XP_029718544.1|AEAL, LOC115261297|XP_029718553.1|AEAL
OG0003078	LOC108081122|XP_017031619.1|DKIK	LOC109415058|XP_029718622.1|AEAL, LOC115261340|XP_029718649.1|AEAL
OG0003079	LOC108073257|XP_017020300.1|DKIK	LOC109415069|XP_029718659.1|AEAL
OG0003080	LOC108081178|XP_017031723.1|DKIK	LOC109414133|XP_029718683.1|AEAL, LOC115255903|XP_029709953.1|AEAL
OG0003081	LOC108081511|XP_017032219.1|DKIK	LOC109414144|XP_019543463.2|AEAL, LOC115255901|XP_029709950.1|AEAL
OG0003082	LOC108083204|XP_017034397.1|DKIK	LOC109414138|XP_029718684.1|AEAL
OG0003083	LOC108077839|XP_017026853.1|DKIK	LOC109398883|XP_029716800.1|AEAL, LOC109429229|XP_029718733.1|AEAL
OG0003084	LOC108081017|XP_017031446.1|DKIK	LOC109398831|XP_029718654.1|AEAL, LOC115261364|XP_029718749.1|AEAL
OG0003085	LOC108080949|XP_017031349.1|DKIK	LOC109429211|XP_029718755.1|AEAL, LOC109398783|XP_029718657.1|AEAL
OG0003086	LOC108083176|XP_017034352.1|DKIK	LOC115269335|XP_029733840.1|AEAL, LOC115261615|XP_029719376.1|AEAL, LOC109398792|XP_029718757.1|AEAL
OG0003087	LOC108073952|XP_017021258.1|DKIK	LOC109398819|XP_029718810.1|AEAL, LOC109429189|XP_029718771.1|AEAL
OG0003088	LOC108080829|XP_017031222.1|DKIK	LOC109429115|XP_019560507.1|AEAL, LOC115261469|XP_029719015.1|AEAL
OG0003089	LOC108075626|XP_017023650.1|DKIK	LOC109429106|XP_019560493.2|AEAL
OG0003090	LOC108075751|XP_017023794.1|DKIK	LOC109429096|XP_019560481.2|AEAL, LOC115253804|XP_029719004.1|AEAL
OG0003091	LOC108084875|XP_017036756.1|DKIK	LOC109427221|XP_019558276.2|AEAL, LOC115261471|XP_029719020.1|AEAL
OG0003092	LOC108083195|XP_017034388.1|DKIK	LOC115261158|XP_029718374.1|AEAL, LOC109427222|XP_019558277.1|AEAL, LOC115261447|XP_029718977.1|AEAL
OG0003093	LOC108072330|XP_017018901.1|DKIK	LOC109411627|XP_019540732.1|AEAL, LOC115261413|XP_029718898.1|AEAL, LOC109427261|XP_019558338.2|AEAL
OG0003094	LOC108080511|XP_017030776.1|DKIK	LOC115260376|XP_029717198.1|AEAL, LOC109411636|XP_029717195.1|AEAL, LOC109428132|XP_029717148.1|AEAL, LOC115261433|XP_029718946.1|AEAL
OG0003095	LOC108077093|XP_017025756.1|DKIK	LOC109406880|XP_019535433.2|AEAL
OG0003096	LOC108076470|XP_017024846.1|DKIK	LOC109404504|XP_029719033.1|AEAL, LOC115261509|XP_029719107.1|AEAL
OG0003097	LOC108073717|XP_017020952.1|DKIK	LOC109406301|XP_029719121.1|AEAL, LOC109404470|XP_029719027.1|AEAL, LOC115254076|XP_029719062.1|AEAL
OG0003098	LOC108079358|XP_017029155.1|DKIK	LOC115261523|XP_029719199.1|AEAL, LOC109416160|XP_019545678.1|AEAL, LOC109404975|XP_019533504.1|AEAL, LOC115261539|XP_029719243.1|AEAL
OG0003099	LOC108070698|XP_017016771.1|DKIK	LOC115261552|XP_029719267.1|AEAL, LOC109432847|XP_029719296.1|AEAL
OG0003100	LOC108084602|XP_017036376.1|DKIK	LOC115271118|XP_029736462.1|AEAL, LOC115268934|XP_029733000.1|AEAL, LOC109419441|XP_029733001.1|AEAL, LOC109416703|XP_019546309.2|AEAL
OG0003101	LOC108081100|XP_017031580.1|DKIK	LOC109411960|XP_029730099.1|AEAL, LOC109417146|XP_029730102.1|AEAL
OG0003102	LOC108084122|XP_017035643.1|DKIK	LOC109417150|XP_019546821.2|AEAL
OG0003103	LOC108077829|XP_017026843.1|DKIK	LOC109417153|XP_029730108.1|AEAL
OG0003104	LOC108085547|XP_017037671.1|DKIK	LOC115253431|XP_029734044.1|AEAL, LOC109428748|XP_029734029.1|AEAL, LOC109424547|XP_029733410.1|AEAL
OG0003105	LOC108075958|XP_017024095.1|DKIK, LOC108085748|XP_017037974.1|DKIK	LOC115253471|XP_029734026.1|AEAL, LOC109428751|XP_029733411.1|AEAL, LOC115269432|XP_029734049.1|AEAL
OG0003106	LOC108071986|XP_017018449.1|DKIK	LOC115269396|XP_029733934.1|AEAL, LOC115255858|XP_029709904.1|AEAL, LOC109428811|XP_029733926.1|AEAL
OG0003107	LOC108079251|XP_017029030.1|DKIK	LOC109428780|XP_019560170.2|AEAL, LOC109397745|XP_029733995.1|AEAL, LOC115253889|XP_029718208.1|AEAL
OG0003108	LOC108083855|XP_017035328.1|DKIK	LOC115257227|XP_029712525.1|AEAL, LOC109397767|XP_029718207.1|AEAL, LOC109428788|XP_029733989.1|AEAL, LOC115269406|XP_029733946.1|AEAL
OG0003109	LOC108083892|XP_017035375.1|DKIK	LOC115254229|XP_029733942.1|AEAL, LOC109397781|XP_029718209.1|AEAL, LOC109428784|XP_029733991.1|AEAL
OG0003111	LOC108084658|XP_017036468.1|DKIK	LOC109405485|XP_019534121.2|AEAL
OG0003112	LOC108071348|XP_017017572.1|DKIK	LOC109399345|XP_019527329.1|AEAL, LOC109405627|XP_029724162.1|AEAL
OG0003114	LOC108080855|XP_017031247.1|DKIK	LOC109398915|XP_029724253.1|AEAL, LOC109401589|XP_029724217.1|AEAL
OG0003115	LOC108072905|XP_017019716.1|DKIK	LOC115264566|XP_029724258.1|AEAL, LOC109398923|XP_029724215.1|AEAL, LOC109432017|XP_029712563.1|AEAL
OG0003116	LOC108072216|XP_017018768.1|DKIK	LOC109432005|XP_029724260.1|AEAL
OG0003117	LOC108083168|XP_017034344.1|DKIK	LOC109431316|XP_019563080.1|AEAL, LOC115254128|XP_029724301.1|AEAL, LOC109432018|XP_019563868.1|AEAL
OG0003118	LOC108073992|XP_017021334.1|DKIK	LOC115264580|XP_029724293.1|AEAL, LOC109431971|XP_029724296.1|AEAL, LOC115264721|XP_029724602.1|AEAL
OG0003119	LOC108073962|XP_017021289.1|DKIK	LOC109431291|XP_019563050.2|AEAL, LOC109407710|XP_019536408.2|AEAL, LOC115258247|XP_029714176.1|AEAL
OG0003120	LOC108082466|XP_017033338.1|DKIK	LOC109431233|XP_029724333.1|AEAL, LOC109420153|XP_029724383.1|AEAL
OG0003121	LOC108084447|XP_017036144.1|DKIK	LOC115253851|XP_029724460.1|AEAL, LOC109412636|XP_029724401.1|AEAL
OG0003122	LOC108076552|XP_017024952.1|DKIK	LOC115264689|XP_029724532.1|AEAL, LOC109401533|XP_019529647.1|AEAL, LOC109402878|XP_029724516.1|AEAL
OG0003123	LOC108075285|XP_017023166.1|DKIK	LOC109411829|XP_019540988.2|AEAL, LOC115264673|XP_029724496.1|AEAL, LOC109402892|XP_029724558.1|AEAL
OG0003124	LOC108072327|XP_017018896.1|DKIK	LOC109418759|XP_019548531.1|AEAL
OG0003125	LOC108075167|XP_017022956.1|DKIK	LOC115257497|XP_029713007.1|AEAL, LOC115257814|XP_029713628.1|AEAL, LOC109418806|XP_029713002.1|AEAL
OG0003126	LOC108078449|XP_017027826.1|DKIK	LOC109405805|XP_029713570.1|AEAL
OG0003127	LOC108078147|XP_017027278.1|DKIK, LOC108085565|XP_017037696.1|DKIK	LOC109418819|XP_019548593.1|AEAL
OG0003128	LOC108071505|XP_017017758.1|DKIK	LOC109418830|XP_019548610.2|AEAL
OG0003129	LOC108082411|XP_017033248.1|DKIK	LOC109405813|XP_029713863.1|AEAL, LOC109418842|XP_029712917.1|AEAL
OG0003130	LOC108082458|XP_017033323.1|DKIK	LOC109401666|XP_019529790.2|AEAL, LOC109418848|XP_019548631.1|AEAL, LOC115268668|XP_029732640.1|AEAL
OG0003131	LOC108076474|XP_017024851.1|DKIK	LOC109401678|XP_019529810.2|AEAL, LOC109420336|XP_019550201.2|AEAL
OG0003132	LOC108084257|XP_017035889.1|DKIK	LOC109420376|XP_029712921.1|AEAL, LOC115260235|XP_029717021.1|AEAL, LOC115260240|XP_029717028.1|AEAL
OG0003133	LOC108072015|XP_017018484.1|DKIK	LOC109402337|XP_019530549.1|AEAL, LOC115271038|XP_029736323.1|AEAL
OG0003134	LOC108082424|XP_017033279.1|DKIK	LOC109402332|XP_019530543.2|AEAL
OG0003135	LOC108074998|XP_017022729.1|DKIK	LOC109413566|XP_019542797.2|AEAL
OG0003136	LOC108083239|XP_017034432.1|DKIK	LOC115255686|XP_029709647.1|AEAL, LOC109433206|XP_029713160.1|AEAL, LOC109402290|XP_029713044.1|AEAL
OG0003137	LOC108078328|XP_017027616.1|DKIK	LOC115257623|XP_029713304.1|AEAL, LOC109433170|XP_019565110.1|AEAL, LOC109402265|XP_019530459.1|AEAL
OG0003138	LOC108072091|XP_017018591.1|DKIK	LOC109402277|XP_029713038.1|AEAL, LOC115257440|XP_029712884.1|AEAL, LOC109433178|XP_029713727.1|AEAL
OG0003139	LOC108070418|XP_017016361.1|DKIK	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL
OG0003140	LOC108082184|XP_017032992.1|DKIK	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL
OG0003141	LOC108082511|XP_017033428.1|DKIK	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL
OG0003142	LOC108072945|XP_017019789.1|DKIK	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL
OG0003143	LOC108079834|XP_017029824.1|DKIK	LOC109424485|XP_019555177.2|AEAL
OG0003144	LOC108076680|XP_017025099.1|DKIK	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL
OG0003145	LOC108081815|XP_017032541.1|DKIK	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL
OG0003146	LOC108072983|XP_017019914.1|DKIK	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL
OG0003147	LOC108072777|XP_017019547.1|DKIK	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL
OG0003148	LOC108075011|XP_017022747.1|DKIK	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL
OG0003149	LOC108085961|XP_017038243.1|DKIK	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL
OG0003150	LOC108070840|XP_017016959.1|DKIK	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL
OG0003151	LOC108081448|XP_017032126.1|DKIK	LOC109418670|XP_019548429.2|AEAL
OG0003152	LOC108078315|XP_017027602.1|DKIK	LOC109418569|XP_019548320.1|AEAL
OG0003153	LOC108073131|XP_017020120.1|DKIK	LOC109418562|XP_019548315.1|AEAL
OG0003154	LOC108081071|XP_017031541.1|DKIK	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL
OG0003155	LOC108076711|XP_017025162.1|DKIK	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL
OG0003156	LOC108086142|XP_017038487.1|DKIK	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL
OG0003157	LOC108085351|XP_017037406.1|DKIK	LOC109418503|XP_029713735.1|AEAL
OG0003158	LOC108084185|XP_017035769.1|DKIK	LOC109398509|XP_019526438.2|AEAL
OG0003159	LOC108072454|XP_017019074.1|DKIK	LOC109411566|XP_019540652.1|AEAL
OG0003160	LOC108085177|XP_017037192.1|DKIK	LOC109411563|XP_019540646.2|AEAL
OG0003161	LOC108078549|XP_017027954.1|DKIK	LOC109407800|XP_019536505.1|AEAL
OG0003162	LOC108070880|XP_017017012.1|DKIK	LOC109433429|XP_019565405.2|AEAL
OG0003163	LOC108075065|XP_017022836.1|DKIK	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL
OG0003164	LOC108085169|XP_017037190.1|DKIK	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL
OG0003165	LOC108076374|XP_017024668.1|DKIK	LOC115262740|XP_029721358.1|AEAL
OG0003166	LOC108072376|XP_017018965.1|DKIK	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL
OG0003167	LOC108082501|XP_017033419.1|DKIK	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL
OG0003168	LOC108072062|XP_017018547.1|DKIK	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL
OG0003169	LOC108074613|XP_017022225.1|DKIK	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL
OG0003170	LOC108076285|XP_017024524.1|DKIK	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL
OG0003171	LOC108085211|XP_017037229.1|DKIK	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL
OG0003172	LOC108077422|XP_017026245.1|DKIK	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL
OG0003173	LOC108075652|XP_017023687.1|DKIK, LOC108085811|XP_017038054.1|DKIK	LOC109426925|XP_019558030.2|AEAL
OG0003174	LOC108073249|XP_017020293.1|DKIK	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL
OG0003175	LOC108082551|XP_017033480.1|DKIK	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL
OG0003176	LOC108074566|XP_017022157.1|DKIK	LOC109424711|XP_029721107.1|AEAL
OG0003177	LOC108084322|XP_017035973.1|DKIK	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL
OG0003178	LOC108072315|XP_017018878.1|DKIK	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL
OG0003179	LOC108072380|XP_017018969.1|DKIK	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL
OG0003180	LOC108073138|XP_017020131.1|DKIK	LOC109421913|XP_029721011.1|AEAL
OG0003181	LOC108072989|XP_017019926.1|DKIK	LOC109432700|XP_019564627.2|AEAL
OG0003182	LOC108076825|XP_017025346.1|DKIK	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL
OG0003183	LOC108070859|XP_017016979.1|DKIK	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL
OG0003184	LOC108073840|XP_017021109.1|DKIK	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL
OG0003185	LOC108081804|XP_017032529.1|DKIK	LOC109428902|XP_019560283.2|AEAL
OG0003186	LOC108076176|XP_017024396.1|DKIK	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL
OG0003187	LOC108074597|XP_017022202.1|DKIK	LOC109416897|XP_019546550.2|AEAL
OG0003188	LOC108084846|XP_017036709.1|DKIK	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL
OG0003189	LOC108075330|XP_017023230.1|DKIK	LOC109397131|XP_019525015.2|AEAL
OG0003190	LOC108078198|XP_017027368.1|DKIK	LOC109409866|XP_019538921.2|AEAL
OG0003191	LOC108070473|XP_017016447.1|DKIK	LOC109399117|XP_019527110.2|AEAL
OG0003192	LOC108083065|XP_017034188.1|DKIK	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL
OG0003193	LOC108081386|XP_017032031.1|DKIK	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL
OG0003194	LOC108072767|XP_017019533.1|DKIK	LOC109399662|XP_029731247.1|AEAL
OG0003195	LOC108072137|XP_017018665.1|DKIK	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL
OG0003196	LOC108073906|XP_017021190.1|DKIK	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL
OG0003197	LOC108072744|XP_017019500.1|DKIK	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL
OG0003198	LOC108077382|XP_017026165.1|DKIK	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL
OG0003199	LOC108079083|XP_017028796.1|DKIK	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL
