Orthogroup	BCOP.longest_only	DERE.longest_only
OG0005503	LOC119084564|XP_037050473.1|BCOP	LOC6541196|XP_026834876.1|DERE
OG0005504	LOC119079611|XP_037043505.1|BCOP	LOC6542656|XP_001968307.1|DERE
OG0005506	LOC119070751|XP_037031117.1|BCOP	LOC6548888|XP_015012034.1|DERE
OG0005507	LOC119070747|XP_037031106.1|BCOP	LOC6540925|XP_001968140.1|DERE
OG0005508	LOC119085439|XP_037051752.1|BCOP	LOC6543288|XP_001969905.1|DERE
OG0005509	LOC119072498|XP_037033636.1|BCOP	LOC6543055|XP_001968404.1|DERE
OG0005511	LOC119074482|XP_037036524.1|BCOP	LOC6555668|XP_001982401.1|DERE
OG0005512	LOC119069582|XP_037029562.1|BCOP	LOC6555117|XP_026831513.1|DERE
OG0005513	LOC119081991|XP_037047206.1|BCOP	LOC6550730|XP_001978153.1|DERE
OG0005514	LOC119069199|XP_037029055.1|BCOP	LOC6555408|XP_001982328.1|DERE
OG0005516	LOC119066279|XP_037024537.1|BCOP	LOC6541556|XP_001969468.1|DERE
OG0005517	LOC119078649|XP_037042139.1|BCOP	LOC6541796|XP_026835123.1|DERE
OG0005518	LOC119078858|XP_037042465.1|BCOP	LOC6549227|XP_001974352.2|DERE
OG0005519	LOC119081429|XP_037046245.1|BCOP	LOC6546894|XP_001975975.1|DERE
OG0005520	LOC119085896|XP_037052328.1|BCOP	LOC6542548|XP_026834988.1|DERE
OG0005521	LOC119077114|XP_037040177.1|BCOP	LOC6542886|XP_001969920.1|DERE
OG0005522	LOC119075569|XP_037037932.1|BCOP	LOC6544246|XP_001972369.3|DERE
OG0005523	LOC119077120|XP_037040186.1|BCOP	LOC6548700|XP_026837072.1|DERE
OG0005524	LOC119081752|XP_037046824.1|BCOP	LOC6542879|XP_015014497.1|DERE
OG0005525	LOC119066712|XP_037025213.1|BCOP	LOC6542858|XP_001969354.1|DERE
OG0005526	LOC119082242|XP_037047600.1|BCOP	LOC6541138|XP_001969446.1|DERE
OG0005527	LOC119085069|XP_037051202.1|BCOP	LOC6555863|XP_026839237.1|DERE
OG0005528	LOC119075669|XP_037038076.1|BCOP	LOC6542111|XP_026834717.1|DERE
OG0005529	LOC119084319|XP_037050141.1|BCOP	LOC6548859|XP_026835888.1|DERE
OG0005530	LOC119081893|XP_037047015.1|BCOP	LOC6541359|XP_026834921.1|DERE
OG0005531	LOC119080368|XP_037044560.1|BCOP	LOC6543624|XP_001973610.1|DERE
OG0005532	LOC119085898|XP_037052336.1|BCOP	LOC6542332|XP_026835462.1|DERE
OG0005533	LOC119071200|XP_037031885.1|BCOP	LOC6543306|XP_001968456.1|DERE
OG0005534	LOC119067315|XP_037026120.1|BCOP	LOC6545539|XP_001971104.1|DERE
OG0005535	LOC119066745|XP_037025265.1|BCOP	LOC6541582|XP_001968355.1|DERE
OG0005536	LOC119072935|XP_037034153.1|BCOP	LOC6549562|XP_001974480.2|DERE
OG0005538	LOC119078715|XP_037042282.1|BCOP	LOC6549612|XP_026836218.1|DERE
OG0005539	LOC119083121|XP_037048650.1|BCOP	LOC6549324|XP_001974329.1|DERE
OG0005540	LOC119066488|XP_037024889.1|BCOP	LOC6542948|XP_001968204.2|DERE
OG0005541	LOC119066691|XP_037025179.1|BCOP	LOC6540941|XP_001968137.1|DERE
OG0005542	LOC119084253|XP_037050051.1|BCOP	LOC6546046|XP_001971743.1|DERE
OG0005543	LOC119072759|XP_037033942.1|BCOP	LOC6549651|XP_001974256.1|DERE
OG0005544	LOC119083137|XP_037048671.1|BCOP	LOC6540824|XP_015015250.1|DERE
OG0005545	LOC119085877|XP_037052284.1|BCOP	LOC6542189|XP_001969845.1|DERE
OG0005546	LOC119070914|XP_037031342.1|BCOP	LOC6548701|XP_001974072.1|DERE
OG0005547	LOC119081964|XP_037047166.1|BCOP	LOC6543416|XP_001970271.3|DERE
OG0005548	LOC119085158|XP_037051349.1|BCOP	LOC6543500|XP_001970276.1|DERE
OG0005549	LOC119081993|XP_037047209.1|BCOP	LOC6541554|XP_001970278.1|DERE
OG0005550	LOC119082765|XP_037048248.1|BCOP	LOC6540588|XP_026834577.1|DERE
OG0005551	LOC119074026|XP_037035861.1|BCOP	LOC6547107|XP_001974748.1|DERE
OG0005552	LOC119072513|XP_037033654.1|BCOP	LOC6547106|XP_001974747.1|DERE
OG0005553	LOC119071201|XP_037031881.1|BCOP	LOC6542367|XP_001968308.1|DERE
OG0005554	LOC119085176|XP_037051371.1|BCOP	LOC6541302|XP_001968654.1|DERE
OG0005555	LOC119066080|XP_037024243.1|BCOP	LOC6541791|XP_001968650.1|DERE
OG0005556	LOC119082361|XP_037047773.1|BCOP	LOC6542004|XP_001968649.1|DERE
OG0005557	LOC119066197|XP_037024411.1|BCOP	LOC6547610|XP_001976247.1|DERE
OG0005558	LOC119085239|XP_037051447.1|BCOP	LOC6551589|XP_015010868.1|DERE
OG0005559	LOC119078923|XP_037042554.1|BCOP	LOC6548890|XP_001974132.1|DERE
OG0005560	LOC119066194|XP_037024405.1|BCOP	LOC6547232|XP_001976245.1|DERE
OG0005561	LOC119066206|XP_037024421.1|BCOP	LOC6549713|XP_001977420.1|DERE
OG0005562	LOC119082327|XP_037047723.1|BCOP	LOC6543529|XP_026834737.1|DERE
OG0005563	LOC119066112|XP_037024284.1|BCOP	LOC6555826|XP_001982692.2|DERE
OG0005564	LOC119085953|XP_037052399.1|BCOP	LOC6541442|XP_015014977.1|DERE
OG0005565	LOC119085959|XP_037052410.1|BCOP	LOC6549402|XP_001974450.1|DERE
OG0005566	LOC119078881|XP_037042498.1|BCOP, LOC119078877|XP_037042489.1|BCOP	LOC6549403|XP_001974451.1|DERE
OG0005567	LOC119067978|XP_037027219.1|BCOP	LOC6554494|XP_001981939.2|DERE
OG0005568	LOC119085956|XP_037052408.1|BCOP	LOC6540764|XP_001968742.1|DERE
OG0005569	LOC119066337|XP_037024636.1|BCOP	LOC6541734|XP_015015187.1|DERE
OG0005570	LOC119072734|XP_037033905.1|BCOP	LOC6541024|XP_001968242.2|DERE
OG0005571	LOC119082812|XP_037048356.1|BCOP	LOC6547935|XP_001976360.3|DERE
OG0005572	LOC119081640|XP_037046611.1|BCOP	LOC6547843|XP_001975046.1|DERE
OG0005573	LOC119069607|XP_037029597.1|BCOP	LOC6554728|XP_026831628.1|DERE
OG0005574	LOC119084996|XP_037051058.1|BCOP	LOC6541260|XP_026834625.1|DERE
OG0005575	LOC119069684|XP_037029714.1|BCOP	LOC6552056|XP_001980692.1|DERE
OG0005576	LOC119083895|XP_037049600.1|BCOP	LOC6548928|XP_001975415.1|DERE
OG0005577	LOC119074459|XP_037036494.1|BCOP	LOC6544518|XP_026833326.1|DERE
OG0005578	LOC119070127|XP_037030346.1|BCOP	LOC6544736|XP_001973458.1|DERE
OG0005579	LOC119070279|XP_037030441.1|BCOP	LOC26526587|XP_015014304.1|DERE
OG0005580	LOC119084305|XP_037050120.1|BCOP	LOC6545052|XP_001971559.1|DERE
OG0005581	LOC119068954|XP_037028713.1|BCOP, LOC119066984|XP_037025604.1|BCOP	LOC6551337|XP_026837449.1|DERE
OG0005582	LOC119077867|XP_037041107.1|BCOP	LOC6544064|XP_001973693.1|DERE
OG0005583	LOC119067819|XP_037026880.1|BCOP	LOC6545672|XP_001971654.1|DERE
OG0005584	LOC119074479|XP_037036519.1|BCOP	LOC6541361|XP_001969983.3|DERE
OG0005585	LOC119077663|XP_037040787.1|BCOP	LOC6553194|XP_001979155.1|DERE
OG0005586	LOC119078031|XP_037041339.1|BCOP	LOC6552685|XP_001978948.1|DERE
OG0005587	LOC119068464|XP_037027952.1|BCOP	LOC6543207|XP_001969891.1|DERE
OG0005588	LOC119066530|XP_037024951.1|BCOP	LOC6544890|XP_026833580.1|DERE
OG0005589	LOC119077078|XP_037040169.1|BCOP	LOC6552461|XP_026831497.1|DERE
OG0005590	LOC119072557|XP_037033692.1|BCOP	LOC6542488|XP_001970731.1|DERE
OG0005591	LOC119080391|XP_037044603.1|BCOP	LOC6550955|XP_001978237.1|DERE
OG0005592	LOC119066797|XP_037025359.1|BCOP	LOC6552489|XP_001979838.1|DERE
OG0005593	LOC119077883|XP_037041141.1|BCOP	LOC6545960|XP_001971228.1|DERE
OG0005594	LOC119077879|XP_037041128.1|BCOP	LOC6544769|XP_001971499.1|DERE
OG0005595	LOC119077846|XP_037041061.1|BCOP	LOC6544618|XP_001971500.2|DERE
OG0005596	LOC119077780|XP_037040985.1|BCOP	LOC6545943|XP_001971203.1|DERE
OG0005597	LOC119078071|XP_037041413.1|BCOP	LOC6552926|XP_026839347.1|DERE
OG0005598	LOC119077711|XP_037040885.1|BCOP	LOC6554328|XP_001981294.1|DERE
OG0005599	LOC119077293|XP_037040348.1|BCOP	LOC6547862|XP_001975045.2|DERE
OG0005600	LOC119084609|XP_037050567.1|BCOP	LOC6552763|XP_001980952.1|DERE
OG0005601	LOC119083012|XP_037048542.1|BCOP	LOC6550478|XP_001977822.1|DERE
OG0005602	LOC119078047|XP_037041356.1|BCOP	LOC6554401|XP_001981697.1|DERE
OG0005603	LOC119082718|XP_037048197.1|BCOP	LOC6549028|XP_001975537.1|DERE
OG0005604	LOC119081709|XP_037046717.1|BCOP	LOC6549030|XP_001975539.3|DERE
OG0005605	LOC119084148|XP_037049889.1|BCOP	LOC6546841|XP_001975943.1|DERE
OG0005606	LOC119082379|XP_037047797.1|BCOP	LOC6541424|XP_001969771.1|DERE
OG0005607	LOC119074545|XP_037036607.1|BCOP	LOC6553860|XP_001980564.1|DERE
OG0005608	LOC119074542|XP_037036605.1|BCOP	LOC6553920|XP_001980567.1|DERE
OG0005609	LOC119070861|XP_037031268.1|BCOP	LOC6545414|XP_001971713.1|DERE
OG0005610	LOC119074763|XP_037036926.1|BCOP	LOC6543764|XP_001971358.1|DERE
OG0005611	LOC119084408|XP_037050269.1|BCOP	LOC6546052|XP_001971749.2|DERE
OG0005612	LOC119084077|XP_037049807.1|BCOP	LOC6553838|XP_026833767.1|DERE
OG0005613	LOC119066929|XP_037025537.1|BCOP	LOC6553354|XP_001980183.1|DERE
OG0005614	LOC119067086|XP_037025781.1|BCOP	LOC6552401|XP_001978927.1|DERE
OG0005615	LOC119071126|XP_037031731.1|BCOP	LOC6554741|XP_001981076.1|DERE
OG0005616	LOC119071650|XP_037032548.1|BCOP	LOC6553043|XP_001980031.1|DERE
OG0005617	LOC119074568|XP_037036688.1|BCOP	LOC6553116|XP_001979081.1|DERE
OG0005618	LOC119072406|XP_037033521.1|BCOP	LOC6546776|XP_001976003.1|DERE
OG0005619	LOC119074662|XP_037036838.1|BCOP	LOC6551814|XP_001979621.1|DERE
OG0005620	LOC119076039|XP_037038557.1|BCOP	LOC6551415|XP_015011034.2|DERE
OG0005621	LOC119068647|XP_037028221.1|BCOP	LOC6551252|XP_001978440.3|DERE
OG0005622	LOC119075816|XP_037038278.1|BCOP	LOC6551484|XP_001978468.1|DERE
OG0005623	LOC119085072|XP_037051243.1|BCOP	LOC6555606|XP_026837470.1|DERE
OG0005624	LOC119076023|XP_037038521.1|BCOP	LOC6553191|XP_026835232.1|DERE
OG0005625	LOC119076732|XP_037039543.1|BCOP	LOC6552970|XP_026839558.1|DERE
OG0005626	LOC119067092|XP_037025749.1|BCOP, LOC119074288|XP_037036204.1|BCOP	LOC6551609|XP_001978589.1|DERE
OG0005627	LOC119083209|XP_037048776.1|BCOP	LOC6554035|XP_001980508.1|DERE
OG0005628	LOC119084152|XP_037049896.1|BCOP	LOC6553092|XP_001980047.1|DERE
OG0005629	LOC119082008|XP_037047220.1|BCOP	LOC6546980|XP_001976068.1|DERE
OG0005630	LOC119071178|XP_037031841.1|BCOP	LOC6546541|XP_026836289.1|DERE
OG0005631	LOC119074766|XP_037036931.1|BCOP, LOC119069250|XP_037029199.1|BCOP	LOC6551518|XP_001977186.1|DERE
OG0005632	LOC119073799|XP_037035437.1|BCOP	LOC6551228|XP_001978340.3|DERE
OG0005633	LOC119078028|XP_037041333.1|BCOP	LOC6551863|XP_026836374.1|DERE
OG0005634	LOC119073460|XP_037034857.1|BCOP	LOC6552171|XP_015010247.1|DERE
OG0005635	LOC119074626|XP_037036788.1|BCOP	LOC6543296|XP_015014409.1|DERE
OG0005636	LOC119074287|XP_037036202.1|BCOP	LOC6553081|XP_001979076.1|DERE
OG0005637	LOC119074825|XP_037037010.1|BCOP	LOC6552519|XP_001980944.1|DERE
OG0005638	LOC119083145|XP_037048681.1|BCOP	LOC6547585|XP_001974900.1|DERE
OG0005639	LOC119066856|XP_037025419.1|BCOP	LOC6547697|XP_001975018.1|DERE
OG0005640	LOC119086003|XP_037052477.1|BCOP	LOC6554018|XP_001980532.1|DERE
OG0005641	LOC119077586|XP_037040689.1|BCOP	LOC6549710|XP_001977417.1|DERE
OG0005642	LOC119067477|XP_037026374.1|BCOP	LOC6553339|XP_001979312.1|DERE
OG0005643	LOC119071273|XP_037032036.1|BCOP	LOC6543889|XP_001971884.1|DERE
OG0005644	LOC119071135|XP_037031722.1|BCOP	LOC6543968|XP_001972218.1|DERE
OG0005645	LOC119077823|XP_037041027.1|BCOP	LOC6550873|XP_026837226.1|DERE
OG0005646	LOC119084202|XP_037049976.1|BCOP	LOC6550889|XP_001976954.1|DERE
OG0005647	LOC119069516|XP_037029489.1|BCOP	LOC6541291|XP_001969982.1|DERE
OG0005648	LOC119084281|XP_037050101.1|BCOP	LOC6543851|XP_001972352.1|DERE
OG0005649	LOC119069193|XP_037029038.1|BCOP	LOC6552095|XP_026832028.1|DERE
OG0005650	LOC119074945|XP_037037227.1|BCOP	LOC6551756|XP_001978859.1|DERE
OG0005651	LOC119075870|XP_037038327.1|BCOP	LOC6549687|XP_001977429.1|DERE
OG0005652	LOC119074833|XP_037037022.1|BCOP	LOC6554683|XP_026831823.1|DERE
OG0005653	LOC119071038|XP_037031531.1|BCOP	LOC6543329|XP_001969960.1|DERE
OG0005654	LOC119077915|XP_037041187.1|BCOP	LOC6552291|XP_001978846.1|DERE
OG0005655	LOC119078094|XP_037041454.1|BCOP	LOC6553162|XP_001980022.1|DERE
OG0005656	LOC119078066|XP_037041401.1|BCOP	LOC6553048|XP_001980036.1|DERE
OG0005657	LOC119077747|XP_037040926.1|BCOP	LOC6551799|XP_015009770.1|DERE
OG0005658	LOC119084879|XP_037050918.1|BCOP	LOC6554007|XP_001979512.1|DERE
OG0005659	LOC119069893|XP_037029987.1|BCOP	LOC6554725|XP_001981788.3|DERE
OG0005660	LOC119072666|XP_037033823.1|BCOP	LOC6544517|XP_001973057.1|DERE
OG0005661	LOC119085195|XP_037051401.1|BCOP	LOC6551995|XP_001980803.1|DERE
OG0005662	LOC119084488|XP_037050386.1|BCOP	LOC6554024|XP_001980538.1|DERE
OG0005663	LOC119074477|XP_037036517.1|BCOP	LOC6551079|XP_001976947.1|DERE
OG0005664	LOC119067788|XP_037026827.1|BCOP	LOC6554381|XP_026839526.1|DERE
OG0005665	LOC119067959|XP_037027218.1|BCOP	LOC6554262|XP_001981683.1|DERE
OG0005666	LOC119077603|XP_037040711.1|BCOP	LOC6549775|XP_001977306.1|DERE
OG0005667	LOC119077609|XP_037040719.1|BCOP	LOC6551293|XP_001976999.1|DERE
OG0005668	LOC119082205|XP_037047538.1|BCOP	LOC6543855|XP_026833741.1|DERE
OG0005669	LOC119076008|XP_037038484.1|BCOP	LOC6542002|XP_026834228.1|DERE
OG0005670	LOC119078067|XP_037041407.1|BCOP	LOC6554731|XP_001981794.1|DERE
OG0005671	LOC119077669|XP_037040806.1|BCOP	LOC26526776|XP_015010525.1|DERE
OG0005672	LOC119071584|XP_037032429.1|BCOP	LOC6541637|XP_001969447.1|DERE
OG0005673	LOC119067473|XP_037026368.1|BCOP	LOC6545962|XP_001971230.1|DERE
OG0005674	LOC119074553|XP_037036632.1|BCOP	LOC6545530|XP_026832884.1|DERE
OG0005675	LOC119074685|XP_037036863.1|BCOP	LOC6553089|XP_001980108.1|DERE
OG0005676	LOC119075014|XP_037037317.1|BCOP	LOC6543736|XP_001971943.1|DERE
OG0005678	LOC119084351|XP_037050188.1|BCOP	LOC6552455|XP_015010016.1|DERE
OG0005679	LOC119073020|XP_037034237.1|BCOP	LOC6552891|XP_001979999.1|DERE
OG0005680	LOC119085178|XP_037051381.1|BCOP	LOC6540622|XP_026834550.1|DERE
OG0005681	LOC119076776|XP_037039627.1|BCOP	LOC6553173|XP_001980009.1|DERE
OG0005682	LOC119076779|XP_037039630.1|BCOP	LOC6553172|XP_001980008.1|DERE
OG0005683	LOC119076446|XP_037039102.1|BCOP	LOC6551003|XP_026838092.1|DERE
OG0005685	LOC119070063|XP_037030251.1|BCOP, LOC119075262|XP_037037554.1|BCOP	LOC6555796|XP_026838923.1|DERE
OG0005686	LOC119077983|XP_037041259.1|BCOP	LOC6552167|XP_001979730.1|DERE
OG0005687	LOC119071959|XP_037032989.1|BCOP, LOC119067109|XP_037025776.1|BCOP	LOC6545349|XP_026833406.1|DERE
OG0005688	LOC119074478|XP_037036518.1|BCOP	LOC6542456|XP_001969141.1|DERE
OG0005689	LOC119074920|XP_037037206.1|BCOP, LOC119077380|XP_037040469.1|BCOP, LOC119073511|XP_037034924.1|BCOP, LOC119073616|XP_037035089.1|BCOP	LOC6551289|XP_001978433.1|DERE
OG0005690	LOC119083164|XP_037048703.1|BCOP	LOC6555106|XP_001982022.3|DERE
OG0005691	LOC119075235|XP_037037523.1|BCOP	LOC6554681|XP_001981970.1|DERE
OG0005692	LOC119076463|XP_037039125.1|BCOP	LOC6542034|XP_001968188.1|DERE
OG0005693	LOC119076483|XP_037039159.1|BCOP	LOC6544357|XP_001971995.1|DERE
OG0005694	LOC119077853|XP_037041074.1|BCOP	LOC6553992|XP_001979451.2|DERE
OG0005695	LOC119074420|XP_037036444.1|BCOP	LOC6551903|XP_001979664.1|DERE
OG0005696	LOC119078016|XP_037041302.1|BCOP	LOC6551866|XP_001979663.1|DERE
OG0005697	LOC119076784|XP_037039639.1|BCOP	LOC6551865|XP_001979662.1|DERE
OG0005698	LOC119073587|XP_037035054.1|BCOP	LOC6541038|XP_001970350.1|DERE
OG0005699	LOC119075948|XP_037038408.1|BCOP	LOC6554822|XP_026839611.1|DERE
OG0005700	LOC119077839|XP_037041051.1|BCOP	LOC6555597|XP_026838358.1|DERE
OG0005701	LOC119071704|XP_037032593.1|BCOP	LOC6541571|XP_001968265.1|DERE
OG0005702	LOC119072048|XP_037033071.1|BCOP	LOC6550969|XP_001976846.2|DERE
OG0005703	LOC119071156|XP_037031802.1|BCOP	LOC6547700|XP_001975021.1|DERE
OG0005704	LOC119075898|XP_037038369.1|BCOP	LOC6550438|XP_001977798.1|DERE
OG0005705	LOC119076141|XP_037038710.1|BCOP	LOC6545055|XP_026832613.1|DERE
OG0005706	LOC119068419|XP_037027922.1|BCOP	LOC6553095|XP_001980050.1|DERE
OG0005707	LOC119066502|XP_037024911.1|BCOP	LOC6550803|XP_026837704.1|DERE
OG0005708	LOC119074693|XP_037036874.1|BCOP	LOC6555728|XP_001982497.1|DERE
OG0005709	LOC119084451|XP_037050327.1|BCOP, LOC119076861|XP_037039760.1|BCOP	LOC6555093|XP_001981404.1|DERE
OG0005710	LOC119077986|XP_037041262.1|BCOP	LOC6551782|XP_001980595.1|DERE
OG0005711	LOC119076530|XP_037039211.1|BCOP	LOC6545552|XP_001973391.3|DERE
OG0005712	LOC119072916|XP_037034129.1|BCOP	LOC6542513|XP_001968562.1|DERE
OG0005713	LOC119074332|XP_037036311.1|BCOP	LOC6554400|XP_026831478.1|DERE
OG0005714	LOC119075867|XP_037038319.1|BCOP	LOC6554492|XP_001981937.1|DERE
OG0005715	LOC119083977|XP_037049680.1|BCOP	LOC6552170|XP_026832120.1|DERE
OG0005716	LOC119067722|XP_037026735.1|BCOP	LOC6552514|XP_015010041.1|DERE
OG0005717	LOC119083983|XP_037049692.1|BCOP	LOC6552293|XP_001978890.1|DERE
OG0005718	LOC119083985|XP_037049694.1|BCOP	LOC6552882|XP_001979982.1|DERE
OG0005719	LOC119078039|XP_037041344.1|BCOP	LOC6554139|XP_001981691.1|DERE
OG0005720	LOC119079451|XP_037043263.1|BCOP	LOC6552004|XP_001979703.1|DERE
OG0005722	LOC119071627|XP_037032481.1|BCOP	LOC6552663|XP_001979171.1|DERE
OG0005723	LOC119071736|XP_037032665.1|BCOP	LOC6552397|XP_001978923.1|DERE
OG0005724	LOC119075947|XP_037038407.1|BCOP	LOC6547758|XP_001974881.1|DERE
OG0005725	LOC119074884|XP_037037120.1|BCOP	LOC6552225|XP_001979746.1|DERE
OG0005726	LOC119069978|XP_037030119.1|BCOP, LOC119081595|XP_037046528.1|BCOP	LOC6551352|XP_001977055.1|DERE
OG0005727	LOC119078055|XP_037041375.1|BCOP	LOC6553196|XP_026834169.1|DERE
OG0005728	LOC119069115|XP_037028908.1|BCOP	LOC6551984|XP_001980792.1|DERE
OG0005729	LOC119084024|XP_037049738.1|BCOP	LOC6552129|XP_026833182.1|DERE
OG0005730	LOC119084056|XP_037049787.1|BCOP	LOC6552432|XP_001980888.1|DERE
OG0005731	LOC119084045|XP_037049774.1|BCOP	LOC6552431|XP_026832104.1|DERE
OG0005732	LOC119072365|XP_037033453.1|BCOP	LOC6553790|XP_001980489.1|DERE
OG0005733	LOC119074303|XP_037036219.1|BCOP	LOC6553789|XP_026831584.1|DERE
OG0005734	LOC119084018|XP_037049727.1|BCOP	LOC6555272|XP_001981837.2|DERE
OG0005735	LOC119077665|XP_037040789.1|BCOP, LOC119084256|XP_037050055.1|BCOP	LOC6551752|XP_015009503.1|DERE
OG0005736	LOC119078062|XP_037041394.1|BCOP	LOC6552788|XP_001978974.1|DERE
OG0005737	LOC119074465|XP_037036501.1|BCOP	LOC6552124|XP_001980785.1|DERE
OG0005738	LOC119084498|XP_037050413.1|BCOP	LOC26525995|XP_026839710.1|DERE
OG0005739	LOC119074648|XP_037036822.1|BCOP	LOC6554063|XP_026832974.1|DERE
OG0005740	LOC119067845|XP_037027010.1|BCOP	LOC6555087|XP_001981398.1|DERE
OG0005741	LOC119074466|XP_037036502.1|BCOP	LOC6552603|XP_001978996.1|DERE
OG0005742	LOC119074681|XP_037036860.1|BCOP	LOC6551933|XP_026837407.1|DERE
OG0005743	LOC119074691|XP_037036870.1|BCOP	LOC6552762|XP_001980951.1|DERE
OG0005744	LOC119075231|XP_037037516.1|BCOP	LOC6552463|XP_001980881.1|DERE
OG0005745	LOC119067842|XP_037026917.1|BCOP	LOC6552388|XP_015009478.1|DERE
OG0005746	LOC119068592|XP_037028145.1|BCOP	LOC6552391|XP_001978909.1|DERE
OG0005747	LOC119081885|XP_037047010.1|BCOP	LOC6552485|XP_026839680.1|DERE
OG0005748	LOC119068179|XP_037027568.1|BCOP	LOC26526744|XP_015010520.1|DERE
OG0005749	LOC119069123|XP_037028920.1|BCOP	LOC6551152|XP_001978361.1|DERE
OG0005750	LOC119074743|XP_037036900.1|BCOP	LOC6552741|XP_001978985.1|DERE
OG0005751	LOC119075908|XP_037038386.1|BCOP	LOC6544227|XP_001973043.1|DERE
OG0005752	LOC119076494|XP_037039175.1|BCOP	LOC6548770|XP_001975425.2|DERE
OG0005753	LOC119085912|XP_037052357.1|BCOP	LOC6543469|XP_001968685.1|DERE
OG0005754	LOC119066894|XP_037025477.1|BCOP	LOC6547997|XP_001975276.1|DERE
OG0005755	LOC119072924|XP_037034142.1|BCOP	LOC6548133|XP_001976510.1|DERE
OG0005756	LOC119083266|XP_037048846.1|BCOP	LOC6551993|XP_001980801.1|DERE
OG0005757	LOC119078135|XP_037041506.1|BCOP	LOC6552761|XP_015009708.2|DERE
OG0005758	LOC119076830|XP_037039725.1|BCOP	LOC6552297|XP_026834886.1|DERE
OG0005759	LOC119076657|XP_037039434.1|BCOP	LOC6552364|XP_001980772.1|DERE
OG0005760	LOC119079356|XP_037043139.1|BCOP	LOC6554039|XP_026833010.1|DERE
OG0005761	LOC119081725|XP_037046765.1|BCOP	LOC6553832|XP_001979497.1|DERE
OG0005762	LOC119074614|XP_037036768.1|BCOP	LOC6553514|XP_001979345.1|DERE
OG0005763	LOC119079923|XP_037043917.1|BCOP	LOC6541253|XP_001970750.1|DERE
OG0005764	LOC119074349|XP_037036339.1|BCOP	LOC6552746|XP_001978990.1|DERE
OG0005765	LOC119077832|XP_037041041.1|BCOP	LOC6552745|XP_026831650.1|DERE
OG0005766	LOC119076812|XP_037039694.1|BCOP	LOC6551886|XP_026832470.1|DERE
OG0005767	LOC119068163|XP_037027536.1|BCOP	LOC6553690|XP_026838372.1|DERE
OG0005768	LOC119084266|XP_037050078.1|BCOP	LOC6551535|XP_026837395.1|DERE
OG0005769	LOC119075180|XP_037037468.1|BCOP	LOC6552737|XP_001978956.1|DERE
OG0005770	LOC119076799|XP_037039658.1|BCOP	LOC6553126|XP_001980071.1|DERE
OG0005771	LOC119076072|XP_037038615.1|BCOP	LOC6554469|XP_001981305.1|DERE
OG0005772	LOC119076003|XP_037038471.1|BCOP, LOC119076043|XP_037038564.1|BCOP	LOC6552922|XP_001980995.1|DERE
OG0005773	LOC119084176|XP_037049930.1|BCOP	LOC6553148|XP_001980138.1|DERE
OG0005774	LOC119067076|XP_037025715.1|BCOP	LOC6553857|XP_001980561.1|DERE
OG0005775	LOC119067222|XP_037025966.1|BCOP	LOC6545858|XP_001973397.1|DERE
OG0005776	LOC119076909|XP_037039822.1|BCOP	LOC6545920|XP_001972733.2|DERE
OG0005777	LOC119069399|XP_037029343.1|BCOP	LOC6543156|XP_001969215.3|DERE
OG0005778	LOC119074832|XP_037037020.1|BCOP	LOC6552642|XP_026831885.1|DERE
OG0005779	LOC119084490|XP_037050390.1|BCOP	LOC6553002|XP_001980062.1|DERE
OG0005780	LOC119078056|XP_037041378.1|BCOP	LOC6544657|XP_001972486.1|DERE
OG0005781	LOC119084424|XP_037050294.1|BCOP	LOC6543811|XP_001972360.1|DERE
OG0005782	LOC119074883|XP_037037118.1|BCOP	LOC6543808|XP_026833744.1|DERE
OG0005783	LOC119083076|XP_037048593.1|BCOP	LOC6547164|XP_001976165.1|DERE
OG0005784	LOC119078013|XP_037041298.1|BCOP	LOC6554309|XP_026839480.1|DERE
OG0005785	LOC119078012|XP_037041296.1|BCOP	LOC6554505|XP_026839536.1|DERE
OG0005786	LOC119078075|XP_037041426.1|BCOP	LOC6553837|XP_001980476.1|DERE
OG0005787	LOC119084085|XP_037049817.1|BCOP	LOC6552289|XP_001978844.1|DERE
OG0005788	LOC119085388|XP_037051677.1|BCOP	LOC6549592|XP_001975660.1|DERE
OG0005789	LOC119069312|XP_037029259.1|BCOP	LOC6553926|XP_001978768.1|DERE
OG0005790	LOC119068414|XP_037027877.1|BCOP	LOC6554471|XP_001981307.2|DERE
OG0005791	LOC119069837|XP_037029899.1|BCOP	LOC6553171|XP_015010175.1|DERE
OG0005792	LOC119076628|XP_037039389.1|BCOP	LOC6553170|XP_001980006.1|DERE
OG0005793	LOC119076620|XP_037039379.1|BCOP	LOC6553275|XP_015009827.1|DERE
OG0005794	LOC119085963|XP_037052415.1|BCOP	LOC6546985|XP_001976073.1|DERE
OG0005795	LOC119077901|XP_037041167.1|BCOP	LOC6553234|XP_001980189.1|DERE
OG0005796	LOC119073755|XP_037035329.1|BCOP	LOC6545857|XP_015014091.1|DERE
OG0005797	LOC119076886|XP_037039785.1|BCOP	LOC6546102|XP_001972222.1|DERE
OG0005798	LOC119076480|XP_037039154.1|BCOP	LOC6551801|XP_001980814.1|DERE
OG0005799	LOC119074017|XP_037035851.1|BCOP	LOC6553457|XP_026834603.1|DERE
OG0005800	LOC119073365|XP_037034710.1|BCOP	LOC6553454|XP_001979251.1|DERE
