Orthogroup	BCOP.longest_only	DBIA.longest_only
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC108026206|XP_016952497.1|DBIA
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC108030834|XP_016959447.1|DBIA
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC108023286|XP_016948071.1|DBIA
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC108024560|XP_016950038.1|DBIA
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC108025689|XP_016951711.1|DBIA
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC108025527|XP_016951541.1|DBIA
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC108022015|XP_016946345.1|DBIA
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC108026187|XP_016952466.1|DBIA
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC108031711|XP_016960865.1|DBIA
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC108023565|XP_016948645.1|DBIA
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC108032990|XP_016962556.1|DBIA
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC108025380|XP_016951342.1|DBIA
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC108024561|XP_016950039.1|DBIA
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC108028638|XP_016956052.1|DBIA
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC108023456|XP_016948448.1|DBIA
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC108032885|XP_016962399.1|DBIA
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC108032934|XP_016962495.1|DBIA
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC108032929|XP_016962488.1|DBIA
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC108032901|XP_016962432.1|DBIA
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC108025416|XP_016951386.1|DBIA
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC108024817|XP_016950431.1|DBIA
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC108030583|XP_016959040.1|DBIA
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC108030868|XP_016959505.1|DBIA
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC108035522|XP_016966679.1|DBIA
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC108031688|XP_016960826.1|DBIA
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC108026188|XP_016952467.1|DBIA
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC108030842|XP_016959466.1|DBIA
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC108026392|XP_016952803.1|DBIA
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC108025475|XP_016951476.1|DBIA
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC108035805|XP_016967040.1|DBIA
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC108025712|XP_016951756.1|DBIA
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC108025709|XP_016951749.1|DBIA
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC108026377|XP_016952787.1|DBIA
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC108025448|XP_016951435.1|DBIA
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC108022513|XP_016946972.1|DBIA
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC108024868|XP_016950504.1|DBIA
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC108026290|XP_016952645.1|DBIA
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC108031070|XP_016959765.1|DBIA
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC108031486|XP_016960460.1|DBIA
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC108036016|XP_016967430.1|DBIA
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC108025499|XP_016951503.1|DBIA
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC108025290|XP_016951163.1|DBIA
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC108034655|XP_016965086.1|DBIA
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC108025547|XP_016951568.1|DBIA
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC108030132|XP_016958335.1|DBIA
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC108024762|XP_016950364.1|DBIA
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC108024796|XP_016950403.1|DBIA
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC108035548|XP_016966706.1|DBIA
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC108034134|XP_016964412.1|DBIA
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC108026200|XP_016952482.1|DBIA
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC108031446|XP_016960368.1|DBIA
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC108031473|XP_016960423.1|DBIA
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC108036287|XP_016967788.1|DBIA
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC108034560|XP_016964978.1|DBIA
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC108025599|XP_016951624.1|DBIA
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC108023241|XP_016948008.1|DBIA
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC108029676|XP_016957610.1|DBIA
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC108036339|XP_016967875.1|DBIA
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC108027413|XP_016954340.1|DBIA
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC108034112|XP_016964383.1|DBIA
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC108034746|XP_016965183.1|DBIA
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC108026366|XP_016952772.1|DBIA
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC108034051|XP_016964297.1|DBIA
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC108032163|XP_016961499.1|DBIA
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC108031676|XP_016960805.1|DBIA
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC108031923|XP_016961184.1|DBIA
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC108023879|XP_016949051.1|DBIA
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC108023814|XP_016948949.1|DBIA
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC108022804|XP_016947427.1|DBIA
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC108035470|XP_016966607.1|DBIA
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC108026197|XP_016952478.1|DBIA
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC108031171|XP_016959880.1|DBIA
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC108024256|XP_016949632.1|DBIA
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC108031353|XP_016960113.1|DBIA
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC108026257|XP_016952600.1|DBIA
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC108035552|XP_016966710.1|DBIA
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC108024582|XP_016950070.1|DBIA
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC108031759|XP_016960956.1|DBIA
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC108032039|XP_016961339.1|DBIA
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC108024967|XP_016950695.1|DBIA
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC108022562|XP_016947047.1|DBIA
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC108026769|XP_016953402.1|DBIA
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC108031672|XP_016960801.1|DBIA
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC108031964|XP_016961242.1|DBIA
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC108032537|XP_016961898.1|DBIA
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC108032548|XP_016961918.1|DBIA
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC108032612|XP_016962038.1|DBIA
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC108025785|XP_016951895.1|DBIA
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC108036510|XP_016968201.1|DBIA
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC108029469|XP_016957208.1|DBIA
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC108036618|XP_016968373.1|DBIA
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC108035232|XP_016966251.1|DBIA
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC108031664|XP_016960789.1|DBIA
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC108025213|XP_016951049.1|DBIA
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC108023467|XP_016948473.1|DBIA
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC108031639|XP_016960743.1|DBIA
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC108024643|XP_016950182.1|DBIA
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC108035195|XP_016966176.1|DBIA
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC108035370|XP_016966459.1|DBIA
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC108036781|XP_016968611.1|DBIA
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC108023426|XP_016948401.1|DBIA
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC108031196|XP_016959906.1|DBIA
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC108031694|XP_016960840.1|DBIA
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC108031989|XP_016961273.1|DBIA
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC108027370|XP_016954284.1|DBIA
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC108027363|XP_016954274.1|DBIA
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC108032184|XP_016961528.1|DBIA
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC108025892|XP_016952063.1|DBIA
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC108025188|XP_016950988.1|DBIA
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC108026589|XP_016953040.1|DBIA
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC108026324|XP_016952705.1|DBIA
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC108024755|XP_016950353.1|DBIA
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC108032911|XP_016962464.1|DBIA
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC108025352|XP_016951304.1|DBIA
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC108022559|XP_016947042.1|DBIA
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC108026432|XP_016952857.1|DBIA
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC108031079|XP_016959774.1|DBIA
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC108024797|XP_016950406.1|DBIA
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC108030862|XP_016959496.1|DBIA
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC108035107|XP_016966025.1|DBIA
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC108031541|XP_016960567.1|DBIA
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC108031778|XP_016960981.1|DBIA
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC108024813|XP_016950426.1|DBIA
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC108031766|XP_016960962.1|DBIA
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC108027256|XP_016954106.1|DBIA
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC108027791|XP_016954848.1|DBIA
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC108024804|XP_016950415.1|DBIA
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC108031860|XP_016961103.1|DBIA
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC108030449|XP_016958830.1|DBIA
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC108030279|XP_016958594.1|DBIA
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC108034509|XP_016964919.1|DBIA
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC108035525|XP_016966683.1|DBIA
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC108023218|XP_016947977.1|DBIA
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC108031796|XP_016961003.1|DBIA
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC108026172|XP_016952417.1|DBIA
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC108027431|XP_016954366.1|DBIA
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC108031266|XP_016959994.1|DBIA
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC108031736|XP_016960912.1|DBIA
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC108030064|XP_016962183.1|DBIA
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC108025911|XP_016952085.1|DBIA
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC108024094|XP_016949361.1|DBIA
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC108024765|XP_016950367.1|DBIA
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC108024767|XP_016950369.1|DBIA
OG0004229	LOC119071411|XP_037032184.1|BCOP, LOC119071133|XP_037031715.1|BCOP	LOC108030079|XP_016958181.1|DBIA
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC108021891|XP_016946174.1|DBIA
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC108034839|XP_016965451.1|DBIA
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC108034843|XP_016965462.1|DBIA
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC108034841|XP_016965458.1|DBIA
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC108034857|XP_016965494.1|DBIA
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC108024260|XP_016949635.1|DBIA
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC108024216|XP_016949573.1|DBIA
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC108027330|XP_016954229.1|DBIA
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC108025526|XP_016951540.1|DBIA
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC108027451|XP_016954392.1|DBIA
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC108032889|XP_016962413.1|DBIA
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC108032129|XP_016961451.1|DBIA
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC108031819|XP_016961038.1|DBIA
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC108035438|XP_016966561.1|DBIA
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC108023569|XP_016948653.1|DBIA
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC108029626|XP_016957511.1|DBIA
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC108030620|XP_016959108.1|DBIA
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC108023717|XP_016948837.1|DBIA
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC108029402|XP_016957123.1|DBIA
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC108030131|XP_016958338.1|DBIA
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC108032717|XP_016962187.1|DBIA
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC108023544|XP_016948610.1|DBIA
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC108024577|XP_016950065.1|DBIA
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC108031182|XP_016959891.1|DBIA
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC108024253|XP_016949625.1|DBIA
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC108027650|XP_016954656.1|DBIA, LOC108027651|XP_016954657.1|DBIA
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC108036500|XP_016968182.1|DBIA
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC108025477|XP_016951478.1|DBIA
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC108025982|XP_016952164.1|DBIA
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC108030198|XP_016958444.1|DBIA
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC108032903|XP_016962437.1|DBIA
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC108023808|XP_016948937.1|DBIA
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC108026451|XP_016952879.1|DBIA
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC108031584|XP_016960641.1|DBIA
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC108027199|XP_016953995.1|DBIA
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC108027374|XP_016954290.1|DBIA
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC108026208|XP_016952506.1|DBIA
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC108031625|XP_016960719.1|DBIA
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC108030222|XP_016958491.1|DBIA
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC108022747|XP_016947329.1|DBIA
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC108030035|XP_016958095.1|DBIA
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC108029625|XP_016957506.1|DBIA
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC108024384|XP_016949777.1|DBIA
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC108027351|XP_016954259.1|DBIA
OG0004274	LOC119069310|XP_037029256.1|BCOP	LOC108025756|XP_016951840.1|DBIA
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC108035987|XP_016967324.1|DBIA
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC108035415|XP_016966526.1|DBIA
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC108030628|XP_016959121.1|DBIA
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC108033008|XP_016962624.1|DBIA
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC108029223|XP_016956906.1|DBIA
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC108032254|XP_016961611.1|DBIA
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC108029743|XP_016957723.1|DBIA
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC108036606|XP_016968356.1|DBIA
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC108036607|XP_016968357.1|DBIA
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC108033649|XP_016963573.1|DBIA
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC108024770|XP_016950373.1|DBIA
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC108030592|XP_016959056.1|DBIA
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC108030593|XP_016959057.1|DBIA
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC108030619|XP_016959106.1|DBIA
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC108030818|XP_016959414.1|DBIA
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC108036529|XP_016968236.1|DBIA
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC108022961|XP_016947670.1|DBIA
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC108028584|XP_016955984.1|DBIA
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC108030521|XP_016958897.1|DBIA
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC108035106|XP_016966023.1|DBIA
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC108035373|XP_016966462.1|DBIA
OG0004296	LOC119066002|XP_037024114.1|BCOP	LOC108035545|XP_016966703.1|DBIA
OG0004297	LOC119082350|XP_037047763.1|BCOP	LOC108026934|XP_016953636.1|DBIA
OG0004298	LOC119074244|XP_037036164.1|BCOP	LOC108029659|XP_016957575.1|DBIA
OG0004299	LOC119082791|XP_037048280.1|BCOP	LOC108029356|XP_016957036.1|DBIA
OG0004300	LOC119071694|XP_037032577.1|BCOP	LOC108029766|XP_016957761.1|DBIA
OG0004301	LOC119066451|XP_037024847.1|BCOP	LOC108028649|XP_016956063.1|DBIA
OG0004302	LOC119071225|XP_037031934.1|BCOP	LOC108022628|XP_016947165.1|DBIA
OG0004303	LOC119066851|XP_037025413.1|BCOP	LOC108036514|XP_016968208.1|DBIA
OG0004304	LOC119078290|XP_037041675.1|BCOP	LOC108022691|XP_016947251.1|DBIA
OG0004305	LOC119085103|XP_037051244.1|BCOP	LOC108029509|XP_016957281.1|DBIA
OG0004306	LOC119080620|XP_037044919.1|BCOP	LOC108030337|XP_016958689.1|DBIA
OG0004307	LOC119070087|XP_037030295.1|BCOP	LOC108030314|XP_016958641.1|DBIA
OG0004308	LOC119078996|XP_037042656.1|BCOP	LOC108026881|XP_016953566.1|DBIA
OG0004309	LOC119071381|XP_037032138.1|BCOP	LOC108028344|XP_016955587.1|DBIA
OG0004310	LOC119079699|XP_037043652.1|BCOP	LOC108029546|XP_016957348.1|DBIA
OG0004311	LOC119071155|XP_037031800.1|BCOP	LOC108028724|XP_016956174.1|DBIA
OG0004312	LOC119078246|XP_037041616.1|BCOP	LOC108026867|XP_016953541.1|DBIA
OG0004313	LOC119078231|XP_037041585.1|BCOP	LOC108029603|XP_016957465.1|DBIA
OG0004314	LOC119071132|XP_037031713.1|BCOP	LOC108022768|XP_016947364.1|DBIA
OG0004315	LOC119074203|XP_037036095.1|BCOP	LOC108026828|XP_016953488.1|DBIA
OG0004316	LOC119072084|XP_037033136.1|BCOP	LOC108036355|XP_016967920.1|DBIA
OG0004317	LOC119071221|XP_037031929.1|BCOP	LOC108029784|XP_016957783.1|DBIA
OG0004318	LOC119079012|XP_037042672.1|BCOP	LOC108026776|XP_016953418.1|DBIA
OG0004319	LOC119066636|XP_037025095.1|BCOP	LOC108029697|XP_016957650.1|DBIA
OG0004320	LOC119083474|XP_037049088.1|BCOP	LOC108031799|XP_016961007.1|DBIA
OG0004321	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP	LOC108036093|XP_016967533.1|DBIA
OG0004322	LOC119067228|XP_037025976.1|BCOP	LOC108025537|XP_016951558.1|DBIA
OG0004323	LOC119066661|XP_037025133.1|BCOP	LOC108030318|XP_016958655.1|DBIA
OG0004324	LOC119066663|XP_037025138.1|BCOP	LOC108033987|XP_016964200.1|DBIA
OG0004325	LOC119071806|XP_037032767.1|BCOP	LOC108022988|XP_016947705.1|DBIA
OG0004326	LOC119078748|XP_037042344.1|BCOP	LOC108022987|XP_016947702.1|DBIA
OG0004327	LOC119073828|XP_037035526.1|BCOP	LOC108025868|XP_016952030.1|DBIA
OG0004328	LOC119074172|XP_037036067.1|BCOP	LOC108022688|XP_016947249.1|DBIA
OG0004329	LOC119079572|XP_037043448.1|BCOP	LOC108026713|XP_016953305.1|DBIA
OG0004330	LOC119082104|XP_037047368.1|BCOP	LOC108022892|XP_016947579.1|DBIA
OG0004331	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP	LOC108036435|XP_016968064.1|DBIA
OG0004332	LOC119066091|XP_037024258.1|BCOP	LOC108032617|XP_016962045.1|DBIA
OG0004333	LOC119072643|XP_037033786.1|BCOP	LOC108034321|XP_016964685.1|DBIA
OG0004334	LOC119077375|XP_037040461.1|BCOP	LOC108034288|XP_016964637.1|DBIA
OG0004335	LOC119070088|XP_037030296.1|BCOP	LOC108030160|XP_016958379.1|DBIA
OG0004336	LOC119079944|XP_037043947.1|BCOP	LOC108029703|XP_016957659.1|DBIA
OG0004337	LOC119071972|XP_037033001.1|BCOP	LOC108036158|XP_016967639.1|DBIA
OG0004338	LOC119071398|XP_037032170.1|BCOP	LOC108031258|XP_016959989.1|DBIA
OG0004339	LOC119071337|XP_037032117.1|BCOP	LOC108022614|XP_016947143.1|DBIA
OG0004340	LOC119071271|XP_037032031.1|BCOP	LOC108022613|XP_016947142.1|DBIA
OG0004341	LOC119071295|XP_037032064.1|BCOP	LOC108023059|XP_016947795.1|DBIA
OG0004342	LOC119066421|XP_037024788.1|BCOP	LOC108023042|XP_016947771.1|DBIA
OG0004343	LOC119066093|XP_037024260.1|BCOP	LOC108022900|XP_016947594.1|DBIA
OG0004344	LOC119066834|XP_037025390.1|BCOP	LOC108022967|XP_016947677.1|DBIA
OG0004345	LOC119074201|XP_037036092.1|BCOP	LOC108034218|XP_016964548.1|DBIA
OG0004346	LOC119066137|XP_037024323.1|BCOP	LOC108026647|XP_016953163.1|DBIA
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC108026793|XP_016953443.1|DBIA
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC108026488|XP_016952926.1|DBIA
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC108026736|XP_016953337.1|DBIA
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC108029959|XP_016957951.1|DBIA
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC108029543|XP_016957340.1|DBIA
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC108024988|XP_016950732.1|DBIA
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC108026395|XP_016952806.1|DBIA
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC108026191|XP_016952470.1|DBIA
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC108027172|XP_016953943.1|DBIA
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC108029742|XP_016957722.1|DBIA
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC108030380|XP_016958738.1|DBIA
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC108030264|XP_016958576.1|DBIA
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC108030130|XP_016958329.1|DBIA
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC108035913|XP_016967175.1|DBIA
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC108024505|XP_016949940.1|DBIA
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC108030912|XP_016959595.1|DBIA
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC108033183|XP_016962913.1|DBIA
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC108029803|XP_016957806.1|DBIA
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC108022906|XP_016947599.1|DBIA
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC108029226|XP_016956908.1|DBIA
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC108028834|XP_016956314.1|DBIA
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC108030831|XP_016959441.1|DBIA
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC108029538|XP_016957337.1|DBIA
