Orthogroup	BCOP.longest_only	DNOV.longest_only
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC115757930|XP_030554256.1|DNOV
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC115758030|XP_030554399.1|DNOV
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC115758103|XP_030554490.1|DNOV
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC115758014|XP_030554373.1|DNOV
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC115761091|XP_030558573.1|DNOV
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC115759464|XP_030556258.1|DNOV
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC115758232|XP_030554644.1|DNOV
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC115758499|XP_030555046.1|DNOV
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC115769593|XP_030570379.1|DNOV
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC115767457|XP_030567618.1|DNOV
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC115770402|XP_030571520.1|DNOV
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC115770016|XP_030570928.1|DNOV
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC115764584|XP_030563593.1|DNOV
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC115771529|XP_030573126.1|DNOV
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC115766740|XP_030566565.1|DNOV
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC115767417|XP_030567553.1|DNOV
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC115771584|XP_030573204.1|DNOV
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC115771583|XP_030573203.1|DNOV
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC115760559|XP_030557828.1|DNOV
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC115758040|XP_030554417.1|DNOV
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC115767959|XP_030568253.1|DNOV
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC115760967|XP_030558425.1|DNOV
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC115761888|XP_030559751.1|DNOV
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC115758031|XP_030554401.1|DNOV
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC115764444|XP_030563314.1|DNOV
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC115764488|XP_030563436.1|DNOV
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC115769847|XP_030570685.1|DNOV
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC115769921|XP_030570806.1|DNOV
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC115758214|XP_030554626.1|DNOV
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC115757900|XP_030554206.1|DNOV
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC115770060|XP_030571015.1|DNOV
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC115770222|XP_030571283.1|DNOV
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC115770304|XP_030571399.1|DNOV
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC115761594|XP_030559249.1|DNOV
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC115765938|XP_030565544.1|DNOV
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC115771569|XP_030573182.1|DNOV
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC115761525|XP_030559156.1|DNOV
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC115761524|XP_030559155.1|DNOV
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC115769072|XP_030569645.1|DNOV
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC115758012|XP_030554369.1|DNOV
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC115767455|XP_030567616.1|DNOV
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC115764508|XP_030563462.1|DNOV
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC115764446|XP_030563316.1|DNOV
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC115757811|XP_030554094.1|DNOV
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC115758006|XP_030554363.1|DNOV
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC115767467|XP_030567632.1|DNOV
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC115760313|XP_030557460.1|DNOV
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC115757889|XP_030554194.1|DNOV
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC115771256|XP_030572727.1|DNOV
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC115764593|XP_030563605.1|DNOV
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC115760485|XP_030557693.1|DNOV
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC115765028|XP_030564251.1|DNOV
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC115764926|XP_030564096.1|DNOV
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC115768659|XP_030569228.1|DNOV
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC115767940|XP_030568177.1|DNOV
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC115757933|XP_030554261.1|DNOV
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC115767418|XP_030567554.1|DNOV
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC115757878|XP_030554178.1|DNOV
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC115761882|XP_030559744.1|DNOV
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC115768175|XP_030568537.1|DNOV
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC115768502|XP_030568951.1|DNOV
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC115768301|XP_030568709.1|DNOV
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC115770553|XP_030571725.1|DNOV
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC115771099|XP_030572518.1|DNOV
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC115770457|XP_030571595.1|DNOV
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC115771586|XP_030573209.1|DNOV
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC115771403|XP_030572959.1|DNOV
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC115770320|XP_030571417.1|DNOV
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC115760158|XP_030557230.1|DNOV
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC115771395|XP_030572941.1|DNOV
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC115770083|XP_030571053.1|DNOV
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC115770079|XP_030571045.1|DNOV
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC115769848|XP_030570689.1|DNOV
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC115758493|XP_030555034.1|DNOV
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC115761271|XP_030558844.1|DNOV
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC115758248|XP_030554663.1|DNOV
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC115758039|XP_030554413.1|DNOV
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC115758037|XP_030554411.1|DNOV
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC115767474|XP_030567639.1|DNOV
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC115759062|XP_030555749.1|DNOV
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC115757983|XP_030554332.1|DNOV
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC115757955|XP_030554290.1|DNOV
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC115762523|XP_030560647.1|DNOV
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC115765414|XP_030564819.1|DNOV
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC115766052|XP_030565735.1|DNOV
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC115771671|XP_030573346.1|DNOV
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC115771975|XP_030573758.1|DNOV
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC115764777|XP_030563876.1|DNOV
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC115767495|XP_030567663.1|DNOV
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC115769361|XP_030570004.1|DNOV
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC115771189|XP_030572643.1|DNOV
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC115762462|XP_030560530.1|DNOV
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC115759339|XP_030556118.1|DNOV
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC115767231|XP_030567290.1|DNOV, LOC115770011|XP_030570921.1|DNOV
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC115768869|XP_030569437.1|DNOV
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC115760376|XP_030557530.1|DNOV
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC115764749|XP_030563828.1|DNOV
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC115759421|XP_030556178.1|DNOV
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC115763986|XP_030562659.1|DNOV
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC115764145|XP_030562881.1|DNOV
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC115767363|XP_030567484.1|DNOV
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC115768212|XP_030568584.1|DNOV
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC115771709|XP_030573388.1|DNOV
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC115766794|XP_030566675.1|DNOV
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC115766787|XP_030566663.1|DNOV
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC115766772|XP_030566643.1|DNOV
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC115765186|XP_030564474.1|DNOV
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC115767325|XP_030567427.1|DNOV
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC115766483|XP_030566305.1|DNOV
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC115768104|XP_030568456.1|DNOV
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC115764223|XP_030562997.1|DNOV
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC115766263|XP_030565983.1|DNOV
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC115762438|XP_030560494.1|DNOV
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC115767284|XP_030567375.1|DNOV
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC115765032|XP_030564254.1|DNOV
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC115767592|XP_030567745.1|DNOV
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC115765196|XP_030564490.1|DNOV
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC115768229|XP_030568616.1|DNOV
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC115767799|XP_030567990.1|DNOV
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC115764276|XP_030563062.1|DNOV
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC115768794|XP_030569350.1|DNOV
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC115765203|XP_030564501.1|DNOV
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC115765064|XP_030564298.1|DNOV
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC115766350|XP_030566108.1|DNOV
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC115767397|XP_030567520.1|DNOV
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC115765276|XP_030564626.1|DNOV
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC115762927|XP_030561167.1|DNOV
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC115764256|XP_030563035.1|DNOV, LOC115764286|XP_030563077.1|DNOV
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC115767402|XP_030567527.1|DNOV
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC115762043|XP_030559973.1|DNOV
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC115771924|XP_030573682.1|DNOV
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC115767732|XP_030567903.1|DNOV
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC115757978|XP_030554319.1|DNOV
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC115764378|XP_030563200.1|DNOV
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC115768260|XP_030568649.1|DNOV
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC115768153|XP_030568508.1|DNOV
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC115761362|XP_030558970.1|DNOV
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC115760848|XP_030558260.1|DNOV
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC115766908|XP_030566846.1|DNOV
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC115765145|XP_030564410.1|DNOV
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC115768777|XP_030569329.1|DNOV
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC115769020|XP_030569590.1|DNOV
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC115772051|XP_030573856.1|DNOV
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC115768569|XP_030569053.1|DNOV
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC115770982|XP_030572313.1|DNOV
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC115767870|XP_030568090.1|DNOV
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC115767869|XP_030568089.1|DNOV
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC115764263|XP_030563045.1|DNOV
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC115768435|XP_030568853.1|DNOV
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC115765394|XP_030564784.1|DNOV
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC115764615|XP_030563633.1|DNOV
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC115760372|XP_030557529.1|DNOV
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC115771904|XP_030573653.1|DNOV
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC115771879|XP_030573624.1|DNOV
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC115772114|XP_030573946.1|DNOV
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC115763894|XP_030562532.1|DNOV
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC115771793|XP_030573523.1|DNOV
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC115765310|XP_030564668.1|DNOV
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC115768159|XP_030568513.1|DNOV
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC115768453|XP_030568874.1|DNOV
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC115761719|XP_030559457.1|DNOV
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC115765370|XP_030564757.1|DNOV
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC115767013|XP_030566996.1|DNOV
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC115760111|XP_030557164.1|DNOV
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC115761666|XP_030559372.1|DNOV
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC115768915|XP_030569505.1|DNOV
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC115768922|XP_030569518.1|DNOV
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC115759505|XP_030556306.1|DNOV
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC115761595|XP_030559252.1|DNOV
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC115771315|XP_030572834.1|DNOV
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC115759105|XP_030555804.1|DNOV
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC115761752|XP_030559513.1|DNOV
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC115764168|XP_030562912.1|DNOV
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC115757658|XP_030553831.1|DNOV
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC115765326|XP_030564687.1|DNOV
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC115757848|XP_030554143.1|DNOV
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC115768524|XP_030568975.1|DNOV
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC115764949|XP_030564130.1|DNOV
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC115764985|XP_030564172.1|DNOV
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC115765361|XP_030564739.1|DNOV
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC115765080|XP_030564315.1|DNOV
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC115765049|XP_030564283.1|DNOV
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC115765179|XP_030564461.1|DNOV
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC115766839|XP_030566742.1|DNOV
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC115765221|XP_030564521.1|DNOV
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC115768272|XP_030568669.1|DNOV
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC115768150|XP_030568504.1|DNOV
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC115768897|XP_030569472.1|DNOV
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC115765829|XP_030565413.1|DNOV
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC115760140|XP_030557205.1|DNOV
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC115768839|XP_030569396.1|DNOV
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC115768844|XP_030569400.1|DNOV
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC115765268|XP_030564617.1|DNOV
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC115765885|XP_030565486.1|DNOV
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC115764330|XP_030563140.1|DNOV
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC115764421|XP_030563280.1|DNOV
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC115763690|XP_030562231.1|DNOV
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC115768170|XP_030568528.1|DNOV
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC115768616|XP_030569132.1|DNOV
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC115765246|XP_030564570.1|DNOV
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC115757762|XP_030554034.1|DNOV
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC115759509|XP_030556309.1|DNOV
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC115759577|XP_030556405.1|DNOV
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC115764170|XP_030562914.1|DNOV
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC115764271|XP_030563056.1|DNOV
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC115768198|XP_030568572.1|DNOV
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC115765086|XP_030564326.1|DNOV
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC115758954|XP_030555613.1|DNOV
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC115771979|XP_030573759.1|DNOV
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC115761245|XP_030558801.1|DNOV
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC115761967|XP_030559869.1|DNOV
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC115770830|XP_030572125.1|DNOV
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC115761732|XP_030559477.1|DNOV
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC115764888|XP_030564030.1|DNOV
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC115759415|XP_030556167.1|DNOV
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC115767737|XP_030567909.1|DNOV
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC115765097|XP_030564341.1|DNOV
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC115762836|XP_030561062.1|DNOV
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC115768903|XP_030569480.1|DNOV
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC115771999|XP_030573789.1|DNOV
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC115764893|XP_030564040.1|DNOV
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC115761239|XP_030558793.1|DNOV
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC115761238|XP_030558792.1|DNOV
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	LOC115765013|XP_030564226.1|DNOV
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC115767848|XP_030568058.1|DNOV
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC115765155|XP_030564428.1|DNOV
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC115767565|XP_030567707.1|DNOV
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC115768048|XP_030568341.1|DNOV
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC115771948|XP_030573711.1|DNOV
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC115771637|XP_030573297.1|DNOV
OG0004641	LOC119079520|XP_037043382.1|BCOP	LOC115767974|XP_030568233.1|DNOV
OG0004642	LOC119066985|XP_037025605.1|BCOP	LOC115767578|XP_030567723.1|DNOV
OG0004643	LOC119074926|XP_037037215.1|BCOP	LOC115770774|XP_030572052.1|DNOV
OG0004644	LOC119069417|XP_037029365.1|BCOP	LOC115769124|XP_030569689.1|DNOV
OG0004645	LOC119069141|XP_037028942.1|BCOP	LOC115765947|XP_030565553.1|DNOV
OG0004646	LOC119081486|XP_037046381.1|BCOP	LOC115765031|XP_030564253.1|DNOV
OG0004647	LOC119070072|XP_037030265.1|BCOP	LOC115768275|XP_030568673.1|DNOV
OG0004648	LOC119068990|XP_037028759.1|BCOP	LOC115764373|XP_030563195.1|DNOV
OG0004649	LOC119069622|XP_037029610.1|BCOP	LOC115766900|XP_030566837.1|DNOV
OG0004650	LOC119067436|XP_037026305.1|BCOP	LOC115763297|XP_030561645.1|DNOV
OG0004651	LOC119068302|XP_037027738.1|BCOP	LOC115772016|XP_030573807.1|DNOV
OG0004652	LOC119070252|XP_037030415.1|BCOP	LOC115761571|XP_030559217.1|DNOV
OG0004653	LOC119067807|XP_037026853.1|BCOP	LOC115770362|XP_030571470.1|DNOV
OG0004654	LOC119068922|XP_037028680.1|BCOP	LOC115759047|XP_030555730.1|DNOV
OG0004655	LOC119082717|XP_037048192.1|BCOP	LOC115771623|XP_030573263.1|DNOV
OG0004656	LOC119067815|XP_037026869.1|BCOP	LOC115767112|XP_030567125.1|DNOV
OG0004657	LOC119069679|XP_037029695.1|BCOP	LOC115766025|XP_030565656.1|DNOV
OG0004658	LOC119069799|XP_037029849.1|BCOP	LOC115762004|XP_030559933.1|DNOV
OG0004659	LOC119068690|XP_037028272.1|BCOP	LOC115761874|XP_030559737.1|DNOV
OG0004660	LOC119079574|XP_037043456.1|BCOP	LOC115761363|XP_030558971.1|DNOV
OG0004661	LOC119069189|XP_037029030.1|BCOP	LOC115771931|XP_030573691.1|DNOV
OG0004662	LOC119067544|XP_037026502.1|BCOP	LOC115761767|XP_030559556.1|DNOV
OG0004663	LOC119068768|XP_037028416.1|BCOP, LOC119069064|XP_037028836.1|BCOP	LOC115768618|XP_030569135.1|DNOV
OG0004664	LOC119068769|XP_037028419.1|BCOP	LOC115768623|XP_030569141.1|DNOV
OG0004665	LOC119083302|XP_037048889.1|BCOP	LOC115768444|XP_030568863.1|DNOV
OG0004666	LOC119067848|XP_037026975.1|BCOP	LOC115759517|XP_030556320.1|DNOV
OG0004667	LOC119067854|XP_037026987.1|BCOP	LOC115759500|XP_030556301.1|DNOV
OG0004668	LOC119068754|XP_037028369.1|BCOP	LOC115766400|XP_030566177.1|DNOV
OG0004669	LOC119068757|XP_037028389.1|BCOP	LOC115760188|XP_030557278.1|DNOV
OG0004670	LOC119070365|XP_037030560.1|BCOP	LOC115759472|XP_030556266.1|DNOV
OG0004671	LOC119079074|XP_037042779.1|BCOP	LOC115761310|XP_030558900.1|DNOV
OG0004672	LOC119084519|XP_037050431.1|BCOP	LOC115771696|XP_030573373.1|DNOV
OG0004673	LOC119074468|XP_037036504.1|BCOP	LOC115771604|XP_030573226.1|DNOV
OG0004674	LOC119085035|XP_037051128.1|BCOP	LOC115764996|XP_030564193.1|DNOV
OG0004675	LOC119085062|XP_037051200.1|BCOP	LOC115764854|XP_030563983.1|DNOV
OG0004676	LOC119069261|XP_037029213.1|BCOP	LOC115764011|XP_030562695.1|DNOV
OG0004677	LOC119082364|XP_037047781.1|BCOP	LOC115764085|XP_030562795.1|DNOV
OG0004678	LOC119081925|XP_037047077.1|BCOP	LOC115764815|XP_030563922.1|DNOV
OG0004679	LOC119067916|XP_037027112.1|BCOP	LOC115770878|XP_030572174.1|DNOV
OG0004680	LOC119080643|XP_037044955.1|BCOP, LOC119068155|XP_037027526.1|BCOP	LOC115771610|XP_030573236.1|DNOV
OG0004681	LOC119069774|XP_037029807.1|BCOP	LOC115764720|XP_030563780.1|DNOV
OG0004682	LOC119069517|XP_037029490.1|BCOP	LOC115763107|XP_030561411.1|DNOV
OG0004683	LOC119080463|XP_037044734.1|BCOP	LOC115761801|XP_030559604.1|DNOV
OG0004684	LOC119067424|XP_037026290.1|BCOP	LOC115771764|XP_030573477.1|DNOV
OG0004685	LOC119069117|XP_037028905.1|BCOP	LOC115765041|XP_030564270.1|DNOV
OG0004686	LOC119069118|XP_037028910.1|BCOP	LOC115766127|XP_030565809.1|DNOV
OG0004687	LOC119069113|XP_037028901.1|BCOP	LOC115764982|XP_030564170.1|DNOV
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC115765639|XP_030565156.1|DNOV
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC115772097|XP_030573919.1|DNOV
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC115765582|XP_030565090.1|DNOV
