Orthogroup	BCOP.longest_only	DSUZ.longest_only
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC108012714|XP_016933631.1|DSUZ
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC108021227|XP_016945317.1|DSUZ
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC108014249|XP_016935775.2|DSUZ
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC108009492|XP_016929373.1|DSUZ
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC108010144|XP_016930467.1|DSUZ
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC108012470|XP_016933351.1|DSUZ
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC108010049|XP_016930348.1|DSUZ
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC108018641|XP_016941701.2|DSUZ
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC108012996|XP_016934058.1|DSUZ
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC108008558|XP_016927918.1|DSUZ
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC108017923|XP_016940586.1|DSUZ
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC108017924|XP_016940587.1|DSUZ
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC108009031|XP_016928492.1|DSUZ, LOC118876983|XP_036669624.1|DSUZ
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC108008395|XP_016927728.1|DSUZ
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC108009348|XP_016929128.1|DSUZ
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC108009347|XP_016929126.1|DSUZ
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC108017771|XP_016940380.1|DSUZ
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC108010112|XP_016930422.1|DSUZ
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC108012953|XP_016933984.1|DSUZ
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC108012952|XP_016933978.2|DSUZ
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC108019740|XP_016943162.1|DSUZ
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC108009453|XP_016929310.1|DSUZ
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC108018122|XP_016941050.1|DSUZ
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC108018200|XP_016941205.1|DSUZ
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC108019883|XP_016943445.1|DSUZ
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC108009908|XP_016930121.1|DSUZ
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC108008670|XP_016928053.1|DSUZ
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC108008383|XP_016927715.1|DSUZ
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC108010676|XP_016931069.2|DSUZ
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC108012782|XP_016933705.1|DSUZ
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC108019818|XP_016943321.1|DSUZ
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC108012364|XP_016933208.1|DSUZ
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC108010950|XP_036671348.1|DSUZ
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC108009855|XP_016930042.1|DSUZ
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC108019793|XP_016943281.1|DSUZ
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC108005844|XP_016924681.2|DSUZ
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC108009116|XP_016928681.1|DSUZ
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC108018099|XP_016941001.1|DSUZ
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC108008725|XP_016928113.1|DSUZ
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC108019905|XP_036670212.1|DSUZ
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC108008707|XP_016928092.1|DSUZ
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC108009876|XP_016930069.1|DSUZ
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC108012507|XP_016933406.1|DSUZ
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC108012402|XP_016933251.1|DSUZ
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC108013556|XP_016934958.1|DSUZ
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC108020960|XP_016944895.1|DSUZ
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC108006625|XP_016925639.2|DSUZ
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC108018910|XP_016941991.1|DSUZ
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC108019311|XP_016942621.2|DSUZ
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC108007280|XP_016926408.1|DSUZ
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC108005907|XP_016924802.1|DSUZ
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC108006871|XP_016925932.1|DSUZ
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC108021063|XP_016945061.1|DSUZ
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC108016225|XP_036670854.1|DSUZ
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC108012655|XP_016933571.1|DSUZ
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC108017474|XP_016940007.2|DSUZ
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC108005536|XP_036671349.1|DSUZ
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC108012923|XP_016933937.1|DSUZ
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC108013252|XP_016934492.1|DSUZ
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC108013100|XP_016934235.1|DSUZ
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC108011412|XP_036671771.1|DSUZ
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC108011413|XP_036670959.1|DSUZ
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC108008530|XP_016927890.1|DSUZ
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC108018192|XP_016941191.1|DSUZ
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC108007154|XP_016926246.2|DSUZ
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC108019397|XP_036677780.1|DSUZ
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC108008606|XP_016927974.1|DSUZ
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC108008605|XP_016927973.1|DSUZ
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC108007902|XP_016927159.1|DSUZ
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC108009783|XP_016929910.1|DSUZ
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC108009202|XP_016928849.1|DSUZ
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC108019722|XP_016943126.1|DSUZ
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC108019720|XP_016943121.1|DSUZ
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC108017580|XP_036671621.1|DSUZ
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC108011857|XP_036670745.1|DSUZ
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC108011834|XP_016932561.1|DSUZ
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC108008316|XP_016927623.1|DSUZ
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC108018214|XP_016941221.1|DSUZ
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC108018397|XP_016941441.2|DSUZ
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC108009051|XP_016928544.1|DSUZ
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC108012382|XP_016933227.1|DSUZ
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC108013548|XP_036671523.1|DSUZ
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC108009392|XP_016929192.1|DSUZ
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC108009503|XP_016929392.1|DSUZ
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC108010059|XP_016930361.1|DSUZ
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC108007711|XP_016926948.1|DSUZ
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC108017650|XP_016940249.2|DSUZ
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC108018791|XP_036671093.1|DSUZ
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC108018209|XP_016941215.1|DSUZ
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC108012926|XP_016933950.1|DSUZ
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC108011309|XP_016931903.1|DSUZ
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC108013492|XP_016934863.1|DSUZ
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC108008817|XP_016928212.1|DSUZ
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC108009278|XP_016928986.1|DSUZ
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC108012446|XP_016933305.1|DSUZ
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC108009628|XP_036668921.1|DSUZ
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC108009726|XP_016929797.1|DSUZ
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC108011933|XP_016932670.1|DSUZ
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC108012464|XP_016933343.1|DSUZ
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC108007157|XP_016926259.1|DSUZ
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC108012555|XP_016933457.1|DSUZ
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC108019808|XP_036669993.1|DSUZ
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC108011453|XP_016932086.2|DSUZ
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC108013346|XP_016934642.1|DSUZ
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC108014683|XP_036670639.1|DSUZ
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC108017806|XP_016940442.1|DSUZ
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC108018207|XP_016941213.1|DSUZ
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC108010658|XP_036671709.1|DSUZ
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC108010114|XP_016930427.1|DSUZ
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC108010122|XP_016930437.1|DSUZ
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC108010121|XP_016930436.1|DSUZ
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC108012733|XP_016933654.1|DSUZ
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC108011258|XP_036671168.1|DSUZ
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC118877407|XP_036671995.1|DSUZ
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC108013188|XP_016934378.1|DSUZ
OG0003720	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP	LOC108015387|XP_016937294.1|DSUZ
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC108010274|XP_016930624.1|DSUZ
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC108006809|XP_036672336.1|DSUZ
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC108013159|XP_016934343.1|DSUZ
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC108011421|XP_016932034.1|DSUZ
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC108011751|XP_036671263.1|DSUZ
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC108013352|XP_016934658.1|DSUZ
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC108012301|XP_036670812.1|DSUZ
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC108014807|XP_016936490.2|DSUZ
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC108012870|XP_036670257.1|DSUZ
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC108012320|XP_036672116.1|DSUZ
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC108020063|XP_016943651.1|DSUZ
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC108014089|XP_016935597.2|DSUZ
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC108013331|XP_016934619.1|DSUZ
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC108013153|XP_016934332.2|DSUZ
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC108010094|XP_016930402.1|DSUZ
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC108018170|XP_016941155.1|DSUZ
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC108008456|XP_016927799.1|DSUZ
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC108010258|XP_016930604.1|DSUZ
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC108018127|XP_016941057.1|DSUZ
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC108017778|XP_016940391.1|DSUZ
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC108012505|XP_016933403.1|DSUZ
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC108020742|XP_016944606.1|DSUZ
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC108019783|XP_016943264.2|DSUZ
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC108017801|XP_016940436.1|DSUZ
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC108009760|XP_016929873.1|DSUZ
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC108009381|XP_016929177.1|DSUZ
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC108012284|XP_036671324.1|DSUZ
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC108012572|XP_016933476.1|DSUZ
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC108013465|XP_016934830.1|DSUZ
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC108013359|XP_016934667.1|DSUZ
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC108012913|XP_036671833.1|DSUZ
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC108006823|XP_036671014.1|DSUZ
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC108013468|XP_016934835.1|DSUZ
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC108013212|XP_036672392.1|DSUZ
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC108006879|XP_016925951.1|DSUZ
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC108005720|XP_016924537.1|DSUZ
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC108009472|XP_016929340.1|DSUZ
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC108019803|XP_016943296.1|DSUZ
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC108012828|XP_016933768.1|DSUZ
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC108009640|XP_016929626.1|DSUZ
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC108013309|XP_016934587.1|DSUZ
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC108013310|XP_016934588.1|DSUZ
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC108013595|XP_016935016.1|DSUZ
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC108013574|XP_016934988.1|DSUZ
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC108021003|XP_016944960.1|DSUZ
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC108016879|XP_016939260.1|DSUZ
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC108018065|XP_016940951.1|DSUZ
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC108008927|XP_016928326.1|DSUZ
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC108010115|XP_016930428.1|DSUZ
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC108020396|XP_016944163.1|DSUZ
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC108013086|XP_016934207.1|DSUZ
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC108012380|XP_016933225.1|DSUZ
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC108009379|XP_016929171.1|DSUZ
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC108009602|XP_016929573.1|DSUZ
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC108015202|XP_016937016.1|DSUZ
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC108017709|XP_036669971.1|DSUZ
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC108019896|XP_016943468.1|DSUZ
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC108009993|XP_016930261.1|DSUZ
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC108009926|XP_016930145.1|DSUZ
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC108009673|XP_016929695.1|DSUZ
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC108020386|XP_016944136.1|DSUZ
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC108016764|XP_016939007.1|DSUZ
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC108013868|XP_036673298.1|DSUZ
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC108010027|XP_016930316.1|DSUZ
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC108007830|XP_016927082.1|DSUZ
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC108010167|XP_016930498.1|DSUZ
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC108008598|XP_016927966.1|DSUZ
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC108007266|XP_016926394.1|DSUZ
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC108009449|XP_016929294.1|DSUZ
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC108005914|XP_016924812.1|DSUZ
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC108016016|XP_036674927.1|DSUZ
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC108009493|XP_016929375.1|DSUZ
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC108009473|XP_016929342.1|DSUZ
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC108009761|XP_016929874.1|DSUZ
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC108013414|XP_016934760.1|DSUZ
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC108015500|XP_016937443.1|DSUZ
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC108021560|XP_016945821.1|DSUZ
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC108008603|XP_016927971.2|DSUZ
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC108009967|XP_036669181.1|DSUZ
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC108021629|XP_016945926.1|DSUZ
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC108004613|XP_016923045.1|DSUZ
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC108019348|XP_016942660.1|DSUZ
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC108015477|XP_016937397.2|DSUZ
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC108015513|XP_016937468.1|DSUZ
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC108013612|XP_016935046.1|DSUZ
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC108020181|XP_036678459.1|DSUZ
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC118878848|XP_036677766.1|DSUZ, LOC108016424|XP_016938562.1|DSUZ
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC108015545|XP_036671766.1|DSUZ
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC108021656|XP_016945958.1|DSUZ
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC108009536|XP_016929460.1|DSUZ
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC108010139|XP_016930460.1|DSUZ
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC108013253|XP_016934496.1|DSUZ
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC108019414|XP_016942728.1|DSUZ
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC108014279|XP_016935812.1|DSUZ
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC108011996|XP_016932751.2|DSUZ
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC108021588|XP_016945866.1|DSUZ
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC108021389|XP_016945576.1|DSUZ
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC108004934|XP_016923525.1|DSUZ
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC108006120|XP_016925061.1|DSUZ
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC108005389|XP_036677100.1|DSUZ, LOC108011543|XP_036673173.1|DSUZ
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC108010075|XP_016930378.1|DSUZ
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC108019361|XP_016942673.1|DSUZ
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC108021204|XP_016945288.1|DSUZ
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC108013577|XP_016934997.1|DSUZ
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC108005258|XP_016923940.1|DSUZ
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC108010180|XP_016930515.1|DSUZ
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC108011848|XP_016932580.1|DSUZ
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC108020979|XP_016944923.1|DSUZ
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC108021735|XP_016946061.1|DSUZ
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC108008499|XP_016927856.1|DSUZ
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC108011350|XP_016931948.1|DSUZ
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC108020686|XP_016944546.1|DSUZ
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC108020994|XP_016944948.1|DSUZ
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC108020477|XP_016944301.1|DSUZ
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC108016046|XP_016938133.1|DSUZ
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC108020976|XP_016944915.1|DSUZ
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC108021243|XP_016945341.1|DSUZ
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC108012107|XP_016932880.1|DSUZ
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC108020605|XP_016944446.1|DSUZ
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC108019721|XP_016943125.1|DSUZ
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC108021581|XP_016945856.1|DSUZ
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC108021073|XP_016945075.1|DSUZ
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC108020857|XP_016944738.1|DSUZ
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC108008263|XP_016927544.1|DSUZ
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC108021229|XP_016945319.1|DSUZ
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC108020563|XP_016944405.1|DSUZ
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC108021159|XP_016945226.1|DSUZ
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC108020095|XP_036674394.1|DSUZ
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC108009741|XP_016929817.1|DSUZ
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC108021632|XP_016945929.1|DSUZ
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC108010009|XP_016930290.1|DSUZ
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC108021475|XP_016945705.1|DSUZ
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC108017982|XP_016940810.1|DSUZ
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC108016835|XP_016939151.1|DSUZ
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC108007573|XP_036668742.1|DSUZ
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC108011043|XP_036676792.1|DSUZ
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC108020900|XP_016944806.1|DSUZ
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC108005540|XP_016924326.1|DSUZ
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC108010003|XP_016930280.1|DSUZ
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC108016551|XP_016938717.1|DSUZ
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC108007637|XP_036677324.1|DSUZ
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC108016245|XP_036678703.1|DSUZ
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC108005736|XP_016924556.1|DSUZ
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC108015443|XP_036675255.1|DSUZ
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC108021633|XP_016945930.1|DSUZ
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC108017433|XP_016939950.1|DSUZ
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC108021056|XP_016945052.2|DSUZ
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC108004685|XP_016923175.1|DSUZ
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC108013441|XP_036668712.1|DSUZ
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC108006313|XP_016925306.1|DSUZ
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC108009059|XP_016928554.1|DSUZ
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC108006100|XP_016925037.1|DSUZ
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC108020918|XP_016944827.1|DSUZ
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC108021286|XP_016945414.1|DSUZ
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC108021638|XP_016945935.1|DSUZ
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC108005483|XP_016924277.1|DSUZ
