Orthogroup	BCOP.longest_only	AEAL.longest_only
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC109399522|XP_019527517.2|AEAL
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL
OG0003720	LOC119070174|XP_037030378.1|BCOP	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC109408666|XP_029735836.1|AEAL
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC109428663|XP_019560020.2|AEAL
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC109428701|XP_019560057.2|AEAL
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC109428707|XP_019560073.2|AEAL
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC109430596|XP_019562198.2|AEAL
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC109423725|XP_019554257.2|AEAL
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC109414220|XP_029715598.1|AEAL
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC109423709|XP_019554234.2|AEAL
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC109411096|XP_029728724.1|AEAL
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC109411151|XP_029728790.1|AEAL
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC109408233|XP_019537037.1|AEAL
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC109408915|XP_019537847.1|AEAL
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC109414974|XP_019544363.1|AEAL
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC115266621|XP_029728984.1|AEAL
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC109417245|XP_019546902.1|AEAL
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC109407036|XP_019535598.2|AEAL
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC109407042|XP_019535609.1|AEAL
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC109398163|XP_029732839.1|AEAL
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC109415369|XP_029732830.1|AEAL
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC109416672|XP_029732853.1|AEAL
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC109414483|XP_019543873.2|AEAL
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC109428200|XP_029728408.1|AEAL
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC109428199|XP_029728418.1|AEAL
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC109433229|XP_029714793.1|AEAL
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC109622879|XP_019932889.2|AEAL
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC109420076|XP_029713587.1|AEAL
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC109420074|XP_019549923.2|AEAL
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC109401074|XP_029713111.1|AEAL
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC109412398|XP_019541585.1|AEAL
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC109412374|XP_019541573.2|AEAL
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC109432871|XP_019564776.1|AEAL
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC109411290|XP_019540361.2|AEAL
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC109433046|XP_019564970.2|AEAL
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC109420154|XP_019550024.1|AEAL
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC109420405|XP_029710801.1|AEAL
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC109400287|XP_029725038.1|AEAL
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC109400335|XP_029724841.1|AEAL
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC109425155|XP_029724812.1|AEAL
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC109429416|XP_019560914.2|AEAL
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC109425132|XP_019555903.2|AEAL
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL
OG0003858	LOC119075331|XP_037037653.1|BCOP	LOC109413726|XP_029729451.1|AEAL
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC109403338|XP_029731472.1|AEAL
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC109419602|XP_019549378.2|AEAL
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC109397554|XP_019525401.2|AEAL
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC109404395|XP_019532791.2|AEAL
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC109404765|XP_019533253.2|AEAL
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC109414293|XP_019543652.2|AEAL
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC109405615|XP_029714537.1|AEAL
