Orthogroup	BCOP.longest_only	DYAK.longest_only
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC6527861|XP_002088933.1|DYAK
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC6529627|XP_002090621.2|DYAK
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC6526782|XP_002087885.1|DYAK
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC6536311|XP_002096895.1|DYAK
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC6530386|XP_002091312.1|DYAK
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC6527094|XP_002088187.1|DYAK
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC6526465|XP_002087584.1|DYAK
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC6529731|XP_002090724.1|DYAK
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC6527753|XP_002088833.1|DYAK
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC6528160|XP_002089225.1|DYAK
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC6527855|XP_002088927.1|DYAK
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC6527859|XP_002088931.1|DYAK
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC6528215|XP_002089277.1|DYAK
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC6529224|XP_002090231.1|DYAK
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC6537681|XP_002098226.1|DYAK
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC6527032|XP_002088126.1|DYAK
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC6527030|XP_002088124.1|DYAK
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC6527015|XP_002088110.1|DYAK
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC6528985|XP_015054145.1|DYAK
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC6529656|XP_002090649.2|DYAK
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC6529654|XP_002090647.1|DYAK
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC6526743|XP_002087846.1|DYAK
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC6527504|XP_002088594.2|DYAK
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC6528513|XP_002089559.1|DYAK
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC6526577|XP_002087685.1|DYAK
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC6527224|XP_002088318.1|DYAK
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC6527570|XP_002088660.1|DYAK
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC6527502|XP_015053106.1|DYAK
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC6529034|XP_002090065.2|DYAK
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC6527879|XP_015053839.1|DYAK
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC6527821|XP_015053822.1|DYAK
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC6536660|XP_002097232.1|DYAK
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC6528920|XP_002089952.2|DYAK
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC6528196|XP_002089259.1|DYAK
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC6530775|XP_002091663.1|DYAK
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC6526527|XP_002087637.1|DYAK
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC6531497|XP_015051352.1|DYAK
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC6529517|XP_002090519.1|DYAK
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC6529519|XP_002090521.3|DYAK
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC6527234|XP_039227273.1|DYAK
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC6528936|XP_002089968.1|DYAK
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC6525187|XP_015046146.2|DYAK
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC6529628|XP_002090622.1|DYAK
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC6531208|XP_002092036.1|DYAK
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC6526608|XP_002087716.1|DYAK
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC6527130|XP_039226244.1|DYAK
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC6527835|XP_002088908.1|DYAK
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC6527834|XP_002088907.1|DYAK
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC6538458|XP_002098982.1|DYAK
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC6529215|XP_039228170.1|DYAK
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC26535728|XP_015045201.1|DYAK
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC6528019|XP_002089086.1|DYAK
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC6526715|XP_002087818.1|DYAK
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC6529585|XP_039229132.1|DYAK
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC6527366|XP_002088458.1|DYAK
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC6531263|XP_002092072.1|DYAK
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC6529244|XP_002090250.1|DYAK
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC6529221|XP_039228872.1|DYAK
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC6527971|XP_002089038.1|DYAK
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC6526437|XP_002087556.1|DYAK
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC6528975|XP_002090007.1|DYAK
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC6529629|XP_015052087.1|DYAK
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC26535413|XP_015049206.1|DYAK
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC6533639|XP_002094346.3|DYAK
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC6532083|XP_002092860.1|DYAK
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC6529107|XP_015054179.1|DYAK
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC6525349|XP_002101185.1|DYAK
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC6527547|XP_002088637.1|DYAK
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC6527073|XP_002088166.1|DYAK
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC6527074|XP_002088167.2|DYAK
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC6526578|XP_002087686.1|DYAK
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC6537778|XP_002098319.2|DYAK
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC6526396|XP_002087515.1|DYAK
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC6532822|XP_002093559.1|DYAK
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC6527553|XP_002088643.1|DYAK
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC6532444|XP_002093191.1|DYAK
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC6529712|XP_002090705.1|DYAK
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC6527132|XP_002088226.1|DYAK
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC6530719|XP_002091610.1|DYAK
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC6530722|XP_002091613.2|DYAK
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC6531650|XP_002092447.1|DYAK
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC6529681|XP_002090674.2|DYAK
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC6526310|XP_002087432.1|DYAK
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC6526376|XP_002087495.1|DYAK
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC6528937|XP_002089969.1|DYAK
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC6526982|XP_002088078.1|DYAK
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC6527449|XP_002088541.1|DYAK
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC6527450|XP_002088542.1|DYAK
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC6538657|XP_002099177.1|DYAK
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC6531589|XP_002092387.1|DYAK
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC6526357|XP_002087479.1|DYAK
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC6526358|XP_002087480.1|DYAK
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC6529322|XP_039228886.1|DYAK
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC6536021|XP_002096636.2|DYAK
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC6526872|XP_002087972.1|DYAK
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC6528986|XP_002090018.1|DYAK
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC6527542|XP_015053096.1|DYAK
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC6527246|XP_002088340.1|DYAK
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC26536316|XP_015046301.1|DYAK
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC6528929|XP_002089961.1|DYAK
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC6528151|XP_002089217.3|DYAK
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC6527328|XP_002088420.1|DYAK
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC6526685|XP_002087791.1|DYAK
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC6531293|XP_002092097.1|DYAK
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC6530324|XP_002091251.1|DYAK
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC6527236|XP_002088330.1|DYAK
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC6523719|XP_002099594.1|DYAK
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC6529982|XP_002090928.1|DYAK
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC6527597|XP_002088685.1|DYAK
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC6527590|XP_002088678.1|DYAK
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC6526525|XP_002087635.1|DYAK
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC6527754|XP_002088834.1|DYAK
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC6527242|XP_002088336.1|DYAK
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC6527001|XP_002088097.1|DYAK
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC6527049|XP_015053589.1|DYAK
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC6528676|XP_002089718.1|DYAK
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC6526867|XP_002087967.1|DYAK
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC6527776|XP_002088849.1|DYAK
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC6531496|XP_002092295.1|DYAK
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC6531495|XP_002092294.1|DYAK
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC6528503|XP_002089549.2|DYAK
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC6527604|XP_039227710.1|DYAK
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC6528175|XP_002089238.1|DYAK
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC6527610|XP_002088698.1|DYAK
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC6527607|XP_002088695.1|DYAK
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC6526890|XP_002087990.1|DYAK
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC120320426|XP_039227717.1|DYAK
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC6527380|XP_002088472.1|DYAK
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC6531849|XP_002092636.1|DYAK
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC6529697|XP_002090690.1|DYAK
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC6529686|XP_002090679.1|DYAK
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC6529451|XP_002090453.1|DYAK
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC6529449|XP_039228971.1|DYAK
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC6528072|XP_002089139.1|DYAK
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC6528078|XP_039226842.1|DYAK
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC6527260|XP_002088354.3|DYAK
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC6527021|XP_002088116.1|DYAK
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC6532944|XP_002093679.1|DYAK
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC6529582|XP_002090576.2|DYAK
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC6532742|XP_002093484.1|DYAK
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC6524956|XP_039228288.1|DYAK
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC6530736|XP_039228087.1|DYAK
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC6526210|XP_002102019.1|DYAK
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC6526900|XP_015053224.1|DYAK
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC6527585|XP_002088673.1|DYAK
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC6529667|XP_002090660.2|DYAK
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC6526721|XP_002087824.1|DYAK
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC6527653|XP_002088739.3|DYAK
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC6539081|XP_002085972.1|DYAK
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC6530617|XP_039228237.1|DYAK
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC6530619|XP_015052724.1|DYAK
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC6531654|XP_002092451.1|DYAK
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC6526307|XP_039226362.1|DYAK
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC6528003|XP_015054482.1|DYAK
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC6534168|XP_002094852.2|DYAK
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC6532129|XP_002092905.1|DYAK
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC6530200|XP_002091138.1|DYAK
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC6527798|XP_002088871.2|DYAK
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC6529726|XP_002090719.1|DYAK
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC6527496|XP_002088586.1|DYAK
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC6534971|XP_039230934.1|DYAK
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC6527144|XP_002088238.1|DYAK
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC6537211|XP_002097769.1|DYAK
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC6527384|XP_002088476.1|DYAK
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC6529713|XP_002090706.3|DYAK
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC6528974|XP_002090006.1|DYAK
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC6529660|XP_002090653.1|DYAK
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC26535909|XP_015052935.1|DYAK
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC6526958|XP_039226315.1|DYAK
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC6526957|XP_002088053.1|DYAK
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC6527580|XP_002088668.3|DYAK
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC6527356|XP_002088448.1|DYAK
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC6529040|XP_002090071.1|DYAK
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC6526839|XP_002087939.1|DYAK
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC6526835|XP_002087935.1|DYAK
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC6526820|XP_039227098.1|DYAK
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC6529983|XP_002090929.1|DYAK
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC6528670|XP_002089712.1|DYAK
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC6526954|XP_002088050.1|DYAK
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC120320444|XP_039227248.1|DYAK
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC6540023|XP_002086892.2|DYAK
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC6525266|XP_002101102.1|DYAK
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC6531966|XP_002092752.1|DYAK
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC6529800|XP_002090784.1|DYAK
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC6527252|XP_015053157.1|DYAK
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC6527668|XP_015053781.1|DYAK
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC6528140|XP_002089206.1|DYAK
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC6529871|XP_002090828.1|DYAK
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC6526714|XP_002087817.1|DYAK
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC6526271|XP_039226613.1|DYAK
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC6526560|XP_002087670.1|DYAK
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC6527569|XP_015053713.1|DYAK
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC6527534|XP_002088624.2|DYAK
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC6537768|XP_002098309.1|DYAK
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC6528198|XP_002089260.1|DYAK
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC6534169|XP_039230325.1|DYAK
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC6527452|XP_002088544.1|DYAK
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC6528018|XP_002089085.1|DYAK
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC6526815|XP_002087917.1|DYAK
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC6528376|XP_002089425.1|DYAK
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC6530317|XP_002091244.1|DYAK
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC6526662|XP_002087770.1|DYAK
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC6528931|XP_002089963.1|DYAK
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC6530914|XP_002091758.2|DYAK
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC6529543|XP_002090541.2|DYAK
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC6527907|XP_002088979.1|DYAK
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC6526510|XP_002087621.1|DYAK
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC120320984|XP_039228012.1|DYAK
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC6528115|XP_002089182.1|DYAK
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC6527737|XP_002088820.1|DYAK
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC6531934|XP_015051626.1|DYAK
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC6527360|XP_002088452.1|DYAK
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC6539074|XP_002085988.1|DYAK
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC6527934|XP_002089002.1|DYAK
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC6529626|XP_039228896.1|DYAK
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC6527603|XP_015053727.1|DYAK
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC6526620|XP_002087728.1|DYAK
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC6527433|XP_039227525.1|DYAK
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC6526362|XP_002087483.1|DYAK
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC6526552|XP_002087662.2|DYAK
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC6531725|XP_002092515.1|DYAK
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC6525900|XP_002101720.1|DYAK
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC6533228|XP_002093954.1|DYAK
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC6527175|XP_002088269.1|DYAK
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC6525412|XP_002101247.1|DYAK
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC6527216|XP_015053174.1|DYAK
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC6526319|XP_002087441.1|DYAK
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC6527338|XP_002088430.1|DYAK
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC6526879|XP_002087979.1|DYAK
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC6526266|XP_002087388.1|DYAK
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC6529641|XP_002090635.2|DYAK
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC6527272|XP_002088366.2|DYAK
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC6525742|XP_002101564.3|DYAK
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC6529297|XP_002090302.1|DYAK
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC6529592|XP_039228900.1|DYAK
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC6536495|XP_002097073.1|DYAK
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC6535253|XP_039232719.1|DYAK
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC6534876|XP_002095548.1|DYAK
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC6532768|XP_015049599.1|DYAK
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC6535966|XP_002096581.2|DYAK
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC6536613|XP_015047855.1|DYAK
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC6525538|XP_002101373.1|DYAK
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC6532461|XP_002093208.1|DYAK
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC6524402|XP_002100260.1|DYAK
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC6539544|XP_002086432.1|DYAK
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC6530519|XP_039227857.1|DYAK
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC6530403|XP_002091329.2|DYAK
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC6525553|XP_002101388.1|DYAK
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC6536314|XP_002096898.1|DYAK
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC6536315|XP_002096899.2|DYAK
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC6532859|XP_002093595.1|DYAK
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC6532633|XP_002093377.1|DYAK
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC6532632|XP_002093376.1|DYAK
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC6525731|XP_002101553.1|DYAK
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC6531280|XP_002092089.3|DYAK
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC6529946|XP_002090901.1|DYAK
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC6529948|XP_015052527.1|DYAK
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC6527649|XP_002088735.2|DYAK
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC6538419|XP_002098943.1|DYAK
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC6525427|XP_002101262.1|DYAK
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC6531389|XP_002092192.1|DYAK
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC6530455|XP_002091371.2|DYAK
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC6530698|XP_002091589.1|DYAK
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC26536005|XP_015049043.1|DYAK
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC6534925|XP_002095596.2|DYAK
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC6536703|XP_002097275.1|DYAK
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC6538286|XP_002098813.1|DYAK
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC6525097|XP_002100936.1|DYAK
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC6538307|XP_039231417.1|DYAK
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC6525414|XP_039233363.1|DYAK
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC6538738|XP_002099253.1|DYAK
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC6537247|XP_002097805.1|DYAK
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC6525479|XP_002101314.1|DYAK
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC6524279|XP_002100141.2|DYAK
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC6537398|XP_002097954.2|DYAK
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC6538285|XP_002098812.1|DYAK
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC6533961|XP_002094661.3|DYAK
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC6536707|XP_002097279.1|DYAK
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC6535327|XP_039232177.1|DYAK
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC6535337|XP_039231615.1|DYAK
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC6535339|XP_002095995.3|DYAK
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC6535340|XP_002095996.3|DYAK
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC6538421|XP_002098945.1|DYAK
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC6537885|XP_039231626.1|DYAK
