Orthogroup	BCOP.longest_only	ASTE.longest_only
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC118511124|XP_035909748.1|ASTE
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC118511056|XP_035909550.1|ASTE
OG0003858	LOC119075331|XP_037037653.1|BCOP	LOC118511645|XP_035910865.1|ASTE
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC118503887|XP_035893538.1|ASTE
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC118513419|XP_035915024.1|ASTE
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC118513415|XP_035915018.1|ASTE
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC118511727|XP_035911065.1|ASTE
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC118511601|XP_035910775.1|ASTE
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC118511597|XP_035910754.1|ASTE
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC118511596|XP_035910752.1|ASTE
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC118511594|XP_035910748.1|ASTE
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC118510604|XP_035908505.1|ASTE
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC118511591|XP_035910744.1|ASTE
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC118511651|XP_035910879.1|ASTE
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC118511232|XP_035909962.1|ASTE
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC118510105|XP_035907453.1|ASTE
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC118514607|XP_035917496.1|ASTE
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC118513421|XP_035915027.1|ASTE
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC118513427|XP_035915043.1|ASTE
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC118513426|XP_035915040.1|ASTE
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC118513430|XP_035915050.1|ASTE
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC118509271|XP_035905518.1|ASTE
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC118509068|XP_035905083.1|ASTE
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC118509074|XP_035905096.1|ASTE
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC118509078|XP_035905104.1|ASTE
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC118509086|XP_035905111.1|ASTE
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC118508992|XP_035904883.1|ASTE
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC118508986|XP_035904871.1|ASTE
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC118513450|XP_035915093.1|ASTE
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC118509843|XP_035906929.1|ASTE
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC118511761|XP_035911124.1|ASTE
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC118511759|XP_035911121.1|ASTE
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC118509280|XP_035905550.1|ASTE
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC118514107|XP_035916575.1|ASTE
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC118512466|XP_035912835.1|ASTE
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC118513505|XP_035915247.1|ASTE
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC118513504|XP_035915246.1|ASTE
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC118512026|XP_035911705.1|ASTE
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC118513228|XP_035914655.1|ASTE
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC118509230|XP_035905432.1|ASTE
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC118510122|XP_035907481.1|ASTE
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC118510127|XP_035907492.1|ASTE
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC118511617|XP_035910800.1|ASTE
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC118509146|XP_035905251.1|ASTE
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC118513726|XP_035915761.1|ASTE
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC118513725|XP_035915760.1|ASTE
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC118513721|XP_035915755.1|ASTE
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC118513723|XP_035915758.1|ASTE
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC118513722|XP_035915757.1|ASTE
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC118513717|XP_035915752.1|ASTE
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC118510996|XP_035909403.1|ASTE
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC118511002|XP_035909410.1|ASTE
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC118511020|XP_035909466.1|ASTE
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC118511021|XP_035909485.1|ASTE
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC118509057|XP_035905062.1|ASTE
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC118514571|XP_035917463.1|ASTE
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC118514558|XP_035917441.1|ASTE
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC118514587|XP_035917482.1|ASTE
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC118514580|XP_035917475.1|ASTE
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC118512505|XP_035912910.1|ASTE
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC118512525|XP_035912962.1|ASTE
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC118514555|XP_035917438.1|ASTE
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC118514557|XP_035917440.1|ASTE
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC118509138|XP_035905232.1|ASTE
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC118509141|XP_035905238.1|ASTE
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC118512549|XP_035913027.1|ASTE
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC118512551|XP_035913030.1|ASTE
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC118512557|XP_035913036.1|ASTE
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC118512564|XP_035913048.1|ASTE
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC118513781|XP_035915858.1|ASTE
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC118513767|XP_035915836.1|ASTE
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC118511770|XP_035911151.1|ASTE
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC118511768|XP_035911137.1|ASTE
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC118508974|XP_035904845.1|ASTE
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC118513746|XP_035915795.1|ASTE
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC118513750|XP_035915803.1|ASTE
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC118513758|XP_035915825.1|ASTE
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC118513757|XP_035915823.1|ASTE
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC118513769|XP_035915838.1|ASTE
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC118514676|XP_035917614.1|ASTE
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC118514677|XP_035917617.1|ASTE
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC118514680|XP_035917621.1|ASTE
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC118514684|XP_035917623.1|ASTE
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC118514697|XP_035917645.1|ASTE
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC118514152|XP_035916658.1|ASTE
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC118513354|XP_035914879.1|ASTE
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC118508472|XP_035904177.1|ASTE
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC118513834|XP_035915991.1|ASTE
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC118512443|XP_035912799.1|ASTE
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC118512586|XP_035913116.1|ASTE
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC118510631|XP_035908563.1|ASTE
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC118510643|XP_035908630.1|ASTE
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC118510646|XP_035908643.1|ASTE
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC118512662|XP_035913304.1|ASTE
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC118511569|XP_035910706.1|ASTE
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC118514466|XP_035917281.1|ASTE
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC118514659|XP_035917585.1|ASTE
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC118514667|XP_035917601.1|ASTE
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC118514671|XP_035917607.1|ASTE
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC118511782|XP_035911185.1|ASTE
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC118509304|XP_035905646.1|ASTE
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC118514548|XP_035917432.1|ASTE
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC118512473|XP_035912854.1|ASTE
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC118514634|XP_035917538.1|ASTE
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC118514641|XP_035917557.1|ASTE
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC118514652|XP_035917575.1|ASTE
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC118511797|XP_035911220.1|ASTE
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC118513597|XP_035915492.1|ASTE
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC118513595|XP_035915485.1|ASTE
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC118512533|XP_035912978.1|ASTE
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC118513282|XP_035914742.1|ASTE
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC118512593|XP_035913130.1|ASTE
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC118512596|XP_035913142.1|ASTE
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC118512600|XP_035913149.1|ASTE
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC118513698|XP_035915715.1|ASTE
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC118513705|XP_035915727.1|ASTE
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC118513369|XP_035914893.1|ASTE
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC118513370|XP_035914894.1|ASTE
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC118512631|XP_035913219.1|ASTE
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC118512618|XP_035913192.1|ASTE
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC118512615|XP_035913187.1|ASTE
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC118510865|XP_035909104.1|ASTE
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC118510046|XP_035907328.1|ASTE
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC118512594|XP_035913140.1|ASTE
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC118513318|XP_035914812.1|ASTE
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC118508830|XP_035904469.1|ASTE
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC118513221|XP_035914637.1|ASTE
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC118513341|XP_035914858.1|ASTE
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC118509296|XP_035905622.1|ASTE
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC118509289|XP_035905590.1|ASTE
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC118509285|XP_035905556.1|ASTE
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC118509172|XP_035905325.1|ASTE
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC118509173|XP_035905326.1|ASTE
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC118509956|XP_035907215.1|ASTE
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC118508821|XP_035904458.1|ASTE
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC118513628|XP_035915584.1|ASTE
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC118510877|XP_035909134.1|ASTE
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC118510876|XP_035909133.1|ASTE
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC118513804|XP_035915900.1|ASTE
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC118513827|XP_035915959.1|ASTE
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC118510870|XP_035909119.1|ASTE
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC118510871|XP_035909120.1|ASTE
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC118514289|XP_035916931.1|ASTE
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC118514303|XP_035916976.1|ASTE
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC118513467|XP_035915136.1|ASTE
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC118512975|XP_035914100.1|ASTE
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC118514522|XP_035917385.1|ASTE
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC118511696|XP_035910997.1|ASTE
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC118511699|XP_035911001.1|ASTE
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC118512484|XP_035912872.1|ASTE
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC118512477|XP_035912859.1|ASTE
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC118512465|XP_035912828.1|ASTE
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC118509274|XP_035905521.1|ASTE
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC118513621|XP_035915570.1|ASTE
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC118513205|XP_035914597.1|ASTE
OG0004020	LOC119067510|XP_037026417.1|BCOP	LOC118509950|XP_035907174.1|ASTE
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC118511810|XP_035911243.1|ASTE
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC118514098|XP_035916531.1|ASTE
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC118514054|XP_035916440.1|ASTE
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC118512622|XP_035913195.1|ASTE
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC118510835|XP_035909054.1|ASTE
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC118510831|XP_035909043.1|ASTE
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC118510804|XP_035909012.1|ASTE
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC118510800|XP_035909005.1|ASTE
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC118510786|XP_035908976.1|ASTE
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC118510773|XP_035908933.1|ASTE
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC118510759|XP_035908896.1|ASTE
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC118510753|XP_035908891.1|ASTE
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC118510742|XP_035908866.1|ASTE
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC118514072|XP_035916491.1|ASTE
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC118514048|XP_035916432.1|ASTE
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC118514045|XP_035916424.1|ASTE
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC118514119|XP_035916591.1|ASTE
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC118514085|XP_035916511.1|ASTE
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC118514092|XP_035916517.1|ASTE
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC118513203|XP_035914593.1|ASTE
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC118513683|XP_035915681.1|ASTE
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC118514115|XP_035916584.1|ASTE
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC118510722|XP_035908824.1|ASTE
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC118510727|XP_035908832.1|ASTE
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC118510719|XP_035908819.1|ASTE
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC118510718|XP_035908818.1|ASTE
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC118510716|XP_035908813.1|ASTE
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC118510686|XP_035908746.1|ASTE
OG0004050	LOC119077053|XP_037040079.1|BCOP	LOC118510679|XP_035908735.1|ASTE
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC118512199|XP_035912196.1|ASTE
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC118505769|XP_035897905.1|ASTE
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC118512731|XP_035913484.1|ASTE
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC118505757|XP_035897867.1|ASTE
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC118505755|XP_035897865.1|ASTE
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC118507577|XP_035902123.1|ASTE
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC118506590|XP_035899840.1|ASTE
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC118511894|XP_035911417.1|ASTE
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC118506572|XP_035899807.1|ASTE
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC118506649|XP_035899943.1|ASTE
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC118506643|XP_035899924.1|ASTE
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC118506641|XP_035899916.1|ASTE
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC118506635|XP_035899897.1|ASTE
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC118506632|XP_035899896.1|ASTE
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC118506626|XP_035899890.1|ASTE
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC118506624|XP_035899886.1|ASTE
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC118506625|XP_035899887.1|ASTE
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC118506604|XP_035899864.1|ASTE
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC118505616|XP_035897569.1|ASTE
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC118505617|XP_035897570.1|ASTE
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC118504463|XP_035894856.1|ASTE
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC118508347|XP_035903927.1|ASTE
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC118517551|XP_035919684.1|ASTE
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC118517542|XP_035919674.1|ASTE
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC118517524|XP_035919646.1|ASTE
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC118504862|XP_035895791.1|ASTE
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC118505285|XP_035896759.1|ASTE
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC118505657|XP_035897641.1|ASTE
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC118505659|XP_035897643.1|ASTE
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC118505660|XP_035897645.1|ASTE
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC118505682|XP_035897708.1|ASTE
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC118504924|XP_035895902.1|ASTE
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC118506727|XP_035900157.1|ASTE
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC118502764|XP_035891241.1|ASTE
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC118505535|XP_035897343.1|ASTE
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC118505503|XP_035897264.1|ASTE
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC118505513|XP_035897305.1|ASTE
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC118504505|XP_035894925.1|ASTE
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC118504495|XP_035894911.1|ASTE
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC118507624|XP_035902239.1|ASTE
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC118507620|XP_035902231.1|ASTE
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC118507116|XP_035901013.1|ASTE
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC118507121|XP_035901019.1|ASTE
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC118507123|XP_035901024.1|ASTE
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC118507136|XP_035901059.1|ASTE
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC118507135|XP_035901057.1|ASTE
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC118507137|XP_035901060.1|ASTE
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC118505647|XP_035897622.1|ASTE
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC118504714|XP_035895444.1|ASTE
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC118504704|XP_035895430.1|ASTE
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC118504697|XP_035895418.1|ASTE
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC118504699|XP_035895421.1|ASTE
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC118504700|XP_035895422.1|ASTE
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC118504576|XP_035895110.1|ASTE
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC118504955|XP_035895968.1|ASTE
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC118517584|XP_035919752.1|ASTE
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC118517578|XP_035919727.1|ASTE
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC118506503|XP_035899611.1|ASTE
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC118505320|XP_035896858.1|ASTE
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC118517516|XP_035919634.1|ASTE
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC118503648|XP_035893057.1|ASTE
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC118505496|XP_035897249.1|ASTE
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC118505466|XP_035897168.1|ASTE
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC118506654|XP_035899961.1|ASTE
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC118506292|XP_035899117.1|ASTE
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC118503650|XP_035893062.1|ASTE
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC118507726|XP_035902573.1|ASTE
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC118507635|XP_035902252.1|ASTE
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC118506342|XP_035899218.1|ASTE
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC118502610|XP_035890870.1|ASTE
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC118502608|XP_035890866.1|ASTE
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC118502604|XP_035890861.1|ASTE
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC118502589|XP_035890833.1|ASTE
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC118508524|XP_035904276.1|ASTE
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC118517519|XP_035919641.1|ASTE
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC118507016|XP_035900846.1|ASTE
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC118507025|XP_035900868.1|ASTE
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC118507024|XP_035900867.1|ASTE
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC118507062|XP_035900933.1|ASTE
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC118504344|XP_035894598.1|ASTE
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC118507677|XP_035902360.1|ASTE
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC118508546|XP_035904328.1|ASTE
