Orthogroup	BCOP.longest_only	DPSE.longest_only
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC4803522|XP_015039144.1|DPSE
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC6898453|XP_002138496.1|DPSE
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC4813916|XP_001353891.1|DPSE
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC6901715|XP_002134383.2|DPSE
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC4804163|XP_001360767.2|DPSE
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC4805531|XP_033233259.1|DPSE
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC4817248|XP_001356741.2|DPSE
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC4813963|XP_001354122.1|DPSE
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC4812910|XP_015042798.1|DPSE
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC6898133|XP_002138212.3|DPSE
OG0004370	LOC119071899|XP_037032897.1|BCOP	LOC6903885|XP_015035086.2|DPSE
OG0004371	LOC119071517|XP_037032287.1|BCOP	LOC4815515|XP_001355400.2|DPSE
OG0004372	LOC119078166|XP_037041535.1|BCOP	LOC6899068|XP_002138992.3|DPSE
OG0004373	LOC119078317|XP_037041717.1|BCOP	LOC6898039|XP_002138127.1|DPSE
OG0004374	LOC119071871|XP_037032829.1|BCOP	LOC6898302|XP_033234382.1|DPSE
OG0004375	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP	LOC4812588|XP_001352683.1|DPSE
OG0004376	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP	LOC4812785|XP_001353530.4|DPSE
OG0004377	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP	LOC4812801|XP_001353710.1|DPSE
OG0004378	LOC119066430|XP_037024806.1|BCOP	LOC4804456|XP_015039967.2|DPSE
OG0004379	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP	LOC4805533|XP_001361921.1|DPSE
OG0004380	LOC119071928|XP_037032946.1|BCOP	LOC4805079|XP_001361541.2|DPSE
OG0004381	LOC119069548|XP_037029522.1|BCOP	LOC6897452|XP_002137600.3|DPSE
OG0004382	LOC119071477|XP_037032221.1|BCOP	LOC4803682|XP_001360359.3|DPSE
OG0004383	LOC119075393|XP_037037729.1|BCOP	LOC4803652|XP_001360335.3|DPSE
OG0004384	LOC119072616|XP_037033766.1|BCOP	LOC6898168|XP_002138246.1|DPSE
OG0004385	LOC119083533|XP_037049149.1|BCOP	LOC4805409|XP_001361814.1|DPSE
OG0004386	LOC119072602|XP_037033751.1|BCOP	LOC4804352|XP_001360926.4|DPSE
OG0004387	LOC119071847|XP_037032800.1|BCOP	LOC4812345|XP_001352895.3|DPSE
OG0004388	LOC119079112|XP_037042829.1|BCOP	LOC6898184|XP_002138255.2|DPSE
OG0004389	LOC119079017|XP_037042683.1|BCOP	LOC4812637|XP_001353027.3|DPSE
OG0004390	LOC119086004|XP_037052473.1|BCOP	LOC6900498|XP_015042850.2|DPSE
OG0004391	LOC119072017|XP_037033030.1|BCOP	LOC4804950|XP_033234305.1|DPSE
OG0004392	LOC119078300|XP_037041689.1|BCOP	LOC6900296|XP_015044093.2|DPSE
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC4803758|XP_001360422.3|DPSE
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC4803782|XP_033234787.1|DPSE
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC4805160|XP_033234484.1|DPSE
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC4804825|XP_001361327.2|DPSE
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC4804168|XP_001360772.1|DPSE
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC4804167|XP_033234806.1|DPSE
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC4804590|XP_001361126.1|DPSE
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC4803005|XP_001359810.2|DPSE
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC6903654|XP_002136817.3|DPSE
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC4803391|XP_001357531.2|DPSE
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC4803961|XP_001360599.3|DPSE
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC4805668|XP_001362029.3|DPSE
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC6900425|XP_002134816.2|DPSE
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC6900111|XP_015043797.2|DPSE
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC4805040|XP_001361505.2|DPSE
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC4813544|XP_001353602.2|DPSE
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC4811843|XP_001382223.3|DPSE
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC4803996|XP_001360627.3|DPSE
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC4812403|XP_001352893.3|DPSE
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC4812030|XP_001352892.3|DPSE
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC4803509|XP_001360222.3|DPSE
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC6898447|XP_002138490.1|DPSE
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC4804016|XP_001360646.3|DPSE
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC6903879|XP_002136630.1|DPSE
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC4800429|XP_001357707.2|DPSE
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC4804372|XP_001360945.4|DPSE
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC4805074|XP_004444386.2|DPSE
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC4803382|XP_001360089.3|DPSE
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC4813743|XP_001353962.1|DPSE
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC4813793|XP_001353790.1|DPSE
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC4804093|XP_001360711.2|DPSE
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC4805609|XP_004444553.3|DPSE
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC4812230|XP_001352985.2|DPSE
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC4812275|XP_001352978.1|DPSE
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC4812597|XP_001353018.2|DPSE
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC4802009|XP_015037539.1|DPSE
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC4818078|XP_033236275.1|DPSE
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC6900366|XP_033238229.1|DPSE
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC4800992|XP_001358167.3|DPSE
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC4800993|XP_001358168.4|DPSE
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC4813685|XP_001353520.3|DPSE
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC4804166|XP_001360770.2|DPSE
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC4804139|XP_001360745.2|DPSE
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC6898642|XP_033234001.1|DPSE
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC4804623|XP_001361156.2|DPSE
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC4803654|XP_001360337.1|DPSE
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC4803956|XP_001360594.2|DPSE
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC4803995|XP_001360626.1|DPSE
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC4817531|XP_001356946.1|DPSE
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC4805398|XP_001361803.2|DPSE
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC4813288|XP_001353362.2|DPSE
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC6898393|XP_002138440.1|DPSE
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC4804320|XP_015039809.2|DPSE
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC4800332|XP_001357580.2|DPSE
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC4801793|XP_001358830.1|DPSE
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC4804682|XP_001361203.1|DPSE
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC4813142|XP_015042830.1|DPSE
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC4803662|XP_001360345.2|DPSE
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC4804939|XP_001361421.1|DPSE
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC4804157|XP_001360763.4|DPSE
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC4802591|XP_001359484.2|DPSE
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC6901406|XP_002134092.2|DPSE
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC4813501|XP_015043308.2|DPSE
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC4812059|XP_033241150.1|DPSE
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC6900833|XP_015043386.2|DPSE
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC4813487|XP_001353799.1|DPSE
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC4813832|XP_001353159.3|DPSE
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC4811859|XP_001352920.2|DPSE
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC4812476|XP_015043538.2|DPSE
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC6900231|XP_015043996.2|DPSE
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC6903406|XP_002132285.3|DPSE
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC4812299|XP_001352915.4|DPSE
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC4812888|XP_001353532.2|DPSE
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC4813828|XP_001353533.1|DPSE
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC4813341|XP_001353148.4|DPSE
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC4817650|XP_033236239.1|DPSE
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC6897221|XP_002137393.2|DPSE
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC4805129|XP_001361583.1|DPSE
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC26533012|XP_015039837.2|DPSE
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC4804358|XP_001360932.1|DPSE
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC6898040|XP_002138128.2|DPSE
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC6901451|XP_002134137.3|DPSE, LOC6902592|XP_002133120.2|DPSE
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC4803573|XP_001360280.2|DPSE
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC4803876|XP_033234240.1|DPSE
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC117183718|XP_033234498.1|DPSE
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC4815780|XP_001355732.1|DPSE
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC6898433|XP_002138475.1|DPSE
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC4800315|XP_001357593.3|DPSE
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC4803518|XP_001360231.3|DPSE
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC4802303|XP_001359246.2|DPSE
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC4804001|XP_001360632.1|DPSE
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC4811890|XP_015043560.1|DPSE
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC6898094|XP_002138176.2|DPSE
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC4812498|XP_001352764.2|DPSE
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC6898639|XP_002138644.2|DPSE
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC4816244|XP_001355863.2|DPSE
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC4812277|XP_001352973.2|DPSE
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC6900536|XP_015042884.1|DPSE
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC6899762|XP_033241751.1|DPSE
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC4801633|XP_015037330.1|DPSE
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC4801096|XP_001358247.2|DPSE
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC4801879|XP_001358902.2|DPSE
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC6897149|XP_002137329.3|DPSE
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC4813813|XP_001353906.2|DPSE
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC4815877|XP_033238737.1|DPSE
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC6897159|XP_002137339.3|DPSE
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC4811803|XP_001352367.4|DPSE
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC4811847|XP_033237202.1|DPSE
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC4811775|XP_015044540.2|DPSE
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC4814705|XP_001354886.3|DPSE
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC4816007|XP_001355366.3|DPSE
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC4815147|XP_015041801.2|DPSE
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC6899742|XP_033239916.1|DPSE
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC4800464|XP_001357735.1|DPSE
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC4811677|XP_033240401.1|DPSE
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC4804832|XP_001361331.3|DPSE
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC4814882|XP_001354987.3|DPSE
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC4800351|XP_001357563.3|DPSE
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC4815346|XP_001354546.2|DPSE
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC4815021|XP_001354593.1|DPSE
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC6901544|XP_033238110.1|DPSE
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC4815120|XP_001354638.1|DPSE
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC4814470|XP_001355032.1|DPSE
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC4816068|XP_015041015.1|DPSE
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC4815058|XP_015041561.1|DPSE
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC4801670|XP_001358722.5|DPSE
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC4814791|XP_033240376.1|DPSE
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC4815749|XP_001355678.4|DPSE
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC6899833|XP_033239229.1|DPSE
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC4812029|XP_001352584.3|DPSE
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC6901646|XP_015041931.2|DPSE
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC4815485|XP_001355578.2|DPSE
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC6898514|XP_002138555.2|DPSE
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC4800298|XP_015038647.1|DPSE
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC4815156|XP_015041749.2|DPSE
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC4804150|XP_015039642.2|DPSE
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC4815980|XP_015041308.1|DPSE
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC4815610|XP_033240636.1|DPSE
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC6901405|XP_033237733.1|DPSE
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC4801736|XP_001358779.1|DPSE
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC4803539|XP_001360249.2|DPSE
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC4814587|XP_001354523.3|DPSE
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC4815305|XP_001355011.2|DPSE
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC6901853|XP_033239805.1|DPSE
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC6901962|XP_015041029.2|DPSE
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC4804625|XP_001361157.1|DPSE
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC6901115|XP_033238589.1|DPSE
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC4812729|XP_001353108.2|DPSE
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC4815353|XP_001354647.4|DPSE
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC4815316|XP_001354648.3|DPSE
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC4814453|XP_001355116.3|DPSE
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC6901796|XP_033240123.1|DPSE
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC4815864|XP_033237589.1|DPSE
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC4801563|XP_001358635.2|DPSE
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC26532752|XP_033238945.1|DPSE
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC4801368|XP_001358475.3|DPSE
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC4800943|XP_001358127.2|DPSE
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC4801257|XP_001358380.3|DPSE
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC4803083|XP_001359882.2|DPSE
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC4801067|XP_001358229.2|DPSE
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC4814695|XP_001354864.2|DPSE
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC4815711|XP_001355551.1|DPSE
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC4815534|XP_001355429.4|DPSE
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC4802738|XP_001359601.3|DPSE
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC4803819|XP_001360474.3|DPSE
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC4814237|XP_001354365.1|DPSE
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC4817577|XP_001356982.2|DPSE
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC4801428|XP_015037248.2|DPSE
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC6901462|XP_015041718.2|DPSE
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC4814746|XP_001354844.3|DPSE
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC4801816|XP_001358849.1|DPSE
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC4802010|XP_001359015.1|DPSE
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC4814894|XP_001354708.2|DPSE
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC6903014|XP_033236468.1|DPSE
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC6897130|XP_002137311.1|DPSE
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC4801524|XP_001358600.1|DPSE
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC4800323|XP_001357586.4|DPSE
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC6901210|XP_033240662.1|DPSE
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC4805232|XP_001361669.3|DPSE
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC4814562|XP_001354908.3|DPSE
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC4800346|XP_001357567.3|DPSE
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC4800348|XP_001357565.1|DPSE
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC4815852|XP_033240883.1|DPSE
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC4800996|XP_033233142.1|DPSE
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC4800998|XP_001358173.3|DPSE
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC4814877|XP_001354823.2|DPSE
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC4815024|XP_001354805.2|DPSE
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC4814196|XP_015042390.2|DPSE
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC4814720|XP_001355202.1|DPSE
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC4814683|XP_001354786.3|DPSE
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC4815221|XP_001355183.2|DPSE
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC4812678|XP_001353062.1|DPSE
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC4816829|XP_001356697.2|DPSE
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC4815575|XP_001355335.1|DPSE
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC4815816|XP_033239164.1|DPSE
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC6903640|XP_033238826.1|DPSE
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC4817414|XP_001356420.1|DPSE
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC4814739|XP_001354752.2|DPSE
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC4816002|XP_001355664.4|DPSE
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC4802903|XP_001359730.3|DPSE
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC6902173|XP_033238484.1|DPSE
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC6901538|XP_033238137.1|DPSE
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC4815197|XP_001355067.1|DPSE
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC6896706|XP_033236082.1|DPSE
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC4800386|XP_001357671.2|DPSE
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC4800385|XP_001357670.2|DPSE
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC4801525|XP_001358601.3|DPSE
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC4814214|XP_001354322.3|DPSE
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC6901553|XP_033238223.1|DPSE
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC4814927|XP_001354926.2|DPSE
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC4816935|XP_001356853.1|DPSE
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC4800703|XP_001357928.3|DPSE
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC4801959|XP_001358974.1|DPSE
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC4801011|XP_001358184.2|DPSE
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC4802797|XP_001359642.3|DPSE
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC4801457|XP_015037259.2|DPSE
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC4800505|XP_001357770.3|DPSE
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC4802428|XP_001359352.1|DPSE
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC6899785|XP_033241290.1|DPSE
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC6901154|XP_015041398.2|DPSE
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC6900299|XP_033240304.1|DPSE
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC4816000|XP_001355420.3|DPSE
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC26534253|XP_015038977.1|DPSE
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC4800238|XP_003736225.2|DPSE
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC4801440|XP_001358534.1|DPSE
OG0004632	LOC119069943|XP_037030063.1|BCOP	LOC4801437|XP_001358532.5|DPSE
OG0004633	LOC119068696|XP_037028281.1|BCOP, LOC119072990|XP_037034208.1|BCOP	LOC4800503|XP_001357769.4|DPSE
OG0004635	LOC119068836|XP_037028520.1|BCOP	LOC6901052|XP_015042232.2|DPSE
OG0004636	LOC119067512|XP_037026420.1|BCOP	LOC4815035|XP_001354697.4|DPSE
OG0004637	LOC119067412|XP_037026255.1|BCOP	LOC6901857|XP_033240545.1|DPSE
OG0004638	LOC119081786|XP_037046891.1|BCOP, LOC119077833|XP_037041043.1|BCOP	LOC4814891|XP_033237585.1|DPSE
OG0004639	LOC119069321|XP_037029271.1|BCOP	LOC6897067|XP_002137251.2|DPSE
OG0004640	LOC119069317|XP_037029265.1|BCOP	LOC6897066|XP_033232440.1|DPSE
