Orthogroup	BCOP.longest_only	DSUB.longest_only
OG0004746	LOC119069828|XP_037029885.1|BCOP	LOC117898023|XP_034663047.1|DSUB
OG0004747	LOC119069829|XP_037029886.1|BCOP	LOC117898025|XP_034663053.1|DSUB
OG0004748	LOC119075771|XP_037038213.1|BCOP	LOC117898021|XP_034663044.1|DSUB
OG0004749	LOC119069481|XP_037029443.1|BCOP	LOC117899749|XP_034665886.1|DSUB
OG0004750	LOC119069260|XP_037029212.1|BCOP	LOC117896472|XP_034660697.1|DSUB
OG0004751	LOC119069668|XP_037029682.1|BCOP	LOC117898255|XP_034663400.1|DSUB
OG0004752	LOC119069343|XP_037029309.1|BCOP	LOC117899373|XP_034665244.1|DSUB
OG0004753	LOC119067355|XP_037026159.1|BCOP	LOC117897382|XP_034662082.1|DSUB
OG0004754	LOC119067352|XP_037026157.1|BCOP	LOC117898657|XP_034664123.1|DSUB
OG0004755	LOC119080984|XP_037045527.1|BCOP	LOC117899662|XP_034665736.1|DSUB
OG0004756	LOC119080730|XP_037045153.1|BCOP	LOC117899658|XP_034665732.1|DSUB
OG0004757	LOC119067873|XP_037027030.1|BCOP	LOC117897660|XP_034662535.1|DSUB
OG0004758	LOC119070554|XP_037030850.1|BCOP	LOC117897554|XP_034662373.1|DSUB
OG0004759	LOC119069605|XP_037029591.1|BCOP	LOC117896428|XP_034660640.1|DSUB
OG0004760	LOC119070578|XP_037030880.1|BCOP	LOC117899475|XP_034665395.1|DSUB
OG0004761	LOC119069129|XP_037028924.1|BCOP	LOC117896576|XP_034660870.1|DSUB
OG0004762	LOC119067783|XP_037026816.1|BCOP	LOC117901677|XP_034668410.1|DSUB
OG0004763	LOC119067997|XP_037027252.1|BCOP	LOC117896620|XP_034660949.1|DSUB
OG0004764	LOC119067356|XP_037026160.1|BCOP	LOC117897585|XP_034662430.1|DSUB
OG0004765	LOC119069468|XP_037029415.1|BCOP	LOC117897332|XP_034661992.1|DSUB
OG0004766	LOC119067506|XP_037026412.1|BCOP	LOC117897441|XP_034662172.1|DSUB
OG0004767	LOC119070408|XP_037030630.1|BCOP	LOC117897624|XP_034662483.1|DSUB
OG0004768	LOC119069191|XP_037029032.1|BCOP	LOC117899604|XP_034665618.1|DSUB
OG0004769	LOC119079864|XP_037043837.1|BCOP	LOC117902411|XP_034669644.1|DSUB
OG0004770	LOC119074486|XP_037036528.1|BCOP	LOC117897359|XP_034662032.1|DSUB
OG0004771	LOC119068586|XP_037028127.1|BCOP	LOC117898882|XP_034664456.1|DSUB
OG0004772	LOC119084665|XP_037050639.1|BCOP	LOC117896682|XP_034661023.1|DSUB
OG0004773	LOC119067991|XP_037027247.1|BCOP	LOC117896200|XP_034660215.1|DSUB
OG0004774	LOC119067992|XP_037027248.1|BCOP	LOC117896198|XP_034660186.1|DSUB
OG0004775	LOC119067990|XP_037027244.1|BCOP	LOC117898447|XP_034663745.1|DSUB
OG0004776	LOC119085433|XP_037051748.1|BCOP	LOC117890156|XP_034650740.1|DSUB
OG0004777	LOC119069288|XP_037029251.1|BCOP	LOC117897163|XP_034661725.1|DSUB
OG0004778	LOC119068433|XP_037027898.1|BCOP	LOC117901522|XP_034668190.1|DSUB
OG0004779	LOC119073964|XP_037035763.1|BCOP	LOC117898563|XP_034663940.1|DSUB
OG0004780	LOC119078505|XP_037041959.1|BCOP	LOC117900257|XP_034666447.1|DSUB
OG0004781	LOC119069795|XP_037029836.1|BCOP	LOC117896234|XP_034660270.1|DSUB
OG0004782	LOC119070124|XP_037030338.1|BCOP	LOC117898422|XP_034663694.1|DSUB
OG0004783	LOC119083283|XP_037048870.1|BCOP	LOC117891306|XP_034652645.1|DSUB
OG0004784	LOC119068807|XP_037028475.1|BCOP	LOC117896979|XP_034661425.1|DSUB
OG0004785	LOC119068935|XP_037028694.1|BCOP	LOC117896674|XP_034661011.1|DSUB
OG0004786	LOC119069254|XP_037029203.1|BCOP	LOC117896835|XP_034661241.1|DSUB
OG0004787	LOC119069280|XP_037029237.1|BCOP	LOC117896042|XP_034659941.1|DSUB
OG0004788	LOC119069238|XP_037029174.1|BCOP	LOC117897466|XP_034662204.1|DSUB
OG0004789	LOC119069256|XP_037029205.1|BCOP	LOC117897331|XP_034661991.1|DSUB
OG0004790	LOC119069286|XP_037029249.1|BCOP	LOC117898058|XP_034663116.1|DSUB
OG0004791	LOC119069204|XP_037029070.1|BCOP	LOC117898386|XP_034663632.1|DSUB
OG0004792	LOC119067931|XP_037027140.1|BCOP	LOC117898798|XP_034664330.1|DSUB
OG0004793	LOC119067371|XP_037026178.1|BCOP	LOC117898391|XP_034663639.1|DSUB
OG0004794	LOC119070535|XP_037030803.1|BCOP	LOC117899683|XP_034665764.1|DSUB
OG0004795	LOC119070441|XP_037030686.1|BCOP	LOC117898869|XP_034664439.1|DSUB
OG0004796	LOC119067762|XP_037026789.1|BCOP	LOC117898304|XP_034663470.1|DSUB
OG0004797	LOC119069040|XP_037028803.1|BCOP	LOC117896599|XP_034660916.1|DSUB
OG0004799	LOC119081245|XP_037045871.1|BCOP	LOC117899515|XP_034665459.1|DSUB
OG0004800	LOC119067464|XP_037026345.1|BCOP	LOC117899733|XP_034665868.1|DSUB
OG0004801	LOC119076307|XP_037038908.1|BCOP	LOC117899584|XP_034665592.1|DSUB
OG0004802	LOC119073243|XP_037034453.1|BCOP	LOC117896203|XP_034660221.1|DSUB
OG0004803	LOC119070484|XP_037030732.1|BCOP	LOC117899634|XP_034665683.1|DSUB
OG0004804	LOC119070545|XP_037030813.1|BCOP	LOC117899605|XP_034665625.1|DSUB
OG0004805	LOC119067280|XP_037026052.1|BCOP	LOC117897112|XP_034661653.1|DSUB
OG0004806	LOC119068779|XP_037028433.1|BCOP	LOC117902212|XP_034669327.1|DSUB
OG0004807	LOC119079932|XP_037043930.1|BCOP	LOC117896033|XP_034659932.1|DSUB
OG0004808	LOC119077387|XP_037040481.1|BCOP	LOC117897802|XP_034662742.1|DSUB
OG0004809	LOC119083955|XP_037049661.1|BCOP	LOC117896333|XP_034660464.1|DSUB
OG0004810	LOC119083935|XP_037049648.1|BCOP	LOC117897272|XP_034661889.1|DSUB
OG0004811	LOC119070082|XP_037030285.1|BCOP	LOC117894081|XP_034656834.1|DSUB
OG0004812	LOC119069596|XP_037029581.1|BCOP	LOC117897316|XP_034661959.1|DSUB
OG0004813	LOC119079861|XP_037043833.1|BCOP	LOC117898695|XP_034664201.1|DSUB
OG0004814	LOC119067023|XP_037025646.1|BCOP	LOC117896127|XP_034660075.1|DSUB
OG0004815	LOC119083592|XP_037049229.1|BCOP	LOC117901440|XP_034668116.1|DSUB
OG0004816	LOC119069056|XP_037028825.1|BCOP	LOC117903313|XP_034671140.1|DSUB
OG0004817	LOC119069060|XP_037028830.1|BCOP	LOC117903311|XP_034671136.1|DSUB
OG0004818	LOC119067224|XP_037025965.1|BCOP	LOC117897120|XP_034661664.1|DSUB
OG0004819	LOC119068473|XP_037027980.1|BCOP	LOC117898465|XP_034663779.1|DSUB
OG0004820	LOC119068667|XP_037028244.1|BCOP	LOC117897102|XP_034661638.1|DSUB
OG0004821	LOC119085770|XP_037052157.1|BCOP	LOC117898878|XP_034664452.1|DSUB
OG0004822	LOC119069781|XP_037029818.1|BCOP	LOC117898207|XP_034663319.1|DSUB
OG0004823	LOC119068767|XP_037028415.1|BCOP	LOC117896678|XP_034661014.1|DSUB
OG0004824	LOC119068789|XP_037028443.1|BCOP	LOC117896679|XP_034661018.1|DSUB
OG0004825	LOC119085044|XP_037051150.1|BCOP	LOC117902946|XP_034670451.1|DSUB
OG0004826	LOC119085265|XP_037051511.1|BCOP	LOC117896175|XP_034660149.1|DSUB
OG0004827	LOC119068308|XP_037027748.1|BCOP	LOC117897184|XP_034661774.1|DSUB
OG0004828	LOC119069743|XP_037029777.1|BCOP	LOC117898565|XP_034663943.1|DSUB
OG0004829	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP	LOC117897032|XP_034661502.1|DSUB
OG0004830	LOC119067939|XP_037027150.1|BCOP	LOC117899199|XP_034664963.1|DSUB
OG0004831	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP	LOC117894580|XP_034657613.1|DSUB
OG0004832	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP	LOC117897296|XP_034661931.1|DSUB
OG0004833	LOC119067299|XP_037026095.1|BCOP	LOC117898221|XP_034663344.1|DSUB
OG0004834	LOC119067924|XP_037027126.1|BCOP	LOC117898464|XP_034663778.1|DSUB
OG0004835	LOC119070460|XP_037030708.1|BCOP	LOC117897934|XP_034662916.1|DSUB
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	LOC117897851|XP_034662812.1|DSUB
OG0004837	LOC119072528|XP_037033671.1|BCOP	LOC117894653|XP_034657720.1|DSUB
OG0004838	LOC119070505|XP_037030757.1|BCOP	LOC117896865|XP_034661286.1|DSUB
OG0004839	LOC119070503|XP_037030747.1|BCOP	LOC117899196|XP_034664954.1|DSUB
OG0004840	LOC119077749|XP_037040952.1|BCOP	LOC117897346|XP_034662010.1|DSUB
OG0004841	LOC119082998|XP_037048532.1|BCOP	LOC117901684|XP_034668418.1|DSUB
OG0004842	LOC119069119|XP_037028911.1|BCOP	LOC117898159|XP_034663258.1|DSUB
OG0004843	LOC119068430|XP_037027895.1|BCOP	LOC117897053|XP_034661536.1|DSUB
OG0004844	LOC119067104|XP_037025763.1|BCOP	LOC117900275|XP_034666475.1|DSUB
OG0004845	LOC119067100|XP_037025758.1|BCOP	LOC117896433|XP_034660653.1|DSUB
OG0004846	LOC119066722|XP_037025232.1|BCOP	LOC117900433|XP_034666694.1|DSUB
OG0004847	LOC119072915|XP_037034128.1|BCOP	LOC117900427|XP_034666684.1|DSUB
OG0004848	LOC119073856|XP_037035614.1|BCOP	LOC117898203|XP_034663315.1|DSUB
OG0004849	LOC119081136|XP_037045779.1|BCOP	LOC117901553|XP_034668241.1|DSUB
OG0004850	LOC119085749|XP_037052126.1|BCOP	LOC117896335|XP_034660466.1|DSUB
OG0004851	LOC119085754|XP_037052132.1|BCOP	LOC117898146|XP_034663236.1|DSUB
OG0004852	LOC119085767|XP_037052147.1|BCOP	LOC117898629|XP_034664079.1|DSUB
OG0004853	LOC119081784|XP_037046889.1|BCOP	LOC117892180|XP_034654157.1|DSUB
OG0004854	LOC119084865|XP_037050895.1|BCOP	LOC117894942|XP_034658155.1|DSUB
OG0004855	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP	LOC117893244|XP_034655699.1|DSUB
OG0004856	LOC119073469|XP_037034868.1|BCOP	LOC117894126|XP_034656905.1|DSUB
OG0004857	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP	LOC117894957|XP_034658178.1|DSUB
OG0004858	LOC119079828|XP_037043787.1|BCOP	LOC117894123|XP_034656898.1|DSUB
OG0004859	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP	LOC117894136|XP_034656922.1|DSUB
OG0004860	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP	LOC117894352|XP_034657232.1|DSUB
OG0004861	LOC119081072|XP_037045692.1|BCOP	LOC117895871|XP_034659741.1|DSUB
OG0004862	LOC119074388|XP_037036406.1|BCOP	LOC117894440|XP_034657398.1|DSUB
OG0004863	LOC119084931|XP_037050965.1|BCOP	LOC117894565|XP_034657590.1|DSUB
OG0004864	LOC119081219|XP_037045838.1|BCOP	LOC117895359|XP_034658834.1|DSUB
OG0004865	LOC119080887|XP_037045361.1|BCOP	LOC117898783|XP_034664310.1|DSUB
OG0004866	LOC119080369|XP_037044561.1|BCOP	LOC117893910|XP_034656581.1|DSUB
OG0004867	LOC119073990|XP_037035795.1|BCOP	LOC117891649|XP_034653089.1|DSUB
OG0004868	LOC119079744|XP_037043708.1|BCOP	LOC117890473|XP_034651227.1|DSUB
OG0004869	LOC119081377|XP_037046154.1|BCOP	LOC117892409|XP_034654530.1|DSUB
OG0004870	LOC119081382|XP_037046165.1|BCOP	LOC117891065|XP_034652129.1|DSUB
OG0004871	LOC119078931|XP_037042571.1|BCOP	LOC117892445|XP_034654578.1|DSUB
OG0004872	LOC119081560|XP_037046484.1|BCOP	LOC117891646|XP_034653084.1|DSUB
OG0004873	LOC119071534|XP_037032314.1|BCOP	LOC117902804|XP_034670316.1|DSUB
OG0004874	LOC119077748|XP_037040934.1|BCOP	LOC117897503|XP_034662285.1|DSUB
OG0004875	LOC119068412|XP_037027870.1|BCOP	LOC117903452|XP_034671376.1|DSUB
OG0004876	LOC119072503|XP_037033642.1|BCOP	LOC117900168|XP_034666305.1|DSUB
OG0004877	LOC119075483|XP_037037829.1|BCOP	LOC117895038|XP_034658303.1|DSUB
OG0004878	LOC119080515|XP_037044819.1|BCOP	LOC117891200|XP_034652427.1|DSUB
OG0004879	LOC119073821|XP_037035500.1|BCOP	LOC117891155|XP_034652304.1|DSUB
OG0004880	LOC119073313|XP_037034596.1|BCOP	LOC117893867|XP_034656530.1|DSUB
OG0004881	LOC119081274|XP_037045925.1|BCOP	LOC117895642|XP_034659316.1|DSUB
OG0004882	LOC119081283|XP_037045939.1|BCOP	LOC117893919|XP_034656592.1|DSUB
OG0004883	LOC119081280|XP_037045935.1|BCOP	LOC117895225|XP_034658612.1|DSUB
OG0004884	LOC119073428|XP_037034784.1|BCOP	LOC117891663|XP_034653112.1|DSUB
OG0004885	LOC119076083|XP_037038629.1|BCOP	LOC117890748|XP_034651696.1|DSUB
OG0004886	LOC119080153|XP_037044265.1|BCOP	LOC117890461|XP_034651199.1|DSUB
OG0004887	LOC119080147|XP_037044261.1|BCOP	LOC117891860|XP_034653513.1|DSUB
OG0004888	LOC119075404|XP_037037746.1|BCOP	LOC117892615|XP_034654856.1|DSUB
OG0004889	LOC119074112|XP_037035973.1|BCOP	LOC117891902|XP_034653616.1|DSUB
OG0004890	LOC119080893|XP_037045368.1|BCOP	LOC117889972|XP_034650429.1|DSUB
OG0004891	LOC119070729|XP_037031080.1|BCOP	LOC117903587|XP_034671698.1|DSUB
OG0004892	LOC119071890|XP_037032884.1|BCOP	LOC117890163|XP_034650750.1|DSUB
OG0004893	LOC119079913|XP_037043898.1|BCOP	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB
OG0004894	LOC119077347|XP_037040431.1|BCOP	LOC117891510|XP_034652895.1|DSUB
OG0004895	LOC119074084|XP_037035934.1|BCOP	LOC117892118|XP_034654038.1|DSUB
OG0004896	LOC119085038|XP_037051129.1|BCOP	LOC117890310|XP_034650981.1|DSUB
OG0004897	LOC119081407|XP_037046196.1|BCOP	LOC117892110|XP_034654013.1|DSUB
OG0004898	LOC119073887|XP_037035667.1|BCOP	LOC117891675|XP_034653137.1|DSUB
OG0004899	LOC119079716|XP_037043667.1|BCOP	LOC117891543|XP_034652944.1|DSUB
OG0004900	LOC119079987|XP_037044039.1|BCOP	LOC117890346|XP_034651028.1|DSUB
OG0004901	LOC119079334|XP_037043047.1|BCOP	LOC117892450|XP_034654586.1|DSUB
OG0004902	LOC119070375|XP_037030578.1|BCOP	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC119084961|XP_037051004.1|BCOP	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC119074005|XP_037035834.1|BCOP	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC119073847|XP_037035584.1|BCOP	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC119080319|XP_037044488.1|BCOP	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC119080380|XP_037044582.1|BCOP	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC119071877|XP_037032854.1|BCOP	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC119071865|XP_037032825.1|BCOP	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC119077381|XP_037040472.1|BCOP	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC119084868|XP_037050900.1|BCOP	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC119076239|XP_037038800.1|BCOP	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC119075480|XP_037037825.1|BCOP	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC119080698|XP_037045046.1|BCOP	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC119074973|XP_037037271.1|BCOP	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC119073188|XP_037034394.1|BCOP	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC119081123|XP_037045761.1|BCOP	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC119076625|XP_037039390.1|BCOP	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC119075016|XP_037037322.1|BCOP	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC119067779|XP_037026813.1|BCOP	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC119079333|XP_037043051.1|BCOP	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC119083668|XP_037049348.1|BCOP	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC119086074|XP_037052548.1|BCOP	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC119073245|XP_037034460.1|BCOP	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC119083561|XP_037049175.1|BCOP	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC119081722|XP_037046759.1|BCOP	LOC117891868|XP_034653521.1|DSUB
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC119073436|XP_037034812.1|BCOP	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC119079833|XP_037043794.1|BCOP	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC119079265|XP_037042938.1|BCOP	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC119080367|XP_037044559.1|BCOP	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC119080314|XP_037044484.1|BCOP	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC119081616|XP_037046557.1|BCOP	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC119079896|XP_037043880.1|BCOP	LOC117893335|XP_034655816.1|DSUB
OG0004939	LOC119077464|XP_037040565.1|BCOP	LOC117895430|XP_034658970.1|DSUB
OG0004940	LOC119077365|XP_037040445.1|BCOP	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC119079991|XP_037044049.1|BCOP	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC119076517|XP_037039201.1|BCOP	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC119076891|XP_037039794.1|BCOP	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC119081254|XP_037045884.1|BCOP	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC119071639|XP_037032495.1|BCOP	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC119066317|XP_037024601.1|BCOP	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC119084690|XP_037050665.1|BCOP	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC119076038|XP_037038560.1|BCOP	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC119076222|XP_037038775.1|BCOP	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC119073892|XP_037035675.1|BCOP	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC119068251|XP_037027682.1|BCOP	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC119077106|XP_037040164.1|BCOP	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC119084905|XP_037050955.1|BCOP	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC119073320|XP_037034605.1|BCOP	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC119079417|XP_037043215.1|BCOP	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC119073733|XP_037035260.1|BCOP	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC119081433|XP_037046249.1|BCOP	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC119074040|XP_037035881.1|BCOP	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC119078298|XP_037041687.1|BCOP	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC119084962|XP_037051006.1|BCOP	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC119073263|XP_037034536.1|BCOP	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC119084801|XP_037050763.1|BCOP	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC119081263|XP_037045899.1|BCOP	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC119080539|XP_037044848.1|BCOP	LOC117893301|XP_034655768.1|DSUB
OG0004966	LOC119080490|XP_037044777.1|BCOP	LOC117893290|XP_034655750.1|DSUB
OG0004967	LOC119081371|XP_037046145.1|BCOP	LOC117892410|XP_034654531.1|DSUB
OG0004968	LOC119080918|XP_037045429.1|BCOP	LOC117894964|XP_034658188.1|DSUB
OG0004969	LOC119083682|XP_037049362.1|BCOP	LOC117890462|XP_034651201.1|DSUB
OG0004970	LOC119080913|XP_037045415.1|BCOP	LOC117894959|XP_034658180.1|DSUB
OG0004971	LOC119080915|XP_037045420.1|BCOP	LOC117894962|XP_034658184.1|DSUB
OG0004972	LOC119080925|XP_037045440.1|BCOP	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC119080934|XP_037045449.1|BCOP	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC119080720|XP_037045101.1|BCOP	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC119080177|XP_037044298.1|BCOP	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC119082796|XP_037048338.1|BCOP	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC119073470|XP_037034870.1|BCOP	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC119084805|XP_037050771.1|BCOP	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC119080645|XP_037044953.1|BCOP	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC119071510|XP_037032268.1|BCOP	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC119071300|XP_037032073.1|BCOP	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC119071251|XP_037031984.1|BCOP	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC119073305|XP_037034582.1|BCOP	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC119073303|XP_037034580.1|BCOP	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC119083866|XP_037049567.1|BCOP	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC119072209|XP_037033277.1|BCOP	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC119080661|XP_037044980.1|BCOP	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC119080758|XP_037045213.1|BCOP	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC119073677|XP_037035179.1|BCOP	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC119080383|XP_037044585.1|BCOP	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC119080381|XP_037044583.1|BCOP	LOC117892568|XP_034654781.1|DSUB
OG0004994	LOC119077236|XP_037040301.1|BCOP	LOC117893477|XP_034655991.1|DSUB
OG0004997	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC119080350|XP_037044547.1|BCOP	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC119085242|XP_037051460.1|BCOP	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC119073414|XP_037034757.1|BCOP	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC119075762|XP_037038201.1|BCOP	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC119077769|XP_037040978.1|BCOP	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC119080535|XP_037044843.1|BCOP	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC119081614|XP_037046555.1|BCOP	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC119079297|XP_037042979.1|BCOP	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC119079664|XP_037043609.1|BCOP	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC119079272|XP_037042946.1|BCOP	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC119079683|XP_037043635.1|BCOP	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC119073419|XP_037034759.1|BCOP	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC119078133|XP_037041530.1|BCOP	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC119072370|XP_037033460.1|BCOP	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC119080448|XP_037044708.1|BCOP	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC119074550|XP_037036624.1|BCOP	LOC117896226|XP_034660252.1|DSUB
OG0005015	LOC119079346|XP_037043071.1|BCOP	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC119074671|XP_037036853.1|BCOP	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC119066121|XP_037024300.1|BCOP	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC119076971|XP_037039962.1|BCOP	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC119076429|XP_037039073.1|BCOP	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC119081392|XP_037046174.1|BCOP	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC119077651|XP_037040766.1|BCOP	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC119068432|XP_037027897.1|BCOP	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC119079831|XP_037043792.1|BCOP	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC119076642|XP_037039408.1|BCOP	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC119074896|XP_037037138.1|BCOP	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC119081220|XP_037045839.1|BCOP	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC119073701|XP_037035196.1|BCOP	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC119068477|XP_037027983.1|BCOP	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC119075588|XP_037037955.1|BCOP	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC119068277|XP_037027706.1|BCOP	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC119086060|XP_037052530.1|BCOP	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC119076635|XP_037039398.1|BCOP	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC119081726|XP_037046767.1|BCOP	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC119081823|XP_037046954.1|BCOP	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC119080717|XP_037045094.1|BCOP	LOC117894662|XP_034657728.1|DSUB
