Orthogroup	BCOP.longest_only	DALB.longest_only
OG0004335	LOC119070088|XP_037030296.1|BCOP	LOC117566885|XP_034102389.1|DALB
OG0004336	LOC119079944|XP_037043947.1|BCOP	LOC117566884|XP_034102388.1|DALB
OG0004337	LOC119071972|XP_037033001.1|BCOP	LOC117565969|XP_034101257.1|DALB
OG0004338	LOC119071398|XP_037032170.1|BCOP	LOC117567581|XP_034103553.1|DALB
OG0004339	LOC119071337|XP_037032117.1|BCOP	LOC117571156|XP_034109055.1|DALB
OG0004340	LOC119071271|XP_037032031.1|BCOP	LOC117571155|XP_034109054.1|DALB
OG0004341	LOC119071295|XP_037032064.1|BCOP	LOC117568545|XP_034105154.1|DALB
OG0004342	LOC119066421|XP_037024788.1|BCOP	LOC117569692|XP_034106837.1|DALB
OG0004343	LOC119066093|XP_037024260.1|BCOP	LOC117567838|XP_034103977.1|DALB
OG0004344	LOC119066834|XP_037025390.1|BCOP	LOC117570251|XP_034107651.1|DALB
OG0004345	LOC119074201|XP_037036092.1|BCOP	LOC117565075|XP_034099914.1|DALB
OG0004346	LOC119066137|XP_037024323.1|BCOP	LOC117570881|XP_034108663.1|DALB
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC117568826|XP_034105592.1|DALB
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC117566736|XP_034102169.1|DALB
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC117568687|XP_034105388.1|DALB
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC117570269|XP_034107674.1|DALB
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC117572077|XP_034110556.1|DALB
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC117576820|XP_034117783.1|DALB
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC117575041|XP_034115013.1|DALB
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC117574627|XP_034114408.1|DALB
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC117575703|XP_034115918.1|DALB
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC117569370|XP_034106392.1|DALB
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC117569814|XP_034107024.1|DALB
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC117569772|XP_034106960.1|DALB
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC117572462|XP_034111188.1|DALB
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC117566981|XP_034102535.1|DALB
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC117574544|XP_034114305.1|DALB
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC117570028|XP_034107341.1|DALB
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC117566721|XP_034102190.1|DALB
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC117567755|XP_034103834.1|DALB
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC117571282|XP_034109235.1|DALB
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC117564080|XP_034098599.1|DALB
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC117571021|XP_034108871.1|DALB
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC117567746|XP_034103822.1|DALB
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC117570233|XP_034107628.1|DALB
OG0004370	LOC119071899|XP_037032897.1|BCOP	LOC117566346|XP_034101723.1|DALB
OG0004371	LOC119071517|XP_037032287.1|BCOP	LOC117578060|XP_034119087.1|DALB
OG0004372	LOC119078166|XP_037041535.1|BCOP	LOC117570592|XP_034108227.1|DALB
OG0004373	LOC119078317|XP_037041717.1|BCOP	LOC117566781|XP_034102215.1|DALB
OG0004374	LOC119071871|XP_037032829.1|BCOP	LOC117571741|XP_034109950.1|DALB
OG0004375	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP	LOC117568093|XP_034104364.1|DALB
OG0004376	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP	LOC117570106|XP_034107453.1|DALB
OG0004377	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP	LOC117569309|XP_034106313.1|DALB
OG0004378	LOC119066430|XP_037024806.1|BCOP	LOC117568024|XP_034104244.1|DALB
OG0004379	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP	LOC117572249|XP_034110828.1|DALB
OG0004380	LOC119071928|XP_037032946.1|BCOP	LOC117568804|XP_034105556.1|DALB
OG0004381	LOC119069548|XP_037029522.1|BCOP	LOC117575970|XP_034116340.1|DALB
OG0004382	LOC119071477|XP_037032221.1|BCOP	LOC117566961|XP_034102502.1|DALB
OG0004383	LOC119075393|XP_037037729.1|BCOP	LOC117572154|XP_034110691.1|DALB
OG0004384	LOC119072616|XP_037033766.1|BCOP	LOC117572156|XP_034110694.1|DALB
OG0004385	LOC119083533|XP_037049149.1|BCOP	LOC117571102|XP_034108975.1|DALB
OG0004386	LOC119072602|XP_037033751.1|BCOP	LOC117569287|XP_034106284.1|DALB
OG0004387	LOC119071847|XP_037032800.1|BCOP	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC119079112|XP_037042829.1|BCOP	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC119079017|XP_037042683.1|BCOP	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC119086004|XP_037052473.1|BCOP	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC119072017|XP_037033030.1|BCOP	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC119078300|XP_037041689.1|BCOP	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC117569478|XP_034106536.1|DALB
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC117575038|XP_034115010.1|DALB
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC117571346|XP_034109346.1|DALB
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC117576031|XP_034116431.1|DALB
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC117567203|XP_034102924.1|DALB
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC117575377|XP_034115441.1|DALB
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC117572148|XP_034110679.1|DALB
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC117570856|XP_034108627.1|DALB
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC117572407|XP_034111080.1|DALB
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC117569635|XP_034106765.1|DALB, LOC117568243|XP_034104611.1|DALB
OG0004491	LOC119073502|XP_037034912.1|BCOP, LOC119078145|XP_037041515.1|BCOP	LOC117564514|XP_034099225.1|DALB
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC117569714|XP_034106874.1|DALB, LOC117566880|XP_034102383.1|DALB
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC117570799|XP_034108546.1|DALB
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC117573150|XP_034111992.1|DALB
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC117576673|XP_034117556.1|DALB
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC117573884|XP_034113261.1|DALB
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC117573451|XP_034112564.1|DALB
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC117574934|XP_034114874.1|DALB
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC117567354|XP_034103179.1|DALB
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC117572048|XP_034110554.1|DALB
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC117574286|XP_034113928.1|DALB
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC117573218|XP_034112126.1|DALB
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC117573157|XP_034112007.1|DALB
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC117573090|XP_034111886.1|DALB
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC117567505|XP_034103431.1|DALB
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC117577612|XP_034118353.1|DALB
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC117565255|XP_034100165.1|DALB
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC117578149|XP_034119261.1|DALB
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC117576124|XP_034116573.1|DALB
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC117577944|XP_034118860.1|DALB
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC117568257|XP_034104630.1|DALB
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC117578099|XP_034119165.1|DALB
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC117576447|XP_034117101.1|DALB
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC117568658|XP_034105351.1|DALB
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC117578082|XP_034119133.1|DALB
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC117566816|XP_034102271.1|DALB
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC117578150|XP_034119259.1|DALB
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC117573556|XP_034112733.1|DALB
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC117564339|XP_034098941.1|DALB
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC117577663|XP_034118441.1|DALB
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC117574926|XP_034114868.1|DALB
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC117563205|XP_034101194.1|DALB
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC117565477|XP_034100516.1|DALB
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC117577740|XP_034118542.1|DALB
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC117571643|XP_034109764.1|DALB
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC117578294|XP_034119624.1|DALB
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC117573242|XP_034112189.1|DALB
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC117571579|XP_034109682.1|DALB
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC117573565|XP_034112741.1|DALB
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC117569908|XP_034107142.1|DALB
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC117570419|XP_034107936.1|DALB
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC117578219|XP_034119484.1|DALB
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC117577320|XP_034118175.1|DALB
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC117567083|XP_034102774.1|DALB
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB
OG0004546	LOC119070842|XP_037031246.1|BCOP	LOC117567455|XP_034103359.1|DALB
OG0004547	LOC119082346|XP_037047761.1|BCOP	LOC117564640|XP_034099395.1|DALB
OG0004548	LOC119082738|XP_037048217.1|BCOP	LOC117577575|XP_034118304.1|DALB
OG0004549	LOC119069633|XP_037029632.1|BCOP	LOC117566608|XP_034102043.1|DALB
OG0004550	LOC119067204|XP_037025941.1|BCOP	LOC117567905|XP_034104075.1|DALB
OG0004551	LOC119067202|XP_037025939.1|BCOP	LOC117566808|XP_034102247.1|DALB
OG0004552	LOC119079901|XP_037043886.1|BCOP, LOC119067396|XP_037026220.1|BCOP	LOC117569796|XP_034107001.1|DALB
OG0004553	LOC119080846|XP_037045303.1|BCOP	LOC117572011|XP_034110423.1|DALB
OG0004554	LOC119084445|XP_037050324.1|BCOP	LOC117563840|XP_034098264.1|DALB
OG0004555	LOC119084399|XP_037050261.1|BCOP	LOC117577609|XP_034118345.1|DALB
OG0004556	LOC119067304|XP_037026106.1|BCOP	LOC117568997|XP_034105868.1|DALB
OG0004557	LOC119068404|XP_037027861.1|BCOP	LOC117573829|XP_034113152.1|DALB
OG0004558	LOC119070330|XP_037030495.1|BCOP	LOC117578189|XP_034119396.1|DALB
OG0004559	LOC119070381|XP_037030589.1|BCOP	LOC117575176|XP_034115178.1|DALB
OG0004560	LOC119067485|XP_037026380.1|BCOP	LOC117573160|XP_034112013.1|DALB
OG0004561	LOC119070516|XP_037030775.1|BCOP	LOC117574965|XP_034114919.1|DALB
OG0004562	LOC119068461|XP_037027942.1|BCOP	LOC117575380|XP_034115444.1|DALB
OG0004563	LOC119066618|XP_037025075.1|BCOP, LOC119068453|XP_037027928.1|BCOP	LOC117573527|XP_034112665.1|DALB
OG0004564	LOC119068468|XP_037027960.1|BCOP	LOC117576299|XP_034116845.1|DALB
OG0004565	LOC119080208|XP_037044345.1|BCOP	LOC117575272|XP_034115297.1|DALB
OG0004566	LOC119083781|XP_037049478.1|BCOP, LOC119068111|XP_037027452.1|BCOP	LOC117572539|XP_034111303.1|DALB
OG0004567	LOC119077123|XP_037040191.1|BCOP	LOC117567153|XP_034102897.1|DALB
OG0004568	LOC119069478|XP_037029438.1|BCOP	LOC117576494|XP_034117165.1|DALB
OG0004569	LOC119069764|XP_037029791.1|BCOP	LOC117574852|XP_034114755.1|DALB
OG0004570	LOC119068564|XP_037028088.1|BCOP	LOC117566943|XP_034102466.1|DALB
OG0004571	LOC119078654|XP_037042146.1|BCOP, LOC119068425|XP_037027889.1|BCOP	LOC117570424|XP_034107954.1|DALB
OG0004572	LOC119069648|XP_037029666.1|BCOP	LOC117563647|XP_034097947.1|DALB
OG0004573	LOC119082219|XP_037047571.1|BCOP	LOC117574026|XP_034113508.1|DALB
OG0004574	LOC119081830|XP_037046962.1|BCOP	LOC117566553|XP_034101989.1|DALB
OG0004575	LOC119081609|XP_037046550.1|BCOP	LOC117571703|XP_034109895.1|DALB
OG0004576	LOC119069763|XP_037029790.1|BCOP	LOC117574990|XP_034114951.1|DALB
OG0004577	LOC119081218|XP_037045837.1|BCOP	LOC117575206|XP_034115221.1|DALB
OG0004578	LOC119067330|XP_037026129.1|BCOP	LOC117566381|XP_034101778.1|DALB
OG0004579	LOC119079029|XP_037042705.1|BCOP	LOC117563496|XP_034097751.1|DALB
OG0004580	LOC119069435|XP_037029387.1|BCOP	LOC117575180|XP_034115180.1|DALB
OG0004581	LOC119067988|XP_037027239.1|BCOP	LOC117575683|XP_034115880.1|DALB
OG0004582	LOC119084970|XP_037051019.1|BCOP	LOC117575626|XP_034115794.1|DALB
OG0004583	LOC119070057|XP_037030246.1|BCOP	LOC117572338|XP_034110974.1|DALB
OG0004584	LOC119069691|XP_037029712.1|BCOP	LOC117570819|XP_034108572.1|DALB
OG0004586	LOC119084442|XP_037050318.1|BCOP	LOC117568648|XP_034105338.1|DALB
OG0004587	LOC119067514|XP_037026425.1|BCOP	LOC117573762|XP_034113045.1|DALB
OG0004588	LOC119067539|XP_037026491.1|BCOP	LOC117575436|XP_034115530.1|DALB
OG0004589	LOC119084485|XP_037050370.1|BCOP	LOC117578129|XP_034119220.1|DALB
OG0004590	LOC119082439|XP_037047867.1|BCOP	LOC117575756|XP_034116008.1|DALB
OG0004591	LOC119081818|XP_037046952.1|BCOP	LOC117575755|XP_034116005.1|DALB
OG0004592	LOC119070594|XP_037030909.1|BCOP	LOC117574339|XP_034114054.1|DALB
OG0004593	LOC119085605|XP_037051923.1|BCOP	LOC117567020|XP_034102603.1|DALB
OG0004594	LOC119083894|XP_037049599.1|BCOP, LOC119067331|XP_037026130.1|BCOP	LOC117578049|XP_034119059.1|DALB
OG0004595	LOC119070297|XP_037030458.1|BCOP	LOC117576424|XP_034117061.1|DALB
OG0004596	LOC119068560|XP_037028083.1|BCOP	LOC117565623|XP_034100728.1|DALB
OG0004597	LOC119073070|XP_037034270.1|BCOP, LOC119082172|XP_037047482.1|BCOP	LOC117574972|XP_034114932.1|DALB
OG0004598	LOC119085726|XP_037052070.1|BCOP	LOC117567686|XP_034103701.1|DALB
OG0004599	LOC119070918|XP_037031349.1|BCOP	LOC117564854|XP_034099683.1|DALB
OG0004600	LOC119074611|XP_037036765.1|BCOP	LOC117575491|XP_034115621.1|DALB
OG0004601	LOC119067134|XP_037025825.1|BCOP	LOC117576484|XP_034117195.1|DALB
OG0004602	LOC119068030|XP_037027288.1|BCOP	LOC117567591|XP_034103983.1|DALB
OG0004603	LOC119068061|XP_037027358.1|BCOP	LOC117566227|XP_034101664.1|DALB
OG0004604	LOC119085599|XP_037051915.1|BCOP	LOC117566850|XP_034102336.1|DALB
OG0004605	LOC119080428|XP_037044680.1|BCOP	LOC117578199|XP_034119419.1|DALB
OG0004606	LOC119081649|XP_037046629.1|BCOP	LOC117576189|XP_034116669.1|DALB
OG0004607	LOC119082175|XP_037047487.1|BCOP	LOC117566564|XP_034102000.1|DALB
OG0004608	LOC119068053|XP_037027340.1|BCOP	LOC117577606|XP_034118347.1|DALB
OG0004609	LOC119068094|XP_037027410.1|BCOP	LOC117563467|XP_034097714.1|DALB
OG0004610	LOC119070450|XP_037030696.1|BCOP	LOC117573780|XP_034113071.1|DALB
OG0004611	LOC119070098|XP_037030306.1|BCOP	LOC117574696|XP_034114496.1|DALB
OG0004612	LOC119070101|XP_037030311.1|BCOP	LOC117574236|XP_034113838.1|DALB
OG0004613	LOC119069338|XP_037029302.1|BCOP	LOC117575685|XP_034115882.1|DALB
OG0004614	LOC119067399|XP_037026239.1|BCOP	LOC117570003|XP_034107294.1|DALB
OG0004615	LOC119069991|XP_037030126.1|BCOP	LOC117577816|XP_034118638.1|DALB
OG0004616	LOC119067136|XP_037025828.1|BCOP	LOC117577973|XP_034118948.1|DALB
OG0004617	LOC119067120|XP_037025791.1|BCOP	LOC117564027|XP_034098519.1|DALB
OG0004618	LOC119067259|XP_037026031.1|BCOP	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB
OG0004619	LOC119069636|XP_037029637.1|BCOP	LOC117575689|XP_034115891.1|DALB
OG0004620	LOC119068567|XP_037028103.1|BCOP	LOC117573636|XP_034112835.1|DALB
OG0004621	LOC119081848|XP_037046985.1|BCOP	LOC117574795|XP_034114645.1|DALB
OG0004622	LOC119081943|XP_037047106.1|BCOP	LOC117575836|XP_034116133.1|DALB
OG0004623	LOC119068698|XP_037028284.1|BCOP	LOC117575135|XP_034115132.1|DALB
OG0004624	LOC119081669|XP_037046647.1|BCOP	LOC117576687|XP_034117573.1|DALB
OG0004625	LOC119085631|XP_037051962.1|BCOP	LOC117577847|XP_034118683.1|DALB
OG0004626	LOC119069080|XP_037028853.1|BCOP	LOC117564871|XP_034099713.1|DALB
OG0004627	LOC119074320|XP_037036275.1|BCOP	LOC117571835|XP_034110106.1|DALB
OG0004628	LOC119080060|XP_037044167.1|BCOP	LOC117577100|XP_034118096.1|DALB
OG0004629	LOC119084939|XP_037050979.1|BCOP	LOC117575327|XP_034115373.1|DALB
OG0004630	LOC119069538|XP_037029509.1|BCOP	LOC117575415|XP_034115487.1|DALB
OG0004631	LOC119069944|XP_037030065.1|BCOP	LOC117573770|XP_034113058.1|DALB
