Orthogroup	BCOP.longest_only	CPIP.longest_only
OG0003557	LOC119071897|XP_037032899.1|BCOP	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	LOC119083349|XP_037048937.1|BCOP	LOC120414214|XP_039431247.1|CPIP
OG0003559	LOC119073704|XP_037035199.1|BCOP	LOC120429274|XP_039450425.1|CPIP
OG0003560	LOC119079752|XP_037043725.1|BCOP	LOC120422644|XP_039442081.1|CPIP
OG0003561	LOC119075692|XP_037038114.1|BCOP	LOC120422627|XP_039442056.1|CPIP
OG0003562	LOC119076504|XP_037039191.1|BCOP	LOC120422625|XP_039442053.1|CPIP
OG0003563	LOC119078053|XP_037041373.1|BCOP	LOC120431522|XP_039452553.1|CPIP, LOC120422636|XP_039442067.1|CPIP
OG0003564	LOC119075981|XP_037038459.1|BCOP	LOC120431622|XP_039452667.1|CPIP
OG0003565	LOC119081224|XP_037045844.1|BCOP	LOC120412866|XP_039429424.1|CPIP
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC120422914|XP_039442413.1|CPIP
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC120422917|XP_039442422.1|CPIP
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC120423649|XP_039443455.1|CPIP
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC120413503|XP_039430292.1|CPIP
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC120415771|XP_039433321.1|CPIP
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC120427373|XP_039448167.1|CPIP
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC120427089|XP_039447875.1|CPIP
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC120426403|XP_039447097.1|CPIP
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC120427476|XP_039448279.1|CPIP
OG0003575	LOC119081332|XP_037046017.1|BCOP	LOC120428985|XP_039450057.1|CPIP
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC120432608|XP_039453789.1|CPIP
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC120432601|XP_039453777.1|CPIP
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC120427142|XP_039447935.1|CPIP
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC120426579|XP_039447302.1|CPIP
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC120426850|XP_039447580.1|CPIP
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC120427329|XP_039448116.1|CPIP
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC120425995|XP_039446592.1|CPIP
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC120425696|XP_039446217.1|CPIP
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC120426360|XP_039447057.1|CPIP
OG0003585	LOC119084241|XP_037050036.1|BCOP	LOC120425830|XP_039446386.1|CPIP
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC120428814|XP_039449850.1|CPIP
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC120425974|XP_039446562.1|CPIP
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC120422331|XP_039441660.1|CPIP
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC120422349|XP_039441679.1|CPIP
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC120420566|XP_039439575.1|CPIP
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC120429984|XP_039451013.1|CPIP
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC120422847|XP_039442326.1|CPIP
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC120422433|XP_039441785.1|CPIP
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC120415748|XP_039433289.1|CPIP
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC120415739|XP_039433274.1|CPIP
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC120415735|XP_039433264.1|CPIP
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC120415752|XP_039433294.1|CPIP
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC120428572|XP_039449539.1|CPIP
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC120424877|XP_039445071.1|CPIP
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC120424883|XP_039445081.1|CPIP
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC120418863|XP_039437332.1|CPIP
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC120418856|XP_039437317.1|CPIP
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC120430196|XP_039451213.1|CPIP
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC120430042|XP_039451068.1|CPIP
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC120430147|XP_039451169.1|CPIP
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC120430158|XP_039451177.1|CPIP
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC120430016|XP_039451048.1|CPIP
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC120422884|XP_039442378.1|CPIP
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC120430755|XP_039451800.1|CPIP, LOC120430317|XP_039451352.1|CPIP
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC120416555|XP_039434221.1|CPIP
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC120430951|XP_039452008.1|CPIP
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC120429260|XP_039450413.1|CPIP
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC120423179|XP_039442804.1|CPIP
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC120423180|XP_039442805.1|CPIP
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC120420670|XP_039439702.1|CPIP
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC120412428|XP_039428821.1|CPIP
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC120426803|XP_039447521.1|CPIP
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC120426802|XP_039447516.1|CPIP
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC120428619|XP_039449597.1|CPIP
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC120413201|XP_039429850.1|CPIP
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC120431468|XP_039452516.1|CPIP
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC120431467|XP_039452515.1|CPIP
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC120421532|XP_039440685.1|CPIP
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC120428750|XP_039449765.1|CPIP
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC120428754|XP_039449770.1|CPIP
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC120413254|XP_039429917.1|CPIP
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC120413253|XP_039429916.1|CPIP
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC120413218|XP_039429873.1|CPIP
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC120413235|XP_039429899.1|CPIP
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC120413221|XP_039429881.1|CPIP
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC120413214|XP_039429866.1|CPIP
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC120413238|XP_039429902.1|CPIP, LOC120413263|XP_039429925.1|CPIP
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC120418504|XP_039436875.1|CPIP
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC120413204|XP_039429854.1|CPIP
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC120413156|XP_039429798.1|CPIP
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC120418625|XP_039437003.1|CPIP, LOC120418489|XP_039436860.1|CPIP
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC120418500|XP_039436871.1|CPIP
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC120424827|XP_039444982.1|CPIP
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC120424848|XP_039445030.1|CPIP
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC120420077|XP_039438936.1|CPIP
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC120420075|XP_039438933.1|CPIP
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC120420104|XP_039438985.1|CPIP
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC120420090|XP_039438956.1|CPIP
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC120420063|XP_039438911.1|CPIP
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC120429150|XP_039450289.1|CPIP
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC120429154|XP_039450296.1|CPIP
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC120416508|XP_039434160.1|CPIP
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC120416529|XP_039434180.1|CPIP
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC120428834|XP_039449884.1|CPIP
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC120428833|XP_039449883.1|CPIP
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC120413475|XP_039430248.1|CPIP
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC120418018|XP_039436195.1|CPIP
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC120418047|XP_039436229.1|CPIP
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC120424198|XP_039444190.1|CPIP
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC120425592|XP_039446107.1|CPIP
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC120425586|XP_039446097.1|CPIP
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC120418933|XP_039437404.1|CPIP
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC120418923|XP_039437387.1|CPIP
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC120418921|XP_039437385.1|CPIP
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC120418907|XP_039437368.1|CPIP
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC120420644|XP_039439656.1|CPIP
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC120420685|XP_039439714.1|CPIP
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC120412381|XP_039428743.1|CPIP
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC120412380|XP_039428739.1|CPIP
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC120412390|XP_039428765.1|CPIP
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC120412392|XP_039428773.1|CPIP
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC120413486|XP_039430270.1|CPIP
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC120412619|XP_039429103.1|CPIP
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC120421527|XP_039440680.1|CPIP
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC120421526|XP_039440679.1|CPIP
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC120424862|XP_039445049.1|CPIP
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC120430654|XP_039451694.1|CPIP
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC120422291|XP_039441617.1|CPIP
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC120422294|XP_039441621.1|CPIP
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC120422293|XP_039441620.1|CPIP
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC120423606|XP_039443405.1|CPIP
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC120419972|XP_039438782.1|CPIP
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC120419980|XP_039438792.1|CPIP
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC120414123|XP_039431085.1|CPIP
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC120414124|XP_039431086.1|CPIP
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC120414114|XP_039431076.1|CPIP
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC120414122|XP_039431084.1|CPIP
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC120417210|XP_039435108.1|CPIP, LOC120430339|XP_039451375.1|CPIP
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC120418569|XP_039436947.1|CPIP, LOC120418566|XP_039436936.1|CPIP
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC120418522|XP_039436892.1|CPIP
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC120418551|XP_039436918.1|CPIP
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC120418552|XP_039436920.1|CPIP
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC120418531|XP_039436901.1|CPIP
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC120418532|XP_039436903.1|CPIP
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC120418549|XP_039436915.1|CPIP
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC120431431|XP_039452486.1|CPIP, LOC120426205|XP_039446848.1|CPIP
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC120431880|XP_039452943.1|CPIP, LOC120414462|XP_039431584.1|CPIP
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC120414433|XP_039431551.1|CPIP
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC120414447|XP_039431568.1|CPIP
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC120429028|XP_039450098.1|CPIP
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC120423616|XP_039443417.1|CPIP
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC120426782|XP_039447490.1|CPIP
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC120419515|XP_039438149.1|CPIP
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC120419539|XP_039438182.1|CPIP
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC120419523|XP_039438168.1|CPIP
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC120413393|XP_039430125.1|CPIP
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC120413412|XP_039430151.1|CPIP
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC120413401|XP_039430135.1|CPIP
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC120430383|XP_039451415.1|CPIP, LOC120430839|XP_039451889.1|CPIP
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC120427789|XP_039448647.1|CPIP
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC120427774|XP_039448628.1|CPIP
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC120422275|XP_039441593.1|CPIP, LOC120430407|XP_039451446.1|CPIP, LOC120425139|XP_039445500.1|CPIP
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC120422287|XP_039441611.1|CPIP
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC120422282|XP_039441603.1|CPIP
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC120423774|XP_039443627.1|CPIP
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC120423787|XP_039443639.1|CPIP
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC120423763|XP_039443610.1|CPIP
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC120423785|XP_039443637.1|CPIP
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC120421632|XP_039440793.1|CPIP
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC120424482|XP_039444555.1|CPIP
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC120424490|XP_039444568.1|CPIP
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC120424499|XP_039444584.1|CPIP
OG0003720	LOC119070174|XP_037030378.1|BCOP	LOC120430130|XP_039451149.1|CPIP, LOC120431473|XP_039452521.1|CPIP
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC120431479|XP_039452528.1|CPIP, LOC120424649|XP_039444754.1|CPIP
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC120429807|XP_039450791.1|CPIP
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC120412586|XP_039429033.1|CPIP
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC120412597|XP_039429064.1|CPIP
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC120412571|XP_039429019.1|CPIP
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC120412604|XP_039429086.1|CPIP
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC120427731|XP_039448568.1|CPIP
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC120415775|XP_039433329.1|CPIP
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC120415774|XP_039433324.1|CPIP
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC120418658|XP_039437038.1|CPIP
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC120418686|XP_039437082.1|CPIP
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC120418682|XP_039437073.1|CPIP
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC120418653|XP_039437032.1|CPIP
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC120418995|XP_039437499.1|CPIP
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC120427118|XP_039447905.1|CPIP
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC120427116|XP_039447899.1|CPIP
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC120427129|XP_039447916.1|CPIP
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC120422705|XP_039442151.1|CPIP
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC120422689|XP_039442132.1|CPIP
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC120422683|XP_039442127.1|CPIP
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC120422693|XP_039442136.1|CPIP
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC120422692|XP_039442135.1|CPIP
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC120417466|XP_039435469.1|CPIP
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC120417485|XP_039435495.1|CPIP
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC120417488|XP_039435498.1|CPIP
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC120417449|XP_039435427.1|CPIP
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC120417450|XP_039435433.1|CPIP
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC120417459|XP_039435450.1|CPIP
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC120417463|XP_039435465.1|CPIP
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC120417464|XP_039435468.1|CPIP
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC120417460|XP_039435452.1|CPIP
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC120431235|XP_039452305.1|CPIP
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC120429824|XP_039450817.1|CPIP
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC120429818|XP_039450811.1|CPIP
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC120421407|XP_039440543.1|CPIP
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC120421379|XP_039440509.1|CPIP
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC120431182|XP_039452259.1|CPIP
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC120421895|XP_039441124.1|CPIP
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC120421896|XP_039441127.1|CPIP
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC120421937|XP_039441178.1|CPIP
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC120421914|XP_039441149.1|CPIP
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC120421893|XP_039441120.1|CPIP
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC120421903|XP_039441135.1|CPIP
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC120430638|XP_039451668.1|CPIP
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC120430639|XP_039451673.1|CPIP
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC120431060|XP_039452147.1|CPIP
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC120431063|XP_039452153.1|CPIP, LOC120431057|XP_039452145.1|CPIP
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC120427294|XP_039448080.1|CPIP
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC120427295|XP_039448083.1|CPIP
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC120418842|XP_039437297.1|CPIP
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC120418819|XP_039437264.1|CPIP
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC120418824|XP_039437272.1|CPIP
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC120418823|XP_039437271.1|CPIP
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC120418796|XP_039437212.1|CPIP
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC120425821|XP_039446368.1|CPIP
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC120413606|XP_039430444.1|CPIP
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC120428451|XP_039449395.1|CPIP
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC120429089|XP_039450183.1|CPIP
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC120420847|XP_039439898.1|CPIP
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC120414877|XP_039432137.1|CPIP
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC120429090|XP_039450186.1|CPIP
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC120416240|XP_039433876.1|CPIP
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC120424226|XP_039444217.1|CPIP
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC120426797|XP_039447546.1|CPIP
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC120428144|XP_039449066.1|CPIP
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC120431613|XP_039452655.1|CPIP
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC120431328|XP_039452393.1|CPIP
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC120429895|XP_039450924.1|CPIP
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC120429683|XP_039450649.1|CPIP
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC120426644|XP_039447366.1|CPIP, LOC120425449|XP_039445915.1|CPIP
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC120422187|XP_039441495.1|CPIP
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC120414704|XP_039431944.1|CPIP
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC120414705|XP_039431945.1|CPIP
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC120414687|XP_039431904.1|CPIP
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC120414685|XP_039431902.1|CPIP
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC120414728|XP_039431966.1|CPIP
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC120414695|XP_039431920.1|CPIP
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC120414660|XP_039431854.1|CPIP
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC120414664|XP_039431868.1|CPIP
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC120414691|XP_039431914.1|CPIP
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC120431189|XP_039452265.1|CPIP
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC120427691|XP_039448514.1|CPIP
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC120422792|XP_039442264.1|CPIP
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC120428094|XP_039449013.1|CPIP
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC120428098|XP_039449016.1|CPIP
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC120425846|XP_039446399.1|CPIP
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC120425856|XP_039446413.1|CPIP
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC120422801|XP_039442276.1|CPIP
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC120415689|XP_039433218.1|CPIP
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC120424559|XP_039444661.1|CPIP
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC120423672|XP_039443491.1|CPIP
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC120428130|XP_039449046.1|CPIP
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC120422993|XP_039442538.1|CPIP
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC120422985|XP_039442530.1|CPIP
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC120422986|XP_039442531.1|CPIP
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC120413555|XP_039430369.1|CPIP
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC120413574|XP_039430394.1|CPIP
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC120413561|XP_039430374.1|CPIP
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC120413547|XP_039430361.1|CPIP
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC120413522|XP_039430327.1|CPIP
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC120413520|XP_039430326.1|CPIP
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC120431162|XP_039452233.1|CPIP
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC120421105|XP_039440191.1|CPIP
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC120420135|XP_039439021.1|CPIP
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC120422759|XP_039442243.1|CPIP
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC120414065|XP_039431020.1|CPIP
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC120414098|XP_039431055.1|CPIP
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC120414102|XP_039431059.1|CPIP
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC120424100|XP_039444047.1|CPIP
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC120420618|XP_039439625.1|CPIP
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC120413626|XP_039430470.1|CPIP, LOC120429868|XP_039450879.1|CPIP
