Orthogroup	BCOP.longest_only	DSUP.longest_only
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC119557803|XP_037726635.1|DSUP
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC119548156|XP_037711186.1|DSUP
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC119551073|XP_037716125.1|DSUP
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC119563429|XP_037732743.1|DSUP
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC119547228|XP_037709920.1|DSUP
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC119549753|XP_037713924.1|DSUP
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC119560559|XP_037730005.1|DSUP
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC119560632|XP_037730111.1|DSUP
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC119563225|XP_037732454.1|DSUP
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC119560091|XP_037729338.1|DSUP
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC119561064|XP_037730833.1|DSUP
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC119559933|XP_037729069.1|DSUP
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC119545676|XP_037707337.1|DSUP
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC119560940|XP_037730604.1|DSUP
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC119550298|XP_037714820.1|DSUP
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC119549478|XP_037713506.1|DSUP
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC119549283|XP_037713157.1|DSUP
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC119549809|XP_037714009.1|DSUP
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC119563386|XP_037732666.1|DSUP
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC119560337|XP_037729657.1|DSUP
OG0004274	LOC119069310|XP_037029256.1|BCOP	LOC119555818|XP_037723363.1|DSUP
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC119558153|XP_037727320.1|DSUP
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC119555500|XP_037722844.1|DSUP
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC119553291|XP_037719534.1|DSUP
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC119557617|XP_037726353.1|DSUP
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC119547838|XP_037710796.1|DSUP
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC119557183|XP_037725728.1|DSUP
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC119550510|XP_037715144.1|DSUP
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC119549148|XP_037712855.1|DSUP
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC119549150|XP_037712858.1|DSUP
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC119548813|XP_037712334.1|DSUP
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC119554815|XP_037721808.1|DSUP
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC119553975|XP_037720609.1|DSUP
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC119554765|XP_037721729.1|DSUP
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC119552959|XP_037718870.1|DSUP
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC119552836|XP_037718621.1|DSUP
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC119550262|XP_037714768.1|DSUP
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC119551603|XP_037716935.1|DSUP
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC119553432|XP_037719748.1|DSUP
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC119555473|XP_037722807.1|DSUP
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC119553564|XP_037719937.1|DSUP
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC119553496|XP_037719834.1|DSUP
OG0004296	LOC119066002|XP_037024114.1|BCOP	LOC119554329|XP_037721121.1|DSUP
OG0004297	LOC119082350|XP_037047763.1|BCOP	LOC119551818|XP_037717307.1|DSUP
OG0004298	LOC119074244|XP_037036164.1|BCOP	LOC119550854|XP_037715754.1|DSUP
OG0004299	LOC119082791|XP_037048280.1|BCOP	LOC119559408|XP_037728405.1|DSUP
OG0004300	LOC119071694|XP_037032577.1|BCOP	LOC119551023|XP_037716007.1|DSUP
OG0004301	LOC119066451|XP_037024847.1|BCOP	LOC119553833|XP_037720395.1|DSUP
OG0004302	LOC119071225|XP_037031934.1|BCOP	LOC119549263|XP_037713099.1|DSUP
OG0004303	LOC119066851|XP_037025413.1|BCOP	LOC119549608|XP_037713707.1|DSUP
OG0004304	LOC119078290|XP_037041675.1|BCOP	LOC119550184|XP_037714650.1|DSUP
OG0004305	LOC119085103|XP_037051244.1|BCOP	LOC119551917|XP_037717466.1|DSUP
OG0004306	LOC119080620|XP_037044919.1|BCOP	LOC119551016|XP_037715998.1|DSUP
OG0004307	LOC119070087|XP_037030295.1|BCOP	LOC119551518|XP_037716831.1|DSUP
OG0004308	LOC119078996|XP_037042656.1|BCOP	LOC119550193|XP_037714663.1|DSUP
OG0004309	LOC119071381|XP_037032138.1|BCOP	LOC119553417|XP_037719722.1|DSUP
OG0004310	LOC119079699|XP_037043652.1|BCOP	LOC119549919|XP_037714171.1|DSUP
OG0004311	LOC119071155|XP_037031800.1|BCOP	LOC119554350|XP_037721144.1|DSUP
OG0004312	LOC119078246|XP_037041616.1|BCOP	LOC119548982|XP_037712507.1|DSUP
OG0004313	LOC119078231|XP_037041585.1|BCOP	LOC119559466|XP_037728503.1|DSUP
OG0004314	LOC119071132|XP_037031713.1|BCOP	LOC119551858|XP_037717363.1|DSUP
OG0004315	LOC119074203|XP_037036095.1|BCOP	LOC119549618|XP_037713718.1|DSUP
OG0004316	LOC119072084|XP_037033136.1|BCOP	LOC119551155|XP_037716277.1|DSUP
OG0004317	LOC119071221|XP_037031929.1|BCOP	LOC119550617|XP_037715372.1|DSUP
OG0004318	LOC119079012|XP_037042672.1|BCOP	LOC119548981|XP_037712505.1|DSUP
OG0004319	LOC119066636|XP_037025095.1|BCOP	LOC119550219|XP_037714710.1|DSUP, LOC119550214|XP_037714697.1|DSUP
OG0004320	LOC119083474|XP_037049088.1|BCOP	LOC119559961|XP_037729122.1|DSUP
OG0004321	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP	LOC119548796|XP_037712299.1|DSUP
OG0004322	LOC119067228|XP_037025976.1|BCOP	LOC119563389|XP_037732672.1|DSUP
OG0004323	LOC119066661|XP_037025133.1|BCOP	LOC119552899|XP_037718746.1|DSUP
OG0004324	LOC119066663|XP_037025138.1|BCOP	LOC119548705|XP_037712096.1|DSUP
OG0004325	LOC119071806|XP_037032767.1|BCOP	LOC119551790|XP_037717265.1|DSUP
OG0004326	LOC119078748|XP_037042344.1|BCOP	LOC119551788|XP_037717262.1|DSUP
OG0004327	LOC119073828|XP_037035526.1|BCOP	LOC119557863|XP_037726789.1|DSUP
OG0004328	LOC119074172|XP_037036067.1|BCOP	LOC119550145|XP_037714583.1|DSUP
OG0004329	LOC119079572|XP_037043448.1|BCOP	LOC119550753|XP_037715602.1|DSUP
OG0004330	LOC119082104|XP_037047368.1|BCOP	LOC119551890|XP_037717419.1|DSUP
OG0004331	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP	LOC119550421|XP_037715012.1|DSUP
OG0004332	LOC119066091|XP_037024258.1|BCOP	LOC119548264|XP_037711336.1|DSUP
OG0004333	LOC119072643|XP_037033786.1|BCOP	LOC119546381|XP_037708544.1|DSUP
OG0004334	LOC119077375|XP_037040461.1|BCOP	LOC119546595|XP_037708942.1|DSUP
OG0004335	LOC119070088|XP_037030296.1|BCOP	LOC119549270|XP_037713109.1|DSUP
OG0004336	LOC119079944|XP_037043947.1|BCOP	LOC119550920|XP_037715860.1|DSUP
OG0004337	LOC119071972|XP_037033001.1|BCOP	LOC119548852|XP_037712401.1|DSUP
OG0004338	LOC119071398|XP_037032170.1|BCOP	LOC119554311|XP_037721099.1|DSUP
OG0004339	LOC119071337|XP_037032117.1|BCOP	LOC119549144|XP_037712850.1|DSUP
OG0004340	LOC119071271|XP_037032031.1|BCOP	LOC119549142|XP_037712848.1|DSUP
OG0004341	LOC119071295|XP_037032064.1|BCOP	LOC119551523|XP_037716838.1|DSUP
OG0004342	LOC119066421|XP_037024788.1|BCOP	LOC119551565|XP_037716891.1|DSUP
OG0004343	LOC119066093|XP_037024260.1|BCOP	LOC119550860|XP_037715764.1|DSUP
OG0004344	LOC119066834|XP_037025390.1|BCOP	LOC119550990|XP_037715958.1|DSUP
OG0004345	LOC119074201|XP_037036092.1|BCOP	LOC119548037|XP_037711041.1|DSUP
OG0004346	LOC119066137|XP_037024323.1|BCOP	LOC119550314|XP_037714847.1|DSUP
OG0004347	LOC119066419|XP_037024787.1|BCOP	LOC119549978|XP_037714305.1|DSUP
OG0004348	LOC119071750|XP_037032680.1|BCOP	LOC119549520|XP_037713561.1|DSUP
OG0004349	LOC119071717|XP_037032611.1|BCOP	LOC119550835|XP_037715714.1|DSUP
OG0004350	LOC119071324|XP_037032104.1|BCOP	LOC119550493|XP_037715113.1|DSUP
OG0004351	LOC119085998|XP_037052465.1|BCOP	LOC119559401|XP_037728393.1|DSUP
OG0004352	LOC119068454|XP_037027930.1|BCOP	LOC119559849|XP_037728882.1|DSUP
OG0004353	LOC119067827|XP_037026892.1|BCOP	LOC119562048|XP_037731320.1|DSUP
OG0004354	LOC119067828|XP_037026895.1|BCOP	LOC119548674|XP_037712048.1|DSUP
OG0004355	LOC119072344|XP_037033426.1|BCOP	LOC119560969|XP_037730656.1|DSUP
OG0004356	LOC119071166|XP_037031818.1|BCOP	LOC119551328|XP_037716555.1|DSUP
OG0004357	LOC119071252|XP_037031986.1|BCOP	LOC119551262|XP_037716447.1|DSUP
OG0004358	LOC119082701|XP_037048171.1|BCOP	LOC119550556|XP_037715269.1|DSUP
OG0004359	LOC119071148|XP_037031773.1|BCOP	LOC119549219|XP_037713013.1|DSUP
OG0004360	LOC119085205|XP_037051411.1|BCOP	LOC119554978|XP_037722037.1|DSUP
OG0004361	LOC119084175|XP_037049929.1|BCOP	LOC119550360|XP_037714913.1|DSUP
OG0004362	LOC119071311|XP_037032085.1|BCOP	LOC119554940|XP_037721977.1|DSUP
OG0004363	LOC119076065|XP_037038603.1|BCOP	LOC119557206|XP_037725790.1|DSUP
OG0004364	LOC119071028|XP_037031516.1|BCOP	LOC119549525|XP_037713567.1|DSUP
OG0004365	LOC119085330|XP_037051607.1|BCOP	LOC119550445|XP_037715047.1|DSUP
OG0004366	LOC119066225|XP_037024444.1|BCOP	LOC119547841|XP_037710798.1|DSUP
OG0004367	LOC119071072|XP_037031604.1|BCOP	LOC119553156|XP_037719307.1|DSUP
OG0004368	LOC119078995|XP_037042655.1|BCOP	LOC119553048|XP_037719086.1|DSUP
OG0004369	LOC119085129|XP_037051296.1|BCOP	LOC119551824|XP_037717313.1|DSUP
OG0004370	LOC119071899|XP_037032897.1|BCOP	LOC119549149|XP_037712856.1|DSUP
OG0004371	LOC119071517|XP_037032287.1|BCOP	LOC119558245|XP_037727497.1|DSUP
OG0004372	LOC119078166|XP_037041535.1|BCOP	LOC119551675|XP_037717058.1|DSUP
OG0004373	LOC119078317|XP_037041717.1|BCOP	LOC119563365|XP_037732645.1|DSUP
OG0004374	LOC119071871|XP_037032829.1|BCOP	LOC119551032|XP_037716021.1|DSUP
OG0004375	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP	LOC119554908|XP_037721937.1|DSUP
OG0004376	LOC119072548|XP_037033677.1|BCOP, LOC119084867|XP_037050899.1|BCOP, LOC119072955|XP_037034171.1|BCOP	LOC119554875|XP_037721889.1|DSUP
OG0004377	LOC119084446|XP_037050321.1|BCOP, LOC119067037|XP_037025667.1|BCOP, LOC119072755|XP_037033939.1|BCOP	LOC119554337|XP_037721131.1|DSUP
OG0004378	LOC119066430|XP_037024806.1|BCOP	LOC119549421|XP_037713425.1|DSUP
OG0004379	LOC119068919|XP_037028677.1|BCOP, LOC119085341|XP_037051619.1|BCOP	LOC119550490|XP_037715109.1|DSUP
OG0004380	LOC119071928|XP_037032946.1|BCOP	LOC119551863|XP_037717381.1|DSUP
OG0004381	LOC119069548|XP_037029522.1|BCOP	LOC119553556|XP_037719929.1|DSUP
OG0004382	LOC119071477|XP_037032221.1|BCOP	LOC119550176|XP_037714639.1|DSUP
OG0004383	LOC119075393|XP_037037729.1|BCOP	LOC119551183|XP_037716312.1|DSUP
OG0004384	LOC119072616|XP_037033766.1|BCOP	LOC119550603|XP_037715346.1|DSUP
OG0004385	LOC119083533|XP_037049149.1|BCOP	LOC119550564|XP_037715282.1|DSUP
OG0004386	LOC119072602|XP_037033751.1|BCOP	LOC119550311|XP_037714840.1|DSUP
OG0004387	LOC119071847|XP_037032800.1|BCOP	LOC119552914|XP_037718778.1|DSUP
OG0004388	LOC119079112|XP_037042829.1|BCOP	LOC119550050|XP_037714433.1|DSUP
OG0004389	LOC119079017|XP_037042683.1|BCOP	LOC119555630|XP_037723077.1|DSUP
OG0004390	LOC119086004|XP_037052473.1|BCOP	LOC119555459|XP_037722790.1|DSUP
OG0004391	LOC119072017|XP_037033030.1|BCOP	LOC119551143|XP_037716261.1|DSUP
OG0004392	LOC119078300|XP_037041689.1|BCOP	LOC119555449|XP_037722751.1|DSUP
OG0004393	LOC119081799|XP_037046911.1|BCOP	LOC119550871|XP_037715781.1|DSUP
OG0004394	LOC119081746|XP_037046813.1|BCOP	LOC119550423|XP_037715015.1|DSUP
OG0004395	LOC119085334|XP_037051613.1|BCOP	LOC119559400|XP_037728392.1|DSUP
OG0004396	LOC119066882|XP_037025464.1|BCOP	LOC119559438|XP_037728465.1|DSUP
OG0004397	LOC119066883|XP_037025466.1|BCOP	LOC119549811|XP_037714011.1|DSUP
OG0004398	LOC119071678|XP_037032554.1|BCOP	LOC119549815|XP_037714021.1|DSUP
OG0004399	LOC119071382|XP_037032139.1|BCOP	LOC119552096|XP_037717806.1|DSUP
OG0004400	LOC119072470|XP_037033586.1|BCOP	LOC119545795|XP_037707603.1|DSUP
OG0004401	LOC119071888|XP_037032886.1|BCOP, LOC119072475|XP_037033596.1|BCOP	LOC119551323|XP_037716546.1|DSUP
OG0004402	LOC119074002|XP_037035831.1|BCOP	LOC119551009|XP_037715990.1|DSUP
OG0004403	LOC119078978|XP_037042625.1|BCOP	LOC119552034|XP_037717701.1|DSUP
OG0004404	LOC119077041|XP_037040062.1|BCOP	LOC119559379|XP_037728357.1|DSUP
OG0004405	LOC119074222|XP_037036125.1|BCOP	LOC119552961|XP_037718872.1|DSUP
OG0004406	LOC119068017|XP_037027271.1|BCOP, LOC119071179|XP_037031843.1|BCOP	LOC119552788|XP_037718541.1|DSUP
OG0004407	LOC119086073|XP_037052544.1|BCOP	LOC119551959|XP_037717582.1|DSUP
OG0004408	LOC119072780|XP_037033963.1|BCOP	LOC119553554|XP_037719923.1|DSUP
OG0004409	LOC119075450|XP_037037787.1|BCOP	LOC119559997|XP_037729232.1|DSUP
OG0004410	LOC119071540|XP_037032321.1|BCOP	LOC119550937|XP_037715890.1|DSUP
OG0004411	LOC119072197|XP_037033262.1|BCOP	LOC119553868|XP_037720448.1|DSUP
OG0004412	LOC119072189|XP_037033243.1|BCOP	LOC119553867|XP_037720447.1|DSUP
OG0004413	LOC119072192|XP_037033250.1|BCOP	LOC119549700|XP_037713852.1|DSUP
OG0004414	LOC119078288|XP_037041673.1|BCOP	LOC119550055|XP_037714442.1|DSUP
OG0004415	LOC119066916|XP_037025512.1|BCOP	LOC119549855|XP_037714078.1|DSUP
OG0004416	LOC119072183|XP_037033239.1|BCOP	LOC119549303|XP_037713190.1|DSUP
OG0004417	LOC119085710|XP_037052053.1|BCOP	LOC119562863|XP_037731905.1|DSUP
OG0004418	LOC119072176|XP_037033227.1|BCOP	LOC119550104|XP_037714512.1|DSUP
OG0004419	LOC119072157|XP_037033210.1|BCOP	LOC119549448|XP_037713472.1|DSUP
OG0004420	LOC119068994|XP_037028765.1|BCOP, LOC119066783|XP_037025338.1|BCOP	LOC119550218|XP_037714708.1|DSUP
OG0004421	LOC119085559|XP_037051881.1|BCOP	LOC119553525|XP_037719875.1|DSUP
OG0004422	LOC119071344|XP_037032125.1|BCOP	LOC119554655|XP_037721584.1|DSUP
OG0004423	LOC119075530|XP_037037899.1|BCOP	LOC119552101|XP_037717813.1|DSUP
OG0004424	LOC119066447|XP_037024841.1|BCOP	LOC119549561|XP_037713639.1|DSUP
OG0004425	LOC119086056|XP_037052524.1|BCOP	LOC119555434|XP_037722731.1|DSUP
OG0004426	LOC119068627|XP_037028189.1|BCOP	LOC119552861|XP_037718675.1|DSUP
OG0004427	LOC119066848|XP_037025411.1|BCOP	LOC119555461|XP_037722795.1|DSUP
OG0004428	LOC119085026|XP_037051109.1|BCOP	LOC119560385|XP_037729731.1|DSUP
OG0004429	LOC119072434|XP_037033543.1|BCOP	LOC119546666|XP_037709052.1|DSUP
OG0004430	LOC119079538|XP_037043421.1|BCOP, LOC119081346|XP_037046079.1|BCOP	LOC119555305|XP_037722550.1|DSUP
OG0004431	LOC119069431|XP_037029383.1|BCOP	LOC119560358|XP_037729689.1|DSUP
OG0004432	LOC119084279|XP_037050098.1|BCOP	LOC119560354|XP_037729686.1|DSUP
OG0004433	LOC119071732|XP_037032657.1|BCOP	LOC119554959|XP_037722011.1|DSUP
OG0004434	LOC119078356|XP_037041751.1|BCOP	LOC119549814|XP_037714020.1|DSUP
OG0004435	LOC119082592|XP_037048029.1|BCOP	LOC119551667|XP_037717047.1|DSUP
OG0004436	LOC119066559|XP_037025001.1|BCOP	LOC119549368|XP_037713328.1|DSUP
OG0004437	LOC119066184|XP_037024380.1|BCOP	LOC119550185|XP_037714652.1|DSUP
OG0004438	LOC119066187|XP_037024387.1|BCOP	LOC119550758|XP_037715610.1|DSUP
OG0004439	LOC119079860|XP_037043831.1|BCOP	LOC119549158|XP_037712872.1|DSUP
OG0004440	LOC119082039|XP_037047262.1|BCOP	LOC119550941|XP_037715894.1|DSUP
OG0004441	LOC119084066|XP_037049801.1|BCOP	LOC119546644|XP_037709020.1|DSUP
OG0004442	LOC119078772|XP_037042377.1|BCOP	LOC119549824|XP_037714030.1|DSUP
OG0004443	LOC119080485|XP_037044769.1|BCOP	LOC119554017|XP_037720661.1|DSUP
OG0004444	LOC119083292|XP_037048879.1|BCOP	LOC119551973|XP_037717616.1|DSUP
OG0004445	LOC119071543|XP_037032334.1|BCOP	LOC119551338|XP_037716567.1|DSUP
OG0004446	LOC119081750|XP_037046823.1|BCOP	LOC119558118|XP_037727280.1|DSUP
OG0004447	LOC119080099|XP_037044220.1|BCOP	LOC119552962|XP_037718877.1|DSUP
OG0004448	LOC119068496|XP_037028005.1|BCOP	LOC119550582|XP_037715304.1|DSUP
OG0004449	LOC119081349|XP_037046088.1|BCOP	LOC119554115|XP_037720811.1|DSUP
OG0004451	LOC119078744|XP_037042335.1|BCOP	LOC119550029|XP_037714382.1|DSUP
OG0004452	LOC119072355|XP_037033440.1|BCOP	LOC119551701|XP_037717102.1|DSUP
OG0004453	LOC119068572|XP_037028111.1|BCOP	LOC119549750|XP_037713920.1|DSUP
OG0004454	LOC119078173|XP_037041542.1|BCOP	LOC119563433|XP_037732747.1|DSUP
OG0004456	LOC119065994|XP_037024096.1|BCOP	LOC119557086|XP_037725568.1|DSUP
OG0004457	LOC119065999|XP_037024101.1|BCOP	LOC119553110|XP_037719211.1|DSUP
OG0004458	LOC119072497|XP_037033634.1|BCOP	LOC119553309|XP_037719563.1|DSUP
OG0004459	LOC119072490|XP_037033621.1|BCOP	LOC119555308|XP_037722554.1|DSUP
OG0004460	LOC119072458|XP_037033576.1|BCOP	LOC119555295|XP_037722540.1|DSUP
OG0004461	LOC119066558|XP_037025000.1|BCOP	LOC119554144|XP_037720849.1|DSUP
OG0004462	LOC119071683|XP_037032559.1|BCOP	LOC119552502|XP_037718038.1|DSUP
OG0004463	LOC119072302|XP_037033381.1|BCOP	LOC119555678|XP_037723227.1|DSUP
OG0004464	LOC119076285|XP_037038841.1|BCOP	LOC119552827|XP_037718608.1|DSUP
OG0004465	LOC119066427|XP_037024803.1|BCOP	LOC119553051|XP_037719090.1|DSUP
OG0004466	LOC119086020|XP_037052489.1|BCOP	LOC119554360|XP_037721154.1|DSUP
OG0004467	LOC119082324|XP_037047719.1|BCOP	LOC119554254|XP_037721019.1|DSUP
OG0004468	LOC119071109|XP_037031648.1|BCOP	LOC119554593|XP_037721505.1|DSUP
OG0004469	LOC119085851|XP_037052255.1|BCOP	LOC119554695|XP_037721624.1|DSUP
OG0004470	LOC119077052|XP_037040077.1|BCOP	LOC119547603|XP_037710452.1|DSUP
OG0004471	LOC119071879|XP_037032855.1|BCOP	LOC119559912|XP_037729018.1|DSUP
OG0004472	LOC119074257|XP_037036174.1|BCOP	LOC119549126|XP_037712820.1|DSUP
OG0004473	LOC119074265|XP_037036182.1|BCOP	LOC119551166|XP_037716291.1|DSUP
OG0004474	LOC119074260|XP_037036178.1|BCOP	LOC119551168|XP_037716294.1|DSUP
OG0004475	LOC119074270|XP_037036187.1|BCOP	LOC119563362|XP_037732642.1|DSUP
OG0004476	LOC119067205|XP_037025943.1|BCOP	LOC119547343|XP_037710083.1|DSUP
OG0004477	LOC119082844|XP_037048402.1|BCOP	LOC119550616|XP_037715371.1|DSUP
OG0004478	LOC119071139|XP_037031729.1|BCOP	LOC119550485|XP_037715102.1|DSUP
OG0004479	LOC119069587|XP_037029572.1|BCOP	LOC119551589|XP_037716918.1|DSUP
OG0004480	LOC119085606|XP_037051924.1|BCOP	LOC119556957|XP_037725393.1|DSUP
OG0004481	LOC119083384|XP_037048992.1|BCOP	LOC119550064|XP_037714455.1|DSUP
OG0004482	LOC119069322|XP_037029273.1|BCOP	LOC119563307|XP_037732568.1|DSUP
OG0004483	LOC119071940|XP_037032959.1|BCOP	LOC119549488|XP_037713519.1|DSUP
OG0004484	LOC119077210|XP_037040287.1|BCOP	LOC119560959|XP_037730639.1|DSUP
OG0004486	LOC119074202|XP_037036094.1|BCOP	LOC119550242|XP_037714740.1|DSUP
OG0004487	LOC119081293|XP_037045949.1|BCOP	LOC119555497|XP_037722841.1|DSUP
OG0004488	LOC119084414|XP_037050277.1|BCOP, LOC119073933|XP_037035697.1|BCOP	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP
OG0004489	LOC119070531|XP_037030800.1|BCOP, LOC119079436|XP_037043244.1|BCOP, LOC119069988|XP_037030124.1|BCOP, LOC119084759|XP_037050719.1|BCOP, LOC119085961|XP_037052412.1|BCOP	LOC119555705|XP_037723289.1|DSUP
OG0004490	LOC119073408|XP_037034741.1|BCOP	LOC119551592|XP_037716921.1|DSUP
OG0004492	LOC119084469|XP_037050349.1|BCOP	LOC119552837|XP_037718626.1|DSUP
OG0004493	LOC119084650|XP_037050615.1|BCOP	LOC119555479|XP_037722814.1|DSUP, LOC119546338|XP_037708467.1|DSUP
OG0004504	LOC119068255|XP_037027688.1|BCOP	LOC119559656|XP_037728634.1|DSUP
OG0004505	LOC119068330|XP_037027778.1|BCOP	LOC119560687|XP_037730188.1|DSUP
OG0004506	LOC119067777|XP_037026811.1|BCOP	LOC119548349|XP_037711495.1|DSUP
OG0004507	LOC119067087|XP_037025741.1|BCOP	LOC119560055|XP_037729289.1|DSUP
OG0004508	LOC119080266|XP_037044419.1|BCOP	LOC119558832|XP_037728023.1|DSUP
OG0004509	LOC119072588|XP_037033736.1|BCOP	LOC119553183|XP_037719354.1|DSUP
OG0004510	LOC119080449|XP_037044713.1|BCOP	LOC119555945|XP_037723576.1|DSUP
OG0004511	LOC119070023|XP_037030199.1|BCOP	LOC119550206|XP_037714687.1|DSUP
OG0004512	LOC119080948|XP_037045470.1|BCOP	LOC119563285|XP_037732577.1|DSUP
OG0004513	LOC119085099|XP_037051239.1|BCOP	LOC119555809|XP_037723396.1|DSUP
OG0004514	LOC119073783|XP_037035355.1|BCOP	LOC119561559|XP_037731131.1|DSUP
OG0004515	LOC119085611|XP_037051929.1|BCOP	LOC119556229|XP_037724176.1|DSUP
OG0004516	LOC119085623|XP_037051942.1|BCOP	LOC119555948|XP_037723584.1|DSUP
OG0004517	LOC119069175|XP_037028995.1|BCOP	LOC119557949|XP_037726897.1|DSUP
OG0004518	LOC119083411|XP_037049027.1|BCOP	LOC119558219|XP_037727457.1|DSUP
OG0004519	LOC119070291|XP_037030452.1|BCOP	LOC119557163|XP_037725697.1|DSUP
OG0004520	LOC119069198|XP_037029048.1|BCOP	LOC119557280|XP_037725894.1|DSUP
OG0004521	LOC119081872|XP_037047004.1|BCOP	LOC119559376|XP_037728346.1|DSUP
OG0004522	LOC119069642|XP_037029653.1|BCOP	LOC119557161|XP_037725689.1|DSUP
OG0004523	LOC119067493|XP_037026395.1|BCOP	LOC119548630|XP_037711944.1|DSUP
OG0004524	LOC119067574|XP_037026554.1|BCOP	LOC119558051|XP_037727129.1|DSUP
OG0004525	LOC119068639|XP_037028206.1|BCOP	LOC119557099|XP_037725604.1|DSUP
OG0004526	LOC119068677|XP_037028253.1|BCOP	LOC119557319|XP_037725963.1|DSUP
OG0004527	LOC119070295|XP_037030455.1|BCOP	LOC119556376|XP_037724472.1|DSUP
OG0004528	LOC119068894|XP_037028657.1|BCOP	LOC119556191|XP_037724062.1|DSUP
OG0004529	LOC119069486|XP_037029451.1|BCOP	LOC119556125|XP_037723939.1|DSUP
OG0004530	LOC119076228|XP_037038780.1|BCOP	LOC119557814|XP_037726679.1|DSUP
OG0004531	LOC119068162|XP_037027534.1|BCOP	LOC119560435|XP_037729803.1|DSUP
OG0004532	LOC119070608|XP_037030922.1|BCOP	LOC119555884|XP_037723470.1|DSUP
OG0004533	LOC119068734|XP_037028326.1|BCOP, LOC119082815|XP_037048364.1|BCOP	LOC119557037|XP_037725512.1|DSUP
OG0004534	LOC119086025|XP_037052496.1|BCOP	LOC119549755|XP_037713926.1|DSUP
OG0004535	LOC119070485|XP_037030733.1|BCOP	LOC119554575|XP_037721483.1|DSUP
OG0004536	LOC119067372|XP_037026179.1|BCOP	LOC119558185|XP_037727384.1|DSUP
OG0004537	LOC119069730|XP_037029755.1|BCOP, LOC119070144|XP_037030367.1|BCOP	LOC119557536|XP_037726235.1|DSUP, LOC119556314|XP_037724327.1|DSUP
OG0004538	LOC119080882|XP_037045354.1|BCOP	LOC119549310|XP_037713198.1|DSUP
OG0004539	LOC119070309|XP_037030471.1|BCOP	LOC119563075|XP_037732218.1|DSUP
OG0004540	LOC119068322|XP_037027772.1|BCOP	LOC119556112|XP_037723912.1|DSUP
OG0004541	LOC119068742|XP_037028340.1|BCOP	LOC119550612|XP_037715364.1|DSUP
OG0004542	LOC119067419|XP_037026284.1|BCOP	LOC119558115|XP_037727272.1|DSUP
OG0004543	LOC119070009|XP_037030180.1|BCOP	LOC119556548|XP_037724759.1|DSUP
OG0004544	LOC119081744|XP_037046815.1|BCOP	LOC119556828|XP_037725213.1|DSUP
OG0004545	LOC119067445|XP_037026321.1|BCOP	LOC119559753|XP_037728751.1|DSUP
