Orthogroup	BCOP.longest_only	DSEC.longest_only
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC6609623|XP_002034300.1|DSEC
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC6618246|XP_002042520.1|DSEC
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC6618269|XP_002042542.1|DSEC
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC6611922|XP_002036439.1|DSEC
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC6617392|XP_002041717.1|DSEC
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC6611395|XP_002035939.1|DSEC
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC6614602|XP_032573140.1|DSEC
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC6610138|XP_032575090.1|DSEC
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC6605201|XP_032574399.1|DSEC
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC6618846|XP_002043095.1|DSEC
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC6619123|XP_032570507.1|DSEC
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC6620171|XP_032582556.1|DSEC
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC6611195|XP_002035751.1|DSEC
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC6611402|XP_002035946.1|DSEC
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC6611401|XP_002035945.2|DSEC
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC6613108|XP_002037589.1|DSEC
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC6607464|XP_032579599.1|DSEC
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC6617352|XP_002041677.1|DSEC
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC6610633|XP_002035200.1|DSEC
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC6611202|XP_002035758.1|DSEC
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC6610397|XP_032576043.1|DSEC
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC6614687|XP_002039114.1|DSEC
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC6612005|XP_002036522.1|DSEC
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC6615280|XP_002039684.1|DSEC
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC6615277|XP_032571416.1|DSEC
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC6609591|XP_002034268.1|DSEC
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC6614656|XP_002039083.2|DSEC
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC6617257|XP_002041584.1|DSEC
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC6617328|XP_032570197.1|DSEC
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC6613674|XP_002038144.1|DSEC
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC6611494|XP_002036035.1|DSEC
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC6617808|XP_002042120.1|DSEC
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC6617809|XP_002042121.1|DSEC
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC6607806|XP_032576969.1|DSEC
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC6615495|XP_002039875.1|DSEC
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC6617307|XP_002041634.1|DSEC
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC6617308|XP_002041635.1|DSEC
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC6608600|XP_002033334.1|DSEC
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC6614278|XP_002038718.1|DSEC
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC6613389|XP_002037863.1|DSEC
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC6611383|XP_002035928.2|DSEC
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC6611188|XP_032583670.1|DSEC
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC6612128|XP_002036645.2|DSEC
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC6618953|XP_002043198.1|DSEC
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC6613682|XP_002038152.1|DSEC
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC6613483|XP_002037952.1|DSEC
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC6617688|XP_002042000.1|DSEC
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC6613212|XP_002037692.1|DSEC
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC6615555|XP_002039929.1|DSEC
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC6618183|XP_002042458.1|DSEC
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC6612117|XP_002036634.2|DSEC
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC6619452|XP_002043667.1|DSEC
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC6608972|XP_032572330.1|DSEC
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC6613430|XP_002037904.1|DSEC
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC6613437|XP_002037911.1|DSEC
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC6613058|XP_002037541.1|DSEC
OG0003928	LOC119085411|XP_037051715.1|BCOP	LOC6611712|XP_032583143.1|DSEC
OG0003929	LOC119076323|XP_037038890.1|BCOP	LOC6612124|XP_002036641.1|DSEC
OG0003930	LOC119077022|XP_037040033.1|BCOP	LOC6611475|XP_002036016.1|DSEC
OG0003931	LOC119084097|XP_037049833.1|BCOP	LOC6611425|XP_032569694.1|DSEC
OG0003932	LOC119083649|XP_037049317.1|BCOP	LOC6608267|XP_032571818.1|DSEC
OG0003933	LOC119085267|XP_037051514.1|BCOP	LOC6613384|XP_032577015.1|DSEC
OG0003934	LOC119078558|XP_037042021.1|BCOP	LOC6611737|XP_002036260.1|DSEC
OG0003935	LOC119079977|XP_037044012.1|BCOP	LOC6609356|XP_002034045.1|DSEC
OG0003936	LOC119081568|XP_037046494.1|BCOP	LOC6609357|XP_002034046.1|DSEC
OG0003937	LOC119079963|XP_037043972.1|BCOP	LOC6608084|XP_002032832.1|DSEC
OG0003938	LOC119066188|XP_037024388.1|BCOP	LOC6613421|XP_032574085.1|DSEC
OG0003939	LOC119085404|XP_037051705.1|BCOP	LOC6613458|XP_002037930.1|DSEC
OG0003940	LOC119075344|XP_037037669.1|BCOP	LOC6613415|XP_002037889.1|DSEC
OG0003941	LOC119068886|XP_037028648.1|BCOP, LOC119068887|XP_037028649.1|BCOP	LOC6613418|XP_002037892.1|DSEC
OG0003942	LOC119085251|XP_037051482.1|BCOP	LOC6611588|XP_002036125.1|DSEC
OG0003943	LOC119068434|XP_037027899.1|BCOP	LOC6613424|XP_002037898.1|DSEC
OG0003944	LOC119078552|XP_037042018.1|BCOP	LOC6617736|XP_002042048.1|DSEC
OG0003945	LOC119079394|XP_037043177.1|BCOP	LOC6615734|XP_002040105.1|DSEC
OG0003946	LOC119078689|XP_037042240.1|BCOP	LOC6614672|XP_002039099.1|DSEC
OG0003947	LOC119075314|XP_037037628.1|BCOP	LOC6614661|XP_002039088.1|DSEC
OG0003948	LOC119085977|XP_037052435.1|BCOP	LOC6614494|XP_002038927.1|DSEC
OG0003949	LOC119075409|XP_037037749.1|BCOP	LOC6614495|XP_032583303.1|DSEC
OG0003950	LOC119078927|XP_037042564.1|BCOP	LOC6613567|XP_002038035.2|DSEC
OG0003951	LOC119078924|XP_037042555.1|BCOP	LOC6613561|XP_032580966.1|DSEC
OG0003952	LOC119076315|XP_037038878.1|BCOP	LOC6612142|XP_002036659.1|DSEC
OG0003953	LOC119066356|XP_037024668.1|BCOP	LOC6611453|XP_002035995.1|DSEC
OG0003954	LOC119066357|XP_037024669.1|BCOP	LOC6610756|XP_002035322.2|DSEC
OG0003956	LOC119083245|XP_037048801.1|BCOP	LOC6614555|XP_032574138.1|DSEC
OG0003957	LOC119083013|XP_037048545.1|BCOP	LOC6604851|XP_002029696.1|DSEC
OG0003958	LOC119069614|XP_037029601.1|BCOP	LOC6617921|XP_002042229.2|DSEC
OG0003959	LOC119078441|XP_037041858.1|BCOP	LOC6615263|XP_032570978.1|DSEC
OG0003960	LOC119082261|XP_037047615.1|BCOP	LOC116803495|XP_032583081.1|DSEC, LOC6620332|XP_032581598.1|DSEC
OG0003961	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP	LOC6611579|XP_002036117.1|DSEC
OG0003962	LOC119078763|XP_037042366.1|BCOP	LOC6613442|XP_002037916.1|DSEC
OG0003963	LOC119066309|XP_037024590.1|BCOP	LOC6614642|XP_032575278.1|DSEC
OG0003964	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP	LOC6621131|XP_002045310.1|DSEC
OG0003965	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP	LOC6611616|XP_032582900.1|DSEC
OG0003966	LOC119072629|XP_037033767.1|BCOP	LOC6620730|XP_032577029.1|DSEC
OG0003967	LOC119081316|XP_037045985.1|BCOP	LOC6615386|XP_032572739.1|DSEC
OG0003968	LOC119081307|XP_037045963.1|BCOP	LOC6615384|XP_032572753.1|DSEC
OG0003969	LOC119081403|XP_037046190.1|BCOP	LOC6609587|XP_002034264.1|DSEC
OG0003970	LOC119066251|XP_037024472.1|BCOP	LOC6617254|XP_002041581.2|DSEC
OG0003971	LOC119071550|XP_037032366.1|BCOP	LOC6611953|XP_032577235.1|DSEC
OG0003972	LOC119085029|XP_037051114.1|BCOP	LOC6605735|XP_002030551.2|DSEC
OG0003973	LOC119081613|XP_037046554.1|BCOP	LOC6618893|XP_002043141.1|DSEC
OG0003974	LOC119075643|XP_037038025.1|BCOP	LOC6608749|XP_002033472.1|DSEC
OG0003975	LOC119084610|XP_037050568.1|BCOP	LOC6611757|XP_032583156.1|DSEC
OG0003976	LOC119066371|XP_037024691.1|BCOP	LOC6614702|XP_002039129.1|DSEC
OG0003977	LOC119066375|XP_037024696.1|BCOP	LOC6617856|XP_002042164.1|DSEC
OG0003978	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP	LOC6618396|XP_002042666.1|DSEC
OG0003979	LOC119082686|XP_037048154.1|BCOP	LOC6612018|XP_002036535.1|DSEC
OG0003980	LOC119079922|XP_037043916.1|BCOP	LOC6606290|XP_002031095.1|DSEC
OG0003981	LOC119066759|XP_037025290.1|BCOP	LOC6617741|XP_032569781.1|DSEC
OG0003982	LOC119066367|XP_037024681.1|BCOP	LOC6614689|XP_032583000.1|DSEC
OG0003983	LOC119066368|XP_037024687.1|BCOP	LOC6611396|XP_002035940.1|DSEC
OG0003984	LOC119071554|XP_037032372.1|BCOP	LOC6614635|XP_002039062.1|DSEC
OG0003985	LOC119072242|XP_037033313.1|BCOP	LOC6621705|XP_032583728.1|DSEC
OG0003986	LOC119075596|XP_037037961.1|BCOP	LOC6611517|XP_002036058.2|DSEC
OG0003987	LOC119075595|XP_037037960.1|BCOP	LOC6611518|XP_032573661.1|DSEC
OG0003988	LOC119076322|XP_037038889.1|BCOP	LOC6613448|XP_032574880.1|DSEC
OG0003989	LOC119066692|XP_037025180.1|BCOP	LOC6617715|XP_002042027.1|DSEC
OG0003990	LOC119070894|XP_037031315.1|BCOP	LOC6611328|XP_002035875.1|DSEC
OG0003991	LOC119085907|XP_037052346.1|BCOP	LOC6613358|XP_032569734.1|DSEC
OG0003992	LOC119072929|XP_037034145.1|BCOP	LOC6613354|XP_002037828.2|DSEC
OG0003993	LOC119072918|XP_037034132.1|BCOP	LOC6613339|XP_002037815.1|DSEC
OG0003995	LOC119073326|XP_037034613.1|BCOP	LOC6608971|XP_002033685.1|DSEC
OG0003996	LOC119078122|XP_037041475.1|BCOP	LOC6608260|XP_002033004.1|DSEC
OG0003997	LOC119082234|XP_037047586.1|BCOP	LOC6611521|XP_032570100.1|DSEC
OG0003998	LOC119071458|XP_037032205.1|BCOP	LOC6620416|XP_032572643.1|DSEC
OG0003999	LOC119071462|XP_037032214.1|BCOP	LOC6620234|XP_002044442.1|DSEC
OG0004000	LOC119081529|XP_037046424.1|BCOP	LOC6619736|XP_002043951.1|DSEC
OG0004001	LOC119081397|XP_037046179.1|BCOP	LOC6613003|XP_032570506.1|DSEC
OG0004002	LOC119076351|XP_037038943.1|BCOP	LOC6614779|XP_002039198.1|DSEC
OG0004003	LOC119084566|XP_037050478.1|BCOP	LOC6612134|XP_032572461.1|DSEC
OG0004004	LOC119077125|XP_037040194.1|BCOP	LOC6611631|XP_032580199.1|DSEC
OG0004005	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP	LOC6613494|XP_032572751.1|DSEC
OG0004006	LOC119076229|XP_037038786.1|BCOP	LOC6618178|XP_002042453.1|DSEC
OG0004007	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP	LOC6613240|XP_002037717.1|DSEC
OG0004008	LOC119070748|XP_037031107.1|BCOP	LOC6617219|XP_032583636.1|DSEC
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC6613092|XP_002037575.2|DSEC
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC6611217|XP_032581690.1|DSEC
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC6617897|XP_032569914.1|DSEC
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC6607453|XP_002032222.1|DSEC
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC6611239|XP_002035794.1|DSEC
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC6605736|XP_002030552.2|DSEC
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC6617811|XP_032571934.1|DSEC
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC6611966|XP_002036483.1|DSEC
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC6613334|XP_032569725.1|DSEC
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC6607943|XP_002032693.1|DSEC
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC6618190|XP_002042465.1|DSEC
OG0004020	LOC119067510|XP_037026417.1|BCOP	LOC116802491|XP_032582856.1|DSEC
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC6613190|XP_032583417.1|DSEC
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC6613680|XP_002038150.1|DSEC
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC6609971|XP_032571306.1|DSEC
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC6614396|XP_032578768.1|DSEC
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC6611863|XP_002036385.1|DSEC
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC6620617|XP_002044821.1|DSEC
OG0004027	LOC119077012|XP_037040020.1|BCOP	LOC116800520|XP_032571828.1|DSEC
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC6613524|XP_032583249.1|DSEC
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC6611698|XP_032582477.1|DSEC
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC6615812|XP_032572831.1|DSEC
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC6617720|XP_002042032.2|DSEC
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC6620479|XP_002044684.1|DSEC
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC6611889|XP_032569777.1|DSEC
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC6614598|XP_032583454.1|DSEC
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC6613422|XP_032579929.1|DSEC
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC6613151|XP_032583757.1|DSEC
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC6617786|XP_002042098.2|DSEC
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC6617312|XP_032583110.1|DSEC
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC6613084|XP_002037567.2|DSEC
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC6615609|XP_002039983.1|DSEC
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC6620445|XP_002044652.2|DSEC
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC6611055|XP_002035612.2|DSEC
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC6612052|XP_002036569.1|DSEC
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC6619001|XP_032580941.1|DSEC
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC6612092|XP_002036609.1|DSEC
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC6617267|XP_002041594.1|DSEC
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC6617696|XP_002042008.1|DSEC
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC6613395|XP_002037869.1|DSEC
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC6617213|XP_002041540.1|DSEC
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC6614614|XP_032575693.1|DSEC
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC6612160|XP_032583124.1|DSEC
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC6614812|XP_032581397.1|DSEC
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC6608627|XP_002033361.1|DSEC
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC6614565|XP_002038993.1|DSEC
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC6606974|XP_002031766.1|DSEC
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC6613783|XP_002038252.2|DSEC
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC6619419|XP_002043634.2|DSEC
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC6610579|XP_002035152.1|DSEC
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC6614329|XP_002038769.1|DSEC
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC6606855|XP_002031652.1|DSEC
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC6619914|XP_032582270.1|DSEC
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC6610415|XP_032573940.1|DSEC
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC6616152|XP_002040517.1|DSEC
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC6605839|XP_002030653.1|DSEC
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC6615480|XP_032572610.1|DSEC
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC6609163|XP_002033865.1|DSEC
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC6619899|XP_002044111.1|DSEC
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC6607160|XP_002031946.1|DSEC
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC6607159|XP_032576360.1|DSEC
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC6610673|XP_002035239.1|DSEC
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC6604965|XP_002029808.1|DSEC
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC6604966|XP_002029809.1|DSEC
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC6614801|XP_002039220.1|DSEC
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC6615540|XP_002039919.2|DSEC
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC6609006|XP_002033711.1|DSEC
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC6609005|XP_002033710.2|DSEC
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC6611612|XP_002036148.2|DSEC
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC6617019|XP_002041347.1|DSEC
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC6618987|XP_002043232.1|DSEC
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC6609462|XP_002034147.1|DSEC
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC6609220|XP_032570268.1|DSEC
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC6615301|XP_002039705.1|DSEC
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC116801434|XP_032576831.1|DSEC
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC6619372|XP_032573924.1|DSEC
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC6616844|XP_002041180.1|DSEC
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC6617160|XP_032577787.1|DSEC
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC6617601|XP_032581063.1|DSEC
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC6617134|XP_002041461.1|DSEC
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC6618998|XP_002043243.2|DSEC
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC6607726|XP_032579116.1|DSEC
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC6606327|XP_002031132.1|DSEC
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC6618946|XP_002043189.1|DSEC
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC6612547|XP_002037055.1|DSEC
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC116801474|XP_032577178.1|DSEC
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC6617161|XP_002041488.1|DSEC
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC6605523|XP_002030356.1|DSEC
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC6616850|XP_002041186.1|DSEC
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC6613867|XP_032577875.1|DSEC
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC6613878|XP_032577815.1|DSEC
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC6613882|XP_002038351.1|DSEC
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC6613884|XP_032579257.1|DSEC
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC6617017|XP_002041345.1|DSEC
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC6607577|XP_032577966.1|DSEC
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC6605841|XP_002030655.2|DSEC
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC6616460|XP_002040821.1|DSEC
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC6610506|XP_002035086.1|DSEC
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC6606295|XP_002031100.1|DSEC
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC6607727|XP_002032490.2|DSEC
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC6616538|XP_002040897.1|DSEC
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC6616957|XP_032579160.1|DSEC
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC6617038|XP_032576246.1|DSEC
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC6615229|XP_002039635.1|DSEC
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC6612369|XP_032580402.1|DSEC
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC6612372|XP_032580395.1|DSEC
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC6616951|XP_002041279.1|DSEC
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC6616683|XP_002041038.1|DSEC
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC6609633|XP_002034310.1|DSEC
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC6616657|XP_002041014.1|DSEC
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC6606282|XP_032578989.1|DSEC
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC6606304|XP_032577085.1|DSEC
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC6614332|XP_002038772.2|DSEC
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC6618620|XP_002042879.1|DSEC
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC6612808|XP_032579157.1|DSEC
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC6612800|XP_002037301.1|DSEC
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC6611898|XP_002036415.1|DSEC
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC6616697|XP_002041052.1|DSEC
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC6608717|XP_032570256.1|DSEC
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC6615076|XP_032581047.1|DSEC
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC6606158|XP_002030966.1|DSEC
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC6610542|XP_002035122.1|DSEC
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC6617692|XP_002042004.1|DSEC
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC6619633|XP_002043848.1|DSEC
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC6619286|XP_032579000.1|DSEC
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC6614322|XP_002038762.1|DSEC
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC6608434|XP_002033168.1|DSEC
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC6605975|XP_002030787.1|DSEC
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC6616229|XP_002040594.1|DSEC
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC6618956|XP_002043201.1|DSEC
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC6610067|XP_032571303.1|DSEC
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC116801963|XP_032580255.1|DSEC
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC6606662|XP_002031462.1|DSEC
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC6611876|XP_002036394.2|DSEC
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC6604852|XP_002029697.1|DSEC
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC6606197|XP_002031005.1|DSEC
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC6611892|XP_002036409.1|DSEC
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC6606630|XP_032577123.1|DSEC
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC6614328|XP_002038768.1|DSEC
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC6606313|XP_002031118.1|DSEC
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC6621959|XP_032577765.1|DSEC
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC6613945|XP_032576371.1|DSEC
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC6608658|XP_032573065.1|DSEC
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC6605960|XP_032574435.1|DSEC
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC6606205|XP_002031013.1|DSEC
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC6606323|XP_002031128.1|DSEC
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC6614980|XP_002039397.2|DSEC
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC6610249|XP_002034844.1|DSEC
