Orthogroup	BCOP.longest_only	DGUA.longest_only
OG0004688	LOC119068452|XP_037027926.1|BCOP, LOC119068448|XP_037027919.1|BCOP	LOC117586569|XP_034132621.1|DGUA
OG0004689	LOC119070463|XP_037030713.1|BCOP	LOC117583749|XP_034128159.1|DGUA
OG0004690	LOC119067875|XP_037027038.1|BCOP	LOC117586578|XP_034132634.1|DGUA
OG0004691	LOC119067882|XP_037027056.1|BCOP	LOC117583362|XP_034127532.1|DGUA
OG0004692	LOC119069334|XP_037029294.1|BCOP	LOC117585034|XP_034130171.1|DGUA
OG0004693	LOC119069335|XP_037029296.1|BCOP	LOC117584933|XP_034129983.1|DGUA
OG0004694	LOC119069931|XP_037030050.1|BCOP	LOC117585667|XP_034131155.1|DGUA
OG0004695	LOC119085775|XP_037052164.1|BCOP	LOC117582818|XP_034126749.1|DGUA
OG0004696	LOC119067271|XP_037026045.1|BCOP	LOC117589863|XP_034138022.1|DGUA
OG0004697	LOC119083569|XP_037049208.1|BCOP	LOC117588492|XP_034135687.1|DGUA
OG0004698	LOC119070142|XP_037030365.1|BCOP	LOC117590316|XP_034138696.1|DGUA
OG0004699	LOC119068528|XP_037028033.1|BCOP	LOC117589688|XP_034137735.1|DGUA
OG0004700	LOC119085391|XP_037051682.1|BCOP	LOC117590070|XP_034138291.1|DGUA
OG0004701	LOC119085009|XP_037051087.1|BCOP	LOC117585138|XP_034130356.1|DGUA
OG0004702	LOC119081642|XP_037046618.1|BCOP	LOC117585787|XP_034131368.1|DGUA
OG0004703	LOC119070468|XP_037030719.1|BCOP	LOC117582722|XP_034126539.1|DGUA
OG0004704	LOC119067944|XP_037027156.1|BCOP	LOC117582793|XP_034126692.1|DGUA
OG0004705	LOC119066382|XP_037024709.1|BCOP	LOC117589954|XP_034138143.1|DGUA
OG0004706	LOC119069967|XP_037030097.1|BCOP	LOC117589199|XP_034136818.1|DGUA
OG0004707	LOC119068233|XP_037027644.1|BCOP	LOC117584861|XP_034129897.1|DGUA
OG0004708	LOC119067010|XP_037025632.1|BCOP	LOC117586522|XP_034132546.1|DGUA
OG0004709	LOC119067468|XP_037026352.1|BCOP	LOC117584999|XP_034130127.1|DGUA
OG0004710	LOC119067263|XP_037026037.1|BCOP	LOC117583784|XP_034128253.1|DGUA
OG0004711	LOC119070403|XP_037030622.1|BCOP	LOC117583229|XP_034127339.1|DGUA
OG0004712	LOC119074248|XP_037036167.1|BCOP	LOC117589612|XP_034137579.1|DGUA
OG0004713	LOC119085702|XP_037052046.1|BCOP	LOC117585143|XP_034130363.1|DGUA
OG0004714	LOC119082075|XP_037047314.1|BCOP	LOC117585656|XP_034131134.1|DGUA
OG0004715	LOC119066127|XP_037024308.1|BCOP	LOC117584613|XP_034129519.1|DGUA
OG0004716	LOC119067216|XP_037025954.1|BCOP	LOC117585142|XP_034130362.1|DGUA
OG0004717	LOC119068114|XP_037027455.1|BCOP	LOC117588512|XP_034135724.1|DGUA
OG0004718	LOC119078746|XP_037042340.1|BCOP	LOC117581934|XP_034125306.1|DGUA
OG0004719	LOC119069959|XP_037030085.1|BCOP	LOC117583531|XP_034127772.1|DGUA
OG0004720	LOC119068883|XP_037028643.1|BCOP	LOC117585797|XP_034131393.1|DGUA
OG0004721	LOC119067982|XP_037027224.1|BCOP	LOC117583682|XP_034128047.1|DGUA
OG0004722	LOC119069923|XP_037030038.1|BCOP	LOC117583598|XP_034127883.1|DGUA
OG0004723	LOC119067572|XP_037026551.1|BCOP	LOC117585170|XP_034130403.1|DGUA, LOC117581442|XP_034124538.1|DGUA
OG0004724	LOC119070559|XP_037030860.1|BCOP	LOC117582852|XP_034126811.1|DGUA
OG0004725	LOC119070563|XP_037030866.1|BCOP	LOC117582996|XP_034127037.1|DGUA
OG0004726	LOC119069953|XP_037030077.1|BCOP	LOC117582817|XP_034126747.1|DGUA
OG0004727	LOC119068215|XP_037027604.1|BCOP	LOC117583278|XP_034127397.1|DGUA
OG0004728	LOC119068218|XP_037027606.1|BCOP	LOC117583602|XP_034127886.1|DGUA
OG0004729	LOC119068800|XP_037028470.1|BCOP	LOC117590880|XP_034139799.1|DGUA, LOC117580731|XP_034123292.1|DGUA
OG0004730	LOC119066254|XP_037024485.1|BCOP	LOC117587864|XP_034134720.1|DGUA
OG0004731	LOC119070081|XP_037030284.1|BCOP	LOC117585708|XP_034131235.1|DGUA
OG0004732	LOC119070359|XP_037030549.1|BCOP	LOC117589916|XP_034138085.1|DGUA
OG0004733	LOC119079430|XP_037043236.1|BCOP	LOC117589917|XP_034138086.1|DGUA
OG0004734	LOC119067926|XP_037027133.1|BCOP	LOC117585394|XP_034130748.1|DGUA
OG0004735	LOC119069171|XP_037028977.1|BCOP	LOC117583781|XP_034128234.1|DGUA
OG0004736	LOC119068103|XP_037027422.1|BCOP	LOC117589934|XP_034138108.1|DGUA
OG0004737	LOC119067052|XP_037025692.1|BCOP	LOC117590075|XP_034138303.1|DGUA
OG0004738	LOC119068538|XP_037028047.1|BCOP, LOC119067045|XP_037025683.1|BCOP	LOC117590023|XP_034138206.1|DGUA
OG0004739	LOC119069316|XP_037029263.1|BCOP	LOC117585284|XP_034130602.1|DGUA
OG0004740	LOC119067892|XP_037027074.1|BCOP	LOC117583648|XP_034127992.1|DGUA
OG0004741	LOC119067879|XP_037027044.1|BCOP	LOC117583663|XP_034128018.1|DGUA
OG0004742	LOC119085059|XP_037051171.1|BCOP	LOC117590681|XP_034139458.1|DGUA
OG0004743	LOC119069096|XP_037028884.1|BCOP	LOC117585753|XP_034131298.1|DGUA
OG0004744	LOC119078060|XP_037041386.1|BCOP	LOC117584384|XP_034129129.1|DGUA
OG0004745	LOC119067589|XP_037026582.1|BCOP	LOC117586175|XP_034131978.1|DGUA
OG0004746	LOC119069828|XP_037029885.1|BCOP	LOC117586508|XP_034132527.1|DGUA
OG0004747	LOC119069829|XP_037029886.1|BCOP	LOC117586511|XP_034132530.1|DGUA
OG0004748	LOC119075771|XP_037038213.1|BCOP	LOC117586507|XP_034132525.1|DGUA
OG0004749	LOC119069481|XP_037029443.1|BCOP	LOC117589798|XP_034137893.1|DGUA
OG0004750	LOC119069260|XP_037029212.1|BCOP	LOC117583047|XP_034127100.1|DGUA
OG0004751	LOC119069668|XP_037029682.1|BCOP	LOC117583213|XP_034127319.1|DGUA
OG0004752	LOC119069343|XP_037029309.1|BCOP	LOC117583734|XP_034128142.1|DGUA
OG0004753	LOC119067355|XP_037026159.1|BCOP	LOC117582894|XP_034126878.1|DGUA
OG0004754	LOC119067352|XP_037026157.1|BCOP	LOC117583683|XP_034128049.1|DGUA
OG0004755	LOC119080984|XP_037045527.1|BCOP	LOC117585329|XP_034130660.1|DGUA
OG0004756	LOC119080730|XP_037045153.1|BCOP	LOC117585326|XP_034130656.1|DGUA
OG0004757	LOC119067873|XP_037027030.1|BCOP	LOC117589803|XP_034137902.1|DGUA
OG0004758	LOC119070554|XP_037030850.1|BCOP	LOC117585315|XP_034130635.1|DGUA
OG0004759	LOC119069605|XP_037029591.1|BCOP	LOC117585825|XP_034131447.1|DGUA
OG0004760	LOC119070578|XP_037030880.1|BCOP	LOC117585781|XP_034131361.1|DGUA
OG0004761	LOC119069129|XP_037028924.1|BCOP	LOC117584991|XP_034130109.1|DGUA
OG0004762	LOC119067783|XP_037026816.1|BCOP	LOC117584622|XP_034129534.1|DGUA
OG0004763	LOC119067997|XP_037027252.1|BCOP	LOC117589489|XP_034137345.1|DGUA
OG0004764	LOC119067356|XP_037026160.1|BCOP	LOC117589550|XP_034137451.1|DGUA
OG0004765	LOC119069468|XP_037029415.1|BCOP	LOC117583167|XP_034127252.1|DGUA
OG0004766	LOC119067506|XP_037026412.1|BCOP	LOC117583825|XP_034128303.1|DGUA
OG0004767	LOC119070408|XP_037030630.1|BCOP	LOC117590106|XP_034138344.1|DGUA
OG0004768	LOC119069191|XP_037029032.1|BCOP	LOC117590035|XP_034138230.1|DGUA
OG0004769	LOC119079864|XP_037043837.1|BCOP	LOC117581795|XP_034125126.1|DGUA
OG0004770	LOC119074486|XP_037036528.1|BCOP	LOC117585229|XP_034130514.1|DGUA
OG0004771	LOC119068586|XP_037028127.1|BCOP	LOC117583628|XP_034127967.1|DGUA
OG0004772	LOC119084665|XP_037050639.1|BCOP	LOC117585010|XP_034130139.1|DGUA
OG0004773	LOC119067991|XP_037027247.1|BCOP	LOC117584944|XP_034130023.1|DGUA
OG0004774	LOC119067992|XP_037027248.1|BCOP	LOC117584943|XP_034129995.1|DGUA
OG0004775	LOC119067990|XP_037027244.1|BCOP	LOC117585702|XP_034131211.1|DGUA
OG0004776	LOC119085433|XP_037051748.1|BCOP	LOC117578464|XP_034119886.1|DGUA
OG0004777	LOC119069288|XP_037029251.1|BCOP	LOC117590135|XP_034138398.1|DGUA
OG0004778	LOC119068433|XP_037027898.1|BCOP	LOC117584416|XP_034129171.1|DGUA
OG0004779	LOC119073964|XP_037035763.1|BCOP	LOC117585286|XP_034130604.1|DGUA
OG0004780	LOC119078505|XP_037041959.1|BCOP	LOC117584008|XP_034128629.1|DGUA
OG0004781	LOC119069795|XP_037029836.1|BCOP	LOC117585752|XP_034131295.1|DGUA
OG0004782	LOC119070124|XP_037030338.1|BCOP	LOC117585789|XP_034131375.1|DGUA
OG0004783	LOC119083283|XP_037048870.1|BCOP	LOC117590343|XP_034138733.1|DGUA
OG0004784	LOC119068807|XP_037028475.1|BCOP	LOC117583050|XP_034127103.1|DGUA
OG0004785	LOC119068935|XP_037028694.1|BCOP	LOC117582834|XP_034126780.1|DGUA
OG0004786	LOC119069254|XP_037029203.1|BCOP	LOC117583005|XP_034127047.1|DGUA
OG0004787	LOC119069280|XP_037029237.1|BCOP	LOC117583136|XP_034127218.1|DGUA
OG0004788	LOC119069238|XP_037029174.1|BCOP	LOC117583345|XP_034127500.1|DGUA
OG0004789	LOC119069256|XP_037029205.1|BCOP	LOC117583137|XP_034127219.1|DGUA
OG0004790	LOC119069286|XP_037029249.1|BCOP	LOC117585275|XP_034130589.1|DGUA
OG0004791	LOC119069204|XP_037029070.1|BCOP	LOC117583550|XP_034127801.1|DGUA
OG0004792	LOC119067931|XP_037027140.1|BCOP	LOC117589965|XP_034138160.1|DGUA
OG0004793	LOC119067371|XP_037026178.1|BCOP	LOC117583519|XP_034127754.1|DGUA
OG0004794	LOC119070535|XP_037030803.1|BCOP	LOC117589526|XP_034137409.1|DGUA
OG0004795	LOC119070441|XP_037030686.1|BCOP	LOC117589523|XP_034137405.1|DGUA
OG0004796	LOC119067762|XP_037026789.1|BCOP	LOC117583578|XP_034127848.1|DGUA
OG0004797	LOC119069040|XP_037028803.1|BCOP	LOC117584998|XP_034130118.1|DGUA
OG0004799	LOC119081245|XP_037045871.1|BCOP	LOC117589611|XP_034137578.1|DGUA
OG0004800	LOC119067464|XP_037026345.1|BCOP	LOC117589775|XP_034137862.1|DGUA
OG0004801	LOC119076307|XP_037038908.1|BCOP	LOC117586677|XP_034132818.1|DGUA
OG0004802	LOC119073243|XP_037034453.1|BCOP	LOC117584947|XP_034130030.1|DGUA
OG0004803	LOC119070484|XP_037030732.1|BCOP	LOC117583374|XP_034127546.1|DGUA
OG0004804	LOC119070545|XP_037030813.1|BCOP	LOC117590037|XP_034138241.1|DGUA
OG0004805	LOC119067280|XP_037026052.1|BCOP	LOC117582784|XP_034126648.1|DGUA
OG0004806	LOC119068779|XP_037028433.1|BCOP	LOC117591170|XP_034140183.1|DGUA
OG0004807	LOC119079932|XP_037043930.1|BCOP	LOC117585179|XP_034130413.1|DGUA
OG0004808	LOC119077387|XP_037040481.1|BCOP	LOC117583182|XP_034127273.1|DGUA
OG0004809	LOC119083955|XP_037049661.1|BCOP	LOC117589567|XP_034137509.1|DGUA
OG0004810	LOC119083935|XP_037049648.1|BCOP	LOC117585828|XP_034131452.1|DGUA
OG0004811	LOC119070082|XP_037030285.1|BCOP	LOC117580185|XP_034122435.1|DGUA
OG0004812	LOC119069596|XP_037029581.1|BCOP	LOC117583762|XP_034128187.1|DGUA
OG0004813	LOC119079861|XP_037043833.1|BCOP	LOC117589839|XP_034137982.1|DGUA
OG0004814	LOC119067023|XP_037025646.1|BCOP	LOC117585687|XP_034131193.1|DGUA
OG0004815	LOC119083592|XP_037049229.1|BCOP	LOC117588621|XP_034135926.1|DGUA
OG0004816	LOC119069056|XP_037028825.1|BCOP	LOC117590312|XP_034138691.1|DGUA
OG0004817	LOC119069060|XP_037028830.1|BCOP	LOC117590309|XP_034138686.1|DGUA
OG0004818	LOC119067224|XP_037025965.1|BCOP	LOC117585311|XP_034130630.1|DGUA
OG0004819	LOC119068473|XP_037027980.1|BCOP	LOC117583071|XP_034127135.1|DGUA
OG0004820	LOC119068667|XP_037028244.1|BCOP	LOC117583183|XP_034127274.1|DGUA
OG0004821	LOC119085770|XP_037052157.1|BCOP	LOC117583619|XP_034127955.1|DGUA
OG0004822	LOC119069781|XP_037029818.1|BCOP	LOC117583786|XP_034128255.1|DGUA
OG0004823	LOC119068767|XP_037028415.1|BCOP	LOC117582890|XP_034126870.1|DGUA
OG0004824	LOC119068789|XP_037028443.1|BCOP	LOC117582892|XP_034126875.1|DGUA
OG0004825	LOC119085044|XP_037051150.1|BCOP	LOC117590633|XP_034139342.1|DGUA
OG0004826	LOC119085265|XP_037051511.1|BCOP	LOC117582961|XP_034126964.1|DGUA
OG0004827	LOC119068308|XP_037027748.1|BCOP	LOC117590076|XP_034138305.1|DGUA
OG0004828	LOC119069743|XP_037029777.1|BCOP	LOC117585288|XP_034130606.1|DGUA
OG0004829	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP	LOC117585151|XP_034130373.1|DGUA
OG0004830	LOC119067939|XP_037027150.1|BCOP	LOC117583015|XP_034127057.1|DGUA
OG0004831	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP	LOC117587424|XP_034133985.1|DGUA
OG0004832	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP	LOC117585769|XP_034131341.1|DGUA
OG0004833	LOC119067299|XP_037026095.1|BCOP	LOC117586680|XP_034132823.1|DGUA
OG0004834	LOC119067924|XP_037027126.1|BCOP	LOC117582916|XP_034126904.1|DGUA
OG0004835	LOC119070460|XP_037030708.1|BCOP	LOC117583355|XP_034127516.1|DGUA
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	LOC117583056|XP_034127113.1|DGUA
OG0004837	LOC119072528|XP_037033671.1|BCOP	LOC117580120|XP_034122303.1|DGUA
OG0004838	LOC119070505|XP_037030757.1|BCOP	LOC117585085|XP_034130243.1|DGUA
OG0004839	LOC119070503|XP_037030747.1|BCOP	LOC117584950|XP_034130034.1|DGUA
OG0004840	LOC119077749|XP_037040952.1|BCOP	LOC117585261|XP_034130567.1|DGUA
OG0004841	LOC119082998|XP_037048532.1|BCOP	LOC117591540|XP_034140725.1|DGUA
OG0004842	LOC119069119|XP_037028911.1|BCOP	LOC117585567|XP_034130992.1|DGUA
OG0004843	LOC119068430|XP_037027895.1|BCOP	LOC117589948|XP_034138131.1|DGUA
OG0004844	LOC119067104|XP_037025763.1|BCOP	LOC117584027|XP_034128655.1|DGUA
OG0004845	LOC119067100|XP_037025758.1|BCOP	LOC117586541|XP_034132590.1|DGUA
OG0004846	LOC119066722|XP_037025232.1|BCOP	LOC117581861|XP_034125214.1|DGUA
OG0004847	LOC119072915|XP_037034128.1|BCOP	LOC117581852|XP_034125200.1|DGUA
OG0004848	LOC119073856|XP_037035614.1|BCOP	LOC117585818|XP_034131437.1|DGUA
OG0004849	LOC119081136|XP_037045779.1|BCOP	LOC117584565|XP_034129420.1|DGUA
OG0004850	LOC119085749|XP_037052126.1|BCOP	LOC117585966|XP_034131665.1|DGUA
OG0004851	LOC119085754|XP_037052132.1|BCOP	LOC117586440|XP_034132369.1|DGUA
OG0004852	LOC119085767|XP_037052147.1|BCOP	LOC117586380|XP_034132300.1|DGUA
OG0004853	LOC119081784|XP_037046889.1|BCOP	LOC117578534|XP_034119992.1|DGUA
OG0004854	LOC119084865|XP_037050895.1|BCOP	LOC117579168|XP_034120821.1|DGUA
OG0004855	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP	LOC117580153|XP_034122358.1|DGUA
OG0004856	LOC119073469|XP_037034868.1|BCOP	LOC117589450|XP_034137285.1|DGUA
OG0004857	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP	LOC117587161|XP_034133558.1|DGUA
OG0004858	LOC119079828|XP_037043787.1|BCOP	LOC117589267|XP_034136938.1|DGUA
OG0004859	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP	LOC117589272|XP_034136954.1|DGUA
OG0004860	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP	LOC117589127|XP_034136703.1|DGUA
OG0004861	LOC119081072|XP_037045692.1|BCOP	LOC117589350|XP_034137116.1|DGUA
OG0004862	LOC119074388|XP_037036406.1|BCOP	LOC117589349|XP_034137103.1|DGUA
OG0004863	LOC119084931|XP_037050965.1|BCOP	LOC117587366|XP_034133901.1|DGUA
OG0004864	LOC119081219|XP_037045838.1|BCOP	LOC117589295|XP_034136978.1|DGUA
OG0004865	LOC119080887|XP_037045361.1|BCOP	LOC117583287|XP_034127414.1|DGUA
OG0004866	LOC119080369|XP_037044561.1|BCOP	LOC117579317|XP_034121021.1|DGUA
OG0004867	LOC119073990|XP_037035795.1|BCOP	LOC117592106|XP_034141517.1|DGUA
OG0004868	LOC119079744|XP_037043708.1|BCOP	LOC117588520|XP_034135762.1|DGUA
OG0004869	LOC119081377|XP_037046154.1|BCOP	LOC117592608|XP_034142383.1|DGUA
OG0004870	LOC119081382|XP_037046165.1|BCOP	LOC117590322|XP_034138709.1|DGUA
OG0004871	LOC119078931|XP_037042571.1|BCOP	LOC117592418|XP_034142050.1|DGUA
OG0004872	LOC119081560|XP_037046484.1|BCOP	LOC117589045|XP_034136567.1|DGUA
OG0004873	LOC119071534|XP_037032314.1|BCOP	LOC117581931|XP_034125302.1|DGUA
OG0004874	LOC119077748|XP_037040934.1|BCOP	LOC117591208|XP_034140240.1|DGUA
OG0004875	LOC119068412|XP_037027870.1|BCOP	LOC117588403|XP_034135550.1|DGUA
OG0004876	LOC119072503|XP_037033642.1|BCOP	LOC117590803|XP_034139660.1|DGUA
OG0004877	LOC119075483|XP_037037829.1|BCOP	LOC117579661|XP_034121535.1|DGUA
OG0004878	LOC119080515|XP_037044819.1|BCOP	LOC117590632|XP_034139345.1|DGUA
OG0004879	LOC119073821|XP_037035500.1|BCOP	LOC117591224|XP_034140292.1|DGUA
OG0004880	LOC119073313|XP_037034596.1|BCOP	LOC117580379|XP_034122805.1|DGUA
OG0004881	LOC119081274|XP_037045925.1|BCOP	LOC117587331|XP_034133853.1|DGUA
OG0004882	LOC119081283|XP_037045939.1|BCOP	LOC117579520|XP_034121318.1|DGUA
OG0004883	LOC119081280|XP_037045935.1|BCOP	LOC117579048|XP_034120635.1|DGUA
OG0004884	LOC119073428|XP_037034784.1|BCOP	LOC117587985|XP_034134886.1|DGUA
OG0004885	LOC119076083|XP_037038629.1|BCOP	LOC117578723|XP_034120271.1|DGUA
OG0004886	LOC119080153|XP_037044265.1|BCOP	LOC117587119|XP_034133511.1|DGUA
OG0004887	LOC119080147|XP_037044261.1|BCOP	LOC117592395|XP_034142003.1|DGUA
OG0004888	LOC119075404|XP_037037746.1|BCOP	LOC117578765|XP_034120361.1|DGUA
OG0004889	LOC119074112|XP_037035973.1|BCOP	LOC117592405|XP_034142032.1|DGUA
OG0004890	LOC119080893|XP_037045368.1|BCOP	LOC117588131|XP_034135107.1|DGUA
OG0004891	LOC119070729|XP_037031080.1|BCOP	LOC117591041|XP_034140027.1|DGUA
OG0004892	LOC119071890|XP_037032884.1|BCOP	LOC117591898|XP_034141175.1|DGUA
OG0004893	LOC119079913|XP_037043898.1|BCOP	LOC117589406|XP_034137228.1|DGUA
OG0004894	LOC119077347|XP_037040431.1|BCOP	LOC117578708|XP_034120249.1|DGUA
OG0004895	LOC119074084|XP_037035934.1|BCOP	LOC117591942|XP_034141245.1|DGUA
OG0004896	LOC119085038|XP_037051129.1|BCOP	LOC117581141|XP_034123967.1|DGUA
OG0004897	LOC119081407|XP_037046196.1|BCOP	LOC117585900|XP_034131551.1|DGUA
OG0004898	LOC119073887|XP_037035667.1|BCOP	LOC117592432|XP_034142076.1|DGUA
OG0004899	LOC119079716|XP_037043667.1|BCOP	LOC117583041|XP_034127097.1|DGUA
OG0004900	LOC119079987|XP_037044039.1|BCOP	LOC117586150|XP_034131943.1|DGUA
OG0004901	LOC119079334|XP_037043047.1|BCOP	LOC117592426|XP_034142066.1|DGUA
OG0004902	LOC119070375|XP_037030578.1|BCOP	LOC117587121|XP_034133508.1|DGUA
OG0004903	LOC119084961|XP_037051004.1|BCOP	LOC117578659|XP_034120170.1|DGUA
OG0004904	LOC119074005|XP_037035834.1|BCOP	LOC117585593|XP_034131029.1|DGUA
OG0004905	LOC119073847|XP_037035584.1|BCOP	LOC117581315|XP_034124285.1|DGUA
OG0004906	LOC119080319|XP_037044488.1|BCOP	LOC117579247|XP_034120925.1|DGUA
OG0004907	LOC119080380|XP_037044582.1|BCOP	LOC117579732|XP_034121621.1|DGUA
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	LOC117580045|XP_034122173.1|DGUA
OG0004909	LOC119071877|XP_037032854.1|BCOP	LOC117580216|XP_034122501.1|DGUA
OG0004910	LOC119071865|XP_037032825.1|BCOP	LOC117580213|XP_034122497.1|DGUA
OG0004911	LOC119077381|XP_037040472.1|BCOP	LOC117589147|XP_034136733.1|DGUA
OG0004912	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP	LOC117579249|XP_034120926.1|DGUA
OG0004913	LOC119084868|XP_037050900.1|BCOP	LOC117592265|XP_034141819.1|DGUA
OG0004914	LOC119076239|XP_037038800.1|BCOP	LOC117585449|XP_034130831.1|DGUA
OG0004915	LOC119075480|XP_037037825.1|BCOP	LOC117585244|XP_034130549.1|DGUA
OG0004916	LOC119080698|XP_037045046.1|BCOP	LOC117578529|XP_034119982.1|DGUA
OG0004917	LOC119074973|XP_037037271.1|BCOP	LOC117579589|XP_034121410.1|DGUA
OG0004918	LOC119073188|XP_037034394.1|BCOP	LOC117579586|XP_034121406.1|DGUA
OG0004919	LOC119081123|XP_037045761.1|BCOP	LOC117583732|XP_034128140.1|DGUA
OG0004920	LOC119076625|XP_037039390.1|BCOP	LOC117579610|XP_034121436.1|DGUA
OG0004921	LOC119075016|XP_037037322.1|BCOP	LOC117580113|XP_034122283.1|DGUA
OG0004923	LOC119079333|XP_037043051.1|BCOP	LOC117579160|XP_034120809.1|DGUA
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	LOC117587349|XP_034133879.1|DGUA
OG0004925	LOC119083668|XP_037049348.1|BCOP	LOC117589245|XP_034136907.1|DGUA
OG0004926	LOC119086074|XP_037052548.1|BCOP	LOC117589037|XP_034136555.1|DGUA
OG0004927	LOC119073245|XP_037034460.1|BCOP	LOC117586882|XP_034133088.1|DGUA
OG0004928	LOC119083561|XP_037049175.1|BCOP	LOC117592262|XP_034141799.1|DGUA
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	LOC117587229|XP_034133683.1|DGUA
OG0004930	LOC119081722|XP_037046759.1|BCOP	LOC117578824|XP_034120472.1|DGUA
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	LOC117592292|XP_034141853.1|DGUA
OG0004932	LOC119073436|XP_037034812.1|BCOP	LOC117588987|XP_034136475.1|DGUA
OG0004933	LOC119079833|XP_037043794.1|BCOP	LOC117592431|XP_034142074.1|DGUA
OG0004934	LOC119079265|XP_037042938.1|BCOP	LOC117581939|XP_034125315.1|DGUA
OG0004935	LOC119080367|XP_037044559.1|BCOP	LOC117587487|XP_034134126.1|DGUA
OG0004936	LOC119080314|XP_037044484.1|BCOP	LOC117579407|XP_034121176.1|DGUA
OG0004937	LOC119081616|XP_037046557.1|BCOP	LOC117587108|XP_034133493.1|DGUA
OG0004938	LOC119079896|XP_037043880.1|BCOP	LOC117586860|XP_034133046.1|DGUA
OG0004939	LOC119077464|XP_037040565.1|BCOP	LOC117579636|XP_034121502.1|DGUA
OG0004940	LOC119077365|XP_037040445.1|BCOP	LOC117579629|XP_034121486.1|DGUA
OG0004941	LOC119079991|XP_037044049.1|BCOP	LOC117588875|XP_034136272.1|DGUA
OG0004942	LOC119076517|XP_037039201.1|BCOP	LOC117580159|XP_034122369.1|DGUA
OG0004943	LOC119076891|XP_037039794.1|BCOP	LOC117586816|XP_034132984.1|DGUA
OG0004944	LOC119081254|XP_037045884.1|BCOP	LOC117589117|XP_034136686.1|DGUA
OG0004945	LOC119071639|XP_037032495.1|BCOP	LOC117578489|XP_034119913.1|DGUA
OG0004946	LOC119066317|XP_037024601.1|BCOP	LOC117589016|XP_034136531.1|DGUA
OG0004947	LOC119084690|XP_037050665.1|BCOP	LOC117579462|XP_034121241.1|DGUA
OG0004948	LOC119076038|XP_037038560.1|BCOP	LOC117579231|XP_034120903.1|DGUA
OG0004949	LOC119076222|XP_037038775.1|BCOP	LOC117579230|XP_034120902.1|DGUA
OG0004950	LOC119073892|XP_037035675.1|BCOP	LOC117588844|XP_034136229.1|DGUA
OG0004951	LOC119068251|XP_037027682.1|BCOP	LOC117583688|XP_034128055.1|DGUA
OG0004952	LOC119077106|XP_037040164.1|BCOP	LOC117580146|XP_034122346.1|DGUA
OG0004953	LOC119084905|XP_037050955.1|BCOP	LOC117588947|XP_034136417.1|DGUA
OG0004954	LOC119073320|XP_037034605.1|BCOP	LOC117588925|XP_034136392.1|DGUA
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	LOC117587514|XP_034134203.1|DGUA
OG0004956	LOC119079417|XP_037043215.1|BCOP	LOC117586228|XP_034132058.1|DGUA
OG0004957	LOC119073733|XP_037035260.1|BCOP	LOC117579487|XP_034121277.1|DGUA
OG0004958	LOC119081433|XP_037046249.1|BCOP	LOC117580327|XP_034122716.1|DGUA
OG0004959	LOC119074040|XP_037035881.1|BCOP	LOC117580330|XP_034122719.1|DGUA
OG0004960	LOC119078298|XP_037041687.1|BCOP	LOC117580326|XP_034122712.1|DGUA
OG0004961	LOC119084962|XP_037051006.1|BCOP	LOC117591833|XP_034141087.1|DGUA
OG0004962	LOC119073263|XP_037034536.1|BCOP	LOC117579466|XP_034121244.1|DGUA
OG0004963	LOC119084801|XP_037050763.1|BCOP	LOC117579306|XP_034121006.1|DGUA
OG0004964	LOC119081263|XP_037045899.1|BCOP	LOC117579794|XP_034121754.1|DGUA
OG0004965	LOC119080539|XP_037044848.1|BCOP	LOC117580315|XP_034122701.1|DGUA
OG0004966	LOC119080490|XP_037044777.1|BCOP	LOC117580311|XP_034122696.1|DGUA
OG0004967	LOC119081371|XP_037046145.1|BCOP	LOC117592610|XP_034142384.1|DGUA
OG0004968	LOC119080918|XP_037045429.1|BCOP	LOC117579332|XP_034121049.1|DGUA
OG0004969	LOC119083682|XP_037049362.1|BCOP	LOC117592670|XP_034142521.1|DGUA
OG0004970	LOC119080913|XP_037045415.1|BCOP	LOC117579328|XP_034121043.1|DGUA
OG0004971	LOC119080915|XP_037045420.1|BCOP	LOC117579330|XP_034121047.1|DGUA
OG0004972	LOC119080925|XP_037045440.1|BCOP	LOC117580318|XP_034122705.1|DGUA
