Orthogroup	BCOP.longest_only	DKIK.longest_only
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC108074495|XP_017022061.1|DKIK
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC108074868|XP_017022570.1|DKIK
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC108072117|XP_017018630.1|DKIK
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC108074595|XP_017022198.1|DKIK
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC108083361|XP_017034596.1|DKIK
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC108082045|XP_017032811.1|DKIK
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC108079609|XP_017029462.1|DKIK
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC108086247|XP_017038607.1|DKIK
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC108086250|XP_017038618.1|DKIK
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC108077080|XP_017025737.1|DKIK
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC108079003|XP_017028673.1|DKIK
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC108074536|XP_017022111.1|DKIK
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC108076420|XP_017024750.1|DKIK
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC108083955|XP_017035450.1|DKIK
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC108079077|XP_017028789.1|DKIK
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC108077263|XP_017026019.1|DKIK
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC108083501|XP_017034799.1|DKIK
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC108077253|XP_017026004.1|DKIK
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC108074338|XP_017021846.1|DKIK
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC108082229|XP_017033055.1|DKIK
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC108086267|XP_017038643.1|DKIK
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC108083254|XP_017034450.1|DKIK, LOC108086165|XP_017038516.1|DKIK
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC108079620|XP_017029485.1|DKIK
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC108082037|XP_017032799.1|DKIK
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC108083509|XP_017034806.1|DKIK
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC108078346|XP_017027639.1|DKIK
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC108070513|XP_017016501.1|DKIK
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC108085884|XP_017038136.1|DKIK
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC108073463|XP_017020588.1|DKIK
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC108083066|XP_017034191.1|DKIK
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC108079842|XP_017029834.1|DKIK
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC108084119|XP_017035636.1|DKIK
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC108084869|XP_017036749.1|DKIK
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC108079323|XP_017029106.1|DKIK
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC108079822|XP_017029798.1|DKIK
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC108085759|XP_017037988.1|DKIK
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC108083634|XP_017034993.1|DKIK
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC108085201|XP_017037199.1|DKIK
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC108076514|XP_017024910.1|DKIK
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC108083554|XP_017034893.1|DKIK
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC108072064|XP_017018550.1|DKIK
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC108072075|XP_017018567.1|DKIK
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC108080334|XP_017030526.1|DKIK
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC108078899|XP_017028520.1|DKIK
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC108078900|XP_017028521.1|DKIK
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC108083481|XP_017034764.1|DKIK
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC108078254|XP_017027477.1|DKIK
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC108070820|XP_017016921.1|DKIK
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC108070819|XP_017016918.1|DKIK, LOC108071727|XP_017018041.1|DKIK
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC108077016|XP_017025583.1|DKIK
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC108085892|XP_017038146.1|DKIK
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC108074916|XP_017022635.1|DKIK
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC108076448|XP_017024812.1|DKIK
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC108074731|XP_017022382.1|DKIK
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC108070672|XP_017016736.1|DKIK
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC108084568|XP_017036318.1|DKIK
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC108083276|XP_017034490.1|DKIK
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC108077858|XP_017026880.1|DKIK
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC108083971|XP_017035470.1|DKIK
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC108085958|XP_017038240.1|DKIK
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC108085045|XP_017036994.1|DKIK
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC108074935|XP_017022654.1|DKIK
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC108073199|XP_017020202.1|DKIK
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC108084131|XP_017035659.1|DKIK
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC108080290|XP_017030448.1|DKIK
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC108070789|XP_017016881.1|DKIK
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC108082995|XP_017034111.1|DKIK
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC108083972|XP_017035471.1|DKIK
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC108070417|XP_017016360.1|DKIK
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC108074411|XP_017021928.1|DKIK
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC108080795|XP_017031170.1|DKIK
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC108080812|XP_017031203.1|DKIK
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC108080826|XP_017031219.1|DKIK
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC108080808|XP_017031192.1|DKIK
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC108085912|XP_017038174.1|DKIK
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC108080224|XP_017030372.1|DKIK
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC108083711|XP_017035097.1|DKIK
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC108083285|XP_017034504.1|DKIK
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC108075301|XP_017023184.1|DKIK
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC108085923|XP_017038187.1|DKIK, LOC108084175|XP_017035752.1|DKIK
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC108073200|XP_017020204.1|DKIK
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC108080681|XP_017031002.1|DKIK
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC108083126|XP_017034294.1|DKIK
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC108078793|XP_017028348.1|DKIK
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC108079943|XP_017029976.1|DKIK
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC108083856|XP_017035329.1|DKIK
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC108083601|XP_017034955.1|DKIK
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC108082870|XP_017033941.1|DKIK
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC108070715|XP_017016798.1|DKIK
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC108078196|XP_017027361.1|DKIK
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC108084835|XP_017036697.1|DKIK
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC108084156|XP_017035703.1|DKIK, LOC108084149|XP_017035688.1|DKIK
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC108084040|XP_017035545.1|DKIK
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC108084120|XP_017035638.1|DKIK
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC108079422|XP_017029238.1|DKIK
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC108084982|XP_017036895.1|DKIK
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC108085011|XP_017036939.1|DKIK
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC108082056|XP_017032822.1|DKIK
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC108075609|XP_017023631.1|DKIK
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC108082492|XP_017033400.1|DKIK
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC108080003|XP_017030058.1|DKIK
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC108081131|XP_017031640.1|DKIK
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC108075190|XP_017023014.1|DKIK
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC108082236|XP_017033063.1|DKIK
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC108073410|XP_017020501.1|DKIK
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC108081491|XP_017032179.1|DKIK
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC108077699|XP_017026626.1|DKIK
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC108078334|XP_017027626.1|DKIK
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC108079893|XP_017029909.1|DKIK
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC108071758|XP_017018081.1|DKIK
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC108084279|XP_017035928.1|DKIK
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC108076582|XP_017024983.1|DKIK
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC108079899|XP_017029918.1|DKIK
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC108077879|XP_017026903.1|DKIK
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC108082033|XP_017032793.1|DKIK
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC108071965|XP_017018430.1|DKIK
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC108081204|XP_017031761.1|DKIK
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC108082015|XP_017032769.1|DKIK
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC108085740|XP_017037959.1|DKIK
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC108077636|XP_017026538.1|DKIK
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC108077404|XP_017026195.1|DKIK
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC108084974|XP_017036884.1|DKIK
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC108075556|XP_017023554.1|DKIK
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC108078273|XP_017027514.1|DKIK
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC108071545|XP_017017810.1|DKIK
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC108081094|XP_017031572.1|DKIK
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC108084115|XP_017035634.1|DKIK
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC108084656|XP_017036463.1|DKIK
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC108071520|XP_017017778.1|DKIK
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC108071311|XP_017017507.1|DKIK
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC108079810|XP_017029781.1|DKIK
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC108081499|XP_017032203.1|DKIK
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC108073241|XP_017020284.1|DKIK
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC108083220|XP_017034419.1|DKIK
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC108080814|XP_017031205.1|DKIK
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC108072357|XP_017018937.1|DKIK
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC108072115|XP_017018627.1|DKIK
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC108083199|XP_017034391.1|DKIK
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC108073445|XP_017020557.1|DKIK
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC108079407|XP_017029222.1|DKIK
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC108075184|XP_017023006.1|DKIK
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC108079432|XP_017029254.1|DKIK
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC108083849|XP_017035318.1|DKIK
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC108082448|XP_017033308.1|DKIK
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC108070831|XP_017016939.1|DKIK
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC108076453|XP_017024818.1|DKIK
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC108078851|XP_017028434.1|DKIK
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC108084236|XP_017035852.1|DKIK
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC108085420|XP_017037484.1|DKIK
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC108072512|XP_017019209.1|DKIK, LOC108083423|XP_017034668.1|DKIK
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC108077182|XP_017025953.1|DKIK
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC108080932|XP_017031325.1|DKIK
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC108083098|XP_017034240.1|DKIK
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC108072713|XP_017019450.1|DKIK
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC108077162|XP_017025886.1|DKIK
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC108083526|XP_017034847.1|DKIK
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC108080445|XP_017030670.1|DKIK
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC108084171|XP_017035746.1|DKIK
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC108084295|XP_017035947.1|DKIK
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC108085471|XP_017037576.1|DKIK
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC108085459|XP_017037562.1|DKIK
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC108073181|XP_017020180.1|DKIK
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC108083816|XP_017035256.1|DKIK
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC108084842|XP_017036705.1|DKIK
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC108074311|XP_017021797.1|DKIK
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC108070714|XP_017016797.1|DKIK
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC108085719|XP_017037931.1|DKIK
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC108080766|XP_017031115.1|DKIK
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC108070653|XP_017016710.1|DKIK
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC108072356|XP_017018935.1|DKIK
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC108075753|XP_017023797.1|DKIK
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC108083693|XP_017035068.1|DKIK
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC108081132|XP_017031641.1|DKIK
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC108083280|XP_017034497.1|DKIK
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC108072807|XP_017019588.1|DKIK
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC108073341|XP_017020398.1|DKIK
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC108073396|XP_017020479.1|DKIK
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC108072199|XP_017018747.1|DKIK
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC108073484|XP_017020630.1|DKIK
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC108075627|XP_017023653.1|DKIK
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC108081426|XP_017032098.1|DKIK
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC108073255|XP_017020299.1|DKIK
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC108085442|XP_017037540.1|DKIK
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC108078217|XP_017027394.1|DKIK
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC108082535|XP_017033459.1|DKIK
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC108072647|XP_017019366.1|DKIK
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC108084768|XP_017036620.1|DKIK
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC108083587|XP_017034935.1|DKIK
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC108085467|XP_017037573.1|DKIK
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC108081055|XP_017031513.1|DKIK
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC108083226|XP_017034426.1|DKIK
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC108085640|XP_017037814.1|DKIK
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC108085633|XP_017037803.1|DKIK
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC108075510|XP_017023474.1|DKIK
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC108079005|XP_017028671.1|DKIK
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC108070702|XP_017016775.1|DKIK
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC108081130|XP_017031637.1|DKIK
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC108081133|XP_017031643.1|DKIK
OG0004229	LOC119071411|XP_037032184.1|BCOP	LOC108082434|XP_017033294.1|DKIK
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC108074243|XP_017021677.1|DKIK
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC108072733|XP_017019484.1|DKIK
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC108072737|XP_017019488.1|DKIK
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC108072736|XP_017019487.1|DKIK
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC108072725|XP_017019475.1|DKIK
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC108071690|XP_017017993.1|DKIK
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC108083210|XP_017034408.1|DKIK
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC108084291|XP_017035941.1|DKIK
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC108084891|XP_017036776.1|DKIK
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC108083192|XP_017034383.1|DKIK
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC108084341|XP_017035991.1|DKIK
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC108081114|XP_017031605.1|DKIK
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC108072134|XP_017018661.1|DKIK
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC108070576|XP_017016619.1|DKIK
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC108084811|XP_017036659.1|DKIK
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC108075242|XP_017023087.1|DKIK
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC108073989|XP_017021331.1|DKIK
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC108083404|XP_017034647.1|DKIK
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC108076645|XP_017025066.1|DKIK
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC108079040|XP_017028711.1|DKIK
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC108074132|XP_017021521.1|DKIK, LOC108072605|XP_017019317.1|DKIK
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC108076063|XP_017024246.1|DKIK
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC108073217|XP_017020235.1|DKIK
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC108085394|XP_017037451.1|DKIK
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC108080013|XP_017030068.1|DKIK
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC108077323|XP_017026100.1|DKIK
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC108076395|XP_017024721.1|DKIK
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC108077820|XP_017026831.1|DKIK
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC108073397|XP_017020475.1|DKIK
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC108076519|XP_017024917.1|DKIK
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC108080764|XP_017031108.1|DKIK
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC108075511|XP_017023477.1|DKIK
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC108073262|XP_017020309.1|DKIK
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC108084347|XP_017035999.1|DKIK
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC108081143|XP_017031670.1|DKIK
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC108085463|XP_017037569.1|DKIK
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC108081099|XP_017031579.1|DKIK
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC108083227|XP_017034427.1|DKIK
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC108073133|XP_017020122.1|DKIK
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC108082543|XP_017033470.1|DKIK
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC108078115|XP_017027220.1|DKIK
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC108081805|XP_017032530.1|DKIK
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC108077728|XP_017026672.1|DKIK
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC108077814|XP_017026826.1|DKIK
OG0004274	LOC119069310|XP_037029256.1|BCOP	LOC108083836|XP_017035302.1|DKIK
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC108083779|XP_017035192.1|DKIK, LOC108084659|XP_017036470.1|DKIK
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC108070609|XP_017016671.1|DKIK
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC108073886|XP_017021160.1|DKIK
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC108080293|XP_017030450.1|DKIK
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC108079076|XP_017028791.1|DKIK
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC108079436|XP_017029259.1|DKIK
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC108078404|XP_017027750.1|DKIK
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC108076277|XP_017024514.1|DKIK
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC108076282|XP_017024520.1|DKIK
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC108081387|XP_017032032.1|DKIK
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC108084579|XP_017036342.1|DKIK
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC108073907|XP_017021191.1|DKIK
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC108074007|XP_017021357.1|DKIK
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC108073993|XP_017021335.1|DKIK
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC108083268|XP_017034468.1|DKIK
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC108074657|XP_017022263.1|DKIK
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC108076321|XP_017024594.1|DKIK
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC108084412|XP_017036102.1|DKIK
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC108083648|XP_017035009.1|DKIK
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC108072806|XP_017019586.1|DKIK
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC108072772|XP_017019536.1|DKIK
OG0004296	LOC119066002|XP_037024114.1|BCOP	LOC108072800|XP_017019573.1|DKIK
OG0004297	LOC119082350|XP_037047763.1|BCOP	LOC108070918|XP_017017066.1|DKIK
OG0004298	LOC119074244|XP_037036164.1|BCOP	LOC108080854|XP_017031246.1|DKIK
OG0004299	LOC119082791|XP_037048280.1|BCOP	LOC108079549|XP_017029379.1|DKIK
OG0004300	LOC119071694|XP_037032577.1|BCOP	LOC108076584|XP_017024985.1|DKIK
OG0004301	LOC119066451|XP_037024847.1|BCOP	LOC108084410|XP_017036098.1|DKIK
OG0004302	LOC119071225|XP_037031934.1|BCOP	LOC108082413|XP_017033250.1|DKIK
OG0004303	LOC119066851|XP_037025413.1|BCOP	LOC108078301|XP_017027574.1|DKIK
OG0004304	LOC119078290|XP_037041675.1|BCOP	LOC108078046|XP_017027097.1|DKIK
OG0004305	LOC119085103|XP_037051244.1|BCOP	LOC108070817|XP_017016906.1|DKIK
OG0004306	LOC119080620|XP_037044919.1|BCOP	LOC108082583|XP_017033530.1|DKIK
OG0004307	LOC119070087|XP_037030295.1|BCOP	LOC108085165|XP_017037185.1|DKIK
OG0004308	LOC119078996|XP_037042656.1|BCOP	LOC108072116|XP_017018628.1|DKIK
OG0004309	LOC119071381|XP_037032138.1|BCOP	LOC108078642|XP_017028060.1|DKIK
