Orthogroup	BCOP.longest_only	DSIM.longest_only
OG0004009	LOC119072703|XP_037033870.1|BCOP	LOC6730705|XP_002077875.2|DSIM
OG0004010	LOC119076260|XP_037038822.1|BCOP	LOC6732273|XP_039153679.1|DSIM
OG0004011	LOC119071580|XP_037032419.1|BCOP	LOC6732234|XP_016024911.1|DSIM
OG0004012	LOC119069583|XP_037029566.1|BCOP	LOC6729122|XP_016035770.1|DSIM
OG0004013	LOC119072569|XP_037033704.1|BCOP	LOC6732296|XP_039154307.1|DSIM
OG0004014	LOC119081954|XP_037047144.1|BCOP	LOC6738109|XP_039149775.1|DSIM
OG0004015	LOC119082600|XP_037048049.1|BCOP	LOC6732161|XP_016024843.1|DSIM
OG0004016	LOC119066281|XP_037024542.1|BCOP	LOC6731788|XP_002078923.1|DSIM
OG0004017	LOC119078863|XP_037042469.1|BCOP	LOC6730955|XP_002078118.1|DSIM
OG0004018	LOC119078860|XP_037042466.1|BCOP	LOC6733322|XP_002080381.1|DSIM
OG0004019	LOC119078810|XP_037042409.1|BCOP	LOC6732991|XP_002080070.1|DSIM
OG0004021	LOC119082574|XP_037047993.1|BCOP	LOC6739182|XP_016023230.1|DSIM
OG0004022	LOC119067494|XP_037026396.1|BCOP	LOC6732498|XP_002079618.1|DSIM
OG0004023	LOC119077118|XP_037040183.1|BCOP	LOC6735284|XP_016028648.1|DSIM
OG0004024	LOC119082579|XP_037048000.1|BCOP	LOC6739242|XP_016025185.1|DSIM
OG0004025	LOC119066710|XP_037025208.1|BCOP	LOC6731681|XP_016024371.1|DSIM
OG0004026	LOC119076306|XP_037038867.1|BCOP	LOC6730656|XP_016023094.1|DSIM
OG0004028	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP	LOC6731115|XP_002078272.1|DSIM
OG0004029	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP	LOC6731523|XP_016024200.1|DSIM
OG0004030	LOC119080055|XP_037044156.1|BCOP	LOC6735975|XP_002082884.1|DSIM
OG0004031	LOC119085905|XP_037052343.1|BCOP	LOC6732067|XP_016024741.1|DSIM
OG0004032	LOC119066084|XP_037024247.1|BCOP	LOC6739551|XP_016025895.1|DSIM
OG0004033	LOC119079038|XP_037042720.1|BCOP	LOC6731706|XP_016024386.1|DSIM
OG0004034	LOC119066146|XP_037024336.1|BCOP	LOC6732724|XP_016025455.1|DSIM
OG0004035	LOC119066767|XP_037025302.1|BCOP	LOC6731036|XP_016023526.1|DSIM
OG0004036	LOC119066723|XP_037025233.1|BCOP	LOC6730771|XP_016023179.1|DSIM
OG0004037	LOC119082741|XP_037048218.1|BCOP	LOC6732142|XP_016024823.1|DSIM
OG0004038	LOC119082405|XP_037047831.1|BCOP	LOC27206531|XP_016022967.1|DSIM
OG0004039	LOC119079016|XP_037042682.1|BCOP	LOC6730697|XP_016023125.1|DSIM
OG0004040	LOC119073433|XP_037034806.1|BCOP	LOC6735772|XP_002082685.1|DSIM
OG0004041	LOC119082811|XP_037048355.1|BCOP	LOC27206588|XP_016038662.1|DSIM
OG0004042	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP	LOC27208893|XP_016030672.1|DSIM
OG0004043	LOC119075631|XP_037038006.1|BCOP	LOC6731874|XP_002079009.1|DSIM
OG0004044	LOC119068855|XP_037028576.1|BCOP	LOC6725376|XP_016038431.1|DSIM
OG0004045	LOC119066324|XP_037024611.1|BCOP	LOC6731915|XP_016024579.1|DSIM
OG0004046	LOC119066207|XP_037024423.1|BCOP	LOC27206200|XP_016022933.1|DSIM
OG0004047	LOC119080532|XP_037044842.1|BCOP	LOC6732044|XP_016024729.1|DSIM
OG0004048	LOC119066765|XP_037025297.1|BCOP	LOC6731013|XP_016023497.1|DSIM
OG0004049	LOC119083295|XP_037048884.1|BCOP	LOC6730418|XP_002077599.1|DSIM
OG0004050	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP	LOC6732741|XP_016025470.1|DSIM
OG0004051	LOC119076238|XP_037038794.1|BCOP	LOC6731984|XP_016024655.1|DSIM
OG0004052	LOC119083907|XP_037049614.1|BCOP	LOC6726322|XP_039152792.1|DSIM
OG0004053	LOC119073896|XP_037035680.1|BCOP	LOC27206159|XP_016027005.1|DSIM
OG0004054	LOC119085165|XP_037051358.1|BCOP	LOC6732690|XP_039154287.1|DSIM
OG0004055	LOC119069675|XP_037029694.1|BCOP	LOC6728665|XP_016035325.1|DSIM
OG0004056	LOC119069726|XP_037029749.1|BCOP	LOC6726644|XP_016033134.1|DSIM
OG0004057	LOC119068915|XP_037028676.1|BCOP	LOC6738758|XP_002085558.1|DSIM
OG0004058	LOC119072725|XP_037033897.1|BCOP	LOC6736583|XP_002083445.1|DSIM
OG0004059	LOC119074734|XP_037036897.1|BCOP	LOC6727168|XP_016033661.1|DSIM
OG0004060	LOC119084501|XP_037050415.1|BCOP	LOC6728541|XP_002103886.1|DSIM
OG0004061	LOC119075241|XP_037037531.1|BCOP	LOC6725719|XP_016038995.1|DSIM
OG0004062	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP	LOC27206263|XP_016029926.1|DSIM
OG0004063	LOC119073988|XP_037035800.1|BCOP	LOC6724960|XP_002105996.1|DSIM
OG0004064	LOC119079891|XP_037043872.1|BCOP	LOC6738214|XP_002085026.2|DSIM
OG0004065	LOC119085542|XP_037051850.1|BCOP	LOC6735664|XP_039148643.1|DSIM
OG0004066	LOC119085498|XP_037051808.1|BCOP	LOC6734500|XP_002081519.2|DSIM
OG0004067	LOC119071950|XP_037032977.1|BCOP	LOC6725700|XP_016038973.1|DSIM
OG0004068	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP	LOC6728839|XP_002104173.2|DSIM
OG0004069	LOC119074472|XP_037036509.1|BCOP	LOC6728837|XP_039151278.1|DSIM
OG0004070	LOC119067750|XP_037026774.1|BCOP	LOC6739613|XP_002076507.2|DSIM
OG0004071	LOC119077773|XP_037040977.1|BCOP	LOC6737366|XP_002084204.2|DSIM
OG0004072	LOC119077775|XP_037040980.1|BCOP	LOC6737367|XP_002084205.2|DSIM
OG0004073	LOC119073845|XP_037035583.1|BCOP	LOC6726313|XP_002107274.1|DSIM
OG0004074	LOC119082860|XP_037048417.1|BCOP	LOC6735715|XP_039148389.1|DSIM
OG0004075	LOC119072244|XP_037033319.1|BCOP	LOC6734321|XP_002081344.1|DSIM
OG0004076	LOC119066171|XP_037024363.1|BCOP	LOC6734319|XP_016027381.1|DSIM
OG0004077	LOC119067377|XP_037026196.1|BCOP	LOC6731432|XP_016024055.1|DSIM
OG0004078	LOC119076887|XP_037039786.1|BCOP	LOC6729714|XP_002105020.1|DSIM
OG0004079	LOC119077638|XP_037040754.1|BCOP	LOC6725364|XP_002106381.1|DSIM
OG0004080	LOC119085856|XP_037052262.1|BCOP	LOC6734789|XP_002081792.1|DSIM
OG0004081	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP	LOC6739433|XP_039147550.1|DSIM
OG0004082	LOC119076714|XP_037039527.1|BCOP	LOC6735487|XP_002082426.1|DSIM
OG0004083	LOC119078791|XP_037042399.1|BCOP	LOC6729324|XP_002104641.2|DSIM
OG0004084	LOC119076804|XP_037039664.1|BCOP	LOC120284815|XP_039150083.1|DSIM, LOC6738707|XP_039150080.1|DSIM
OG0004085	LOC119085738|XP_037052104.1|BCOP	LOC6727788|XP_016034360.1|DSIM
OG0004086	LOC119081628|XP_037046574.1|BCOP	LOC6739776|XP_016036551.1|DSIM
OG0004087	LOC119076013|XP_037038499.1|BCOP	LOC27207989|XP_016038848.1|DSIM
OG0004088	LOC119068153|XP_037027519.1|BCOP	LOC6729824|XP_002105127.1|DSIM
OG0004089	LOC119085200|XP_037051443.1|BCOP	LOC27208056|XP_039152221.1|DSIM
OG0004090	LOC119074294|XP_037036205.1|BCOP	LOC6729389|XP_016036036.1|DSIM
OG0004091	LOC119073779|XP_037035353.1|BCOP	LOC27206465|XP_016034647.1|DSIM
OG0004092	LOC119075018|XP_037037321.1|BCOP	LOC27208079|XP_016038388.2|DSIM
OG0004094	LOC119074513|XP_037036570.1|BCOP	LOC27208947|XP_016038034.1|DSIM
OG0004095	LOC119077702|XP_037040871.1|BCOP	LOC6728475|XP_002103820.2|DSIM
OG0004096	LOC119080038|XP_037044125.1|BCOP	LOC27207937|XP_016036553.1|DSIM
OG0004097	LOC119084221|XP_037050015.1|BCOP	LOC6737902|XP_002084730.1|DSIM
OG0004098	LOC119084218|XP_037050009.1|BCOP	LOC6727790|XP_016034363.1|DSIM
OG0004099	LOC119074972|XP_037037266.1|BCOP	LOC6726734|XP_016033230.2|DSIM
OG0004100	LOC119076730|XP_037039538.1|BCOP	LOC6726746|XP_002102157.1|DSIM
OG0004101	LOC119082202|XP_037047531.1|BCOP	LOC6726748|XP_002102159.2|DSIM
OG0004102	LOC119076731|XP_037039542.1|BCOP	LOC6726749|XP_039151478.1|DSIM
OG0004103	LOC119068568|XP_037028108.1|BCOP	LOC6729712|XP_002105018.1|DSIM
OG0004104	LOC119084002|XP_037049709.1|BCOP	LOC6729234|XP_016035886.1|DSIM
OG0004105	LOC119076006|XP_037038481.1|BCOP	LOC6738216|XP_016032077.1|DSIM
OG0004106	LOC119074390|XP_037036404.1|BCOP	LOC6739013|XP_002085808.1|DSIM
OG0004107	LOC119074389|XP_037036403.1|BCOP	LOC6736515|XP_002083385.1|DSIM
OG0004108	LOC119074849|XP_037037058.1|BCOP	LOC6728000|XP_002103352.1|DSIM
OG0004109	LOC119070070|XP_037030266.1|BCOP	LOC6729391|XP_016036037.1|DSIM
OG0004110	LOC119084405|XP_037050267.1|BCOP	LOC6739097|XP_039149852.1|DSIM
OG0004111	LOC119084347|XP_037050183.1|BCOP	LOC6729651|XP_016036291.1|DSIM
OG0004112	LOC119071187|XP_037031856.1|BCOP	LOC6729731|XP_016036390.1|DSIM
OG0004113	LOC119071145|XP_037031772.1|BCOP	LOC6726597|XP_016040271.1|DSIM
OG0004114	LOC119077606|XP_037040715.1|BCOP	LOC6725195|XP_002106218.1|DSIM
OG0004115	LOC119077613|XP_037040725.1|BCOP	LOC6725192|XP_039152986.1|DSIM
OG0004116	LOC119082208|XP_037047548.1|BCOP	LOC6729646|XP_016036288.1|DSIM
OG0004117	LOC119076786|XP_037039641.1|BCOP	LOC6727643|XP_002103020.1|DSIM
OG0004118	LOC119081904|XP_037047032.1|BCOP	LOC6734943|XP_002081940.1|DSIM
OG0004119	LOC119071602|XP_037032448.1|BCOP	LOC6727618|XP_002102997.1|DSIM
OG0004120	LOC119084834|XP_037050818.1|BCOP	LOC6739731|XP_039151002.1|DSIM
OG0004122	LOC119084349|XP_037050186.1|BCOP	LOC6728009|XP_002103361.1|DSIM
OG0004123	LOC119074601|XP_037036747.1|BCOP	LOC6727171|XP_016033663.1|DSIM
OG0004124	LOC119074769|XP_037036933.1|BCOP	LOC6725818|XP_016039143.1|DSIM
OG0004125	LOC119076777|XP_037039628.1|BCOP	LOC6730169|XP_016036927.1|DSIM
OG0004126	LOC119076780|XP_037039631.1|BCOP	LOC6730160|XP_039150385.1|DSIM
OG0004127	LOC119068131|XP_037027488.1|BCOP	LOC6731715|XP_016024391.1|DSIM
OG0004128	LOC119077982|XP_037041258.1|BCOP	LOC6739742|XP_002076635.1|DSIM
OG0004129	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP	LOC6734049|XP_016027056.2|DSIM
OG0004130	LOC119076894|XP_037039795.1|BCOP	LOC27207261|XP_039152397.1|DSIM
OG0004131	LOC119076701|XP_037039508.1|BCOP	LOC6727868|XP_039150586.1|DSIM
OG0004132	LOC119084158|XP_037049904.1|BCOP	LOC6736549|XP_016030128.1|DSIM
OG0004133	LOC119076485|XP_037039165.1|BCOP	LOC6732039|XP_002079171.1|DSIM
OG0004134	LOC119071548|XP_037032349.1|BCOP	LOC6729517|XP_016036190.1|DSIM
OG0004135	LOC119077844|XP_037041058.1|BCOP	LOC6727359|XP_039151704.1|DSIM
OG0004136	LOC119077670|XP_037040809.1|BCOP	LOC6727160|XP_002102553.1|DSIM
OG0004137	LOC119074117|XP_037035979.1|BCOP	LOC6733796|XP_002080840.1|DSIM
OG0004138	LOC119074347|XP_037036337.1|BCOP	LOC6738347|XP_002085157.1|DSIM
OG0004139	LOC119074341|XP_037036329.1|BCOP	LOC27207950|XP_016037965.1|DSIM
OG0004140	LOC119071454|XP_037032201.1|BCOP	LOC6725336|XP_002106353.1|DSIM
OG0004141	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP	LOC6735380|XP_016028708.1|DSIM
OG0004142	LOC119074583|XP_037036711.1|BCOP	LOC6725807|XP_016039128.2|DSIM
OG0004143	LOC119077905|XP_037041173.1|BCOP	LOC6728353|XP_002103701.1|DSIM
OG0004144	LOC119077842|XP_037041056.1|BCOP	LOC6731694|XP_002078830.1|DSIM
OG0004145	LOC119073999|XP_037035827.1|BCOP	LOC6737254|XP_002084094.1|DSIM
OG0004146	LOC119076775|XP_037039625.1|BCOP	LOC6727902|XP_016034521.1|DSIM
OG0004147	LOC119073948|XP_037035733.1|BCOP	LOC6731709|XP_002078844.1|DSIM
OG0004148	LOC119084368|XP_037050212.1|BCOP	LOC6728324|XP_016034958.1|DSIM
OG0004149	LOC119084384|XP_037050241.1|BCOP	LOC6727167|XP_016033658.1|DSIM
OG0004150	LOC119083220|XP_037048784.1|BCOP	LOC6728018|XP_002103370.2|DSIM
OG0004151	LOC119085321|XP_037051597.1|BCOP	LOC6730356|XP_002105638.1|DSIM
OG0004152	LOC119076165|XP_037038745.1|BCOP	LOC6726808|XP_016033308.1|DSIM
OG0004153	LOC119067484|XP_037026384.1|BCOP	LOC6739385|XP_002076294.1|DSIM
OG0004154	LOC119067808|XP_037026856.1|BCOP	LOC6738331|XP_002085141.2|DSIM
OG0004155	LOC119075894|XP_037038366.1|BCOP	LOC6727911|XP_002103266.1|DSIM
OG0004156	LOC119067292|XP_037026077.1|BCOP	LOC6728028|XP_016034643.1|DSIM
OG0004157	LOC119068913|XP_037028671.1|BCOP	LOC6740230|XP_016040001.1|DSIM
OG0004158	LOC119084131|XP_037049877.1|BCOP	LOC27206268|XP_016029762.1|DSIM
OG0004159	LOC119076874|XP_037039778.1|BCOP	LOC6729574|XP_002104882.1|DSIM
OG0004160	LOC119082221|XP_037047570.1|BCOP	LOC6736422|XP_002083294.1|DSIM
OG0004161	LOC119070675|XP_037031013.1|BCOP	LOC6728591|XP_016035222.1|DSIM
OG0004162	LOC119077700|XP_037040867.1|BCOP	LOC27206848|XP_016035467.1|DSIM
OG0004163	LOC119084103|XP_037049852.1|BCOP	LOC6728752|XP_039150637.1|DSIM
OG0004164	LOC119075714|XP_037038133.1|BCOP	LOC6726703|XP_039151577.1|DSIM
OG0004165	LOC119076866|XP_037039768.1|BCOP	LOC6735617|XP_016028980.1|DSIM
OG0004166	LOC119068770|XP_037028423.1|BCOP	LOC6735976|XP_002082885.1|DSIM
OG0004167	LOC119084395|XP_037050255.1|BCOP	LOC6728904|XP_002104234.2|DSIM
OG0004168	LOC119084400|XP_037050262.1|BCOP	LOC6729444|XP_016022617.1|DSIM
OG0004169	LOC119075869|XP_037038324.1|BCOP	LOC6725349|XP_039152962.1|DSIM
OG0004170	LOC119075877|XP_037038335.1|BCOP	LOC6725668|XP_039152387.1|DSIM
OG0004171	LOC119075874|XP_037038333.1|BCOP	LOC6725153|XP_002106179.1|DSIM
OG0004172	LOC119075946|XP_037038404.1|BCOP	LOC6726131|XP_016039637.1|DSIM
OG0004173	LOC119071958|XP_037032985.1|BCOP	LOC6734714|XP_002081721.1|DSIM
OG0004174	LOC119071903|XP_037032910.1|BCOP	LOC6734332|XP_016027407.1|DSIM
OG0004175	LOC119071787|XP_037032743.1|BCOP	LOC6734843|XP_002081845.1|DSIM
OG0004176	LOC119085409|XP_037051711.1|BCOP	LOC6737263|XP_016030972.1|DSIM
OG0004177	LOC119083046|XP_037048562.1|BCOP	LOC6728030|XP_016034644.1|DSIM
OG0004178	LOC119076806|XP_037039672.1|BCOP	LOC6727654|XP_039151188.1|DSIM
OG0004179	LOC119078074|XP_037041425.1|BCOP	LOC6724920|XP_016037778.1|DSIM
OG0004180	LOC119070257|XP_037030419.1|BCOP	LOC6727412|XP_016033964.1|DSIM
OG0004181	LOC119066937|XP_037025549.1|BCOP	LOC6729285|XP_016035925.1|DSIM
OG0004182	LOC119070100|XP_037030314.1|BCOP	LOC6737811|XP_039150316.1|DSIM
OG0004184	LOC119084284|XP_037050105.1|BCOP	LOC6736722|XP_016030338.1|DSIM
OG0004185	LOC119075607|XP_037037979.1|BCOP	LOC6732143|XP_016024824.1|DSIM
OG0004186	LOC119076706|XP_037039517.1|BCOP	LOC6724888|XP_002105926.1|DSIM
OG0004187	LOC119076096|XP_037038646.1|BCOP	LOC6728410|XP_002103757.2|DSIM
OG0004188	LOC119073151|XP_037034351.1|BCOP	LOC6727996|XP_016034596.1|DSIM
OG0004189	LOC119073215|XP_037034423.1|BCOP	LOC6727994|XP_002103346.1|DSIM
OG0004190	LOC119074308|XP_037036251.1|BCOP	LOC6727071|XP_016033565.1|DSIM
OG0004191	LOC119074667|XP_037036844.1|BCOP	LOC6727068|XP_002102465.1|DSIM
OG0004192	LOC119074603|XP_037036750.1|BCOP	LOC6727482|XP_016034071.1|DSIM
OG0004193	LOC119073406|XP_037034740.1|BCOP	LOC6725595|XP_039152552.1|DSIM
OG0004194	LOC119084017|XP_037049725.1|BCOP	LOC6727601|XP_016034194.1|DSIM
OG0004195	LOC119074847|XP_037037056.1|BCOP	LOC6740545|XP_016039406.1|DSIM
OG0004196	LOC119075873|XP_037038330.1|BCOP	LOC6730001|XP_002105295.3|DSIM
OG0004197	LOC119076687|XP_037039486.1|BCOP	LOC6728520|XP_002103865.2|DSIM
OG0004198	LOC119083010|XP_037048539.1|BCOP	LOC6726720|XP_002102131.2|DSIM
OG0004199	LOC119068722|XP_037028348.1|BCOP	LOC6727834|XP_039150865.1|DSIM
OG0004200	LOC119071893|XP_037032889.1|BCOP	LOC6735619|XP_016028982.1|DSIM
OG0004201	LOC119084702|XP_037050674.1|BCOP	LOC6730011|XP_002105305.2|DSIM
OG0004202	LOC119076094|XP_037038644.1|BCOP	LOC6729151|XP_002104472.1|DSIM
OG0004203	LOC119076145|XP_037038718.1|BCOP	LOC6727867|XP_016034448.1|DSIM
OG0004204	LOC119084827|XP_037050803.1|BCOP	LOC6738711|XP_002085512.1|DSIM
OG0004205	LOC119078311|XP_037041712.1|BCOP	LOC6738099|XP_002084913.1|DSIM
OG0004206	LOC119067713|XP_037026726.1|BCOP	LOC6727383|XP_016033919.1|DSIM
OG0004207	LOC119075905|XP_037038377.1|BCOP	LOC6727384|XP_002102769.1|DSIM
OG0004208	LOC119073278|XP_037034555.1|BCOP	LOC6728506|XP_016035144.1|DSIM
OG0004209	LOC119067979|XP_037027220.1|BCOP	LOC6729462|XP_016036136.1|DSIM
OG0004210	LOC119078714|XP_037042285.1|BCOP	LOC6727212|XP_002102604.2|DSIM
OG0004211	LOC119072661|XP_037033814.1|BCOP	LOC27208509|XP_016023038.1|DSIM
OG0004212	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP	LOC6728783|XP_016035463.1|DSIM
OG0004213	LOC119078042|XP_037041352.1|BCOP	LOC6728872|XP_016035566.1|DSIM
OG0004214	LOC119071514|XP_037032284.1|BCOP	LOC6735501|XP_002082440.1|DSIM
OG0004215	LOC119066063|XP_037024233.1|BCOP	LOC6734645|XP_002081652.2|DSIM
OG0004216	LOC119084419|XP_037050288.1|BCOP	LOC6738046|XP_016031871.1|DSIM
OG0004217	LOC119084415|XP_037050278.1|BCOP	LOC6736869|XP_016030518.1|DSIM
OG0004218	LOC119076868|XP_037039771.1|BCOP	LOC6726302|XP_002107263.2|DSIM
OG0004219	LOC119082203|XP_037047532.1|BCOP	LOC6728898|XP_002104231.1|DSIM
OG0004220	LOC119084161|XP_037049909.1|BCOP	LOC6727891|XP_039150686.1|DSIM
OG0004221	LOC119074651|XP_037036824.1|BCOP	LOC6727230|XP_002102622.1|DSIM
OG0004222	LOC119074678|XP_037036857.1|BCOP	LOC6728445|XP_016035054.1|DSIM
OG0004223	LOC119074429|XP_037036451.1|BCOP	LOC6728441|XP_016035047.2|DSIM
OG0004224	LOC119068839|XP_037028539.1|BCOP	LOC6726822|XP_016033327.1|DSIM
OG0004225	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP	LOC6725191|XP_002106215.1|DSIM
OG0004226	LOC119083011|XP_037048540.1|BCOP	LOC6727823|XP_016034410.1|DSIM
OG0004227	LOC119066742|XP_037025264.1|BCOP	LOC6727870|XP_016034450.1|DSIM
OG0004228	LOC119074799|XP_037036971.1|BCOP	LOC6727869|XP_002103224.1|DSIM
OG0004229	LOC119071411|XP_037032184.1|BCOP	LOC6734669|XP_016027857.1|DSIM
OG0004230	LOC119074842|XP_037037043.1|BCOP	LOC6725409|XP_039152192.1|DSIM
OG0004231	LOC119068352|XP_037027815.1|BCOP	LOC27208679|XP_016030357.1|DSIM
OG0004232	LOC119067142|XP_037025838.1|BCOP	LOC6736734|XP_016030359.1|DSIM
OG0004233	LOC119066880|XP_037025463.1|BCOP	LOC6736735|XP_016030360.1|DSIM
OG0004234	LOC119067155|XP_037025846.1|BCOP	LOC6736747|XP_002083603.1|DSIM
OG0004235	LOC119069083|XP_037028861.1|BCOP	LOC6739957|XP_016037888.1|DSIM
OG0004236	LOC119083057|XP_037048573.1|BCOP	LOC6727594|XP_002102973.1|DSIM
OG0004237	LOC119075773|XP_037038219.1|BCOP	LOC6727111|XP_016033588.1|DSIM
OG0004238	LOC119078029|XP_037041336.1|BCOP	LOC6727637|XP_002103014.1|DSIM
OG0004239	LOC119084042|XP_037049770.1|BCOP	LOC6727223|XP_002102615.1|DSIM
OG0004240	LOC119077967|XP_037041244.1|BCOP	LOC6726775|XP_002102183.2|DSIM
OG0004241	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP	LOC6728862|XP_016035546.1|DSIM
OG0004242	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP	LOC6728845|XP_016035528.1|DSIM
OG0004243	LOC119075836|XP_037038283.1|BCOP	LOC6736858|XP_002083714.1|DSIM
OG0004244	LOC119074658|XP_037036832.1|BCOP	LOC6727600|XP_002102979.2|DSIM
OG0004245	LOC119072040|XP_037033054.1|BCOP	LOC6736316|XP_002083200.1|DSIM
OG0004246	LOC119075612|XP_037037983.1|BCOP	LOC6737684|XP_016031445.1|DSIM
OG0004247	LOC119083553|XP_037049166.1|BCOP	LOC6724943|XP_002105980.1|DSIM
OG0004248	LOC119072378|XP_037033477.1|BCOP	LOC6735395|XP_002082342.1|DSIM
OG0004249	LOC119081049|XP_037045649.1|BCOP	LOC6736200|XP_016029631.1|DSIM
OG0004250	LOC119083469|XP_037049087.1|BCOP	LOC6732195|XP_002079324.1|DSIM
OG0004251	LOC119074552|XP_037036627.1|BCOP	LOC6724787|XP_002105829.1|DSIM
OG0004252	LOC119076947|XP_037039894.1|BCOP	LOC120285045|XP_039151396.1|DSIM
OG0004253	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP	LOC6728880|XP_002104213.2|DSIM
OG0004254	LOC119068614|XP_037028169.1|BCOP	LOC6740240|XP_016040063.2|DSIM
OG0004255	LOC119074925|XP_037037214.1|BCOP	LOC6730749|XP_016023166.1|DSIM
OG0004256	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP	LOC6734797|XP_016027998.1|DSIM
OG0004257	LOC119066253|XP_037024484.1|BCOP	LOC6730140|XP_002105431.1|DSIM
OG0004258	LOC119068934|XP_037028696.1|BCOP	LOC6729562|XP_039150655.1|DSIM
OG0004259	LOC119085355|XP_037051626.1|BCOP	LOC6734795|XP_002081798.1|DSIM
OG0004260	LOC119074318|XP_037036271.1|BCOP	LOC6726723|XP_039151957.1|DSIM
OG0004261	LOC119068882|XP_037028638.1|BCOP	LOC6726819|XP_016033321.1|DSIM
OG0004262	LOC119082214|XP_037047558.1|BCOP	LOC6739767|XP_002076661.1|DSIM
OG0004263	LOC119075754|XP_037038186.1|BCOP	LOC6727467|XP_016034061.1|DSIM
OG0004264	LOC119068390|XP_037027846.1|BCOP	LOC6727137|XP_002102530.2|DSIM
OG0004265	LOC119078172|XP_037041541.1|BCOP	LOC6727065|XP_002102462.1|DSIM
OG0004266	LOC119076566|XP_037039249.1|BCOP	LOC6727874|XP_016034470.1|DSIM
OG0004267	LOC119076155|XP_037038734.1|BCOP	LOC6728748|XP_016035420.1|DSIM
OG0004268	LOC119085216|XP_037051421.1|BCOP	LOC6734041|XP_016027052.1|DSIM
OG0004269	LOC119082024|XP_037047238.1|BCOP	LOC6734735|XP_002081738.2|DSIM
OG0004270	LOC119066521|XP_037024934.1|BCOP	LOC27208844|XP_016026346.1|DSIM
OG0004271	LOC119072187|XP_037033242.1|BCOP	LOC6734284|XP_002081313.1|DSIM
OG0004272	LOC119070660|XP_037030985.1|BCOP	LOC6728527|XP_002103872.1|DSIM
OG0004273	LOC119068159|XP_037027531.1|BCOP	LOC6728360|XP_002103708.1|DSIM
OG0004274	LOC119069310|XP_037029256.1|BCOP	LOC6725591|XP_002106600.1|DSIM
OG0004275	LOC119084039|XP_037049766.1|BCOP	LOC6725690|XP_016038950.1|DSIM
OG0004276	LOC119084224|XP_037050017.1|BCOP	LOC6737196|XP_016030901.1|DSIM
OG0004277	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP	LOC6737704|XP_016031481.1|DSIM
OG0004278	LOC119074894|XP_037037135.1|BCOP	LOC6725837|XP_016039157.1|DSIM
OG0004279	LOC119076857|XP_037039757.1|BCOP	LOC6730499|XP_002077680.2|DSIM
OG0004280	LOC119076402|XP_037039016.1|BCOP	LOC6725157|XP_039153212.1|DSIM
OG0004281	LOC119071733|XP_037032659.1|BCOP	LOC6733512|XP_002080567.2|DSIM
OG0004282	LOC119075286|XP_037037569.1|BCOP	LOC6734825|XP_002081827.1|DSIM
OG0004283	LOC119072058|XP_037033130.1|BCOP	LOC6734826|XP_002081828.1|DSIM
OG0004284	LOC119071064|XP_037031591.1|BCOP	LOC27207169|XP_016023607.1|DSIM
OG0004285	LOC119068484|XP_037027989.1|BCOP	LOC6729310|XP_002104627.1|DSIM
OG0004286	LOC119074235|XP_037036152.1|BCOP	LOC6737700|XP_039149904.1|DSIM
OG0004287	LOC119072078|XP_037033124.1|BCOP	LOC6737699|XP_016031472.1|DSIM
OG0004288	LOC119074231|XP_037036145.1|BCOP	LOC6737692|XP_002084524.1|DSIM
OG0004289	LOC119071632|XP_037032485.1|BCOP	LOC6738730|XP_016032541.1|DSIM
OG0004290	LOC119071203|XP_037031886.1|BCOP	LOC6734453|XP_016027578.1|DSIM
OG0004291	LOC119082360|XP_037047772.1|BCOP	LOC6734505|XP_002081524.1|DSIM
OG0004292	LOC119071255|XP_037031994.1|BCOP	LOC27209382|XP_016030744.1|DSIM
OG0004293	LOC119083288|XP_037048875.1|BCOP	LOC6738213|XP_016032076.1|DSIM
OG0004294	LOC119078303|XP_037041700.1|BCOP	LOC6738096|XP_016031914.1|DSIM
OG0004295	LOC119066823|XP_037025371.1|BCOP	LOC6738095|XP_016031910.1|DSIM
