Orthogroup	BCOP.longest_only	DELE.longest_only
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC108145204|XP_017125935.1|DELE
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC108137243|XP_017114317.1|DELE, LOC108145465|XP_017126400.1|DELE
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC108144512|XP_017124940.1|DELE
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC108141345|XP_017120144.1|DELE
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC108145962|XP_017127170.1|DELE
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC108146449|XP_017127948.1|DELE
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC108142726|XP_017122239.1|DELE
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC108147787|XP_017130016.1|DELE
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC108143767|XP_017123785.1|DELE
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC108136572|XP_017113370.1|DELE
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC108148948|XP_017131769.1|DELE
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC108146616|XP_017128151.1|DELE
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC108142844|XP_017122402.1|DELE
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC108146720|XP_017128301.1|DELE
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC108138942|XP_017117009.1|DELE
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC108146826|XP_017128507.1|DELE
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC108150203|XP_017133702.1|DELE
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC108139220|XP_017117367.1|DELE
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC108142841|XP_017122398.1|DELE
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC108146157|XP_017127520.1|DELE
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC108146140|XP_017127483.1|DELE
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC108142499|XP_017121885.1|DELE
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC108147558|XP_017129634.1|DELE
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC108147464|XP_017129485.1|DELE
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC108135006|XP_017111029.1|DELE
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC108145116|XP_017125816.1|DELE
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC108146045|XP_017127331.1|DELE
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC108140390|XP_017118623.1|DELE
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC108143315|XP_017123122.1|DELE
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC108143314|XP_017123121.1|DELE
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC108144063|XP_017124198.1|DELE
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC108149063|XP_017131899.1|DELE
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC108141437|XP_017120314.1|DELE
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC108147039|XP_017128791.1|DELE
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC108147037|XP_017128785.1|DELE
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC108135401|XP_017111588.1|DELE
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC108146127|XP_017127461.1|DELE
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC108146453|XP_017127953.1|DELE
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC108144799|XP_017125408.1|DELE
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC108141269|XP_017120027.1|DELE
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC108134789|XP_017110727.1|DELE
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC108138693|XP_017116531.1|DELE
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC108150243|XP_017133793.1|DELE
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC108150320|XP_017133924.1|DELE
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC108141442|XP_017120329.1|DELE
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC108144526|XP_017124964.1|DELE
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC108137548|XP_017114762.1|DELE
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC108138375|XP_017116044.1|DELE
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC108135656|XP_017111977.1|DELE
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC108136023|XP_017112440.1|DELE
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC108149661|XP_017132896.1|DELE
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC108145996|XP_017127239.1|DELE
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC108146466|XP_017127969.1|DELE
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC108135645|XP_017111959.1|DELE
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC108144272|XP_017124447.1|DELE
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC108147051|XP_017128824.1|DELE
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC108150369|XP_017133995.1|DELE
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC108144600|XP_017125095.1|DELE
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC108144615|XP_017125127.1|DELE
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC108147805|XP_017130035.1|DELE
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC108146770|XP_017128398.1|DELE
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC108146489|XP_017128008.1|DELE
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC108135709|XP_017112042.1|DELE
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC108147050|XP_017128814.1|DELE
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC108147499|XP_017129553.1|DELE
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC108146241|XP_017127663.1|DELE
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC108145968|XP_017127187.1|DELE
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC108145020|XP_017125682.1|DELE
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC108145018|XP_017125681.1|DELE
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC108146478|XP_017127991.1|DELE
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC108149825|XP_017133186.1|DELE
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC108143548|XP_017123545.1|DELE
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC108143547|XP_017123544.1|DELE
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC108147396|XP_017129321.1|DELE
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC108146884|XP_017128606.1|DELE
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC108147000|XP_017128752.1|DELE
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC108147552|XP_017129627.1|DELE
OG0003720	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP	LOC108144566|XP_017125043.1|DELE
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC108137554|XP_017114768.1|DELE
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC108142421|XP_017121765.1|DELE
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC108150246|XP_017133797.1|DELE
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC108146731|XP_017128320.1|DELE
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC108147548|XP_017129621.1|DELE
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC108142678|XP_017122172.1|DELE
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC108140610|XP_017119012.1|DELE
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC108145828|XP_017126922.1|DELE
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC108145818|XP_017126895.1|DELE
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC108146422|XP_017127916.1|DELE
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC108150123|XP_017133579.1|DELE
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC108145874|XP_017127002.1|DELE
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC108145832|XP_017126929.1|DELE
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC108144756|XP_017125350.1|DELE
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC108138849|XP_017116855.1|DELE
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC108149135|XP_017132030.1|DELE
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC108149162|XP_017132050.1|DELE
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC108149639|XP_017132863.1|DELE
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC108149668|XP_017132903.1|DELE
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC108145685|XP_017126731.1|DELE
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC108146362|XP_017127828.1|DELE
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC108147046|XP_017128808.1|DELE
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC108149622|XP_017132840.1|DELE
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC108137956|XP_017115405.1|DELE
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC108145469|XP_017126408.1|DELE
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC108147001|XP_017128753.1|DELE
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC108146962|XP_017128708.1|DELE
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC108146869|XP_017128588.1|DELE
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC108146885|XP_017128608.1|DELE
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC108146727|XP_017128313.1|DELE
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC108146807|XP_017128481.1|DELE
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC108142510|XP_017121912.1|DELE
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC108142509|XP_017121909.1|DELE
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC108146689|XP_017128235.1|DELE
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC108149600|XP_017132787.1|DELE
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC108144365|XP_017124620.1|DELE
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC108137013|XP_017114004.1|DELE, LOC108145163|XP_017125878.1|DELE
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC108147433|XP_017129400.1|DELE
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC108144662|XP_017125198.1|DELE
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC108147458|XP_017129477.1|DELE
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC108147459|XP_017129478.1|DELE
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC108142685|XP_017122181.1|DELE
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC108142606|XP_017122066.1|DELE
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC108149256|XP_017132188.1|DELE
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC108137197|XP_017114272.1|DELE
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC108141402|XP_017120249.1|DELE
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC108144834|XP_017125461.1|DELE
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC108144781|XP_017125381.1|DELE
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC108148306|XP_017130779.1|DELE
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC108147469|XP_017129503.1|DELE
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC108142363|XP_017121658.1|DELE
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC108141336|XP_017120124.1|DELE
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC108141452|XP_017120344.1|DELE
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC108148138|XP_017130481.1|DELE
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC108145064|XP_017125734.1|DELE
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC108145512|XP_017126469.1|DELE
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC108144790|XP_017125391.1|DELE
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC108143447|XP_017123365.1|DELE
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC108144502|XP_017124924.1|DELE
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC108145286|XP_017126089.1|DELE
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC108150394|XP_017134037.1|DELE
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC108140378|XP_017118571.1|DELE
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC108143438|XP_017123342.1|DELE
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC108137885|XP_017115316.1|DELE
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC108137962|XP_017115415.1|DELE
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC108137963|XP_017115418.1|DELE
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC108144863|XP_017125501.1|DELE
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC108149617|XP_017132821.1|DELE
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC108146946|XP_017128689.1|DELE
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC108148305|XP_017130777.1|DELE
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC108144889|XP_017125539.1|DELE
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC108144367|XP_017124627.1|DELE
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC108134633|XP_017110509.1|DELE
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC108143176|XP_017122914.1|DELE
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC108148818|XP_017131561.1|DELE
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC108138998|XP_017117082.1|DELE
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC108141534|XP_017120461.1|DELE
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC108137550|XP_017114765.1|DELE
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC108138956|XP_017117025.1|DELE
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC108139013|XP_017117104.1|DELE
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC108138149|XP_017115710.1|DELE
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC108148522|XP_017131049.1|DELE
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC108138741|XP_017116624.1|DELE
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC108145360|XP_017126245.1|DELE
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC108137699|XP_017115068.1|DELE
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC108137809|XP_017115206.1|DELE
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC108135606|XP_017111907.1|DELE
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC108138628|XP_017116404.1|DELE
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC108144622|XP_017125136.1|DELE
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC108143549|XP_017123547.1|DELE
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC108145301|XP_017126119.1|DELE
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC108141875|XP_017120960.1|DELE
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC108138124|XP_017115645.1|DELE
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC108136880|XP_017113820.1|DELE
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC108138825|XP_017116816.1|DELE
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC108141957|XP_017121088.1|DELE
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC108138640|XP_017116467.1|DELE
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC108134692|XP_017110579.1|DELE
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC108142975|XP_017122620.1|DELE
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC108149831|XP_017133194.1|DELE
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC108139037|XP_017117137.1|DELE
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC108147949|XP_017130223.1|DELE
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC108138733|XP_017116601.1|DELE
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC108142084|XP_017121265.1|DELE
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC108149334|XP_017132291.1|DELE
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC108141709|XP_017120681.1|DELE
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC108141839|XP_017120913.1|DELE
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC108138924|XP_017116980.1|DELE
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC108150694|XP_017134444.1|DELE
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC108144003|XP_017124112.1|DELE
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC108150733|XP_017134522.1|DELE
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC108150717|XP_017134495.1|DELE
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC108135291|XP_017111464.1|DELE
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC108138164|XP_017115743.1|DELE
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC108138892|XP_017116915.1|DELE
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC108138960|XP_017117029.1|DELE
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC108134699|XP_017110584.1|DELE
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC108149424|XP_017132480.1|DELE
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC108147038|XP_017128790.1|DELE
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC108148036|XP_017130365.1|DELE
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC108134513|XP_017110340.1|DELE
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC108149300|XP_017132237.1|DELE
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC108149464|XP_017132557.1|DELE
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC108138243|XP_017115870.1|DELE
OG0003846	LOC119078472|XP_037041921.1|BCOP	LOC108141899|XP_017121000.1|DELE
OG0003847	LOC119078479|XP_037041930.1|BCOP	LOC108141973|XP_017121113.1|DELE
OG0003848	LOC119072784|XP_037033968.1|BCOP	LOC108140381|XP_017118574.1|DELE
OG0003849	LOC119081835|XP_037046969.1|BCOP	LOC108136141|XP_017112628.1|DELE, LOC108149781|XP_017133125.1|DELE
OG0003850	LOC119076253|XP_037038815.1|BCOP	LOC108149316|XP_017132260.1|DELE
OG0003851	LOC119081564|XP_037046491.1|BCOP	LOC108143567|XP_017123566.1|DELE
OG0003852	LOC119084700|XP_037050672.1|BCOP	LOC108147956|XP_017130233.1|DELE
OG0003853	LOC119073824|XP_037035505.1|BCOP	LOC108141433|XP_017120306.1|DELE
OG0003854	LOC119078665|XP_037042211.1|BCOP	LOC108150475|XP_017134157.1|DELE
OG0003855	LOC119078666|XP_037042213.1|BCOP	LOC108150474|XP_017134156.1|DELE
OG0003856	LOC119078675|XP_037042229.1|BCOP	LOC108134487|XP_017110294.1|DELE
OG0003857	LOC119066697|XP_037025190.1|BCOP	LOC108150468|XP_017134150.1|DELE
OG0003858	LOC119082648|XP_037048123.1|BCOP	LOC108134854|XP_017110819.1|DELE
OG0003859	LOC119082614|XP_037048066.1|BCOP	LOC108138935|XP_017116999.1|DELE
OG0003860	LOC119074096|XP_037035952.1|BCOP	LOC108144713|XP_017125295.1|DELE
OG0003861	LOC119073809|XP_037035477.1|BCOP	LOC108148004|XP_017130321.1|DELE
OG0003862	LOC119083139|XP_037048674.1|BCOP	LOC108149853|XP_017133221.1|DELE
OG0003863	LOC119071459|XP_037032206.1|BCOP	LOC108141773|XP_017120760.1|DELE
OG0003864	LOC119083293|XP_037048880.1|BCOP	LOC108142106|XP_017121292.1|DELE
OG0003865	LOC119077875|XP_037041123.1|BCOP	LOC108147299|XP_017129211.1|DELE
OG0003866	LOC119082061|XP_037047290.1|BCOP	LOC108138968|XP_017117039.1|DELE
OG0003867	LOC119084675|XP_037050648.1|BCOP	LOC108145553|XP_017126546.1|DELE
OG0003868	LOC119082757|XP_037048237.1|BCOP	LOC108141668|XP_017120630.1|DELE
OG0003869	LOC119078531|XP_037041992.1|BCOP	LOC108134749|XP_017110679.1|DELE
OG0003870	LOC119085311|XP_037051573.1|BCOP	LOC108149324|XP_017132274.1|DELE
OG0003871	LOC119075698|XP_037038120.1|BCOP	LOC108138341|XP_017115999.1|DELE
OG0003872	LOC119071270|XP_037032030.1|BCOP	LOC108144816|XP_017125436.1|DELE
OG0003873	LOC119082605|XP_037048062.1|BCOP	LOC108149559|XP_017132686.1|DELE
OG0003874	LOC119077850|XP_037041071.1|BCOP	LOC108138853|XP_017116858.1|DELE
OG0003875	LOC119072830|XP_037034031.1|BCOP	LOC108141702|XP_017120675.1|DELE
OG0003876	LOC119070954|XP_037031405.1|BCOP	LOC108147940|XP_017130214.1|DELE
OG0003877	LOC119066446|XP_037024840.1|BCOP	LOC108138330|XP_017115982.1|DELE
OG0003878	LOC119078449|XP_037041872.1|BCOP	LOC108138934|XP_017116996.1|DELE
OG0003879	LOC119079705|XP_037043659.1|BCOP	LOC108146092|XP_017127409.1|DELE
OG0003880	LOC119073539|XP_037034981.1|BCOP	LOC108150247|XP_017133798.1|DELE
OG0003881	LOC119081656|XP_037046633.1|BCOP	LOC108144776|XP_017125374.1|DELE
OG0003882	LOC119075791|XP_037038257.1|BCOP	LOC108140490|XP_017118742.1|DELE
OG0003883	LOC119076747|XP_037039591.1|BCOP	LOC108136554|XP_017113350.1|DELE
OG0003884	LOC119066364|XP_037024678.1|BCOP	LOC108149416|XP_017132469.1|DELE
OG0003885	LOC119072088|XP_037033142.1|BCOP	LOC108135269|XP_017111435.1|DELE
OG0003886	LOC119072077|XP_037033123.1|BCOP	LOC108135301|XP_017111474.1|DELE
OG0003887	LOC119083203|XP_037048763.1|BCOP	LOC108148038|XP_017130367.1|DELE
OG0003888	LOC119070293|XP_037030453.1|BCOP	LOC108148819|XP_017131562.1|DELE
OG0003889	LOC119075609|XP_037037980.1|BCOP	LOC108148019|XP_017130342.1|DELE
OG0003890	LOC119083156|XP_037048697.1|BCOP	LOC108146393|XP_017127878.1|DELE
OG0003891	LOC119066284|XP_037024547.1|BCOP	LOC108149521|XP_017132639.1|DELE
OG0003892	LOC119076980|XP_037039977.1|BCOP	LOC108146508|XP_017128033.1|DELE
OG0003893	LOC119066376|XP_037024697.1|BCOP	LOC108138946|XP_017117014.1|DELE
OG0003894	LOC119072761|XP_037033951.1|BCOP	LOC108141695|XP_017120667.1|DELE
OG0003895	LOC119081612|XP_037046552.1|BCOP	LOC108145372|XP_017126255.1|DELE
OG0003896	LOC119081416|XP_037046209.1|BCOP	LOC108145525|XP_017126499.1|DELE
OG0003897	LOC119084549|XP_037050459.1|BCOP	LOC108144503|XP_017124925.1|DELE
OG0003898	LOC119068891|XP_037028653.1|BCOP	LOC108138748|XP_017116637.1|DELE
OG0003899	LOC119078495|XP_037041941.1|BCOP	LOC108137846|XP_017115261.1|DELE
OG0003900	LOC119070741|XP_037031100.1|BCOP	LOC108147966|XP_017130252.1|DELE
OG0003901	LOC119070884|XP_037031301.1|BCOP	LOC108150470|XP_017134152.1|DELE
OG0003902	LOC119070880|XP_037031294.1|BCOP	LOC108150715|XP_017134490.1|DELE
OG0003903	LOC119078704|XP_037042267.1|BCOP	LOC108138162|XP_017115741.1|DELE
OG0003904	LOC119078703|XP_037042266.1|BCOP	LOC108138161|XP_017115740.1|DELE
OG0003905	LOC119072246|XP_037033321.1|BCOP	LOC108142968|XP_017122607.1|DELE
OG0003906	LOC119079653|XP_037043592.1|BCOP	LOC108143717|XP_017123741.1|DELE
OG0003907	LOC119076982|XP_037039980.1|BCOP	LOC108149522|XP_017132644.1|DELE
OG0003908	LOC119066273|XP_037024526.1|BCOP	LOC108149207|XP_017132125.1|DELE
OG0003909	LOC119081424|XP_037046233.1|BCOP	LOC108144605|XP_017125110.1|DELE
OG0003910	LOC119081452|XP_037046286.1|BCOP, LOC119085123|XP_037051283.1|BCOP	LOC108140962|XP_017119519.1|DELE
OG0003911	LOC119078557|XP_037042020.1|BCOP	LOC108139045|XP_017117151.1|DELE
OG0003912	LOC119080018|XP_037044091.1|BCOP	LOC108138323|XP_017115973.1|DELE
OG0003913	LOC119085142|XP_037051316.1|BCOP	LOC108149491|XP_017132599.1|DELE
OG0003914	LOC119068025|XP_037027282.1|BCOP	LOC108134520|XP_017110347.1|DELE
OG0003915	LOC119078017|XP_037041303.1|BCOP	LOC108137596|XP_017114817.1|DELE
OG0003916	LOC119074708|XP_037036890.1|BCOP	LOC108150509|XP_017134214.1|DELE
OG0003917	LOC119080230|XP_037044371.1|BCOP	LOC108149499|XP_017132611.1|DELE
OG0003918	LOC119067285|XP_037026065.1|BCOP	LOC108138023|XP_017115483.1|DELE
OG0003919	LOC119076379|XP_037038992.1|BCOP	LOC108138993|XP_017117071.1|DELE
OG0003920	LOC119079597|XP_037043486.1|BCOP	LOC108137546|XP_017114759.1|DELE
OG0003921	LOC119085177|XP_037051380.1|BCOP	LOC108142023|XP_017121188.1|DELE
OG0003922	LOC119085206|XP_037051412.1|BCOP	LOC108134491|XP_017110299.1|DELE
OG0003923	LOC119080498|XP_037044792.1|BCOP	LOC108145324|XP_017126191.1|DELE
OG0003924	LOC119068735|XP_037028327.1|BCOP	LOC108149099|XP_017131984.1|DELE
OG0003925	LOC119077072|XP_037040110.1|BCOP	LOC108147780|XP_017129999.1|DELE
OG0003926	LOC119072550|XP_037033681.1|BCOP	LOC108147792|XP_017130020.1|DELE
OG0003927	LOC119085160|XP_037051350.1|BCOP	LOC108148042|XP_017130372.1|DELE
