Orthogroup	BCOP.longest_only	DMIR.longest_only
OG0004922	LOC119067779|XP_037026813.1|BCOP	LOC108152946|XP_017138130.1|DMIR
OG0004923	LOC119079333|XP_037043051.1|BCOP	LOC108152361|XP_017137124.1|DMIR
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	LOC108165572|XP_017157135.1|DMIR
OG0004925	LOC119083668|XP_037049348.1|BCOP	LOC108153552|XP_017139111.1|DMIR
OG0004926	LOC119086074|XP_037052548.1|BCOP	LOC108153699|XP_017139315.1|DMIR
OG0004927	LOC119073245|XP_037034460.1|BCOP	LOC108152911|XP_033242106.1|DMIR
OG0004928	LOC119083561|XP_037049175.1|BCOP	LOC108160580|XP_017150163.1|DMIR
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	LOC108151388|XP_017135453.1|DMIR
OG0004930	LOC119081722|XP_037046759.1|BCOP	LOC108159012|XP_017147374.1|DMIR, LOC117192391|XP_033252958.1|DMIR
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	LOC108158622|XP_017146587.1|DMIR
OG0004932	LOC119073436|XP_037034812.1|BCOP	LOC108165587|XP_017157150.1|DMIR
OG0004933	LOC119079833|XP_037043794.1|BCOP	LOC117191615|XP_033252325.1|DMIR, LOC108158559|XP_017146473.1|DMIR
OG0004934	LOC119079265|XP_037042938.1|BCOP	LOC117190744|XP_033251694.1|DMIR, LOC108159123|XP_017147596.1|DMIR
OG0004935	LOC119080367|XP_037044559.1|BCOP	LOC117193179|XP_033253814.1|DMIR, LOC108158671|XP_017146671.1|DMIR
OG0004936	LOC119080314|XP_037044484.1|BCOP	LOC108153441|XP_017138938.2|DMIR
OG0004937	LOC119081616|XP_037046557.1|BCOP	LOC108151688|XP_017135922.1|DMIR
OG0004938	LOC119079896|XP_037043880.1|BCOP	LOC108151812|XP_017136154.1|DMIR
OG0004939	LOC119077464|XP_037040565.1|BCOP	LOC108152628|XP_017137596.1|DMIR
OG0004940	LOC119077365|XP_037040445.1|BCOP	LOC108153617|XP_017139207.1|DMIR
OG0004941	LOC119079991|XP_037044049.1|BCOP	LOC108152013|XP_017136479.1|DMIR
OG0004942	LOC119076517|XP_037039201.1|BCOP	LOC108150907|XP_017134719.1|DMIR
OG0004943	LOC119076891|XP_037039794.1|BCOP	LOC108151356|XP_017135403.1|DMIR
OG0004944	LOC119081254|XP_037045884.1|BCOP	LOC108152996|XP_017138223.1|DMIR
OG0004945	LOC119071639|XP_037032495.1|BCOP	LOC117190824|XP_033251753.1|DMIR, LOC108160430|XP_017149922.1|DMIR
OG0004946	LOC119066317|XP_037024601.1|BCOP	LOC108152254|XP_017136950.1|DMIR
OG0004947	LOC119084690|XP_037050665.1|BCOP	LOC108151542|XP_017135691.1|DMIR
OG0004948	LOC119076038|XP_037038560.1|BCOP	LOC108153211|XP_017138523.1|DMIR
OG0004949	LOC119076222|XP_037038775.1|BCOP	LOC108153210|XP_017138521.1|DMIR
OG0004950	LOC119073892|XP_037035675.1|BCOP	LOC108165592|XP_017157156.1|DMIR
OG0004951	LOC119068251|XP_037027682.1|BCOP	LOC108156115|XP_017142904.1|DMIR
OG0004952	LOC119077106|XP_037040164.1|BCOP	LOC108151121|XP_017135030.1|DMIR
OG0004953	LOC119084905|XP_037050955.1|BCOP	LOC108151299|XP_017135323.1|DMIR
OG0004954	LOC119073320|XP_037034605.1|BCOP	LOC108151277|XP_017135294.1|DMIR
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	LOC108151493|XP_017135622.1|DMIR
OG0004956	LOC119079417|XP_037043215.1|BCOP	LOC108158865|XP_017147087.1|DMIR, LOC117190414|XP_033251382.1|DMIR
OG0004957	LOC119073733|XP_037035260.1|BCOP	LOC108152955|XP_017138144.1|DMIR
OG0004958	LOC119081433|XP_037046249.1|BCOP	LOC108151119|XP_017135026.1|DMIR
OG0004959	LOC119074040|XP_037035881.1|BCOP	LOC108151126|XP_017135036.1|DMIR
OG0004960	LOC119078298|XP_037041687.1|BCOP	LOC108151115|XP_017135018.1|DMIR
OG0004961	LOC119084962|XP_037051006.1|BCOP	LOC108158508|XP_017146369.1|DMIR
OG0004962	LOC119073263|XP_037034536.1|BCOP	LOC108151325|XP_017135366.1|DMIR
OG0004963	LOC119084801|XP_037050763.1|BCOP	LOC108152273|XP_017136983.1|DMIR
OG0004964	LOC119081263|XP_037045899.1|BCOP	LOC108152593|XP_017137538.1|DMIR
OG0004965	LOC119080539|XP_037044848.1|BCOP	LOC108152068|XP_017136579.1|DMIR
OG0004966	LOC119080490|XP_037044777.1|BCOP	LOC108152067|XP_017136576.1|DMIR
OG0004967	LOC119081371|XP_037046145.1|BCOP	LOC108158756|XP_017146857.1|DMIR
OG0004968	LOC119080918|XP_037045429.1|BCOP	LOC108153165|XP_017138459.1|DMIR
OG0004969	LOC119083682|XP_037049362.1|BCOP	LOC108158907|XP_017147190.1|DMIR
OG0004970	LOC119080913|XP_037045415.1|BCOP	LOC108153444|XP_017138948.1|DMIR
OG0004971	LOC119080915|XP_037045420.1|BCOP	LOC108153432|XP_017138927.1|DMIR
OG0004972	LOC119080925|XP_037045440.1|BCOP	LOC108151084|XP_017134956.1|DMIR
OG0004973	LOC119080934|XP_037045449.1|BCOP	LOC108151216|XP_017135186.1|DMIR
OG0004974	LOC119080720|XP_037045101.1|BCOP	LOC108152376|XP_017137156.1|DMIR
OG0004975	LOC119080177|XP_037044298.1|BCOP	LOC108152362|XP_017137125.1|DMIR
OG0004976	LOC119082796|XP_037048338.1|BCOP	LOC108153489|XP_017139019.1|DMIR
OG0004977	LOC119073470|XP_037034870.1|BCOP	LOC117193035|XP_033253660.1|DMIR, LOC108158677|XP_017146695.1|DMIR
OG0004978	LOC119084805|XP_037050771.1|BCOP	LOC108158672|XP_017146673.1|DMIR
OG0004979	LOC119080645|XP_037044953.1|BCOP	LOC108151360|XP_017135408.1|DMIR
OG0004980	LOC119071510|XP_037032268.1|BCOP	LOC108150876|XP_017134672.2|DMIR
OG0004981	LOC119071300|XP_037032073.1|BCOP	LOC108152737|XP_017137771.1|DMIR
OG0004982	LOC119071251|XP_037031984.1|BCOP	LOC108152735|XP_017137768.1|DMIR
OG0004983	LOC119073305|XP_037034582.1|BCOP	LOC108152000|XP_017136458.1|DMIR
OG0004984	LOC119073303|XP_037034580.1|BCOP	LOC108153468|XP_017138989.1|DMIR
OG0004985	LOC119083866|XP_037049567.1|BCOP	LOC108151763|XP_017136093.1|DMIR
OG0004986	LOC119072209|XP_037033277.1|BCOP	LOC117186756|XP_033243852.1|DMIR, LOC108152665|XP_017137649.2|DMIR
OG0004987	LOC119080661|XP_037044980.1|BCOP	LOC108152363|XP_017137126.1|DMIR
OG0004988	LOC119080695|XP_037045039.1|BCOP	LOC108151764|XP_017136095.1|DMIR
OG0004989	LOC119080758|XP_037045213.1|BCOP	LOC108152989|XP_017138210.1|DMIR
OG0004990	LOC119073677|XP_037035179.1|BCOP	LOC108158375|XP_017146118.2|DMIR, LOC117188345|XP_033247949.1|DMIR
OG0004991	LOC119080383|XP_037044585.1|BCOP	LOC108159332|XP_017148017.1|DMIR, LOC117191931|XP_033252569.1|DMIR
OG0004992	LOC119080381|XP_037044583.1|BCOP	LOC117191930|XP_033252567.1|DMIR, LOC108159333|XP_017148018.1|DMIR
OG0004994	LOC119077236|XP_037040301.1|BCOP	LOC108165398|XP_033243441.1|DMIR
OG0004997	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP	LOC108160574|XP_017150149.1|DMIR
OG0004998	LOC119080350|XP_037044547.1|BCOP	LOC108159406|XP_017148136.1|DMIR, LOC117192413|XP_033252974.1|DMIR
OG0004999	LOC119085242|XP_037051460.1|BCOP	LOC108151058|XP_017134922.1|DMIR
OG0005000	LOC119073414|XP_037034757.1|BCOP	LOC108158136|XP_017145838.1|DMIR
OG0005001	LOC119075762|XP_037038201.1|BCOP	LOC108151059|XP_017134923.1|DMIR
OG0005002	LOC119077769|XP_037040978.1|BCOP	LOC108157538|XP_017145130.1|DMIR
OG0005003	LOC119080535|XP_037044843.1|BCOP	LOC108152462|XP_017137316.1|DMIR
OG0005004	LOC119081614|XP_037046555.1|BCOP	LOC108152291|XP_017137002.1|DMIR
OG0005005	LOC119079297|XP_037042979.1|BCOP	LOC108165423|XP_017156951.1|DMIR
OG0005006	LOC119079664|XP_037043609.1|BCOP	LOC108151200|XP_017135160.2|DMIR
OG0005007	LOC119079272|XP_037042946.1|BCOP	LOC108152642|XP_017137622.1|DMIR
OG0005008	LOC119079683|XP_037043635.1|BCOP	LOC108151833|XP_017136193.1|DMIR
OG0005009	LOC119073419|XP_037034759.1|BCOP	LOC108153554|XP_017139113.1|DMIR
OG0005010	LOC119078133|XP_037041530.1|BCOP	LOC108151403|XP_017135480.1|DMIR
OG0005011	LOC119072370|XP_037033460.1|BCOP	LOC108160428|XP_017149920.1|DMIR, LOC117190836|XP_033251760.1|DMIR
OG0005012	LOC119080448|XP_037044708.1|BCOP	LOC108153111|XP_017138385.1|DMIR
OG0005013	LOC119074550|XP_037036624.1|BCOP	LOC108155718|XP_017142210.1|DMIR
OG0005015	LOC119079346|XP_037043071.1|BCOP	LOC108151715|XP_017135976.1|DMIR
OG0005016	LOC119074671|XP_037036853.1|BCOP	LOC108165438|XP_017156966.2|DMIR
OG0005017	LOC119066121|XP_037024300.1|BCOP	LOC108152564|XP_017137485.1|DMIR
OG0005018	LOC119076971|XP_037039962.1|BCOP	LOC108152236|XP_017136917.1|DMIR
OG0005019	LOC119076429|XP_037039073.1|BCOP	LOC108152704|XP_017137713.1|DMIR
OG0005020	LOC119081392|XP_037046174.1|BCOP	LOC117192686|XP_033253306.1|DMIR, LOC108160353|XP_017149808.1|DMIR
OG0005021	LOC119077651|XP_037040766.1|BCOP	LOC108161328|XP_017151052.2|DMIR
OG0005022	LOC119068432|XP_037027897.1|BCOP	LOC108151914|XP_017136316.1|DMIR
OG0005023	LOC119079831|XP_037043792.1|BCOP	LOC108160639|XP_017150257.1|DMIR
OG0005024	LOC119076642|XP_037039408.1|BCOP	LOC108152553|XP_033242347.1|DMIR
OG0005025	LOC119074896|XP_037037138.1|BCOP	LOC108152286|XP_017136993.1|DMIR
OG0005026	LOC119081220|XP_037045839.1|BCOP	LOC108151986|XP_017136440.1|DMIR
OG0005027	LOC119073701|XP_037035196.1|BCOP	LOC108153348|XP_017138795.1|DMIR
OG0005028	LOC119068477|XP_037027983.1|BCOP	LOC108154246|XP_017139970.1|DMIR
OG0005029	LOC119075588|XP_037037955.1|BCOP	LOC108152325|XP_017137060.1|DMIR
OG0005030	LOC119068277|XP_037027706.1|BCOP	LOC108151529|XP_017135670.1|DMIR
OG0005031	LOC119086060|XP_037052530.1|BCOP	LOC108152156|XP_033242633.1|DMIR
OG0005032	LOC119076635|XP_037039398.1|BCOP	LOC108152310|XP_017137031.1|DMIR
OG0005033	LOC119081726|XP_037046767.1|BCOP	LOC108150904|XP_017134704.1|DMIR
OG0005034	LOC119081823|XP_037046954.1|BCOP	LOC108153507|XP_017139048.1|DMIR
OG0005035	LOC119080717|XP_037045094.1|BCOP	LOC108152308|XP_033242207.1|DMIR
OG0005036	LOC119067221|XP_037025963.1|BCOP	LOC108151807|XP_017136149.1|DMIR
OG0005037	LOC119073608|XP_037035078.1|BCOP	LOC108151971|XP_017136413.1|DMIR
OG0005038	LOC119075194|XP_037037482.1|BCOP	LOC108151883|XP_017136269.1|DMIR
OG0005039	LOC119070323|XP_037030486.1|BCOP	LOC108162828|XP_017153246.1|DMIR
OG0005040	LOC119073817|XP_037035489.1|BCOP	LOC108152150|XP_017136755.1|DMIR
OG0005041	LOC119081329|XP_037046011.1|BCOP	LOC108151329|XP_017135369.1|DMIR
OG0005042	LOC119084797|XP_037050757.1|BCOP	LOC108152670|XP_017137656.1|DMIR
OG0005043	LOC119073901|XP_037035685.1|BCOP	LOC108158864|XP_017147086.1|DMIR, LOC117192557|XP_033253150.1|DMIR
OG0005044	LOC119069510|XP_037029486.1|BCOP	LOC108158862|XP_017147083.2|DMIR, LOC117188381|XP_033248057.1|DMIR
OG0005045	LOC119066172|XP_037024369.1|BCOP	LOC117193710|XP_033254327.1|DMIR, LOC108160782|XP_017150475.1|DMIR
OG0005046	LOC119078148|XP_037041519.1|BCOP	LOC108159213|XP_017147782.1|DMIR, LOC117193051|XP_033253675.1|DMIR
OG0005047	LOC119080703|XP_037045057.1|BCOP	LOC108151370|XP_017135421.1|DMIR
OG0005048	LOC119073804|XP_037035460.1|BCOP	LOC108157443|XP_017144988.1|DMIR, LOC108151371|XP_017135422.1|DMIR
OG0005049	LOC119077285|XP_037040331.1|BCOP	LOC117185789|XP_033242206.1|DMIR
OG0005050	LOC119082843|XP_037048397.1|BCOP	LOC117191928|XP_033252564.1|DMIR, LOC108159528|XP_017148386.1|DMIR
OG0005051	LOC119080690|XP_037045023.1|BCOP	LOC108151678|XP_017135909.1|DMIR
OG0005052	LOC119080743|XP_037045187.1|BCOP	LOC108151679|XP_017135910.1|DMIR
OG0005053	LOC119084626|XP_037050589.1|BCOP	LOC108163002|XP_033249824.1|DMIR
OG0005054	LOC119073254|XP_037034514.1|BCOP	LOC108152652|XP_017137633.1|DMIR
OG0005055	LOC119083451|XP_037049073.1|BCOP	LOC108162462|XP_017152732.1|DMIR
OG0005056	LOC119073358|XP_037034655.1|BCOP	LOC117192797|XP_033253446.1|DMIR, LOC108160467|XP_017149973.1|DMIR
OG0005057	LOC119080191|XP_037044325.1|BCOP	LOC108151601|XP_017135770.1|DMIR
OG0005058	LOC119073798|XP_037035428.1|BCOP	LOC108151727|XP_033243017.1|DMIR
OG0005059	LOC119081776|XP_037046877.1|BCOP	LOC108158215|XP_017145927.1|DMIR
OG0005060	LOC119081749|XP_037046819.1|BCOP	LOC108160136|XP_017149424.1|DMIR, LOC117185778|XP_033253457.1|DMIR
OG0005061	LOC119068733|XP_037028325.1|BCOP	LOC108162849|XP_017153281.1|DMIR
OG0005062	LOC119083564|XP_037049183.1|BCOP	LOC117185953|XP_033250462.1|DMIR, LOC108158890|XP_017147163.1|DMIR
OG0005063	LOC119079879|XP_037043857.1|BCOP	LOC108160069|XP_017149312.1|DMIR
OG0005064	LOC119080420|XP_037044655.1|BCOP	LOC108152621|XP_017137580.1|DMIR
OG0005065	LOC119073445|XP_037034831.1|BCOP	LOC108158092|XP_017145748.1|DMIR
OG0005066	LOC119073516|XP_037034937.1|BCOP	LOC117188437|XP_033248211.1|DMIR, LOC108160967|XP_017150755.2|DMIR
OG0005067	LOC119073946|XP_037035716.1|BCOP	LOC108160820|XP_033254248.1|DMIR, LOC117185930|XP_033247654.1|DMIR
OG0005068	LOC119084242|XP_037050037.1|BCOP	LOC108151589|XP_017135757.1|DMIR
OG0005069	LOC119074502|XP_037036552.1|BCOP	LOC108158190|XP_017145898.1|DMIR, LOC117191864|XP_033252521.1|DMIR
OG0005070	LOC119073865|XP_037035627.1|BCOP	LOC108160281|XP_017149652.2|DMIR, LOC117187980|XP_033246935.1|DMIR
OG0005071	LOC119073318|XP_037034603.1|BCOP	LOC108152070|XP_017136582.1|DMIR
OG0005072	LOC119079369|XP_037043134.1|BCOP	LOC108152225|XP_017136897.1|DMIR
OG0005073	LOC119084020|XP_037049731.1|BCOP	LOC108159477|XP_017148293.1|DMIR
OG0005074	LOC119079755|XP_037043732.1|BCOP	LOC108151823|XP_017136171.2|DMIR
OG0005075	LOC119073709|XP_037035216.1|BCOP	LOC117185867|XP_033254157.1|DMIR, LOC108160233|XP_017149576.1|DMIR
OG0005076	LOC119081356|XP_037046100.1|BCOP	LOC117193639|XP_033254275.1|DMIR, LOC108159676|XP_017148655.1|DMIR
OG0005078	LOC119066068|XP_037024191.1|BCOP	LOC108151631|XP_017135824.1|DMIR
OG0005079	LOC119083647|XP_037049312.1|BCOP	LOC108160328|XP_017149746.1|DMIR
OG0005081	LOC119081654|XP_037046631.1|BCOP	LOC117190221|XP_033251160.1|DMIR, LOC108160114|XP_017149395.1|DMIR
OG0005082	LOC119073347|XP_037034636.1|BCOP	LOC108153103|XP_017138375.1|DMIR
OG0005083	LOC119066271|XP_037024524.1|BCOP	LOC108154153|XP_017139800.1|DMIR
OG0005084	LOC119080906|XP_037045392.1|BCOP	LOC108151517|XP_017135652.1|DMIR
OG0005085	LOC119074188|XP_037036076.1|BCOP	LOC108152923|XP_017138092.1|DMIR
OG0005086	LOC119074143|XP_037036035.1|BCOP	LOC108158113|XP_017145778.1|DMIR
OG0005087	LOC119079836|XP_037043797.1|BCOP	LOC108152707|XP_033242716.1|DMIR
OG0005088	LOC119081623|XP_037046566.1|BCOP	LOC108158901|XP_033253521.1|DMIR, LOC117185706|XP_033248082.1|DMIR
OG0005089	LOC119081622|XP_037046565.1|BCOP	LOC117193113|XP_033253727.1|DMIR, LOC108158899|XP_017147175.2|DMIR
OG0005090	LOC119078736|XP_037042313.1|BCOP	LOC108158601|XP_017146552.1|DMIR
OG0005091	LOC119074079|XP_037035920.1|BCOP	LOC108159167|XP_033246429.1|DMIR
OG0005092	LOC119080297|XP_037044466.1|BCOP	LOC108153195|XP_017138501.1|DMIR
OG0005093	LOC119073538|XP_037034978.1|BCOP	LOC108153116|XP_017138392.1|DMIR
OG0005094	LOC119079921|XP_037043911.1|BCOP	LOC108151898|XP_017136291.2|DMIR
OG0005095	LOC119073356|XP_037034653.1|BCOP	LOC108158875|XP_017147114.1|DMIR
OG0005096	LOC119084417|XP_037050285.1|BCOP	LOC108162863|XP_017153300.1|DMIR
OG0005098	LOC119073864|XP_037035626.1|BCOP	LOC108159534|XP_017148398.1|DMIR
OG0005099	LOC119080633|XP_037044937.1|BCOP	LOC108160332|XP_017149752.1|DMIR, LOC117193458|XP_033254107.1|DMIR
OG0005100	LOC119066591|XP_037025080.1|BCOP	LOC108160330|XP_033254106.1|DMIR, LOC117188065|XP_033247229.1|DMIR
OG0005101	LOC119074464|XP_037036500.1|BCOP	LOC108157027|XP_017144327.1|DMIR
OG0005102	LOC119066109|XP_037024286.1|BCOP	LOC117185822|XP_033253896.1|DMIR, LOC108160704|XP_017150347.1|DMIR
OG0005103	LOC119079440|XP_037043248.1|BCOP	LOC108159119|XP_017147591.2|DMIR, LOC108159118|XP_033248148.1|DMIR
OG0005104	LOC119079442|XP_037043250.1|BCOP	LOC108162336|XP_017152518.1|DMIR
OG0005105	LOC119081464|XP_037046348.1|BCOP	LOC108150945|XP_017134768.1|DMIR
OG0005106	LOC119077367|XP_037040448.1|BCOP	LOC108152711|XP_033242423.1|DMIR
OG0005107	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP	LOC108152956|XP_017138145.1|DMIR
OG0005108	LOC119081331|XP_037046016.1|BCOP	LOC117188304|XP_033247830.1|DMIR, LOC108158518|XP_033254032.1|DMIR
OG0005109	LOC119071266|XP_037032021.1|BCOP	LOC108151991|XP_017136446.1|DMIR
OG0005110	LOC119073753|XP_037035307.1|BCOP	LOC108151346|XP_017135389.1|DMIR
OG0005111	LOC119073619|XP_037035096.1|BCOP	LOC108153217|XP_017138530.1|DMIR
OG0005112	LOC119065986|XP_037024091.1|BCOP	LOC108153191|XP_017138497.1|DMIR
OG0005113	LOC119073658|XP_037035156.1|BCOP	LOC108153218|XP_017138535.1|DMIR
OG0005114	LOC119072473|XP_037033595.1|BCOP	LOC108152448|XP_017137291.1|DMIR
OG0005115	LOC119074317|XP_037036269.1|BCOP	LOC108161956|XP_017151904.2|DMIR
OG0005116	LOC119081577|XP_037046506.1|BCOP	LOC108152885|XP_017138013.1|DMIR
OG0005117	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP	LOC108154511|XP_033254686.1|DMIR
OG0005118	LOC119073554|XP_037035005.1|BCOP	LOC108162053|XP_017152079.1|DMIR
OG0005119	LOC119073431|XP_037034799.1|BCOP	LOC108158472|XP_033246674.1|DMIR
OG0005120	LOC119080639|XP_037044947.1|BCOP	LOC108153586|XP_017139154.1|DMIR
OG0005121	LOC119077502|XP_037040622.1|BCOP	LOC108151163|XP_033243218.1|DMIR
OG0005122	LOC119077508|XP_037040635.1|BCOP	LOC108151982|XP_017136435.1|DMIR
OG0005123	LOC119079514|XP_037043374.1|BCOP	LOC108151639|XP_017135834.1|DMIR
OG0005124	LOC119079415|XP_037043217.1|BCOP	LOC108152450|XP_017137298.1|DMIR
OG0005125	LOC119081261|XP_037045892.1|BCOP	LOC108152336|XP_033242174.1|DMIR
OG0005126	LOC119081721|XP_037046758.1|BCOP	LOC108151862|XP_017136238.1|DMIR
OG0005127	LOC119080607|XP_037044902.1|BCOP	LOC108151742|XP_017136052.1|DMIR
OG0005128	LOC119075477|XP_037037827.1|BCOP	LOC108160124|XP_017149406.2|DMIR
OG0005129	LOC119085946|XP_037052395.1|BCOP	LOC108152931|XP_017138107.1|DMIR
OG0005130	LOC119077598|XP_037040704.1|BCOP	LOC108151905|XP_017136304.1|DMIR
OG0005131	LOC119073312|XP_037034599.1|BCOP	LOC108153014|XP_017138248.1|DMIR
OG0005132	LOC119074817|XP_037037003.1|BCOP	LOC108151458|XP_017135568.1|DMIR
OG0005133	LOC119077869|XP_037041113.1|BCOP	LOC108153677|XP_017139282.1|DMIR
OG0005134	LOC119079839|XP_037043796.1|BCOP	LOC108151333|XP_017135374.1|DMIR
OG0005135	LOC119079897|XP_037043881.1|BCOP	LOC108153135|XP_017138419.1|DMIR
OG0005136	LOC119075700|XP_037038124.1|BCOP	LOC108152727|XP_017137752.1|DMIR
OG0005137	LOC119080665|XP_037044986.1|BCOP	LOC108154750|XP_017140611.1|DMIR
OG0005138	LOC119074120|XP_037035999.1|BCOP	LOC108150915|XP_017134729.1|DMIR
OG0005139	LOC119076669|XP_037039458.1|BCOP	LOC108152477|XP_017137337.1|DMIR
OG0005140	LOC119077162|XP_037040247.1|BCOP	LOC108161962|XP_017151909.1|DMIR
OG0005141	LOC119074510|XP_037036565.1|BCOP	LOC117192490|XP_033253085.1|DMIR, LOC108159044|XP_033248061.1|DMIR
OG0005142	LOC119084882|XP_037050923.1|BCOP	LOC108152093|XP_017136631.1|DMIR
OG0005143	LOC119080464|XP_037044730.1|BCOP	LOC108152090|XP_017136619.1|DMIR
OG0005145	LOC119073956|XP_037035740.1|BCOP	LOC108152092|XP_017136630.1|DMIR
OG0005147	LOC119066850|XP_037025412.1|BCOP	LOC108152486|XP_017137351.1|DMIR
OG0005148	LOC119081290|XP_037045947.1|BCOP	LOC108152523|XP_017137413.1|DMIR
OG0005149	LOC119079582|XP_037043468.1|BCOP	LOC117187915|XP_033246758.1|DMIR, LOC108159705|XP_017148709.2|DMIR
OG0005150	LOC119081064|XP_037045675.1|BCOP	LOC108153244|XP_017138575.1|DMIR
OG0005151	LOC119073562|XP_037035013.1|BCOP	LOC108152651|XP_017137632.1|DMIR
OG0005152	LOC119073647|XP_037035140.1|BCOP	LOC108152918|XP_017138086.1|DMIR
OG0005153	LOC119080243|XP_037044387.1|BCOP	LOC108151342|XP_017135386.1|DMIR
OG0005154	LOC119073443|XP_037034827.1|BCOP	LOC108151341|XP_017135385.1|DMIR
OG0005156	LOC119069958|XP_037030084.1|BCOP	LOC108155032|XP_017141084.1|DMIR
OG0005157	LOC119073348|XP_037034637.1|BCOP	LOC108159055|XP_017147484.1|DMIR, LOC117192446|XP_033253020.1|DMIR
OG0005158	LOC119073422|XP_037034762.1|BCOP	LOC108165480|XP_033243580.1|DMIR
OG0005159	LOC119073666|XP_037035165.1|BCOP	LOC108151671|XP_017135898.1|DMIR
OG0005160	LOC119079633|XP_037043542.1|BCOP	LOC108153547|XP_017139102.1|DMIR
OG0005161	LOC119073580|XP_037035044.1|BCOP	LOC108158897|XP_017147173.1|DMIR
OG0005162	LOC119077712|XP_037040886.1|BCOP	LOC108164707|XP_017156070.1|DMIR
OG0005163	LOC119069179|XP_037029003.1|BCOP	LOC108152407|XP_017137202.1|DMIR
OG0005164	LOC119080839|XP_037045295.1|BCOP	LOC108153324|XP_017138729.1|DMIR
OG0005165	LOC119081626|XP_037046571.1|BCOP	LOC108159917|XP_017149039.1|DMIR
OG0005166	LOC119081574|XP_037046504.1|BCOP	LOC108156159|XP_017142976.1|DMIR
OG0005167	LOC119081575|XP_037046505.1|BCOP	LOC108156163|XP_017142980.1|DMIR
OG0005168	LOC119080667|XP_037044993.1|BCOP	LOC108151854|XP_017136228.1|DMIR
OG0005169	LOC119080081|XP_037044196.1|BCOP	LOC108153389|XP_017138853.1|DMIR
OG0005170	LOC119080030|XP_037044107.1|BCOP	LOC108153388|XP_017138851.1|DMIR
OG0005171	LOC119080051|XP_037044152.1|BCOP	LOC108153607|XP_017139192.1|DMIR
OG0005172	LOC119073980|XP_037035784.1|BCOP	LOC117193459|XP_033254108.1|DMIR, LOC108160145|XP_017149443.1|DMIR
OG0005173	LOC119075199|XP_037037487.1|BCOP	LOC108159418|XP_017148174.1|DMIR
OG0005174	LOC119079624|XP_037043516.1|BCOP	LOC108160565|XP_033247495.1|DMIR
OG0005175	LOC119079587|XP_037043472.1|BCOP	LOC108158533|XP_017146419.1|DMIR
OG0005176	LOC119083615|XP_037049247.1|BCOP	LOC108159364|XP_017148078.1|DMIR, LOC117191069|XP_033251926.1|DMIR
OG0005177	LOC119079599|XP_037043487.1|BCOP	LOC108160673|XP_033247498.1|DMIR
OG0005178	LOC119069207|XP_037029074.1|BCOP	LOC108151104|XP_017134991.1|DMIR
OG0005179	LOC119073285|XP_037034564.1|BCOP	LOC108152502|XP_017137374.1|DMIR
OG0005180	LOC119083646|XP_037049310.1|BCOP	LOC108151859|XP_017136232.1|DMIR
OG0005181	LOC119066599|XP_037025050.1|BCOP	LOC108158142|XP_017145853.1|DMIR
OG0005182	LOC119073822|XP_037035501.1|BCOP	LOC108158822|XP_017147002.1|DMIR
OG0005183	LOC119073873|XP_037035639.1|BCOP	LOC108158511|XP_017146376.1|DMIR, LOC117193385|XP_033254023.1|DMIR
OG0005184	LOC119069021|XP_037028791.1|BCOP	LOC117185939|XP_033247196.1|DMIR, LOC108158509|XP_033254001.1|DMIR
OG0005185	LOC119073879|XP_037035654.1|BCOP	LOC108158837|XP_017147046.1|DMIR
OG0005186	LOC119075486|XP_037037834.1|BCOP	LOC117192807|XP_033253452.1|DMIR, LOC108159711|XP_017148717.1|DMIR
OG0005187	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP	LOC117189757|XP_033250725.1|DMIR, LOC108159416|XP_033246321.1|DMIR
OG0005188	LOC119073391|XP_037034712.1|BCOP	LOC117193182|XP_033253817.1|DMIR, LOC108159208|XP_017147773.1|DMIR
OG0005189	LOC119070199|XP_037030390.1|BCOP	LOC108162887|XP_033244346.1|DMIR
OG0005190	LOC119076736|XP_037039552.1|BCOP	LOC108153577|XP_017139145.1|DMIR
OG0005191	LOC119082156|XP_037047454.1|BCOP	LOC108157138|XP_017144528.1|DMIR
OG0005192	LOC119079969|XP_037044003.1|BCOP	LOC108160537|XP_033247357.1|DMIR
OG0005193	LOC119079965|XP_037043974.1|BCOP	LOC117187886|XP_033246705.1|DMIR, LOC108160184|XP_017149500.2|DMIR
OG0005194	LOC119081552|XP_037046470.1|BCOP	LOC108159457|XP_017148245.2|DMIR, LOC117185929|XP_033246558.1|DMIR
OG0005195	LOC119080586|XP_037044874.1|BCOP	LOC108158121|XP_017145789.2|DMIR, LOC117185845|XP_033247943.1|DMIR
OG0005196	LOC119082799|XP_037048340.1|BCOP	LOC108153038|XP_017138285.1|DMIR
