Orthogroup	BCOP.longest_only	DSER.longest_only
OG0005174	LOC119079624|XP_037043516.1|BCOP	LOC110178480|XP_020801280.1|DSER
OG0005175	LOC119079587|XP_037043472.1|BCOP	LOC110178446|XP_020801239.1|DSER
OG0005176	LOC119083615|XP_037049247.1|BCOP	LOC110178486|XP_020801291.1|DSER
OG0005177	LOC119079599|XP_037043487.1|BCOP	LOC110178463|XP_020801262.1|DSER
OG0005178	LOC119069207|XP_037029074.1|BCOP	LOC110190128|XP_020816110.1|DSER
OG0005179	LOC119073285|XP_037034564.1|BCOP	LOC110190027|XP_020815989.1|DSER
OG0005180	LOC119083646|XP_037049310.1|BCOP	LOC110191316|XP_020817794.1|DSER
OG0005181	LOC119066599|XP_037025050.1|BCOP	LOC110181775|XP_020805308.1|DSER, LOC110188897|XP_020814476.1|DSER
OG0005182	LOC119073822|XP_037035501.1|BCOP	LOC110188966|XP_020814569.1|DSER
OG0005183	LOC119073873|XP_037035639.1|BCOP	LOC110189779|XP_020815662.1|DSER
OG0005184	LOC119069021|XP_037028791.1|BCOP	LOC110180016|XP_020803271.1|DSER
OG0005185	LOC119073879|XP_037035654.1|BCOP	LOC110176964|XP_020799130.1|DSER
OG0005186	LOC119075486|XP_037037834.1|BCOP	LOC110179331|XP_020802483.1|DSER
OG0005187	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP	LOC110189683|XP_020815518.1|DSER
OG0005188	LOC119073391|XP_037034712.1|BCOP	LOC110189615|XP_020815412.1|DSER
OG0005189	LOC119070199|XP_037030390.1|BCOP	LOC110176005|XP_020797869.1|DSER
OG0005190	LOC119076736|XP_037039552.1|BCOP	LOC110189075|XP_020814705.1|DSER
OG0005191	LOC119082156|XP_037047454.1|BCOP	LOC110189666|XP_020815474.1|DSER
OG0005192	LOC119079969|XP_037044003.1|BCOP	LOC110177923|XP_020800562.1|DSER
OG0005193	LOC119079965|XP_037043974.1|BCOP	LOC110177081|XP_020799256.1|DSER
OG0005194	LOC119081552|XP_037046470.1|BCOP	LOC110182860|XP_020806659.1|DSER
OG0005195	LOC119080586|XP_037044874.1|BCOP	LOC110182742|XP_020806506.1|DSER
OG0005196	LOC119082799|XP_037048340.1|BCOP	LOC110184658|XP_020808919.1|DSER
OG0005197	LOC119080462|XP_037044729.1|BCOP	LOC110191718|XP_020818298.1|DSER
OG0005198	LOC119080707|XP_037045062.1|BCOP	LOC110177475|XP_020799875.1|DSER
OG0005199	LOC119073533|XP_037034969.1|BCOP	LOC110182746|XP_020806549.1|DSER
OG0005200	LOC119072421|XP_037033534.1|BCOP	LOC110189421|XP_020815141.1|DSER
OG0005201	LOC119081756|XP_037046838.1|BCOP	LOC110184040|XP_020808074.1|DSER
OG0005202	LOC119079952|XP_037043958.1|BCOP	LOC110188603|XP_020814063.1|DSER
OG0005203	LOC119071140|XP_037031732.1|BCOP	LOC110189214|XP_020814845.1|DSER, LOC110176780|XP_020798877.1|DSER
OG0005204	LOC119066263|XP_037024512.1|BCOP	LOC110185959|XP_020810636.1|DSER
OG0005205	LOC119081957|XP_037047147.1|BCOP	LOC110183797|XP_020807811.1|DSER
OG0005206	LOC119081540|XP_037046439.1|BCOP	LOC110181094|XP_020804422.1|DSER
OG0005207	LOC119084872|XP_037050906.1|BCOP	LOC110177125|XP_020799356.1|DSER
OG0005208	LOC119074500|XP_037036551.1|BCOP	LOC110179985|XP_020803238.1|DSER
OG0005209	LOC119085259|XP_037051502.1|BCOP	LOC110185832|XP_020810498.1|DSER
OG0005210	LOC119085245|XP_037051469.1|BCOP	LOC110185963|XP_020810641.1|DSER
OG0005211	LOC119080134|XP_037044247.1|BCOP	LOC110179826|XP_020803091.1|DSER
OG0005212	LOC119073775|XP_037035337.1|BCOP	LOC110191750|XP_020818350.1|DSER, LOC110180594|XP_020803942.1|DSER
OG0005213	LOC119078963|XP_037042608.1|BCOP	LOC110183492|XP_020807434.1|DSER
OG0005214	LOC119075622|XP_037037994.1|BCOP	LOC110177098|XP_020799292.1|DSER
OG0005215	LOC119066954|XP_037025571.1|BCOP	LOC110178121|XP_020800799.1|DSER
OG0005216	LOC119074300|XP_037036259.1|BCOP	LOC110181364|XP_020804747.1|DSER
OG0005217	LOC119071633|XP_037032490.1|BCOP	LOC110185047|XP_020809368.1|DSER
OG0005218	LOC119079274|XP_037042951.1|BCOP	LOC110181424|XP_020804824.1|DSER
OG0005219	LOC119067509|XP_037026416.1|BCOP	LOC110188982|XP_020814589.1|DSER
OG0005220	LOC119079920|XP_037043910.1|BCOP	LOC110178731|XP_020801613.1|DSER
OG0005221	LOC119076588|XP_037039322.1|BCOP	LOC110183772|XP_020807788.1|DSER
OG0005222	LOC119072234|XP_037033302.1|BCOP	LOC110184849|XP_020809148.1|DSER, LOC110179785|XP_020803057.1|DSER
OG0005223	LOC119079446|XP_037043255.1|BCOP	LOC110185067|XP_020809406.1|DSER
OG0005224	LOC119082107|XP_037047377.1|BCOP	LOC110183865|XP_020807877.1|DSER
OG0005225	LOC119078510|XP_037041966.1|BCOP	LOC110185558|XP_020810136.1|DSER
OG0005226	LOC119079031|XP_037042710.1|BCOP	LOC110176850|XP_020798979.1|DSER
OG0005227	LOC119079115|XP_037042835.1|BCOP	LOC110181201|XP_020804541.1|DSER
OG0005228	LOC119079083|XP_037042788.1|BCOP	LOC110181208|XP_020804547.1|DSER
OG0005229	LOC119066344|XP_037024652.1|BCOP	LOC110177024|XP_020799199.1|DSER
OG0005230	LOC119066332|XP_037024626.1|BCOP	LOC110183169|XP_020807020.1|DSER
OG0005231	LOC119066347|XP_037024658.1|BCOP	LOC110178142|XP_020800828.1|DSER
OG0005232	LOC119081949|XP_037047129.1|BCOP	LOC110185672|XP_020810294.1|DSER
OG0005233	LOC119081990|XP_037047205.1|BCOP	LOC110185780|XP_020810442.1|DSER
OG0005234	LOC119085147|XP_037051324.1|BCOP	LOC110178685|XP_020801548.1|DSER, LOC110181355|XP_020804738.1|DSER
OG0005235	LOC119066465|XP_037024866.1|BCOP	LOC110179888|XP_020803148.1|DSER, LOC110187515|XP_020812569.1|DSER
OG0005236	LOC119066466|XP_037024867.1|BCOP	LOC110186089|XP_020810785.1|DSER
OG0005237	LOC119066457|XP_037024857.1|BCOP	LOC110185800|XP_020810462.1|DSER
OG0005239	LOC119077090|XP_037040144.1|BCOP	LOC110182248|XP_020805923.1|DSER, LOC110178430|XP_020801223.1|DSER
OG0005240	LOC119077009|XP_037040017.1|BCOP	LOC110183332|XP_020807238.1|DSER
OG0005241	LOC119070764|XP_037031134.1|BCOP	LOC110186102|XP_020810806.1|DSER
OG0005242	LOC119066966|XP_037025592.1|BCOP	LOC110183413|XP_020807349.1|DSER
OG0005243	LOC119066134|XP_037024320.1|BCOP	LOC110176952|XP_020799113.1|DSER
OG0005244	LOC119069071|XP_037028847.1|BCOP	LOC110186715|XP_020811645.1|DSER
OG0005245	LOC119076822|XP_037039711.1|BCOP	LOC110177146|XP_020799383.1|DSER
OG0005246	LOC119082565|XP_037047990.1|BCOP	LOC110187554|XP_020812602.1|DSER
OG0005247	LOC119073462|XP_037034861.1|BCOP	LOC110181125|XP_020804456.1|DSER
OG0005248	LOC119075864|XP_037038317.1|BCOP	LOC110188688|XP_020814150.1|DSER
OG0005249	LOC119077637|XP_037040753.1|BCOP	LOC110189426|XP_020815153.1|DSER
OG0005250	LOC119085246|XP_037051471.1|BCOP	LOC110182747|XP_020806516.1|DSER
OG0005251	LOC119078722|XP_037042289.1|BCOP	LOC110183300|XP_020807197.1|DSER
OG0005252	LOC119072745|XP_037033925.1|BCOP	LOC110181346|XP_020804727.1|DSER
OG0005253	LOC119082330|XP_037047732.1|BCOP	LOC110187442|XP_020812490.1|DSER
OG0005254	LOC119085884|XP_037052294.1|BCOP	LOC110185975|XP_020810656.1|DSER
OG0005255	LOC119072789|XP_037033980.1|BCOP	LOC110185953|XP_020810631.1|DSER
OG0005256	LOC119085976|XP_037052434.1|BCOP	LOC110188776|XP_020814277.1|DSER
OG0005257	LOC119073781|XP_037035352.1|BCOP	LOC110183852|XP_020807861.1|DSER
OG0005258	LOC119081935|XP_037047085.1|BCOP	LOC110183746|XP_020807760.1|DSER
OG0005259	LOC119081953|XP_037047142.1|BCOP	LOC110185604|XP_020810206.1|DSER
OG0005260	LOC119067376|XP_037026192.1|BCOP	LOC110185605|XP_020810209.1|DSER
OG0005261	LOC119067374|XP_037026190.1|BCOP	LOC110183388|XP_020807314.1|DSER
OG0005262	LOC119081048|XP_037045647.1|BCOP	LOC110187382|XP_020812429.1|DSER
OG0005263	LOC119076976|XP_037039965.1|BCOP	LOC110185709|XP_020810343.1|DSER
OG0005264	LOC119076985|XP_037039984.1|BCOP	LOC110187784|XP_020812913.1|DSER
OG0005265	LOC119067102|XP_037025760.1|BCOP	LOC110181384|XP_020804774.1|DSER
OG0005266	LOC119076250|XP_037038811.1|BCOP	LOC110185600|XP_020810202.1|DSER
OG0005267	LOC119084575|XP_037050525.1|BCOP	LOC110184913|XP_020809217.1|DSER
OG0005268	LOC119075654|XP_037038047.1|BCOP	LOC110184912|XP_020809216.1|DSER
OG0005269	LOC119081692|XP_037046684.1|BCOP	LOC110184916|XP_020809220.1|DSER
OG0005270	LOC119084573|XP_037050523.1|BCOP	LOC110183151|XP_020807000.1|DSER
OG0005271	LOC119084563|XP_037050472.1|BCOP	LOC110183813|XP_020807824.1|DSER
OG0005272	LOC119084565|XP_037050477.1|BCOP	LOC110183814|XP_020807825.1|DSER
OG0005273	LOC119084591|XP_037050532.1|BCOP	LOC110183822|XP_020807833.1|DSER
OG0005274	LOC119084592|XP_037050533.1|BCOP	LOC110183176|XP_020807027.1|DSER
OG0005275	LOC119082059|XP_037047285.1|BCOP	LOC110183373|XP_020807294.1|DSER
OG0005276	LOC119081894|XP_037047016.1|BCOP	LOC110187538|XP_020812590.1|DSER
OG0005277	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP	LOC110187563|XP_020812610.1|DSER
OG0005278	LOC119068655|XP_037028228.1|BCOP	LOC110182863|XP_020806664.1|DSER
OG0005279	LOC119078697|XP_037042254.1|BCOP	LOC110185869|XP_020810538.1|DSER
OG0005280	LOC119066378|XP_037024702.1|BCOP	LOC110185540|XP_020810106.1|DSER
OG0005281	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP	LOC110184946|XP_020809251.1|DSER
OG0005282	LOC119074009|XP_037035837.1|BCOP	LOC110187650|XP_020812717.1|DSER
OG0005283	LOC119081418|XP_037046214.1|BCOP	LOC110188722|XP_020814198.1|DSER
OG0005284	LOC119085819|XP_037052208.1|BCOP	LOC110187429|XP_020812476.1|DSER
OG0005285	LOC119085820|XP_037052211.1|BCOP	LOC110187437|XP_020812487.1|DSER
OG0005286	LOC119085849|XP_037052250.1|BCOP	LOC110186115|XP_020810822.1|DSER
OG0005287	LOC119085823|XP_037052214.1|BCOP	LOC110185993|XP_020810679.1|DSER
OG0005288	LOC119072563|XP_037033698.1|BCOP	LOC110182679|XP_020806425.1|DSER
OG0005289	LOC119078844|XP_037042444.1|BCOP	LOC110182854|XP_020806650.1|DSER, LOC110182856|XP_020806652.1|DSER
OG0005290	LOC119078576|XP_037042047.1|BCOP	LOC110177245|XP_020799548.1|DSER
OG0005291	LOC119075667|XP_037038074.1|BCOP	LOC110185745|XP_020810400.1|DSER
OG0005292	LOC119072729|XP_037033898.1|BCOP	LOC110185743|XP_020810398.1|DSER
OG0005293	LOC119072740|XP_037033916.1|BCOP	LOC110185899|XP_020810572.1|DSER
OG0005294	LOC119085940|XP_037052388.1|BCOP	LOC110184995|XP_020809306.1|DSER
OG0005295	LOC119072361|XP_037033445.1|BCOP	LOC110186101|XP_020810805.1|DSER
OG0005296	LOC119072818|XP_037034008.1|BCOP	LOC110187693|XP_020812785.1|DSER
OG0005297	LOC119082321|XP_037047716.1|BCOP	LOC110183866|XP_020807878.1|DSER
OG0005298	LOC119078422|XP_037041825.1|BCOP	LOC110177870|XP_020800485.1|DSER
OG0005299	LOC119069589|XP_037029574.1|BCOP	LOC110189025|XP_020814647.1|DSER
OG0005300	LOC119078562|XP_037042026.1|BCOP	LOC110184333|XP_020808488.1|DSER
OG0005301	LOC119076221|XP_037038767.1|BCOP	LOC110183193|XP_020807058.1|DSER
OG0005302	LOC119076831|XP_037039730.1|BCOP	LOC110180267|XP_020803582.1|DSER
OG0005303	LOC119084699|XP_037050670.1|BCOP	LOC110179886|XP_020803146.1|DSER, LOC110187495|XP_020812544.1|DSER
OG0005304	LOC119084792|XP_037050752.1|BCOP	LOC110185042|XP_020809354.1|DSER
OG0005305	LOC119073825|XP_037035514.1|BCOP	LOC110182862|XP_020806663.1|DSER
OG0005306	LOC119078668|XP_037042220.1|BCOP	LOC110184868|XP_020809173.1|DSER
OG0005307	LOC119078680|XP_037042233.1|BCOP	LOC110183175|XP_020807025.1|DSER
OG0005308	LOC119072574|XP_037033716.1|BCOP	LOC110183387|XP_020807313.1|DSER
OG0005309	LOC119075524|XP_037037888.1|BCOP	LOC110183758|XP_020807775.1|DSER
OG0005310	LOC119082829|XP_037048377.1|BCOP	LOC110177041|XP_020799217.1|DSER
OG0005311	LOC119080719|XP_037045098.1|BCOP	LOC110183915|XP_020807917.1|DSER
OG0005312	LOC119078701|XP_037042259.1|BCOP	LOC110182596|XP_020806310.1|DSER
OG0005313	LOC119070941|XP_037031381.1|BCOP	LOC110183295|XP_020807188.1|DSER
OG0005314	LOC119072393|XP_037033501.1|BCOP	LOC110184961|XP_020809268.1|DSER
OG0005316	LOC119080048|XP_037044148.1|BCOP	LOC110182899|XP_020806713.1|DSER
OG0005317	LOC119078425|XP_037041829.1|BCOP	LOC110184863|XP_020809167.1|DSER
OG0005318	LOC119082743|XP_037048219.1|BCOP	LOC110188772|XP_020814267.1|DSER
OG0005319	LOC119067670|XP_037026671.1|BCOP	LOC110185648|XP_020810265.1|DSER
OG0005320	LOC119082092|XP_037047355.1|BCOP	LOC110185815|XP_020810480.1|DSER
OG0005321	LOC119066701|XP_037025193.1|BCOP	LOC110183417|XP_020807353.1|DSER
OG0005322	LOC119082601|XP_037048053.1|BCOP	LOC110181293|XP_020804673.1|DSER
OG0005323	LOC119066754|XP_037025280.1|BCOP	LOC110183795|XP_020807809.1|DSER
OG0005324	LOC119076380|XP_037038993.1|BCOP	LOC110177878|XP_020800502.1|DSER
OG0005325	LOC119076369|XP_037038972.1|BCOP	LOC110186106|XP_020810812.1|DSER
OG0005326	LOC119076384|XP_037039000.1|BCOP	LOC110183448|XP_020807387.1|DSER
OG0005327	LOC119083132|XP_037048666.1|BCOP	LOC110181421|XP_020804822.1|DSER
OG0005328	LOC119078574|XP_037042045.1|BCOP	LOC110187696|XP_020812790.1|DSER
OG0005329	LOC119076425|XP_037039065.1|BCOP	LOC110190798|XP_020817100.1|DSER
OG0005330	LOC119074975|XP_037037272.1|BCOP	LOC110190797|XP_020817099.1|DSER
OG0005331	LOC119078548|XP_037042014.1|BCOP	LOC110184861|XP_020809162.1|DSER
OG0005332	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP	LOC110187317|XP_020812365.1|DSER
OG0005333	LOC119075697|XP_037038118.1|BCOP	LOC110183027|XP_020806873.1|DSER
OG0005334	LOC119082772|XP_037048261.1|BCOP	LOC110183358|XP_020807279.1|DSER
OG0005336	LOC119082761|XP_037048242.1|BCOP	LOC110189397|XP_020815111.1|DSER
OG0005337	LOC119070967|XP_037031434.1|BCOP	LOC110176628|XP_020798716.1|DSER
OG0005338	LOC119075647|XP_037038027.1|BCOP	LOC110177644|XP_020800118.1|DSER
OG0005339	LOC119075639|XP_037038017.1|BCOP	LOC110183285|XP_020807174.1|DSER
OG0005340	LOC119066445|XP_037024837.1|BCOP	LOC110187346|XP_020812392.1|DSER
OG0005341	LOC119074135|XP_037036016.1|BCOP	LOC110178906|XP_020801845.1|DSER
OG0005342	LOC119072873|XP_037034071.1|BCOP	LOC110183978|XP_020807993.1|DSER
OG0005343	LOC119085006|XP_037051082.1|BCOP	LOC110180024|XP_020803284.1|DSER
OG0005344	LOC119085289|XP_037051542.1|BCOP	LOC110177863|XP_020800467.1|DSER, LOC110179400|XP_020802583.1|DSER
OG0005345	LOC119072942|XP_037034164.1|BCOP	LOC110180585|XP_020803936.1|DSER
OG0005346	LOC119066655|XP_037025126.1|BCOP	LOC110185937|XP_020810610.1|DSER
OG0005347	LOC119085913|XP_037052358.1|BCOP	LOC110187511|XP_020812564.1|DSER
OG0005348	LOC119085385|XP_037051672.1|BCOP	LOC110183393|XP_020807319.1|DSER
OG0005349	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP	LOC110183322|XP_020807227.1|DSER
OG0005350	LOC119082231|XP_037047583.1|BCOP	LOC110183168|XP_020807019.1|DSER
OG0005351	LOC119082227|XP_037047576.1|BCOP	LOC110189096|XP_020814730.1|DSER
OG0005352	LOC119075313|XP_037037622.1|BCOP	LOC110183274|XP_020807160.1|DSER
OG0005353	LOC119075333|XP_037037656.1|BCOP	LOC110176359|XP_020798346.1|DSER
OG0005354	LOC119066289|XP_037024553.1|BCOP	LOC110185567|XP_020810150.1|DSER
OG0005355	LOC119085911|XP_037052355.1|BCOP	LOC110178175|XP_020800868.1|DSER
OG0005356	LOC119082633|XP_037048094.1|BCOP	LOC110178095|XP_020800761.1|DSER
OG0005357	LOC119085917|XP_037052365.1|BCOP	LOC110176851|XP_020798980.1|DSER
OG0005358	LOC119081789|XP_037046893.1|BCOP	LOC110185555|XP_020810131.1|DSER
OG0005359	LOC119072911|XP_037034125.1|BCOP	LOC110177392|XP_020799756.1|DSER
OG0005360	LOC119068617|XP_037028174.1|BCOP	LOC110185241|XP_020809636.1|DSER
OG0005361	LOC119081907|XP_037047035.1|BCOP	LOC110183485|XP_020807424.1|DSER
OG0005362	LOC119066377|XP_037024698.1|BCOP	LOC110187307|XP_020812355.1|DSER
OG0005363	LOC119071552|XP_037032368.1|BCOP	LOC110182702|XP_020806457.1|DSER
OG0005364	LOC119081427|XP_037046243.1|BCOP	LOC110179219|XP_020802313.1|DSER
OG0005365	LOC119070752|XP_037031121.1|BCOP	LOC110185002|XP_020809314.1|DSER
OG0005366	LOC119079157|XP_037042865.1|BCOP	LOC110184942|XP_020809248.1|DSER
OG0005367	LOC119078446|XP_037041864.1|BCOP	LOC110184977|XP_020809285.1|DSER
OG0005368	LOC119074447|XP_037036473.1|BCOP	LOC110190991|XP_020817362.1|DSER
OG0005369	LOC119078443|XP_037041861.1|BCOP	LOC110181152|XP_020804485.1|DSER
OG0005370	LOC119066313|XP_037024596.1|BCOP	LOC110183158|XP_020807009.1|DSER
OG0005371	LOC119066315|XP_037024597.1|BCOP	LOC110183160|XP_020807010.1|DSER
OG0005372	LOC119084678|XP_037050651.1|BCOP	LOC110188188|XP_020813423.1|DSER
OG0005373	LOC119072556|XP_037033687.1|BCOP	LOC110191701|XP_020818276.1|DSER
OG0005374	LOC119085859|XP_037052266.1|BCOP	LOC110184897|XP_020809203.1|DSER
OG0005375	LOC119072673|XP_037033843.1|BCOP	LOC110184896|XP_020809202.1|DSER
OG0005376	LOC119070727|XP_037031078.1|BCOP	LOC110186061|XP_020810757.1|DSER
OG0005377	LOC119079655|XP_037043593.1|BCOP	LOC110177556|XP_020799986.1|DSER
OG0005378	LOC119082247|XP_037047604.1|BCOP	LOC110185695|XP_020810321.1|DSER
OG0005379	LOC119081916|XP_037047047.1|BCOP	LOC110182257|XP_020805934.1|DSER
OG0005380	LOC119083248|XP_037048805.1|BCOP	LOC110186042|XP_020810740.1|DSER
OG0005381	LOC119081708|XP_037046713.1|BCOP	LOC110187464|XP_020812511.1|DSER
OG0005382	LOC119072671|XP_037033827.1|BCOP	LOC110187264|XP_020812311.1|DSER
OG0005383	LOC119081898|XP_037047019.1|BCOP	LOC110185190|XP_020809571.1|DSER
OG0005384	LOC119084909|XP_037050960.1|BCOP	LOC110190969|XP_020817318.1|DSER
OG0005385	LOC119067157|XP_037025844.1|BCOP	LOC110182917|XP_020806738.1|DSER
OG0005386	LOC119081414|XP_037046206.1|BCOP	LOC110178208|XP_020800909.1|DSER
OG0005387	LOC119069239|XP_037029177.1|BCOP	LOC110187652|XP_020812720.1|DSER
OG0005388	LOC119066156|XP_037024355.1|BCOP	LOC110187415|XP_020812463.1|DSER
OG0005389	LOC119072549|XP_037033682.1|BCOP	LOC110183987|XP_020808003.1|DSER
OG0005390	LOC119072551|XP_037033683.1|BCOP	LOC110182306|XP_020805981.1|DSER
OG0005392	LOC119081994|XP_037047210.1|BCOP	LOC110184838|XP_020809140.1|DSER, LOC110179797|XP_020803066.1|DSER
OG0005393	LOC119067986|XP_037027237.1|BCOP	LOC110188106|XP_020813337.1|DSER
OG0005394	LOC119085967|XP_037052418.1|BCOP	LOC110179774|XP_020803051.1|DSER, LOC110184831|XP_020809135.1|DSER
OG0005395	LOC119085170|XP_037051362.1|BCOP	LOC110178113|XP_020800785.1|DSER
OG0005396	LOC119075656|XP_037038055.1|BCOP	LOC110176955|XP_020799118.1|DSER
OG0005397	LOC119070929|XP_037031368.1|BCOP	LOC110176933|XP_020799089.1|DSER
OG0005398	LOC119066453|XP_037024849.1|BCOP	LOC110177180|XP_020799430.1|DSER
OG0005399	LOC119084803|XP_037050767.1|BCOP	LOC110180251|XP_020803570.1|DSER
OG0005400	LOC119083788|XP_037049485.1|BCOP	LOC110188998|XP_020814608.1|DSER, LOC110188971|XP_020814577.1|DSER
OG0005401	LOC119066482|XP_037024887.1|BCOP	LOC110176954|XP_020799116.1|DSER
OG0005402	LOC119066481|XP_037024886.1|BCOP	LOC110176956|XP_020799121.1|DSER
OG0005403	LOC119082615|XP_037048069.1|BCOP	LOC110176871|XP_020799005.1|DSER
OG0005404	LOC119080278|XP_037044445.1|BCOP	LOC110176872|XP_020799006.1|DSER
OG0005405	LOC119081139|XP_037045778.1|BCOP	LOC110178346|XP_020801127.1|DSER
OG0005406	LOC119081146|XP_037045788.1|BCOP	LOC110191590|XP_020818134.1|DSER
OG0005407	LOC119081145|XP_037045785.1|BCOP	LOC110176053|XP_020797929.1|DSER
OG0005408	LOC119066198|XP_037024412.1|BCOP	LOC110182353|XP_020806052.1|DSER
OG0005409	LOC119081948|XP_037047127.1|BCOP	LOC110177003|XP_020799172.1|DSER
OG0005410	LOC119068435|XP_037027900.1|BCOP	LOC110182390|XP_020806088.1|DSER
OG0005412	LOC119081439|XP_037046266.1|BCOP	LOC110178360|XP_020801151.1|DSER
OG0005414	LOC119081499|XP_037046400.1|BCOP	LOC110180446|XP_020803773.1|DSER
OG0005415	LOC119079463|XP_037043286.1|BCOP	LOC110179674|XP_020802944.1|DSER
OG0005416	LOC119084989|XP_037051053.1|BCOP	LOC110191567|XP_020818107.1|DSER
OG0005417	LOC119083018|XP_037048555.1|BCOP	LOC110187216|XP_020812275.1|DSER
OG0005418	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP	LOC110184957|XP_020809263.1|DSER
OG0005419	LOC119078941|XP_037042582.1|BCOP	LOC110183317|XP_020807221.1|DSER
OG0005420	LOC119066361|XP_037024674.1|BCOP	LOC110185846|XP_020810512.1|DSER
OG0005421	LOC119071792|XP_037032752.1|BCOP	LOC110184969|XP_020809276.1|DSER
OG0005422	LOC119066505|XP_037024909.1|BCOP	LOC110179563|XP_020802803.1|DSER
OG0005423	LOC119076363|XP_037038961.1|BCOP	LOC110176855|XP_020798987.1|DSER
OG0005424	LOC119075652|XP_037038045.1|BCOP	LOC110182969|XP_020806822.1|DSER
OG0005425	LOC119085591|XP_037051905.1|BCOP, LOC119078624|XP_037042116.1|BCOP	LOC110184595|XP_020808844.1|DSER
OG0005426	LOC119080594|XP_037044883.1|BCOP	LOC110177062|XP_020799237.1|DSER
OG0005427	LOC119066312|XP_037024594.1|BCOP	LOC110181427|XP_020804828.1|DSER
OG0005428	LOC119079457|XP_037043270.1|BCOP	LOC110185630|XP_020810242.1|DSER
OG0005429	LOC119078604|XP_037042093.1|BCOP	LOC110185044|XP_020809355.1|DSER
OG0005430	LOC119078605|XP_037042094.1|BCOP	LOC110185041|XP_020809353.1|DSER
OG0005431	LOC119085243|XP_037051461.1|BCOP	LOC110185098|XP_020809447.1|DSER
OG0005432	LOC119082260|XP_037047613.1|BCOP	LOC110182823|XP_020806618.1|DSER
OG0005434	LOC119082271|XP_037047635.1|BCOP	LOC110185109|XP_020809458.1|DSER
OG0005435	LOC119082265|XP_037047624.1|BCOP	LOC110182822|XP_020806617.1|DSER
OG0005436	LOC119082263|XP_037047623.1|BCOP	LOC110176025|XP_020797895.1|DSER
OG0005437	LOC119069550|XP_037029524.1|BCOP	LOC110191410|XP_020817927.1|DSER
OG0005438	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP	LOC110176823|XP_020798932.1|DSER
OG0005439	LOC119078793|XP_037042401.1|BCOP	LOC110185434|XP_020809920.1|DSER
OG0005440	LOC119070816|XP_037031190.1|BCOP	LOC110178213|XP_020800914.1|DSER
OG0005441	LOC119066213|XP_037024430.1|BCOP	LOC110177977|XP_020800630.1|DSER
OG0005442	LOC119066244|XP_037024461.1|BCOP	LOC110176865|XP_020798999.1|DSER
OG0005443	LOC119066249|XP_037024469.1|BCOP	LOC110183357|XP_020807277.1|DSER
OG0005444	LOC119066143|XP_037024333.1|BCOP	LOC110187596|XP_020812647.1|DSER
OG0005445	LOC119075376|XP_037037703.1|BCOP	LOC110183474|XP_020807411.1|DSER
OG0005446	LOC119075373|XP_037037696.1|BCOP	LOC110176810|XP_020798909.1|DSER
OG0005447	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP	LOC110182329|XP_020806020.1|DSER
OG0005448	LOC119077091|XP_037040146.1|BCOP	LOC110177797|XP_020800345.1|DSER
OG0005449	LOC119072838|XP_037034042.1|BCOP	LOC110184482|XP_020808692.1|DSER
OG0005450	LOC119075236|XP_037037524.1|BCOP	LOC110186244|XP_020810972.1|DSER
OG0005451	LOC119077735|XP_037040907.1|BCOP	LOC110187481|XP_020812527.1|DSER
OG0005452	LOC119081733|XP_037046796.1|BCOP	LOC110179221|XP_020802318.1|DSER
OG0005453	LOC119070916|XP_037031345.1|BCOP	LOC110186917|XP_020811898.1|DSER
OG0005454	LOC119066798|XP_037025356.1|BCOP	LOC110184818|XP_020809117.1|DSER
OG0005455	LOC119076311|XP_037038873.1|BCOP	LOC110176784|XP_020798883.1|DSER
OG0005456	LOC119085408|XP_037051710.1|BCOP	LOC110181431|XP_020804833.1|DSER
OG0005457	LOC119085978|XP_037052436.1|BCOP	LOC110181414|XP_020804811.1|DSER
OG0005458	LOC119076929|XP_037039850.1|BCOP	LOC110187341|XP_020812388.1|DSER
OG0005460	LOC119076928|XP_037039849.1|BCOP	LOC110187408|XP_020812455.1|DSER
OG0005461	LOC119072249|XP_037033327.1|BCOP	LOC110183776|XP_020807792.1|DSER
OG0005462	LOC119071590|XP_037032432.1|BCOP	LOC110183777|XP_020807793.1|DSER
OG0005463	LOC119083111|XP_037048641.1|BCOP	LOC110176274|XP_020798250.1|DSER
OG0005464	LOC119068444|XP_037027913.1|BCOP	LOC110181455|XP_020804860.1|DSER
OG0005465	LOC119072250|XP_037033328.1|BCOP	LOC110181456|XP_020804862.1|DSER
OG0005466	LOC119078438|XP_037041854.1|BCOP	LOC110181413|XP_020804810.1|DSER
