Orthogroup	BCOP.longest_only	DPER.longest_only
OG0005250	LOC119085246|XP_037051471.1|BCOP	LOC6596594|XP_026843707.1|DPER
OG0005251	LOC119078722|XP_037042289.1|BCOP	LOC6589250|XP_026844210.1|DPER
OG0005252	LOC119072745|XP_037033925.1|BCOP	LOC6598073|XP_026843009.1|DPER
OG0005253	LOC119082330|XP_037047732.1|BCOP	LOC6593465|XP_002018603.2|DPER
OG0005254	LOC119085884|XP_037052294.1|BCOP	LOC6593964|XP_026843467.1|DPER
OG0005255	LOC119072789|XP_037033980.1|BCOP	LOC6593963|XP_026843614.1|DPER
OG0005256	LOC119085976|XP_037052434.1|BCOP	LOC6597917|XP_026843120.1|DPER
OG0005257	LOC119073781|XP_037035352.1|BCOP	LOC6593796|XP_002018716.1|DPER
OG0005258	LOC119081935|XP_037047085.1|BCOP	LOC6593380|XP_002019046.1|DPER
OG0005259	LOC119081953|XP_037047142.1|BCOP	LOC6598111|XP_026843164.1|DPER
OG0005260	LOC119067376|XP_037026192.1|BCOP	LOC6598112|XP_002023268.1|DPER
OG0005261	LOC119067374|XP_037026190.1|BCOP	LOC6588708|XP_026844519.1|DPER
OG0005262	LOC119081048|XP_037045647.1|BCOP	LOC6588813|XP_002015174.1|DPER
OG0005263	LOC119076976|XP_037039965.1|BCOP	LOC6593321|XP_026843392.1|DPER
OG0005264	LOC119076985|XP_037039984.1|BCOP	LOC6587545|XP_026848317.1|DPER
OG0005265	LOC119067102|XP_037025760.1|BCOP	LOC6597945|XP_002023180.1|DPER
OG0005266	LOC119076250|XP_037038811.1|BCOP	LOC6603384|XP_026843750.1|DPER
OG0005267	LOC119084575|XP_037050525.1|BCOP	LOC6596389|XP_002021542.2|DPER
OG0005268	LOC119075654|XP_037038047.1|BCOP	LOC6596390|XP_026843298.1|DPER
OG0005269	LOC119081692|XP_037046684.1|BCOP	LOC6596371|XP_002021556.1|DPER
OG0005270	LOC119084573|XP_037050523.1|BCOP	LOC6589723|XP_002015132.1|DPER
OG0005271	LOC119084563|XP_037050472.1|BCOP	LOC113565701|XP_026844366.1|DPER, LOC6589555|XP_002014513.1|DPER
OG0005272	LOC119084565|XP_037050477.1|BCOP	LOC6589654|XP_026844365.1|DPER
OG0005273	LOC119084591|XP_037050532.1|BCOP	LOC6589071|XP_002014520.1|DPER
OG0005274	LOC119084592|XP_037050533.1|BCOP	LOC6589719|XP_002015128.2|DPER
OG0005275	LOC119082059|XP_037047285.1|BCOP	LOC6589676|XP_002014400.2|DPER
OG0005276	LOC119081894|XP_037047016.1|BCOP	LOC6589025|XP_026844060.1|DPER
OG0005277	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP	LOC6589047|XP_026844488.1|DPER
OG0005278	LOC119068655|XP_037028228.1|BCOP	LOC6592552|XP_002017930.1|DPER
OG0005279	LOC119078697|XP_037042254.1|BCOP	LOC113565713|XP_026844440.1|DPER
OG0005280	LOC119066378|XP_037024702.1|BCOP	LOC113565691|XP_026844287.1|DPER
OG0005281	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP	LOC6596478|XP_026843676.1|DPER
OG0005282	LOC119074009|XP_037035837.1|BCOP	LOC6588327|XP_002014144.1|DPER
OG0005283	LOC119081418|XP_037046214.1|BCOP	LOC6588425|XP_002013463.1|DPER
OG0005284	LOC119085819|XP_037052208.1|BCOP	LOC6593671|XP_026843293.1|DPER
OG0005285	LOC119085820|XP_037052211.1|BCOP	LOC6593672|XP_026843494.1|DPER
OG0005286	LOC119085849|XP_037052250.1|BCOP	LOC6595485|XP_026844272.1|DPER
OG0005287	LOC119085823|XP_037052214.1|BCOP	LOC6604703|XP_026844276.1|DPER
OG0005288	LOC119072563|XP_037033698.1|BCOP	LOC6593920|XP_002018681.1|DPER
OG0005289	LOC119078844|XP_037042444.1|BCOP	LOC6603526|XP_002028506.1|DPER
OG0005290	LOC119078576|XP_037042047.1|BCOP	LOC6592042|XP_002017155.1|DPER
OG0005291	LOC119075667|XP_037038074.1|BCOP	LOC6596245|XP_002021774.2|DPER
OG0005292	LOC119072729|XP_037033898.1|BCOP	LOC6593391|XP_002019089.1|DPER
OG0005293	LOC119072740|XP_037033916.1|BCOP	LOC6593403|XP_002018857.2|DPER
OG0005294	LOC119085940|XP_037052388.1|BCOP	LOC6595408|XP_026844477.1|DPER
OG0005295	LOC119072361|XP_037033445.1|BCOP	LOC6596248|XP_026843692.1|DPER
OG0005296	LOC119072818|XP_037034008.1|BCOP	LOC6588299|XP_002014132.1|DPER
OG0005297	LOC119082321|XP_037047716.1|BCOP	LOC6593974|XP_026843588.1|DPER
OG0005298	LOC119078422|XP_037041825.1|BCOP	LOC6588919|XP_026844998.1|DPER
OG0005299	LOC119069589|XP_037029574.1|BCOP	LOC6587846|XP_026839921.1|DPER
OG0005300	LOC119078562|XP_037042026.1|BCOP	LOC6600776|XP_002025844.1|DPER
OG0005301	LOC119076221|XP_037038767.1|BCOP	LOC6589794|XP_026844092.1|DPER
OG0005302	LOC119076831|XP_037039730.1|BCOP	LOC6590169|XP_002016105.1|DPER
OG0005303	LOC119084699|XP_037050670.1|BCOP	LOC6595678|XP_002020738.2|DPER
OG0005304	LOC119084792|XP_037050752.1|BCOP	LOC6593561|XP_002018976.1|DPER
OG0005305	LOC119073825|XP_037035514.1|BCOP	LOC6592551|XP_026841995.1|DPER
OG0005306	LOC119078668|XP_037042220.1|BCOP	LOC6589461|XP_002014740.2|DPER
OG0005307	LOC119078680|XP_037042233.1|BCOP	LOC6589762|XP_002015113.1|DPER
OG0005308	LOC119072574|XP_037033716.1|BCOP	LOC6589505|XP_002015101.1|DPER
OG0005309	LOC119075524|XP_037037888.1|BCOP	LOC6588747|XP_002015094.1|DPER
OG0005310	LOC119082829|XP_037048377.1|BCOP	LOC6588750|XP_002014837.1|DPER
OG0005311	LOC119080719|XP_037045098.1|BCOP	LOC6603039|XP_002028061.1|DPER
OG0005312	LOC119078701|XP_037042259.1|BCOP	LOC6602243|XP_002027273.1|DPER
OG0005313	LOC119070941|XP_037031381.1|BCOP	LOC6589679|XP_026844621.1|DPER
OG0005314	LOC119072393|XP_037033501.1|BCOP	LOC6595442|XP_002020863.2|DPER
OG0005316	LOC119080048|XP_037044148.1|BCOP	LOC6592553|XP_026842720.1|DPER
OG0005317	LOC119078425|XP_037041829.1|BCOP	LOC6589127|XP_002014747.2|DPER
OG0005318	LOC119082743|XP_037048219.1|BCOP	LOC6597996|XP_026843490.1|DPER
OG0005319	LOC119067670|XP_037026671.1|BCOP	LOC6593405|XP_002018859.1|DPER
OG0005320	LOC119082092|XP_037047355.1|BCOP	LOC6596558|XP_002021739.2|DPER
OG0005321	LOC119066701|XP_037025193.1|BCOP	LOC6589054|XP_002014306.1|DPER
OG0005322	LOC119082601|XP_037048053.1|BCOP	LOC6589363|XP_002015368.1|DPER
OG0005323	LOC119066754|XP_037025280.1|BCOP	LOC6593852|XP_026843820.1|DPER
OG0005324	LOC119076380|XP_037038993.1|BCOP	LOC6589447|XP_002014474.2|DPER
OG0005325	LOC119076369|XP_037038972.1|BCOP	LOC113565460|XP_026843299.1|DPER
OG0005326	LOC119076384|XP_037039000.1|BCOP	LOC6589446|XP_002014473.1|DPER
OG0005327	LOC119083132|XP_037048666.1|BCOP	LOC6593446|XP_002019202.1|DPER
OG0005328	LOC119078574|XP_037042045.1|BCOP	LOC6598192|XP_026846242.1|DPER, LOC6587601|XP_002013103.1|DPER
OG0005329	LOC119076425|XP_037039065.1|BCOP	LOC6602984|XP_002028046.1|DPER
OG0005330	LOC119074975|XP_037037272.1|BCOP	LOC6602985|XP_002028047.1|DPER
OG0005331	LOC119078548|XP_037042014.1|BCOP	LOC6596388|XP_002021541.1|DPER
OG0005332	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP	LOC6588777|XP_002015258.2|DPER
OG0005333	LOC119075697|XP_037038118.1|BCOP	LOC6589294|XP_002015064.1|DPER
OG0005334	LOC119082772|XP_037048261.1|BCOP	LOC113565675|XP_026844213.1|DPER
OG0005336	LOC119082761|XP_037048242.1|BCOP	LOC6600944|XP_002026015.1|DPER
OG0005337	LOC119070967|XP_037031434.1|BCOP	LOC6591210|XP_002016200.2|DPER
OG0005338	LOC119075647|XP_037038027.1|BCOP	LOC6588823|XP_026844009.1|DPER
OG0005339	LOC119075639|XP_037038017.1|BCOP	LOC6589010|XP_002014326.1|DPER
OG0005340	LOC119066445|XP_037024837.1|BCOP	LOC6589017|XP_002014436.1|DPER
OG0005341	LOC119074135|XP_037036016.1|BCOP	LOC6590641|XP_002016602.1|DPER
OG0005342	LOC119072873|XP_037034071.1|BCOP	LOC6595488|XP_002020593.1|DPER
OG0005343	LOC119085006|XP_037051082.1|BCOP	LOC6602057|XP_002027188.1|DPER
OG0005344	LOC119085289|XP_037051542.1|BCOP	LOC6592799|XP_002017830.1|DPER
OG0005345	LOC119072942|XP_037034164.1|BCOP	LOC6593553|XP_002018968.1|DPER
OG0005346	LOC119066655|XP_037025126.1|BCOP	LOC6593434|XP_002019119.1|DPER
OG0005347	LOC119085913|XP_037052358.1|BCOP	LOC113565898|XP_026845063.1|DPER, LOC6589393|XP_026844072.1|DPER
OG0005348	LOC119085385|XP_037051672.1|BCOP	LOC6588710|XP_002014378.2|DPER
OG0005349	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP	LOC6589465|XP_002014410.1|DPER
OG0005350	LOC119082231|XP_037047583.1|BCOP	LOC6589720|XP_026844684.1|DPER
OG0005351	LOC119082227|XP_037047576.1|BCOP	LOC6602164|XP_026847982.1|DPER
OG0005352	LOC119075313|XP_037037622.1|BCOP	LOC6589311|XP_026844130.1|DPER
OG0005353	LOC119075333|XP_037037656.1|BCOP	LOC6590057|XP_002016389.1|DPER
OG0005354	LOC119066289|XP_037024553.1|BCOP	LOC6596290|XP_026843796.1|DPER
OG0005355	LOC119085911|XP_037052355.1|BCOP	LOC6593755|XP_002018667.1|DPER
OG0005356	LOC119082633|XP_037048094.1|BCOP	LOC6593757|XP_002018669.1|DPER
OG0005357	LOC119085917|XP_037052365.1|BCOP	LOC113564871|XP_026844197.1|DPER
OG0005358	LOC119081789|XP_037046893.1|BCOP	LOC6593683|XP_002018761.1|DPER
OG0005359	LOC119072911|XP_037034125.1|BCOP	LOC6603162|XP_002028177.1|DPER
OG0005360	LOC119068617|XP_037028174.1|BCOP	LOC6595810|XP_002021289.1|DPER
OG0005361	LOC119081907|XP_037047035.1|BCOP	LOC6596587|XP_002021674.1|DPER
OG0005362	LOC119066377|XP_037024698.1|BCOP	LOC113565718|XP_026844460.1|DPER
OG0005363	LOC119071552|XP_037032368.1|BCOP	LOC6596541|XP_026843730.1|DPER
OG0005364	LOC119081427|XP_037046243.1|BCOP	LOC6600834|XP_002025928.1|DPER
OG0005365	LOC119070752|XP_037031121.1|BCOP	LOC6589482|XP_026844097.1|DPER
OG0005366	LOC119079157|XP_037042865.1|BCOP	LOC6589481|XP_002015237.1|DPER
OG0005367	LOC119078446|XP_037041864.1|BCOP	LOC6589479|XP_002015235.2|DPER
OG0005368	LOC119074447|XP_037036473.1|BCOP	LOC6594877|XP_002020116.2|DPER, LOC113565940|XP_026845122.1|DPER
OG0005369	LOC119078443|XP_037041861.1|BCOP	LOC6589639|XP_002015343.1|DPER
OG0005370	LOC119066313|XP_037024596.1|BCOP	LOC6589724|XP_002015117.2|DPER
OG0005371	LOC119066315|XP_037024597.1|BCOP	LOC6589764|XP_026844413.1|DPER
OG0005372	LOC119084678|XP_037050651.1|BCOP	LOC6588152|XP_026846296.1|DPER
OG0005373	LOC119072556|XP_037033687.1|BCOP	LOC113565524|XP_026843600.1|DPER
OG0005374	LOC119085859|XP_037052266.1|BCOP	LOC6589124|XP_002014744.1|DPER
OG0005375	LOC119072673|XP_037033843.1|BCOP	LOC6589125|XP_002014745.1|DPER
OG0005376	LOC119070727|XP_037031078.1|BCOP	LOC6595474|XP_026844762.1|DPER
OG0005377	LOC119079655|XP_037043593.1|BCOP	LOC6600579|XP_002025634.1|DPER
OG0005378	LOC119082247|XP_037047604.1|BCOP	LOC6595687|XP_026844764.1|DPER
OG0005379	LOC119081916|XP_037047047.1|BCOP	LOC6589162|XP_002014893.1|DPER
OG0005380	LOC119083248|XP_037048805.1|BCOP	LOC6595618|XP_002020693.2|DPER
OG0005381	LOC119081708|XP_037046713.1|BCOP	LOC6595707|XP_002020743.2|DPER
OG0005382	LOC119072671|XP_037033827.1|BCOP	LOC6589416|XP_026844053.1|DPER
OG0005383	LOC119081898|XP_037047019.1|BCOP	LOC6603359|XP_002028340.2|DPER
OG0005384	LOC119084909|XP_037050960.1|BCOP	LOC6591943|XP_002017310.1|DPER
OG0005385	LOC119067157|XP_037025844.1|BCOP	LOC6592345|XP_026842070.1|DPER
OG0005386	LOC119081414|XP_037046206.1|BCOP	LOC6590741|XP_026841636.1|DPER
OG0005387	LOC119069239|XP_037029177.1|BCOP	LOC6588619|XP_026840544.1|DPER
OG0005388	LOC119066156|XP_037024355.1|BCOP	LOC6593711|XP_002018635.1|DPER
OG0005389	LOC119072549|XP_037033682.1|BCOP	LOC6588679|XP_026844906.1|DPER
OG0005390	LOC119072551|XP_037033683.1|BCOP	LOC6596511|XP_026843413.1|DPER
OG0005392	LOC119081994|XP_037047210.1|BCOP	LOC6589839|XP_002014796.1|DPER
OG0005393	LOC119067986|XP_037027237.1|BCOP	LOC6587176|XP_026845342.1|DPER
OG0005394	LOC119085967|XP_037052418.1|BCOP	LOC6588846|XP_002014794.1|DPER
OG0005395	LOC119085170|XP_037051362.1|BCOP	LOC6588808|XP_026844579.1|DPER
OG0005396	LOC119075656|XP_037038055.1|BCOP	LOC6588754|XP_026844131.1|DPER
OG0005397	LOC119070929|XP_037031368.1|BCOP	LOC6588753|XP_002014840.2|DPER
OG0005398	LOC119066453|XP_037024849.1|BCOP	LOC6591990|XP_002017214.2|DPER
OG0005399	LOC119084803|XP_037050767.1|BCOP	LOC6591181|XP_026842343.1|DPER
OG0005400	LOC119083788|XP_037049485.1|BCOP	LOC6592601|XP_026841798.1|DPER
OG0005401	LOC119066482|XP_037024887.1|BCOP	LOC6589120|XP_002015276.1|DPER
OG0005402	LOC119066481|XP_037024886.1|BCOP	LOC6589119|XP_002015275.1|DPER
OG0005403	LOC119082615|XP_037048069.1|BCOP	LOC6588749|XP_002014836.1|DPER
OG0005404	LOC119080278|XP_037044445.1|BCOP	LOC6588748|XP_026844143.1|DPER
OG0005405	LOC119081139|XP_037045778.1|BCOP	LOC6590605|XP_002016470.1|DPER
OG0005406	LOC119081146|XP_037045788.1|BCOP	LOC6592864|XP_002018531.2|DPER
OG0005407	LOC119081145|XP_037045785.1|BCOP	LOC6600841|XP_026840632.1|DPER
OG0005408	LOC119066198|XP_037024412.1|BCOP	LOC6596353|XP_002021491.2|DPER
OG0005409	LOC119081948|XP_037047127.1|BCOP	LOC6589188|XP_026844446.1|DPER
OG0005410	LOC119068435|XP_037027900.1|BCOP	LOC6596360|XP_002021498.1|DPER
OG0005412	LOC119081439|XP_037046266.1|BCOP	LOC6590385|XP_002015651.1|DPER
OG0005414	LOC119081499|XP_037046400.1|BCOP	LOC6599994|XP_002025152.1|DPER
OG0005415	LOC119079463|XP_037043286.1|BCOP	LOC6598275|XP_002023298.2|DPER
OG0005416	LOC119084989|XP_037051053.1|BCOP	LOC6602071|XP_026842465.1|DPER
OG0005417	LOC119083018|XP_037048555.1|BCOP	LOC6595385|XP_002020788.1|DPER
OG0005418	LOC119078662|XP_037042206.1|BCOP, LOC119078609|XP_037042099.1|BCOP	LOC6589367|XP_002015251.1|DPER
OG0005419	LOC119078941|XP_037042582.1|BCOP	LOC6588961|XP_002014344.1|DPER
OG0005420	LOC119066361|XP_037024674.1|BCOP	LOC6593727|XP_002019105.1|DPER
OG0005421	LOC119071792|XP_037032752.1|BCOP	LOC6595447|XP_002020868.1|DPER
OG0005422	LOC119066505|XP_037024909.1|BCOP	LOC6603102|XP_002028112.2|DPER
OG0005423	LOC119076363|XP_037038961.1|BCOP	LOC6594002|XP_026843856.1|DPER
OG0005424	LOC119075652|XP_037038045.1|BCOP	LOC6593188|XP_026842783.1|DPER
OG0005425	LOC119085591|XP_037051905.1|BCOP, LOC119078624|XP_037042116.1|BCOP	LOC6599348|XP_026847106.1|DPER
OG0005426	LOC119080594|XP_037044883.1|BCOP	LOC6593272|XP_026842504.1|DPER
OG0005427	LOC119066312|XP_037024594.1|BCOP	LOC6597976|XP_026843294.1|DPER, LOC6597978|XP_002023116.1|DPER
OG0005428	LOC119079457|XP_037043270.1|BCOP	LOC6593934|XP_002019263.1|DPER
OG0005429	LOC119078604|XP_037042093.1|BCOP	LOC6593563|XP_002018978.2|DPER
OG0005430	LOC119078605|XP_037042094.1|BCOP	LOC6593562|XP_026842934.1|DPER
OG0005431	LOC119085243|XP_037051461.1|BCOP	LOC6593735|XP_002018993.1|DPER
OG0005432	LOC119082260|XP_037047613.1|BCOP	LOC6597930|XP_002023101.1|DPER
OG0005434	LOC119082271|XP_037047635.1|BCOP	LOC6593894|XP_026842952.1|DPER
OG0005435	LOC119082265|XP_037047624.1|BCOP	LOC6597926|XP_002023098.1|DPER
OG0005436	LOC119082263|XP_037047623.1|BCOP	LOC6597928|XP_002023099.1|DPER
OG0005437	LOC119069550|XP_037029524.1|BCOP	LOC6587303|XP_002014186.1|DPER
OG0005438	LOC119072559|XP_037033690.1|BCOP, LOC119085030|XP_037051117.1|BCOP	LOC6595572|XP_026843904.1|DPER
OG0005439	LOC119078793|XP_037042401.1|BCOP	LOC6587865|XP_002014048.1|DPER
OG0005440	LOC119070816|XP_037031190.1|BCOP	LOC6588991|XP_002014953.2|DPER
OG0005441	LOC119066213|XP_037024430.1|BCOP	LOC6603742|XP_002028708.2|DPER
OG0005442	LOC119066244|XP_037024461.1|BCOP	LOC6589260|XP_002015286.1|DPER
OG0005443	LOC119066249|XP_037024469.1|BCOP	LOC113565547|XP_026843658.1|DPER
OG0005444	LOC119066143|XP_037024333.1|BCOP	LOC6589567|XP_002014599.1|DPER
OG0005445	LOC119075376|XP_037037703.1|BCOP	LOC6596649|XP_002021657.2|DPER
OG0005446	LOC119075373|XP_037037696.1|BCOP	LOC6589117|XP_026844794.1|DPER
OG0005447	LOC119076927|XP_037039848.1|BCOP, LOC119085947|XP_037052396.1|BCOP	LOC6596311|XP_002021481.1|DPER
OG0005448	LOC119077091|XP_037040146.1|BCOP	LOC6591256|XP_026842589.1|DPER
OG0005449	LOC119072838|XP_037034042.1|BCOP	LOC6603505|XP_002028483.1|DPER
OG0005450	LOC119075236|XP_037037524.1|BCOP	LOC6587916|XP_002013329.1|DPER
OG0005451	LOC119077735|XP_037040907.1|BCOP	LOC6595714|XP_002020750.2|DPER
OG0005452	LOC119081733|XP_037046796.1|BCOP	LOC6600843|XP_026840629.1|DPER
OG0005453	LOC119070916|XP_037031345.1|BCOP	LOC6594693|XP_002019620.1|DPER
OG0005454	LOC119066798|XP_037025356.1|BCOP	LOC6589683|XP_002014768.2|DPER
OG0005455	LOC119076311|XP_037038873.1|BCOP	LOC6600856|XP_002025993.1|DPER
OG0005456	LOC119085408|XP_037051710.1|BCOP	LOC6598069|XP_002023128.1|DPER
OG0005457	LOC119085978|XP_037052436.1|BCOP	LOC6598066|XP_002023125.1|DPER
OG0005458	LOC119076929|XP_037039850.1|BCOP	LOC6589083|XP_026844577.1|DPER
OG0005460	LOC119076928|XP_037039849.1|BCOP	LOC6593709|XP_002018633.1|DPER
OG0005461	LOC119072249|XP_037033327.1|BCOP	LOC6594005|XP_002019057.1|DPER
OG0005462	LOC119071590|XP_037032432.1|BCOP	LOC6594003|XP_002019055.1|DPER
OG0005463	LOC119083111|XP_037048641.1|BCOP	LOC6597094|XP_002022285.1|DPER
OG0005464	LOC119068444|XP_037027913.1|BCOP	LOC6593811|XP_002019058.1|DPER
OG0005465	LOC119072250|XP_037033328.1|BCOP	LOC6598065|XP_002023124.1|DPER
OG0005466	LOC119078438|XP_037041854.1|BCOP	LOC6598068|XP_002023127.2|DPER
OG0005467	LOC119084015|XP_037049724.1|BCOP	LOC6587740|XP_002012760.1|DPER
OG0005468	LOC119085818|XP_037052204.1|BCOP	LOC6588886|XP_002014855.1|DPER
OG0005469	LOC119085837|XP_037052236.1|BCOP	LOC6593837|XP_026843452.1|DPER
OG0005470	LOC119066949|XP_037025564.1|BCOP	LOC6593839|XP_026843817.1|DPER
OG0005471	LOC119076335|XP_037038916.1|BCOP	LOC6589754|XP_026844585.1|DPER
OG0005472	LOC119076336|XP_037038924.1|BCOP	LOC6589755|XP_026844589.1|DPER
OG0005473	LOC119076327|XP_037038904.1|BCOP	LOC6593703|XP_026842954.1|DPER
OG0005474	LOC119085991|XP_037052456.1|BCOP	LOC6589420|XP_026844103.1|DPER
OG0005475	LOC119066672|XP_037025154.1|BCOP	LOC6589418|XP_026844492.1|DPER
OG0005476	LOC119074103|XP_037035964.1|BCOP	LOC6590469|XP_002016655.2|DPER
OG0005477	LOC119074238|XP_037036160.1|BCOP	LOC6598975|XP_002024063.1|DPER
OG0005478	LOC119072927|XP_037034141.1|BCOP	LOC6595522|XP_002020627.1|DPER
OG0005479	LOC119072919|XP_037034133.1|BCOP	LOC6595521|XP_002020626.1|DPER
OG0005480	LOC119072925|XP_037034139.1|BCOP	LOC6595520|XP_002020625.1|DPER
OG0005481	LOC119072912|XP_037034126.1|BCOP	LOC6588717|XP_002014990.1|DPER
OG0005482	LOC119072913|XP_037034127.1|BCOP	LOC6588719|XP_026844947.1|DPER
OG0005483	LOC119072939|XP_037034159.1|BCOP	LOC6587722|XP_002014056.1|DPER
OG0005484	LOC119078527|XP_037041988.1|BCOP	LOC6596409|XP_002021594.1|DPER
OG0005485	LOC119080268|XP_037044420.1|BCOP	LOC6590272|XP_026842470.1|DPER
OG0005486	LOC119076169|XP_037038750.1|BCOP	LOC6590008|XP_026842486.1|DPER
OG0005487	LOC119075298|XP_037037604.1|BCOP	LOC6589687|XP_002015200.1|DPER
OG0005488	LOC119075307|XP_037037613.1|BCOP	LOC6589688|XP_002015201.1|DPER
OG0005489	LOC119085422|XP_037051732.1|BCOP	LOC6595480|XP_002020652.1|DPER
OG0005490	LOC119078816|XP_037042414.1|BCOP	LOC6595479|XP_026844218.1|DPER
OG0005491	LOC119072719|XP_037033888.1|BCOP	LOC6589356|XP_026844732.1|DPER
OG0005492	LOC119084621|XP_037050582.1|BCOP	LOC6589362|XP_002015367.1|DPER
OG0005493	LOC119071463|XP_037032215.1|BCOP	LOC6593384|XP_002019083.1|DPER
OG0005494	LOC119081538|XP_037046437.1|BCOP	LOC6592355|XP_002018427.1|DPER
OG0005495	LOC119081511|XP_037046415.1|BCOP	LOC6591160|XP_002015686.1|DPER
OG0005496	LOC119084604|XP_037050558.1|BCOP	LOC6587664|XP_002013702.2|DPER
OG0005497	LOC119076349|XP_037038941.1|BCOP	LOC6596532|XP_026843347.1|DPER
OG0005498	LOC119084615|XP_037050577.1|BCOP	LOC6596533|XP_002021730.1|DPER
OG0005499	LOC119085387|XP_037051676.1|BCOP	LOC6596536|XP_002021733.2|DPER
OG0005500	LOC119085458|XP_037051776.1|BCOP	LOC6596537|XP_002021734.1|DPER
OG0005501	LOC119085413|XP_037051718.1|BCOP	LOC6589554|XP_002014512.1|DPER
OG0005502	LOC119085428|XP_037051738.1|BCOP	LOC6589553|XP_002014511.1|DPER
OG0005503	LOC119084564|XP_037050473.1|BCOP	LOC6589736|XP_002015140.1|DPER
OG0005504	LOC119079611|XP_037043505.1|BCOP	LOC6589155|XP_002014762.1|DPER
OG0005506	LOC119070751|XP_037031117.1|BCOP	LOC6589368|XP_026844856.1|DPER
OG0005507	LOC119070747|XP_037031106.1|BCOP	LOC6593604|XP_002018659.1|DPER
OG0005508	LOC119085439|XP_037051752.1|BCOP	LOC6589582|XP_002014291.1|DPER
OG0005509	LOC119072498|XP_037033636.1|BCOP	LOC6589433|XP_002014860.1|DPER
OG0005511	LOC119074482|XP_037036524.1|BCOP	LOC6598150|XP_002023487.2|DPER
OG0005512	LOC119069582|XP_037029562.1|BCOP	LOC6594869|XP_026851033.1|DPER
OG0005513	LOC119081991|XP_037047206.1|BCOP	LOC6588956|XP_002014339.1|DPER
OG0005514	LOC119069199|XP_037029055.1|BCOP	LOC6588617|XP_026842155.1|DPER
OG0005516	LOC119066279|XP_037024537.1|BCOP	LOC6588957|XP_002014340.1|DPER
OG0005517	LOC119078649|XP_037042139.1|BCOP	LOC6596521|XP_026843867.1|DPER
OG0005518	LOC119078858|XP_037042465.1|BCOP	LOC6589770|XP_002014929.2|DPER
OG0005519	LOC119081429|XP_037046245.1|BCOP	LOC6591180|XP_002015438.1|DPER
OG0005520	LOC119085896|XP_037052328.1|BCOP	LOC6596582|XP_026843731.1|DPER
OG0005521	LOC119077114|XP_037040177.1|BCOP	LOC6596580|XP_002021667.1|DPER
OG0005522	LOC119075569|XP_037037932.1|BCOP	LOC6598876|XP_002024049.1|DPER
OG0005523	LOC119077120|XP_037040186.1|BCOP	LOC6593463|XP_002018601.1|DPER
OG0005524	LOC119081752|XP_037046824.1|BCOP	LOC6593689|XP_026843758.1|DPER
OG0005525	LOC119066712|XP_037025213.1|BCOP	LOC6588673|XP_002014468.1|DPER
OG0005526	LOC119082242|XP_037047600.1|BCOP	LOC6588713|XP_026844115.1|DPER
OG0005527	LOC119085069|XP_037051202.1|BCOP	LOC113566260|XP_026846900.1|DPER
OG0005528	LOC119075669|XP_037038076.1|BCOP	LOC6593637|XP_026843454.1|DPER
OG0005529	LOC119084319|XP_037050141.1|BCOP	LOC6596347|XP_026843655.1|DPER, LOC113565617|XP_026843879.1|DPER
OG0005530	LOC119081893|XP_037047015.1|BCOP	LOC6596428|XP_026843198.1|DPER
OG0005531	LOC119080368|XP_037044560.1|BCOP	LOC6601152|XP_002026284.1|DPER
OG0005532	LOC119085898|XP_037052336.1|BCOP	LOC6595585|XP_002020962.1|DPER
OG0005533	LOC119071200|XP_037031885.1|BCOP	LOC6596377|XP_002021562.1|DPER
OG0005534	LOC119067315|XP_037026120.1|BCOP	LOC6601080|XP_002026073.1|DPER
OG0005535	LOC119066745|XP_037025265.1|BCOP	LOC6588849|XP_002014904.1|DPER
OG0005536	LOC119072935|XP_037034153.1|BCOP	LOC6595433|XP_002020854.1|DPER
OG0005538	LOC119078715|XP_037042282.1|BCOP	LOC6588851|XP_026844283.1|DPER
OG0005539	LOC119083121|XP_037048650.1|BCOP	LOC6589210|XP_002015294.1|DPER
OG0005540	LOC119066488|XP_037024889.1|BCOP	LOC6595452|XP_002020588.2|DPER
OG0005541	LOC119066691|XP_037025179.1|BCOP	LOC6593314|XP_002018653.1|DPER
OG0005542	LOC119084253|XP_037050051.1|BCOP	LOC6601067|XP_026847280.1|DPER
OG0005543	LOC119072759|XP_037033942.1|BCOP	LOC6597961|XP_002023164.1|DPER
OG0005544	LOC119083137|XP_037048671.1|BCOP	LOC6589669|XP_026844320.1|DPER
OG0005545	LOC119085877|XP_037052284.1|BCOP	LOC6589006|XP_026844262.1|DPER
OG0005546	LOC119070914|XP_037031342.1|BCOP	LOC6593461|XP_002018599.2|DPER
OG0005547	LOC119081964|XP_037047166.1|BCOP	LOC6588752|XP_002014839.1|DPER
OG0005548	LOC119085158|XP_037051349.1|BCOP	LOC6589601|XP_026844252.1|DPER
OG0005549	LOC119081993|XP_037047209.1|BCOP	LOC6589118|XP_002015274.1|DPER
OG0005550	LOC119082765|XP_037048248.1|BCOP	LOC6588990|XP_026844402.1|DPER
OG0005551	LOC119074026|XP_037035861.1|BCOP	LOC6590901|XP_002016268.1|DPER
