Orthogroup	BCOP.longest_only	SLEB.longest_only
OG0003566	LOC119068237|XP_037027655.1|BCOP	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC119078005|XP_037041288.1|BCOP	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC119073792|XP_037035419.1|BCOP	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC119079994|XP_037044055.1|BCOP	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC119083888|XP_037049592.1|BCOP	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC119079235|XP_037042922.1|BCOP	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC119081237|XP_037045859.1|BCOP	LOC115622767|XP_030372683.1|SLEB
OG0003577	LOC119081605|XP_037046534.1|BCOP	LOC115632106|XP_030384949.1|SLEB
OG0003578	LOC119073468|XP_037034867.1|BCOP	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC119073452|XP_037034840.1|BCOP	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC119081389|XP_037046171.1|BCOP	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC119080962|XP_037045489.1|BCOP	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC119084885|XP_037050926.1|BCOP	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC119083657|XP_037049327.1|BCOP	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC119079798|XP_037043754.1|BCOP	LOC115628502|XP_030380505.1|SLEB
OG0003586	LOC119078508|XP_037042000.1|BCOP	LOC115623049|XP_030373088.1|SLEB
OG0003587	LOC119073266|XP_037034538.1|BCOP	LOC115630528|XP_030382991.1|SLEB
OG0003588	LOC119082342|XP_037047749.1|BCOP	LOC115621287|XP_030370750.1|SLEB
OG0003589	LOC119067387|XP_037026206.1|BCOP	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB
OG0003590	LOC119080605|XP_037044900.1|BCOP	LOC115622144|XP_030371868.1|SLEB
OG0003591	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP	LOC115632983|XP_030386156.1|SLEB
OG0003592	LOC119080284|XP_037044449.1|BCOP	LOC115632401|XP_030385395.1|SLEB
OG0003593	LOC119073708|XP_037035210.1|BCOP	LOC115633027|XP_030386210.1|SLEB
OG0003594	LOC119080446|XP_037044706.1|BCOP	LOC115629643|XP_030382014.1|SLEB
OG0003595	LOC119079575|XP_037043457.1|BCOP	LOC115622294|XP_030372061.1|SLEB
OG0003596	LOC119079762|XP_037043737.1|BCOP	LOC115628863|XP_030380979.1|SLEB
OG0003597	LOC119081361|XP_037046107.1|BCOP	LOC115633846|XP_030387197.1|SLEB
OG0003598	LOC119080919|XP_037045430.1|BCOP	LOC115624653|XP_030375293.1|SLEB
OG0003599	LOC119073782|XP_037035354.1|BCOP	LOC115633119|XP_030386368.1|SLEB
OG0003600	LOC119074333|XP_037036319.1|BCOP	LOC115633062|XP_030386279.1|SLEB
OG0003601	LOC119075453|XP_037037785.1|BCOP	LOC115631606|XP_030384272.1|SLEB
OG0003602	LOC119081770|XP_037046862.1|BCOP	LOC115625582|XP_030376549.1|SLEB
OG0003603	LOC119080638|XP_037044946.1|BCOP	LOC115622776|XP_030372694.1|SLEB
OG0003604	LOC119080138|XP_037044249.1|BCOP	LOC115620990|XP_030370369.1|SLEB
OG0003605	LOC119078861|XP_037042472.1|BCOP	LOC115620692|XP_030369922.1|SLEB
OG0003606	LOC119085209|XP_037051416.1|BCOP	LOC115633653|XP_030386959.1|SLEB
OG0003607	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP	LOC115634158|XP_030387598.1|SLEB
OG0003608	LOC119073314|XP_037034597.1|BCOP	LOC115632351|XP_030385321.1|SLEB
OG0003609	LOC119067661|XP_037026658.1|BCOP	LOC115622327|XP_030372100.1|SLEB
OG0003610	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP	LOC115622862|XP_030372807.1|SLEB
OG0003611	LOC119077922|XP_037041208.1|BCOP	LOC115628233|XP_030380095.1|SLEB
OG0003612	LOC119073622|XP_037035101.1|BCOP	LOC115634138|XP_030387565.1|SLEB
OG0003613	LOC119079392|XP_037043174.1|BCOP	LOC115631575|XP_030384231.1|SLEB
OG0003614	LOC119079393|XP_037043176.1|BCOP	LOC115633792|XP_030387130.1|SLEB
OG0003615	LOC119080387|XP_037044592.1|BCOP	LOC115619947|XP_030368835.1|SLEB
OG0003616	LOC119074483|XP_037036525.1|BCOP	LOC115633796|XP_030387134.1|SLEB
OG0003617	LOC119084168|XP_037049920.1|BCOP	LOC115634274|XP_030387762.1|SLEB
OG0003618	LOC119084167|XP_037049918.1|BCOP	LOC115634272|XP_030387759.1|SLEB
OG0003619	LOC119081327|XP_037046010.1|BCOP	LOC115633900|XP_030387304.1|SLEB
OG0003620	LOC119080238|XP_037044383.1|BCOP	LOC115620024|XP_030368988.1|SLEB
OG0003621	LOC119085425|XP_037051734.1|BCOP	LOC115628338|XP_030380261.1|SLEB
OG0003622	LOC119079364|XP_037043110.1|BCOP	LOC115628426|XP_030380373.1|SLEB
OG0003623	LOC119074015|XP_037035845.1|BCOP	LOC115627106|XP_030378532.1|SLEB
OG0003624	LOC119083604|XP_037049235.1|BCOP	LOC115621169|XP_030370596.1|SLEB
OG0003625	LOC119071262|XP_037032011.1|BCOP	LOC115633644|XP_030386946.1|SLEB
OG0003626	LOC119080699|XP_037045049.1|BCOP	LOC115624073|XP_030374525.1|SLEB
OG0003627	LOC119082094|XP_037047356.1|BCOP	LOC115623528|XP_030373774.1|SLEB
OG0003628	LOC119080691|XP_037045025.1|BCOP	LOC115630129|XP_030382601.1|SLEB
OG0003629	LOC119077475|XP_037040578.1|BCOP	LOC115634234|XP_030387686.1|SLEB
OG0003630	LOC119080696|XP_037045040.1|BCOP	LOC115631110|XP_030383669.1|SLEB
OG0003631	LOC119079986|XP_037044038.1|BCOP	LOC115631310|XP_030383888.1|SLEB
OG0003632	LOC119080114|XP_037044240.1|BCOP	LOC115623193|XP_030373275.1|SLEB
OG0003633	LOC119066827|XP_037025385.1|BCOP	LOC115621778|XP_030371438.1|SLEB
OG0003634	LOC119073510|XP_037034923.1|BCOP	LOC115632743|XP_030385850.1|SLEB
OG0003635	LOC119081774|XP_037046870.1|BCOP	LOC115632170|XP_030385059.1|SLEB
OG0003636	LOC119080845|XP_037045302.1|BCOP	LOC115629938|XP_030382408.1|SLEB
OG0003637	LOC119073405|XP_037034733.1|BCOP	LOC115634601|XP_030388311.1|SLEB
OG0003638	LOC119067865|XP_037027016.1|BCOP	LOC115622584|XP_030372436.1|SLEB
OG0003639	LOC119068610|XP_037028167.1|BCOP	LOC115625723|XP_030376731.1|SLEB
OG0003640	LOC119066939|XP_037025552.1|BCOP	LOC115619996|XP_030368943.1|SLEB
OG0003641	LOC119073599|XP_037035067.1|BCOP	LOC115629890|XP_030382351.1|SLEB
OG0003642	LOC119081071|XP_037045688.1|BCOP	LOC115627438|XP_030378972.1|SLEB
OG0003643	LOC119081149|XP_037045792.1|BCOP	LOC115633857|XP_030387209.1|SLEB
OG0003644	LOC119073996|XP_037035818.1|BCOP	LOC115634546|XP_030388216.1|SLEB
OG0003645	LOC119079305|XP_037042990.1|BCOP	LOC115622831|XP_030372769.1|SLEB
OG0003646	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP	LOC115622160|XP_030371889.1|SLEB
OG0003647	LOC119073352|XP_037034645.1|BCOP	LOC115622609|XP_030372470.1|SLEB
OG0003648	LOC119073743|XP_037035296.1|BCOP	LOC115630927|XP_030383353.1|SLEB
OG0003649	LOC119080788|XP_037045253.1|BCOP	LOC115620754|XP_030370008.1|SLEB
OG0003650	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP	LOC115629240|XP_030381517.1|SLEB
OG0003651	LOC119081815|XP_037046945.1|BCOP	LOC115621453|XP_030370967.1|SLEB
OG0003652	LOC119073669|XP_037035169.1|BCOP	LOC115624769|XP_030375462.1|SLEB
OG0003653	LOC119080413|XP_037044647.1|BCOP	LOC115622174|XP_030371912.1|SLEB
OG0003654	LOC119076601|XP_037039351.1|BCOP	LOC115632345|XP_030385311.1|SLEB
OG0003655	LOC119079516|XP_037043373.1|BCOP	LOC115625719|XP_030376725.1|SLEB
OG0003656	LOC119076597|XP_037039345.1|BCOP	LOC115624625|XP_030375239.1|SLEB
OG0003657	LOC119081395|XP_037046176.1|BCOP	LOC115632227|XP_030385147.1|SLEB
OG0003658	LOC119079349|XP_037043073.1|BCOP	LOC115623975|XP_030374406.1|SLEB
OG0003659	LOC119073810|XP_037035478.1|BCOP	LOC115624629|XP_030375245.1|SLEB
OG0003660	LOC119081333|XP_037046018.1|BCOP	LOC115632997|XP_030386177.1|SLEB
OG0003661	LOC119074159|XP_037036058.1|BCOP	LOC115622522|XP_030372346.1|SLEB
OG0003662	LOC119080799|XP_037045265.1|BCOP	LOC115622795|XP_030372720.1|SLEB
OG0003663	LOC119077997|XP_037041272.1|BCOP	LOC115632363|XP_030385341.1|SLEB
OG0003664	LOC119080423|XP_037044665.1|BCOP	LOC115632819|XP_030385931.1|SLEB
OG0003665	LOC119073363|XP_037034665.1|BCOP	LOC115633090|XP_030386333.1|SLEB
OG0003666	LOC119079414|XP_037043211.1|BCOP	LOC115621127|XP_030370541.1|SLEB
OG0003667	LOC119081606|XP_037046537.1|BCOP	LOC115628440|XP_030380402.1|SLEB
OG0003668	LOC119073256|XP_037034525.1|BCOP	LOC115634550|XP_030388225.1|SLEB
OG0003669	LOC119067289|XP_037026073.1|BCOP	LOC115625964|XP_030377071.1|SLEB
OG0003670	LOC119079273|XP_037042950.1|BCOP	LOC115625956|XP_030377058.1|SLEB
OG0003672	LOC119077932|XP_037041209.1|BCOP	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB
OG0003673	LOC119073947|XP_037035717.1|BCOP	LOC115633751|XP_030387086.1|SLEB
OG0003674	LOC119074503|XP_037036553.1|BCOP	LOC115632911|XP_030386065.1|SLEB
OG0003675	LOC119079691|XP_037043647.1|BCOP	LOC115634135|XP_030387562.1|SLEB
OG0003676	LOC119073373|XP_037034691.1|BCOP	LOC115634133|XP_030387558.1|SLEB
OG0003677	LOC119079391|XP_037043173.1|BCOP	LOC115629996|XP_030382484.1|SLEB
OG0003678	LOC119079996|XP_037044058.1|BCOP	LOC115622261|XP_030372022.1|SLEB
OG0003679	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP	LOC115622786|XP_030372706.1|SLEB
OG0003680	LOC119083652|XP_037049323.1|BCOP	LOC115634157|XP_030387597.1|SLEB
OG0003681	LOC119083721|XP_037049412.1|BCOP	LOC115628454|XP_030380431.1|SLEB
OG0003682	LOC119080875|XP_037045345.1|BCOP	LOC115620614|XP_030369792.1|SLEB
OG0003683	LOC119084824|XP_037050799.1|BCOP	LOC115623036|XP_030373113.1|SLEB
OG0003684	LOC119075195|XP_037037484.1|BCOP	LOC115632307|XP_030385269.1|SLEB
OG0003685	LOC119080833|XP_037045283.1|BCOP	LOC115632447|XP_030385454.1|SLEB
OG0003686	LOC119081655|XP_037046632.1|BCOP	LOC115627072|XP_030378483.1|SLEB
OG0003687	LOC119074022|XP_037035855.1|BCOP	LOC115629065|XP_030381244.1|SLEB
OG0003688	LOC119074038|XP_037035879.1|BCOP	LOC115631913|XP_030384628.1|SLEB
OG0003689	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP	LOC115632238|XP_030385159.1|SLEB
OG0003690	LOC119073354|XP_037034647.1|BCOP	LOC115633780|XP_030387117.1|SLEB
OG0003691	LOC119079332|XP_037043035.1|BCOP	LOC115634086|XP_030387501.1|SLEB
OG0003692	LOC119079336|XP_037043058.1|BCOP	LOC115619997|XP_030368946.1|SLEB
OG0003693	LOC119080195|XP_037044330.1|BCOP	LOC115632209|XP_030385124.1|SLEB
OG0003694	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP	LOC115632588|XP_030385672.1|SLEB
OG0003695	LOC119081127|XP_037045766.1|BCOP	LOC115632245|XP_030385166.1|SLEB
OG0003696	LOC119078188|XP_037041557.1|BCOP	LOC115634271|XP_030387758.1|SLEB
OG0003697	LOC119079885|XP_037043861.1|BCOP	LOC115634604|XP_030388317.1|SLEB
OG0003698	LOC119073238|XP_037034448.1|BCOP	LOC115632550|XP_030385625.1|SLEB
OG0003699	LOC119081643|XP_037046617.1|BCOP	LOC115619984|XP_030368886.1|SLEB
OG0003700	LOC119081646|XP_037046625.1|BCOP	LOC115634714|XP_030388457.1|SLEB
OG0003701	LOC119074807|XP_037036986.1|BCOP	LOC115631205|XP_030383769.1|SLEB
OG0003702	LOC119067833|XP_037026902.1|BCOP	LOC115622287|XP_030372049.1|SLEB
OG0003703	LOC119080867|XP_037045340.1|BCOP	LOC115632430|XP_030385431.1|SLEB
OG0003704	LOC119080855|XP_037045324.1|BCOP	LOC115632336|XP_030385301.1|SLEB
OG0003705	LOC119081343|XP_037046043.1|BCOP	LOC115634415|XP_030387973.1|SLEB
OG0003706	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP	LOC115632850|XP_030385968.1|SLEB
OG0003707	LOC119069576|XP_037029559.1|BCOP	LOC115624516|XP_030375091.1|SLEB
OG0003708	LOC119073819|XP_037035491.1|BCOP	LOC115632716|XP_030385821.1|SLEB
OG0003709	LOC119080731|XP_037045166.1|BCOP	LOC115627712|XP_030379321.1|SLEB
OG0003710	LOC119079743|XP_037043707.1|BCOP	LOC115622657|XP_030372531.1|SLEB
OG0003711	LOC119079357|XP_037043097.1|BCOP	LOC115629880|XP_030382341.1|SLEB
OG0003712	LOC119081351|XP_037046091.1|BCOP	LOC115633651|XP_030386953.1|SLEB
OG0003713	LOC119081353|XP_037046094.1|BCOP	LOC115634747|XP_030388499.1|SLEB
OG0003714	LOC119073529|XP_037034963.1|BCOP	LOC115624719|XP_030375405.1|SLEB
OG0003715	LOC119080646|XP_037044954.1|BCOP	LOC115622931|XP_030372919.1|SLEB
OG0003716	LOC119077481|XP_037040589.1|BCOP	LOC115633878|XP_030387239.1|SLEB
OG0003717	LOC119079521|XP_037043388.1|BCOP	LOC115632538|XP_030385605.1|SLEB
OG0003718	LOC119075088|XP_037037377.1|BCOP	LOC115633137|XP_030386403.1|SLEB
OG0003720	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP	LOC115633250|XP_030386510.1|SLEB
OG0003721	LOC119080782|XP_037045246.1|BCOP	LOC115622848|XP_030372794.1|SLEB
OG0003722	LOC119073049|XP_037034258.1|BCOP	LOC115628331|XP_030380252.1|SLEB
OG0003723	LOC119074826|XP_037037015.1|BCOP	LOC115624818|XP_030375526.1|SLEB
OG0003724	LOC119077488|XP_037040596.1|BCOP	LOC115622659|XP_030372529.1|SLEB
OG0003725	LOC119081058|XP_037045668.1|BCOP	LOC115632397|XP_030385387.1|SLEB
OG0003726	LOC119079899|XP_037043883.1|BCOP	LOC115622615|XP_030372475.1|SLEB
OG0003727	LOC119084899|XP_037050947.1|BCOP	LOC115622207|XP_030371963.1|SLEB
OG0003728	LOC119074444|XP_037036471.1|BCOP	LOC115625349|XP_030376241.1|SLEB
OG0003729	LOC119080660|XP_037044975.1|BCOP	LOC115628224|XP_030380084.1|SLEB
OG0003730	LOC119079308|XP_037042994.1|BCOP	LOC115622242|XP_030371998.1|SLEB
OG0003731	LOC119080257|XP_037044402.1|BCOP	LOC115624588|XP_030375186.1|SLEB
OG0003732	LOC119079946|XP_037043951.1|BCOP	LOC115622127|XP_030371840.1|SLEB
OG0003733	LOC119079956|XP_037043962.1|BCOP	LOC115632440|XP_030385444.1|SLEB
OG0003734	LOC119079937|XP_037043936.1|BCOP	LOC115628283|XP_030380173.1|SLEB
OG0003735	LOC119074081|XP_037035929.1|BCOP	LOC115625897|XP_030376986.1|SLEB
OG0003736	LOC119074127|XP_037036004.1|BCOP	LOC115629988|XP_030382475.1|SLEB
OG0003737	LOC119069794|XP_037029835.1|BCOP	LOC115634650|XP_030388366.1|SLEB
OG0003738	LOC119074497|XP_037036544.1|BCOP	LOC115629141|XP_030381356.1|SLEB
OG0003739	LOC119075777|XP_037038232.1|BCOP	LOC115629707|XP_030382090.1|SLEB
OG0003740	LOC119079328|XP_037043019.1|BCOP	LOC115627275|XP_030378769.1|SLEB
OG0003741	LOC119079954|XP_037043960.1|BCOP	LOC115632441|XP_030385448.1|SLEB
OG0003742	LOC119080759|XP_037045214.1|BCOP	LOC115633810|XP_030387155.1|SLEB
OG0003743	LOC119079327|XP_037043018.1|BCOP	LOC115630553|XP_030383026.1|SLEB
OG0003744	LOC119080174|XP_037044294.1|BCOP	LOC115634501|XP_030388125.1|SLEB
OG0003745	LOC119081838|XP_037046973.1|BCOP	LOC115634095|XP_030387512.1|SLEB
OG0003746	LOC119074496|XP_037036543.1|BCOP	LOC115622049|XP_030371785.1|SLEB
OG0003747	LOC119075077|XP_037037369.1|BCOP	LOC115632931|XP_030386084.1|SLEB
OG0003748	LOC119075213|XP_037037498.1|BCOP	LOC115632691|XP_030385787.1|SLEB
OG0003749	LOC119075200|XP_037037492.1|BCOP	LOC115632357|XP_030385332.1|SLEB
OG0003750	LOC119075224|XP_037037510.1|BCOP	LOC115632274|XP_030385214.1|SLEB
OG0003751	LOC119080838|XP_037045293.1|BCOP	LOC115632936|XP_030386089.1|SLEB
OG0003752	LOC119081211|XP_037045826.1|BCOP	LOC115632331|XP_030385294.1|SLEB
OG0003753	LOC119084971|XP_037051018.1|BCOP	LOC115622176|XP_030371916.1|SLEB
OG0003754	LOC119081210|XP_037045825.1|BCOP	LOC115622167|XP_030371899.1|SLEB
OG0003755	LOC119080702|XP_037045056.1|BCOP	LOC115632492|XP_030385530.1|SLEB
OG0003756	LOC119073981|XP_037035786.1|BCOP	LOC115621676|XP_030371249.1|SLEB
OG0003757	LOC119079616|XP_037043507.1|BCOP	LOC115634818|XP_030388600.1|SLEB
OG0003758	LOC119083608|XP_037049242.1|BCOP	LOC115634549|XP_030368819.1|SLEB
OG0003759	LOC119073249|XP_037034492.1|BCOP	LOC115632411|XP_030385408.1|SLEB
OG0003760	LOC119081043|XP_037045643.1|BCOP	LOC115628080|XP_030379917.1|SLEB
OG0003761	LOC119073258|XP_037034526.1|BCOP	LOC115632321|XP_030385286.1|SLEB
OG0003762	LOC119080427|XP_037044674.1|BCOP	LOC115632322|XP_030385287.1|SLEB
OG0003763	LOC119085718|XP_037052065.1|BCOP	LOC115632686|XP_030385782.1|SLEB
OG0003764	LOC119073807|XP_037035467.1|BCOP	LOC115632511|XP_030385561.1|SLEB
OG0003765	LOC119083718|XP_037049410.1|BCOP	LOC115625999|XP_030377105.1|SLEB
OG0003766	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP	LOC115627457|XP_030378987.1|SLEB
OG0003767	LOC119067110|XP_037025772.1|BCOP	LOC115622520|XP_030372339.1|SLEB
OG0003768	LOC119073375|XP_037034694.1|BCOP	LOC115634828|XP_030388606.1|SLEB
OG0003769	LOC119079481|XP_037043320.1|BCOP	LOC115634825|XP_030388604.1|SLEB
OG0003770	LOC119079467|XP_037043292.1|BCOP	LOC115627751|XP_030379395.1|SLEB
OG0003771	LOC119076409|XP_037039041.1|BCOP	LOC115622569|XP_030372400.1|SLEB
OG0003772	LOC119080516|XP_037044820.1|BCOP	LOC115632857|XP_030385977.1|SLEB
OG0003773	LOC119074008|XP_037035836.1|BCOP	LOC115624212|XP_030374685.1|SLEB
OG0003774	LOC119073936|XP_037035702.1|BCOP	LOC115634531|XP_030388204.1|SLEB
OG0003775	LOC119081406|XP_037046195.1|BCOP	LOC115627210|XP_030378690.1|SLEB
OG0003776	LOC119073884|XP_037035660.1|BCOP	LOC115634198|XP_030387646.1|SLEB
OG0003777	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP	LOC115633706|XP_030387027.1|SLEB
OG0003778	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP	LOC115621728|XP_030371320.1|SLEB
OG0003779	LOC119080590|XP_037044878.1|BCOP	LOC115634397|XP_030387952.1|SLEB
OG0003780	LOC119074594|XP_037036731.1|BCOP	LOC115630362|XP_030382759.1|SLEB
OG0003781	LOC119080944|XP_037045467.1|BCOP	LOC115628024|XP_030379817.1|SLEB
OG0003782	LOC119076436|XP_037039081.1|BCOP	LOC115626675|XP_030377961.1|SLEB
OG0003783	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP	LOC115621257|XP_030370713.1|SLEB
OG0003784	LOC119073399|XP_037034724.1|BCOP	LOC115631812|XP_030384512.1|SLEB
OG0003785	LOC119073553|XP_037035004.1|BCOP	LOC115626638|XP_030377909.1|SLEB
OG0003786	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP	LOC115622156|XP_030371888.1|SLEB
OG0003787	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP	LOC115633073|XP_030386309.1|SLEB
OG0003788	LOC119084812|XP_037050779.1|BCOP	LOC115620978|XP_030370361.1|SLEB
OG0003789	LOC119079981|XP_037044027.1|BCOP	LOC115624372|XP_030374911.1|SLEB
OG0003790	LOC119081478|XP_037046371.1|BCOP	LOC115622626|XP_030372493.1|SLEB
OG0003791	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP	LOC115623319|XP_030373440.1|SLEB
OG0003792	LOC119085213|XP_037051419.1|BCOP	LOC115632927|XP_030386083.1|SLEB
OG0003793	LOC119080053|XP_037044154.1|BCOP	LOC115634829|XP_030388611.1|SLEB
OG0003794	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP	LOC115623433|XP_030373639.1|SLEB
OG0003795	LOC119073496|XP_037034902.1|BCOP	LOC115632883|XP_030386020.1|SLEB
OG0003796	LOC119084951|XP_037050991.1|BCOP	LOC115620722|XP_030369961.1|SLEB
OG0003797	LOC119070823|XP_037031218.1|BCOP	LOC115627109|XP_030378531.1|SLEB
OG0003798	LOC119073279|XP_037034557.1|BCOP	LOC115633806|XP_030387150.1|SLEB
OG0003799	LOC119073272|XP_037034550.1|BCOP	LOC115634768|XP_030388522.1|SLEB
OG0003800	LOC119070805|XP_037031180.1|BCOP	LOC115626342|XP_030377551.1|SLEB
OG0003801	LOC119083153|XP_037048694.1|BCOP	LOC115625750|XP_030376766.1|SLEB
OG0003802	LOC119075293|XP_037037600.1|BCOP	LOC115624596|XP_030375196.1|SLEB
OG0003803	LOC119066948|XP_037025563.1|BCOP	LOC115620209|XP_030369206.1|SLEB
OG0003804	LOC119066039|XP_037024152.1|BCOP	LOC115626324|XP_030377525.1|SLEB
OG0003805	LOC119085180|XP_037051383.1|BCOP	LOC115628622|XP_030380668.1|SLEB
OG0003806	LOC119070911|XP_037031336.1|BCOP	LOC115631678|XP_030384350.1|SLEB
OG0003807	LOC119077159|XP_037040244.1|BCOP	LOC115626603|XP_030377853.1|SLEB
OG0003808	LOC119084845|XP_037050847.1|BCOP	LOC115632292|XP_030385245.1|SLEB
OG0003809	LOC119074006|XP_037035835.1|BCOP	LOC115631883|XP_030384592.1|SLEB
OG0003810	LOC119076188|XP_037038755.1|BCOP	LOC115633226|XP_030386483.1|SLEB
OG0003811	LOC119070969|XP_037031436.1|BCOP	LOC115634268|XP_030387755.1|SLEB
OG0003812	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP	LOC115630989|XP_030383434.1|SLEB
OG0003813	LOC119070915|XP_037031344.1|BCOP	LOC115625687|XP_030376686.1|SLEB
OG0003814	LOC119066746|XP_037025266.1|BCOP	LOC115628520|XP_030380533.1|SLEB
OG0003815	LOC119066366|XP_037024680.1|BCOP	LOC115622021|XP_030371738.1|SLEB
OG0003816	LOC119070892|XP_037031312.1|BCOP	LOC115626012|XP_030377119.1|SLEB
OG0003817	LOC119070797|XP_037031173.1|BCOP	LOC115628547|XP_030380568.1|SLEB
OG0003818	LOC119077006|XP_037040011.1|BCOP	LOC115631193|XP_030383743.1|SLEB
OG0003819	LOC119077017|XP_037040024.1|BCOP	LOC115631081|XP_030383588.1|SLEB
OG0003820	LOC119073506|XP_037034917.1|BCOP	LOC115623906|XP_030374322.1|SLEB
OG0003821	LOC119081767|XP_037046856.1|BCOP	LOC115631564|XP_030384220.1|SLEB
OG0003822	LOC119078871|XP_037042481.1|BCOP	LOC115625925|XP_030377022.1|SLEB
OG0003823	LOC119066744|XP_037025262.1|BCOP	LOC115631057|XP_030383553.1|SLEB
OG0003824	LOC119085885|XP_037052296.1|BCOP	LOC115626079|XP_030377192.1|SLEB
OG0003825	LOC119077097|XP_037040149.1|BCOP	LOC115628500|XP_030380499.1|SLEB
OG0003826	LOC119081923|XP_037047071.1|BCOP	LOC115630617|XP_030383104.1|SLEB
OG0003827	LOC119081936|XP_037047087.1|BCOP	LOC115621877|XP_030371564.1|SLEB
OG0003828	LOC119081938|XP_037047089.1|BCOP	LOC115628489|XP_030380477.1|SLEB
OG0003829	LOC119081939|XP_037047095.1|BCOP	LOC115625946|XP_030377042.1|SLEB
OG0003830	LOC119076988|XP_037039988.1|BCOP	LOC115626447|XP_030377682.1|SLEB
OG0003831	LOC119069427|XP_037029378.1|BCOP	LOC115620674|XP_030369897.1|SLEB
OG0003832	LOC119075662|XP_037038066.1|BCOP	LOC115629034|XP_030381196.1|SLEB
OG0003833	LOC119077002|XP_037040005.1|BCOP	LOC115629055|XP_030381225.1|SLEB
OG0003834	LOC119066264|XP_037024513.1|BCOP	LOC115625882|XP_030376960.1|SLEB
OG0003835	LOC119079855|XP_037043820.1|BCOP	LOC115626322|XP_030377522.1|SLEB
OG0003836	LOC119084582|XP_037050527.1|BCOP	LOC115625826|XP_030376876.1|SLEB
OG0003837	LOC119084583|XP_037050528.1|BCOP	LOC115626454|XP_030377693.1|SLEB
OG0003838	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP	LOC115631291|XP_030383865.1|SLEB
OG0003839	LOC119066643|XP_037025105.1|BCOP	LOC115626617|XP_030377871.1|SLEB
OG0003840	LOC119078711|XP_037042278.1|BCOP	LOC115634134|XP_030387561.1|SLEB
OG0003841	LOC119083200|XP_037048756.1|BCOP	LOC115631433|XP_030384031.1|SLEB
OG0003842	LOC119083135|XP_037048668.1|BCOP	LOC115631832|XP_030384530.1|SLEB, LOC115623729|XP_030374096.1|SLEB
OG0003843	LOC119082088|XP_037047346.1|BCOP	LOC115625834|XP_030376889.1|SLEB
OG0003844	LOC119082006|XP_037047217.1|BCOP	LOC115625816|XP_030376862.1|SLEB
OG0003845	LOC119072737|XP_037033908.1|BCOP	LOC115626307|XP_030377497.1|SLEB
