Orthogroup	BCOP.longest_only	CCAP.longest_only
OG0004786	LOC119069254|XP_037029203.1|BCOP	CCAP1982_LOCUS2066|CAD6993249.1|CCAP
OG0004787	LOC119069280|XP_037029237.1|BCOP	CCAP1982_LOCUS2063|CAD6993246.1|CCAP
OG0004788	LOC119069238|XP_037029174.1|BCOP	CCAP1982_LOCUS2062|CAD6993245.1|CCAP
OG0004789	LOC119069256|XP_037029205.1|BCOP	CCAP1982_LOCUS2061|CAD6993244.1|CCAP
OG0004790	LOC119069286|XP_037029249.1|BCOP	CCAP1982_LOCUS2055|CAD6993238.1|CCAP
OG0004791	LOC119069204|XP_037029070.1|BCOP	CCAP1982_LOCUS2238|CAD6993423.1|CCAP
OG0004792	LOC119067931|XP_037027140.1|BCOP	CCAP1982_LOCUS1378|CAD6992529.1|CCAP
OG0004793	LOC119067371|XP_037026178.1|BCOP	CCAP1982_LOCUS2192|CAD6993376.1|CCAP
OG0004794	LOC119070535|XP_037030803.1|BCOP	CCAP1982_LOCUS2285|CAD6993473.1|CCAP
OG0004795	LOC119070441|XP_037030686.1|BCOP	CCAP1982_LOCUS2712|CAD6993923.1|CCAP
OG0004796	LOC119067762|XP_037026789.1|BCOP	CCAP1982_LOCUS1228|CAD6992364.1|CCAP
OG0004797	LOC119069040|XP_037028803.1|BCOP	CCAP1982_LOCUS1191|CAD6992326.1|CCAP
OG0004799	LOC119081245|XP_037045871.1|BCOP	CCAP1982_LOCUS3913|CAD6995194.1|CCAP
OG0004800	LOC119067464|XP_037026345.1|BCOP	CCAP1982_LOCUS1447|CAD6992598.1|CCAP
OG0004801	LOC119076307|XP_037038908.1|BCOP	CCAP1982_LOCUS4250|CAD6995539.1|CCAP
OG0004802	LOC119073243|XP_037034453.1|BCOP	CCAP1982_LOCUS2627|CAD6993831.1|CCAP
OG0004803	LOC119070484|XP_037030732.1|BCOP	CCAP1982_LOCUS1910|CAD6993080.1|CCAP
OG0004804	LOC119070545|XP_037030813.1|BCOP	CCAP1982_LOCUS2450|CAD6993640.1|CCAP
OG0004805	LOC119067280|XP_037026052.1|BCOP	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP
OG0004807	LOC119079932|XP_037043930.1|BCOP	CCAP1982_LOCUS2585|CAD6993787.1|CCAP
OG0004808	LOC119077387|XP_037040481.1|BCOP	CCAP1982_LOCUS1742|CAD6992909.1|CCAP
OG0004809	LOC119083955|XP_037049661.1|BCOP	CCAP1982_LOCUS1427|CAD6992579.1|CCAP
OG0004810	LOC119083935|XP_037049648.1|BCOP	CCAP1982_LOCUS1425|CAD6992577.1|CCAP
OG0004811	LOC119070082|XP_037030285.1|BCOP	CCAP1982_LOCUS14036|CAD7005683.1|CCAP
OG0004812	LOC119069596|XP_037029581.1|BCOP	CCAP1982_LOCUS3782|CAD6995056.1|CCAP
OG0004813	LOC119079861|XP_037043833.1|BCOP	CCAP1982_LOCUS3445|CAD6994712.1|CCAP
OG0004814	LOC119067023|XP_037025646.1|BCOP	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP
OG0004818	LOC119067224|XP_037025965.1|BCOP	CCAP1982_LOCUS1589|CAD6992744.1|CCAP
OG0004819	LOC119068473|XP_037027980.1|BCOP	CCAP1982_LOCUS2225|CAD6993410.1|CCAP
OG0004820	LOC119068667|XP_037028244.1|BCOP	CCAP1982_LOCUS3104|CAD6994349.1|CCAP
OG0004821	LOC119085770|XP_037052157.1|BCOP	CCAP1982_LOCUS1361|CAD6992512.1|CCAP
OG0004822	LOC119069781|XP_037029818.1|BCOP	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP
OG0004823	LOC119068767|XP_037028415.1|BCOP	CCAP1982_LOCUS1299|CAD6992437.1|CCAP
OG0004824	LOC119068789|XP_037028443.1|BCOP	CCAP1982_LOCUS1298|CAD6992436.1|CCAP
OG0004825	LOC119085044|XP_037051150.1|BCOP	CCAP1982_LOCUS10241|CAD7001751.1|CCAP
OG0004826	LOC119085265|XP_037051511.1|BCOP	CCAP1982_LOCUS1194|CAD6992329.1|CCAP
OG0004827	LOC119068308|XP_037027748.1|BCOP	CCAP1982_LOCUS3459|CAD6994726.1|CCAP
OG0004828	LOC119069743|XP_037029777.1|BCOP	CCAP1982_LOCUS3272|CAD6994528.1|CCAP
OG0004829	LOC119080458|XP_037044723.1|BCOP, LOC119069839|XP_037029902.1|BCOP	CCAP1982_LOCUS2558|CAD6993759.1|CCAP
OG0004830	LOC119067939|XP_037027150.1|BCOP	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP
OG0004831	LOC119073984|XP_037035790.1|BCOP, LOC119073982|XP_037035788.1|BCOP	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP
OG0004832	LOC119073289|XP_037034570.1|BCOP, LOC119079077|XP_037042822.1|BCOP	CCAP1982_LOCUS2930|CAD6994165.1|CCAP
OG0004833	LOC119067299|XP_037026095.1|BCOP	CCAP1982_LOCUS18|CAD6991069.1|CCAP
OG0004834	LOC119067924|XP_037027126.1|BCOP	CCAP1982_LOCUS1821|CAD6992990.1|CCAP
OG0004835	LOC119070460|XP_037030708.1|BCOP	CCAP1982_LOCUS1817|CAD6992986.1|CCAP
OG0004836	LOC119074901|XP_037037146.1|BCOP, LOC119074869|XP_037037092.1|BCOP	CCAP1982_LOCUS4022|CAD6995303.1|CCAP
OG0004838	LOC119070505|XP_037030757.1|BCOP	CCAP1982_LOCUS3502|CAD6994771.1|CCAP
OG0004839	LOC119070503|XP_037030747.1|BCOP	CCAP1982_LOCUS3499|CAD6994768.1|CCAP
OG0004840	LOC119077749|XP_037040952.1|BCOP	CCAP1982_LOCUS5057|CAD6996378.1|CCAP
OG0004842	LOC119069119|XP_037028911.1|BCOP	CCAP1982_LOCUS23403|CAD7015463.1|CCAP
OG0004843	LOC119068430|XP_037027895.1|BCOP	CCAP1982_LOCUS2087|CAD6993271.1|CCAP
OG0004844	LOC119067104|XP_037025763.1|BCOP	CCAP1982_LOCUS227|CAD6991298.1|CCAP
OG0004845	LOC119067100|XP_037025758.1|BCOP	CCAP1982_LOCUS226|CAD6991297.1|CCAP
OG0004846	LOC119066722|XP_037025232.1|BCOP	CCAP1982_LOCUS8381|CAD6999871.1|CCAP
OG0004847	LOC119072915|XP_037034128.1|BCOP	CCAP1982_LOCUS8382|CAD6999872.1|CCAP
OG0004850	LOC119085749|XP_037052126.1|BCOP	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP
OG0004851	LOC119085754|XP_037052132.1|BCOP	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP
OG0004852	LOC119085767|XP_037052147.1|BCOP	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP
OG0004853	LOC119081784|XP_037046889.1|BCOP	CCAP1982_LOCUS22308|CAD7014308.1|CCAP
OG0004854	LOC119084865|XP_037050895.1|BCOP	CCAP1982_LOCUS11578|CAD7003116.1|CCAP
OG0004855	LOC119071857|XP_037032812.1|BCOP, LOC119082833|XP_037048383.1|BCOP	CCAP1982_LOCUS11428|CAD7002964.1|CCAP
OG0004856	LOC119073469|XP_037034868.1|BCOP	CCAP1982_LOCUS10937|CAD7002448.1|CCAP
OG0004857	LOC119082492|XP_037047901.1|BCOP, LOC119079805|XP_037043768.1|BCOP	CCAP1982_LOCUS11116|CAD7002632.1|CCAP
OG0004858	LOC119079828|XP_037043787.1|BCOP	CCAP1982_LOCUS10955|CAD7002466.1|CCAP
OG0004859	LOC119073158|XP_037034355.1|BCOP, LOC119073157|XP_037034354.1|BCOP	CCAP1982_LOCUS10958|CAD7002469.1|CCAP
OG0004860	LOC119081295|XP_037045953.1|BCOP, LOC119084593|XP_037050537.1|BCOP	CCAP1982_LOCUS11066|CAD7002579.1|CCAP
OG0004861	LOC119081072|XP_037045692.1|BCOP	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP
OG0004862	LOC119074388|XP_037036406.1|BCOP	CCAP1982_LOCUS12141|CAD7003704.1|CCAP, CCAP1982_LOCUS12138|CAD7003701.1|CCAP
OG0004863	LOC119084931|XP_037050965.1|BCOP	CCAP1982_LOCUS12888|CAD7004484.1|CCAP
OG0004864	LOC119081219|XP_037045838.1|BCOP	CCAP1982_LOCUS11524|CAD7003061.1|CCAP
OG0004865	LOC119080887|XP_037045361.1|BCOP	CCAP1982_LOCUS2749|CAD6993964.1|CCAP
OG0004866	LOC119080369|XP_037044561.1|BCOP	CCAP1982_LOCUS13141|CAD7004748.1|CCAP
OG0004867	LOC119073990|XP_037035795.1|BCOP	CCAP1982_LOCUS22038|CAD7014032.1|CCAP
OG0004868	LOC119079744|XP_037043708.1|BCOP	CCAP1982_LOCUS22037|CAD7014031.1|CCAP
OG0004869	LOC119081377|XP_037046154.1|BCOP	CCAP1982_LOCUS21809|CAD7013788.1|CCAP
OG0004870	LOC119081382|XP_037046165.1|BCOP	CCAP1982_LOCUS21814|CAD7013793.1|CCAP
OG0004871	LOC119078931|XP_037042571.1|BCOP	CCAP1982_LOCUS21377|CAD7013306.1|CCAP
OG0004872	LOC119081560|XP_037046484.1|BCOP	CCAP1982_LOCUS7248|CAD6998690.1|CCAP
OG0004873	LOC119071534|XP_037032314.1|BCOP	CCAP1982_LOCUS8825|CAD7000342.1|CCAP
OG0004874	LOC119077748|XP_037040934.1|BCOP	CCAP1982_LOCUS783|CAD6991892.1|CCAP
OG0004877	LOC119075483|XP_037037829.1|BCOP	CCAP1982_LOCUS14965|CAD7006662.1|CCAP
OG0004878	LOC119080515|XP_037044819.1|BCOP	CCAP1982_LOCUS21200|CAD7013128.1|CCAP
OG0004879	LOC119073821|XP_037035500.1|BCOP	CCAP1982_LOCUS20497|CAD7012410.1|CCAP
OG0004880	LOC119073313|XP_037034596.1|BCOP	CCAP1982_LOCUS13491|CAD7005129.1|CCAP
OG0004881	LOC119081274|XP_037045925.1|BCOP	CCAP1982_LOCUS11318|CAD7002849.1|CCAP
OG0004882	LOC119081283|XP_037045939.1|BCOP	CCAP1982_LOCUS12759|CAD7004343.1|CCAP
OG0004883	LOC119081280|XP_037045935.1|BCOP	CCAP1982_LOCUS13230|CAD7004844.1|CCAP
OG0004884	LOC119073428|XP_037034784.1|BCOP	CCAP1982_LOCUS21713|CAD7013670.1|CCAP
OG0004886	LOC119080153|XP_037044265.1|BCOP	CCAP1982_LOCUS7085|CAD6998494.1|CCAP
OG0004887	LOC119080147|XP_037044261.1|BCOP	CCAP1982_LOCUS22356|CAD7014359.1|CCAP
OG0004888	LOC119075404|XP_037037746.1|BCOP	CCAP1982_LOCUS22112|CAD7014106.1|CCAP
OG0004889	LOC119074112|XP_037035973.1|BCOP	CCAP1982_LOCUS8569|CAD7000067.1|CCAP
OG0004890	LOC119080893|XP_037045368.1|BCOP	CCAP1982_LOCUS21242|CAD7013171.1|CCAP
OG0004892	LOC119071890|XP_037032884.1|BCOP	CCAP1982_LOCUS19617|CAD7011528.1|CCAP
OG0004893	LOC119079913|XP_037043898.1|BCOP	CCAP1982_LOCUS20552|CAD7012472.1|CCAP
OG0004894	LOC119077347|XP_037040431.1|BCOP	CCAP1982_LOCUS23113|CAD7015163.1|CCAP
OG0004895	LOC119074084|XP_037035934.1|BCOP	CCAP1982_LOCUS22245|CAD7014242.1|CCAP
OG0004896	LOC119085038|XP_037051129.1|BCOP	CCAP1982_LOCUS23034|CAD7015078.1|CCAP
OG0004897	LOC119081407|XP_037046196.1|BCOP	CCAP1982_LOCUS23039|CAD7015084.1|CCAP
OG0004898	LOC119073887|XP_037035667.1|BCOP	CCAP1982_LOCUS22377|CAD7014382.1|CCAP
OG0004899	LOC119079716|XP_037043667.1|BCOP	CCAP1982_LOCUS22723|CAD7014746.1|CCAP
OG0004900	LOC119079987|XP_037044039.1|BCOP	CCAP1982_LOCUS22618|CAD7014627.1|CCAP
OG0004901	LOC119079334|XP_037043047.1|BCOP	CCAP1982_LOCUS22617|CAD7014626.1|CCAP
OG0004902	LOC119070375|XP_037030578.1|BCOP	CCAP1982_LOCUS11611|CAD7003150.1|CCAP
OG0004903	LOC119084961|XP_037051004.1|BCOP	CCAP1982_LOCUS22573|CAD7014574.1|CCAP
OG0004904	LOC119074005|XP_037035834.1|BCOP	CCAP1982_LOCUS21459|CAD7013394.1|CCAP
OG0004905	LOC119073847|XP_037035584.1|BCOP	CCAP1982_LOCUS7092|CAD6998501.1|CCAP
OG0004906	LOC119080319|XP_037044488.1|BCOP	CCAP1982_LOCUS12916|CAD7004518.1|CCAP
OG0004907	LOC119080380|XP_037044582.1|BCOP	CCAP1982_LOCUS13144|CAD7004751.1|CCAP
OG0004908	LOC119080341|XP_037044532.1|BCOP, LOC119080342|XP_037044533.1|BCOP	CCAP1982_LOCUS11719|CAD7003257.1|CCAP
OG0004909	LOC119071877|XP_037032854.1|BCOP	CCAP1982_LOCUS11729|CAD7003267.1|CCAP
OG0004910	LOC119071865|XP_037032825.1|BCOP	CCAP1982_LOCUS14793|CAD7006475.1|CCAP
OG0004911	LOC119077381|XP_037040472.1|BCOP	CCAP1982_LOCUS13091|CAD7004698.1|CCAP
OG0004912	LOC119080320|XP_037044493.1|BCOP, LOC119080321|XP_037044494.1|BCOP	CCAP1982_LOCUS12917|CAD7004519.1|CCAP
OG0004913	LOC119084868|XP_037050900.1|BCOP	CCAP1982_LOCUS22039|CAD7014033.1|CCAP
OG0004914	LOC119076239|XP_037038800.1|BCOP	CCAP1982_LOCUS22044|CAD7014038.1|CCAP
OG0004915	LOC119075480|XP_037037825.1|BCOP	CCAP1982_LOCUS23402|CAD7015462.1|CCAP
OG0004916	LOC119080698|XP_037045046.1|BCOP	CCAP1982_LOCUS22427|CAD7014431.1|CCAP
OG0004917	LOC119074973|XP_037037271.1|BCOP	CCAP1982_LOCUS14901|CAD7006590.1|CCAP
OG0004918	LOC119073188|XP_037034394.1|BCOP	CCAP1982_LOCUS14903|CAD7006592.1|CCAP
OG0004919	LOC119081123|XP_037045761.1|BCOP	CCAP1982_LOCUS442|CAD6991523.1|CCAP
OG0004920	LOC119076625|XP_037039390.1|BCOP	CCAP1982_LOCUS14464|CAD7006135.1|CCAP
OG0004921	LOC119075016|XP_037037322.1|BCOP	CCAP1982_LOCUS13031|CAD7004636.1|CCAP
OG0004922	LOC119067779|XP_037026813.1|BCOP	CCAP1982_LOCUS11225|CAD7002751.1|CCAP
OG0004923	LOC119079333|XP_037043051.1|BCOP	CCAP1982_LOCUS11167|CAD7002689.1|CCAP
OG0004924	LOC119080455|XP_037044718.1|BCOP, LOC119074859|XP_037037067.1|BCOP	CCAP1982_LOCUS12528|CAD7004107.1|CCAP
OG0004925	LOC119083668|XP_037049348.1|BCOP	CCAP1982_LOCUS12578|CAD7004158.1|CCAP
OG0004926	LOC119086074|XP_037052548.1|BCOP	CCAP1982_LOCUS14939|CAD7006633.1|CCAP
OG0004927	LOC119073245|XP_037034460.1|BCOP	CCAP1982_LOCUS14993|CAD7006694.1|CCAP
OG0004928	LOC119083561|XP_037049175.1|BCOP	CCAP1982_LOCUS21917|CAD7013902.1|CCAP
OG0004929	LOC119073144|XP_037034337.1|BCOP, LOC119073142|XP_037034335.1|BCOP	CCAP1982_LOCUS11530|CAD7003067.1|CCAP
OG0004930	LOC119081722|XP_037046759.1|BCOP	CCAP1982_LOCUS22942|CAD7014983.1|CCAP
OG0004931	LOC119081831|XP_037046963.1|BCOP, LOC119075139|XP_037037418.1|BCOP	CCAP1982_LOCUS22635|CAD7014646.1|CCAP
OG0004932	LOC119073436|XP_037034812.1|BCOP	CCAP1982_LOCUS12169|CAD7003732.1|CCAP
OG0004933	LOC119079833|XP_037043794.1|BCOP	CCAP1982_LOCUS7196|CAD6998623.1|CCAP
OG0004934	LOC119079265|XP_037042938.1|BCOP	CCAP1982_LOCUS7200|CAD6998628.1|CCAP
OG0004935	LOC119080367|XP_037044559.1|BCOP	CCAP1982_LOCUS21878|CAD7013861.1|CCAP
OG0004936	LOC119080314|XP_037044484.1|BCOP	CCAP1982_LOCUS12915|CAD7004517.1|CCAP
OG0004937	LOC119081616|XP_037046557.1|BCOP	CCAP1982_LOCUS20261|CAD7012159.1|CCAP
OG0004938	LOC119079896|XP_037043880.1|BCOP	CCAP1982_LOCUS12061|CAD7003621.1|CCAP
OG0004940	LOC119077365|XP_037040445.1|BCOP	CCAP1982_LOCUS12871|CAD7004465.1|CCAP
OG0004941	LOC119079991|XP_037044049.1|BCOP	CCAP1982_LOCUS12170|CAD7003733.1|CCAP
OG0004942	LOC119076517|XP_037039201.1|BCOP	CCAP1982_LOCUS11521|CAD7003058.1|CCAP
OG0004943	LOC119076891|XP_037039794.1|BCOP	CCAP1982_LOCUS14899|CAD7006588.1|CCAP
OG0004944	LOC119081254|XP_037045884.1|BCOP	CCAP1982_LOCUS11899|CAD7003445.1|CCAP
OG0004946	LOC119066317|XP_037024601.1|BCOP	CCAP1982_LOCUS13890|CAD7005530.1|CCAP
OG0004947	LOC119084690|XP_037050665.1|BCOP	CCAP1982_LOCUS11517|CAD7003054.1|CCAP
OG0004948	LOC119076038|XP_037038560.1|BCOP	CCAP1982_LOCUS11515|CAD7003052.1|CCAP
OG0004949	LOC119076222|XP_037038775.1|BCOP	CCAP1982_LOCUS11508|CAD7003045.1|CCAP
OG0004950	LOC119073892|XP_037035675.1|BCOP	CCAP1982_LOCUS12161|CAD7003724.1|CCAP
OG0004951	LOC119068251|XP_037027682.1|BCOP	CCAP1982_LOCUS2776|CAD6993995.1|CCAP
OG0004952	LOC119077106|XP_037040164.1|BCOP	CCAP1982_LOCUS10827|CAD7002341.1|CCAP
OG0004953	LOC119084905|XP_037050955.1|BCOP	CCAP1982_LOCUS12149|CAD7003712.1|CCAP
OG0004954	LOC119073320|XP_037034605.1|BCOP	CCAP1982_LOCUS12151|CAD7003714.1|CCAP
OG0004955	LOC119079260|XP_037042935.1|BCOP, LOC119079419|XP_037043218.1|BCOP	CCAP1982_LOCUS12929|CAD7004532.1|CCAP
OG0004956	LOC119079417|XP_037043215.1|BCOP	CCAP1982_LOCUS21829|CAD7013809.1|CCAP
OG0004957	LOC119073733|XP_037035260.1|BCOP	CCAP1982_LOCUS11289|CAD7002819.1|CCAP
OG0004958	LOC119081433|XP_037046249.1|BCOP	CCAP1982_LOCUS14958|CAD7006655.1|CCAP
OG0004959	LOC119074040|XP_037035881.1|BCOP	CCAP1982_LOCUS14959|CAD7006656.1|CCAP
OG0004960	LOC119078298|XP_037041687.1|BCOP	CCAP1982_LOCUS14960|CAD7006657.1|CCAP
OG0004961	LOC119084962|XP_037051006.1|BCOP	CCAP1982_LOCUS21618|CAD7013562.1|CCAP
OG0004962	LOC119073263|XP_037034536.1|BCOP	CCAP1982_LOCUS14417|CAD7006085.1|CCAP
OG0004963	LOC119084801|XP_037050763.1|BCOP	CCAP1982_LOCUS11670|CAD7003210.1|CCAP
OG0004964	LOC119081263|XP_037045899.1|BCOP	CCAP1982_LOCUS12091|CAD7003653.1|CCAP
OG0004965	LOC119080539|XP_037044848.1|BCOP	CCAP1982_LOCUS12614|CAD7004195.1|CCAP
OG0004966	LOC119080490|XP_037044777.1|BCOP	CCAP1982_LOCUS12615|CAD7004196.1|CCAP
OG0004967	LOC119081371|XP_037046145.1|BCOP	CCAP1982_LOCUS21807|CAD7013784.1|CCAP
OG0004968	LOC119080918|XP_037045429.1|BCOP	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC119083682|XP_037049362.1|BCOP	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC119080913|XP_037045415.1|BCOP	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC119080915|XP_037045420.1|BCOP	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC119080934|XP_037045449.1|BCOP	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC119080720|XP_037045101.1|BCOP	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC119080177|XP_037044298.1|BCOP	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC119082796|XP_037048338.1|BCOP	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC119073470|XP_037034870.1|BCOP	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC119084805|XP_037050771.1|BCOP	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC119080645|XP_037044953.1|BCOP	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC119071510|XP_037032268.1|BCOP	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC119071300|XP_037032073.1|BCOP	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC119071251|XP_037031984.1|BCOP	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC119073305|XP_037034582.1|BCOP	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC119073303|XP_037034580.1|BCOP	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC119083866|XP_037049567.1|BCOP	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC119072209|XP_037033277.1|BCOP	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC119080661|XP_037044980.1|BCOP	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004988	LOC119080695|XP_037045039.1|BCOP	CCAP1982_LOCUS10872|CAD7002378.1|CCAP
OG0004989	LOC119080758|XP_037045213.1|BCOP	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC119080383|XP_037044585.1|BCOP	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC119080381|XP_037044583.1|BCOP	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004994	LOC119077236|XP_037040301.1|BCOP	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004997	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC119080350|XP_037044547.1|BCOP	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC119085242|XP_037051460.1|BCOP	CCAP1982_LOCUS13324|CAD7004945.1|CCAP, CCAP1982_LOCUS13325|CAD7004946.1|CCAP
OG0005000	LOC119073414|XP_037034757.1|BCOP	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC119075762|XP_037038201.1|BCOP	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC119077769|XP_037040978.1|BCOP	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC119080535|XP_037044843.1|BCOP	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC119081614|XP_037046555.1|BCOP	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC119079297|XP_037042979.1|BCOP	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC119079664|XP_037043609.1|BCOP	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC119079272|XP_037042946.1|BCOP	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC119079683|XP_037043635.1|BCOP	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC119073419|XP_037034759.1|BCOP	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC119078133|XP_037041530.1|BCOP	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC119072370|XP_037033460.1|BCOP	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC119080448|XP_037044708.1|BCOP	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005015	LOC119079346|XP_037043071.1|BCOP	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC119074671|XP_037036853.1|BCOP	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC119066121|XP_037024300.1|BCOP	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC119076971|XP_037039962.1|BCOP	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC119076429|XP_037039073.1|BCOP	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC119081392|XP_037046174.1|BCOP	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC119077651|XP_037040766.1|BCOP	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
OG0005022	LOC119068432|XP_037027897.1|BCOP	CCAP1982_LOCUS14729|CAD7006409.1|CCAP
OG0005023	LOC119079831|XP_037043792.1|BCOP	CCAP1982_LOCUS21236|CAD7013165.1|CCAP
OG0005024	LOC119076642|XP_037039408.1|BCOP	CCAP1982_LOCUS14920|CAD7006611.1|CCAP
OG0005025	LOC119074896|XP_037037138.1|BCOP	CCAP1982_LOCUS13207|CAD7004818.1|CCAP
OG0005026	LOC119081220|XP_037045839.1|BCOP	CCAP1982_LOCUS12994|CAD7004599.1|CCAP
OG0005027	LOC119073701|XP_037035196.1|BCOP	CCAP1982_LOCUS13047|CAD7004652.1|CCAP
OG0005028	LOC119068477|XP_037027983.1|BCOP	CCAP1982_LOCUS2226|CAD6993411.1|CCAP
OG0005029	LOC119075588|XP_037037955.1|BCOP	CCAP1982_LOCUS11906|CAD7003452.1|CCAP
OG0005030	LOC119068277|XP_037027706.1|BCOP	CCAP1982_LOCUS12572|CAD7004152.1|CCAP
OG0005031	LOC119086060|XP_037052530.1|BCOP	CCAP1982_LOCUS11794|CAD7003334.1|CCAP
OG0005032	LOC119076635|XP_037039398.1|BCOP	CCAP1982_LOCUS12957|CAD7004561.1|CCAP
OG0005033	LOC119081726|XP_037046767.1|BCOP	CCAP1982_LOCUS12947|CAD7004550.1|CCAP
OG0005034	LOC119081823|XP_037046954.1|BCOP	CCAP1982_LOCUS12946|CAD7004549.1|CCAP
OG0005035	LOC119080717|XP_037045094.1|BCOP	CCAP1982_LOCUS11911|CAD7003458.1|CCAP
OG0005036	LOC119067221|XP_037025963.1|BCOP	CCAP1982_LOCUS14422|CAD7006090.1|CCAP
OG0005037	LOC119073608|XP_037035078.1|BCOP	CCAP1982_LOCUS11831|CAD7003372.1|CCAP
OG0005038	LOC119075194|XP_037037482.1|BCOP	CCAP1982_LOCUS11572|CAD7003109.1|CCAP
OG0005039	LOC119070323|XP_037030486.1|BCOP	CCAP1982_LOCUS8174|CAD6999640.1|CCAP
OG0005040	LOC119073817|XP_037035489.1|BCOP	CCAP1982_LOCUS13023|CAD7004628.1|CCAP
OG0005041	LOC119081329|XP_037046011.1|BCOP	CCAP1982_LOCUS14418|CAD7006086.1|CCAP
OG0005042	LOC119084797|XP_037050757.1|BCOP	CCAP1982_LOCUS14946|CAD7006641.1|CCAP
OG0005043	LOC119073901|XP_037035685.1|BCOP	CCAP1982_LOCUS21798|CAD7013775.1|CCAP
