Orthogroup	BCOP.longest_only	AAEG.longest_only
OG0005119	LOC119073431|XP_037034799.1|BCOP	LOC5577794|XP_021698933.1|AAEG
OG0005120	LOC119080639|XP_037044947.1|BCOP	LOC5571331|XP_021698959.1|AAEG
OG0005121	LOC119077502|XP_037040622.1|BCOP	LOC5571377|XP_001659659.2|AAEG
OG0005122	LOC119077508|XP_037040635.1|BCOP	LOC110676232|XP_021698972.1|AAEG
OG0005123	LOC119079514|XP_037043374.1|BCOP	LOC5577267|XP_011493702.1|AAEG
OG0005124	LOC119079415|XP_037043217.1|BCOP	LOC110676235|XP_021698994.1|AAEG
OG0005125	LOC119081261|XP_037045892.1|BCOP	LOC5570290|XP_021698989.1|AAEG
OG0005126	LOC119081721|XP_037046758.1|BCOP	LOC5578578|XP_001663970.2|AAEG
OG0005127	LOC119080607|XP_037044902.1|BCOP	LOC5577316|XP_021699018.1|AAEG
OG0005128	LOC119075477|XP_037037827.1|BCOP	LOC5574463|XP_001661478.2|AAEG
OG0005129	LOC119085946|XP_037052395.1|BCOP	LOC5573276|XP_021699031.1|AAEG
OG0005130	LOC119077598|XP_037040704.1|BCOP	LOC5573290|XP_001654503.1|AAEG
OG0005131	LOC119073312|XP_037034599.1|BCOP	LOC5572637|XP_021699078.1|AAEG
OG0005132	LOC119074817|XP_037037003.1|BCOP	LOC5576420|XP_001656123.2|AAEG
OG0005133	LOC119077869|XP_037041113.1|BCOP	LOC5576069|XP_021699115.1|AAEG
OG0005134	LOC119079839|XP_037043796.1|BCOP	LOC5566455|XP_021699127.1|AAEG
OG0005135	LOC119079897|XP_037043881.1|BCOP	LOC5575500|XP_021699128.1|AAEG
OG0005136	LOC119075700|XP_037038124.1|BCOP	LOC5575496|XP_021699139.1|AAEG
OG0005137	LOC119080665|XP_037044986.1|BCOP	LOC5575936|XP_021699157.1|AAEG
OG0005138	LOC119074120|XP_037035999.1|BCOP	LOC5575943|XP_001662295.2|AAEG
OG0005139	LOC119076669|XP_037039458.1|BCOP	LOC5575942|XP_021699168.1|AAEG
OG0005140	LOC119077162|XP_037040247.1|BCOP	LOC5577291|XP_001656392.1|AAEG
OG0005141	LOC119074510|XP_037036565.1|BCOP	LOC5577287|XP_021699177.1|AAEG
OG0005142	LOC119084882|XP_037050923.1|BCOP	LOC5575611|XP_001662100.1|AAEG
OG0005143	LOC119080464|XP_037044730.1|BCOP	LOC5566151|XP_021699214.1|AAEG
OG0005145	LOC119073956|XP_037035740.1|BCOP	LOC5577143|XP_001663234.1|AAEG
OG0005147	LOC119066850|XP_037025412.1|BCOP	LOC5575476|XP_021699225.1|AAEG
OG0005148	LOC119081290|XP_037045947.1|BCOP	LOC5572944|XP_021699241.1|AAEG
OG0005149	LOC119079582|XP_037043468.1|BCOP	LOC5573012|XP_001654339.2|AAEG
OG0005150	LOC119081064|XP_037045675.1|BCOP	LOC5573005|XP_001654333.2|AAEG
OG0005151	LOC119073562|XP_037035013.1|BCOP	LOC5573002|XP_001654329.2|AAEG
OG0005152	LOC119073647|XP_037035140.1|BCOP	LOC5573000|XP_021699260.1|AAEG
OG0005153	LOC119080243|XP_037044387.1|BCOP	LOC5574537|XP_001655190.2|AAEG
OG0005154	LOC119073443|XP_037034827.1|BCOP	LOC5574535|XP_021699270.1|AAEG
OG0005156	LOC119069958|XP_037030084.1|BCOP	LOC5578852|XP_001664059.2|AAEG
OG0005157	LOC119073348|XP_037034637.1|BCOP	LOC5578857|XP_021699346.1|AAEG
OG0005158	LOC119073422|XP_037034762.1|BCOP	LOC5571044|XP_001659481.2|AAEG
OG0005159	LOC119073666|XP_037035165.1|BCOP	LOC5571047|XP_001659486.1|AAEG
OG0005160	LOC119079633|XP_037043542.1|BCOP	LOC5578058|XP_001663680.2|AAEG
OG0005161	LOC119073580|XP_037035044.1|BCOP	LOC5579431|XP_021699390.1|AAEG
OG0005162	LOC119077712|XP_037040886.1|BCOP	LOC5572866|XP_001660625.1|AAEG
OG0005163	LOC119069179|XP_037029003.1|BCOP	LOC5575934|XP_021699423.1|AAEG
OG0005164	LOC119080839|XP_037045295.1|BCOP	LOC5570350|XP_001653179.2|AAEG
OG0005165	LOC119081626|XP_037046571.1|BCOP	LOC5570334|XP_021699477.1|AAEG
OG0005166	LOC119081574|XP_037046504.1|BCOP	LOC5578485|XP_021699522.1|AAEG
OG0005167	LOC119081575|XP_037046505.1|BCOP	LOC5578487|XP_001663881.1|AAEG
OG0005168	LOC119080667|XP_037044993.1|BCOP	LOC5578491|XP_001663880.2|AAEG
OG0005169	LOC119080081|XP_037044196.1|BCOP	LOC5578489|XP_001663876.2|AAEG
OG0005170	LOC119080030|XP_037044107.1|BCOP	LOC5575655|XP_001655801.1|AAEG
OG0005171	LOC119080051|XP_037044152.1|BCOP	LOC5575654|XP_001655800.2|AAEG
OG0005172	LOC119073980|XP_037035784.1|BCOP	LOC5570721|XP_021699545.1|AAEG
OG0005173	LOC119075199|XP_037037487.1|BCOP	LOC5566073|XP_001650441.1|AAEG
OG0005174	LOC119079624|XP_037043516.1|BCOP	LOC5574454|XP_001661468.1|AAEG
OG0005175	LOC119079587|XP_037043472.1|BCOP	LOC5576998|XP_021699571.1|AAEG
OG0005176	LOC119083615|XP_037049247.1|BCOP	LOC5576990|XP_021699576.1|AAEG
OG0005177	LOC119079599|XP_037043487.1|BCOP	LOC5576988|XP_001663090.2|AAEG
OG0005178	LOC119069207|XP_037029074.1|BCOP	LOC5576987|XP_001663088.2|AAEG
OG0005179	LOC119073285|XP_037034564.1|BCOP	LOC5576978|XP_001663073.1|AAEG
OG0005180	LOC119083646|XP_037049310.1|BCOP	LOC5574475|XP_021699621.1|AAEG
OG0005181	LOC119066599|XP_037025050.1|BCOP	LOC5567497|XP_021699634.1|AAEG
OG0005182	LOC119073822|XP_037035501.1|BCOP	LOC5570864|XP_021699637.1|AAEG
OG0005183	LOC119073873|XP_037035639.1|BCOP	LOC5570867|XP_021699639.1|AAEG
OG0005184	LOC119069021|XP_037028791.1|BCOP	LOC5570869|XP_001659381.2|AAEG
OG0005185	LOC119073879|XP_037035654.1|BCOP	LOC5570868|XP_001659382.1|AAEG
OG0005186	LOC119075486|XP_037037834.1|BCOP	LOC5570873|XP_021699655.1|AAEG
OG0005187	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP	LOC5575624|XP_021699700.1|AAEG
OG0005188	LOC119073391|XP_037034712.1|BCOP	LOC5575626|XP_001662113.2|AAEG
OG0005189	LOC119070199|XP_037030390.1|BCOP	LOC5576376|XP_021699717.1|AAEG
OG0005190	LOC119076736|XP_037039552.1|BCOP	LOC5576378|XP_001662601.2|AAEG
OG0005191	LOC119082156|XP_037047454.1|BCOP	LOC5569577|XP_001658640.1|AAEG
OG0005192	LOC119079969|XP_037044003.1|BCOP	LOC5569573|XP_021699748.1|AAEG
OG0005193	LOC119079965|XP_037043974.1|BCOP	LOC5567711|XP_021699757.1|AAEG
OG0005194	LOC119081552|XP_037046470.1|BCOP	LOC5569028|XP_021699811.1|AAEG
OG0005195	LOC119080586|XP_037044874.1|BCOP	LOC5569029|XP_001658286.1|AAEG
OG0005196	LOC119082799|XP_037048340.1|BCOP	LOC5569030|XP_021699818.1|AAEG
OG0005197	LOC119080462|XP_037044729.1|BCOP	LOC5565717|XP_021699825.1|AAEG
OG0005198	LOC119080707|XP_037045062.1|BCOP	LOC5569248|XP_001658394.2|AAEG
OG0005199	LOC119073533|XP_037034969.1|BCOP	LOC5574831|XP_001661660.2|AAEG
OG0005200	LOC119072421|XP_037033534.1|BCOP	LOC5574636|XP_001661551.2|AAEG
OG0005201	LOC119081756|XP_037046838.1|BCOP	LOC5572044|XP_021699940.1|AAEG
OG0005202	LOC119079952|XP_037043958.1|BCOP	LOC5572051|XP_021699955.1|AAEG
OG0005203	LOC119071140|XP_037031732.1|BCOP	LOC5569977|XP_021700033.1|AAEG
OG0005204	LOC119066263|XP_037024512.1|BCOP	LOC5574386|XP_021700111.1|AAEG
OG0005205	LOC119081957|XP_037047147.1|BCOP	LOC5574371|XP_021700118.1|AAEG
OG0005206	LOC119081540|XP_037046439.1|BCOP	LOC5569120|XP_001652723.2|AAEG
OG0005207	LOC119084872|XP_037050906.1|BCOP	LOC5569118|XP_001652717.1|AAEG
OG0005208	LOC119074500|XP_037036551.1|BCOP	LOC5569112|XP_001652711.2|AAEG
OG0005209	LOC119085259|XP_037051502.1|BCOP	LOC5569110|XP_001652709.2|AAEG
OG0005210	LOC119085245|XP_037051469.1|BCOP	LOC5569106|XP_021700165.1|AAEG
OG0005211	LOC119080134|XP_037044247.1|BCOP	LOC5574370|XP_021700193.1|AAEG
OG0005212	LOC119073775|XP_037035337.1|BCOP	LOC5574364|XP_001661398.1|AAEG
OG0005213	LOC119078963|XP_037042608.1|BCOP	LOC5580252|XP_001662645.1|AAEG
OG0005214	LOC119075622|XP_037037994.1|BCOP	LOC5564197|XP_021700230.1|AAEG
OG0005215	LOC119066954|XP_037025571.1|BCOP	LOC5564200|XP_021700231.1|AAEG
OG0005216	LOC119074300|XP_037036259.1|BCOP	LOC5570936|XP_001659411.1|AAEG
OG0005217	LOC119071633|XP_037032490.1|BCOP	LOC5577722|XP_021700248.1|AAEG
OG0005218	LOC119079274|XP_037042951.1|BCOP	LOC5577721|XP_011493717.1|AAEG
OG0005219	LOC119067509|XP_037026416.1|BCOP	LOC5571137|XP_021700258.1|AAEG
OG0005220	LOC119079920|XP_037043910.1|BCOP	LOC5571140|XP_001653450.2|AAEG
OG0005221	LOC119076588|XP_037039322.1|BCOP	LOC5571138|XP_021700259.1|AAEG
OG0005222	LOC119072234|XP_037033302.1|BCOP	LOC5571145|XP_021700273.1|AAEG
OG0005223	LOC119079446|XP_037043255.1|BCOP	LOC110680910|XP_021712389.1|AAEG, LOC5568634|XP_021700310.1|AAEG, LOC110681458|XP_021712909.1|AAEG
OG0005224	LOC119082107|XP_037047377.1|BCOP	LOC5575438|XP_021700357.1|AAEG
OG0005225	LOC119078510|XP_037041966.1|BCOP	LOC5575440|XP_001661961.1|AAEG
OG0005226	LOC119079031|XP_037042710.1|BCOP	LOC5567173|XP_021700382.1|AAEG
OG0005227	LOC119079115|XP_037042835.1|BCOP	LOC5566532|XP_021700389.1|AAEG
OG0005228	LOC119079083|XP_037042788.1|BCOP	LOC5578148|XP_021700391.1|AAEG
OG0005229	LOC119066344|XP_037024652.1|BCOP	LOC5578157|XP_021700406.1|AAEG
OG0005230	LOC119066332|XP_037024626.1|BCOP	LOC5571941|XP_021700411.1|AAEG
OG0005231	LOC119066347|XP_037024658.1|BCOP	LOC5570241|XP_001659017.1|AAEG
OG0005232	LOC119081949|XP_037047129.1|BCOP	LOC5569378|XP_021700455.1|AAEG
OG0005233	LOC119081990|XP_037047205.1|BCOP	LOC5569372|XP_001658449.1|AAEG
OG0005234	LOC119085147|XP_037051324.1|BCOP	LOC5569509|XP_001658594.2|AAEG
OG0005235	LOC119066465|XP_037024866.1|BCOP	LOC5568224|XP_001652156.1|AAEG
OG0005236	LOC119066466|XP_037024867.1|BCOP	LOC5568225|XP_001652157.1|AAEG
OG0005237	LOC119066457|XP_037024857.1|BCOP	LOC5568228|XP_001652160.1|AAEG
OG0005239	LOC119077090|XP_037040144.1|BCOP	LOC5580326|XP_021700498.1|AAEG
OG0005240	LOC119077009|XP_037040017.1|BCOP	LOC5580330|XP_001663283.1|AAEG
OG0005241	LOC119070764|XP_037031134.1|BCOP	LOC5580331|XP_021700501.1|AAEG
OG0005242	LOC119066966|XP_037025592.1|BCOP	LOC5577421|XP_001656500.1|AAEG
OG0005243	LOC119066134|XP_037024320.1|BCOP	LOC5564177|XP_021700513.1|AAEG
OG0005244	LOC119069071|XP_037028847.1|BCOP	LOC5578372|XP_021700520.1|AAEG
OG0005245	LOC119076822|XP_037039711.1|BCOP	LOC5578370|XP_001656941.2|AAEG
OG0005246	LOC119082565|XP_037047990.1|BCOP	LOC5578367|XP_001656938.1|AAEG
OG0005247	LOC119073462|XP_037034861.1|BCOP	LOC5578363|XP_021700522.1|AAEG
OG0005248	LOC119075864|XP_037038317.1|BCOP	LOC5565620|XP_021700538.1|AAEG
OG0005249	LOC119077637|XP_037040753.1|BCOP	LOC5566446|XP_001650815.2|AAEG
OG0005250	LOC119085246|XP_037051471.1|BCOP	LOC5566421|XP_021700547.1|AAEG
OG0005251	LOC119078722|XP_037042289.1|BCOP	LOC5565682|XP_021700571.1|AAEG
OG0005252	LOC119072745|XP_037033925.1|BCOP	LOC5565690|XP_021700580.1|AAEG
OG0005253	LOC119082330|XP_037047732.1|BCOP	LOC5570923|XP_021700599.1|AAEG
OG0005254	LOC119085884|XP_037052294.1|BCOP	LOC5570918|XP_021700625.1|AAEG
OG0005255	LOC119072789|XP_037033980.1|BCOP	LOC5570917|XP_001653396.1|AAEG
OG0005256	LOC119085976|XP_037052434.1|BCOP	LOC5570929|XP_001653390.1|AAEG
OG0005257	LOC119073781|XP_037035352.1|BCOP	LOC5570912|XP_001653389.1|AAEG
OG0005258	LOC119081935|XP_037047085.1|BCOP	LOC5570928|XP_021700653.1|AAEG
OG0005259	LOC119081953|XP_037047142.1|BCOP	LOC5570898|XP_021700676.1|AAEG
OG0005260	LOC119067376|XP_037026192.1|BCOP	LOC5572919|XP_001654254.1|AAEG
OG0005261	LOC119067374|XP_037026190.1|BCOP	LOC5572921|XP_001654256.1|AAEG
OG0005262	LOC119081048|XP_037045647.1|BCOP	LOC5574731|XP_001661622.1|AAEG
OG0005263	LOC119076976|XP_037039965.1|BCOP	LOC5571729|XP_021700723.1|AAEG
OG0005264	LOC119076985|XP_037039984.1|BCOP	LOC5571727|XP_001659869.2|AAEG
OG0005265	LOC119067102|XP_037025760.1|BCOP	LOC5571428|XP_021700745.1|AAEG
OG0005266	LOC119076250|XP_037038811.1|BCOP	LOC5571427|XP_021700747.1|AAEG
OG0005267	LOC119084575|XP_037050525.1|BCOP	LOC5571418|XP_021700756.1|AAEG
OG0005268	LOC119075654|XP_037038047.1|BCOP	LOC5571419|XP_001659672.1|AAEG
OG0005269	LOC119081692|XP_037046684.1|BCOP	LOC5577780|XP_021700762.1|AAEG
OG0005270	LOC119084573|XP_037050523.1|BCOP	LOC5566353|XP_001650713.1|AAEG
OG0005271	LOC119084563|XP_037050472.1|BCOP	LOC5566349|XP_021700773.1|AAEG
OG0005272	LOC119084565|XP_037050477.1|BCOP	LOC5566328|XP_001650717.1|AAEG
OG0005273	LOC119084591|XP_037050532.1|BCOP	LOC5569673|XP_001652939.1|AAEG
OG0005274	LOC119084592|XP_037050533.1|BCOP	LOC5569676|XP_021700780.1|AAEG
OG0005275	LOC119082059|XP_037047285.1|BCOP	LOC5569675|XP_021700782.1|AAEG
OG0005276	LOC119081894|XP_037047016.1|BCOP	LOC5566721|XP_021700793.1|AAEG
OG0005277	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP	LOC5570421|XP_001659131.2|AAEG
OG0005278	LOC119068655|XP_037028228.1|BCOP	LOC5570426|XP_001659130.2|AAEG
OG0005279	LOC119078697|XP_037042254.1|BCOP	LOC5570433|XP_021700800.1|AAEG
OG0005280	LOC119066378|XP_037024702.1|BCOP	LOC5572646|XP_021700807.1|AAEG
OG0005281	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP	LOC5572657|XP_001654157.2|AAEG
OG0005282	LOC119074009|XP_037035837.1|BCOP	LOC5572662|XP_021700832.1|AAEG
OG0005283	LOC119081418|XP_037046214.1|BCOP	LOC5572663|XP_021700837.1|AAEG
OG0005284	LOC119085819|XP_037052208.1|BCOP	LOC5572671|XP_021700843.1|AAEG
OG0005285	LOC119085820|XP_037052211.1|BCOP	LOC5564515|XP_001648853.2|AAEG, LOC110680321|XP_021711840.1|AAEG
OG0005286	LOC119085849|XP_037052250.1|BCOP	LOC5568761|XP_021700848.1|AAEG
OG0005287	LOC119085823|XP_037052214.1|BCOP	LOC5565249|XP_001649589.1|AAEG
OG0005288	LOC119072563|XP_037033698.1|BCOP	LOC5574312|XP_021700858.1|AAEG
OG0005289	LOC119078844|XP_037042444.1|BCOP	LOC5574311|XP_011493578.1|AAEG
OG0005290	LOC119078576|XP_037042047.1|BCOP	LOC5573648|XP_021700863.1|AAEG
OG0005291	LOC119075667|XP_037038074.1|BCOP	LOC5565779|XP_001650118.2|AAEG
OG0005292	LOC119072729|XP_037033898.1|BCOP	LOC5565760|XP_021700872.1|AAEG
OG0005293	LOC119072740|XP_037033916.1|BCOP	LOC5565768|XP_001650125.2|AAEG
OG0005294	LOC119085940|XP_037052388.1|BCOP	LOC5565783|XP_001650131.1|AAEG
OG0005295	LOC119072361|XP_037033445.1|BCOP	LOC5565778|XP_021700882.1|AAEG
OG0005296	LOC119072818|XP_037034008.1|BCOP	LOC5564855|XP_001649174.2|AAEG
OG0005297	LOC119082321|XP_037047716.1|BCOP	LOC5576295|XP_021700954.1|AAEG
OG0005298	LOC119078422|XP_037041825.1|BCOP	LOC5565353|XP_001649726.1|AAEG
OG0005299	LOC119069589|XP_037029574.1|BCOP	LOC5565386|XP_001649735.1|AAEG
OG0005300	LOC119078562|XP_037042026.1|BCOP	LOC5565370|XP_001649736.1|AAEG
OG0005301	LOC119076221|XP_037038767.1|BCOP	LOC5569178|XP_021701035.1|AAEG
OG0005302	LOC119076831|XP_037039730.1|BCOP	LOC5569184|XP_021701053.1|AAEG
OG0005303	LOC119084699|XP_037050670.1|BCOP	LOC5564504|XP_001648835.1|AAEG
OG0005304	LOC119084792|XP_037050752.1|BCOP	LOC5564507|XP_021701078.1|AAEG
OG0005305	LOC119073825|XP_037035514.1|BCOP	LOC5564513|XP_021701093.1|AAEG
OG0005306	LOC119078668|XP_037042220.1|BCOP	LOC5566988|XP_001651386.1|AAEG
OG0005307	LOC119078680|XP_037042233.1|BCOP	LOC5566967|XP_021701106.1|AAEG
OG0005308	LOC119072574|XP_037033716.1|BCOP	LOC5576572|XP_021701109.1|AAEG
OG0005309	LOC119075524|XP_037037888.1|BCOP	LOC5566523|XP_021701119.1|AAEG
OG0005310	LOC119082829|XP_037048377.1|BCOP	LOC5566520|XP_001650913.1|AAEG
OG0005311	LOC119080719|XP_037045098.1|BCOP	LOC110673977|XP_021701146.1|AAEG
OG0005312	LOC119078701|XP_037042259.1|BCOP	LOC5566512|XP_021701152.1|AAEG
OG0005313	LOC119070941|XP_037031381.1|BCOP	LOC23687644|XP_021701164.1|AAEG
OG0005314	LOC119072393|XP_037033501.1|BCOP	LOC5571678|XP_021701168.1|AAEG
OG0005316	LOC119080048|XP_037044148.1|BCOP	LOC5571683|XP_021701183.1|AAEG
OG0005317	LOC119078425|XP_037041829.1|BCOP	LOC5571662|XP_001653748.2|AAEG
OG0005318	LOC119082743|XP_037048219.1|BCOP	LOC5571658|XP_001653744.2|AAEG
OG0005319	LOC119067670|XP_037026671.1|BCOP	LOC5571645|XP_001653734.1|AAEG
OG0005320	LOC119082092|XP_037047355.1|BCOP	LOC5571646|XP_021701211.1|AAEG
OG0005321	LOC119066701|XP_037025193.1|BCOP	LOC5567454|XP_021701227.1|AAEG
OG0005322	LOC119082601|XP_037048053.1|BCOP	LOC5574508|XP_001655158.2|AAEG
OG0005323	LOC119066754|XP_037025280.1|BCOP	LOC5574506|XP_021701270.1|AAEG
OG0005324	LOC119076380|XP_037038993.1|BCOP	LOC5573849|XP_021701280.1|AAEG
OG0005325	LOC119076369|XP_037038972.1|BCOP	LOC5573854|XP_001654881.1|AAEG
OG0005326	LOC119076384|XP_037039000.1|BCOP	LOC5573850|XP_001654880.1|AAEG
OG0005327	LOC119083132|XP_037048666.1|BCOP	LOC5573844|XP_021701284.1|AAEG
OG0005328	LOC119078574|XP_037042045.1|BCOP	LOC5568808|XP_021701319.1|AAEG
OG0005329	LOC119076425|XP_037039065.1|BCOP	LOC5568806|XP_021701321.1|AAEG
OG0005330	LOC119074975|XP_037037272.1|BCOP	LOC5568805|XP_001658170.1|AAEG
OG0005331	LOC119078548|XP_037042014.1|BCOP	LOC110681452|XP_021712903.1|AAEG, LOC5568828|XP_001658194.1|AAEG
OG0005332	LOC119078517|XP_037041975.1|BCOP, LOC119078546|XP_037042011.1|BCOP	LOC5568829|XP_001658195.1|AAEG
OG0005333	LOC119075697|XP_037038118.1|BCOP	LOC5564977|XP_021701378.1|AAEG
OG0005334	LOC119082772|XP_037048261.1|BCOP	LOC5564994|XP_001649336.1|AAEG
OG0005336	LOC119082761|XP_037048242.1|BCOP	LOC5564995|XP_021701383.1|AAEG
OG0005337	LOC119070967|XP_037031434.1|BCOP	LOC5568985|XP_001658270.1|AAEG
OG0005338	LOC119075647|XP_037038027.1|BCOP	LOC5577471|XP_021701403.1|AAEG
OG0005339	LOC119075639|XP_037038017.1|BCOP	LOC5573493|XP_021701414.1|AAEG
OG0005340	LOC119066445|XP_037024837.1|BCOP	LOC5573492|XP_001660898.2|AAEG
OG0005341	LOC119074135|XP_037036016.1|BCOP	LOC5573494|XP_021701416.1|AAEG
OG0005342	LOC119072873|XP_037034071.1|BCOP	LOC5573495|XP_021701417.1|AAEG
OG0005343	LOC119085006|XP_037051082.1|BCOP	LOC5573500|XP_021701422.1|AAEG
OG0005344	LOC119085289|XP_037051542.1|BCOP	LOC5578762|XP_021701458.1|AAEG
OG0005345	LOC119072942|XP_037034164.1|BCOP	LOC5578758|XP_001657126.1|AAEG
OG0005346	LOC119066655|XP_037025126.1|BCOP	LOC5576425|XP_001662633.1|AAEG
OG0005347	LOC119085913|XP_037052358.1|BCOP	LOC5565689|XP_021701522.1|AAEG
OG0005348	LOC119085385|XP_037051672.1|BCOP	LOC5577734|XP_021701531.1|AAEG
OG0005349	LOC119083889|XP_037049594.1|BCOP, LOC119076305|XP_037038866.1|BCOP	LOC5565279|XP_001649624.2|AAEG
OG0005350	LOC119082231|XP_037047583.1|BCOP	LOC5578315|XP_001663831.2|AAEG
OG0005351	LOC119082227|XP_037047576.1|BCOP	LOC5576176|XP_021701542.1|AAEG
OG0005352	LOC119075313|XP_037037622.1|BCOP	LOC5571955|XP_021701545.1|AAEG
OG0005353	LOC119075333|XP_037037656.1|BCOP	LOC5568247|XP_021701564.1|AAEG
OG0005354	LOC119066289|XP_037024553.1|BCOP	LOC5568244|XP_021701574.1|AAEG
OG0005355	LOC119085911|XP_037052355.1|BCOP	LOC5568238|XP_001657927.2|AAEG
OG0005356	LOC119082633|XP_037048094.1|BCOP	LOC5568230|XP_001657926.1|AAEG
OG0005357	LOC119085917|XP_037052365.1|BCOP	LOC5568233|XP_021701597.1|AAEG
OG0005358	LOC119081789|XP_037046893.1|BCOP	LOC5565119|XP_001649466.1|AAEG
OG0005359	LOC119072911|XP_037034125.1|BCOP	LOC5565120|XP_001649467.1|AAEG
OG0005360	LOC119068617|XP_037028174.1|BCOP	LOC5569333|XP_001658431.1|AAEG
OG0005361	LOC119081907|XP_037047035.1|BCOP	LOC5569340|XP_001658437.2|AAEG
OG0005362	LOC119066377|XP_037024698.1|BCOP	LOC5580260|XP_001656144.1|AAEG
OG0005363	LOC119071552|XP_037032368.1|BCOP	LOC5570638|XP_001659237.1|AAEG
OG0005364	LOC119081427|XP_037046243.1|BCOP	LOC5574679|XP_021701639.1|AAEG
OG0005365	LOC119070752|XP_037031121.1|BCOP	LOC5565517|XP_021701663.1|AAEG
OG0005366	LOC119079157|XP_037042865.1|BCOP	LOC5564673|XP_021701665.1|AAEG
OG0005367	LOC119078446|XP_037041864.1|BCOP	LOC5572617|XP_021701676.1|AAEG
OG0005368	LOC119074447|XP_037036473.1|BCOP	LOC5572622|XP_001660487.1|AAEG
OG0005369	LOC119078443|XP_037041861.1|BCOP	LOC5572624|XP_001660489.1|AAEG
OG0005370	LOC119066313|XP_037024596.1|BCOP	LOC5572625|XP_021701680.1|AAEG
OG0005371	LOC119066315|XP_037024597.1|BCOP	LOC5572626|XP_021701682.1|AAEG
OG0005372	LOC119084678|XP_037050651.1|BCOP	LOC5578314|XP_021701686.1|AAEG, LOC110676930|XP_021702499.1|AAEG
OG0005373	LOC119072556|XP_037033687.1|BCOP	LOC5577186|XP_001663274.1|AAEG
OG0005374	LOC119085859|XP_037052266.1|BCOP	LOC5577183|XP_021701716.1|AAEG
OG0005375	LOC119072673|XP_037033843.1|BCOP	LOC5577181|XP_001663269.2|AAEG
OG0005376	LOC119070727|XP_037031078.1|BCOP	LOC5566917|XP_021701720.1|AAEG
OG0005377	LOC119079655|XP_037043593.1|BCOP	LOC5577214|XP_001663309.2|AAEG
OG0005378	LOC119082247|XP_037047604.1|BCOP	LOC5574148|XP_021701765.1|AAEG
OG0005379	LOC119081916|XP_037047047.1|BCOP	LOC5568492|XP_001658081.1|AAEG
OG0005380	LOC119083248|XP_037048805.1|BCOP	LOC5568493|XP_021701770.1|AAEG
OG0005381	LOC119081708|XP_037046713.1|BCOP	LOC5571212|XP_021701780.1|AAEG
OG0005382	LOC119072671|XP_037033827.1|BCOP	LOC5573096|XP_021701785.1|AAEG
OG0005383	LOC119081898|XP_037047019.1|BCOP	LOC5571560|XP_021701830.1|AAEG
OG0005384	LOC119084909|XP_037050960.1|BCOP	LOC23687965|XP_011493374.1|AAEG
OG0005385	LOC119067157|XP_037025844.1|BCOP	LOC5569392|XP_021701841.1|AAEG
OG0005386	LOC119081414|XP_037046206.1|BCOP	LOC5569051|XP_021701845.1|AAEG
OG0005387	LOC119069239|XP_037029177.1|BCOP	LOC5569043|XP_021701852.1|AAEG
OG0005388	LOC119066156|XP_037024355.1|BCOP	LOC5579491|XP_001647790.2|AAEG
OG0005389	LOC119072549|XP_037033682.1|BCOP	LOC5564617|XP_021701917.1|AAEG
OG0005390	LOC119072551|XP_037033683.1|BCOP	LOC110673993|XP_021702005.1|AAEG
OG0005392	LOC119081994|XP_037047210.1|BCOP	LOC5578426|XP_021702014.1|AAEG
OG0005393	LOC119067986|XP_037027237.1|BCOP	LOC5580153|XP_001661638.1|AAEG
OG0005394	LOC119085967|XP_037052418.1|BCOP	LOC5579065|XP_021702016.1|AAEG
OG0005395	LOC119085170|XP_037051362.1|BCOP	LOC5563795|XP_021702023.1|AAEG
OG0005396	LOC119075656|XP_037038055.1|BCOP	LOC5563771|XP_021702037.1|AAEG
OG0005397	LOC119070929|XP_037031368.1|BCOP	LOC5576963|XP_021702043.1|AAEG
OG0005398	LOC119066453|XP_037024849.1|BCOP	LOC5573386|XP_001654557.1|AAEG
OG0005399	LOC119084803|XP_037050767.1|BCOP	LOC5573405|XP_021702086.1|AAEG
OG0005400	LOC119083788|XP_037049485.1|BCOP	LOC5572014|XP_021702113.1|AAEG
OG0005401	LOC119066482|XP_037024887.1|BCOP	LOC5573077|XP_021702137.1|AAEG
OG0005402	LOC119066481|XP_037024886.1|BCOP	LOC5573072|XP_021702139.1|AAEG
OG0005403	LOC119082615|XP_037048069.1|BCOP	LOC5573075|XP_021702143.1|AAEG
OG0005404	LOC119080278|XP_037044445.1|BCOP	LOC5567717|XP_001657636.1|AAEG
OG0005405	LOC119081139|XP_037045778.1|BCOP	LOC5567312|XP_001651747.1|AAEG
OG0005406	LOC119081146|XP_037045788.1|BCOP	LOC5573822|XP_021702169.1|AAEG
OG0005407	LOC119081145|XP_037045785.1|BCOP	LOC5570836|XP_001653344.1|AAEG
OG0005408	LOC119066198|XP_037024412.1|BCOP	LOC5570821|XP_001653333.1|AAEG
OG0005409	LOC119081948|XP_037047127.1|BCOP	LOC5578647|XP_021702211.1|AAEG
OG0005410	LOC119068435|XP_037027900.1|BCOP	LOC5580319|XP_021702227.1|AAEG
OG0005412	LOC119081439|XP_037046266.1|BCOP	LOC5577612|XP_021702239.1|AAEG
