Orthogroup	DERE.longest_only	AAEG.longest_only
OG0003829	LOC6543505|XP_001969524.1|DERE	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC6548858|XP_001974046.1|DERE	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC6555419|XP_001982338.1|DERE	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC6542522|XP_026835452.1|DERE	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC6542944|XP_001970073.1|DERE	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC6542457|XP_026834467.1|DERE	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC6541824|XP_001968984.2|DERE	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC6549444|XP_001974309.2|DERE	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC6549405|XP_001974311.1|DERE	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC6542875|XP_026834917.1|DERE	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC6541608|XP_001969625.2|DERE	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC6543358|XP_001970538.1|DERE	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC6542466|XP_001968421.1|DERE	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC6542606|XP_001969882.1|DERE	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC6540962|XP_026835150.1|DERE	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC6541766|XP_015014427.1|DERE	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC6541960|XP_026834826.1|DERE	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC6541220|XP_026834341.1|DERE	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC6541654|XP_001969267.2|DERE	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC6552235|XP_001979800.1|DERE	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC6541932|XP_001969045.3|DERE	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC6543498|XP_001969541.1|DERE	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC6547091|XP_001974930.1|DERE	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC6543196|XP_026835216.1|DERE	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC6548754|XP_015012306.1|DERE	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC6547747|XP_001976256.1|DERE	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC6547617|XP_001976254.3|DERE	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC6542996|XP_026834946.1|DERE	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC6541627|XP_001969029.1|DERE	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC6550348|XP_026837576.1|DERE	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC6549260|XP_026837018.1|DERE	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC6546550|XP_001974564.1|DERE	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC6543341|XP_001968453.1|DERE	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC6541881|XP_015014482.1|DERE	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC6543165|XP_001969281.1|DERE	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC6542107|XP_015015015.1|DERE	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC6554312|XP_001981743.1|DERE	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC6549051|XP_026836703.1|DERE	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC26526993|XP_015012893.1|DERE	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC6542023|XP_001969454.2|DERE	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC6542846|XP_001968554.1|DERE	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC6549289|XP_015012073.1|DERE	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC6541804|XP_001969753.1|DERE	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC6546735|XP_001974528.1|DERE	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC6548786|XP_001974065.1|DERE	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC6548903|XP_026837113.1|DERE	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC6543210|XP_026834326.1|DERE	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC6543423|XP_001968304.1|DERE	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC6542063|XP_001968994.3|DERE	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC6549259|XP_015012068.1|DERE	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC26527079|XP_015014392.1|DERE	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC6543786|XP_026833061.1|DERE	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC6548566|XP_001976638.1|DERE	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC6542053|XP_026834763.1|DERE	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC6550310|XP_026838319.1|DERE	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC6540931|XP_001969582.1|DERE	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC6540878|XP_001970032.1|DERE	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC6540879|XP_001970031.2|DERE	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC6542611|XP_001968422.2|DERE	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC6555133|XP_015008857.1|DERE	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC6541027|XP_001968259.1|DERE	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC6546472|XP_001971753.1|DERE	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC6542239|XP_001969575.1|DERE	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC6543770|XP_001971198.1|DERE	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC6549648|XP_001974253.1|DERE	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC6542684|XP_001969976.1|DERE	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC6547649|XP_001974983.1|DERE	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC6547646|XP_015012205.2|DERE	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC6548150|XP_001975224.1|DERE	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC6549155|XP_001974284.2|DERE	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC6540774|XP_001968175.1|DERE	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC6542964|XP_026834033.1|DERE	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC6542768|XP_001969028.1|DERE	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC6541494|XP_026834581.1|DERE	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC6542137|XP_001969675.1|DERE	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC6543130|XP_001969676.1|DERE	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC6554488|XP_001981933.1|DERE	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC6548076|XP_001975168.1|DERE	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC6543143|XP_001968223.2|DERE	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC6543357|XP_001968224.2|DERE	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC6547245|XP_001976131.1|DERE	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC6553313|XP_001979210.1|DERE	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC6543406|XP_001968719.1|DERE	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC6542471|XP_001968982.1|DERE	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC6540737|XP_015014424.1|DERE	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC6543116|XP_001969859.1|DERE	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC26527051|XP_026837507.1|DERE	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC6541814|XP_001969036.2|DERE	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC6540683|XP_001968806.3|DERE	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC6541581|XP_001969789.1|DERE	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC6541020|XP_001968529.1|DERE	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC6546659|XP_001974502.1|DERE	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC6548883|XP_026836841.1|DERE	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC6542726|XP_001969869.1|DERE	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC6555818|XP_001982735.1|DERE	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC6549357|XP_001975786.1|DERE	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC6540695|XP_026834023.1|DERE	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC6540592|XP_001968762.1|DERE	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC6542993|XP_001968372.1|DERE	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC6543307|XP_001969214.1|DERE	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC6541978|XP_001969863.1|DERE	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC6542007|XP_001970101.1|DERE	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC6541087|XP_026834775.1|DERE	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC6543217|XP_015014578.1|DERE	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC6543509|XP_001968714.1|DERE	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC6543093|XP_001969228.1|DERE	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC6548753|XP_001975438.1|DERE	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC6548752|XP_001975437.1|DERE	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC6541761|XP_001970545.1|DERE	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC6540624|XP_026834604.1|DERE	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC6540658|XP_001968780.1|DERE	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC6540753|XP_001968743.1|DERE	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC6540873|XP_001968746.1|DERE	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC6542356|XP_001970211.1|DERE	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC6540610|XP_001968751.1|DERE	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC6542202|XP_001969741.1|DERE	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC6547882|XP_001976426.1|DERE	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC6549446|XP_001974268.1|DERE	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC6549151|XP_001974280.1|DERE	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC6549249|XP_001974434.1|DERE	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC6549247|XP_001974432.2|DERE	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC6543455|XP_001969509.1|DERE	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC6540664|XP_001968878.1|DERE	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC6541752|XP_001969844.1|DERE	LOC5569445|XP_001658534.2|AAEG
OG0003953	LOC6542728|XP_001970081.1|DERE	LOC5569441|XP_021702400.1|AAEG
OG0003954	LOC6543826|XP_001971876.1|DERE	LOC110675215|XP_021695327.1|AAEG
OG0003955	LOC6542845|XP_001969477.2|DERE	LOC5577298|XP_021695328.1|AAEG, LOC5577305|XP_021697710.1|AAEG
OG0003956	LOC6549290|XP_026835699.1|DERE	LOC5572437|XP_021702429.1|AAEG
OG0003957	LOC6544775|XP_001971681.2|DERE, LOC113563875|XP_026832334.1|DERE, LOC6544777|XP_001971683.1|DERE	LOC5572444|XP_021702450.1|AAEG
OG0003958	LOC6550556|XP_015011240.1|DERE	LOC5572452|XP_001660397.2|AAEG
OG0003959	LOC6547608|XP_001974968.2|DERE	LOC5565328|XP_021702492.1|AAEG
OG0003960	LOC6549689|XP_001978722.1|DERE	LOC5565312|XP_001649660.1|AAEG
OG0003961	LOC6541187|XP_026835167.1|DERE	LOC5565323|XP_001649651.1|AAEG
OG0003962	LOC6540700|XP_001968767.1|DERE	LOC5565318|XP_001649644.1|AAEG
OG0003963	LOC6549378|XP_001974298.1|DERE	LOC5566802|XP_001651210.2|AAEG
OG0003964	LOC6542499|XP_001968560.1|DERE	LOC5566808|XP_001651217.2|AAEG
OG0003965	LOC6542018|XP_026835315.1|DERE	LOC5576029|XP_021702590.1|AAEG
OG0003966	LOC6548517|XP_026838687.1|DERE	LOC5576033|XP_001655974.1|AAEG
OG0003967	LOC6547977|XP_026837090.1|DERE	LOC5564541|XP_021702637.1|AAEG
OG0003968	LOC6547975|XP_026835688.1|DERE	LOC5564542|XP_021702650.1|AAEG
OG0003969	LOC6548136|XP_001975228.1|DERE	LOC5579501|XP_021702670.1|AAEG
OG0003970	LOC6540789|XP_001968172.1|DERE	LOC5566053|XP_001650433.2|AAEG, LOC110680296|XP_021711822.1|AAEG
OG0003971	LOC6541256|XP_026835152.1|DERE	LOC5577549|XP_021702790.1|AAEG
OG0003972	LOC6545901|XP_001972793.2|DERE	LOC5577548|XP_001656564.1|AAEG
OG0003973	LOC6548433|XP_001976685.1|DERE	LOC5577542|XP_001656558.1|AAEG
OG0003974	LOC6546924|XP_001975995.1|DERE	LOC23687576|XP_011493724.1|AAEG
OG0003975	LOC6542747|XP_026834251.1|DERE	LOC5577896|XP_021702830.1|AAEG
OG0003976	LOC6549201|XP_001974240.1|DERE	LOC5580034|XP_001660687.1|AAEG
OG0003977	LOC6541146|XP_001969633.1|DERE	LOC5580036|XP_001660686.1|AAEG
OG0003978	LOC6545255|XP_001973312.1|DERE	LOC5573243|XP_001654452.1|AAEG
OG0003979	LOC6541570|XP_001969963.1|DERE	LOC5573252|XP_001654462.1|AAEG
OG0003980	LOC6553166|XP_001980026.1|DERE	LOC5573253|XP_001654463.1|AAEG
OG0003981	LOC6541665|XP_001969736.1|DERE	LOC23687788|XP_011493540.1|AAEG
OG0003982	LOC6549647|XP_026836840.1|DERE	LOC5573254|XP_021702922.1|AAEG
OG0003983	LOC6541990|XP_001968995.1|DERE	LOC5573255|XP_001654466.1|AAEG
OG0003984	LOC6549440|XP_001974305.1|DERE	LOC5579234|XP_021702950.1|AAEG
OG0003985	LOC26527013|XP_015012897.1|DERE	LOC5579235|XP_021702955.1|AAEG
OG0003986	LOC6543046|XP_001970146.2|DERE	LOC5564833|XP_021703001.1|AAEG
OG0003987	LOC6542815|XP_015014508.1|DERE	LOC5564852|XP_021703004.1|AAEG
OG0003988	LOC6540642|XP_026834780.1|DERE	LOC5569075|XP_001658305.2|AAEG
OG0003989	LOC6542524|XP_001969762.1|DERE	LOC5569078|XP_021703045.1|AAEG
OG0003990	LOC6543402|XP_001968934.1|DERE	LOC5567981|XP_001657802.1|AAEG
OG0003991	LOC6543525|XP_026834628.1|DERE	LOC5567979|XP_021703064.1|AAEG
OG0003992	LOC6543458|XP_026835349.1|DERE	LOC5567974|XP_001657796.2|AAEG
OG0003993	LOC6540639|XP_001968669.1|DERE	LOC110675225|XP_021695345.1|AAEG
OG0003994	LOC6555036|XP_001981407.1|DERE	LOC110677016|XP_021703090.1|AAEG
OG0003995	LOC6549358|XP_001975787.1|DERE	LOC5572772|XP_001660592.2|AAEG
OG0003996	LOC6540744|XP_001970391.1|DERE	LOC5573701|XP_001661019.1|AAEG
OG0003997	LOC6542108|XP_026834060.1|DERE	LOC5573693|XP_001661022.2|AAEG
OG0003998	LOC6549208|XP_026838706.1|DERE	LOC5568927|XP_021703191.1|AAEG
OG0003999	LOC6549207|XP_001973867.3|DERE, LOC6556163|XP_001983016.2|DERE	LOC5568918|XP_001658243.1|AAEG
OG0004000	LOC6549940|XP_001977398.1|DERE	LOC5573202|XP_001660743.2|AAEG
OG0004001	LOC6548120|XP_001976534.1|DERE	LOC5573173|XP_021703270.1|AAEG
OG0004002	LOC6548910|XP_001974177.1|DERE	LOC5573180|XP_001660797.2|AAEG
OG0004003	LOC6542646|XP_015014465.1|DERE	LOC5578840|XP_021703302.1|AAEG
OG0004004	LOC6541592|XP_015014534.1|DERE	LOC5578838|XP_001657197.2|AAEG
OG0004005	LOC6542550|XP_026835178.1|DERE	LOC5578837|XP_021703325.1|AAEG
OG0004006	LOC6548889|XP_001974131.1|DERE	LOC5573934|XP_001654970.1|AAEG
OG0004007	LOC6542632|XP_001968553.1|DERE	LOC5573938|XP_001654974.1|AAEG
OG0004008	LOC6540871|XP_026835282.1|DERE	LOC5573942|XP_021703389.1|AAEG
OG0004009	LOC6542811|XP_001968407.1|DERE	LOC5569871|XP_001658768.2|AAEG
OG0004010	LOC6540778|XP_015014961.1|DERE	LOC5575569|XP_021703476.1|AAEG
OG0004011	LOC6540773|XP_026835083.1|DERE	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC6555116|XP_001982258.1|DERE	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC6543450|XP_001969538.1|DERE	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC6545902|XP_001972794.2|DERE	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC6541621|XP_001969673.1|DERE	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC6542151|XP_026834019.1|DERE	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC6541991|XP_001968664.1|DERE	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC6541899|XP_001970676.1|DERE	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC6546914|XP_001974117.1|DERE	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC6541030|XP_026834736.1|DERE	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC6541675|XP_001968509.1|DERE	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC6541993|XP_026834665.1|DERE	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC6547495|XP_001974837.2|DERE	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC6547500|XP_015011566.1|DERE	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC6542614|XP_001969353.1|DERE	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC6541292|XP_026835019.1|DERE	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC26526704|XP_026835908.1|DERE	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC6540788|XP_001968843.1|DERE	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC6542883|XP_026835043.1|DERE	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC6548008|XP_015012673.1|DERE	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC6541463|XP_001969758.1|DERE	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC6548622|XP_001973862.1|DERE	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC6541469|XP_026835443.1|DERE	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC6549263|XP_015012069.1|DERE	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC6540684|XP_001968750.1|DERE	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC6542418|XP_026834288.1|DERE	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC6541133|XP_001969692.1|DERE	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC6543024|XP_001968227.1|DERE	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC6542857|XP_001968399.2|DERE	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC6547540|XP_001976306.1|DERE	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC6549820|XP_001977343.1|DERE	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC6544848|XP_001971538.1|DERE	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC6542326|XP_001969929.1|DERE	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC6551628|XP_001978558.1|DERE	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC6541762|XP_001969890.1|DERE	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC6540769|XP_001968184.1|DERE	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC6541813|XP_001969780.1|DERE	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC113564084|XP_026834657.1|DERE, LOC6543510|XP_001968725.1|DERE	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC6541071|XP_001968133.1|DERE	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC6549343|XP_001974323.2|DERE	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC6543226|XP_026834025.1|DERE	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC6550055|XP_026838061.1|DERE	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC6547113|XP_001976104.1|DERE	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC6549297|XP_026836201.1|DERE	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC6552057|XP_001980693.1|DERE	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC6552019|XP_001978784.1|DERE	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC6545759|XP_001973403.1|DERE	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC6543747|XP_001971706.1|DERE	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC6553408|XP_001979261.1|DERE	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC6551827|XP_026832110.1|DERE	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC6551260|XP_026838839.1|DERE	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC6546030|XP_026832399.1|DERE	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC6555605|XP_001982657.1|DERE	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC6544884|XP_001973148.1|DERE	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC6548170|XP_015011794.1|DERE	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC6549165|XP_001975615.1|DERE	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC6551324|XP_001977089.1|DERE	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC6552451|XP_001980869.1|DERE	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC6552450|XP_026831791.1|DERE	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC6546235|XP_001971793.3|DERE	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC6545149|XP_001971579.1|DERE	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC6545148|XP_001971578.3|DERE	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC6550217|XP_001977612.2|DERE	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC6546694|XP_001974510.3|DERE	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC6549642|XP_001975760.1|DERE	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC6549644|XP_015012463.1|DERE	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC6542776|XP_001970234.1|DERE	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC6554406|XP_001981702.1|DERE	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC6554499|XP_015008983.1|DERE, LOC6551464|XP_001978545.1|DERE	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC6548428|XP_001975339.1|DERE	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC6549106|XP_026836589.1|DERE	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC6547817|XP_001975004.1|DERE	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC6555006|XP_001982061.2|DERE	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC6545341|XP_001973356.2|DERE	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC6552490|XP_001979839.1|DERE	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC6554686|XP_001981566.3|DERE	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC6551497|XP_001977192.1|DERE	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC6554907|XP_001981592.1|DERE	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC6551626|XP_026837544.1|DERE	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC6554842|XP_001982006.1|DERE	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC6552890|XP_001979990.1|DERE	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC6551552|XP_001978500.1|DERE	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004095	LOC6553822|XP_001980517.2|DERE	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC6554685|XP_026831829.1|DERE	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC6544938|XP_001972613.1|DERE	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC6552494|XP_001979843.1|DERE	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC6551758|XP_026832016.1|DERE	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC6552101|XP_001978871.1|DERE	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC6552336|XP_001978873.1|DERE	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC6552337|XP_015009549.1|DERE	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC6554408|XP_001981704.1|DERE	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC6554444|XP_001982142.2|DERE	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC6544886|XP_001973150.1|DERE	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC6543881|XP_001973640.1|DERE	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC6546136|XP_001971302.1|DERE	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC6553161|XP_026831963.1|DERE	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC6554832|XP_001982005.1|DERE	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC6544290|XP_001973718.1|DERE	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC6554575|XP_001981763.1|DERE	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC6554133|XP_015008990.1|DERE	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC6549950|XP_001978689.1|DERE	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC6551294|XP_001977000.1|DERE	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC6551292|XP_026838559.1|DERE	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
