Orthogroup	DERE.longest_only	ASTE.longest_only
OG0004260	LOC6551917|XP_026831841.1|DERE	LOC118505153|XP_035896431.1|ASTE
OG0004261	LOC6552207|XP_015009472.1|DERE	LOC118505167|XP_035896466.1|ASTE
OG0004262	LOC6554682|XP_001981971.1|DERE	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE
OG0004263	LOC6553813|XP_001979546.1|DERE	LOC118510984|XP_035909384.1|ASTE
OG0004264	LOC6553607|XP_001979232.2|DERE	LOC118510977|XP_035909371.1|ASTE
OG0004265	LOC6552982|XP_001979166.1|DERE	LOC118510946|XP_035909277.1|ASTE
OG0004266	LOC6553150|XP_001980140.1|DERE	LOC118502502|XP_035890628.1|ASTE
OG0004267	LOC6552425|XP_001980780.1|DERE	LOC118504237|XP_035894352.1|ASTE
OG0004268	LOC6546989|XP_026836101.1|DERE	LOC118504267|XP_035894389.1|ASTE
OG0004269	LOC6548722|XP_001975396.1|DERE	LOC118505815|XP_035898053.1|ASTE
OG0004270	LOC26526200|XP_015015467.1|DERE	LOC118508278|XP_035903812.1|ASTE
OG0004271	LOC6549362|XP_001975791.1|DERE	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE
OG0004272	LOC6553924|XP_001980571.1|DERE	LOC118505799|XP_035898027.1|ASTE
OG0004273	LOC6553704|XP_001980410.1|DERE	LOC118505798|XP_035898026.1|ASTE
OG0004274	LOC6551661|XP_001977239.1|DERE	LOC118507972|XP_035903197.1|ASTE
OG0004275	LOC6551311|XP_026838781.1|DERE	LOC118512407|XP_035912692.1|ASTE
OG0004276	LOC6544161|XP_001971386.1|DERE	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE
OG0004278	LOC6551054|XP_001978298.1|DERE	LOC118506006|XP_035898484.1|ASTE
OG0004279	LOC6542840|XP_001968215.1|DERE	LOC118506015|XP_035898494.1|ASTE
OG0004280	LOC6550895|XP_026838390.1|DERE	LOC118506020|XP_035898499.1|ASTE
OG0004281	LOC6543414|XP_001970498.1|DERE	LOC118504065|XP_035893996.1|ASTE
OG0004282	LOC6548487|XP_001975301.1|DERE	LOC118507240|XP_035901385.1|ASTE
OG0004283	LOC6548486|XP_001975300.1|DERE	LOC118507297|XP_035901554.1|ASTE
OG0004284	LOC26526048|XP_015015439.1|DERE	LOC118517628|XP_035919832.1|ASTE
OG0004285	LOC6555206|XP_001982074.1|DERE	LOC118505779|XP_035897949.1|ASTE
OG0004286	LOC6544365|XP_026832766.1|DERE	LOC118503484|XP_035892679.1|ASTE
OG0004287	LOC6544364|XP_001972423.1|DERE	LOC118503487|XP_035892682.1|ASTE
OG0004288	LOC6544565|XP_001972417.1|DERE	LOC118504005|XP_035893854.1|ASTE
OG0004289	LOC6545483|XP_026833749.1|DERE	LOC118504052|XP_035893963.1|ASTE
OG0004290	LOC6549622|XP_001975659.1|DERE	LOC118503473|XP_035892663.1|ASTE
OG0004291	LOC6549391|XP_001975609.1|DERE	LOC118503543|XP_035892836.1|ASTE
OG0004292	LOC26526277|XP_015014251.1|DERE	LOC118505280|XP_035896743.1|ASTE
OG0004293	LOC6544883|XP_001973147.1|DERE	LOC118505283|XP_035896757.1|ASTE
OG0004294	LOC6546086|XP_001972778.1|DERE	LOC118503422|XP_035892552.1|ASTE
OG0004295	LOC6545146|XP_026832308.1|DERE	LOC118503416|XP_035892544.1|ASTE
OG0004296	LOC6545144|XP_001972775.1|DERE	LOC118503414|XP_035892541.1|ASTE
OG0004297	LOC6548297|XP_001976582.1|DERE	LOC118507918|XP_035903112.1|ASTE
OG0004298	LOC6542563|XP_001970434.1|DERE	LOC118507235|XP_035901378.1|ASTE
OG0004299	LOC6549268|XP_026836734.1|DERE	LOC118507230|XP_035901303.1|ASTE
OG0004300	LOC6547470|XP_026835947.1|DERE	LOC118505972|XP_035898414.1|ASTE
OG0004301	LOC6544485|XP_001971468.1|DERE	LOC118505969|XP_035898406.1|ASTE
OG0004302	LOC6548522|XP_001975404.1|DERE	LOC118508024|XP_035903307.1|ASTE
OG0004303	LOC6541386|XP_001969165.1|DERE	LOC118504748|XP_035895537.1|ASTE
OG0004304	LOC6546738|XP_001974531.3|DERE	LOC118504749|XP_035895538.1|ASTE
OG0004305	LOC6549482|XP_015012467.1|DERE	LOC118503523|XP_035892776.1|ASTE
OG0004306	LOC6546905|XP_001975984.1|DERE	LOC118508027|XP_035903319.1|ASTE
OG0004307	LOC6549421|XP_001975701.1|DERE	LOC118503971|XP_035893788.1|ASTE
OG0004308	LOC6548006|XP_026835800.1|DERE	LOC118503979|XP_035893807.1|ASTE
OG0004309	LOC6545474|XP_026832626.1|DERE	LOC118507993|XP_035903255.1|ASTE
OG0004310	LOC6543374|XP_026835286.1|DERE	LOC118503500|XP_035892727.1|ASTE
OG0004311	LOC6545751|XP_026833093.1|DERE	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE
OG0004312	LOC6548241|XP_001976568.1|DERE	LOC118512403|XP_035912682.1|ASTE
OG0004313	LOC6540965|XP_026835331.1|DERE	LOC118503960|XP_035893746.1|ASTE
OG0004314	LOC6548195|XP_001975078.1|DERE	LOC118504023|XP_035893894.1|ASTE
OG0004315	LOC6548226|XP_001976588.1|DERE	LOC118504029|XP_035893902.1|ASTE
OG0004316	LOC6541503|XP_001969137.1|DERE	LOC118505842|XP_035898095.1|ASTE
OG0004317	LOC6542242|XP_001970499.1|DERE	LOC118507927|XP_035903123.1|ASTE
OG0004318	LOC6547774|XP_015012686.2|DERE	LOC118503447|XP_035892605.1|ASTE
OG0004319	LOC6546712|XP_026835702.1|DERE	LOC118503931|XP_035893670.1|ASTE
OG0004320	LOC6555180|XP_001982278.1|DERE	LOC118503915|XP_035893605.1|ASTE
OG0004321	LOC6540720|XP_001970307.1|DERE	LOC118505977|XP_035898425.1|ASTE
OG0004322	LOC6551851|XP_001979648.1|DERE	LOC118504151|XP_035894169.1|ASTE
OG0004323	LOC6545667|XP_001971142.2|DERE	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE
OG0004324	LOC6548780|XP_001974059.1|DERE	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE
OG0004325	LOC6547359|XP_001976324.1|DERE	LOC118506064|XP_035898610.1|ASTE
OG0004326	LOC6547360|XP_001976325.2|DERE	LOC118506046|XP_035898570.1|ASTE
OG0004327	LOC6550664|XP_026837657.1|DERE	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE
OG0004328	LOC6547885|XP_001976429.1|DERE	LOC118508201|XP_035903661.1|ASTE
OG0004329	LOC6547950|XP_015012682.1|DERE	LOC118508191|XP_035903645.1|ASTE
OG0004330	LOC6546750|XP_001974543.2|DERE	LOC118508180|XP_035903631.1|ASTE
OG0004331	LOC6541392|XP_001969142.2|DERE	LOC118508172|XP_035903614.1|ASTE
OG0004332	LOC6542762|XP_001969356.1|DERE	LOC118505308|XP_035896838.1|ASTE
OG0004333	LOC6547632|XP_001976267.1|DERE	LOC118505331|XP_035896872.1|ASTE
OG0004334	LOC6542792|XP_026835103.1|DERE	LOC118508439|XP_035904111.1|ASTE
OG0004335	LOC6543208|XP_001970752.1|DERE	LOC118503942|XP_035893712.1|ASTE
OG0004336	LOC6547623|XP_001974887.3|DERE	LOC118507608|XP_035902177.1|ASTE
OG0004337	LOC6541515|XP_001970257.1|DERE	LOC118503951|XP_035893730.1|ASTE
OG0004338	LOC6545643|XP_001972164.1|DERE	LOC118507290|XP_035901537.1|ASTE
OG0004339	LOC6549534|XP_001975622.1|DERE	LOC118507339|XP_035901620.1|ASTE
OG0004340	LOC6549171|XP_001975621.1|DERE	LOC118507327|XP_035901609.1|ASTE
OG0004341	LOC6547762|XP_001976384.2|DERE	LOC118507318|XP_035901599.1|ASTE
OG0004342	LOC6548415|XP_026836564.1|DERE	LOC118517641|XP_035919850.1|ASTE
OG0004343	LOC6548462|XP_026836472.1|DERE	LOC118517640|XP_035919846.1|ASTE
OG0004344	LOC6548457|XP_015012712.1|DERE	LOC118505868|XP_035898178.1|ASTE
OG0004345	LOC6548875|XP_026839419.1|DERE	LOC118506029|XP_035898539.1|ASTE
OG0004346	LOC6548224|XP_015011525.1|DERE	LOC118506027|XP_035898533.1|ASTE
OG0004347	LOC6548220|XP_001976583.1|DERE	LOC118506026|XP_035898532.1|ASTE
OG0004348	LOC6548131|XP_001976508.3|DERE	LOC118507441|XP_035901815.1|ASTE
OG0004349	LOC6547994|XP_015012665.1|DERE	LOC118503536|XP_035892815.1|ASTE
OG0004350	LOC6543037|XP_001970640.1|DERE	LOC118503956|XP_035893737.1|ASTE
OG0004351	LOC6549426|XP_026836868.1|DERE	LOC118505941|XP_035898355.1|ASTE
OG0004352	LOC26526551|XP_015010497.1|DERE	LOC118512424|XP_035912721.1|ASTE
OG0004353	LOC6554123|XP_001981495.1|DERE	LOC118517723|XP_035920067.1|ASTE
OG0004354	LOC6553039|XP_001980044.1|DERE	LOC118517726|XP_035920070.1|ASTE
OG0004355	LOC6553250|XP_015009450.1|DERE	LOC118512369|XP_035912606.1|ASTE
OG0004356	LOC6549533|XP_001975810.1|DERE	LOC118507362|XP_035901670.1|ASTE
OG0004357	LOC6541154|XP_001970635.1|DERE	LOC118505922|XP_035898308.1|ASTE
OG0004358	LOC6546927|XP_001975998.1|DERE	LOC118503413|XP_035892540.1|ASTE
OG0004359	LOC6547099|XP_026835881.1|DERE	LOC118504848|XP_035895752.1|ASTE
OG0004360	LOC6545087|XP_001973273.2|DERE	LOC118507581|XP_035902130.1|ASTE
OG0004361	LOC6551826|XP_001980587.1|DERE	LOC118510943|XP_035909272.1|ASTE
OG0004362	LOC6545225|XP_001971059.1|DERE	LOC118510093|XP_035907403.1|ASTE
OG0004363	LOC6551059|XP_001978303.1|DERE	LOC118505210|XP_035896611.1|ASTE
OG0004364	LOC6549352|XP_015012478.1|DERE	LOC118507214|XP_035901206.1|ASTE
OG0004365	LOC6547821|XP_026836641.1|DERE	LOC118506305|XP_035899146.1|ASTE
OG0004366	LOC6542624|XP_001968217.1|DERE	LOC118514129|XP_035916609.1|ASTE
OG0004367	LOC6545884|XP_001973489.1|DERE	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE
OG0004368	LOC6544264|XP_001973778.1|DERE	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE
OG0004369	LOC6540892|XP_026835354.1|DERE	LOC118507154|XP_035901085.1|ASTE
OG0004370	LOC6548485|XP_026836020.1|DERE	LOC118507255|XP_035901435.1|ASTE
OG0004371	LOC6551414|XP_001977200.1|DERE	LOC118504107|XP_035894087.1|ASTE
OG0004372	LOC6548294|XP_026836642.1|DERE	LOC118504078|XP_035894035.1|ASTE
OG0004373	LOC26526506|XP_015010493.1|DERE	LOC118504116|XP_035894100.1|ASTE
OG0004374	LOC6546707|XP_026836697.1|DERE	LOC118505919|XP_035898281.1|ASTE
OG0004375	LOC6544491|XP_001971474.1|DERE	LOC118505929|XP_035898328.1|ASTE
OG0004376	LOC6545798|XP_001973426.1|DERE	LOC118507167|XP_035901124.1|ASTE
OG0004377	LOC6546095|XP_026832635.1|DERE	LOC118512381|XP_035912644.1|ASTE
OG0004378	LOC6548997|XP_026837037.1|DERE	LOC118507234|XP_035901373.1|ASTE
OG0004379	LOC6547721|XP_001975010.1|DERE	LOC118508153|XP_035903583.1|ASTE
OG0004380	LOC6541895|XP_001970410.1|DERE	LOC118505918|XP_035898280.1|ASTE
OG0004381	LOC6552505|XP_001979813.1|DERE	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE
OG0004382	LOC6546884|XP_001975965.1|DERE	LOC118507418|XP_035901777.1|ASTE
OG0004383	LOC6549370|XP_026836949.1|DERE	LOC118507420|XP_035901779.1|ASTE
OG0004384	LOC6549372|XP_026836950.1|DERE	LOC118507423|XP_035901786.1|ASTE
OG0004385	LOC6546988|XP_001976030.1|DERE	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE
OG0004386	LOC6546909|XP_001975988.1|DERE	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE
OG0004387	LOC6544822|XP_001972658.1|DERE	LOC118503043|XP_035891769.1|ASTE
OG0004388	LOC6546877|XP_026836852.1|DERE	LOC118506276|XP_035899083.1|ASTE
OG0004389	LOC6543634|XP_001971838.1|DERE	LOC118506216|XP_035898930.1|ASTE
OG0004390	LOC6543799|XP_001973146.1|DERE	LOC118508023|XP_035903305.1|ASTE
OG0004391	LOC6547496|XP_026836305.1|DERE	LOC118505281|XP_035896745.1|ASTE
OG0004392	LOC6544888|XP_026833435.1|DERE	LOC118508082|XP_035903438.1|ASTE
OG0004393	LOC6547216|XP_001974714.1|DERE	LOC118504896|XP_035895850.1|ASTE
OG0004394	LOC6548429|XP_015011723.1|DERE	LOC118517677|XP_035919969.1|ASTE
OG0004395	LOC6549505|XP_001975727.1|DERE	LOC118517696|XP_035920012.1|ASTE
OG0004396	LOC6542898|XP_026834241.1|DERE	LOC118517689|XP_035919993.1|ASTE
OG0004397	LOC6549364|XP_015012475.2|DERE	LOC118517691|XP_035920003.1|ASTE
OG0004398	LOC6549348|XP_001975794.1|DERE	LOC118517698|XP_035920015.1|ASTE
OG0004399	LOC6548845|XP_001975459.1|DERE	LOC118506350|XP_035899232.1|ASTE
OG0004400	LOC6552441|XP_001980930.1|DERE	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE
OG0004401	LOC6548387|XP_001976468.1|DERE	LOC118506232|XP_035898973.1|ASTE
OG0004402	LOC6548384|XP_001976465.1|DERE	LOC118508394|XP_035904039.1|ASTE
OG0004403	LOC6549168|XP_001975618.1|DERE	LOC118503312|XP_035892329.1|ASTE
OG0004404	LOC6541642|XP_001970780.1|DERE	LOC118506213|XP_035898924.1|ASTE
OG0004405	LOC6544734|XP_026833099.1|DERE	LOC118507243|XP_035901389.1|ASTE
OG0004406	LOC6545442|XP_015013947.1|DERE	LOC118505992|XP_035898458.1|ASTE
OG0004407	LOC6540724|XP_001970397.1|DERE	LOC118504726|XP_035895460.1|ASTE
OG0004408	LOC6544814|XP_001972652.1|DERE	LOC118507332|XP_035901614.1|ASTE
OG0004409	LOC6555815|XP_026839149.1|DERE	LOC118512349|XP_035912536.1|ASTE
OG0004410	LOC6546737|XP_026836417.1|DERE	LOC118504747|XP_035895529.1|ASTE
OG0004411	LOC6543983|XP_001973724.1|DERE	LOC118512393|XP_035912663.1|ASTE
OG0004412	LOC6543982|XP_001973723.1|DERE	LOC118512373|XP_035912616.1|ASTE
OG0004413	LOC6548204|XP_001976483.1|DERE	LOC118512374|XP_035912618.1|ASTE
OG0004414	LOC6548113|XP_001976543.1|DERE	LOC118512365|XP_035912583.1|ASTE
OG0004415	LOC6548970|XP_001975554.1|DERE	LOC118504844|XP_035895745.1|ASTE
OG0004416	LOC6542967|XP_001970631.1|DERE	LOC118507759|XP_035902669.1|ASTE
OG0004417	LOC6554493|XP_001981938.1|DERE	LOC118503200|XP_035892078.1|ASTE
OG0004418	LOC6546934|XP_015012133.1|DERE	LOC118506196|XP_035898885.1|ASTE
OG0004419	LOC6542389|XP_015014768.1|DERE	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE
OG0004420	LOC6546713|XP_001975874.1|DERE	LOC118504158|XP_035894184.1|ASTE
OG0004421	LOC6546391|XP_026833028.1|DERE	LOC118504171|XP_035894207.1|ASTE
OG0004422	LOC6546325|XP_026833393.1|DERE	LOC118517666|XP_035919938.1|ASTE
OG0004423	LOC6548232|XP_001975264.1|DERE	LOC118505989|XP_035898448.1|ASTE
OG0004424	LOC6547906|XP_015011517.1|DERE	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE
OG0004425	LOC6545984|XP_001973498.1|DERE	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE
OG0004426	LOC6545886|XP_001973491.1|DERE	LOC118503239|XP_035892141.1|ASTE
OG0004427	LOC6544416|XP_001973160.2|DERE	LOC118503166|XP_035892023.1|ASTE
OG0004428	LOC6553428|XP_001980238.1|DERE	LOC118503172|XP_035892036.1|ASTE
OG0004429	LOC6542293|XP_001968814.2|DERE	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE
OG0004430	LOC6544750|XP_001972755.1|DERE	LOC118503695|XP_035893138.1|ASTE
OG0004431	LOC6555416|XP_001982335.1|DERE	LOC118506204|XP_035898905.1|ASTE
OG0004432	LOC6555414|XP_001982334.2|DERE	LOC118506202|XP_035898903.1|ASTE
OG0004433	LOC6543993|XP_001973672.2|DERE	LOC118505880|XP_035898210.1|ASTE
OG0004434	LOC6549349|XP_001975795.1|DERE	LOC118502742|XP_035891200.1|ASTE
OG0004435	LOC6547564|XP_015011837.1|DERE	LOC118507377|XP_035901715.1|ASTE
OG0004436	LOC6549627|XP_026837014.1|DERE	LOC118504221|XP_035894321.1|ASTE
OG0004437	LOC6548422|XP_001976730.1|DERE	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE
OG0004438	LOC6549368|XP_001975678.1|DERE	LOC118503075|XP_035891845.1|ASTE
OG0004439	LOC6549537|XP_001975625.1|DERE	LOC118503074|XP_035891844.1|ASTE
OG0004440	LOC6546736|XP_001974529.1|DERE	LOC118503071|XP_035891838.1|ASTE
OG0004441	LOC6542017|XP_001968340.1|DERE	LOC118503906|XP_035893591.1|ASTE
OG0004442	LOC6548140|XP_001975232.1|DERE	LOC118503880|XP_035893526.1|ASTE
OG0004443	LOC6545023|XP_001972519.1|DERE	LOC118507204|XP_035901180.1|ASTE
OG0004444	LOC6548341|XP_001975297.1|DERE	LOC118506122|XP_035898741.1|ASTE
OG0004445	LOC6547949|XP_026836892.1|DERE	LOC118506108|XP_035898687.1|ASTE
OG0004446	LOC6554920|XP_001981125.1|DERE	LOC118506107|XP_035898686.1|ASTE
OG0004447	LOC6555104|XP_001982020.1|DERE	LOC118504160|XP_035894186.1|ASTE
OG0004448	LOC6546747|XP_001974540.1|DERE	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE
OG0004449	LOC6544295|XP_001973134.1|DERE	LOC118503493|XP_035892707.1|ASTE
OG0004450	LOC6546843|XP_001975945.1|DERE	LOC118503046|XP_035891773.1|ASTE
OG0004451	LOC6546832|XP_026836309.1|DERE	LOC118504205|XP_035894283.1|ASTE
OG0004452	LOC6547407|XP_001974824.1|DERE	LOC118504206|XP_035894288.1|ASTE
OG0004453	LOC6547039|XP_001974628.1|DERE	LOC118504209|XP_035894290.1|ASTE
OG0004454	LOC6553836|XP_001980475.1|DERE	LOC118505896|XP_035898244.1|ASTE
OG0004455	LOC6544323|XP_001973128.1|DERE	LOC118503495|XP_035892713.1|ASTE
OG0004456	LOC6555508|XP_001982396.1|DERE	LOC118503496|XP_035892714.1|ASTE
OG0004457	LOC6544545|XP_026833522.1|DERE	LOC118503497|XP_035892715.1|ASTE
OG0004458	LOC6544444|XP_026833026.1|DERE	LOC118503076|XP_035891846.1|ASTE
OG0004459	LOC6545378|XP_026832604.1|DERE	LOC118503079|XP_035891851.1|ASTE
OG0004460	LOC6543617|XP_001972948.1|DERE	LOC118508046|XP_035903391.1|ASTE
OG0004461	LOC6544311|XP_001973073.1|DERE	LOC118503336|XP_035892393.1|ASTE
OG0004462	LOC6545354|XP_001973294.1|DERE	LOC118503343|XP_035892405.1|ASTE
OG0004463	LOC6544107|XP_026832495.1|DERE	LOC118503350|XP_035892423.1|ASTE
OG0004464	LOC6545563|XP_001972667.1|DERE	LOC118503335|XP_035892392.1|ASTE
OG0004465	LOC6545338|XP_001973303.1|DERE	LOC118503854|XP_035893461.1|ASTE
OG0004466	LOC6545348|XP_001973288.2|DERE	LOC118503847|XP_035893449.1|ASTE
OG0004467	LOC6545800|XP_001973428.1|DERE	LOC118503839|XP_035893440.1|ASTE
OG0004468	LOC6545887|XP_001973429.1|DERE	LOC118503835|XP_035893437.1|ASTE
OG0004469	LOC6544558|XP_026833356.1|DERE	LOC118503828|XP_035893424.1|ASTE
OG0004470	LOC6549430|XP_001974401.3|DERE	LOC118503781|XP_035893349.1|ASTE
OG0004471	LOC6555299|XP_001982320.1|DERE	LOC118503773|XP_035893336.1|ASTE
OG0004472	LOC6542594|XP_001969162.1|DERE	LOC118506136|XP_035898765.1|ASTE
OG0004473	LOC26526369|XP_015012791.1|DERE	LOC118506130|XP_035898757.1|ASTE
OG0004474	LOC6546925|XP_001975996.1|DERE	LOC118506127|XP_035898754.1|ASTE
OG0004475	LOC6552581|XP_001980332.1|DERE	LOC118506126|XP_035898753.1|ASTE
OG0004476	LOC6540901|XP_026834731.1|DERE	LOC118508881|XP_035904587.1|ASTE
OG0004477	LOC6541995|XP_001970500.1|DERE	LOC118503739|XP_035893259.1|ASTE
OG0004478	LOC6549538|XP_026836863.1|DERE	LOC118503734|XP_035893243.1|ASTE
OG0004479	LOC6548004|XP_001976499.2|DERE	LOC118505293|XP_035896786.1|ASTE
OG0004480	LOC6549932|XP_001978680.1|DERE	LOC118517488|XP_035919577.1|ASTE
OG0004481	LOC6547041|XP_026835683.1|DERE	LOC118511988|XP_035911621.1|ASTE
OG0004482	LOC6555130|XP_026831577.1|DERE	LOC118517372|XP_035919284.1|ASTE
OG0004483	LOC6547990|XP_001976492.1|DERE	LOC118507439|XP_035901810.1|ASTE
OG0004484	LOC6553247|XP_001979067.1|DERE	LOC118502435|XP_035890556.1|ASTE
OG0004485	LOC6555737|XP_001982506.3|DERE	LOC118513932|XP_035916196.1|ASTE
OG0004486	LOC6546743|XP_001974536.1|DERE	LOC118503530|XP_035892809.1|ASTE
OG0004487	LOC6543698|XP_001972972.2|DERE	LOC118509838|XP_035906923.1|ASTE
OG0004488	LOC6542194|XP_001970701.1|DERE	LOC118512905|XP_035913923.1|ASTE
OG0004504	LOC6544655|XP_026833048.1|DERE	LOC118512851|XP_035913814.1|ASTE
OG0004505	LOC6552697|XP_026839673.1|DERE	LOC118504954|XP_035895970.1|ASTE
OG0004506	LOC6554319|XP_026832122.1|DERE	LOC118505903|XP_035898253.1|ASTE
OG0004507	LOC6553246|XP_001979066.2|DERE	LOC118507824|XP_035902819.1|ASTE
OG0004508	LOC6555401|XP_001981651.2|DERE	LOC118505151|XP_035896426.1|ASTE
OG0004509	LOC6544728|XP_001972412.1|DERE	LOC118509882|XP_035907014.1|ASTE
OG0004510	LOC6549996|XP_001977462.2|DERE	LOC118510438|XP_035908116.1|ASTE
OG0004511	LOC6554265|XP_026833443.1|DERE	LOC118503740|XP_035893265.1|ASTE
OG0004512	LOC6555831|XP_026839184.1|DERE	LOC118509647|XP_035906461.1|ASTE
OG0004513	LOC6555856|XP_026838998.1|DERE	LOC118509547|XP_035906194.1|ASTE
OG0004514	LOC6555809|XP_001982726.2|DERE	LOC118509504|XP_035906059.1|ASTE
OG0004515	LOC6550227|XP_001978195.1|DERE	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE
OG0004516	LOC6551358|XP_001978371.2|DERE	LOC118506369|XP_035899289.1|ASTE
OG0004517	LOC6549897|XP_026838464.1|DERE	LOC118516111|XP_035917992.1|ASTE
OG0004518	LOC6550713|XP_026838403.1|DERE	LOC118511362|XP_035910221.1|ASTE
OG0004519	LOC6554951|XP_001981372.1|DERE	LOC118503877|XP_035893523.1|ASTE
OG0004520	LOC6550673|XP_026838154.1|DERE	LOC118506911|XP_035900602.1|ASTE
OG0004521	LOC6542908|XP_001970794.1|DERE	LOC118514364|XP_035917098.1|ASTE
OG0004522	LOC6549939|XP_001977397.1|DERE	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE
OG0004523	LOC6554860|XP_001981104.2|DERE	LOC118517498|XP_035919598.1|ASTE
OG0004524	LOC6551235|XP_001976737.1|DERE	LOC118517453|XP_035919503.1|ASTE
OG0004525	LOC6551128|XP_026838350.1|DERE	LOC118505287|XP_035896765.1|ASTE
OG0004526	LOC6551204|XP_015010991.1|DERE	LOC118505219|XP_035896634.1|ASTE
OG0004527	LOC6551224|XP_001976740.1|DERE	LOC118511411|XP_035910361.1|ASTE
OG0004528	LOC6550332|XP_001977890.1|DERE	LOC118517511|XP_035919629.1|ASTE
OG0004529	LOC6551206|XP_001977013.2|DERE	LOC118505741|XP_035897831.1|ASTE
OG0004530	LOC6550561|XP_001977939.1|DERE	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE
OG0004531	LOC6555181|XP_015009351.1|DERE	LOC118515705|XP_035917943.1|ASTE
OG0004532	LOC6550717|XP_001978099.3|DERE	LOC118511449|XP_035910453.1|ASTE
OG0004533	LOC6551000|XP_001978316.1|DERE	LOC118505536|XP_035897354.1|ASTE
OG0004534	LOC6548424|XP_001975335.1|DERE	LOC118506860|XP_035900483.1|ASTE
OG0004535	LOC6544527|XP_001973053.1|DERE	LOC118502977|XP_035891687.1|ASTE
OG0004536	LOC6549756|XP_026838369.1|DERE	LOC118505862|XP_035898142.1|ASTE
OG0004537	LOC6551690|XP_001978486.1|DERE	LOC118510444|XP_035908136.1|ASTE
OG0004538	LOC6547894|XP_015012655.1|DERE	LOC118512077|XP_035911908.1|ASTE
OG0004539	LOC6553694|XP_026831642.1|DERE	LOC118510196|XP_035907616.1|ASTE
OG0004540	LOC6551397|XP_001977209.1|DERE	LOC118510111|XP_035907467.1|ASTE
OG0004541	LOC6546998|XP_026836889.1|DERE	LOC118503260|XP_035892197.1|ASTE
OG0004542	LOC6549848|XP_001977354.1|DERE	LOC118503252|XP_035892187.1|ASTE
OG0004543	LOC6551119|XP_015010999.1|DERE	LOC118510647|XP_035908651.1|ASTE
OG0004544	LOC6555675|XP_001982392.1|DERE	LOC118510456|XP_035908184.1|ASTE
OG0004545	LOC6555200|XP_026831997.1|DERE	LOC118503842|XP_035893444.1|ASTE
OG0004546	LOC6549361|XP_001975790.1|DERE	LOC118502909|XP_035891525.1|ASTE
OG0004547	LOC6555658|XP_026837590.1|DERE	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE
OG0004548	LOC6550357|XP_015010764.1|DERE	LOC118517711|XP_035920053.1|ASTE
OG0004549	LOC6555511|XP_026838954.1|DERE	LOC118509186|XP_035905351.1|ASTE
OG0004550	LOC6551562|XP_001978601.1|DERE	LOC118512559|XP_035913045.1|ASTE
OG0004551	LOC6547600|XP_001974899.1|DERE	LOC118510381|XP_035908020.1|ASTE
OG0004552	LOC6550283|XP_015010778.1|DERE	LOC118512793|XP_035913610.1|ASTE
OG0004553	LOC6545731|XP_001971625.1|DERE	LOC118512729|XP_035913482.1|ASTE
OG0004554	LOC6550770|XP_001976752.1|DERE	LOC118503097|XP_035891892.1|ASTE
OG0004555	LOC6550771|XP_001976753.1|DERE	LOC118503082|XP_035891861.1|ASTE
OG0004556	LOC6550213|XP_001977724.1|DERE	LOC118510616|XP_035908535.1|ASTE
OG0004558	LOC6549838|XP_001978735.1|DERE	LOC118507057|XP_035900916.1|ASTE
OG0004559	LOC6554249|XP_001982098.1|DERE	LOC118505786|XP_035897994.1|ASTE
OG0004560	LOC6542498|XP_001970955.2|DERE	LOC118511620|XP_035910815.1|ASTE
OG0004561	LOC6552861|XP_026839766.1|DERE	LOC118508577|XP_035904378.1|ASTE
OG0004562	LOC6554912|XP_001982234.1|DERE	LOC118517460|XP_035919515.1|ASTE
