Orthogroup	DERE.longest_only	CCAP.longest_only
OG0004785	LOC6552717|XP_001979046.1|DERE	CCAP1982_LOCUS2068|CAD6993251.1|CCAP
OG0004786	LOC6552715|XP_001979044.1|DERE	CCAP1982_LOCUS2066|CAD6993249.1|CCAP
OG0004787	LOC6552954|XP_001979042.1|DERE	CCAP1982_LOCUS2063|CAD6993246.1|CCAP
OG0004788	LOC6552953|XP_015009452.1|DERE	CCAP1982_LOCUS2062|CAD6993245.1|CCAP
OG0004789	LOC6552952|XP_001979040.1|DERE	CCAP1982_LOCUS2061|CAD6993244.1|CCAP
OG0004790	LOC6554254|XP_001981675.3|DERE	CCAP1982_LOCUS2055|CAD6993238.1|CCAP
OG0004791	LOC6554722|XP_026831653.1|DERE	CCAP1982_LOCUS2238|CAD6993423.1|CCAP
OG0004792	LOC6553896|XP_001979569.1|DERE	CCAP1982_LOCUS1378|CAD6992529.1|CCAP
OG0004793	LOC6554470|XP_001981306.1|DERE	CCAP1982_LOCUS2192|CAD6993376.1|CCAP
OG0004794	LOC6553425|XP_001980235.1|DERE	CCAP1982_LOCUS2285|CAD6993473.1|CCAP
OG0004795	LOC6553206|XP_001980299.1|DERE	CCAP1982_LOCUS2712|CAD6993923.1|CCAP
OG0004796	LOC6553741|XP_026833173.1|DERE	CCAP1982_LOCUS1228|CAD6992364.1|CCAP
OG0004797	LOC6556111|XP_026832127.1|DERE	CCAP1982_LOCUS1191|CAD6992326.1|CCAP
OG0004798	LOC6555057|XP_001981385.1|DERE	CCAP1982_LOCUS2385|CAD6993573.1|CCAP, CCAP1982_LOCUS2386|CAD6993574.1|CCAP
OG0004799	LOC6552936|XP_001981013.1|DERE	CCAP1982_LOCUS3913|CAD6995194.1|CCAP
OG0004800	LOC6552844|XP_026839677.1|DERE	CCAP1982_LOCUS1447|CAD6992598.1|CCAP
OG0004801	LOC6555382|XP_001981844.1|DERE	CCAP1982_LOCUS4250|CAD6995539.1|CCAP
OG0004802	LOC6553444|XP_026831432.1|DERE	CCAP1982_LOCUS2627|CAD6993831.1|CCAP
OG0004803	LOC6555365|XP_001981449.1|DERE	CCAP1982_LOCUS1910|CAD6993080.1|CCAP
OG0004804	LOC6552176|XP_001978830.1|DERE	CCAP1982_LOCUS2450|CAD6993640.1|CCAP
OG0004805	LOC6551871|XP_026835909.1|DERE	CCAP1982_LOCUS3785|CAD6995060.1|CCAP, CCAP1982_LOCUS3786|CAD6995062.1|CCAP
OG0004807	LOC6555317|XP_001981878.2|DERE	CCAP1982_LOCUS2585|CAD6993787.1|CCAP
OG0004808	LOC6552045|XP_001980721.1|DERE	CCAP1982_LOCUS1742|CAD6992909.1|CCAP
OG0004809	LOC6553451|XP_001979378.1|DERE	CCAP1982_LOCUS1427|CAD6992579.1|CCAP
OG0004810	LOC6553648|XP_001979382.2|DERE	CCAP1982_LOCUS1425|CAD6992577.1|CCAP
OG0004811	LOC6545885|XP_015014110.1|DERE	CCAP1982_LOCUS14036|CAD7005683.1|CCAP
OG0004812	LOC6551874|XP_026839832.1|DERE	CCAP1982_LOCUS3782|CAD6995056.1|CCAP
OG0004813	LOC6555307|XP_001982080.1|DERE	CCAP1982_LOCUS3445|CAD6994712.1|CCAP
OG0004814	LOC6552260|XP_001980741.1|DERE	CCAP1982_LOCUS3302|CAD6994562.1|CCAP, CCAP1982_LOCUS9646|CAD7001148.1|CCAP
OG0004818	LOC6552910|XP_026837147.1|DERE	CCAP1982_LOCUS1589|CAD6992744.1|CCAP
OG0004819	LOC6554753|XP_001982189.1|DERE	CCAP1982_LOCUS2225|CAD6993410.1|CCAP
OG0004820	LOC6552166|XP_001980718.1|DERE	CCAP1982_LOCUS3104|CAD6994349.1|CCAP
OG0004821	LOC6554118|XP_001981273.1|DERE	CCAP1982_LOCUS1361|CAD6992512.1|CCAP
OG0004822	LOC6552528|XP_015010205.1|DERE	CCAP1982_LOCUS4095|CAD6995377.1|CCAP, CCAP1982_LOCUS4094|CAD6995376.1|CCAP
OG0004823	LOC6553505|XP_026835987.1|DERE	CCAP1982_LOCUS1299|CAD6992437.1|CCAP
OG0004824	LOC6553504|XP_001980231.1|DERE	CCAP1982_LOCUS1298|CAD6992436.1|CCAP
OG0004825	LOC6555848|XP_026839086.1|DERE	CCAP1982_LOCUS10241|CAD7001751.1|CCAP
OG0004826	LOC6552568|XP_001979009.1|DERE	CCAP1982_LOCUS1194|CAD6992329.1|CCAP
OG0004827	LOC6552112|XP_001978808.1|DERE	CCAP1982_LOCUS3459|CAD6994726.1|CCAP
OG0004828	LOC6554245|XP_001982094.1|DERE	CCAP1982_LOCUS3272|CAD6994528.1|CCAP
OG0004829	LOC6554973|XP_001982038.1|DERE	CCAP1982_LOCUS2558|CAD6993759.1|CCAP
OG0004830	LOC6553674|XP_015010088.1|DERE	CCAP1982_LOCUS3815|CAD6995092.1|CCAP, CCAP1982_LOCUS3820|CAD6995097.1|CCAP
OG0004831	LOC6545282|XP_001972071.1|DERE	CCAP1982_LOCUS22935|CAD7014975.1|CCAP, CCAP1982_LOCUS22936|CAD7014976.1|CCAP
OG0004832	LOC6553681|XP_001980378.1|DERE	CCAP1982_LOCUS2930|CAD6994165.1|CCAP
OG0004833	LOC6552725|XP_026839623.1|DERE	CCAP1982_LOCUS18|CAD6991069.1|CCAP
OG0004834	LOC6554340|XP_026832038.1|DERE	CCAP1982_LOCUS1821|CAD6992990.1|CCAP
OG0004835	LOC6554343|XP_001982107.1|DERE	CCAP1982_LOCUS1817|CAD6992986.1|CCAP
OG0004836	LOC6554558|XP_001982162.1|DERE	CCAP1982_LOCUS4022|CAD6995303.1|CCAP
OG0004838	LOC6551760|XP_001980644.2|DERE	CCAP1982_LOCUS3502|CAD6994771.1|CCAP
OG0004839	LOC6551762|XP_001980646.2|DERE	CCAP1982_LOCUS3499|CAD6994768.1|CCAP
OG0004840	LOC6554831|XP_001982004.1|DERE	CCAP1982_LOCUS5057|CAD6996378.1|CCAP
OG0004842	LOC6554769|XP_001981355.1|DERE	CCAP1982_LOCUS23403|CAD7015463.1|CCAP
OG0004843	LOC6551847|XP_001979644.1|DERE	CCAP1982_LOCUS2087|CAD6993271.1|CCAP
OG0004844	LOC6541191|XP_001969687.2|DERE	CCAP1982_LOCUS227|CAD6991298.1|CCAP
OG0004845	LOC6552379|XP_001978897.1|DERE	CCAP1982_LOCUS226|CAD6991297.1|CCAP
OG0004846	LOC6542394|XP_001968564.1|DERE	CCAP1982_LOCUS8381|CAD6999871.1|CCAP
OG0004847	LOC6542910|XP_001968563.2|DERE	CCAP1982_LOCUS8382|CAD6999872.1|CCAP
OG0004850	LOC6553142|XP_026832433.1|DERE	CCAP1982_LOCUS3566|CAD6994835.1|CCAP, CCAP1982_LOCUS3565|CAD6994834.1|CCAP
OG0004851	LOC6553141|XP_001979125.1|DERE	CCAP1982_LOCUS3554|CAD6994823.1|CCAP, CCAP1982_LOCUS3569|CAD6994838.1|CCAP
OG0004852	LOC6553022|XP_026831929.1|DERE	CCAP1982_LOCUS3586|CAD6994852.1|CCAP, CCAP1982_LOCUS3588|CAD6994853.1|CCAP
OG0004853	LOC6547859|XP_001975042.3|DERE	CCAP1982_LOCUS22308|CAD7014308.1|CCAP
OG0004854	LOC6544794|XP_026833582.1|DERE	CCAP1982_LOCUS11578|CAD7003116.1|CCAP
OG0004855	LOC6544458|XP_001972396.1|DERE	CCAP1982_LOCUS11428|CAD7002964.1|CCAP
OG0004856	LOC6543946|XP_026833813.1|DERE	CCAP1982_LOCUS10937|CAD7002448.1|CCAP
OG0004857	LOC6545957|XP_001971226.2|DERE	CCAP1982_LOCUS11116|CAD7002632.1|CCAP
OG0004858	LOC6543940|XP_001971397.2|DERE	CCAP1982_LOCUS10955|CAD7002466.1|CCAP
OG0004859	LOC6543609|XP_001971395.1|DERE	CCAP1982_LOCUS10958|CAD7002469.1|CCAP
OG0004860	LOC6546243|XP_001971290.1|DERE	CCAP1982_LOCUS11066|CAD7002579.1|CCAP
OG0004861	LOC6546105|XP_026833857.1|DERE	CCAP1982_LOCUS12112|CAD7003675.1|CCAP, CCAP1982_LOCUS12114|CAD7003677.1|CCAP
OG0004862	LOC6546021|XP_026833896.1|DERE	CCAP1982_LOCUS12141|CAD7003704.1|CCAP
OG0004863	LOC6544695|XP_001972018.2|DERE	CCAP1982_LOCUS12888|CAD7004484.1|CCAP
OG0004864	LOC6543892|XP_001971887.1|DERE	CCAP1982_LOCUS11524|CAD7003061.1|CCAP
OG0004865	LOC6554122|XP_001981494.1|DERE	CCAP1982_LOCUS2749|CAD6993964.1|CCAP
OG0004866	LOC6544385|XP_001971479.1|DERE	CCAP1982_LOCUS13141|CAD7004748.1|CCAP
OG0004867	LOC6547060|XP_001976018.3|DERE	CCAP1982_LOCUS22038|CAD7014032.1|CCAP
OG0004868	LOC6542850|XP_001970791.1|DERE	CCAP1982_LOCUS22037|CAD7014031.1|CCAP
OG0004869	LOC6541166|XP_001970745.1|DERE	CCAP1982_LOCUS21809|CAD7013788.1|CCAP
OG0004870	LOC6541489|XP_001970740.1|DERE	CCAP1982_LOCUS21814|CAD7013793.1|CCAP
OG0004871	LOC6548259|XP_001976624.2|DERE	CCAP1982_LOCUS21377|CAD7013306.1|CCAP
OG0004872	LOC6548621|XP_001976707.1|DERE	CCAP1982_LOCUS7248|CAD6998690.1|CCAP
OG0004873	LOC6543492|XP_001970272.1|DERE	CCAP1982_LOCUS8825|CAD7000342.1|CCAP
OG0004874	LOC6554503|XP_001981737.1|DERE	CCAP1982_LOCUS783|CAD6991892.1|CCAP
OG0004877	LOC6544478|XP_001972439.1|DERE	CCAP1982_LOCUS14965|CAD7006662.1|CCAP
OG0004878	LOC6542986|XP_001970589.1|DERE	CCAP1982_LOCUS21200|CAD7013128.1|CCAP
OG0004879	LOC6547953|XP_026837036.1|DERE	CCAP1982_LOCUS20497|CAD7012410.1|CCAP
OG0004880	LOC6543817|XP_001973632.1|DERE	CCAP1982_LOCUS13491|CAD7005129.1|CCAP
OG0004881	LOC6545435|XP_001972124.1|DERE	CCAP1982_LOCUS11318|CAD7002849.1|CCAP
OG0004882	LOC6544389|XP_001971483.1|DERE	CCAP1982_LOCUS12759|CAD7004343.1|CCAP
OG0004883	LOC6546467|XP_001971339.2|DERE	CCAP1982_LOCUS13230|CAD7004844.1|CCAP
OG0004884	LOC6548985|XP_026836920.1|DERE	CCAP1982_LOCUS21713|CAD7013670.1|CCAP
OG0004886	LOC6548750|XP_001975435.2|DERE	CCAP1982_LOCUS7085|CAD6998494.1|CCAP
OG0004887	LOC6547069|XP_001974649.1|DERE	CCAP1982_LOCUS22356|CAD7014359.1|CCAP
OG0004888	LOC6547105|XP_026835747.1|DERE	CCAP1982_LOCUS22112|CAD7014106.1|CCAP
OG0004889	LOC6541448|XP_015015037.1|DERE	CCAP1982_LOCUS8569|CAD7000067.1|CCAP
OG0004890	LOC6548811|XP_001975491.1|DERE	CCAP1982_LOCUS21242|CAD7013171.1|CCAP
OG0004892	LOC6547012|XP_001974699.1|DERE	CCAP1982_LOCUS19617|CAD7011528.1|CCAP
OG0004893	LOC6546698|XP_001974514.1|DERE	CCAP1982_LOCUS20552|CAD7012472.1|CCAP
OG0004894	LOC6546618|XP_001975834.2|DERE	CCAP1982_LOCUS23113|CAD7015163.1|CCAP
OG0004895	LOC6547803|XP_001976420.1|DERE	CCAP1982_LOCUS22245|CAD7014242.1|CCAP
OG0004896	LOC6547306|XP_015011865.1|DERE	CCAP1982_LOCUS23034|CAD7015078.1|CCAP
OG0004897	LOC6547309|XP_001974734.3|DERE	CCAP1982_LOCUS23039|CAD7015084.1|CCAP
OG0004898	LOC6543372|XP_026835185.1|DERE	CCAP1982_LOCUS22377|CAD7014382.1|CCAP
OG0004899	LOC6547249|XP_001976135.3|DERE	CCAP1982_LOCUS22723|CAD7014746.1|CCAP
OG0004900	LOC6543297|XP_001969100.1|DERE	CCAP1982_LOCUS22618|CAD7014627.1|CCAP
OG0004901	LOC6543243|XP_001969099.1|DERE	CCAP1982_LOCUS22617|CAD7014626.1|CCAP
OG0004902	LOC6546029|XP_001971214.1|DERE	CCAP1982_LOCUS11611|CAD7003150.1|CCAP
OG0004903	LOC6548077|XP_015012265.1|DERE	CCAP1982_LOCUS22573|CAD7014574.1|CCAP
OG0004904	LOC6555004|XP_001982059.1|DERE	CCAP1982_LOCUS21459|CAD7013394.1|CCAP
OG0004905	LOC6541171|XP_026835281.1|DERE	CCAP1982_LOCUS7092|CAD6998501.1|CCAP
OG0004906	LOC6545639|XP_001972160.1|DERE	CCAP1982_LOCUS12916|CAD7004518.1|CCAP
OG0004907	LOC6544387|XP_001971481.1|DERE	CCAP1982_LOCUS13144|CAD7004751.1|CCAP
OG0004908	LOC6546161|XP_001973555.1|DERE	CCAP1982_LOCUS11719|CAD7003257.1|CCAP
OG0004909	LOC6546402|XP_026833034.1|DERE	CCAP1982_LOCUS11729|CAD7003267.1|CCAP
OG0004910	LOC6546398|XP_001973543.1|DERE	CCAP1982_LOCUS14793|CAD7006475.1|CCAP
OG0004911	LOC6546470|XP_026832853.1|DERE	CCAP1982_LOCUS13091|CAD7004698.1|CCAP
OG0004912	LOC6545625|XP_001972159.1|DERE	CCAP1982_LOCUS12917|CAD7004519.1|CCAP
OG0004913	LOC6547785|XP_001974940.1|DERE	CCAP1982_LOCUS22039|CAD7014033.1|CCAP
OG0004914	LOC6547731|XP_001974945.2|DERE	CCAP1982_LOCUS22044|CAD7014038.1|CCAP
OG0004915	LOC6548255|XP_026836883.1|DERE	CCAP1982_LOCUS23402|CAD7015462.1|CCAP
OG0004916	LOC6548430|XP_001975341.1|DERE	CCAP1982_LOCUS22427|CAD7014431.1|CCAP
OG0004917	LOC6545815|XP_001972168.2|DERE	CCAP1982_LOCUS14901|CAD7006590.1|CCAP
OG0004918	LOC6545646|XP_001972166.1|DERE	CCAP1982_LOCUS14903|CAD7006592.1|CCAP
OG0004919	LOC6554300|XP_001981068.1|DERE	CCAP1982_LOCUS442|CAD6991523.1|CCAP
OG0004920	LOC6545762|XP_001973406.1|DERE	CCAP1982_LOCUS14464|CAD7006135.1|CCAP
OG0004921	LOC6544428|XP_026832928.1|DERE	CCAP1982_LOCUS13031|CAD7004636.1|CCAP
OG0004922	LOC6545861|XP_001971632.1|DERE	CCAP1982_LOCUS11225|CAD7002751.1|CCAP
OG0004923	LOC6543831|XP_001971881.1|DERE	CCAP1982_LOCUS11167|CAD7002689.1|CCAP
OG0004924	LOC6544915|XP_001972092.1|DERE	CCAP1982_LOCUS12528|CAD7004107.1|CCAP
OG0004925	LOC6543860|XP_001971087.1|DERE	CCAP1982_LOCUS12578|CAD7004158.1|CCAP
OG0004926	LOC6544949|XP_026833571.1|DERE	CCAP1982_LOCUS14939|CAD7006633.1|CCAP
OG0004927	LOC6545048|XP_026833789.1|DERE	CCAP1982_LOCUS14993|CAD7006694.1|CCAP
OG0004928	LOC6547130|XP_015012146.1|DERE	CCAP1982_LOCUS21917|CAD7013902.1|CCAP
OG0004929	LOC6545429|XP_001971015.2|DERE	CCAP1982_LOCUS11530|CAD7003067.1|CCAP
OG0004930	LOC6547035|XP_001976012.2|DERE	CCAP1982_LOCUS22942|CAD7014983.1|CCAP
OG0004931	LOC6547782|XP_001974937.1|DERE	CCAP1982_LOCUS22635|CAD7014646.1|CCAP
OG0004932	LOC6544829|XP_026832750.1|DERE	CCAP1982_LOCUS12169|CAD7003732.1|CCAP
OG0004933	LOC6548425|XP_026836249.1|DERE	CCAP1982_LOCUS7196|CAD6998623.1|CCAP
OG0004934	LOC6548050|XP_001976511.1|DERE	CCAP1982_LOCUS7200|CAD6998628.1|CCAP
OG0004935	LOC6546583|XP_026836989.1|DERE	CCAP1982_LOCUS21878|CAD7013861.1|CCAP
OG0004936	LOC6544183|XP_026833924.1|DERE	CCAP1982_LOCUS12915|CAD7004517.1|CCAP
OG0004937	LOC6544917|XP_001972094.1|DERE	CCAP1982_LOCUS20261|CAD7012159.1|CCAP
OG0004938	LOC6543838|XP_001971410.1|DERE	CCAP1982_LOCUS12061|CAD7003621.1|CCAP
OG0004940	LOC6545512|XP_001973326.3|DERE	CCAP1982_LOCUS12871|CAD7004465.1|CCAP
OG0004941	LOC6544805|XP_026833620.1|DERE	CCAP1982_LOCUS12170|CAD7003733.1|CCAP
OG0004942	LOC6544361|XP_015013263.1|DERE	CCAP1982_LOCUS11521|CAD7003058.1|CCAP
OG0004943	LOC6545717|XP_001971670.1|DERE	CCAP1982_LOCUS14899|CAD7006588.1|CCAP
OG0004944	LOC6546137|XP_001971303.2|DERE	CCAP1982_LOCUS11899|CAD7003445.1|CCAP
OG0004946	LOC6543880|XP_026833357.1|DERE	CCAP1982_LOCUS13890|CAD7005530.1|CCAP
OG0004947	LOC6545970|XP_001971180.3|DERE	CCAP1982_LOCUS11517|CAD7003054.1|CCAP
OG0004948	LOC6545972|XP_026832389.1|DERE	CCAP1982_LOCUS11515|CAD7003052.1|CCAP
OG0004949	LOC6545846|XP_026832726.1|DERE	CCAP1982_LOCUS11508|CAD7003045.1|CCAP
OG0004950	LOC6544854|XP_015013588.2|DERE	CCAP1982_LOCUS12161|CAD7003724.1|CCAP
OG0004951	LOC6554326|XP_001981485.1|DERE	CCAP1982_LOCUS2776|CAD6993995.1|CCAP
OG0004952	LOC6544592|XP_001972512.1|DERE	CCAP1982_LOCUS10827|CAD7002341.1|CCAP
OG0004953	LOC6544837|XP_001973197.1|DERE	CCAP1982_LOCUS12149|CAD7003712.1|CCAP
OG0004954	LOC6544835|XP_001973195.1|DERE	CCAP1982_LOCUS12151|CAD7003714.1|CCAP
OG0004955	LOC6544717|XP_001971524.1|DERE	CCAP1982_LOCUS12929|CAD7004532.1|CCAP
OG0004956	LOC6542125|XP_001969110.2|DERE	CCAP1982_LOCUS21829|CAD7013809.1|CCAP
OG0004957	LOC6543746|XP_001971705.2|DERE	CCAP1982_LOCUS11289|CAD7002819.1|CCAP
OG0004958	LOC6544471|XP_001972505.1|DERE	CCAP1982_LOCUS14958|CAD7006655.1|CCAP
OG0004959	LOC6544470|XP_026833590.1|DERE	CCAP1982_LOCUS14959|CAD7006656.1|CCAP
OG0004960	LOC6544469|XP_001972503.2|DERE	CCAP1982_LOCUS14960|CAD7006657.1|CCAP
OG0004961	LOC6543074|XP_001969046.1|DERE	CCAP1982_LOCUS21618|CAD7013562.1|CCAP
OG0004962	LOC6546177|XP_001973578.1|DERE	CCAP1982_LOCUS14417|CAD7006085.1|CCAP
OG0004963	LOC6546067|XP_026832373.1|DERE	CCAP1982_LOCUS11670|CAD7003210.1|CCAP
OG0004964	LOC6546012|XP_001972241.1|DERE	CCAP1982_LOCUS12091|CAD7003653.1|CCAP
OG0004965	LOC6544433|XP_001971465.1|DERE	CCAP1982_LOCUS12614|CAD7004195.1|CCAP
OG0004966	LOC6544432|XP_001971464.1|DERE	CCAP1982_LOCUS12615|CAD7004196.1|CCAP
OG0004967	LOC6541330|XP_026834103.1|DERE	CCAP1982_LOCUS21807|CAD7013784.1|CCAP
OG0004968	LOC6544004|XP_001971896.3|DERE	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC6548718|XP_001975448.1|DERE	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC6544003|XP_026832557.1|DERE	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC26526852|XP_026833141.1|DERE	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC6545131|XP_001970998.1|DERE	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC6544789|XP_001972496.1|DERE	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC6543888|XP_001971883.1|DERE	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC6546410|XP_001971802.3|DERE	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC6547892|XP_001976451.1|DERE	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC6547156|XP_001974684.1|DERE	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC6545722|XP_001971675.1|DERE	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC6544535|XP_001973105.1|DERE	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC6545248|XP_001973305.1|DERE	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC6545336|XP_001973301.1|DERE	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC6546096|XP_001972253.1|DERE	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC6545450|XP_026832570.1|DERE	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC6545420|XP_026832370.1|DERE	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC6546388|XP_001972878.1|DERE	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC6543630|XP_026832252.1|DERE	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004988	LOC6545421|XP_001971165.2|DERE	CCAP1982_LOCUS10872|CAD7002378.1|CCAP
OG0004989	LOC6543628|XP_001973008.1|DERE	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC6546901|XP_001975980.1|DERE	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC6546902|XP_001975981.1|DERE	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004993	LOC6544593|XP_001972513.1|DERE	CCAP1982_LOCUS10828|CAD7002342.1|CCAP
OG0004994	LOC6546042|XP_001971730.1|DERE	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004995	LOC6546386|XP_015013815.1|DERE	CCAP1982_LOCUS12512|CAD7004089.1|CCAP
OG0004996	LOC6545033|XP_001971565.1|DERE	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP
OG0004997	LOC6548856|XP_001975422.1|DERE	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC6548345|XP_001975516.1|DERE	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC6544276|XP_001971973.1|DERE	CCAP1982_LOCUS13324|CAD7004945.1|CCAP
OG0005000	LOC6547457|XP_001976206.1|DERE	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC6543805|XP_026832651.1|DERE	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC6553979|XP_001980436.1|DERE	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC6544398|XP_026832457.1|DERE	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC6544802|XP_001971521.1|DERE	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC6543558|XP_001973319.1|DERE	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC6545723|XP_026833123.1|DERE	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC6546191|XP_001972920.1|DERE	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC6545202|XP_001971063.1|DERE	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC6546327|XP_001972939.1|DERE	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC6544480|XP_001972441.1|DERE	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC6548392|XP_001976524.1|DERE	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC6546229|XP_001973571.1|DERE	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005014	LOC6546080|XP_001972246.1|DERE	CCAP1982_LOCUS12085|CAD7003647.1|CCAP
OG0005015	LOC6545549|XP_026832825.1|DERE	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC6544869|XP_001973165.1|DERE	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC6545673|XP_001971655.2|DERE	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC6545077|XP_001971033.1|DERE	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC6544893|XP_001973181.1|DERE	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC6541941|XP_001969118.1|DERE	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC6542397|XP_001969464.1|DERE	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
OG0005022	LOC6545681|XP_001971172.1|DERE	CCAP1982_LOCUS14729|CAD7006409.1|CCAP
OG0005023	LOC6543241|XP_001969150.2|DERE	CCAP1982_LOCUS21236|CAD7013165.1|CCAP
OG0005024	LOC6543766|XP_001971194.1|DERE	CCAP1982_LOCUS14920|CAD7006611.1|CCAP
OG0005025	LOC6545589|XP_001972146.1|DERE	CCAP1982_LOCUS13207|CAD7004818.1|CCAP
OG0005026	LOC6543672|XP_001971370.1|DERE	CCAP1982_LOCUS12994|CAD7004599.1|CCAP
OG0005027	LOC6546333|XP_026833303.1|DERE	CCAP1982_LOCUS13047|CAD7004652.1|CCAP
OG0005028	LOC6553727|XP_001980396.1|DERE	CCAP1982_LOCUS2226|CAD6993411.1|CCAP
OG0005029	LOC6546196|XP_001972924.1|DERE	CCAP1982_LOCUS11906|CAD7003452.1|CCAP
OG0005030	LOC6544824|XP_001970982.1|DERE	CCAP1982_LOCUS12572|CAD7004152.1|CCAP
OG0005031	LOC6543585|XP_001972298.1|DERE	CCAP1982_LOCUS11794|CAD7003334.1|CCAP
OG0005032	LOC6546270|XP_001973589.1|DERE	CCAP1982_LOCUS12957|CAD7004561.1|CCAP
OG0005033	LOC6544671|XP_026832648.1|DERE	CCAP1982_LOCUS12947|CAD7004550.1|CCAP
OG0005034	LOC26526113|XP_026833465.1|DERE	CCAP1982_LOCUS12946|CAD7004549.1|CCAP
OG0005035	LOC6546488|XP_026833179.1|DERE	CCAP1982_LOCUS11911|CAD7003458.1|CCAP
OG0005036	LOC6546245|XP_001971292.1|DERE	CCAP1982_LOCUS14422|CAD7006090.1|CCAP
OG0005037	LOC6545640|XP_026833540.1|DERE	CCAP1982_LOCUS11831|CAD7003372.1|CCAP
OG0005038	LOC6546268|XP_001971764.1|DERE	CCAP1982_LOCUS11572|CAD7003109.1|CCAP
OG0005039	LOC6540665|XP_001968662.1|DERE	CCAP1982_LOCUS8174|CAD6999640.1|CCAP
OG0005040	LOC6543625|XP_001973611.1|DERE	CCAP1982_LOCUS13023|CAD7004628.1|CCAP
OG0005041	LOC6546176|XP_001973577.1|DERE	CCAP1982_LOCUS14418|CAD7006086.1|CCAP
OG0005042	LOC6546290|XP_001971313.1|DERE	CCAP1982_LOCUS14946|CAD7006641.1|CCAP
OG0005043	LOC6547741|XP_001974995.1|DERE	CCAP1982_LOCUS21798|CAD7013775.1|CCAP
OG0005044	LOC6547739|XP_001974993.1|DERE	CCAP1982_LOCUS21797|CAD7013774.1|CCAP
OG0005045	LOC6547664|XP_001974991.1|DERE	CCAP1982_LOCUS21790|CAD7013766.1|CCAP
OG0005046	LOC6547159|XP_001974687.1|DERE	CCAP1982_LOCUS22761|CAD7014792.1|CCAP
OG0005047	LOC6545311|XP_001972553.1|DERE	CCAP1982_LOCUS10777|CAD7002283.1|CCAP
