Orthogroup	DERE.longest_only	BCOP.longest_only
OG0003492	LOC6554196|XP_026838678.1|DERE	LOC119068193|XP_037027586.1|BCOP
OG0003493	LOC6554377|XP_026834708.1|DERE	LOC119070308|XP_037030470.1|BCOP
OG0003494	LOC6552177|XP_026831982.1|DERE	LOC119070547|XP_037030836.1|BCOP
OG0003495	LOC6549632|XP_001974438.1|DERE	LOC119069212|XP_037029082.1|BCOP
OG0003496	LOC6552840|XP_001979873.1|DERE	LOC119080616|XP_037044913.1|BCOP
OG0003497	LOC6553646|XP_001979380.1|DERE	LOC119083966|XP_037049668.1|BCOP
OG0003498	LOC113563918|XP_026833121.1|DERE	LOC119084005|XP_037049715.1|BCOP
OG0003499	LOC6552301|XP_001980826.2|DERE	LOC119070080|XP_037030282.1|BCOP
OG0003500	LOC6549448|XP_001974270.1|DERE	LOC119070049|XP_037030235.1|BCOP
OG0003501	LOC6553479|XP_001980273.1|DERE	LOC119067349|XP_037026155.1|BCOP
OG0003502	LOC6552939|XP_001981016.1|DERE	LOC119069072|XP_037028845.1|BCOP
OG0003503	LOC6555102|XP_026831597.1|DERE	LOC119067577|XP_037026559.1|BCOP
OG0003504	LOC26526137|XP_015010447.1|DERE	LOC119081030|XP_037045622.1|BCOP, LOC119076149|XP_037038727.1|BCOP
OG0003505	LOC6553396|XP_026831459.1|DERE	LOC119068791|XP_037028447.1|BCOP
OG0003506	LOC6552569|XP_026839778.1|DERE	LOC119074762|XP_037036927.1|BCOP
OG0003507	LOC6554611|XP_001982169.3|DERE	LOC119084138|XP_037049884.1|BCOP
OG0003508	LOC6545963|XP_001971231.2|DERE	LOC119082715|XP_037048185.1|BCOP, LOC119075310|XP_037037620.1|BCOP, LOC119082707|XP_037048179.1|BCOP
OG0003509	LOC6555172|XP_001982270.1|DERE	LOC119069251|XP_037029200.1|BCOP
OG0003510	LOC6555378|XP_001982091.1|DERE	LOC119069891|XP_037029979.1|BCOP
OG0003511	LOC6555377|XP_015008879.1|DERE	LOC119069889|XP_037029960.1|BCOP
OG0003512	LOC6554168|XP_001982110.1|DERE	LOC119077490|XP_037040600.1|BCOP, LOC119070461|XP_037030709.1|BCOP
OG0003513	LOC6554522|XP_001982159.1|DERE	LOC119069007|XP_037028777.1|BCOP
OG0003514	LOC6551768|XP_001980637.1|DERE	LOC119070512|XP_037030769.1|BCOP
OG0003515	LOC6546775|XP_001976002.1|DERE	LOC119078316|XP_037041716.1|BCOP
OG0003516	LOC6553537|XP_001980266.1|DERE	LOC119069121|XP_037028913.1|BCOP
OG0003517	LOC6552475|XP_015009759.1|DERE	LOC119085747|XP_037052122.1|BCOP
OG0003518	LOC6553185|XP_001979104.1|DERE	LOC119085769|XP_037052154.1|BCOP
OG0003519	LOC6545824|XP_001972193.2|DERE	LOC119084841|XP_037050833.1|BCOP
OG0003520	LOC6545831|XP_026832346.1|DERE	LOC119084831|XP_037050809.1|BCOP
OG0003521	LOC6545771|XP_026832779.1|DERE	LOC119084866|XP_037050896.1|BCOP
OG0003522	LOC6541077|XP_001969103.1|DERE	LOC119080974|XP_037045516.1|BCOP
OG0003523	LOC6549634|XP_026836678.1|DERE	LOC119070577|XP_037030879.1|BCOP
OG0003524	LOC6550053|XP_001977620.1|DERE	LOC119073381|XP_037034701.1|BCOP, LOC119083673|XP_037049355.1|BCOP
OG0003525	LOC6548682|XP_026836621.1|DERE	LOC119081773|XP_037046869.1|BCOP
OG0003526	LOC6552117|XP_001979724.1|DERE	LOC119081505|XP_037046408.1|BCOP
OG0003527	LOC6542238|XP_026835563.1|DERE	LOC119081769|XP_037046859.1|BCOP
OG0003529	LOC6541870|XP_001969433.1|DERE	LOC119084508|XP_037050418.1|BCOP, LOC119083063|XP_037048581.1|BCOP
OG0003530	LOC6544124|XP_001971418.3|DERE	LOC119083064|XP_037048582.1|BCOP, LOC119084509|XP_037050419.1|BCOP
OG0003531	LOC6552169|XP_001979732.1|DERE	LOC119077621|XP_037040735.1|BCOP
OG0003532	LOC6543674|XP_001971372.1|DERE	LOC119083650|XP_037049320.1|BCOP
OG0003533	LOC6545517|XP_001971594.1|DERE	LOC119081289|XP_037045946.1|BCOP
OG0003534	LOC6546020|XP_026833943.1|DERE	LOC119081108|XP_037045744.1|BCOP, LOC119074307|XP_037036230.1|BCOP
OG0003535	LOC6546418|XP_001971258.1|DERE	LOC119080677|XP_037045005.1|BCOP
OG0003536	LOC6541572|XP_001970749.1|DERE	LOC119081360|XP_037046105.1|BCOP
OG0003537	LOC6547841|XP_001975052.1|DERE	LOC119073710|XP_037035230.1|BCOP
OG0003538	LOC6549360|XP_001975789.1|DERE	LOC119068239|XP_037027659.1|BCOP, LOC119081741|XP_037046806.1|BCOP
OG0003539	LOC6546599|XP_015012345.1|DERE	LOC119081775|XP_037046874.1|BCOP
OG0003540	LOC6545472|XP_001971010.1|DERE	LOC119075872|XP_037038329.1|BCOP
OG0003541	LOC26526003|XP_026831524.1|DERE	LOC119081802|XP_037046916.1|BCOP
OG0003542	LOC6541505|XP_026835487.1|DERE	LOC119081795|XP_037046902.1|BCOP
OG0003543	LOC6555579|XP_001982496.1|DERE	LOC119080502|XP_037044796.1|BCOP, LOC119081578|XP_037046507.1|BCOP
OG0003544	LOC6544708|XP_026833149.1|DERE	LOC119081282|XP_037045938.1|BCOP
OG0003545	LOC6543984|XP_001973725.1|DERE	LOC119073168|XP_037034369.1|BCOP, LOC119073167|XP_037034365.1|BCOP
OG0003546	LOC6545482|XP_001973378.1|DERE	LOC119071182|XP_037031847.1|BCOP
OG0003547	LOC6547888|XP_001976432.1|DERE	LOC119074098|XP_037035954.1|BCOP
OG0003548	LOC6540663|XP_015014563.1|DERE	LOC119074082|XP_037035930.1|BCOP
OG0003549	LOC6540715|XP_001970341.2|DERE	LOC119074100|XP_037035959.1|BCOP
OG0003550	LOC6542545|XP_001969094.1|DERE	LOC119073888|XP_037035670.1|BCOP
OG0003551	LOC6546663|XP_001974575.1|DERE	LOC119079722|XP_037043681.1|BCOP, LOC119083464|XP_037049079.1|BCOP
OG0003552	LOC6547248|XP_001976134.1|DERE	LOC119084965|XP_037051014.1|BCOP
OG0003553	LOC6541937|XP_026834995.1|DERE	LOC119079330|XP_037043022.1|BCOP
OG0003554	LOC6544219|XP_001973035.2|DERE	LOC119080510|XP_037044814.1|BCOP
OG0003555	LOC6544351|XP_015013352.1|DERE	LOC119080375|XP_037044572.1|BCOP
OG0003556	LOC6546158|XP_026832554.1|DERE	LOC119080330|XP_037044521.1|BCOP
OG0003557	LOC6546405|XP_001973550.1|DERE	LOC119071897|XP_037032899.1|BCOP
OG0003558	LOC6543953|XP_026832336.1|DERE	LOC119083349|XP_037048937.1|BCOP
OG0003559	LOC6545182|XP_026832330.1|DERE	LOC119073704|XP_037035199.1|BCOP
OG0003560	LOC6544388|XP_001971482.1|DERE	LOC119079752|XP_037043725.1|BCOP
OG0003561	LOC6547788|XP_001974943.2|DERE	LOC119075692|XP_037038114.1|BCOP
OG0003562	LOC6546551|XP_026837033.1|DERE	LOC119076504|XP_037039191.1|BCOP
OG0003563	LOC6553903|XP_001979576.1|DERE	LOC119078053|XP_037041373.1|BCOP
OG0003564	LOC6544429|XP_001971461.1|DERE	LOC119075981|XP_037038459.1|BCOP
OG0003565	LOC6544352|XP_026832919.1|DERE	LOC119081224|XP_037045844.1|BCOP
OG0003566	LOC6552367|XP_015009988.2|DERE	LOC119068237|XP_037027655.1|BCOP
OG0003567	LOC6548851|XP_001975417.1|DERE	LOC119078005|XP_037041288.1|BCOP
OG0003568	LOC6542228|XP_026834351.1|DERE	LOC119073792|XP_037035419.1|BCOP
OG0003569	LOC6546517|XP_001971270.1|DERE	LOC119079994|XP_037044055.1|BCOP
OG0003570	LOC6541809|XP_001970619.1|DERE	LOC119081684|XP_037046669.1|BCOP, LOC119076359|XP_037038953.1|BCOP
OG0003571	LOC6543708|XP_015013293.1|DERE	LOC119083888|XP_037049592.1|BCOP
OG0003572	LOC6547033|XP_026836090.1|DERE	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC6549515|XP_001975697.1|DERE	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC6544043|XP_001971967.1|DERE	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC6544806|XP_001973185.1|DERE	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC6543695|XP_001972969.1|DERE	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC6544636|XP_001972026.1|DERE	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC6544490|XP_001971473.1|DERE	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC6546975|XP_001974617.1|DERE	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC6547406|XP_001974823.1|DERE	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC6545686|XP_015013535.2|DERE	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC6543580|XP_001972293.1|DERE	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC6543177|XP_001969074.1|DERE	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC6542109|XP_001969113.1|DERE	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC6546249|XP_001972856.1|DERE	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC6555866|XP_001982743.2|DERE	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC6540942|XP_001968257.1|DERE	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC6553713|XP_001980357.3|DERE	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC113564356|XP_026837130.1|DERE	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC6546453|XP_026832489.1|DERE	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC6545603|XP_015013627.1|DERE	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC6544925|XP_001972544.1|DERE	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC6543944|XP_026832348.1|DERE	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC6544434|XP_001971466.1|DERE	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC6546766|XP_026836456.1|DERE	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC6541464|XP_001970739.1|DERE	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC6541647|XP_001970748.1|DERE	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC6544005|XP_001971897.1|DERE	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC6545814|XP_015013370.1|DERE	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC6541070|XP_015014795.1|DERE	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC6547938|XP_026836223.1|DERE	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC6545721|XP_026832395.1|DERE	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC6548732|XP_001973983.3|DERE	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC6554248|XP_001982097.1|DERE	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC6546782|XP_026836351.1|DERE	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC6546823|XP_001974580.1|DERE	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC6546098|XP_001972255.1|DERE	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC6541050|XP_001970361.1|DERE	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC6546389|XP_001972879.1|DERE	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC6545053|XP_001971560.1|DERE	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC6547828|XP_001974975.1|DERE	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC6542147|XP_001970607.1|DERE	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC6541721|XP_001970606.1|DERE	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC6547897|XP_001976391.1|DERE	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC6546654|XP_001974497.1|DERE	LOC119074483|XP_037036525.1|BCOP
OG0003617	LOC6546584|XP_001975898.2|DERE	LOC119084168|XP_037049920.1|BCOP
OG0003618	LOC6546585|XP_026837026.1|DERE	LOC119084167|XP_037049918.1|BCOP
OG0003619	LOC6546625|XP_026836662.1|DERE	LOC119081327|XP_037046010.1|BCOP
OG0003620	LOC6547968|XP_001976561.1|DERE	LOC119080238|XP_037044383.1|BCOP
OG0003621	LOC6545032|XP_001971564.1|DERE	LOC119085425|XP_037051734.1|BCOP
OG0003622	LOC6545031|XP_026832665.1|DERE	LOC119079364|XP_037043110.1|BCOP
OG0003623	LOC6549547|XP_001975753.1|DERE	LOC119074015|XP_037035845.1|BCOP
OG0003624	LOC6547868|XP_001976447.1|DERE	LOC119083604|XP_037049235.1|BCOP
OG0003625	LOC6542630|XP_001970609.1|DERE	LOC119071262|XP_037032011.1|BCOP
OG0003626	LOC6548986|XP_015011694.1|DERE	LOC119080699|XP_037045049.1|BCOP
OG0003627	LOC6547298|XP_001974724.1|DERE	LOC119082094|XP_037047356.1|BCOP
OG0003628	LOC6541079|XP_015015408.1|DERE	LOC119080691|XP_037045025.1|BCOP
OG0003629	LOC6549585|XP_001975819.1|DERE	LOC119077475|XP_037040578.1|BCOP
OG0003630	LOC6547947|XP_001976549.1|DERE	LOC119080696|XP_037045040.1|BCOP
OG0003631	LOC6545522|XP_001973363.1|DERE	LOC119079986|XP_037044038.1|BCOP
OG0003632	LOC6544039|XP_001971963.1|DERE	LOC119080114|XP_037044240.1|BCOP
OG0003633	LOC6546648|XP_001975857.1|DERE	LOC119066827|XP_037025385.1|BCOP
OG0003634	LOC6545772|XP_001971639.2|DERE	LOC119073510|XP_037034923.1|BCOP
OG0003635	LOC6545934|XP_026832632.1|DERE	LOC119081774|XP_037046870.1|BCOP
OG0003636	LOC6541066|XP_001970368.1|DERE	LOC119080845|XP_037045302.1|BCOP
OG0003637	LOC6546796|XP_001975890.1|DERE	LOC119073405|XP_037034733.1|BCOP
OG0003638	LOC6545854|XP_026832407.1|DERE	LOC119067865|XP_037027016.1|BCOP
OG0003639	LOC6542445|XP_001969340.1|DERE	LOC119068610|XP_037028167.1|BCOP
OG0003640	LOC6548346|XP_001975517.1|DERE	LOC119066939|XP_037025552.1|BCOP
OG0003641	LOC6547857|XP_001975040.1|DERE	LOC119073599|XP_037035067.1|BCOP
OG0003642	LOC6542110|XP_026835339.1|DERE	LOC119081071|XP_037045688.1|BCOP
OG0003643	LOC6548240|XP_001976567.1|DERE	LOC119081149|XP_037045792.1|BCOP
OG0003644	LOC6543120|XP_001969115.1|DERE	LOC119073996|XP_037035818.1|BCOP
OG0003645	LOC6546292|XP_001971315.1|DERE	LOC119079305|XP_037042990.1|BCOP
OG0003646	LOC6543673|XP_001971371.1|DERE	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP
OG0003647	LOC6545591|XP_001972148.1|DERE	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC6540967|XP_001968744.1|DERE	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC6555320|XP_001981881.1|DERE	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC6550750|XP_001978047.1|DERE	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC6554232|XP_001981249.1|DERE	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC6545243|XP_001972567.2|DERE	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC6545551|XP_001973390.1|DERE	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC6543903|XP_001972974.2|DERE	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC6549283|XP_001974245.1|DERE	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC6545164|XP_001972572.2|DERE	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC6543553|XP_001972306.1|DERE	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC6552000|XP_001980808.1|DERE	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC6545784|XP_001973420.1|DERE	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC6544855|XP_026832856.1|DERE	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC6546153|XP_001971296.1|DERE	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC6543595|XP_001973597.1|DERE	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC6544399|XP_001972029.1|DERE	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC26526615|XP_026832899.1|DERE	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC6541413|XP_001969067.1|DERE	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC6542446|XP_001970732.1|DERE	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC6546035|XP_001971724.1|DERE	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC6542829|XP_026839327.1|DERE	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC6547550|XP_001976171.1|DERE	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC6547551|XP_001976172.1|DERE	LOC119079273|XP_037042950.1|BCOP
OG0003672	LOC6555274|XP_001981839.1|DERE	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC6548026|XP_001975183.1|DERE	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC6548776|XP_026835893.1|DERE	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC6541550|XP_001970536.1|DERE	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC6542801|XP_015014600.1|DERE	LOC119073373|XP_037034691.1|BCOP
OG0003677	LOC26526215|XP_015014242.1|DERE	LOC119079391|XP_037043173.1|BCOP
OG0003678	LOC6543570|XP_001971830.3|DERE	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC6543565|XP_001971825.1|DERE	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC6546825|XP_001974582.1|DERE	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC6548848|XP_001975462.1|DERE	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC6553670|XP_001980412.1|DERE	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC6549523|XP_001975815.2|DERE	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC6545822|XP_001972175.1|DERE	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC6545481|XP_026833289.1|DERE	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC6543376|XP_001969133.2|DERE	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC6546570|XP_001974560.1|DERE	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC6546658|XP_001974501.1|DERE	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC6544239|XP_026832783.1|DERE	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC6546354|XP_026833192.1|DERE	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC6543793|XP_001973141.2|DERE	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC6541648|XP_001970625.1|DERE	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC6544827|XP_001970985.1|DERE	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC6545261|XP_001973251.1|DERE	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC6543612|XP_001972943.1|DERE	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC6546609|XP_001976045.2|DERE	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC6542280|XP_026835182.1|DERE	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC6545977|XP_001972186.1|DERE	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC6548257|XP_026836880.1|DERE	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC6548406|XP_001976672.1|DERE	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC6542295|XP_001970231.1|DERE	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC6545536|XP_001972704.1|DERE	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC6543761|XP_001971355.1|DERE	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC6543614|XP_001972945.1|DERE	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC6543114|XP_026835501.1|DERE	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC6544633|XP_001972023.1|DERE	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC6545577|XP_026833103.1|DERE	LOC119069576|XP_037029559.1|BCOP
OG0003709	LOC6546620|XP_001975836.1|DERE	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC6546619|XP_001975835.1|DERE	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC6545571|XP_001973350.1|DERE	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC6549330|XP_001975630.1|DERE	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC6547471|XP_001974923.3|DERE	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC6547472|XP_001974924.1|DERE	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC6545720|XP_001971673.1|DERE	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC6544946|XP_001972619.1|DERE	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC6543937|XP_001973027.1|DERE	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC6544397|XP_001971698.1|DERE	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC6549934|XP_001978682.1|DERE	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC6546679|XP_001974506.1|DERE	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC6544050|XP_026833936.1|DERE	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC6545818|XP_026833845.1|DERE	LOC119074826|XP_037037015.1|BCOP
OG0003724	LOC6544668|XP_001972005.1|DERE	LOC119077488|XP_037040596.1|BCOP
OG0003725	LOC6545307|XP_015013931.1|DERE	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC6544333|XP_001971984.1|DERE	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC6543538|XP_026833274.1|DERE	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC6553264|XP_001980154.1|DERE	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC6545941|XP_015013528.1|DERE	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC6546372|XP_015013466.1|DERE	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC6543751|XP_001971869.1|DERE	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC6544010|XP_001972329.1|DERE	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC6545690|XP_015013560.1|DERE	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC6545237|XP_026833317.1|DERE	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC6547988|XP_001976490.1|DERE	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC6547016|XP_001974703.1|DERE	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC6548467|XP_001975186.1|DERE	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC6547342|XP_001976295.2|DERE	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC6543353|XP_026834682.1|DERE	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC6543061|XP_001970620.1|DERE	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC6545691|XP_026832590.1|DERE	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC6544988|XP_001973280.1|DERE	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC6541356|XP_001970541.2|DERE	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC6541178|XP_001970618.1|DERE	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC6546543|XP_001975908.1|DERE	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC6547658|XP_015012206.1|DERE	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC6545027|XP_001972523.1|DERE	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC6545025|XP_001972521.2|DERE	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC6544598|XP_001972518.1|DERE	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC6545024|XP_001972520.1|DERE	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC6544597|XP_026833321.1|DERE	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC6543912|XP_015014018.1|DERE	LOC119081211|XP_037045826.1|BCOP
OG0003753	LOC6544847|XP_001971537.1|DERE	LOC119084971|XP_037051018.1|BCOP
OG0003754	LOC6544849|XP_026832494.1|DERE	LOC119081210|XP_037045825.1|BCOP
OG0003755	LOC6543908|XP_001972979.2|DERE	LOC119080702|XP_037045056.1|BCOP
OG0003756	LOC6541655|XP_001970840.1|DERE	LOC119073981|XP_037035786.1|BCOP
OG0003757	LOC6548434|XP_001976686.1|DERE	LOC119079616|XP_037043507.1|BCOP
OG0003758	LOC6547295|XP_026835729.1|DERE	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC6545866|XP_015013378.1|DERE	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC6546763|XP_026835817.1|DERE	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC6545809|XP_026833841.1|DERE	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC6545807|XP_026833838.1|DERE	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC6545186|XP_015013862.1|DERE	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC6545280|XP_026833412.1|DERE	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC6540924|XP_001969579.1|DERE	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC6551198|XP_001976930.1|DERE	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC6546598|XP_001975486.1|DERE	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC6547170|XP_001976087.1|DERE	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC6547175|XP_001976092.1|DERE	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC6555886|XP_026839005.1|DERE	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC6545803|XP_026832446.1|DERE	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC6545051|XP_001971558.1|DERE	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC6541781|XP_001969126.1|DERE	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC6541329|XP_001969130.2|DERE	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC6550496|XP_001977811.1|DERE	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC6542901|XP_001970707.1|DERE	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC6543163|XP_026834672.1|DERE	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
