Orthogroup	DERE.longest_only	CPIP.longest_only
OG0005322	LOC6542732|XP_001968336.1|DERE	LOC120427588|XP_039448404.1|CPIP
OG0005323	LOC6541536|XP_026835574.1|DERE	LOC120428509|XP_039449459.1|CPIP
OG0005324	LOC6542810|XP_001969348.1|DERE	LOC120428265|XP_039449196.1|CPIP
OG0005325	LOC26526673|XP_015015550.1|DERE, LOC113564232|XP_026835620.1|DERE	LOC120428207|XP_039449121.1|CPIP
OG0005326	LOC6541613|XP_001969349.1|DERE	LOC120427994|XP_039448893.1|CPIP
OG0005327	LOC6541782|XP_026834992.1|DERE	LOC120428594|XP_039449554.1|CPIP
OG0005328	LOC6552351|XP_026831934.1|DERE	LOC120425905|XP_039446458.1|CPIP
OG0005329	LOC6544977|XP_001971574.1|DERE	LOC120425915|XP_039446469.1|CPIP
OG0005330	LOC6544978|XP_001971575.2|DERE	LOC120425914|XP_039446468.1|CPIP
OG0005331	LOC6541697|XP_001968433.1|DERE	LOC120414748|XP_039431998.1|CPIP
OG0005332	LOC6548826|XP_026836303.1|DERE	LOC120414772|XP_039432020.1|CPIP
OG0005333	LOC6541240|XP_001969752.1|DERE	LOC120429763|XP_039450750.1|CPIP
OG0005334	LOC6541544|XP_001969471.1|DERE	LOC120430192|XP_039451207.1|CPIP
OG0005335	LOC6549351|XP_001975797.2|DERE	LOC120427331|XP_039448114.1|CPIP
OG0005336	LOC6543278|XP_001969140.1|DERE	LOC120427330|XP_039448113.1|CPIP
OG0005337	LOC6546733|XP_001974526.3|DERE	LOC120424365|XP_039444394.1|CPIP
OG0005338	LOC6541751|XP_001969406.2|DERE	LOC120418429|XP_039436742.1|CPIP
OG0005339	LOC6541308|XP_001969973.1|DERE	LOC120418426|XP_039436738.1|CPIP
OG0005340	LOC6541835|XP_015014407.1|DERE	LOC120418399|XP_039436707.1|CPIP
OG0005341	LOC6542028|XP_001970435.1|DERE	LOC120418414|XP_039436728.1|CPIP
OG0005342	LOC6542884|XP_001969813.1|DERE	LOC120418406|XP_039436716.1|CPIP
OG0005343	LOC6543294|XP_001970621.1|DERE	LOC120418412|XP_039436724.1|CPIP
OG0005344	LOC6546910|XP_001975989.1|DERE	LOC120420832|XP_039439887.1|CPIP
OG0005345	LOC6542284|XP_001970025.1|DERE	LOC120420804|XP_039439859.1|CPIP
OG0005346	LOC6542413|XP_001970096.1|DERE	LOC120420160|XP_039439062.1|CPIP
OG0005347	LOC6541892|XP_026834155.1|DERE	LOC120420574|XP_039439591.1|CPIP
OG0005348	LOC6541075|XP_015014978.2|DERE	LOC120419662|XP_039438363.1|CPIP
OG0005349	LOC6541398|XP_001969426.1|DERE	LOC120420052|XP_039438900.1|CPIP
OG0005350	LOC6542662|XP_001969857.1|DERE	LOC120420253|XP_039439184.1|CPIP
OG0005351	LOC6543844|XP_001971379.1|DERE	LOC120420234|XP_039439160.1|CPIP
OG0005352	LOC6542764|XP_026835307.1|DERE	LOC120420360|XP_039439298.1|CPIP
OG0005353	LOC6547009|XP_001974624.3|DERE	LOC120420071|XP_039438932.1|CPIP
OG0005354	LOC26526948|XP_026835516.1|DERE, LOC6541908|XP_001968491.1|DERE	LOC120420475|XP_039439450.1|CPIP
OG0005355	LOC6543336|XP_001968147.1|DERE	LOC120420606|XP_039439620.1|CPIP
OG0005356	LOC6542863|XP_001968149.1|DERE	LOC120420683|XP_039439716.1|CPIP
OG0005357	LOC6541757|XP_001970195.1|DERE	LOC120420642|XP_039439658.1|CPIP
OG0005358	LOC6541953|XP_001970109.1|DERE	LOC120420656|XP_039439683.1|CPIP
OG0005359	LOC6547375|XP_001976320.1|DERE	LOC120427825|XP_039448687.1|CPIP
OG0005360	LOC6545091|XP_001973277.1|DERE	LOC120428341|XP_039449277.1|CPIP
OG0005361	LOC6543289|XP_026834835.1|DERE	LOC120427756|XP_039448603.1|CPIP
OG0005362	LOC6543032|XP_001969409.1|DERE	LOC120428483|XP_039449431.1|CPIP
OG0005363	LOC6540741|XP_026835096.1|DERE	LOC120429755|XP_039450737.1|CPIP
OG0005365	LOC6546913|XP_001974116.2|DERE	LOC120424089|XP_039444037.1|CPIP
OG0005366	LOC6546912|XP_001974115.2|DERE	LOC120420601|XP_039439608.1|CPIP
OG0005367	LOC6548267|XP_001974113.1|DERE	LOC120421944|XP_039441184.1|CPIP
OG0005368	LOC6552248|XP_026831474.1|DERE	LOC120421947|XP_039441191.1|CPIP
OG0005369	LOC6541618|XP_001968315.1|DERE	LOC120421950|XP_039441194.1|CPIP
OG0005370	LOC6542525|XP_001969868.1|DERE	LOC120421948|XP_039441192.1|CPIP
OG0005371	LOC6542530|XP_001969870.1|DERE	LOC120421953|XP_039441198.1|CPIP
OG0005372	LOC6552271|XP_001980751.1|DERE	LOC120423469|XP_039443228.1|CPIP
OG0005373	LOC26526232|XP_015012762.1|DERE	LOC120422507|XP_039441896.1|CPIP
OG0005374	LOC6547616|XP_001976253.1|DERE	LOC120415493|XP_039432996.1|CPIP
OG0005375	LOC6547615|XP_001976252.1|DERE	LOC120415470|XP_039432964.1|CPIP
OG0005376	LOC6541501|XP_015015204.1|DERE	LOC120415465|XP_039432953.1|CPIP
OG0005377	LOC6545679|XP_015013536.1|DERE	LOC120416080|XP_039433691.1|CPIP
OG0005378	LOC6541317|XP_001968288.3|DERE	LOC120419619|XP_039438297.1|CPIP
OG0005379	LOC6542259|XP_001968369.1|DERE	LOC120420170|XP_039439073.1|CPIP
OG0005380	LOC6542225|XP_001968273.2|DERE	LOC120420028|XP_039438865.1|CPIP
OG0005381	LOC6549432|XP_026835685.1|DERE	LOC120425343|XP_039445770.1|CPIP
OG0005382	LOC6548759|XP_026836998.1|DERE	LOC120425342|XP_039445769.1|CPIP
OG0005383	LOC6546444|XP_001972930.2|DERE	LOC120412784|XP_039429305.1|CPIP
OG0005384	LOC6553592|XP_001980176.1|DERE	LOC120423646|XP_039443453.1|CPIP
OG0005385	LOC6547626|XP_001974890.2|DERE	LOC120430376|XP_039451409.1|CPIP
OG0005386	LOC6548650|XP_026836272.1|DERE	LOC120423131|XP_039442745.1|CPIP
OG0005387	LOC6555407|XP_026832030.1|DERE	LOC120423139|XP_039442753.1|CPIP
OG0005388	LOC6540626|XP_001968807.1|DERE	LOC120420894|XP_039439949.1|CPIP
OG0005389	LOC6542502|XP_001969793.3|DERE	LOC120424369|XP_039444399.1|CPIP
OG0005391	LOC6540619|XP_001968759.1|DERE	LOC120415466|XP_039432958.1|CPIP
OG0005392	LOC6549404|XP_001974452.1|DERE	LOC120415459|XP_039432947.1|CPIP
OG0005393	LOC6552577|XP_026831748.1|DERE	LOC120415487|XP_039432988.1|CPIP
OG0005394	LOC6549220|XP_001974454.1|DERE	LOC120419191|XP_039437795.1|CPIP
OG0005395	LOC6549291|XP_001974380.1|DERE	LOC120419178|XP_039437771.1|CPIP
OG0005396	LOC6543471|XP_001970269.1|DERE	LOC120413569|XP_039430382.1|CPIP
OG0005397	LOC6543514|XP_001970270.1|DERE	LOC120413572|XP_039430392.1|CPIP
OG0005398	LOC6552481|XP_001978918.1|DERE	LOC120415972|XP_039433555.1|CPIP
OG0005399	LOC6542955|XP_015014584.2|DERE	LOC120416801|XP_039434612.1|CPIP
OG0005400	LOC6542981|XP_015014576.1|DERE	LOC120422510|XP_039441899.1|CPIP
OG0005401	LOC6543490|XP_026834436.1|DERE	LOC120416097|XP_039433714.1|CPIP
OG0005402	LOC6543449|XP_001970279.1|DERE	LOC120416067|XP_039433667.1|CPIP
OG0005403	LOC6543418|XP_001970274.1|DERE	LOC120416107|XP_039433724.1|CPIP
OG0005404	LOC6543462|XP_001970275.1|DERE	LOC120425034|XP_039445338.1|CPIP, LOC120416075|XP_039433678.1|CPIP
OG0005405	LOC6546678|XP_001974505.1|DERE	LOC120416265|XP_039433903.1|CPIP
OG0005406	LOC6547054|XP_001974643.1|DERE	LOC120416289|XP_039433937.1|CPIP
OG0005407	LOC6547371|XP_001976316.1|DERE	LOC120426123|XP_039446761.1|CPIP
OG0005408	LOC6540858|XP_001968745.1|DERE	LOC120427959|XP_039448847.1|CPIP
OG0005409	LOC6542409|XP_001970207.2|DERE	LOC120426235|XP_039446905.1|CPIP
OG0005410	LOC6540657|XP_001968752.1|DERE	LOC120419849|XP_039438621.1|CPIP
OG0005411	LOC6546812|XP_001975922.1|DERE	LOC120419833|XP_039438601.1|CPIP
OG0005412	LOC6546548|XP_001975913.1|DERE	LOC120419856|XP_039438627.1|CPIP
OG0005413	LOC6546621|XP_026836876.1|DERE	LOC120427333|XP_039448117.1|CPIP
OG0005414	LOC6551094|XP_001977108.1|DERE	LOC120430187|XP_039451201.1|CPIP
OG0005415	LOC6551297|XP_026837510.1|DERE	LOC120412802|XP_039429331.1|CPIP, LOC120427601|XP_039448407.1|CPIP
OG0005416	LOC6541438|XP_001970612.1|DERE	LOC120413506|XP_039430297.1|CPIP
OG0005417	LOC6549631|XP_001974437.1|DERE	LOC120413546|XP_039430360.1|CPIP
OG0005418	LOC6548886|XP_001974128.1|DERE	LOC120416603|XP_039434331.1|CPIP
OG0005419	LOC6540713|XP_001969489.1|DERE	LOC120416608|XP_039434340.1|CPIP
OG0005420	LOC6542796|XP_001970079.1|DERE	LOC120416878|XP_039434706.1|CPIP
OG0005421	LOC6542783|XP_001969778.1|DERE	LOC120429030|XP_039450100.1|CPIP
OG0005422	LOC6550207|XP_001977718.1|DERE	LOC120416019|XP_039433609.1|CPIP
OG0005423	LOC6542392|XP_026835163.1|DERE	LOC120416770|XP_039434560.1|CPIP
OG0005424	LOC6547601|XP_001974961.1|DERE	LOC120416773|XP_039434568.1|CPIP
OG0005425	LOC6550552|XP_001977984.1|DERE	LOC120423458|XP_039443214.1|CPIP
OG0005426	LOC6540586|XP_001970333.1|DERE	LOC120426936|XP_039447684.1|CPIP
OG0005427	LOC6549377|XP_001974297.2|DERE	LOC120419850|XP_039438622.1|CPIP
OG0005428	LOC6542976|XP_001969998.1|DERE	LOC120418602|XP_039436979.1|CPIP
OG0005429	LOC6540958|XP_001970016.1|DERE	LOC120418619|XP_039436996.1|CPIP
OG0005430	LOC6540952|XP_026834191.1|DERE	LOC120418614|XP_039436993.1|CPIP
OG0005431	LOC6548592|XP_001973956.1|DERE	LOC120422779|XP_039442248.1|CPIP
OG0005432	LOC6548475|XP_001973913.2|DERE	LOC120430857|XP_039451917.1|CPIP
OG0005433	LOC6548138|XP_001975230.1|DERE	LOC120430854|XP_039451912.1|CPIP, LOC120431311|XP_039452378.1|CPIP
OG0005434	LOC6548596|XP_015012010.1|DERE	LOC120428121|XP_039449040.1|CPIP
OG0005435	LOC6553325|XP_001979189.1|DERE	LOC120428129|XP_039449045.1|CPIP, LOC120424572|XP_039444673.1|CPIP
OG0005436	LOC6548595|XP_026838684.1|DERE	LOC120424571|XP_039444672.1|CPIP
OG0005437	LOC6552508|XP_001979816.1|DERE	LOC120424556|XP_039444657.1|CPIP
OG0005438	LOC6542099|XP_001968228.1|DERE	LOC120412790|XP_039429313.1|CPIP
OG0005439	LOC6553583|XP_001980279.1|DERE	LOC120412822|XP_039429363.1|CPIP
OG0005440	LOC6541686|XP_026834304.1|DERE	LOC120412793|XP_039429318.1|CPIP
OG0005441	LOC6542122|XP_001969702.1|DERE	LOC120415706|XP_039433234.1|CPIP
OG0005442	LOC6549341|XP_001974321.1|DERE	LOC120415708|XP_039433236.1|CPIP
OG0005443	LOC6541854|XP_026834461.1|DERE	LOC120415702|XP_039433227.1|CPIP
OG0005444	LOC6543007|XP_001968162.1|DERE	LOC120422039|XP_039441298.1|CPIP
OG0005445	LOC6542470|XP_026834747.1|DERE	LOC120423095|XP_039442707.1|CPIP
OG0005446	LOC6541555|XP_001970228.1|DERE	LOC120423098|XP_039442711.1|CPIP
OG0005447	LOC6540893|XP_001968736.1|DERE	LOC120432457|XP_039453608.1|CPIP
OG0005448	LOC6546767|XP_001975524.1|DERE	LOC120415562|XP_039433068.1|CPIP
OG0005449	LOC6550693|XP_001978018.1|DERE	LOC120415537|XP_039433034.1|CPIP
OG0005450	LOC6555452|XP_001981452.1|DERE	LOC120415547|XP_039433051.1|CPIP
OG0005451	LOC6549193|XP_026836500.1|DERE	LOC120426583|XP_039447306.1|CPIP
OG0005452	LOC6547369|XP_015011557.1|DERE	LOC120421131|XP_039440226.1|CPIP
OG0005453	LOC6552456|XP_001980874.1|DERE	LOC120421141|XP_039440256.1|CPIP
OG0005455	LOC6548562|XP_001976634.1|DERE	LOC120422384|XP_039441728.1|CPIP
OG0005456	LOC6549496|XP_001974287.1|DERE	LOC120422409|XP_039441760.1|CPIP
OG0005457	LOC6549498|XP_015012060.1|DERE	LOC120422402|XP_039441753.1|CPIP
OG0005458	LOC6542849|XP_001968311.1|DERE	LOC120412474|XP_039428896.1|CPIP, LOC120418384|XP_039436697.1|CPIP
OG0005459	LOC6541022|XP_001968732.1|DERE	LOC120432446|XP_039453598.1|CPIP
OG0005460	LOC6541575|XP_001968809.1|DERE	LOC120423983|XP_039443914.1|CPIP
OG0005461	LOC6549437|XP_001974302.1|DERE	LOC120415522|XP_039433013.1|CPIP
OG0005462	LOC6549439|XP_001974304.1|DERE	LOC120415523|XP_039433014.1|CPIP
OG0005463	LOC6545844|XP_026833921.1|DERE	LOC120415553|XP_039433060.1|CPIP
OG0005464	LOC6549381|XP_001974301.1|DERE	LOC120415552|XP_039433059.1|CPIP
OG0005465	LOC6549499|XP_026836551.1|DERE	LOC120415536|XP_039433031.1|CPIP
OG0005466	LOC6549497|XP_001974288.1|DERE	LOC120423112|XP_039442724.1|CPIP
OG0005467	LOC6554913|XP_001982235.1|DERE	LOC120424988|XP_039445292.1|CPIP
OG0005468	LOC6542150|XP_001970255.1|DERE	LOC120425240|XP_039445608.1|CPIP
OG0005469	LOC6541018|XP_001970291.1|DERE	LOC120413844|XP_039430733.1|CPIP
OG0005470	LOC6540842|XP_001970293.1|DERE	LOC120413843|XP_039430732.1|CPIP
OG0005471	LOC6547633|XP_026836307.1|DERE	LOC120413863|XP_039430760.1|CPIP
OG0005472	LOC6547631|XP_026835675.1|DERE	LOC120413867|XP_039430768.1|CPIP
OG0005473	LOC6542263|XP_026835177.1|DERE	LOC120413862|XP_039430759.1|CPIP
OG0005474	LOC6541690|XP_001969763.1|DERE	LOC120412493|XP_039428922.1|CPIP, LOC120417635|XP_039435684.1|CPIP
OG0005475	LOC6541700|XP_001969764.1|DERE	LOC120417623|XP_039435674.1|CPIP, LOC120412459|XP_039428863.1|CPIP
OG0005476	LOC6543216|XP_001970554.2|DERE	LOC120417679|XP_039435749.1|CPIP, LOC120412461|XP_039428869.1|CPIP
OG0005477	LOC6543854|XP_026833745.1|DERE	LOC120412476|XP_039428899.1|CPIP, LOC120418268|XP_039436524.1|CPIP
OG0005478	LOC6541137|XP_001968672.1|DERE	LOC120418344|XP_039436634.1|CPIP, LOC120412495|XP_039428924.1|CPIP
OG0005479	LOC6541504|XP_001968673.1|DERE	LOC120412450|XP_039428847.1|CPIP, LOC120418224|XP_039436453.1|CPIP
OG0005480	LOC6541666|XP_001968674.1|DERE	LOC120418299|XP_039436566.1|CPIP, LOC120412451|XP_039428849.1|CPIP
OG0005481	LOC6542703|XP_001968574.1|DERE	LOC120422403|XP_039441754.1|CPIP
OG0005482	LOC6541612|XP_026834822.1|DERE	LOC120422390|XP_039441734.1|CPIP
OG0005483	LOC6552997|XP_001980057.2|DERE	LOC120422417|XP_039441766.1|CPIP
OG0005484	LOC6543042|XP_001968967.1|DERE	LOC120429678|XP_039450642.1|CPIP
OG0005485	LOC6549454|XP_001975778.2|DERE	LOC120419015|XP_039437516.1|CPIP
OG0005486	LOC6540809|XP_001970390.1|DERE	LOC120414559|XP_039431710.1|CPIP
OG0005487	LOC6541516|XP_026834224.1|DERE	LOC120417744|XP_039435834.1|CPIP, LOC120419916|XP_039438715.1|CPIP
OG0005488	LOC6542027|XP_001968505.1|DERE	LOC120417740|XP_039435832.1|CPIP, LOC120419915|XP_039438714.1|CPIP
OG0005489	LOC6541016|XP_001968241.1|DERE	LOC120418725|XP_039437134.1|CPIP
OG0005490	LOC6540976|XP_001968240.1|DERE	LOC120418723|XP_039437132.1|CPIP
OG0005491	LOC6542991|XP_026835464.1|DERE	LOC120432460|XP_039453610.1|CPIP
OG0005492	LOC6543291|XP_001968335.1|DERE	LOC120432413|XP_039453546.1|CPIP
OG0005493	LOC6549099|XP_001974211.1|DERE	LOC120432415|XP_039453549.1|CPIP
OG0005495	LOC6548450|XP_001976709.1|DERE	LOC120427067|XP_039447840.1|CPIP, LOC120421148|XP_039440272.1|CPIP
OG0005496	LOC6553448|XP_015010365.1|DERE	LOC120421176|XP_039440305.1|CPIP
OG0005497	LOC6548913|XP_001974180.1|DERE	LOC120421171|XP_039440299.1|CPIP
OG0005498	LOC6548912|XP_001974179.1|DERE	LOC120421159|XP_039440285.1|CPIP
OG0005499	LOC6549110|XP_026837168.1|DERE	LOC120425292|XP_039445692.1|CPIP
OG0005500	LOC6549111|XP_001974183.1|DERE	LOC120425293|XP_039445693.1|CPIP
OG0005501	LOC6549442|XP_001974307.1|DERE	LOC120425299|XP_039445697.1|CPIP
OG0005502	LOC6549441|XP_001974306.2|DERE	LOC120425301|XP_039445700.1|CPIP
OG0005503	LOC6541196|XP_026834876.1|DERE	LOC120419661|XP_039438355.1|CPIP
OG0005504	LOC6542656|XP_001968307.1|DERE	LOC120425518|XP_039446001.1|CPIP
OG0005506	LOC6548888|XP_015012034.1|DERE	LOC120426882|XP_039447618.1|CPIP
OG0005507	LOC6540925|XP_001968140.1|DERE	LOC120426891|XP_039447629.1|CPIP
OG0005508	LOC6543288|XP_001969905.1|DERE	LOC120423101|XP_039442713.1|CPIP
OG0005509	LOC6543055|XP_001968404.1|DERE	LOC120423107|XP_039442720.1|CPIP
OG0005510	LOC6540896|XP_001969555.1|DERE	LOC120415520|XP_039433011.1|CPIP
OG0005511	LOC6555668|XP_001982401.1|DERE	LOC120421300|XP_039440424.1|CPIP
OG0005512	LOC6555117|XP_026831513.1|DERE	LOC120421298|XP_039440422.1|CPIP
OG0005513	LOC6550730|XP_001978153.1|DERE	LOC120414572|XP_039431743.1|CPIP
OG0005514	LOC6555408|XP_001982328.1|DERE	LOC120414546|XP_039431693.1|CPIP
OG0005515	LOC6546725|XP_001975878.1|DERE	LOC120414563|XP_039431717.1|CPIP
OG0005516	LOC6541556|XP_001969468.1|DERE	LOC120414562|XP_039431716.1|CPIP
OG0005517	LOC6541796|XP_026835123.1|DERE	LOC120414557|XP_039431704.1|CPIP
OG0005518	LOC6549227|XP_001974352.2|DERE	LOC120419466|XP_039438085.1|CPIP
OG0005519	LOC6546894|XP_001975975.1|DERE	LOC120432440|XP_039453592.1|CPIP
OG0005520	LOC6542548|XP_026834988.1|DERE	LOC120432428|XP_039453573.1|CPIP
OG0005521	LOC6542886|XP_001969920.1|DERE	LOC120420526|XP_039439530.1|CPIP
OG0005522	LOC6544246|XP_001972369.3|DERE	LOC120420487|XP_039439466.1|CPIP
OG0005523	LOC6548700|XP_026837072.1|DERE	LOC120420529|XP_039439534.1|CPIP
OG0005524	LOC6542879|XP_015014497.1|DERE	LOC120413895|XP_039430805.1|CPIP, LOC120420513|XP_039439499.1|CPIP
OG0005525	LOC6542858|XP_001969354.1|DERE	LOC120420515|XP_039439510.1|CPIP, LOC120413899|XP_039430810.1|CPIP
OG0005526	LOC6541138|XP_001969446.1|DERE	LOC120413818|XP_039430707.1|CPIP
OG0005527	LOC6555863|XP_026839237.1|DERE	LOC120413820|XP_039430709.1|CPIP
OG0005528	LOC6542111|XP_026834717.1|DERE	LOC120413854|XP_039430744.1|CPIP
OG0005529	LOC6548859|XP_026835888.1|DERE	LOC120417376|XP_039435331.1|CPIP
OG0005530	LOC6541359|XP_026834921.1|DERE	LOC120417912|XP_039436085.1|CPIP
OG0005531	LOC6543624|XP_001973610.1|DERE	LOC120423397|XP_039443124.1|CPIP
OG0005532	LOC6542332|XP_026835462.1|DERE	LOC120423392|XP_039443112.1|CPIP
OG0005533	LOC6543306|XP_001968456.1|DERE	LOC120425171|XP_039445539.1|CPIP
OG0005534	LOC6545539|XP_001971104.1|DERE	LOC120412481|XP_039428906.1|CPIP, LOC120418162|XP_039436397.1|CPIP
OG0005535	LOC6541582|XP_001968355.1|DERE	LOC120417533|XP_039435553.1|CPIP, LOC120412462|XP_039428870.1|CPIP
OG0005536	LOC6549562|XP_001974480.2|DERE	LOC120417954|XP_039436122.1|CPIP, LOC120412500|XP_039428933.1|CPIP
OG0005537	LOC6541605|XP_001969681.1|DERE	LOC120417571|XP_039435613.1|CPIP, LOC120412507|XP_039428943.1|CPIP
OG0005538	LOC6549612|XP_026836218.1|DERE	LOC120426275|XP_039446954.1|CPIP
OG0005539	LOC6549324|XP_001974329.1|DERE	LOC120426277|XP_039446956.1|CPIP
OG0005540	LOC6542948|XP_001968204.2|DERE	LOC120420511|XP_039439497.1|CPIP
OG0005541	LOC6540941|XP_001968137.1|DERE	LOC120426270|XP_039446946.1|CPIP
OG0005542	LOC6546046|XP_001971743.1|DERE	LOC120420495|XP_039439479.1|CPIP
OG0005543	LOC6549651|XP_001974256.1|DERE	LOC120423981|XP_039443908.1|CPIP
OG0005544	LOC6540824|XP_015015250.1|DERE	LOC120423982|XP_039443913.1|CPIP
OG0005545	LOC6542189|XP_001969845.1|DERE	LOC120418722|XP_039437129.1|CPIP
OG0005546	LOC6548701|XP_001974072.1|DERE	LOC120418697|XP_039437096.1|CPIP
OG0005547	LOC6543416|XP_001970271.3|DERE	LOC120418703|XP_039437104.1|CPIP
OG0005548	LOC6543500|XP_001970276.1|DERE	LOC120418696|XP_039437095.1|CPIP
OG0005549	LOC6541554|XP_001970278.1|DERE	LOC120418718|XP_039437125.1|CPIP
OG0005550	LOC6540588|XP_026834577.1|DERE	LOC120412674|XP_039429174.1|CPIP
OG0005551	LOC6547107|XP_001974748.1|DERE	LOC120412676|XP_039429178.1|CPIP
OG0005552	LOC6547106|XP_001974747.1|DERE	LOC120412675|XP_039429176.1|CPIP
OG0005553	LOC6542367|XP_001968308.1|DERE	LOC120412479|XP_039428904.1|CPIP
OG0005554	LOC6541302|XP_001968654.1|DERE	LOC120417311|XP_039435199.1|CPIP
OG0005555	LOC6541791|XP_001968650.1|DERE	LOC120417310|XP_039435195.1|CPIP
OG0005556	LOC6542004|XP_001968649.1|DERE	LOC120417293|XP_039435178.1|CPIP
OG0005557	LOC6547610|XP_001976247.1|DERE	LOC120417312|XP_039435209.1|CPIP
OG0005558	LOC6551589|XP_015010868.1|DERE	LOC120417290|XP_039435175.1|CPIP
OG0005559	LOC6548890|XP_001974132.1|DERE	LOC120417284|XP_039435169.1|CPIP
OG0005560	LOC6547232|XP_001976245.1|DERE	LOC120417288|XP_039435172.1|CPIP
OG0005561	LOC6549713|XP_001977420.1|DERE	LOC120417301|XP_039435187.1|CPIP
OG0005562	LOC6543529|XP_026834737.1|DERE	LOC120427088|XP_039447869.1|CPIP
OG0005563	LOC6555826|XP_001982692.2|DERE	LOC120419047|XP_039437546.1|CPIP
OG0005564	LOC6541442|XP_015014977.1|DERE	LOC120419076|XP_039437595.1|CPIP
OG0005565	LOC6549402|XP_001974450.1|DERE	LOC120419060|XP_039437567.1|CPIP
OG0005566	LOC6549403|XP_001974451.1|DERE	LOC120419081|XP_039437599.1|CPIP
OG0005567	LOC6554494|XP_001981939.2|DERE	LOC120419080|XP_039437598.1|CPIP
OG0005568	LOC6540764|XP_001968742.1|DERE	LOC120419050|XP_039437550.1|CPIP
OG0005569	LOC6541734|XP_015015187.1|DERE	LOC120419071|XP_039437589.1|CPIP
OG0005570	LOC6541024|XP_001968242.2|DERE	LOC120429840|XP_039450839.1|CPIP
OG0005571	LOC6547935|XP_001976360.3|DERE	LOC120414327|XP_039431401.1|CPIP
OG0005572	LOC6547843|XP_001975046.1|DERE	LOC120425774|XP_039446320.1|CPIP
OG0005573	LOC6554728|XP_026831628.1|DERE	LOC120426559|XP_039447259.1|CPIP
OG0005574	LOC6541260|XP_026834625.1|DERE	LOC120426581|XP_039447304.1|CPIP
OG0005575	LOC6552056|XP_001980692.1|DERE	LOC120423219|XP_039442863.1|CPIP
OG0005576	LOC6548928|XP_001975415.1|DERE	LOC120423205|XP_039442844.1|CPIP
OG0005577	LOC6544518|XP_026833326.1|DERE	LOC120423227|XP_039442869.1|CPIP
OG0005578	LOC6544736|XP_001973458.1|DERE	LOC120423190|XP_039442823.1|CPIP
OG0005579	LOC26526587|XP_015014304.1|DERE	LOC120416349|XP_039434013.1|CPIP, LOC120423193|XP_039442827.1|CPIP
OG0005580	LOC6545052|XP_001971559.1|DERE	LOC120417010|XP_039434882.1|CPIP
OG0005582	LOC6544064|XP_001973693.1|DERE	LOC120432119|XP_039453190.1|CPIP
OG0005583	LOC6545672|XP_001971654.1|DERE	LOC120432118|XP_039453187.1|CPIP
OG0005584	LOC6541361|XP_001969983.3|DERE	LOC120414364|XP_039431462.1|CPIP
OG0005585	LOC6553194|XP_001979155.1|DERE	LOC120414357|XP_039431453.1|CPIP
OG0005586	LOC6552685|XP_001978948.1|DERE	LOC120414330|XP_039431404.1|CPIP
OG0005587	LOC6543207|XP_001969891.1|DERE	LOC120414369|XP_039431470.1|CPIP
OG0005588	LOC6544890|XP_026833580.1|DERE	LOC120414305|XP_039431379.1|CPIP
OG0005589	LOC6552461|XP_026831497.1|DERE	LOC120414341|XP_039431429.1|CPIP
OG0005590	LOC6542488|XP_001970731.1|DERE	LOC120426577|XP_039447296.1|CPIP
OG0005591	LOC6550955|XP_001978237.1|DERE	LOC120426564|XP_039447270.1|CPIP, LOC120414316|XP_039431387.1|CPIP
OG0005592	LOC6552489|XP_001979838.1|DERE	LOC120426575|XP_039447294.1|CPIP
OG0005593	LOC6545960|XP_001971228.1|DERE	LOC120425779|XP_039446326.1|CPIP
OG0005594	LOC6544769|XP_001971499.1|DERE	LOC120425777|XP_039446323.1|CPIP
OG0005595	LOC6544618|XP_001971500.2|DERE	LOC120425767|XP_039446309.1|CPIP
OG0005596	LOC6545943|XP_001971203.1|DERE	LOC120425769|XP_039446313.1|CPIP
OG0005597	LOC6552926|XP_026839347.1|DERE	LOC120425773|XP_039446317.1|CPIP
OG0005598	LOC6554328|XP_001981294.1|DERE	LOC120416159|XP_039433773.1|CPIP
OG0005599	LOC6547862|XP_001975045.2|DERE	LOC120423932|XP_039443848.1|CPIP
OG0005600	LOC6552763|XP_001980952.1|DERE	LOC120427996|XP_039448894.1|CPIP
OG0005601	LOC6550478|XP_001977822.1|DERE	LOC120427993|XP_039448885.1|CPIP
OG0005602	LOC6554401|XP_001981697.1|DERE	LOC120427007|XP_039447760.1|CPIP
OG0005603	LOC6549028|XP_001975537.1|DERE	LOC120427010|XP_039447764.1|CPIP
OG0005604	LOC6549030|XP_001975539.3|DERE	LOC120427001|XP_039447751.1|CPIP
OG0005605	LOC6546841|XP_001975943.1|DERE	LOC120427016|XP_039447773.1|CPIP
OG0005606	LOC6541424|XP_001969771.1|DERE	LOC120427006|XP_039447759.1|CPIP
OG0005607	LOC6553860|XP_001980564.1|DERE	LOC120432375|XP_039453503.1|CPIP
OG0005608	LOC6553920|XP_001980567.1|DERE	LOC120432373|XP_039453499.1|CPIP
OG0005609	LOC6545414|XP_001971713.1|DERE	LOC120432385|XP_039453513.1|CPIP
OG0005610	LOC6543764|XP_001971358.1|DERE	LOC120426824|XP_039447545.1|CPIP
OG0005611	LOC6546052|XP_001971749.2|DERE	LOC120415017|XP_039432319.1|CPIP
OG0005612	LOC6553838|XP_026833767.1|DERE	LOC120414126|XP_039431092.1|CPIP
OG0005613	LOC6553354|XP_001980183.1|DERE	LOC120415147|XP_039432519.1|CPIP
