Orthogroup	DERE.longest_only	DALB.longest_only
OG0004387	LOC6544822|XP_001972658.1|DERE	LOC117570601|XP_034108236.1|DALB
OG0004388	LOC6546877|XP_026836852.1|DERE	LOC117567037|XP_034102634.1|DALB
OG0004389	LOC6543634|XP_001971838.1|DERE	LOC117572700|XP_034111645.1|DALB
OG0004390	LOC6543799|XP_001973146.1|DERE	LOC117566363|XP_034101747.1|DALB
OG0004391	LOC6547496|XP_026836305.1|DERE	LOC117568502|XP_034105086.1|DALB
OG0004392	LOC6544888|XP_026833435.1|DERE	LOC117571792|XP_034110042.1|DALB
OG0004393	LOC6547216|XP_001974714.1|DERE	LOC117571998|XP_034110401.1|DALB
OG0004394	LOC6548429|XP_015011723.1|DERE	LOC117569794|XP_034106993.1|DALB
OG0004395	LOC6549505|XP_001975727.1|DERE	LOC117569138|XP_034106057.1|DALB
OG0004396	LOC6542898|XP_026834241.1|DERE	LOC117569689|XP_034106830.1|DALB
OG0004397	LOC6549364|XP_015012475.2|DERE	LOC117570914|XP_034108713.1|DALB
OG0004398	LOC6549348|XP_001975794.1|DERE	LOC117567668|XP_034103680.1|DALB
OG0004399	LOC6548845|XP_001975459.1|DERE	LOC117571004|XP_034108845.1|DALB
OG0004400	LOC6552441|XP_001980930.1|DERE	LOC117574248|XP_034113866.1|DALB
OG0004401	LOC6548387|XP_001976468.1|DERE	LOC117569685|XP_034106824.1|DALB
OG0004402	LOC6548384|XP_001976465.1|DERE	LOC117569046|XP_034105937.1|DALB
OG0004403	LOC6549168|XP_001975618.1|DERE	LOC117571944|XP_034110328.1|DALB
OG0004404	LOC6541642|XP_001970780.1|DERE	LOC117572672|XP_034111580.1|DALB
OG0004405	LOC6544734|XP_026833099.1|DERE	LOC117570138|XP_034107492.1|DALB
OG0004406	LOC6545442|XP_015013947.1|DERE	LOC117567314|XP_034103093.1|DALB
OG0004407	LOC6540724|XP_001970397.1|DERE	LOC117568798|XP_034105550.1|DALB
OG0004408	LOC6544814|XP_001972652.1|DERE	LOC117571833|XP_034110104.1|DALB
OG0004409	LOC6555815|XP_026839149.1|DERE	LOC117573219|XP_034112127.1|DALB
OG0004410	LOC6546737|XP_026836417.1|DERE	LOC117566415|XP_034101827.1|DALB
OG0004411	LOC6543983|XP_001973724.1|DERE	LOC117570604|XP_034108239.1|DALB
OG0004412	LOC6543982|XP_001973723.1|DERE	LOC117570603|XP_034108238.1|DALB
OG0004413	LOC6548204|XP_001976483.1|DERE	LOC117569461|XP_034106517.1|DALB
OG0004414	LOC6548113|XP_001976543.1|DERE	LOC117572047|XP_034110513.1|DALB
OG0004415	LOC6548970|XP_001975554.1|DERE	LOC117567677|XP_034103690.1|DALB
OG0004416	LOC6542967|XP_001970631.1|DERE	LOC117567914|XP_034104084.1|DALB
OG0004417	LOC6554493|XP_001981938.1|DERE	LOC117575666|XP_034115844.1|DALB
OG0004418	LOC6546934|XP_015012133.1|DERE	LOC117568548|XP_034105156.1|DALB
OG0004419	LOC6542389|XP_015014768.1|DERE	LOC117566422|XP_034101843.1|DALB
OG0004420	LOC6546713|XP_001975874.1|DERE	LOC117568936|XP_034105753.1|DALB
OG0004421	LOC6546391|XP_026833028.1|DERE	LOC117569816|XP_034107027.1|DALB
OG0004422	LOC6546325|XP_026833393.1|DERE	LOC117568906|XP_034105700.1|DALB
OG0004423	LOC6548232|XP_001975264.1|DERE	LOC117567299|XP_034103073.1|DALB
OG0004424	LOC6547906|XP_015011517.1|DERE	LOC117567799|XP_034103915.1|DALB
OG0004425	LOC6545984|XP_001973498.1|DERE	LOC117568532|XP_034105137.1|DALB
OG0004426	LOC6545886|XP_001973491.1|DERE	LOC117570490|XP_034108072.1|DALB
OG0004427	LOC6544416|XP_001973160.2|DERE	LOC117571766|XP_034110015.1|DALB, LOC117571764|XP_034110013.1|DALB, LOC117571765|XP_034110014.1|DALB
OG0004428	LOC6553428|XP_001980238.1|DERE	LOC117575202|XP_034115210.1|DALB
OG0004429	LOC6542293|XP_001968814.2|DERE	LOC117565637|XP_034100737.1|DALB
OG0004430	LOC6544750|XP_001972755.1|DERE	LOC117567587|XP_034103560.1|DALB
OG0004431	LOC6555416|XP_001982335.1|DERE	LOC117575695|XP_034115898.1|DALB
OG0004432	LOC6555414|XP_001982334.2|DERE	LOC117575693|XP_034115896.1|DALB
OG0004433	LOC6543993|XP_001973672.2|DERE	LOC117571434|XP_034109467.1|DALB
OG0004434	LOC6549349|XP_001975795.1|DERE	LOC117567666|XP_034103678.1|DALB
OG0004435	LOC6547564|XP_015011837.1|DERE	LOC117569861|XP_034107085.1|DALB
OG0004436	LOC6549627|XP_026837014.1|DERE	LOC117572796|XP_034111790.1|DALB
OG0004437	LOC6548422|XP_001976730.1|DERE	LOC117571664|XP_034109795.1|DALB
OG0004438	LOC6549368|XP_001975678.1|DERE	LOC117570728|XP_034108441.1|DALB
OG0004439	LOC6549537|XP_001975625.1|DERE	LOC117572795|XP_034111788.1|DALB
OG0004440	LOC6546736|XP_001974529.1|DERE	LOC117566421|XP_034101840.1|DALB
OG0004441	LOC6542017|XP_001968340.1|DERE	LOC117565892|XP_034101125.1|DALB
OG0004442	LOC6548140|XP_001975232.1|DERE	LOC117567557|XP_034103509.1|DALB
OG0004443	LOC6545023|XP_001972519.1|DERE	LOC117567859|XP_034104012.1|DALB
OG0004444	LOC6548341|XP_001975297.1|DERE	LOC117566404|XP_034101808.1|DALB
OG0004445	LOC6547949|XP_026836892.1|DERE	LOC117572041|XP_034110495.1|DALB
OG0004446	LOC6554920|XP_001981125.1|DERE	LOC117574563|XP_034114325.1|DALB
OG0004447	LOC6555104|XP_001982020.1|DERE	LOC117576827|XP_034117792.1|DALB
OG0004448	LOC6546747|XP_001974540.1|DERE	LOC117567159|XP_034102863.1|DALB
OG0004449	LOC6544295|XP_001973134.1|DERE	LOC117569478|XP_034106536.1|DALB
OG0004450	LOC6546843|XP_001975945.1|DERE	LOC117567626|XP_034103608.1|DALB
OG0004451	LOC6546832|XP_026836309.1|DERE	LOC117572273|XP_034110867.1|DALB
OG0004452	LOC6547407|XP_001974824.1|DERE	LOC117569668|XP_034106805.1|DALB
OG0004453	LOC6547039|XP_001974628.1|DERE	LOC117568253|XP_034104625.1|DALB
OG0004454	LOC6553836|XP_001980475.1|DERE	LOC117575038|XP_034115010.1|DALB
OG0004455	LOC6544323|XP_001973128.1|DERE	LOC117570786|XP_034108519.1|DALB
OG0004456	LOC6555508|XP_001982396.1|DERE	LOC117576944|XP_034118035.1|DALB
OG0004457	LOC6544545|XP_026833522.1|DERE	LOC117567263|XP_034103012.1|DALB
OG0004458	LOC6544444|XP_026833026.1|DERE	LOC117572592|XP_034111374.1|DALB
OG0004459	LOC6545378|XP_026832604.1|DERE	LOC117567682|XP_034103695.1|DALB
OG0004460	LOC6543617|XP_001972948.1|DERE	LOC117572097|XP_034110595.1|DALB
OG0004461	LOC6544311|XP_001973073.1|DERE	LOC117570128|XP_034107484.1|DALB
OG0004462	LOC6545354|XP_001973294.1|DERE	LOC117567803|XP_034103929.1|DALB
OG0004463	LOC6544107|XP_026832495.1|DERE	LOC117570501|XP_034108088.1|DALB
OG0004464	LOC6545563|XP_001972667.1|DERE	LOC117567960|XP_034104155.1|DALB
OG0004465	LOC6545338|XP_001973303.1|DERE	LOC117566045|XP_034101386.1|DALB
OG0004466	LOC6545348|XP_001973288.2|DERE	LOC117570120|XP_034107476.1|DALB
OG0004467	LOC6545800|XP_001973428.1|DERE	LOC117569720|XP_034106877.1|DALB
OG0004468	LOC6545887|XP_001973429.1|DERE	LOC117569719|XP_034106876.1|DALB
OG0004469	LOC6544558|XP_026833356.1|DERE	LOC117571221|XP_034109159.1|DALB
OG0004470	LOC6549430|XP_001974401.3|DERE	LOC117564715|XP_034099488.1|DALB
OG0004471	LOC6555299|XP_001982320.1|DERE	LOC117574353|XP_034114066.1|DALB
OG0004472	LOC6542594|XP_001969162.1|DERE	LOC117570494|XP_034108079.1|DALB
OG0004473	LOC26526369|XP_015012791.1|DERE	LOC117569780|XP_034106972.1|DALB
OG0004474	LOC6546925|XP_001975996.1|DERE	LOC117569778|XP_034106969.1|DALB
OG0004475	LOC6552581|XP_001980332.1|DERE	LOC117571674|XP_034109805.1|DALB
OG0004476	LOC6540901|XP_026834731.1|DERE	LOC117565550|XP_034100605.1|DALB
OG0004477	LOC6541995|XP_001970500.1|DERE	LOC117569333|XP_034106353.1|DALB
OG0004478	LOC6549538|XP_026836863.1|DERE	LOC117571702|XP_034109891.1|DALB
OG0004479	LOC6548004|XP_001976499.2|DERE	LOC117570204|XP_034107583.1|DALB
OG0004480	LOC6549932|XP_001978680.1|DERE	LOC117569991|XP_034107266.1|DALB
OG0004481	LOC6547041|XP_026835683.1|DERE	LOC117571346|XP_034109346.1|DALB
OG0004482	LOC6555130|XP_026831577.1|DERE	LOC117576031|XP_034116431.1|DALB
OG0004483	LOC6547990|XP_001976492.1|DERE	LOC117567203|XP_034102924.1|DALB
OG0004484	LOC6553247|XP_001979067.1|DERE	LOC117575377|XP_034115441.1|DALB
OG0004485	LOC6555737|XP_001982506.3|DERE	LOC117577719|XP_034118514.1|DALB
OG0004486	LOC6546743|XP_001974536.1|DERE	LOC117572148|XP_034110679.1|DALB
OG0004487	LOC6543698|XP_001972972.2|DERE	LOC117570856|XP_034108627.1|DALB
OG0004489	LOC6545422|XP_001971166.1|DERE	LOC117572407|XP_034111080.1|DALB
OG0004490	LOC6546673|XP_001975866.2|DERE	LOC117569635|XP_034106765.1|DALB, LOC117568243|XP_034104611.1|DALB
OG0004491	LOC6542416|XP_001970003.1|DERE	LOC117564514|XP_034099225.1|DALB
OG0004492	LOC6545484|XP_001973380.1|DERE	LOC117569714|XP_034106874.1|DALB, LOC117566880|XP_034102383.1|DALB
OG0004493	LOC6545357|XP_001972592.2|DERE	LOC117570799|XP_034108546.1|DALB
OG0004494	LOC6552760|XP_026839530.1|DERE	LOC117576363|XP_034116943.1|DALB, LOC117575645|XP_034115816.1|DALB, LOC117576357|XP_034116935.1|DALB
OG0004495	LOC6552945|XP_001981022.1|DERE	LOC117573476|XP_034112596.1|DALB
OG0004496	LOC6547255|XP_001976141.2|DERE, LOC6547256|XP_001976142.3|DERE	LOC117570117|XP_034107471.1|DALB
OG0004497	LOC6547534|XP_001976300.1|DERE	LOC117571243|XP_034109187.1|DALB, LOC117566589|XP_034102021.1|DALB
OG0004498	LOC113564121|XP_026835067.1|DERE, LOC6552752|XP_001980290.1|DERE	LOC117568922|XP_034105723.1|DALB
OG0004499	LOC6541845|XP_026834123.1|DERE, LOC26526628|XP_015015540.1|DERE	LOC117568736|XP_034105453.1|DALB
OG0004500	LOC6547129|XP_001974763.1|DERE	LOC117568815|XP_034105569.1|DALB
OG0004501	LOC6547059|XP_001976017.1|DERE	LOC117571923|XP_034110295.1|DALB
OG0004502	LOC6548178|XP_001975087.1|DERE	LOC117567774|XP_034103864.1|DALB
OG0004503	LOC26526536|XP_015010495.1|DERE, LOC26526802|XP_015010527.1|DERE	LOC117570533|XP_034108130.1|DALB
OG0004504	LOC6544655|XP_026833048.1|DERE	LOC117573150|XP_034111992.1|DALB
OG0004505	LOC6552697|XP_026839673.1|DERE	LOC117576673|XP_034117556.1|DALB
OG0004506	LOC6554319|XP_026832122.1|DERE	LOC117573884|XP_034113261.1|DALB
OG0004507	LOC6553246|XP_001979066.2|DERE	LOC117573451|XP_034112564.1|DALB
OG0004508	LOC6555401|XP_001981651.2|DERE	LOC117574934|XP_034114874.1|DALB
OG0004509	LOC6544728|XP_001972412.1|DERE	LOC117567354|XP_034103179.1|DALB
OG0004510	LOC6549996|XP_001977462.2|DERE	LOC117572048|XP_034110554.1|DALB
OG0004511	LOC6554265|XP_026833443.1|DERE	LOC117574286|XP_034113928.1|DALB
OG0004512	LOC6555831|XP_026839184.1|DERE	LOC117573218|XP_034112126.1|DALB
OG0004513	LOC6555856|XP_026838998.1|DERE	LOC117573157|XP_034112007.1|DALB
OG0004514	LOC6555809|XP_001982726.2|DERE	LOC117573090|XP_034111886.1|DALB
OG0004515	LOC6550227|XP_001978195.1|DERE	LOC117567505|XP_034103431.1|DALB
OG0004516	LOC6551358|XP_001978371.2|DERE	LOC117577612|XP_034118353.1|DALB
OG0004517	LOC6549897|XP_026838464.1|DERE	LOC117565255|XP_034100165.1|DALB
OG0004518	LOC6550713|XP_026838403.1|DERE	LOC117578149|XP_034119261.1|DALB
OG0004519	LOC6554951|XP_001981372.1|DERE	LOC117576124|XP_034116573.1|DALB
OG0004520	LOC6550673|XP_026838154.1|DERE	LOC117577944|XP_034118860.1|DALB
OG0004521	LOC6542908|XP_001970794.1|DERE	LOC117568257|XP_034104630.1|DALB
OG0004522	LOC6549939|XP_001977397.1|DERE	LOC117578099|XP_034119165.1|DALB
OG0004523	LOC6554860|XP_001981104.2|DERE	LOC117576447|XP_034117101.1|DALB
OG0004524	LOC6551235|XP_001976737.1|DERE	LOC117568658|XP_034105351.1|DALB
OG0004525	LOC6551128|XP_026838350.1|DERE	LOC117578082|XP_034119133.1|DALB
OG0004526	LOC6551204|XP_015010991.1|DERE	LOC117566816|XP_034102271.1|DALB
OG0004527	LOC6551224|XP_001976740.1|DERE	LOC117578150|XP_034119259.1|DALB
OG0004528	LOC6550332|XP_001977890.1|DERE	LOC117573556|XP_034112733.1|DALB
OG0004529	LOC6551206|XP_001977013.2|DERE	LOC117564339|XP_034098941.1|DALB
OG0004530	LOC6550561|XP_001977939.1|DERE	LOC117577663|XP_034118441.1|DALB
OG0004531	LOC6555181|XP_015009351.1|DERE	LOC117574926|XP_034114868.1|DALB
OG0004532	LOC6550717|XP_001978099.3|DERE	LOC117563205|XP_034101194.1|DALB
OG0004533	LOC6551000|XP_001978316.1|DERE	LOC117565477|XP_034100516.1|DALB
OG0004534	LOC6548424|XP_001975335.1|DERE	LOC117577740|XP_034118542.1|DALB
OG0004535	LOC6544527|XP_001973053.1|DERE	LOC117571643|XP_034109764.1|DALB
OG0004536	LOC6549756|XP_026838369.1|DERE	LOC117578294|XP_034119624.1|DALB
OG0004537	LOC6551690|XP_001978486.1|DERE	LOC117573242|XP_034112189.1|DALB
OG0004538	LOC6547894|XP_015012655.1|DERE	LOC117571579|XP_034109682.1|DALB
OG0004539	LOC6553694|XP_026831642.1|DERE	LOC117573565|XP_034112741.1|DALB
OG0004540	LOC6551397|XP_001977209.1|DERE	LOC117569908|XP_034107142.1|DALB
OG0004541	LOC6546998|XP_026836889.1|DERE	LOC117570419|XP_034107936.1|DALB
OG0004542	LOC6549848|XP_001977354.1|DERE	LOC117578219|XP_034119484.1|DALB
OG0004543	LOC6551119|XP_015010999.1|DERE	LOC117577320|XP_034118175.1|DALB
OG0004544	LOC6555675|XP_001982392.1|DERE	LOC117567083|XP_034102774.1|DALB
OG0004545	LOC6555200|XP_026831997.1|DERE	LOC117574914|XP_034114851.1|DALB, LOC117575513|XP_034115652.1|DALB
OG0004546	LOC6549361|XP_001975790.1|DERE	LOC117567455|XP_034103359.1|DALB
OG0004547	LOC6555658|XP_026837590.1|DERE	LOC117564640|XP_034099395.1|DALB
OG0004548	LOC6550357|XP_015010764.1|DERE	LOC117577575|XP_034118304.1|DALB
OG0004549	LOC6555511|XP_026838954.1|DERE	LOC117566608|XP_034102043.1|DALB
OG0004550	LOC6551562|XP_001978601.1|DERE	LOC117567905|XP_034104075.1|DALB
OG0004551	LOC6547600|XP_001974899.1|DERE	LOC117566808|XP_034102247.1|DALB
OG0004552	LOC6550283|XP_015010778.1|DERE	LOC117569796|XP_034107001.1|DALB
OG0004553	LOC6545731|XP_001971625.1|DERE	LOC117572011|XP_034110423.1|DALB
OG0004554	LOC6550770|XP_001976752.1|DERE	LOC117563840|XP_034098264.1|DALB
OG0004555	LOC6550771|XP_001976753.1|DERE	LOC117577609|XP_034118345.1|DALB
OG0004556	LOC6550213|XP_001977724.1|DERE	LOC117568997|XP_034105868.1|DALB
OG0004557	LOC6550883|XP_001976830.2|DERE	LOC117573829|XP_034113152.1|DALB
OG0004558	LOC6549838|XP_001978735.1|DERE	LOC117578189|XP_034119396.1|DALB
OG0004559	LOC6554249|XP_001982098.1|DERE	LOC117575176|XP_034115178.1|DALB
OG0004560	LOC6542498|XP_001970955.2|DERE	LOC117573160|XP_034112013.1|DALB
OG0004561	LOC6552861|XP_026839766.1|DERE	LOC117574965|XP_034114919.1|DALB
OG0004562	LOC6554912|XP_001982234.1|DERE	LOC117575380|XP_034115444.1|DALB
OG0004563	LOC6553001|XP_015010169.1|DERE	LOC117573527|XP_034112665.1|DALB
OG0004564	LOC6553848|XP_001979480.1|DERE	LOC117576299|XP_034116845.1|DALB
OG0004565	LOC6552865|XP_026838333.1|DERE	LOC117575272|XP_034115297.1|DALB
OG0004566	LOC6551404|XP_001977223.1|DERE	LOC117572539|XP_034111303.1|DALB
OG0004567	LOC6551739|XP_015010580.1|DERE	LOC117567153|XP_034102897.1|DALB
OG0004568	LOC6555638|XP_001982521.1|DERE	LOC117576494|XP_034117165.1|DALB
OG0004569	LOC6552149|XP_015009508.1|DERE	LOC117574852|XP_034114755.1|DALB
OG0004570	LOC6548646|XP_001975386.1|DERE	LOC117566943|XP_034102466.1|DALB
OG0004571	LOC6550163|XP_001977673.1|DERE	LOC117570424|XP_034107954.1|DALB
OG0004572	LOC6540656|XP_001968671.1|DERE	LOC117563647|XP_034097947.1|DALB
OG0004573	LOC6551793|XP_001979618.1|DERE	LOC117574026|XP_034113508.1|DALB
OG0004574	LOC6551171|XP_001977046.1|DERE	LOC117566553|XP_034101989.1|DALB
OG0004575	LOC6551172|XP_001977047.1|DERE	LOC117571703|XP_034109895.1|DALB
OG0004576	LOC6552911|XP_026837155.1|DERE	LOC117574990|XP_034114951.1|DALB
OG0004577	LOC6553427|XP_001980237.1|DERE	LOC117575206|XP_034115221.1|DALB
OG0004578	LOC6551695|XP_026838736.1|DERE	LOC117566381|XP_034101778.1|DALB
OG0004579	LOC6542619|XP_015015157.1|DERE	LOC117563496|XP_034097751.1|DALB
OG0004580	LOC6553586|XP_001980282.1|DERE	LOC117575180|XP_034115180.1|DALB
OG0004581	LOC6553035|XP_001980040.3|DERE	LOC117575683|XP_034115880.1|DALB
OG0004582	LOC6554965|XP_001981137.3|DERE	LOC117575626|XP_034115794.1|DALB
OG0004583	LOC6549743|XP_001977346.1|DERE	LOC117572338|XP_034110974.1|DALB
OG0004584	LOC6549107|XP_001975572.1|DERE	LOC117570819|XP_034108572.1|DALB
OG0004585	LOC6554473|XP_001981286.1|DERE	LOC117574677|XP_034114474.1|DALB
OG0004586	LOC6551197|XP_001976929.1|DERE	LOC117568648|XP_034105338.1|DALB
OG0004587	LOC6554809|XP_026839707.1|DERE	LOC117573762|XP_034113045.1|DALB
OG0004588	LOC6554864|XP_026839724.1|DERE	LOC117575436|XP_034115530.1|DALB
OG0004589	LOC6549696|XP_026837616.1|DERE	LOC117578129|XP_034119220.1|DALB
OG0004590	LOC6554552|XP_015009075.1|DERE	LOC117575756|XP_034116008.1|DALB
OG0004591	LOC6554556|XP_001981316.1|DERE	LOC117575755|XP_034116005.1|DALB
OG0004592	LOC6550581|XP_001978182.1|DERE	LOC117574339|XP_034114054.1|DALB
OG0004593	LOC6551356|XP_001977059.1|DERE	LOC117567020|XP_034102603.1|DALB
OG0004594	LOC6549688|XP_026838242.1|DERE	LOC117578049|XP_034119059.1|DALB
OG0004595	LOC6550800|XP_026837610.1|DERE	LOC117576424|XP_034117061.1|DALB
OG0004596	LOC6555672|XP_001982390.1|DERE	LOC117565623|XP_034100728.1|DALB
OG0004597	LOC6550165|XP_001977603.1|DERE	LOC117574972|XP_034114932.1|DALB
OG0004598	LOC6544215|XP_001973031.1|DERE	LOC117567686|XP_034103701.1|DALB
OG0004599	LOC6541806|XP_001968580.2|DERE	LOC117564854|XP_034099683.1|DALB
OG0004600	LOC6551321|XP_001977086.1|DERE	LOC117575491|XP_034115621.1|DALB
OG0004601	LOC6551344|XP_001977078.2|DERE	LOC117576484|XP_034117195.1|DALB
OG0004602	LOC6551593|XP_001977262.2|DERE	LOC117567591|XP_034103983.1|DALB
OG0004603	LOC6541500|XP_001968192.1|DERE	LOC117566227|XP_034101664.1|DALB
OG0004604	LOC6549851|XP_001977357.2|DERE	LOC117566850|XP_034102336.1|DALB
OG0004605	LOC6549804|XP_001977327.2|DERE	LOC117578199|XP_034119419.1|DALB
OG0004606	LOC6553939|XP_001979490.1|DERE	LOC117576189|XP_034116669.1|DALB
OG0004607	LOC6550904|XP_026837609.1|DERE	LOC117566564|XP_034102000.1|DALB
OG0004608	LOC6549992|XP_015011095.1|DERE	LOC117577606|XP_034118347.1|DALB
OG0004609	LOC6550482|XP_026837403.1|DERE	LOC117563467|XP_034097714.1|DALB
OG0004610	LOC6555032|XP_001981174.1|DERE	LOC117573780|XP_034113071.1|DALB
OG0004611	LOC6555349|XP_026839580.1|DERE	LOC117574696|XP_034114496.1|DALB
OG0004612	LOC6555348|XP_001981198.1|DERE	LOC117574236|XP_034113838.1|DALB
OG0004613	LOC6553036|XP_026833994.1|DERE	LOC117575685|XP_034115882.1|DALB
OG0004614	LOC6551029|XP_001978248.1|DERE	LOC117570003|XP_034107294.1|DALB
OG0004615	LOC6550909|XP_015010975.1|DERE	LOC117577816|XP_034118638.1|DALB
OG0004616	LOC6549888|XP_001977365.1|DERE	LOC117577973|XP_034118948.1|DALB
OG0004617	LOC6548265|XP_001974111.1|DERE	LOC117564027|XP_034098519.1|DALB
OG0004618	LOC6555134|XP_001982249.2|DERE	LOC117574412|XP_034114141.1|DALB, LOC117573388|XP_034112477.1|DALB
OG0004619	LOC6555411|XP_001982331.1|DERE	LOC117575689|XP_034115891.1|DALB
OG0004620	LOC6553803|XP_001979560.2|DERE	LOC117573636|XP_034112835.1|DALB
OG0004621	LOC6553984|XP_001980499.1|DERE	LOC117574795|XP_034114645.1|DALB
OG0004622	LOC6551857|XP_015009706.1|DERE	LOC117575836|XP_034116133.1|DALB
OG0004623	LOC6554540|XP_001981325.1|DERE	LOC117575135|XP_034115132.1|DALB
OG0004624	LOC6552811|XP_001978942.1|DERE	LOC117576687|XP_034117573.1|DALB
OG0004625	LOC6550568|XP_026837284.1|DERE	LOC117577847|XP_034118683.1|DALB
OG0004626	LOC6555726|XP_026838933.1|DERE	LOC117564871|XP_034099713.1|DALB
OG0004627	LOC6543636|XP_026833988.1|DERE	LOC117571835|XP_034110106.1|DALB
OG0004628	LOC6555680|XP_001982540.1|DERE	LOC117577100|XP_034118096.1|DALB
OG0004629	LOC6552774|XP_026835874.1|DERE	LOC117575327|XP_034115373.1|DALB
OG0004630	LOC6554478|XP_015009077.1|DERE	LOC117575415|XP_034115487.1|DALB
OG0004631	LOC6551834|XP_001979631.1|DERE	LOC117573770|XP_034113058.1|DALB
OG0004632	LOC6551835|XP_026834575.1|DERE	LOC117573769|XP_034113055.1|DALB
OG0004633	LOC6554593|XP_001981328.2|DERE	LOC117576134|XP_034116586.1|DALB
OG0004634	LOC6554656|XP_026839513.1|DERE	LOC117575339|XP_034115388.1|DALB
OG0004635	LOC6549777|XP_001977308.2|DERE	LOC117569262|XP_034106257.1|DALB
OG0004636	LOC6550211|XP_001977722.2|DERE	LOC117576670|XP_034117584.1|DALB
OG0004637	LOC6555520|XP_026838893.1|DERE	LOC117568524|XP_034105122.1|DALB
OG0004638	LOC6550466|XP_001977728.3|DERE	LOC117567051|XP_034102669.1|DALB
OG0004641	LOC6551071|XP_001978292.1|DERE	LOC117577579|XP_034118313.1|DALB
OG0004642	LOC6544626|XP_001972201.1|DERE	LOC117568623|XP_034105307.1|DALB
OG0004643	LOC6552590|XP_015010035.1|DERE	LOC117575583|XP_034115740.1|DALB
OG0004644	LOC6550389|XP_001977771.1|DERE	LOC117578316|XP_034119662.1|DALB
OG0004645	LOC6540783|XP_001968186.1|DERE	LOC117566224|XP_034101661.1|DALB
OG0004646	LOC6554919|XP_026839626.1|DERE	LOC117574564|XP_034114326.1|DALB
OG0004647	LOC6550719|XP_001978101.1|DERE	LOC117577849|XP_034118681.1|DALB
OG0004648	LOC6550237|XP_001977688.1|DERE	LOC117575996|XP_034116390.1|DALB
OG0004649	LOC6550646|XP_001978134.3|DERE	LOC117575387|XP_034115457.1|DALB
OG0004650	LOC6541148|XP_001969861.1|DERE	LOC117565230|XP_034100127.1|DALB
OG0004651	LOC6552239|XP_001979751.3|DERE	LOC117576119|XP_034116568.1|DALB
OG0004652	LOC6554176|XP_026832615.1|DERE	LOC117574035|XP_034113522.1|DALB
OG0004653	LOC6543692|XP_001973703.1|DERE	LOC117567070|XP_034102703.1|DALB
OG0004654	LOC6541180|XP_001968370.2|DERE	LOC117564730|XP_034099508.1|DALB
OG0004655	LOC6555306|XP_026839755.1|DERE	LOC117575977|XP_034116350.1|DALB
OG0004656	LOC6550119|XP_001977656.1|DERE	LOC117564172|XP_034098730.1|DALB, LOC117565591|XP_034100682.1|DALB
OG0004657	LOC6553563|XP_001979343.1|DERE	LOC117575717|XP_034115946.1|DALB
OG0004658	LOC6552039|XP_001980684.1|DERE	LOC117576509|XP_034117207.1|DALB
OG0004659	LOC6554241|XP_001982150.1|DERE	LOC117575949|XP_034116303.1|DALB
OG0004660	LOC6555257|XP_001982298.2|DERE	LOC117575086|XP_034115074.1|DALB
OG0004661	LOC6552241|XP_001979753.1|DERE	LOC117573976|XP_034113410.1|DALB
OG0004662	LOC6553242|XP_001980197.1|DERE	LOC117576665|XP_034117527.1|DALB
OG0004663	LOC6550942|XP_026838135.1|DERE	LOC117572594|XP_034111381.1|DALB
OG0004664	LOC6550943|XP_026837435.1|DERE	LOC117571790|XP_034110044.1|DALB
OG0004665	LOC6550882|XP_001976829.1|DERE	LOC117573613|XP_034112805.1|DALB
OG0004666	LOC6552275|XP_026831921.1|DERE	LOC117575222|XP_034115240.1|DALB
OG0004667	LOC6552269|XP_001980750.1|DERE	LOC117574343|XP_034114055.1|DALB
OG0004668	LOC6550714|XP_026837915.1|DERE	LOC117575282|XP_034115320.1|DALB
OG0004669	LOC6542465|XP_001970090.1|DERE	LOC117564267|XP_034098860.1|DALB
OG0004670	LOC6554310|XP_001981741.3|DERE	LOC117575122|XP_034115112.1|DALB
OG0004671	LOC6553729|XP_001980398.1|DERE	LOC117575505|XP_034115639.1|DALB
OG0004673	LOC6555483|XP_026834134.1|DERE	LOC117574666|XP_034114462.1|DALB
OG0004674	LOC6554452|XP_001981520.1|DERE	LOC117575796|XP_034116064.1|DALB
OG0004675	LOC6554510|XP_026831586.1|DERE	LOC117575990|XP_034116378.1|DALB
OG0004676	LOC6552800|XP_001979028.1|DERE	LOC117574514|XP_034114264.1|DALB
OG0004677	LOC6555001|XP_026839587.1|DERE	LOC117574177|XP_034113756.1|DALB
OG0004678	LOC6555002|XP_001982057.1|DERE	LOC117574168|XP_034113747.1|DALB
OG0004679	LOC6553898|XP_026839582.1|DERE	LOC117574465|XP_034114192.1|DALB
OG0004680	LOC6552353|XP_026839866.1|DERE	LOC117576024|XP_034116421.1|DALB
OG0004682	LOC6543491|XP_001968681.2|DERE	LOC117565361|XP_034100315.1|DALB
OG0004683	LOC6553634|XP_001980317.1|DERE	LOC117573600|XP_034112786.1|DALB
OG0004684	LOC6552264|XP_001980745.1|DERE	LOC117575715|XP_034115943.1|DALB
OG0004685	LOC6554628|XP_001981350.1|DERE	LOC117573810|XP_034113113.1|DALB
OG0004686	LOC6552466|XP_001980884.1|DERE	LOC117576786|XP_034117728.1|DALB
OG0004687	LOC6554624|XP_001981346.1|DERE	LOC117575388|XP_034115454.1|DALB
OG0004688	LOC6551976|XP_001980661.1|DERE	LOC117576493|XP_034117162.1|DALB
